announce.msbt
AnnounceEmpty	お{r2[し]}知{/r2}らせは　まだありません
W2G2_86	よかった！　マリオさんでしたか。\nオリガミ{r2[へい]}兵{/r2}が　こわくて\nかくれてたんです。{[0004]}マリオさんが　いてくれたら\nもう{r2[だいじょうぶ]}大丈夫{/r2}ですね！\nおみやげ{r2[や]}屋{/r2}　{r2[えいぎょう]}営業{/r2}さいかいしまーす！
W2G2_175	{r2[わたし]}私{/r2}は　ウチワじゃありません！
W2G2_78	１ＵＰキノコは　もっているだけで\nバトルでやられても　{r2[いちど]}一度{/r2}だけ\n{r2[ふっかつ]}復活{/r2}することができるんですよ。{[0004]}{r2[つよ]}強{/r2}い{r2[てき]}敵{/r2}との　バトル{r2[じ]}時{/r2}には\n{r2[ひっす]}必須{/r2}のアイテムですね！
W2G2_109	ここの　シュリケン{r2[どうじょう]}道場{/r2}のスタッフ\nよく　いなくなるんです。{[0004]}もしかして　スタッフルームで\nサボってるんじゃないかな？
W2G2_145	ここの　シュリケン{r2[どうじょう]}道場{/r2}のスタッフ\nもどってきたみたい。
W2G2_79	この{r2[いえ]}家{/r2}の{r2[よこ]}横{/r2}にある　{r2[あんないばん]}案内板{/r2}をみれば、\nこの{r2[ひろ]}広{/r2}い　{r2[オエド]}ＯＥＤＯ{/r2}ランドも\n{r2[まよ]}迷{/r2}わないですよ。
W2G2_82	この{r2[いえ]}家{/r2}のウラの　シュリケン{r2[どうじょう]}道場{/r2}では\n{r2[けいひん]}景品{/r2}が　もらえるらしいですよ。
W2G2_81	また{r2[ざぶとん]}座布団{/r2}とられました…
W2G2_265	{r2[ざぶとん]}座布団{/r2}あってよかった。
W2G2_266	{r2[ざぶとん]}座布団{/r2}とりゲームしてたんです。
W2G2_493	うれしい・{r2[たの]}楽{/r2}しい・チョー{r2[べんり]}便利{/r2}！\nアクセサリーは　いかがですか？{[0004]}{r2[オエド]}ＯＥＤＯ{/r2}ランドの\nおみやげ{r2[や]}屋{/r2}の{r2[まえ]}前{/r2}で　{r2[う]}売{/r2}ってますので\nぜひ　お{r2[た]}立{/r2}ち{r2[よ]}寄{/r2}りくださいね。
W2G2_272	カネの{r2[おと]}音{/r2}で　{r2[あたま]}頭{/r2}がいたいです…
W2G2_277	やっぱり　{r2[かね]}鐘{/r2}の{r2[おと]}音{/r2}は\n{r2[そと]}外{/r2}で　{r2[き]}聞{/r2}くものですね。
W2G2_89	ネコって　いつも\nゴロゴロしてますよね。\nそれでは{r2[わたし]}私{/r2}も　{r2[しつれい]}失礼{/r2}して！
W2G2_97	ゴロゴロ　にゃーん。
W2G2_87	ありがとうございます
W2G2_117	ねてました
W2G2_130	ヒドイです！
W2G2_144	なんとも{r2[い]}言{/r2}えない…
W2G2_84	ありがとうございます。\nでも　{r2[で]}出{/r2}られません…
W2G2_257	ねてましたが　まだねむいのです…
W2G2_258	こんな{r2[じょうたい]}状態{/r2}じゃ　せっかく{r2[か]}買{/r2}った\nお{r2[だいみょうてがた]}大名手形{/r2}　が{r2[つか]}使{/r2}えません！\nヒドイです！
W2G2_259	なんとも{r2[い]}言{/r2}えない　{r2[かお]}顔{/r2}をしてます。\nとても　お{r2[み]}見{/r2}せできません。
W2G2_42	…{r2[わたし]}私{/r2}は　{r2[かんばん]}看板{/r2}です。\nキノピオじゃないですよ。
W2G2_197	あ、マリオさんでしたか！
W2G2_33	ヤグラの{r2[なか]}中{/r2}で　スタッフが\nおそわれてるのを{r2[み]}見{/r2}て\nこわくて　かくれてました。
W2G2_325	ここの{r2[しゃしんかん]}写真館{/r2}では　{r2[いしょう]}衣装{/r2}を{r2[き]}着{/r2}て\n{r2[しゃしん]}写真{/r2}が　とれるらしいですよ。
W2G2_80	{r2[やね]}屋根{/r2}から　たまに\n{r2[あしおと]}足音{/r2}が{r2[き]}聞{/r2}こえるんです。\nき、きっと　ネズミですよね？
W2G2_85	{r2[しゃしん]}写真{/r2}を　とりにきたのに\n{r2[わたし]}私{/r2}が　{r2[しゃしん]}写真{/r2}になってしまいました。
W2G2_153	う～ん、\nどの{r2[いしょう]}衣装{/r2}がいいかなー？
W2G2_72	{[0200]}…\x0f\x02\0
W2G2_31	{[0302]}ハリボテ　ネテル\nウゴカナイ\x0f\x03\x02
W2G2_32	{[0302]}デカイ　オト\nナラシテ　オコセ\x0f\x03\x02
W2G2_61	{[0302]}ハリボテ　オキタ\nココカラ　デラレル\x0f\x03\x02
W2G2_105	{[0201]}{size[5500]}なぞがとけるかな？{size[6400]}{/d}\n{[0200]}{size[9600]}{color[795c1dff]}なぞときの{r2[ま]}間{/r2}{color[404040ff]}{size[6400]}\x0f\x02\0\n{[0202]}{size[5500]}？なかるけとがぞな{size[6400]}\x0f\x02\x02
W2G2_35	じっと{r2[うご]}動{/r2}かず　このあたりを\n{r2[かんさつ]}観察{/r2}してました。
W2G2_136	そういえば\nこの{r2[した]}下{/r2}の{r2[もん]}門{/r2}を　ミドリの{r2[ひと]}人{/r2}が\n{r2[とお]}通{/r2}っていきましたよ。
W2G2_403	アカの{r2[ひと]}人{/r2}と　ミドリの{r2[ひと]}人{/r2}が\nここを　{r2[とお]}通{/r2}るのを{r2[み]}見{/r2}ました。\nもちろん　あの{r2[ゆうめい]}有名{/r2}な{r2[きょうだい]}兄弟{/r2}です！
W2G2_41	{r2[にんじゃ]}忍者{/r2}やしきの　チャレンジ{r2[まえ]}前{/r2}に\nここで　{r2[じゅんび]}準備{/r2}をするのが\nいつものコースなんです。{[0004]}ぶきのそうびは　バトルの\nアクション{r2[せんたくちゅう]}選択中{/r2}でも\nでできるので　{r2[べんり]}便利{/r2}ですよね～
W2G2_166	{[0302]}トビラ\x0f\x03\x02
W2G2_170	{[0302]}オサエル\x0f\x03\x02
W2G2_271	となりから\nボソボソと{r2[こえ]}声{/r2}が　{r2[き]}聞{/r2}こえるんです！\n{r2[ぶきみ]}不気味{/r2}です…
W2G2_364	{r2[オエド]}ＯＥＤＯ{/r2}ランドの{r2[たてもの]}建物{/r2}って\nおもむきがあって　いいですよね。\n{r2[しず]}静{/r2}かで　のんびりできます。
W2G2_264	このまま　ずっと\nあの　オリガミ{r2[へい]}兵{/r2}と\nすごすんでしょうか…
W2G2_103	{r2[オエド]}ＯＥＤＯ{/r2}ランドで　{r2[いちばんにんき]}一番人気{/r2}の\n{r2[にんじゃ]}忍者{/r2}やしきは　{r2[たいけん]}体験{/r2}しました？\n{r2[まよ]}迷{/r2}わずクリアできたら　すごいです。
W2G2_167	もっと　お{r2[そら]}空{/r2}を\n{r2[と]}飛{/r2}んで　みたかったです。
W2G2_260	やっぱり　カサカサ{r2[うご]}動{/r2}く\n{r2[むし]}虫{/r2}はキライですか？
W2G2_261	マリオさんも　バッタとびで\nきたえてみません？
W2G2_262	ぼんさいって\nどう{r2[うご]}動{/r2}いたら　いいんでしょう…
W2G2_38	ありがとうございます。\nどうせなら　ムシより\nサカナが　よかったです。{[0004]}{r2[にんじゃ]}忍者{/r2}やしき{r2[まえ]}前{/r2}で\nサカナ{r2[つ]}釣{/r2}り{r2[たいけん]}体験{/r2}　やってます。\nぜひ　あそびにきてくださーい！
W2G2_161	{r2[ちか]}近{/r2}くに　オリガミ{r2[へい]}兵{/r2}がいて、\nサカナ{r2[つ]}釣{/r2}り　どころじゃないです…
W2G2_150	こちらで\nサカナ{r2[つ]}釣{/r2}り{r2[たいけん]}体験{/r2}　やってます。\nぜひ、{r2[あそ]}遊{/r2}んでいってください。
W2G2_107	サカナ{r2[つ]}釣{/r2}り　１{r2[かい]}回{/r2}　３００{r2[りょう]}両{/r2}です。\nお{r2[だいみょうてがた]}大名手形{/r2}の{r2[かた]}方{/r2}は　{r2[むりょう]}無料{/r2}になります。{[0104|14007900650073006e006f005f0070006c00610079000100000000000000]}
W2G2_146	お{r2[だいみょうてがた]}大名手形{/r2}をお{r2[も]}持{/r2}ちですね！\nサカナ{r2[つ]}釣{/r2}り　１{r2[かい]}回{/r2}　３００{r2[りょう]}両{/r2}のところ\n{r2[むりょう]}無料{/r2}になりまーす！{[0104|14007900650073006e006f005f0070006c00610079000100000000000000]}
W2G2_116	コインが{r2[た]}足{/r2}りないです。
W2G2_141	サカナ{r2[つ]}釣{/r2}りをやめますか？{[0104|0a007900650073006e006f000100000000000000]}
W2G2_152	おつかれさまでした！　こちらは\nニセモノぬし　ザンネンだったで{r2[しょう]}賞{/r2}の\n{[0300|00000000]}コインで～す！
W2G2_114	ありがとうございます。\nすっかり　{r2[およ]}泳{/r2}ぎが\n{r2[じょうず]}上手{/r2}になりましたよ。
W2G2_162	スタッフだけど\nゆっくり　お{r2[ちゃ]}茶{/r2}したいです。\n{r2[きゅうけい]}休憩{/r2}も{r2[だいじ]}大事{/r2}ですよね？
W2G2_64	あやしい{r2[ひと]}人{/r2}が\n{r2[にんじゃ]}忍者{/r2}やしきの{r2[ほう]}方{/r2}へ\n{r2[はし]}走{/r2}っていくのを　{r2[み]}見{/r2}ました。
W2G2_350	あやしい　おじいさんが\n{r2[ちか]}近{/r2}くを　うろちょろしています。
W2G2_43	この{r2[へん]}辺{/r2}でよく　スタッフさんを\n{r2[み]}見{/r2}かけるけど、スタッフルームが\n{r2[ちか]}近{/r2}くにあるのかな？
W2G2_36	{r2[かわむこ]}川向{/r2}うにある　{r2[おお]}大{/r2}きな{r2[たてもの]}建物{/r2}が\n{r2[にんじゃ]}忍者{/r2}やしき　{r2[カ]}ＫＡ{/r2} {r2[ラ]}ＲＡ{/r2} {r2[ク]}ＫＵ{/r2} {r2[リ]}ＲＩ{/r2}です。{[0004]}やってみたいけど\nなかなか　{r2[は]}歯{/r2}ごたえのある\nアトラクションだそうです。
W2G2_44	カミの{r2[て]}手{/r2}が　ずれてるように\n{r2[かん]}感{/r2}じることないですか？\nそんな{r2[とき]}時{/r2}は　で　{r2[かたむ]}傾{/r2}きのリセット！
W2G2_34	この{r2[おく]}奥{/r2}の{r2[へや]}部屋{/r2}は\nアトラクションではないみたいですね。\nスタッフオンリーってやつ？
W2G2_90	{r2[たす]}助{/r2}かったけど、\n{r2[くち]}口{/r2}の{r2[なか]}中{/r2}が　{r2[はい]}灰{/r2}だらけです…
W2G2_91	{r2[くちなお]}口直{/r2}しに\nお{r2[ちゃ]}茶{/r2}を　{r2[の]}飲{/r2}みたいです…
W2G2_83	そういえば　{r2[つゝ]}筒{/r2}やに\nストローで　お{r2[ちゃ]}茶{/r2}をのむ\nヘンな　お{r2[きゃく]}客{/r2}さんがいました。
W2G2_428	{[0200]}{r2[にゅうこくてがた]}入国手形{/r2}を　{r2[はいけん]}拝見{/r2}！\x0f\x02\0{[0104|0e004b00650079004900740065006d00ffffffff00000000]}
W2G2_429	{[0200]}それは　{r2[にゅうこくてがた]}入国手形{/r2}ではござらん！\x0f\x02\0
W2G2_466	{[0200]}{r2[にゅうこくてがた]}入国手形{/r2}を　{r2[にんしき]}認識{/r2}しました。\x0f\x02\0
W2G2_468	その{r2[にゅうこくてがた]}入国手形{/r2}は\nすでに　ご{r2[りようず]}利用済{/r2}みです。
W2G2_430	{[0200]}{r2[だいみょうさま]}大名様{/r2}の　おなーり～！\x0f\x02\0
W2G2_329	{r2[オエド]}ＯＥＤＯ{/r2}ランドが　{r2[さいかい]}再開{/r2}したと\n{r2[き]}聞{/r2}いて　{r2[あそ]}遊{/r2}びにきました。
W2G2_330	チケット{r2[たか]}高{/r2}いなあ。\nもう{r2[すこ]}少{/r2}し{r2[やす]}安{/r2}かったら　{r2[はい]}入{/r2}れるのに…
W2G2_328	{r2[オエド]}ＯＥＤＯ{/r2}ランドへ　ようこそ！
W2G2_475	こちらでパスを\nこうにゅう　いただいてから\nゲートへ　お{r2[すす]}進{/r2}みくださーい。
W2G2_331	お{r2[しろ]}城{/r2}と　{r2[じょうかまち]}城下町{/r2}が　{r2[み]}見{/r2}える、\nここからの　アングルが\nサイコーなんですよね！
W2G2_332	ここの　おみやげ{r2[や]}屋{/r2}に\nランド{r2[げんていしょうひん]}限定商品{/r2}も　あるらしいです。\n{r2[かえ]}帰{/r2}りによってみようっと。
W2G2_385	{r2[さいかい]}再開{/r2}したばかりで　{r2[ひと]}人{/r2}も{r2[すく]}少{/r2}ないし、\nゆっくり{r2[み]}見{/r2}て{r2[まわ]}回{/r2}れるので\nラッキーです。
W2G2_386	うーん　{r2[まよ]}迷{/r2}いますね。\n{r2[そうごうあんないじょ]}総合案内所{/r2}で　おすすめスポットを\n{r2[き]}聞{/r2}いてみようかな…
W2G2_387	ボクの　シュリケンの{r2[わざ]}技{/r2}は\nここの{r2[どうじょう]}道場{/r2}で　みがいたんだ。
W2G2_353	こちらでは\nのんびりまわれる　スポットを\nごしょうかい　してま～す。{[0004]}まずは　{color[cf2c12ff]}{r2[ひ]}火{/r2}の{r2[み]}見{/r2}ヤグラ{color[404040ff]}\nランド{r2[ぜんたい]}全体{/r2}が{r2[みわた]}見渡{/r2}せる　{r2[ぜっけい]}絶景{/r2}スポット。\nカネをつくと　よいことがあるかも？{[0004]}つぎは　{r2[だいどうげいにん]}大道芸人{/r2}による\n{color[cf2c12ff]}ジャグリングパフォーマンス{color[404040ff]}。\nとっても　{r2[じょうず]}上手{/r2}なんですよ。{[0004]}{color[cf2c12ff]}どうぶつふれあい{r2[どころ]}処{/r2}{color[404040ff]}　では\nかわいい　おチビと　ふれあえます。\nハートがＭＡＸ　いやされますよ～{[0004]}そして　お{r2[かえ]}帰{/r2}りの{r2[さい]}際{/r2}には\n{color[cf2c12ff]}おみやげ{r2[や]}屋{/r2}{color[404040ff]}で　{r2[おも]}思{/r2}い{r2[で]}出{/r2}の{r2[しな]}品{/r2}を\nいっぱい　{r2[か]}買{/r2}ってくださいね～{[0004]}ごゆるりと　お{r2[たの]}楽{/r2}しみくださ～い。
W2G2_470	こちらでは　ガッツリ\n{r2[にんじゃ]}忍者{/r2}なりきりツアーを\nごしょうかい　してます！{[0004]}まずは　{color[cf2c12ff]}シュリケン{r2[どうじょう]}道場{/r2}{color[404040ff]}。\nシュリケンなげて　あなたも{r2[にんじゃきぶん]}忍者気分{/r2}。\n{r2[けいひん]}景品{/r2}だって　もらえちゃうかも！？{[0004]}{r2[にんじゃ]}忍者{/r2}をきわめるなら　ココ\n{color[cf2c12ff]}{r2[にんじゃ]}忍者{/r2}やしき　{r2[カ]}ＫＡ{/r2} {r2[ラ]}ＲＡ{/r2} {r2[ク]}ＫＵ{/r2} {r2[リ]}ＲＩ{/r2}{color[404040ff]}！\n{r2[だっしゅつせいこうりつ]}脱出成功率{/r2}５％　キミはクリアなるか？{[0004]}さいごは　{color[cf2c12ff]}なりきり{r2[しゃしんかん]}写真館{/r2}{color[404040ff]}。\n{r2[にんじゃ]}忍者{/r2}の{r2[いしょう]}衣装{/r2}で　ばっちり{r2[き]}決{/r2}めちゃおう！{[0004]}た～っぷり　{r2[たの]}楽{/r2}しんで\nなりきっちゃってくださいね。\nニンニン！
W2G2_389	わーい、プクプクだ！\nまてまて～
W2G2_333	とっても　かわいい　おチビとの\nふれあいタイム{r2[かいさいちゅう]}開催中{/r2}～
W2G2_335	{r2[にんじゃ]}忍者{/r2}やしき\nやりたいけど　コワい。\nコワいけど　やりたい。{[0004]}{r2[わたし]}私{/r2}、{r2[いま]}今{/r2}\n{r2[おとな]}大人{/r2}への{r2[かいだん]}階段{/r2}　のぼっています。
W2G2_336	さあさあ、ヤグラのカネ\nつき{r2[ほうだい]}放題{/r2}ですよ～
W2G2_337	{[0300|00000000]}{r2[かい]}回{/r2}！
W2G2_398	コイン　ゲット！\nラッキー！
W2G2_392	やったね　キラキノコ！\nラッキー！
W2G2_393	…ん？　なんか\nクシャクシャしたもの？\nラッキー？
W2G2_397	やったね　マリオさん！\n{r2[ちょう]}超{/r2}ラッキー！{[0004]}１００{r2[かい]}回{/r2}もつくなんて、\nマリオさんは　もう{r2[りっぱ]}立派{/r2}な\nカネつきマスターです。
W2G2_338	{r2[けいひん]}景品{/r2}がなくなりましたので\nカネつき　{r2[しゅうりょう]}終了{/r2}でーす。
W2G2_339	なぞときの{r2[ま]}間{/r2}、\nただいま　{r2[ま]}待{/r2}ち{r2[じかん]}時間{/r2}ゼロで\nお{r2[たの]}楽{/r2}しみ　いただけま～す。
W2G2_351	カ～　カタカタ！\n（うわ～　ホネと\n　ボールじゃ　まわしにくい！）
W2G2_352	カ～　カタカタ！\n（いつもより\n　おおく　まわしてます！）
W2G2_340	{r2[ひだり]}左{/r2}の{r2[だいどうげいにん]}大道芸人{/r2}さん、\nホネとボールを　{r2[いっしょ]}一緒{/r2}にまわすなんて\nさすが　プロの{r2[わざ]}技{/r2}って{r2[かん]}感{/r2}じですね！
W2G2_341	たびのおかた、\nおかげで　{r2[オエド]}ＯＥＤＯ{/r2}ランドに\nへいわが　もどりました。
W2G2_342	{r2[オエド]}ＯＥＤＯ{/r2}ランドを\nすくった　その　こころいき！\nカンプクしたでござる。
W2G2_343	せっかく{r2[か]}買{/r2}った　チケットじゃ。\nしっかり　あそんで\nもとを　とらんとな。{[0004]}それにしても　ひろくて\n{r2[みち]}道{/r2}に{r2[まよ]}迷{/r2}ってしまったのう。
W2G2_369	おみやげ{r2[えら]}選{/r2}びって\nセンスが{r2[で]}出{/r2}ますよね。\nう～ん　なやみます…
W2G2_412	うーん、ヒマです。\nみんな　にがいお{r2[ちゃ]}茶{/r2}はキライ\nなんでしょうか？
