announce.msbt
AnnounceEmpty	No notifications yet.
W2G2_491	What?! Mario!\x0e\0\x04\0You got \x0e\x03\0\x04\0\0\0\0 points?! That beats my\nall-time high score of \x0e\x03\0\x04\x01\0\0\0 points!\x0e\0\x04\0I'm a shuriken pro, so this makes\nyou a bona fide shuriken MASTER!\x0e\0\x04\0As proof, I'll send a trophy to the\nmuseum! Way to go, champ!
W2G2_279	Would you like to keep practicing?\x0e\x01\x04\x14\n\0y\0e\0s\0n\0o\0\x01\0\0\0\0\0\0\0
W2G2_280	Would you like to try normal mode\nagain for just \x0e\x03\0\x04\0\0\0\0 gold bits?\x0e\x01\x04\x1e\x14\0y\0e\0s\0n\0o\0_\0p\0l\0a\0y\0\x01\0\0\0\0\0\0\0
W2G2_281	Would you like to try expert mode\nagain for just \x0e\x03\0\x04\0\0\0\0 gold bits?\x0e\x01\x04\x1e\x14\0y\0e\0s\0n\0o\0_\0p\0l\0a\0y\0\x01\0\0\0\0\0\0\0
W2G2_450	Oh. You bought a Royalty Pass.\n*ahem*\x0e\0\x04\0My lord! I would be honored if you\nplayed normal mode again—free of\ncharge, of course!\x0e\x01\x04\x1e\x14\0y\0e\0s\0n\0o\0_\0p\0l\0a\0y\0\x01\0\0\0\0\0\0\0
W2G2_451	Oh. You bought a Royalty Pass.\n*ahem*\x0e\0\x04\0My lord! I would be honored if you\nplayed expert mode again—free of\ncharge, of course!\x0e\x01\x04\x1e\x14\0y\0e\0s\0n\0o\0_\0p\0l\0a\0y\0\x01\0\0\0\0\0\0\0
W2G2_283	Thanks for playing!\nCome back anytime!
W2G2_142	Ready to call it quits?\x0e\x01\x04\x14\n\0y\0e\0s\0n\0o\0\x01\0\0\0\0\0\0\0
W2G2_249	Ouch.
W2G2_250	Stop it.
W2G2_138	\x0e\x02\0\0Win yourself an incredibly rare\x0f\x02\0\n\x0e\x02\0\0{s[120]}{c[cf2c12]}autographed baseball{c[404040]}!{s[100]}\x0f\x02\0\n\x0e\x02\0\0Clear normal mode to take it home!\x0f\x02\0
W2G2_235	Try your hand at shuriken!\nClear the challenge to win a prize!
W2G2_195	\x0e\x02\0\0{c[cf2c12]}\x0e\0\x01\x02\x02\0Expert Mode\x0e\0\x01\x02\xff\xff{c[404040]}\x0f\x02\0\n\x0e\x02\0\0All-Time High Score: \x0e\x03\0\x04\x02\0\0\0 points  (\x0e\x03\0\x04\x03\0\0\0)\x0f\x02\0\n\x0e\x02\0\0Today's High Score: \x0e\x03\0\x04\0\0\0\0 points  (\x0e\x03\0\x04\x01\0\0\0)\x0f\x02\0
W2G2_200	－－
W2G2_198	－－－
W2G2_199	Mario
W2G2_492	Toad
W2G2_486	Time Remaining
W2G2_487	Score
W2G2_488	Target Score
W2G2_489	\x0e\x03\0\x04\0\0\0\0
W2G2_66	*rattle rattle, rattle*\n(Wish we had something better than\nthis bone to toss back and forth...)\x0e\x01\x04\x18\x0e\0K\0e\0y\0I\0t\0e\0m\0\xff\xff\xff\xff\0\0\0\0
W2G2_231	*rat—rattle*\n(Wh-what is that thing?)
W2G2_67	*rattle r-rattle*\n(Hey! That thing looks perfect\nfor playing catch!)\x0e\0\x04\0*rattle, rattle*\n(Wanna swap that round thing for\nthis bone?)\x0e\x01\x04\x14\n\0y\0e\0s\0n\0o\0\x01\0\0\0\0\0\0\0
W2G2_111	*rattle*\n(Aww...)
W2G2_112	*rattle*\n(Enjoy the bone!)
W2G2_163	*rattle rattle*\n(Oh, man, this feels so RIGHT.)
W2G2_164	*rattle, rattle-rattle*\n(It's like this thing was MADE for\nthe tossin' and catchin' arts!)
W2G2_155	It says "Princess." Should we try to\nfeed her something?\x0e\x01\x04\x18\x0e\0K\0e\0y\0I\0t\0e\0m\0\xff\xff\xff\xff\0\0\0\0
W2G2_176	Whoa! Guess she was hungry.
W2G2_425	Is it safe to pet her now?\nI-I'm gonna try...
W2G2_88	Aww, who's a good girl?
W2G2_256	You want me to pet her? Uhhh...\nI'm good, thanks.
W2G2_178	Whoa! What a huge heart! She must\nREALLY like you, ma'am.
W2G2_160	Eee! I got to pet her! She's really\ncute when she's not trying to bite\nyour face off.
W2G2_70	I don't think that's what she's\nhungry for.
W2G2_63	It opened! Wow! This key really IS\nthe ruler over all other keys here at\nShogun Studios! I wish there were a\ngood word to describe that...\x0e\0\x04\0Ah, forget it. Time to focus! Now we\ncan rescue the other Toads and get\nrid of that streamer!
W2G2_499	Totally. I'm sure it's going to be\nEXACTLY that easy.
W2G2_299	Wow! That was SO many bad guys!\nTOO many bad guys!
W2G2_500	We can't just breeze right through.\nThose foldy and stompy guys will\nclobber us!
W2G2_304	We need a disguise—something to\nhide the way we look so we can\nwalk right through that crowd.\x0e\0\x04\0I could swear we saw something like\nthat in this park...somewhere...
W2G2_302	We need a disguise—something to\nhide the way we look so we can\nwalk right through that crowd...\x0e\x01\x04\x18\x0e\0K\0e\0y\0I\0t\0e\0m\0\xff\xff\xff\xff\0\0\0\0
W2G2_323	There's a TON of foldy and stompy\nbad guys behind that gate!
W2G2_303	I don't think that's gonna do it.
W2G2_309	Oh! Perfect! We can all hide under\nthat huge mask!
W2G2_310	Is this plan going to work?
W2G2_322	Well, that wasn't it. We need those\nbaddies to think we're one of them!
W2G2_99	Big M... Ma'am...
W2G2_165	Hm? What's up, Bobby?\n{s[075]}Do you need to use the bathroom?{s[100]}
W2G2_73	\x0e\x02\0\0{s[120]}I remember!{s[100]}\x0f\x02\0
W2G2_118	My missing memories... They all came\nback to me just now!
W2G2_452	\x0e\x02\0\0{s[120]}WHAAAAT?!{s[100]}\x0f\x02\0
W2G2_326	Yaaay! I'm so happy that your\nmemories are back, Bobby!\x0e\0\x04\0We saved Shogun Studios, we blew\nthat blue streamer away, and we\nhad a blast while doing it!
W2G2_327	Exactly! It was the blast from those\nfireworks that finally knocked the\npieces back in place for me!\x0e\0\x04\0I remember who I am. I remember\nwhere I came from. But...\x0e\0\x04\0All of the NEW memories we made\ntogether are my favorite ones yet.\x0e\0\x04\0Big M... Olivia... Thank you for taking\ncare of me. I'll NEVER forget you.\nThat's a promise.\x0e\0\x04\0Good luck on your journey.\nI...I hope you both—
W2G2_453	What are you saying, Bobby?!\x0e\0\x04\0You really think we have to part\nways just because you got your\nold memories back?!\x0e\0\x04\0We still have to take down the rest\nof the streamers, stop my brother,\nand save Peach's Castle...\x0e\0\x04\0You're a part of this team! So stop\nsaying goodbye and get on the\nboat already!
W2G2_454	*sniff* Aw, shucks...\x0e\0\x04\0Don't make me cry, you two! *sniff*\nBob-ombs aren't supposed to get\nwet. Heh.
W2G2_464	Thank you. Thank you so much!\nI'm by your side to the very end.\nThat's a promise!
W2G2_408	*sniff* This is such a touchin' scene!\nY'all are tuggin' on my heartstrings\nlike a Cheep Cheep on a line.
W2G2_455	Looks like we can pass through that\nriver gate now!\x0e\0\x04\0Hop aboard, folks! Next stop on\nthis river tour is Sweetpaper Valley!
W2G2_409	OK, you two! No time to rest.\nLet's go get that yellow streamer!
W2G2_74	Thank you!
W2G2_75	Good luck!
W2G2_76	Come again soon!
W2G2_86	Oh! It's you, Mario! Thank goodness.\nThose Folded Soldiers looked tough,\nso I, um...strategically sequestered\nmyself. *ahem*\x0e\0\x04\0As long as you're here, I'm sure\neverything will be fine. That means\nI can reopen the souvenir shop!
W2G2_175	Mario?! Wow! I've been a big fan\nfor a long time!
W2G2_78	Be sure to keep a 1-Up Mushroom in\nyour inventory. It'll revive you one\ntime if you lose all your HP in battle!\x0e\0\x04\0They're must-have items if you're\nabout to fight a tough enemy!
W2G2_109	The guy who runs the Shuriken Dojo\nis always missing.\x0e\0\x04\0Maybe he's hiding out in the staff\nroom again? Probably napping on\nthe job...
W2G2_145	The Shuriken Dojo Toad is back!\nGuess someone gave him a wake-up\ncall. Heh heh.
W2G2_79	If you're feeling lost, just check the\ninformation board outside! It's your\nguide to all of Shogun Studios.
W2G2_82	I heard the Shuriken Dojo behind\nhere has some great prizes! I just\nwish someone else was running it.
W2G2_81	Wha?! My favorite zabuton was\nstolen! AGAIN!
W2G2_265	Phew! I snagged a zabuton just\nin time.
W2G2_266	We've been playing musical chairs\nwith our zabutons! That's a kind of\ncushion used to sit on tatami mats.
W2G2_493	Fun, Funky, and Functional\nAccessories! You need 'em, I've\ngot 'em!\x0e\0\x04\0I'll be selling my goods in front of\nthe souvenir shop. The staff here\nhates it when I do that. Heh heh.
W2G2_272	GAH! MY HEAD IS THROBBING.\x0e\0\x04\0THANK YOU? I THINK?
W2G2_277	HUH? DID YOU SAY SOMETHING?\nI CAN'T HEAR ANYTHING. I THINK\nIT WAS THE BELL.
W2G2_89	I was just taking a little cat nap.\nDon't mind me.
W2G2_97	Kinda wish I was a cat again.\nThey've got it purr-ty easy.\n*purr, purr*
W2G2_87	I can't...
W2G2_117	I...can't...
W2G2_130	I can't!
W2G2_144	I cannot...
W2G2_84	I can't thank you enough for finding\nme! Even if I can't get out of here.
W2G2_257	I can't seem to get enough rest.\nSooo sleepy...
W2G2_258	I can't use this stupid, expensive\nRoyalty Pass if I can't get OUT!\nI'm supposed to be having FUN!
W2G2_259	I cannot let anyone see my face!\n{s[075]}Of all the days to wake up with a zit...{s[100]}
W2G2_42	Aah! Don't crush me! I'm just a\nboring ol' sign!
W2G2_197	Oh! It's you, Mario!
W2G2_33	I saw those folded baddies attack\nthe staff in the tower across the\nway, so I hid like a coward.\x0e\0\x04\0A brilliant, still-alive coward!
W2G2_325	I heard this photo studio lets you\nwear all kinds of costumes! That's\nso cool!
W2G2_80	I hear footsteps on the roof\nsometimes. I-I'm sure it's just\na m-m-mouse, right?
W2G2_85	I came here to have my photo\ntaken, but the photo took ME\ninstead! Whoaaa.
W2G2_153	Which outfit should I go with for my\nphoto? Gaaah, it's hard to choose!
W2G2_72	\x0e\x02\0\0...\x0f\x02\0
W2G2_31	\x0e\x03\x02\0The Paper Macho rests.\nIt will not budge.\x0f\x03\x02
W2G2_32	\x0e\x03\x02\0A loud noise might wake it.\nIf only...we could scream.\x0f\x03\x02
W2G2_61	\x0e\x03\x02\0The Paper Macho walks.\nWe are free...sssssort of.\x0f\x03\x02
W2G2_105	\x0e\x02\x01\0{s[085]}Can you solve the puzzle?{s[100]}{/d}\n\x0e\x02\0\0{s[150]}{c[795c1d]}House of Riddles{c[404040]}{s[100]}\x0f\x02\0\n\x0e\x02\x02\0{s[085]}?elzzup eht evlos uoy naC{s[100]}\x0f\x02\x02
W2G2_35	I've been watching over this area\nfor hours! Nothing slips past me...\neven though my eyesight is awful.
W2G2_136	Some green guy passed through the\ngate below here. He looked familiar...\nHe might have been famous!
W2G2_403	A red guy AND a green guy passed\nthrough here! I think they were\ncelebrities. I hope I see them again!
W2G2_41	The ninja house may sound like\nharmless fun, but I'll bet there are\nbaddies waiting to battle inside...\x0e\0\x04\0You know you can press  to equip\nnew boots and hammers when it's\ntime to choose your attacks, right?
W2G2_166	\x0e\x03\x02\0Door...won't open...\x0f\x03\x02
W2G2_170	\x0e\x03\x02\0Must push...harder...\x0f\x03\x02
W2G2_271	I can hear this weird mumbling\nnext door! It's really creepy...
W2G2_364	The buildings in Shogun Studios have\nsuch a charming aesthetic. It's so\npeaceful and relaxing here...ahhh.
W2G2_264	Why won't that weird, folded Shy\nGuy leave?! Does it not know how\nto use a sliding door?
W2G2_103	The ninja attraction is the most\npopular place in the whole park!\nI get lost every time. It's great!
W2G2_167	Hmph. I didn't even get to flutter\non the breeze.
W2G2_260	Now I know how a bug feels! Take it\nfrom me—it's gross.
W2G2_261	Grasshoppers can jump SUPER high!\nYou'd love it, Mario!
W2G2_262	I am one with the bonsai.\nI have achieved total serenity.\nMy feet...are asleep.
W2G2_38	Phew! Back to normal. What was I?\nWas I a fish? I hope I was a fish.\nAs long as I wasn't an icky bug...\x0e\0\x04\0I run the fishing experience in front\nof the House of Tricky Ninjas. Stop\nby and give it a try sometime!
W2G2_161	How am I supposed to fish with\nthose Folded Soldiers lurking\nnearby? I could get caught!
W2G2_150	Wanna try your hand at some\nShogun Studios-style fishin'?\x0e\0\x04\0Step on up and give it a try!
W2G2_107	Royalty Pass visitors can fish for\nfree, but you'll have to pay a\nmeager 300 coi—err, gold bits.\x0e\x01\x04\x1e\x14\0y\0e\0s\0n\0o\0_\0p\0l\0a\0y\0\x01\0\0\0\0\0\0\0
W2G2_146	Ahhh, a Royalty Pass holder!\x0e\0\x04\0Each round of fishing would normally\ncost you 300 coi—err, gold bits, but\nfor you? Fishin' is free!\x0e\x01\x04\x1e\x14\0y\0e\0s\0n\0o\0_\0p\0l\0a\0y\0\x01\0\0\0\0\0\0\0
W2G2_116	Sorry, friend. You don't have enough\nGOLD BITS for this. {s[075]}Yeah...nailed it.{s[100]}
W2G2_141	Finished fishin'?\x0e\x01\x04\x14\n\0y\0e\0s\0n\0o\0\x01\0\0\0\0\0\0\0
W2G2_152	Thanks for fishing with us today!\x0e\0\x04\0Looks like you hooked a handful of\nfakes...so here's a consolation prize\nof \x0e\x03\0\x04\0\0\0\0 coins!
W2G2_114	HEY! What'd you do THAT for?\nI was happy in that river! I had\nfriends! I was popular! Aw, maaan...
W2G2_162	This gig is rough, so I've learned to\nappreciate a nice, slooooooow tea\nbreak. Mmmmmm-mmmmmmmmmmm.
W2G2_64	Someone REAL suspicious was\nheading for the ol' ninja house.
W2G2_350	Is that cosplaying Koopa lost?\nIt looks like they need a tour guide...\nand about another week's work on\nthat costume.\x0e\0\x04\0Please don't tell them I said that.
W2G2_43	A bunch of staff members have been\npassing through here. The staff room\nmust be nearby!
W2G2_36	That big building across the river is\nthe House of Tricky Ninjas.\x0e\0\x04\0I swore to never go back there...\nbut my teacher must be avenged.\x0e\0\x04\0They lost their glasses in there once.
W2G2_44	Do your 1,000-Fold Arms feel off-\ncenter? If they do, just press \nto reset their orientation!\x0e\0\x04\0Wondering how I knew about that?\nHey. Don't worry about it.
W2G2_34	That area back there doesn't seem\nlike an attraction. Is it staff only?\x0e\0\x04\0Oooh, I gotta know! I love knowing\nabout stuff I'm not supposed to.
W2G2_90	Pffft! Pffsh! I'm saved...but my\nmouth tastes like ash!
W2G2_91	I'm in dire need of refreshment!\nMaybe some tea will get the taste\nof soot out of my mouth. Blech!
W2G2_83	I saw this weird guy inside the\nTranquil Pipes Teahouse who\ndrinks tea with a straw...
W2G2_428	\x0e\x02\0\0Present your entry pass!\x0f\x02\0\x0e\x01\x04\x18\x0e\0K\0e\0y\0I\0t\0e\0m\0\xff\xff\xff\xff\0\0\0\0
W2G2_429	\x0e\x02\0\0That is not an entry pass!\x0f\x02\0
W2G2_466	\x0e\x02\0\0Entry pass confirmed!\x0f\x02\0
W2G2_468	That entry pass has expired.
W2G2_430	\x0e\x02\0\0Attention! Royalty has arrived!\x0f\x02\0
W2G2_329	When I heard Shogun Studios had\nreopened, I canceled ALL of my\nplans and ran ALL the way here...\x0e\0\x04\0Then I realized I forgot my wallet.\nAt least this entrance is pretty!
W2G2_330	Why is admission so expensive?!\nLet me in—LET ME IN!
W2G2_328	Welcome to Shogun Studios!
W2G2_475	Please purchase your pass here,\nthen proceed to the entrance.\x0e\0\x04\0I don't sell the passes. I stand here\nall day and explain the machine\nthat sells the passes.
W2G2_331	I love this bridge! It's a perfect view\nof the castle AND the town! It's as\nif they designed it this way...
W2G2_332	I heard they have some exclusive\nproducts in the souvenir shop here.\nI gotta get me them hot 'sclusies!
W2G2_385	I can't believe it! There aren't ANY\ncrowds here today! Every bathroom\nin the park is SPOTLESS!
W2G2_386	Hmm, what should I do next? Ooh,\nI know! I'll ask the Info Center for\na recommendation! I can't WAIT!
W2G2_387	This dojo taught me how REAL\nninjas use shuriken—from reloading\nthe launcher to winning a baseball!
W2G2_353	Would you like to hear about all\nthe fun things you can do here\nat Shogun Studios?\x0e\0\x04\0First up is {c[cf2c12]}Lookout Tower{c[404040]}, which\noffers a lovely view of the entire\npark. You can even ring the bell!\x0e\0\x04\0Next, take a break and watch a\nperformance by our {c[cf2c12]}street jugglers{c[404040]}.\nThey're VERY good.\x0e\0\x04\0If you're in the mood for something\ncute AND dangerous, you can feed\n{c[404040]}Princess at our {c[404040]}{c[cf2c12]}petting zoo{c[404040]}{c[404040]}!\x0e\0\x04\0And no visit is complete without a\nstop in our {c[404040]}{c[cf2c12]}souvenir shop{c[404040]} to take\na special memory home with you.\x0e\0\x04\0There's no rush, so take your time\nand enjoy everything that Shogun\nStudios has to offer!
W2G2_470	Would you like to hear about our\nofficial, authentic, day-in-the-life\nNINJA EXPERIENCE?\x0e\0\x04\0The first stop is the {c[cf2c12]}Shuriken Dojo{c[404040]}.{c[cf2c12]}\nHurl {c[404040]}some REAL shuriken, get a feel\nfor ninja weaponry...and win prizes!\x0e\0\x04\0Next, we'll test your abilities in the\n{c[cf2c12]}House of Tricky Ninjas{c[404040]}! Only an elite\nfew have cleared it... Can YOU?!\x0e\0\x04\0Lastly, we have our {c[cf2c12]}Dress-Up Photo\nStudio{c[404040]} where you can strike a pose\nin authentic ninja garb!\x0e\0\x04\0Shogun Studios offers many ways to\nbring your ninja fantasies to life.\nHope this ninformation helped!
W2G2_389	Cheep Cheeps have it made.\nNo worries, no day jobs, no bills...\nTake me with you, Cheep Cheeps.
W2G2_333	Would you like to pet our adorable\nlittle Princess? Make sure to count\nyour fingers before and after.
W2G2_335	I want to try that ninja attraction,\nbut I'm scared of ninjas! What if one\nflips out on me?! No, thanks.\x0e\0\x04\0And yet...I can't stop thinking about\nhow cool it might be in there! GAH!\nWhy am I like this?!
W2G2_336	Step right up! Strike the tower bell!\nHit it as many times as you want!\nIt's more thrilling than it sounds!
W2G2_337	Aaand \x0e\x03\0\x04\0\0\0\0!
W2G2_398	You got some gold bits! Wow!
W2G2_392	It's a Shiny Mushroom! Wowie wow!
W2G2_393	It's a...crumpled wad of paper! Wow?
W2G2_397	Wow! You did it! You passed this\nincredibly loud, skull-rattling test\nof patience! How...unbelievable!\x0e\0\x04\0I mean it! I never would've believed\nthat you'd strike this bell one\nHUNDRED times!\x0e\0\x04\0And yet, here we are! Ha ha! Ahhh.\nI have GOT to get a new job.
W2G2_338	You found all the prizes that were\nhiding in this bell. Please...stop\nhitting it. PLEASE. I'm BEGGING you.
W2G2_339	Wait time for the House of Riddles\nis currently...none. None minutes.
W2G2_351	*rattle ra-rattle*\n(Phew! Juggling a ball is tough.\nI'm too used to chuckin' bones!)
W2G2_352	*rattle, rattle rattle*\n(Look, ma! No skin!)
W2G2_340	The one on the left is a real pro!\nLook how it juggles that ball and\nits own remains at the same time...\x0e\0\x04\0At least, I hope those are its\nremains. Hmm.
W2G2_341	Well done, fellow park visitors!\nYou have restored peace to our\nbeloved Shogun Studios!
W2G2_342	Your martial prowess has saved our\nvacation. That deserves our most\nsincere gratitude. So...thanks!
W2G2_343	Passes here are super expensive, so\nI'm gonna squeeze every last coin\nout of this visit!\x0e\0\x04\0I'm gonna see every show, play\nevery game, eat every dumpling...\nIt'll be stressful and no fun at all!\x0e\0\x04\0Now, where's that park map again?
W2G2_369	You can tell a lot about a person by\ntheir choice in souvenir. That's why\nI'm searching for something classy!\x0e\0\x04\0Hmm. Where are they hiding the\nknickknacks with googly eyes in\nthis place?
W2G2_412	I'm sick of slingin' soda pop! Doesn't\nANYBODY around here appreciate a\nnice, bitter tea?!
W2G2_413	WOW! Check out this river gate!\nIsn't it incredible? It's probably the\ncoolest thing in this entire park!\x0e\0\x04\0YEAAAH, RIVER GATE! WOOOOO!
W2G2_124	Welcome to the Dress-Up Photo\nStudio! Would you like a photo\nto remember your fun day here?
W2G2_119	Each photo will cost 500 gold bits.\nNo charge for those who purchased\nthe Royalty Pass, of course.\x0e\0\x04\0Please choose an outfit.\x0e\x01\x04\x1a\x10\0W\02\0G\02\0_\01\02\01\0\x04\0\0\0\0\0\0\0
