album.msbt
armor.msbt
Fighter00	みならいのよろい
W6-Explorer00_Second_E_08	{[1200|1a00530045005f00550049005f004d00590053005400450052005900]}「お{r2[たから]}宝{/r2}を　{r2[もと]}求{/r2}めるのなら\n　{r2[み]}見{/r2}えない{r2[みち]}道{/r2}を{r2[ゆ]}行{/r2}け」{[1100|04cd100062006100740074006c00650049006e00]}
W6-Explorer00_Second_E_09	じゃあ　また\nどこかで{[1100|04cd080067006c0061006400]}{[1100|00cd080067006c0061006400]}
W4-BossNextDoor00_A_00	そろそろ　{r2[きょうてき]}強敵{/r2}が\n{r2[で]}出{/r2}てくるよ{[1100|00cd0e0061006e006700650072005f004500]}
W4-BossNextDoor00_B_01	えっ　{[0300|00cd]}\nわかるの？{[1100|01cd1400730075007200700072006900730065005f004500]}
W4-BossNextDoor00_A_02	うん{[1100|00cd0a006e006f00640030003100]}
W4-BossNextDoor00_A_03	さっき　{r2[かんばん]}看板{/r2}が\nあったんだ
W4-BossNextDoor00_A_04	「この{r2[さき]}先{/r2}\n　ボスの{r2[へや]}部屋{/r2}」って{[1100|00cd100062006100740074006c00650049006e00]}
W4-BossNextDoor00_B_05	なるほど{[1100|01cd0a006e006f00640030003100]}
W4-BossNextDoor00_B_06	{r2[い]}言{/r2}われてみれば\nただならぬ{r2[けはい]}気配{/r2}{[1100|01cd0e0061006e006700650072005f004500]}
W4-BossNextDoor00_A_07	{r2[き]}気{/r2}を{r2[ひ]}引{/r2}きしめて\n{r2[い]}行{/r2}こう{[1100|00cd100062006100740074006c00650049006e00]}
W4-BossNextDoor00_B_08	おー！{[1100|01cd100062006100740074006c00650049006e00]}
W4-BeNotFall00_A_00	トゲトゲしてて\nうす{r2[ぐら]}暗{/r2}くて…{[1100|00cd100073006f00720072006f0077005f004500]}
W4-BeNotFall00_A_01	この{r2[しろ]}城{/r2}\nこわいよー{[1100|00cd0600630072007900]}
W4-BeNotFall00_B_02	だいじょうぶ！{[1100|01cd100062006100740074006c00650049006e00]}{[1100|00cd1000730074006100720074006c0065006400]}
W4-BeNotFall00_B_03	{[0302|01cd]}が\nついてるよ{[1100|01cd080067006c0061006400]}
W4-BeNotFall00_B_04	あぶないときは\n{r2[たよ]}頼{/r2}ってね！{[1100|01cd16006c0069006b006500570069006e006b004c005f004500]}{[1100|00cd0c00770065006c006c0030003000]}
W4-BeNotFall00_A_05	{[0300|01cd]}…{[1100|00cd160069006d0070007200650073007300650064005f004500]}{[1100|01cd16006c0069006b006500570069006e006b0052005f004500]}
W4-TreasureRoom00_A_00	{r2[たからばこ]}宝箱{/r2}が\nいっぱい…{[1100|00cd0a0077006800650072006500]}{[1100|01cd0a0077006800650072006500]}{[1100|02cd0a0077006800650072006500]}
W4-TreasureRoom00_B_01	お{r2[たから]}宝{/r2}{r2[べや]}部屋{/r2}だー！{[1100|01cd06006a006f007900]}{[1100|00cd0c00770065006c006c0030003000]}
W4-TreasureRoom00_A_02	やったー！{[1100|00cd06006a006f007900]}
W4-TreasureRoom00_B_03	{r2[はや]}早{/r2}い{r2[もの]}者{/r2}{r2[が]}勝{/r2}ちだよ
W4-TreasureRoom00_B_04	これも　あれも\nそれも　{[0302|01cd]}のー
W4-TreasureRoom00_A_05	こらーっ！{[1100|00cd0e0061006e006700650072005f004500]}
W4-TreasureRoom00_A_06	ひとりじめ\nしちゃダメー！
W4-TreasureRoom00_B_07	いっただきー！
W4-TreasureRoom00_C_08	{[0e00|01cd0000]}…{r2[かって]}勝手{/r2}に　もらって\nいいのかな？{[1100|02cd0c00770065006c006c0030003100]}
W4-Magma00_B_00	マグマの{r2[みずうみ]}湖{/r2}だっ！{[1100|01cd0600730065006500]}
W4-Magma00_A_01	{[0302|00cd]}さっきね\n
W4-Magma00_A_02	マグマに　ハンカチ\n{r2[お]}落{/r2}としちゃった
W4-Magma00_A_03	そしたら…{[1100|00cd0c00770065006c006c0030003000]}
W4-Magma00_A_04	ジュッ！{[1100|00cd1200730075007200700072006900730065006400]}{[1100|01cd1200730075007200700072006900730065006400]}
W4-Magma00_A_05	って{r2[も]}燃{/r2}えて\n{r2[き]}消{/r2}えちゃったよ{[1100|00cd0a0074006900720065006400]}
W4-Magma00_B_06	ひえー
W4-Magma00_B_07	{r2[お]}落{/r2}ちないよう\n{r2[き]}気{/r2}をつけよ{[1100|01cd0a006e006f00640030003100]}
Beauty00_A_00	{[1100|00cd0c00770065006c006c0030003000]}あれ　なんか\nイイにおいする…
Beauty00_B_01	{[1100|01cd0e0073006d0069006c0065005f004500]}ふふーん
Beauty00_B_02	{[1100|01cd14006e00610072006300690073007300690073007400]}{[1100|00cd1400730075007200700072006900730065005f004500]}シャンプー\n{r2[か]}変{/r2}えましたー
Beauty00_B_03	{[1100|00cd1000730074006100720074006c0065006400]}{[1100|01cd1000770061006b007500770061006b007500]}しかも\nおーがにっく！
Beauty00_A_04	{[1100|00cd1200730075007200700072006900730065006400]}おーがにっく！？
Beauty00_A_05	{[1100|00cd10006100700070006c006100750073006500]}{r2[びいしき]}美意識{/r2}\nたかいねー！
Beauty00_B_06	{[1100|01cd14006e00610072006300690073007300690073007400]}まあね
Beauty00_A_07	{[0e01]}{[1201]}………
Beauty00_B_07	{[0e01]}{[1201]}………
Beauty00_A_08	{[0e00|01cd0000]}おーがにっく\nって{r2[なん]}何{/r2}だろ…
Beauty00_B_08	{[0e00|01cd0000]}おーがにっく\nって{r2[なん]}何{/r2}だろ…
Separate00_B_00	みんなと\nはぐれちゃった{[1100|01cd18006400690073006100700070006f0069006e00740065006400]}{[1100|01cd100073006f00720072006f0077005f004500]}
Separate00_B_01	{r2[いわ]}岩{/r2}が　じゃまで\nもどれないし{[1100|01cd08007700610069007400]}
Separate00_A_02	みんな　さびしい\nだろうなー{[1100|00cd0e0062006c0069006e006b005f004500]}
Separate00_A_03	{[0302|00cd]}が\nいなくなって{[1100|00cd0a006e006f00640030003100]}{[1100|01cd0c00770065006c006c0030003000]}
Separate00_B_04	{r2[さき]}先{/r2}に　{r2[すす]}進{/r2}むしか\nないよね{[1100|01cd08006f00680030003100]}{[1100|00cd10006e006f0072006d0061006c005f004500]}
Separate00_A_05	こまるだろうなー{[1100|00cd0e0062006c0069006e006b005f004500]}
Separate00_A_06	やっぱり{[0302|00cd]}が\nいないとー{[1100|00cd14006e00610072006300690073007300690073007400]}{[1100|01cd1400730075007200700072006900730065005f004500]}
Separate00_B_07	{[0e01]}{[1201]}……{[1100|01cd10006e006f0072006d0061006c005f004500]}{[1100|00cd10006e006f0072006d0061006c005f004500]}
Separate00_B_08	{r2[い]}行{/r2}くよ{[1100|00cd0a006e006f00640030003100]}
Separate01_A_00	びっくりしたね\nさっきの{r2[いわ]}岩{/r2}{[1100|00cd1400730075007200700072006900730065005f004500]}{[1100|01cd1400730075007200700072006900730065005f004500]}
Separate01_B_01	おかげで　みんなと\nはぐれちゃったね{[1100|01cd0a0074006900720065006400]}{[1100|00cd100073006f00720072006f0077005f004500]}
Separate01_A_02	みんな\n{r2[さき]}先{/r2}に　{r2[い]}行{/r2}ってるかな{[1100|00cd0c00770065006c006c0030003000]}{[1100|01cd10006e006f0072006d0061006c005f004500]}
Separate01_B_03	{[0302|01cd]}たちも\n{r2[さき]}先{/r2}に　{r2[い]}行{/r2}こうか{[1100|01cd0a006e006f00640030003100]}
Separate01_A_04	きっと　また\n{r2[あ]}会{/r2}えるよね{[1100|00cd06006e006f006400]}
Separate01_B_05	うん\n{r2[い]}行{/r2}こう！{[1100|01cd080067006c0061006400]}
W6-Subspace00_A_00	なっ　なんだ\nこの{r2[くうかん]}空間{/r2}！？{[1100|00cd14007700680061007400480061007000700065006e00]}{[1100|01cd0a0077006800650072006500]}
W6-Subspace00_B_01	わーっ！{[1100|01cd1400730075007200700072006900730065005f004500]}
W6-Subspace00_B_02	{r2[め]}目{/r2}…ハナ…\nクチ…メガネ…{[1100|01cd10006e006f0072006d0061006c005f004500]}
W6-Subspace00_B_03	これって…{[1100|00cd0c00770065006c006c0030003000]}
W6-Subspace00_B_04	だれかのカオから\nうばったの？{[1100|00cd100073006f00720072006f0077005f004500]}{[1100|01cd100073006f00720072006f0077005f004500]}
W6-Subspace00_A_05	{r2[ちょうまおう]}超魔王{/r2}…なんて\nヒドいことを！{[1100|00cd08006f00680030003100]}
W6-Subspace00_B_06	やめさせよう\nこんなこと！{[1100|00cd100062006100740074006c00650049006e00]}{[1100|01cd100062006100740074006c00650049006e00]}
W6-Subspace00_A_07	うぉーっ{[1100|00cd0a0061006e00670072007900]}{[1100|01cd0a0061006e00670072007900]}
W6-Subspace00_B_08	うおぉーっ
W6-Climax00_A_00	{[0e01]}{[1201]}………{[1100|00cd0e0062006c0069006e006b005f004500]}
W6-Climax00_A_01	さいごの{r2[たたか]}戦{/r2}いが\nちかいね{[1100|00cd10006e006f0072006d0061006c005f004500]}
W6-Climax00_B_02	ゴクリ
W6-Climax00_A_03	{r2[おも]}思{/r2}い{r2[のこ]}残{/r2}した\nこととか…{[1100|00cd0c00770065006c006c0030003100]}
W6-Climax00_A_04	{r2[い]}言{/r2}っておきたい\nことはない？
W6-Climax00_B_05	{[0300|00cd]}………{[1100|01cd0c00770065006c006c0030003000]}
W6-Climax00_B_06	じつはね\n{[0302|01cd]}…{[1100|01cd100073006f00720072006f0077005f004500]}
W6-Climax00_A_07	{[0e01]}{[1201]}………
W6-Climax00_B_08	{[0e01]}{[1201]}………
W6-Climax00_B_09	やっぱり\nやめた{[1100|01cd04006f006800]}
W6-Climax00_A_10	えーっ\n{r2[き]}気{/r2}になるなー{[1100|01cd0e0073006d0069006c0065005f004500]}{[1100|00cd1200730075007200700072006900730065006400]}
W6-Climax00_B_11	えへへ{[1100|01cd160073006300720061007400630068004800650061006400]}
W6-Climax00_B_12	この{r2[たび]}旅{/r2}が\nおわったら…{[1100|01cd100063006100720065006600720065006500]}{[1100|00cd1000630061006c006d0044006f0077006e00]}
W6-Climax00_B_13	ちゃんと\n{r2[い]}言{/r2}うね{[1100|01cd16006c0069006b006500570069006e006b004c005f004500]}
W6-Climax00_A_14	{[0300|01cd]}…{[1100|00cd1000730074006100720074006c0065006400]}
W6-Climax00_A_15	よし{[1100|01cd1000630061006c006d0044006f0077006e00]}{[1100|00cd100062006100740074006c00650049006e00]}
W6-Climax00_A_16	さいごの{r2[たたか]}戦{/r2}い\n{r2[ま]}負{/r2}けられない！{[1100|00cd0a006e006f00640030003100]}{[1100|01cd0a006e006f00640030003100]}{[1100|00cd0e0061006e006700650072005f004500]}{[1100|01cd0e0061006e006700650072005f004500]}
W6-Climax00_B_17	がんばろう！{[1100|01cd100062006100740074006c00650049006e00]}
W6-Climax00_A_18	おーっ！{[1100|00cd100062006100740074006c00650049006e00]}
W6-Climax00_B_18	おーっ！{[1100|01cd100062006100740074006c00650049006e00]}
TresureBox00_A_00	{r2[たからばこ]}宝箱{/r2}の{r2[なかみ]}中身{/r2}さ
TresureBox00_A_01	{[1100|00cd0e0073006d0069006c0065005f004500]}{r2[あ]}開{/r2}けるときの\nニオイで　わかるよね
TresureBox00_B_02	{[1100|01cd1200730075007200700072006900730065006400]}わかる！
TresureBox00_B_03	{[1100|01cd080067006c0061006400]}とくに\nＨＰバナナのとき{[1101|00cd0e0073006d0069006c0065005f004500]}
TresureBox00_B_04	{[1100|01cd0a006e006f00640030003100]}あまーいカオリ\nするよね{[1101|01cd0e0062006c0069006e006b005f004500]}{[1101|00cd0e0062006c0069006e006b005f004500]}
TresureBox00_A_05	{[1100|00cd0a006e006f00640030003100]}あまいねー
TresureBox00_B_06	{[1100|01cd0c00770065006c006c0030003100]}お{r2[かね]}金{/r2}のときは\n{r2[きんぞく]}金属{/r2}くさい
TresureBox00_A_07	{[1100|00cd0c00770065006c006c0030003100]}くさいねー
TresureBox00_B_08	{[1100|01cd0e0062006c0069006e006b005f004500]}{r2[つぎ]}次{/r2}のお{r2[たから]}宝{/r2}\nなにかなー
TresureBox00_A_09	なにかなー
Shopping00_A_00	{r2[さいきん]}最近{/r2}　{[0302|00cd]}が\nがんばったことは…
Shopping00_A_01	{[1100|00cd0e0073006d0069006c0065005f004500]}{r2[ぶき]}武器{/r2}をピカピカに\n{r2[てい]}手入{/r2}れしたこと
Shopping00_B_02	{[1100|01cd10006100700070006c006100750073006500]}おー\nえらいねー{[1101|00cd1000630061006c006d0044006f0077006e00]}
Shopping00_B_03	{[1100|01cd08007700610069007400]}{[1100|00cd08007700610069007400]}{[0302|01cd]}が\nがんばったことはね
Shopping00_B_04	{r2[か]}買{/r2}い{r2[もの]}物{/r2}で\nまちがっても…
Shopping00_B_05	{[1100|01cd0e0062006c0069006e006b005f004500]}{r2[な]}泣{/r2}かなかったこと
Shopping00_A_06	{[0e00|01cd0000]}まちがって\n{r2[か]}買{/r2}ってたんだ…
Shopping00_B_07	{[1100|01cd14006e00610072006300690073007300690073007400]}{r2[かこ]}過去{/r2}は{r2[ふ]}振{/r2}り{r2[かえ]}返{/r2}らない\nそう　{r2[き]}決{/r2}めたから
Shopping00_A_08	かっこいい！
W5-Ice00_A_00	{[1100|00cd1200730075007200700072006900730065006400]}{[1100|01cd100061006600720061006900640030003100]}{r2[み]}見{/r2}て　{[0300|01cd]}！\nいちめん　まっしろ！
W5-Ice00_A_01	{[1100|00cd06006a006f007900]}{[1100|01cd06006e006f006400]}{r2[ゆき]}雪{/r2}が\nふわふわだー！
W5-Ice00_B_02	{[1100|01cd06006a006f007900]}{r2[ほんとう]}本当{/r2}だね\nふっかふか！
W5-Ice00_A_03	{[1100|00cd100067006f006f0064004d006f006f006400]}{r2[げんそうてき]}幻想的{/r2}だねー！
W5-Ice00_B_04	{[1100|01cd100067006f006f0064004d006f006f006400]}すごいねー！
W5-Wonder00_B_00	みてみて\n{[0300|00cd]}{[1100|01cd14007700680061007400480061007000700065006e00]}
W5-Wonder00_B_01	へんな{r2[いろ]}色{/r2}の{r2[そら]}空{/r2}！{[1100|01cd06006a006f007900]}
W5-Wonder00_A_02	さすがは\nフシギの{r2[くに]}国{/r2}だね{[1100|00cd080067006c0061006400]}
W5-Wonder00_B_03	アメみたいな\n{r2[み]}実{/r2}も　なってるよ{[1100|01cd1000770061006b007500770061006b007500]}
W5-Wonder00_A_04	ホントだ\nなめてみたい！{[1100|00cd100067006f006f0064004d006f006f006400]}
W5-Wonder00_B_05	{r2[じゅえき]}樹液{/r2}が\n{r2[かた]}固{/r2}まってるのかー{[1100|01cd06006e006f006400]}
W5-Wonder00_B_06	すごいね\nフシギだねー{[1100|00cd1000770061006b007500770061006b007500]}{[1100|01cd160069006d0070007200650073007300650064005f004500]}
W5-Wonder01_A_00	なに　ここ！{[1100|00cd14007700680061007400480061007000700065006e00]}
W5-Wonder01_A_01	さっきまで　{r2[へいげん]}平原{/r2}に\nいたはずなのに…{[1100|00cd0c00770065006c006c0030003000]}
W5-Wonder01_A_02	いつの{r2[ま]}間{/r2}にか\n{r2[もり]}森{/r2}にきてる！{[1100|00cd0a0073006500610063006800]}
W5-Wonder01_A_03	さすがは\nフシギの{r2[くに]}国{/r2}…
W5-Wonder01_A_04	もはや　なんでも\nアリなんだね{[1100|00cd14006e00610072006300690073007300690073007400]}
W5-Wonder02_A_00	あつーい！{[1100|00cd0a0074006900720065006400]}
W5-Wonder02_B_01	さっきまで\n{r2[もり]}森{/r2}にいたのに{[1100|01cd0c00770065006c006c0030003000]}
W5-Wonder02_B_02	こんどは\n{r2[さばく]}砂漠{/r2}！{[1100|01cd1400730075007200700072006900730065005f004500]}
W5-Wonder02_B_03	さすがは\nフシギの{r2[くに]}国{/r2}…{[1100|01cd0e0062006c0069006e006b005f004500]}{[1100|01cd0a006e006f00640030003100]}
W5-Wonder02_A_04	いくら　フシギって\nいっても{[1100|00cd0e0062006c0069006e006b005f004500]}{[1100|01cd10006e006f0072006d0061006c005f004500]}
W5-Wonder02_A_05	ちょっと　{r2[へんか]}変化{/r2}が\n{r2[おお]}大{/r2}きすぎるよ{[1100|00cd10006e006f0072006d0061006c005f004500]}
W5-Wonder02_A_06	{r2[こころ]}心{/r2}の{r2[じゅんび]}準備{/r2}くらい\nさせてよね！{[1100|00cd04006f006800]}
W5-SkyLand00_A_00	{[1100|00cd1200730075007200700072006900730065006400]}{[1100|01cd14007700680061007400480061007000700065006e00]}{r2[み]}見{/r2}て　{[0300|01cd]}！\nここ　{r2[くも]}雲{/r2}の{r2[うえ]}上{/r2}だよ！
W5-SkyLand00_A_01	{[1100|00cd06006a006f007900]}{[1100|01cd06006e006f006400]}{r2[くも]}雲{/r2}って\nふわふわー！
W5-SkyLand00_B_02	{[1100|01cd06006a006f007900]}{r2[ほんとう]}本当{/r2}だね\nモフモフしてる！
W5-SkyLand00_A_03	{[1100|00cd100067006f006f0064004d006f006f006400]}わーい！
W5-SkyLand00_B_04	{[1100|01cd100067006f006f0064004d006f006f006400]}うわーい！
W5-SkyLand01_A_00	はー\nつかれた{[1100|00cd0a0074006900720065006400]}
W5-SkyLand01_A_01	こんなに{r2[かいぶつ]}怪物{/r2}が\nいたなんて…{[1100|00cd08006f00680030003100]}
W5-SkyLand01_B_02	なさけないなあ{[1100|01cd0e0062006c0069006e006b005f004500]}{[1100|00cd1000630061006c006d0044006f0077006e00]}
W5-SkyLand01_B_03	まあ　{[0302|01cd]}に\nしてみれば{[1100|01cd14006e00610072006300690073007300690073007400]}{[1100|00cd1400730075007200700072006900730065005f004500]}
W5-SkyLand01_B_04	こんなの\n{r2[よゆう]}余裕{/r2}だったけど{[1100|01cd0e00640061006e006300650030003000]}
W5-SkyLand01_A_05	…いちばん　{r2[ひっし]}必死{/r2}\nだったくせに{[1100|00cd0c00670061007a0065005f004500]}{[1100|01cd1400730075007200700072006900730065005f004500]}{[1101|01cd0e0062006c0069006e006b005f004500]}
W5-SkyLand02_A_00	ふぁー\nつかれた{[1100|00cd08007900610077006e00]}
W5-SkyLand02_A_01	はやく　{r2[やどや]}宿屋{/r2}で\n{r2[ね]}寝{/r2}ちゃいたいよ{[1100|01cd0a006e006f00640030003100]}{[1100|01cd0e0062006c0069006e006b005f004500]}
W5-SkyLand02_B_02	そういえば　ここの\n{r2[やどや]}宿屋{/r2}って…{[1100|00cd1000630061006c006d0044006f0077006e00]}{[1100|01cd0c00770065006c006c0030003000]}
W5-SkyLand02_B_03	すごく　{r2[ねごこち]}寝心地{/r2}\nいいよね{[1100|01cd0e0073006d0069006c0065005f004500]}
W5-SkyLand02_A_04	ああ\nアレね{[1100|01cd1000630061006c006d0044006f0077006e00]}
W5-SkyLand02_A_05	ベッドに　{r2[くも]}雲{/r2}を\n{r2[つ]}詰{/r2}めてるんだって{[1100|00cd0a006e006f00640030003100]}
W5-SkyLand02_B_06	へー\nそうなんだー{[1100|01cd1000730074006100720074006c0065006400]}
W5-SkyLand02_B_07	そんなコト\n{r2[き]}聞{/r2}いたら…{[1100|01cd0c00770065006c006c0030003100]}{[1100|01cd0e0062006c0069006e006b005f004500]}
W5-SkyLand02_B_08	{r2[いま]}今{/r2}すぐ　ベッドにダイブ\nしたくなっちゃった{[1100|01cd1000770061006b007500770061006b007500]}{[1100|00cd0e0073006d0069006c0065005f004500]}
W5-SkyLand02_A_09	うん　{r2[はや]}早{/r2}く\n{r2[やどや]}宿屋{/r2}に{r2[い]}行{/r2}こう！{[1100|00cd080067006f0047006f00]}
W5-SkyLand03_A_00	{[1100|00cd0a0077006800650072006500]}わーっ\nこの{r2[たてもの]}建物{/r2}…
W5-SkyLand03_A_01	{[1100|00cd160069006d0070007200650073007300650064005f004500]}ツルッツルの\nピッカピカだね！
W5-SkyLand03_F_02	{[1100|04cd0e0073006d0069006c0065005f004500]}フフフ\nそうだな
W5-SkyLand03_F_03	{[1100|04cd1000630061006c006d0044006f0077006e00]}{[1100|00cd0c00770065006c006c0030003000]}ここは　ロボットを\n{r2[つく]}作{/r2}る{r2[こうじょう]}工場{/r2}なのだ
W5-SkyLand03_F_04	{[1100|00cd1400730075007200700072006900730065005f004500]}{[1100|04cd100062006100740074006c00650049006e00]}ロボットは\n{r2[ちょうせいみつ]}超精密{/r2}な{r2[きかい]}機械{/r2}！
W5-SkyLand03_F_05	{[1100|00cd0c00770065006c006c0030003000]}{[1100|04cd14006e00610072006300690073007300690073007400]}{r2[せいけつ]}清潔{/r2}な{r2[ばしょ]}場所{/r2}でしか\n{r2[つく]}作{/r2}れんのだよ
W5-SkyLand03_A_06	{[1100|00cd06006e006f006400]}{[1100|04cd1000630061006c006d0044006f0077006e00]}へー
W5-SkyLand03_F_07	{[1100|04cd0e0061006e006700650072005f004500]}{[1100|04cd0a006e006f00640030003100]}{[1100|00cd1000730074006100720074006c0065006400]}ちょっとのホコリも\nゆるされんぞ！{[1101|04cd1000630061006c006d0044006f0077006e00]}{[1101|00cd1000630061006c006d0044006f0077006e00]}
W5-SkyLand03_A_08	{[1100|00cd160073006300720061007400630068004800650061006400]}{r2[ふく]}服{/r2}　{r2[あら]}洗{/r2}っとけば\nよかったな…{[1101|00cd1000630061006c006d0044006f0077006e00]}
W7-Sea00_B_00	みてみて\n{[0300|00cd]}{[1100|01cd14007700680061007400480061007000700065006e00]}
W7-Sea00_B_01	{r2[すいへいせん]}水平線{/r2}が\nかがやいてる！{[1100|01cd06006a006f007900]}
W7-Sea00_A_02	{r2[たいよう]}太陽{/r2}が　{r2[はんしゃ]}反射{/r2}して\nキレイだねー{[1100|00cd080067006c0061006400]}
W7-Sea00_B_03	{r2[うみ]}海{/r2}って　{r2[ひろ]}広{/r2}くて\nおおきいなー！{[1100|01cd160069006d0070007200650073007300650064005f004500]}
W7-Sea00_A_04	{r2[うみ]}海{/r2}の{r2[うえ]}上{/r2}に　ずっと\n{r2[みち]}道{/r2}が{r2[つづ]}続{/r2}いてるよ{[1100|00cd1000770061006b007500770061006b007500]}
