album.msbt
armor.msbt
Fighter00	Squire Armor
W1-0_SeeCastle_B_03	{[1100|01cd0c00770065006c006c0030003100]}Nah. Princesses are\nalways in another castle.{[1100|02cd06006e006f006400]}{[1100|03cd06006e006f006400]}
W1-0_BeforeBoss_A_00	{[0e00|03cd180054006f0077006e00300030005f0047007500690064006500]}{[1100|00cd0a0077006800650072006500]}Is {[0f00|180054006f0077006e00300030005f0047007500690064006500]}'s face\naround here somewhere?
W1-0_BeforeBoss_B_01	{[1100|01cd0c00770065006c006c0030003100]}It'd be stuck to \na monster, right?
W1-0_BeforeBoss_A_02	{[1100|00cd0c00670061007a0065005f004500]}Who knows?
W1-0_BeforeBoss_B_03	{[1100|01cd0e0062006c0069006e006b005f004500]}Less talking,\nmore looking.
W1-0_BeforeLast_A_00	Only one more face\nto find now.{[1100|00cd0c00770065006c006c0030003000]}
W1-0_BeforeLast_B_01	{[1100|01cd18006400690073006100700070006f0069006e00740065006400]}What an ordeal...{[1100|03cd0a006e006f00640030003100]}
W1-0_BeforeLast_A_02	{[1100|00cd100063006100720065006600720065006500]}Think the last one\nwill go smoothly?
W1-0_BeforeLast_B_03	{[1100|01cd0a0073007000690074006500]}Yeah, but...what if a big\nscary boss monster\njumps out at us?{[1100|02cd1000730074006100720074006c0065006400]}{[1100|03cd1000730074006100720074006c0065006400]}
W1-0_BeforeLast_A_04	{[1100|00cd1200730075007200700072006900730065006400]}Dude. Why'd you\nhave to say that?
W1-2_Prince_A_00	{[1100|00cd0a0073006500610063006800]}Where could Prince\n{[0f00|220043006100730074006c006500300030005f005000720069006e006300650030003000]} be? 
W1-2_Prince_B_01	{[1100|01cd18006400690073006100700070006f0069006e00740065006400]}Can we go back yet? \nThe air's so thin up here.
W1-2_Prince_A_02	{[1100|00cd0c00770065006c006c0030003000]}Well, I suppose we\nCOULD give up and\nnever find the prince.
W1-2_Prince_B_03	{[1100|01cd1200730075007200700072006900730065006400]}What?
W1-2_Prince_B_04	{[1100|01cd0e0062006c0069006e006b005f004500]}I, erm...
W1-2_Prince_B_05	{[1100|01cd04006f006800]}I suppose I can\ngo on a bit longer.{[1101|01cd1000630061006c006d0044006f0077006e00]}
W1-2_Prince_A_06	{[1100|00cd080067006f0047006f00]}{[1100|01cd0e0073006d0069006c0065005f004500]}That's the spirit!
General_knowledge_A_00	That reminds me!
General_knowledge_A_01	{[1100|00cd0c00770065006c006c0030003100]}Did you know a \ncamel's hump is\nactually made of fat?
General_knowledge_B_02	Really? Wow!
General_chat_A_00	{[1100|00cd0e007200650063006f00760065007200]}Wow! Get a lungful\nof this fresh air!
General_chat_B_01	{[1100|01cd08006700690076006500]}I might even go\nfor two lungfuls!
General_chat_B_02	{[1100|01cd06006e006f006400]}Thanks, trees, for\nall this clean air.
General_chat_A_03	{[1100|00cd1400730075007200700072006900730065005f004500]}Yeah! Thank you, trees!{[1101|00cd1000630061006c006d0044006f0077006e00]}
General_dish_A_00	{[1100|00cd100067006f006f0064004d006f006f006400]}HP Bananas are \ndeeeelish!
General_dish_B_01	{[1100|01cd1000770061006b007500770061006b007500]}So soft! So squishy!
General_dish_C_02	{[1100|02cd0a006e006f00640030003100]}{[1100|02cd0e0062006c0069006e006b005f004500]}Sweet but not\ntoo sweet.
General_dish_D_03	{[1100|03cd100067006f006f0064004d006f006f006400]}I could eat them\nall day, every day.
Ghost00_A_00	{[1100|00cd0a0074006900720065006400]}Last night,\nI saw... I saw...
Ghost00_B_01	Saw what?{[1100|01cd0c00770065006c006c0030003000]}
Ghost00_A_02	{[1100|00cd08006f00680030003100]}...A ghost.
Ghost00_A_03	My heart was beating\nso fast, I couldn't sleep...{[1100|00cd0c00610066007200610069006400]}
Ghost00_B_04	Do you see\nghosts...a lot?
Ghost00_A_05	{[1100|00cd1200730075007200700072006900730065006400]}Maybe. Why\ndo you ask?
Sing00_A_00	{[1100|00cd1000770061006b007500770061006b007500]}La-dee-dah!\nDoo-doo-la-la-laaa! ♪
Sing00_B_01	What song\nis that?
Sing00_A_02	{[1100|00cd08007700610069007400]}I just made\nit up myself.
Sing00_A_03	{[1100|00cd1000770061006b007500770061006b007500]}Pretty good, huh?
Sing00_B_04	{[1100|01cd0c00770065006c006c0030003100]}It seems so\nfamiliar...
Sing00_A_05	{[1100|00cd08007700610069007400]}No way! It's\ntotally original!
Sing00_B_06	{[1100|01cd1400730075007200700072006900730065005f004500]}Wait! I've got it!
Sing00_B_07	{[1100|01cd0e0073006d0069006c0065005f004500]}{[1100|01cd08007700610069007400]}Yep! It sounds just like\na goblin screeching.{[1100|00cd1400730075007200700072006900730065005f004500]}
Sing00_A_08	{[1100|00cd1000630061006c006d0044006f0077006e00]}Thanks a lot...{[1101|01cd1000630061006c006d0044006f0077006e00]}
Sing01_A_00	{[1100|00cd1000770061006b007500770061006b007500]}Hum-hum! La-la-la!\nD-d-d-doot! ♪
Sing01_B_01	Hey, who sings\nthat song?
Sing01_A_02	{[1100|00cd08007700610069007400]}No one. I mean...\nI just made it up.
Sing01_A_03	{[1100|00cd1000770061006b007500770061006b007500]}You like it?
Sing01_B_04	{[1100|01cd0c00770065006c006c0030003100]}Well, it does\nsound familiar...
Sing01_A_05	{[1100|00cd08007700610069007400]}No way! It's an original\nroad-trip jam!
Sing01_B_06	{[1100|01cd1400730075007200700072006900730065005f004500]}I know where I've\nheard it before.
Sing01_B_07	{[1100|01cd0e0073006d0069006c0065005f004500]}{[1100|01cd08007700610069007400]}It sounds like that squeaky\nsound that moles make!{[1100|00cd1400730075007200700072006900730065005f004500]}
Sing01_A_08	{[1100|00cd1000630061006c006d0044006f0077006e00]}You just don't\nunderstand music.{[1101|01cd1000630061006c006d0044006f0077006e00]}
Sing02_A_00	{[1100|00cd1000770061006b007500770061006b007500]}Hum-diddly-dee!\nDa-dee-dee-dee! ♪
Sing02_B_01	What on earth \nare you singing?
Sing02_A_02	{[1100|00cd08007700610069007400]}I wrote it myself!
Sing02_A_03	{[1100|00cd1000770061006b007500770061006b007500]}It's a blend of jazz\nand avant-garde funk.\nCool, huh?
Sing02_B_04	{[1100|01cd0c00770065006c006c0030003100]}There's something about\nit... I've heard it before.
Sing02_A_05	{[1100|00cd08007700610069007400]}But...I just\nmade it up.
Sing02_B_06	{[1100|01cd1400730075007200700072006900730065005f004500]}Ooh!
Sing02_B_07	{[1100|01cd0e0073006d0069006c0065005f004500]}{[1100|01cd08007700610069007400]}It sounds just \nlike bread baking.{[1100|00cd1400730075007200700072006900730065005f004500]}
Sing02_A_08	{[1100|00cd1000630061006c006d0044006f0077006e00]}...Really? Huh. I never\nknew bread was so jazzy.{[1101|01cd1000630061006c006d0044006f0077006e00]}
Secret00_A_00	Sometimes...I get so \nnervous in fights that\nI need to fart.
Secret00_A_01	When that happens...
Secret00_A_02	I try to time it so I let one\ngo as I hit an enemy.
Secret00_A_03	Please don't tell anyone.
Banana00_A_00	Is it hard for you to\neat an HP Banana?
Banana00_B_01	{[1100|01cd0c00770065006c006c0030003000]}Huh? No, why?
Banana00_A_02	{[1100|00cd100073006f00720072006f0077005f004500]}I just can't quite chomp on\nit. It's really tough!
Banana00_B_03	{[1100|01cd0a0074006900720065006400]}Well, most people take\nthe peel off first...
Banana01_A_00	{[1100|00cd100073006f00720072006f0077005f004500]}Ugh, not another\nHP Banana...
Banana01_B_01	{[1100|01cd100073006f00720072006f0077005f004500]}You're sick of them?
Banana01_B_02	I know how you feel.\nIt would be better...
Banana01_B_03	{[1100|01cd04006f006800]}if the MP Candy wasn't\nbanana flavored too...
Banana01_A_04	{[1100|00cd04006f006800]}I know, right? Can't we\nget a different flavor?!
Mountain00_A_00	{[1100|00cd0a0074006900720065006400]}Argh, this mountain \nclimbing is no joke!
Mountain00_A_01	I can't feel my\nlegs anymore.
Mountain00_B_02	{[1100|01cd100073006f00720072006f0077005f004500]}Listen to you!
Mountain00_B_03	{[1100|01cd0e007200650063006f00760065007200]}I could do the climb\na hundred times!{[1101|01cd1000630061006c006d0044006f0077006e00]}
Mountain00_C_04	{[1100|02cd100073006f00720072006f0077005f004500]}{[1400]}{[0300|00cd]},\nare you OK?
Mountain00_C_05	{[1100|02cd0e0073006d0069006c0065005f004500]}Do you need a\npiggyback ride?
Mountain00_A_06	{[1100|00cd1000770061006b007500770061006b007500]}Really? Wow!\nYou're the best!
Mountain00_B_07	{[1100|01cd1000770061006b007500770061006b007500]}Hey, I want one too!
Mountain00_C_08	{[1100|02cd100062006100740074006c00650049006e00]}You just said you could do\nthis climb a hundred times!
Dream00_A_00	{[1100|00cd100067006f006f0064004d006f006f006400]}I had the best\ndream last night!
Dream00_B_01	Oh, yeah?\nWhat was it?{[1100|01cd0c00770065006c006c0030003000]}
Dream00_A_02	{[1100|00cd06006a006f007900]}A mountain of money\nrained down on me!
Dream00_A_03	{[1100|00cd120069006d007000720065007300730065006400]}It totally buried me.{[1100|01cd1000730074006100720074006c0065006400]}
Dream00_A_04	I couldn't even breathe!\nIt was a total nightmare!{[1100|00cd100067006f006f0064004d006f006f006400]}
Dream00_B_05	Uh...{[1100|01cd1000630061006c006d0044006f0077006e00]}
Dream00_B_06	Is that really the\nbest dream?{[1100|01cd0c00770065006c006c0030003100]}
Forget00_A_00	{[1100|00cd1200730075007200700072006900730065006400]}{[1100|01cd14007700680061007400480061007000700065006e00]}Oh no!
Forget00_A_01	{[1100|00cd100073006f00720072006f0077005f004500]}I left something\nback at the inn!{[1100|01cd1000630061006c006d0044006f0077006e00]}
Forget00_B_02	{[1100|01cd1000630061006c006d0044006f0077006e00]}Great. What did\nyou forget?
Forget00_A_03	My diary...
Forget00_B_04	I didn't know you\nkept a diary.{[1100|01cd0e0073006d0069006c0065005f004500]}
Forget00_A_05	{[1100|00cd1000630061006c006d0044006f0077006e00]}Yeah, I've been\nkeeping it for ages.{[1100|01cd1000630061006c006d0044006f0077006e00]}
Forget00_A_06	{[1100|00cd0e0073006d0069006c0065005f004500]}It's still factory sealed\nand in perfect condition.
Forget00_B_07	{[1100|01cd0e0062006c0069006e006b005f004500]}So...
Forget00_B_08	{[1100|01cd1000630061006c006d0044006f0077006e00]}You don't actually\nwrite anything in it?
Forget00_A_09	{[1100|00cd1400730075007200700072006900730065005f004500]}Are you supposed to?
Forget00_B_10	Let's just go.{[1100|01cd0e0062006c0069006e006b005f004500]}
Tension00_A_00	{[1100|00cd100067006f006f0064004d006f006f006400]}On your marks!
Tension00_B_01	{[1100|00cd06006a006f007900]}{[1100|01cd100067006f006f0064004d006f006f006400]}Get set!
Tension00_C_02	{[1100|01cd080067006f0047006f00]}{[1100|02cd100067006f006f0064004d006f006f006400]}Readyyy!
Tension00_D_03	{[1100|02cd1000770061006b007500570061006b007500]}{[1100|03cd100067006f006f0064004d006f006f006400]}BLAST OFF!
Tension00_A_04	{[1100|00cd1000630061006c006d0044006f0077006e00]}{[1100|01cd1000630061006c006d0044006f0077006e00]}{[1100|02cd1000630061006c006d0044006f0077006e00]}{[1100|03cd1000630061006c006d0044006f0077006e00]}Erm...right.
Tension00_A_05	This concludes today's\ngroup pep talk.
Copycat00_A_00	{[1100|00cd08007900610077006e00]}I'm so tired.
Copycat00_B_01	{[1100|01cd0e0073006d0069006c0065005f004500]}I'm so tired.
Copycat00_A_02	{[1100|00cd08007700610069007400]}{[1100|00cd0e0061006e006700650072005f004500]}Stop copying me.
Copycat00_B_03	Stop copying me.
Copycat00_A_04	{[1100|00cd100073006f00720072006f0077005f004500]}Why are you \ncopying me?
Copycat00_B_05	Why are you\ncopying me?
Copycat00_A_06	{[1100|00cd0e0073006d0069006c0065005f004500]}Because you're\nsuper awesome!
Copycat00_B_07	{[1100|01cd10006e006f0072006d0061006c005f004500]}Nope!
Copycat00_A_08	{[1100|00cd10006e006f0072006d0061006c005f004500]}Uh...
Copycat00_B_08	{[0e01]}{[1201]}{[1100|00cd10006e006f0072006d0061006c005f004500]}...
Sun00_A_00	{[1100|00cd0a0074006900720065006400]}Ugh, it's so hot!
Sun00_A_01	{[1100|00cd0e006200610064004d006f006f006400]}I'm melting out here.\nSomeone turn off the sun!
Sun00_B_02	{[1100|01cd0e0073006d0069006c0065005f004500]}Right! Leave it to me\nand my superpowers!
Sun00_A_03	{[1100|00cd1400730075007200700072006900730065005f004500]}{[1100|00cd08007700610069007400]}What?
Sun00_B_04	{[1100|01cd0e00640061006e006300650030003000]}Mmmmmmmmmm...
Sun00_B_05	{[1100|01cd100062006100740074006c00650049006e00]}BOOM!
Sun00_B_06	{[1100|01cd0e0073006d0069006c0065005f004500]}{[1100|01cd08007700610069007400]}I did it!{[1100|00cd0c00770065006c006c0030003000]}
Sun00_A_07	{[1100|00cd1000630061006c006d0044006f0077006e00]}Uh... Nothing happened.
Sun00_B_08	Well, yeah. It'll take six \nhours for the full effect.{[1100|01cd06006e006f006400]}
Sun00_A_09	{[1100|00cd0a0061006e00670072007900]}Dude. That's\ncalled "sunset."
Quiz00_A_00	{[1100|00cd0e0073006d0069006c0065005f004500]}Pop-quiz time!
Quiz00_A_01	Where does the sun rise?
Quiz00_B_02	{[1100|01cd0a0077006800650072006500]}Errr...
Quiz00_B_03	{[1100|01cd080067006c0061006400]}In the west!
Quiz00_A_04	{[1100|00cd0a0074006900720065006400]}{[1100|01cd0c00770065006c006c0030003000]}No...
Quiz00_C_05	{[1100|02cd0e0073006d0069006c0065005f004500]}Everyone knows this!
Quiz00_C_06	The sun rises on the right!
Quiz00_A_07	{[1100|00cd1000630061006c006d0044006f0077006e00]}The right...of what?
Battle00_A_00	Whew! 
Battle00_A_01	I'm so sweaty\nafter battle.{[1100|00cd0a006e006f00640030003100]}
Battle00_B_02	{[1100|01cd06006e006f006400]}Yeah, me too...
Battle00_A_03	{[1100|00cd080067006c0061006400]}Don't you just\nLOVE IT?
Battle00_B_04	{[1100|01cd0a0074006900720065006400]}...Oddly enough, no.\nNo, I don't.{[1100|00cd10006e006f0072006d0061006c005f004500]}
Cave00_B_00	Wow, listen to the\necho in here!
Cave00_A_01	{[1100|00cd100073006f00720072006f0077005f004500]}Yeah, I keep jumping at\nevery little noise...
Cave00_B_02	{[1100|00cd1000630061006c006d0044006f0077006e00]}{[1100|01cd0e0073006d0069006c0065005f004500]}Oh, really?
Cave00_B_03	{[1100|01cd0a0061006e00670072007900]}Then I probably\nshouldn't do THIS!
Cave00_B_04	{[1100|01cd100062006100740074006c00650049006e00]}AAAAAHH!
Cave00_A_05	Do what?
Cave00_B_06	{[1100|01cd10006e006f0072006d0061006c005f004500]}{[1100|01cd0c00770065006c006c0030003000]}That didn't freak you out?
Cave00_A_07	Was it supposed to?
Cry00_A_00	{[1200|2400530045005f004d00410050004500560045004e0054005f00480055004e00470052005900]}{[1100|00cd14007700680061007400480061007000700065006e00]}{[1100|02cd1000730074006100720074006c0065006400]}What was that?
Cry00_A_01	I just heard something!
Cry00_C_02	{[1100|02cd06006e006f006400]}{[1100|02cd0e0061006e006700650072005f004500]}Yeah, me too! Kind of\na low, growling sound.
Cry00_A_03	{[1100|00cd0e0061006e006700650072005f004500]}{[1100|00cd08007700610069007400]}Maybe it's a monster!\nBe careful, now...
Cry00_B_04	Erm...
Cry00_B_05	Actually, I just forgot\nto eat breakfast today...
Cry00_A_06	{[1100|00cd1000630061006c006d0044006f0077006e00]}Wow.
Cry00_C_06	{[1100|02cd1000630061006c006d0044006f0077006e00]}Again?
View00_A_00	{[1100|00cd0a0074006900720065006400]}I've had it!
View00_A_01	{[1100|00cd04006f006800]}I'm so sick of\nseeing the same\nthings all day!
View00_B_02	{[1100|01cd0e0073006d0069006c0065005f004500]}Hmm...
View00_B_03	{[1100|01cd0e007200650063006f00760065007200]}Maybe you could try\nlooking up at the sky!
View00_A_04	{[1100|00cd06006e006f006400]}Yeah, that might work...
View00_A_05	{[1100|00cd0c00770065006c006c0030003000]}{[1100|01cd1000630061006c006d0044006f0077006e00]}But I bet I'll get sick\nof that too before long...
View00_B_06	{[1100|01cd0e0073006d0069006c0065005f004500]}Don't worry!
View00_B_07	{[1100|01cd1000630061006c006d0044006f0077006e00]}Your neck will start to\nhurt long before then!
View00_A_08	{[1100|00cd1000630061006c006d0044006f0077006e00]}You're not helping.
Nice00_A_00	You know...
Nice00_A_01	{[1100|00cd100067006f006f0064004d006f006f006400]}Lately I feel like I've\nreally aced this whole\nadventuring thing.
Nice00_B_02	{[1100|01cd04006f006800]}Yeah, no. You\nreally haven't.
Nice00_A_03	{[1100|00cd100073006f00720072006f0077005f004500]}What? But I make\nit look so cool!
Nice00_B_04	{[1100|01cd10006e006f0072006d0061006c005f004500]}I don't know...
Nice00_B_05	{[1100|00cd1000630061006c006d0044006f0077006e00]}That last battle?
Nice00_B_06	You almost tripped over\nyourself three times.
Nice00_A_07	{[1100|00cd160073006300720061007400630068004800650061006400]}You saw that?
Patience00_A_00	I have to do it.
Patience00_B_01	{[1200|2600530045005f0043004d004e005f004d00490049005f0053005500520050005200490053004500]}{[1201]}{[1100|01cd1200730075007200700072006900730065006400]}No!
Patience00_B_02	{[1100|01cd08007700610069007400]}{[1100|01cd0e0061006e006700650072005f004500]}Don't you dare!
Patience00_A_03	{[1100|00cd0e0061006e006700650072005f004500]}I can't fight it!
Patience00_B_04	{[1100|01cd08006f00680030003100]}Noooooo!
Patience00_A_05	{[1100|00cd0e00640061006e006300650030003000]}It's bubbling \nup inside me!
Patience00_A_06	The need to express\nmyself! To shed my stress!
Patience00_A_07	THROUGH THE \nMEDIUM OF DANCE!
Patience00_A_08	{[1100|00cd08007700610069007400]}{[1100|00cd0e0062006c0069006e006b005f004500]}Aaaaaand...
Patience00_A_09	{[1100|00cd0e0073006d0069006c0065005f004500]}Meh, I'm over it.
Patience00_B_10	Is it possible to die from\nsecondhand embarrassment?\n'Cause I just might.
Sleep00_A_00	{[1100|00cd08007900610077006e00]}*yawn*
Sleep00_A_01	{[1100|00cd0a0074006900720065006400]}Ugh, I'm so sleepy...
Sleep00_A_02	{[1100|00cd1000630061006c006d0044006f0077006e00]}{[1100|01cd0e0062006c0069006e006b005f004500]}Last night I couldn't\nget to sleep at all!
Sleep00_A_03	{[1100|00cd0e0073006d0069006c0065005f004500]}I just kept going over\nthings in my head.
Sleep00_A_04	{[1100|00cd08007900610077006e00]}I just wanna sleep!
Sleep00_B_05	{[0e01]}{[1201]}...
Sleep00_A_06	{[1100|00cd1000630061006c006d0044006f0077006e00]}{[1400]}{[0300|01cd]}...?
Sleep00_B_07	...Zzzz...
Sleep00_A_08	Are you...sleeping?
SatanCastle00_A_00	{[1100|00cd0600730065006500]}The Dark Lord's\nCastle is huge!
SatanCastle00_B_01	{[1100|01cd0c00770065006c006c0030003100]}Can you imagine having\nto clean this place?
SatanCastle00_C_02	{[1100|02cd0e0061006e006700650072005f004500]}Maybe that's why he \nstole everyone's faces!
SatanCastle00_C_03	To make the monsters\ndo all the cleaning!
SatanCastle00_A_04	{[1100|00cd1200730075007200700072006900730065006400]}That's the only \nlogical explanation!
SatanCastle00_B_05	{[1100|01cd0a0074006900720065006400]}It really isn't...
W1-2_noble_A_00	{[1100|00cd0c00770065006c006c0030003000]}You know Princess \n{[0f00|260043006100730074006c006500300030005f005000720069006e00630065007300730030003000]}'s friend?
W1-2_noble_B_01	{[0e00|03cd260043006100730074006c006500300030005f004e006f0062006c0065004b006900640030003000]}{[1100|01cd0a0074006900720065006400]}Yeah, he seems kind\nof unreliable, huh?
W1-2_noble_A_02	Well...
W1-2_noble_A_03	{[1100|00cd06006e006f006400]}{[1100|01cd1000630061006c006d0044006f0077006e00]}He's probably a \ngood person, right?
W1-2_noble_B_04	{[1100|01cd0c00770065006c006c0030003000]}Hmm... Yeah,\nI suppose.
W1-2_noble_A_05	{[1100|00cd1000630061006c006d0044006f0077006e00]}Anyway, let's go find\nPrince {[0f00|220043006100730074006c006500300030005f005000720069006e006300650030003000]}!
