Enemy.msbt
enemy_name_MARIO	马力欧
lucie_cry_04	正如你所看到的，这个样子\n哪怕是我也束手无策呀。\n赶紧想办法吧。
lucie_cry_01	{d}{s[150]}你在干嘛～！！{s[100]}{/d}
lucie_cry_02	被那些家伙绑架，还被直勾勾地\n盯着！都怪你傻愣愣的，\n我才会有那样的遭遇。
lucie_cry_02_2	蜘蛛怪的巢穴黏乎乎的，皮肤也变\n干燥了。竟然就这样一直被放着不管，\n实在是……总而言之，太可恶啦！
lucie_cry_03	……呼……\x0e\0\x04\0啊，总之，\n你救了我，很感激噢。\x0e\0\x04\0虽然花了很长时间……\x0e\0\x04\0\x0e\x04\x04\x04\xe8\x03\0\0谢谢。
lucie_cry_06	嗨！\n你是不是把锤子也弄丢了！？\n赶紧找呀！\x0e\0\x04\0好，走吧！
stg3_6.msbt
hana_head_14	稍等一下，马力欧。\n花之子的身体才是当务之急。\x0e\0\x04\0取彗星碎片的事情，\n之后再做吧。
hana_head_15	等一下，马力欧。\n救了第２个身体之后，\n再去取彗星碎片吧。\x0e\0\x04\0能去的地方太多，\n我会搞不清楚的。
hana_atama_01	马力欧先生……\n这里……
hana_atama_02	怎怎怎怎么啦！\n花之子呀！\n怎么说呢……
hana_atama_02_01	身体的张数少了很多呀。
hana_atama_03	嗯……\n当时在森林的入口，\n被很长的腿缠住了……
hana_kaisou_01	住手——！\n放开——！
hana_kaisou_02	那样粗暴的话\n花之子会被扯断的呀——！
hana_kaisou_03	哎呀，\n一直都在找你噢，毛毛虫。\x0e\0\x04\0为了见你才特意来你家，\n竟然不在家。\x0e\0\x04\0在森林的入口和马力欧他们一起\n商量了一些不可告人的事情了吧……
hana_kaisou_04	谁呀？\n什么？\n为什么？\x0e\0\x04\0花之子，\n只是想吃到好吃的叶子而已。
hana_kaisou_05	酷酷酷……\n有你在的话，\n就会给我添很多麻烦噢。\x0e\0\x04\0所以呢，给你施点魔法吧。\n非常有意思的魔法……酷酷酷！
hana_kaisou_06	咦，有意思吗！？\n耶～！\n快点快点！
hana_kaisou_07	咔哈哈哈！\n看起来大家都很高兴呀！\n到底是小家伙，很淘气啊。\x0e\0\x04\0好吧，你们互相追跑也好，\n捉迷藏也好，在外面尽情地玩吧！
hana_kaisou_08	好好。\n这样就放心了。\x0e\0\x04\0呀，毛毛虫，\n能开心地玩着度过一生\n实在是太令人羡慕了。
hana_kaisou_12	那我就走啦。\n再见。
hana_kaisou_09	身体……\x0e\0\x04\0没有了。
hana_atama2_01	好啦好啦……\n冷静点，花之子呀。
hana_atama2_02	哎，马力欧。\x0e\0\x04\0卡美克是个聪明的家伙，\n做出这么离谱的事\n肯定是有原因的。
hana_atama2_03	无论如何，花之子这个样子\n什么也干不了，\n所以我们先去找那些身体吧。
hana_atama2_04	耶——！\n你们能帮忙找\n花之子的身体吗！？\x0e\0\x04\0４个身体全都\n在各自的地方神采奕奕\n兴高采烈地玩着。\x0e\0\x04\0要抓住应该很难，\n但是要努力啊！\x0e\0\x04\0还有，\n不要弄得很疼噢。
hana_atama2_05	呼……到底是小朋友，\n真是无忧无虑啊。\n嗨，走吧！
hana_help_01	４个身体全都\n在各自的地方神采奕奕\n兴高采烈地玩着。
hana_help_01_01	要抓住应该很难，\n但是要努力啊！
hana_help_02	啊，是花之子的身体！\n欢迎回来——。
hana_help_02_01	谢谢！\n还有３个，拜托了！
hana_help_03	耶～！\n第２个也回来了，欢迎欢迎！
hana_help_03_01	谢谢！\n还有２个——
hana_help_04	哇——\n第３个，好久不见！\n看起来有精神就好。
hana_help_04_01	还剩下１个！\n最后再努力一下！
hana_unite_01	花之子的身体\n全部聚齐了！
hana_unite_02	嗯，嗯。
hana_unite_03	花之子也要代\n花之子的身体说声感谢。\n谢谢！
hana_unite_04	逃的逃，躲的躲，闹的闹。\n都抓回来真是太不容易了。\n但是大家全都安然无恙，太好了。\x0e\0\x04\0不过，一直都是那种样子的话\n会感冒的呀。\n快点恢复原样如何？
hana_unite_04_01	好——\n那么，恢复原——样。
hana_unite_04_01_2	呜～呜……
hana_unite_04_01_3	不行呀。\n身体连不起来。
hana_unite_04_02	是吗……\n卡美克的魔法也相当厉害的嘛。\x0e\0\x04\0那我也要加把劲了。
hana_unite_04_03	好了，来吧，马力欧！
hana_unite_04_04	{d}一、二！{/d}
hana_unite_04_05	呼！\n对活着的小家伙\n纸片变变变还是第一次呢。\x0e\0\x04\0不过，因为同样是单薄的东西，\n所以肯定会很顺利。\n之后就要看马力欧的啦。\x0e\0\x04\0做法跟纸片变变变是一样的。\n将花之子的身体连起来，粘上吧。
hana_unite_04_09	最后１张！
hana_unite_06	耶～！\n花之子恢复原样啦！\x0e\0\x04\0多亏马力欧先生\n和智贴贴小姐的帮助。\n非常感谢！
hana_unite_07	……虽然……\n花之子是恢复原样了，\n但森林仍然还是有剧毒的状态……\x0e\0\x04\0花之子即使可以在有毒的地方\n行走，但也不能吃有毒的叶子。\n说不定会饿死的……
hana_unite_07_2	啊，稍等一下！\x0e\0\x04\0也就是说卡美克知道\n花之子可以在有毒的地方行走，\x0e\0\x04\0为了不让他到那个岛上去，\n就用魔法把他的身体分散开了！
hana_unite_07_22	太可恶了！\n连我这个温文尔雅的人\n也都恼火了呀！
hana_unite_07_3	是的，花之子也总觉得……
hana_unite_08	哼——！！\n花之子也恼火啦！！\x0e\0\x04\0我要去那个毒岛止住剧毒！！\x0e\0\x04\0马力欧！智贴贴！\n我在惊涛海岸上等你们！！
hana_unite_09	好强大的气势！\x0e\0\x04\0那我们也去惊涛海岸吧。\n目标是那个毒岛噢。
hana_miss_combin_01	咦——感觉有点凉风飕飕的，\n是不是还有哪里\n没有粘好呀？
hana_miss_combin_02	咦——感觉有点凉风飕飕的，\n是不是还有哪里\n没有粘好呀？
hana_miss_combin_03	嗯——感觉有点闷热呀。\n好像哪里粘得太紧啦。
hana_miss_combin_04	嗯——感觉有点闷热呀。\n好像哪里粘得太紧啦。
hana_miss_combin_05	哎呀，\n不好意思，花之子呀。\x0e\0\x04\0马力欧，好好回想一下\n花之子原来的样子，\n再挑战一次吧。
diary_DOR_00	海里的剧毒\n流到森林里了。\n感到非常懊悔。
diary_CHO_06	敲打白色的花\n就会轻飘飘地飞起来。\n很有意思。
diary_STA_02	和红色的人一起洗澡，\n花之子也变成红色了。
diary_BEA_01	参加了好玩的秀。\n题目非常难，\n完全不知道怎么答。
diary_MAC_02	为了止住海里的剧毒\n想要坐船，却被人骂了。
hana_growup_00	马力欧先生，还有智贴贴小姐！\n毒从森林里消失了，\n变得非常干净！\x0e\0\x04\0多亏两位呢。\n非常感谢！
hana_growup_00_2	哪里哪里，多亏花之子\n把我们运到了岛上，\n这样才能拿回很重要的贴纸。\x0e\0\x04\0谢谢，花之子呀！\n尽管吃很多很多干净的叶子吧。
hana_growup_00_3	好的——！\n肚子一直很饿，\n所以大口大口吃多少都可以！\x0e\0\x04\0花之子不愧是正在长身体啊！
hana_growup_00_4	是啊。\n吃多点，长得更大点噢。
hana_growup_00_5	太好了，马力欧。
hana_growup_01	肚子一直很饿，\n所以大口大口地吃，\n有多少都能吃得下！
hana_growup_02	肚子一直很饿。\n干净的叶子真好吃呀！
hana_growup_03	森林变得干净真是好呀。\n叶子好好吃呀！
hana_growup_04	因为干净的叶子太好吃了，\n所以肚子吃得很饱，\n但是还能吃下去！\x0e\0\x04\0这就是所谓的长身体！？
hana_growup_05	哇哦，\n干净的叶子吃了很多，\n实在是太饱了。\x0e\0\x04\0话说回来，之前就开始觉得\n身体里面很热呢。\n怎么回事呀。
hana_Adult_01	怎么样，请看一下。\n吃叶子吃得肚子很饱很饱，\n就变成大人了！
hana_Adult_02	哎呀！\n花之……子，\n完全变了个样子！\x0e\0\x04\0这才是你真正的模样啊。\n好漂亮。\x0e\0\x04\0还有那个背上，\n难道是……
hana_Adult_03	是的，正如您所看到的一样。\n我自己也很惊讶。\x0e\0\x04\0竟然还可以在天上飞，\n这是连想都没想过的。\n人生真是个未知数呀。
hana_Adult_03_01	太好了，马力欧！\n让花之子带我们到\n门悬崖的上空去吧！
hana_Adult_03_02	嗨，花之子，\n可以拜托你吗？
hana_Adult_03_03	当然可以，小事一桩。\n多亏您两位的救助，\n我才能变成大人。\x0e\0\x04\0能够报恩，那是我的愿望。\n我反而要拜托你们了。\n请一定让我护送你们吧！
hana_Adult_03_04	哎呀——。\n花之子完全是个大人呀。\n谢谢！\x0e\0\x04\0那么恭敬不如从命，拜托了。\n多多关照。
hana_Adult_04	去门悬崖吧。\n准备好了吗？\x0e\x03\0*\0\0\xff\xff\0\0d\0 \0h\0a\0n\0a\0_\0A\0d\0u\0l\0t\0_\00\04\0_\0y\0n\0
hana_Adult_04_yn	好了\n还没好
hana_Adult_04_yes	清楚了！\n那么走吧。\n坐上来时请注意安全。
hana_Adult_04_no	清楚了。\n那么就在此等候你们吧。\n随时都可以叫我帮忙的。
hana_Adult_05	啊啊，好怀念呀！\n那个时候，也是这样带着\n你们两位到毒岛上的。
hana_Adult_05_2	花之子，\n说什么好怀念……\n那，就是刚刚才发生的事情噢。
hana_Adult_05_3	没错呢。\n小时候的回忆总感觉\n像是很久很久以前的事。\x0e\0\x04\0那么，走吧！
hana_Adult_06	哎呀……？\n花之子难道不在？
hana_Adult_07	马力欧先生，智贴贴小姐，\n辛苦了！
stg4_1.msbt
kanban_02	〈　！　〉\n小心野生企鹅
catherine_rylic_0	\x0e\x04\x03\x04\0\0\0\0{d}{c[f4f4f4]}女人的心　和　男人的心{c[000000]}{/d}\x0f\x04\x03\x0e\x01\x01\0
catherine_rylic_1	\x0e\x04\x03\x04\0\0\0\0{d}{c[f4f4f4]}总是　飘忽不定的　恋爱之心{c[000000]}{/d}\x0f\x04\x03\x0e\x01\x01\0
catherine_rylic_2	\x0e\x04\x03\x04\0\0\0\0{d}{c[f4f4f4]}蝴蝶结　飘乎飘乎　相当　忐忑忐忑{c[000000]}{/d}\x0f\x04\x03\x0e\x01\x01\0
stg4_2.msbt
stg4_3.msbt
mansion_door_locking_01	门打不开呢。\n是不是上锁了？\n还是……
mansion_ghost_party_01	哎，哎，\n刚刚的是很恐怖的东西？\n怎么看起来有些好玩呢。
mansion_ghost_party_02	不过，他们都在\n一瞬间躲起来了呢。\n是害羞的家伙吧。\x0e\0\x04\0那么，把他们全部找到\n并封印起来吧！
mansion_bookshelf_02	○月○日　　　天气　雪\n主人终于结束了多年的工作，\n退休了。\x0e\0\x04\0而且，\n好像还收到了一个纪念品，\n是一幅描绘工作中身影的画。\x0e\0\x04\0把那幅画装饰在了客厅，\n主人喝着我泡的茶，\n一直在欣赏着那幅画。\x0e\0\x04\0一定是回忆起了\n自己还在职时的工作场面吧。\x0e\0\x04\0主人，这３０年来辛苦了。
mansion_bookshelf_03_before	法方用使的纸贴跳尽无\x0e\0\x04\0，跳续连地好好果如但\n，小常非害伤的与给次一跳\n，纸贴的有稀常非张这\x0e\0\x04\0。害伤与给地断不地次一又次一\n，去下续持地尽无以可直简\x0e\0\x04\0。候时个那到藏收好好你荐推\n此因，用有常非会\n合场的等时现出堆扎人敌的小弱
mansion_bookshelf_03_after	无尽跳贴纸的使用方法\x0e\0\x04\0这张非常稀有的贴纸，\n跳一次给与的伤害非常小，\n但如果好好地连续跳，\x0e\0\x04\0简直可以无尽地持续下去，\n一次又一次地不断地给与伤害。\x0e\0\x04\0弱小的敌人扎堆出现时等的场合\n会非常有用，因此\n推荐你好好收藏到那个时候。
mansion_bookshelf_04	{d}白色山谷\xb7缆车的说明{/d}\x0e\0\x04\0此缆车是可以\n一览白色山谷美景的\n极具人气的观光点。\x0e\0\x04\0可以一边悠闲地乘着缆车\n摇摇晃晃，一边欣赏\n脚下广阔无垠的银色世界。\x0e\0\x04\0{d}○　！注意！　○{/d}\n摇晃缆车或是跳出去的话，\n动物会因此而受惊逃走！
mansion_bookshelf_05	{d}专业列传　第５５４次{/d}\n{d}“安全确认３０年的专家”{/d}\x0e\0\x04\0位于某个深山里的缆车。\n有位专家一直在不停地确认使用\n该缆车的滑雪客以及观光客的安全。\x0e\0\x04\0下雪天也一个人站在平台上，\n为了确认安全，一直守望着载有\n客人的缆车，直到消失在雪中。\x0e\0\x04\0热爱缆车热爱安全的３０年。\n听说他退休后，在缆车附近的公馆\n里和仆人两个人过着安静的生活。\x0e\0\x04\0而且，这个缆车自从失去了\n这位安全确认专家，就没运转过。\n下次：“靠软磨硬泡卖贴纸的专家”
mansion_bookshelf_06	{d}★★★　独家新闻！　★★★{/d}\n{d}不可思议！幽灵之书的谜！！{/d}\x0e\0\x04\0曾经有个著名的幽灵猎人\n将自己打倒的所有幽灵\n都封印在了一本书里。\x0e\0\x04\0据说如果随随便便\n就打开了那本书，\n幽灵们有可能还会复活。\x0e\0\x04\0这本幽灵之书或许现在\n还存在于世上的某个角落……
mansion_bookshelf_07_after	{d}圣纸节心得{/d}\x0e\0\x04\0所谓圣纸节，是指一年一度\n降临大地的六位圣纸神\n倾听人们愿望的节日。\x0e\0\x04\0一、从天空落到这地面的圣纸，\n大家要友好地捡起来。\x0e\0\x04\0二、一心向六位圣纸神居住的彗星，\n为你的愿望虔诚地祈祷。\x0e\0\x04\0三、彗星是神圣的，\n决不能粗暴地\n或是用充满欲望的手去触摸。\x0e\0\x04\0要知道，只有遵守了这些，\n你的愿望才能传达给六位圣纸神。
mansion_bookshelf_08	{d}摇奖全面解析！{/d}\n{d}轻松转齐图案的{/d}\n{d}３个方法{/d}\x0e\0\x04\0●根据“ＰＯＷ”等醒目的图案\n通过的周期，\n抓住时机按会有效。\x0e\0\x04\0●不要连续按键，\n而是按照同样的间隔来按的话，\n图案会很容易地转齐。\x0e\0\x04\0●摇奖内的图案金币是数量最多的。\n从概率来说，瞄准金币，\n转齐的可能性是最高的。
mansion_bookshelf_09	纸片签片贴纸　纸片纸贴贴纸贴\n纸贴贴纸　纸片签　纸片签纸片贴\n贴纸纸贴片　签纸纸　纸片签贴纸
mansion_bookshelf_09_2	咦！？\n这本书是用古代贴纸语书写的！\x0e\0\x04\0让我读读看。\n不过古代语什么的，\n以前只在学校里学过……
mansion_bookshelf_09_3	皇家贴纸收集齐的时候\n五道光束照亮墙壁\n真相将被揭晓
mansion_bookshelf_09_4	是用古代贴纸语书写的。\n我来读一下吧。
mansion_bookshelf_09_5	光束……真相……？\x0e\0\x04\0嗯……知道是在说\n和皇家贴纸有关的事情，\x0e\0\x04\0但具体的意思……\n很抱歉啊，一点都不明白。\x0e\0\x04\0古代语的成绩不怎么样……
mansion_bookshelf_09_6	五道光束……\n真相将被揭晓！\x0e\0\x04\0啊，这个是在说\n那个门悬崖的事情啊！\x0e\0\x04\0这个，一定是\n从贴纸星带来的古老预言书啊！
mansion_ghost_seal_01	　把嘘嘘鬼封印了。
mansion_all_ghost_seal_01	加上刚刚那只，书的页面\n都满了。这是不是说\n所有的嘘嘘鬼都封印好了……？
yakata_kino_soto_door	首先，能不能听听我的话呢？
yakata_kino_soto_00	马力欧先生到这么寒冷的\n地方来，真是辛苦了。\n我是这个公馆的主人。\x0e\0\x04\0\x0e\x04\x02\0说实话，我真的很想\n在这个公馆里好好招待\n长途劳累的马力欧先生。\x0e\0\x04\0\x0e\x04\x02\0但现在不是这种时候。\x0e\0\x04\0\x0e\x04\x02\0封印着非常恐怖的东西的那本书，\n不知被什么人打开了。\x0e\0\x04\0\x0e\x04\x02\0很多恐怖的东西\n从里面逃了出来。\x0e\0\x04\0\x0e\x04\x02\0那恐怖的东西是……\x0e\0\x04\0\x0e\x04\x02\0……太、太、太过恐怖，\n以至于没法从口中说出那名字，\x0e\0\x04\0\x0e\x04\x02\0总之，有很多恐怖的东西\n游荡着的公馆太恐怖了，\n根本没法住人。\x0e\0\x04\0\x0e\x04\x02\0怎么样，是很恐怖的吧？
yakata_kino_soto_01	马力欧先生，那个就是\n提到的封印之书。\x0e\0\x04\0\x0e\x04\x02\0啊啊，拿着那本书的\n马力欧先生的勇姿，\n是多么的值得信赖啊！\x0e\0\x04\0\x0e\x04\x02\0如果把公馆里的所有恐怖的东西\n重新封印回那本书里，\n然后放回原来所在的地下室，\x0e\0\x04\0\x0e\x04\x02\0我就能进公馆里去，\n可以好好地招待马力欧先生。\x0e\0\x04\0\x0e\x04\x02\0无论如何，请让我好好地招待\n马力欧先生！\n拜托了！
yakata_kino_soto_02	请把所有恐怖的东西\n重新封印回那本书里，\n然后放回原来所在的地下室。\x0e\0\x04\0我无论如何也想好好地招待\n马力欧先生！\n拜托了！
yakata_kino_soto_01_lucie	啊……嗯，也就是说，\n想让我们封印\n公馆里的恐怖的东西？\x0e\0\x04\0书的封印被打破这样的事，\n这话听起来有点奇怪啊。\n是皇家贴纸的缘故吗？\x0e\0\x04\0但是，在有恐怖东西的公馆里\n击退这些恐怖的东西，\n好像蛮有趣啊。\x0e\0\x04\0那么，马力欧，\n到公馆里看看吧。
yakata_kino_soto_01_lucie_2	……当然，如果你也\n对恐怖的东西有恐怖感的话，\n不做也可以的，呵呵呵。
yakata_kino_soto_03	啊，马力欧先生。\n背部突然觉得阵阵发冷的。\n怎么回事啊。\x0e\0\x04\0而且即使靠近篝火，\n阵阵发冷的感觉也没消失。\n是感冒了吗？
yakata_kino_soto_04	啊，马力欧先生。\n背部觉得阵阵发冷的。\n就请让我烤烤火吧。
yakata_kino_soto_06	啊，马力欧先生。\n刚才背部阵阵发冷的感觉\n就像没发生过一样。\x0e\0\x04\0感冒痊愈了吗？
yakata_kino_soto_07	公馆里仍然充满着很多\n恐怖的东西。\x0e\0\x04\0即使是在这里，\n那种恐怖感也会一点点地渗透过来。\n拜托你好好地封印吧。
yakata_kino_soto_08	看起来减少了很多，\n但即使这样还是很恐怖。
yakata_kino_soto_10	好像减少了相当多，\n但还是有点恐怖呢。
yakata_kino_soto_10_8	大概还有８只恐怖的！\n马力欧先生，请加油。
yakata_kino_soto_10_7	大概还有７只恐怖的！\n马力欧先生，请加油。
yakata_kino_soto_10_6	大概还有６只恐怖的！\n马力欧先生，请加油。
yakata_kino_soto_10_5	大概还有５只恐怖的！\n马力欧先生，做得好。
yakata_kino_soto_10_4	大概还有４只恐怖的！\n马力欧先生，做得好。
yakata_kino_soto_10_3	大概还有３只恐怖的！\n马力欧先生，还有一点点了。
yakata_kino_soto_10_2	大概还有２只恐怖的！\n马力欧先生，还有一点点了。
yakata_kino_soto_10_1	大概还有１只恐怖的！\n马力欧先生，还有一点点了。
yakata_kino_soto_11	公馆里已经不恐怖了，\n但是马力欧先生，那本书还是\n很恐怖。请放到地下室去吧。
yakata_boss_00	嘿，这里不是\n原来放封印之书的地方吗？
yakata_boss_01	要放下书吗？\x0e\x03\04\0\0\xff\xff\0\0d\0*\0y\0a\0k\0a\0t\0a\0_\0b\0o\0s\0s\0_\00\01\0_\0s\0e\0l\0e\0c\0t\0
yakata_boss_01_select	放\n稍后
yakata_boss_02	哎呀，好像不行。\n看来还没有全部封印起来呢。
