BestScore\BestScore.msbt
BestScore_Title	ベストスコア
Reference\NuiRoomTheme.msbt
NuiRoomTheme_001	ピカチュウの部屋
NuiRoomTheme_002	おもちゃの部屋
NuiRoomTheme_003	お花畑の部屋
NuiRoomTheme_004	ロッジの部屋
NuiRoomTheme_005	晴れた海の部屋
NuiRoomTheme_006	夕日の海の部屋
NuiRoomTheme_007	ふしぎな森の部屋
NuiRoomTheme_008	ひざしの森の部屋
NuiRoomTheme_009	広い宇宙の部屋
NuiRoomTheme_010	楽しい宇宙の部屋
NuiRoomTheme_011	昼のおかしパーティーの部屋
NuiRoomTheme_012	夜のおかしパーティーの部屋
Reference\Others.msbt
New	NEW
TransferID	引き継ぎID
TransferCode	引き継ぎコード
TransferSaveFiles	セーブデータの引き継ぎ
TransferMode	引き継ぎモード
Reference\Select.msbt
Yes	はい
No	いいえ
Back	もどる
Next	つぎへ
OK	OK
Finish	おわる
Close	とじる
Give	わたす
Quit	やめる
Continue	つづける
Retry	リトライ
BackTitle	タイトルへ
BackTitle2	タイトル画面
Ingame_Select	えらぶ
Ingame_Go	すすむ
Ingame_Turn	まわす
Ingame_Decide	けってい
Ingame_Dig	くだく
Ingame_Put	おく
Ingame_Grab	つかむ
Ingame_Release	はなす
Ingame_Return	もどす
Ingame_Move	うごかす
Ingame_Break	こわす
Ingame_Scan	スキャン
Ingame_Draw	せんをひく
Ingame_Erase	けす
Delete	消す
Interrupt	ちゅうだんする
Buy	購入にすすむ
Transfer	引き継ぐ
Skip	スキップ
Restore	復元する
System\DataTransition.msbt
DataTransition_Title	セーブデータの引き継ぎ
DataTransition_Select_Sub	セーブデータの引き継ぎをします
DataTransition_Select_Exp	「セーブデータの引き継ぎ」を行うことで、これまであそんだセーブデータを他の端末に移行することができます。\n「セーブデータの引き継ぎ」を行うには、古い端末で表示される「引き継ぎID」と「引き継ぎコード」を、新しい端末で入力する必要があります。\n\n「セーブデータの引き継ぎ」は以下の手順で行ってください。\n\n\n【古い端末での操作】\n\n1. 古い端末の「セーブデータの引き継ぎ」画面で「引き継ぎモードにする」をえらんでください。\n\n2. 古い端末が「引き継ぎモード」中となり、画面に「引き継ぎID」と「引き継ぎコード」が表示されます。\n   画面のスクリーンショットをとるか、メモをとるなどして、正しく記録してください。\n\n※引き継ぎをやめる場合は、「引き継ぎモードを解除する」をえらんでください。\n\n【新しい端末での操作】\n\n3. 新しい端末で『ポケモンフレンズ』を起動し、「オプション」から「セーブデータの引き継ぎ」をえらんでください。\n\n4. 「セーブデータの引き継ぎ」画面で「引き継ぎ情報を入力する」をえらび、記録した「引き継ぎID」と「引き継ぎコード」を正しく入力し、「OK」をえらんでください。\n\n5. 「セーブデータの引き継ぎ」が成功すると、「タイトル画面」へ戻ります。\n\n※引き継ぎに失敗する場合は、引き継ぎ元の端末が正しく「引き継ぎモード」になっているか、「引き継ぎID」と「引き継ぎコード」が正しく入力されているか、もしくはネットワークに正しく接続されているかご確認ください。
DataTransition_Select_Source_Sub	この端末から新しい端末にセーブデータを引き継ぐときはこちら
DataTransition_Select_Source_Button	引き継ぎモードにする
DataTransition_Select_Source_Confirm_Sub	引き継ぎの注意とかくにん
DataTransition_Select_Source_Confirm_Exp	この端末で使用している{[0117]}とは別の\n{[0117]}や異なるOSの端末へ\n「セーブデータの引き継ぎ」を行う場合は\nダウンロードコンテンツの購入情報を\n引き継ぐことができず\n再購入が必要となりますのでご注意ください。\n\n引き継ぎを行ってもよろしいですか？
DataTransition_Select_Source_Confirm_Cancel	やめる
DataTransition_Select_Source_Confirm_OK	引き継ぐ
DataTransition_Select_Destination_Sub	古い端末からこの端末へセーブデータを引き継ぐときはこちら
DataTransition_Select_Destination_Button	引き継ぎ情報を入力する
DataTransition_Select_Destination_Confirm_Sub	引き継ぎの注意
DataTransition_Select_Destination_Confirm_Exp	引き継ぎIDと引き継ぎコードを入力して\nセーブデータを引き継ぐことができます。\n新しい端末へ引き継ぎを行うと\n古い端末のセーブデータはすべて削除されます。
DataTransition_Select_Destination_Confirm_OK	OK
DataTransition_Input_Sub	引き継ぎ情報を入力してください
DataTransition_Input_ID	引き継ぎID
DataTransition_Input_Code	引き継ぎコード
DataTransition_Input_Cancel	やめる
DataTransition_Input_OK	引き継ぐ
DataTransition_Input_ID_Title	引き継ぎIDを入力してください
DataTransition_Input_ID_OK	OK
DataTransition_Input_Code_Title	引き継ぎコードを入力してください
DataTransition_Input_Code_OK	OK
DataTransition_Input_Error_Exp	引き継ぎID、または引き継ぎコードが正しくありません。\n古い端末が「引き継ぎモード」であることや\n入力した引き継ぎID、引き継ぎコードが間違っていないかを\nかくにんしてください。
DataTransition_Input_Error_Back	もどる
DataTransition_Mode_Sub	引き継ぎモード中です
DataTransition_Mode_Exp	この端末は現在、他の端末への引き継ぎモードになっています。\n引き継ぎには、以下の引き継ぎIDと引き継ぎコードが必要になります。\n\nメモしたり、画面の画像を保存するなどして、忘れないようにしてください。\n引き継ぎをやめるには「引き継ぎモードを解除する」ボタンを押してください。
DataTransition_Mode_ID	引き継ぎID
DataTransition_Mode_Code	引き継ぎコード
DataTransition_Mode_Cancel	引き継ぎモードを解除する
DataTransition_Mode_Cancel_Confirm_Sub	引き継ぎモードの解除のかくにん
DataTransition_Mode_Cancel_Confirm_Exp	引き継ぎモードを解除すると\n新しい端末へ「セーブデータの引き継ぎ」ができません。\n\n引き継ぎモードを解除してもよろしいですか？
DataTransition_Mode_Cancel_Confirm_Cancel	もどる
DataTransition_Mode_Cancel_Confirm_OK	解除する
DataTransition_Mode_Complete_Exp_00	新しい端末への「セーブデータの引き継ぎ」が完了しましたので\nこの端末のセーブデータはすべて削除されます。\n\n引き続き『ポケモンフレンズ』をお楽しみください。
DataTransition_Mode_Complete_OK_00	OK
DataTransition_Mode_Success_Exp	この端末への引き継ぎが完了しました。\n引き続き『ポケモンフレンズ』をお楽しみください。
DataTransition_Mode_Success_OK	OK
DataTransition_Mode_Cancel_Fail_Exp	引き継ぎモードの解除に失敗しました。\nすでに「セーブデータの引き継ぎ」が\n完了しているセーブデータです。
DataTransition_Mode_Cancel_Fail_OK	OK
DataTransition_Restore_Exp	この端末のAppleアカウントで過去にダウンロードコンテンツを\n購入した事がある方は購入情報の復元を行ってください。
DataTransition_Restore_Restore	復元する
DataTransition_Restore_Next	スキップ
DataTransition_Execute_Sub	引き継ぎを行う前にかくにんしてください
DataTransition_Execute_Exp	引き継ぐセーブデータと、この端末の{[0117]}がもっている\nダウンロードコンテンツの購入情報が異なっています。\nこのまま「セーブデータの引き継ぎ」を行うと\n古い端末で購入したダウンロードコンテンツを再度購入するか\nすべてのセーブデータを削除するまで、プレイすることができません。\n\n本当に引き継ぎを行いますか？
DataTransition_Execute_DLC_Sub	再購入が必要なダウンロードコンテンツ
DataTransition_Execute_DLC_Basic	たくさんあそべるパック
DataTransition_Execute_DLC_DLC01	もっとこだわりパック1
DataTransition_Execute_DLC_DLC02	もっとこだわりパック2
DataTransition_Execute_OK	引き継ぐ
DataTransition_Execute_Cancel	やめる
System\System.msbt
System_TurmsUpdate	利用規約やプライバシーポリシーがこうしんされました。
System_TurmsUpdate_OK	OK
System_LanguageArea_Language	使用する言語をえらんでください。
System_LanguageArea_Area	お住まいの国・地域をえらんでください。
System_LanguageArea_OK	OK
System_TermsPP_Sub	利用規約 / プライバシーポリシー
System_TermsPP_Exp	『ポケモンフレンズ』 を利用するためには\n利用規約とプライバシーポリシーに同意する必要があります。\n\nそれぞれの内容をかくにんしてください。
System_TermsPP_OK	OK
System_TermsPP_Terms	利用規約
System_TermsPP_Terms_OK	OK
System_TermsPP_Terms_Agree	利用規約に同意する
System_TermsPP_PP	プライバシーポリシー
System_TermsPP_PP_OK	OK
System_TermsPP_PP_Agree	プライバシーポリシーに同意する
System_Datatransition_Caution_Sub	ダウンロードコンテンツによるプレイせいげんについて
System_Datatransition_Caution_Exp	セーブデータに購入していないダウンロードコンテンツの\nデータが含まれています。\n解決するためには、該当するダウンロードコンテンツを\n購入する必要があります。\n購入せずにゲームを始める場合は、オプションの\n「すべてのセーブデータを削除」からセーブデータの削除を行ってください。
System_Datatransition_DLC_Sub	購入が必要なダウンロードコンテンツ
System_Datatransition_DLC_Basic	たくさんあそべるパック
System_Datatransition_DLC_DLC01	もっとこだわりパック1
System_Datatransition_DLC_DLC02	もっとこだわりパック2
System_Datatransition_Caution_GoTitle	タイトルへ
System_Childlock_Title	おうちの ひとに きいてね
System_Childlock_Exp	計算をとくことで、つぎの画面にすすみます。
System_Tutrial_Download	残りのデータをダウンロードするため\nタイトルにもどります。
System_Tutrial_Download_OK	OK
System_Android_Payment	決済が完了しました。\n購入したダウンロードコンテンツのデータを\nダウンロードするため、タイトル画面にもどります。
System_Android_Payment_OK	OK
System\URL.msbt
URL_FAQ_Asia	https://www.pokemon-friends.jp/faq/
URL_FAQ_KR	https://pokemonkorea.co.kr/game_support/
URL_FAQ_Others	https://www.pokemon-friends.jp/en/faq/
TermsPP\PP.msbt
TermsPP_PP_Text	『ポケモンフレンズ』に関するプライバシーポリシー\n\n1.はじめに\n本プライバシーポリシー（以下「本プライバシーポリシー」といいます）は、株式会社ポケモンならびにその関連会社（以下「当社」といいます）が、『ポケモンフレンズ』（以下「本サービス」といいます）に関連して、お客様の個人データ（お客様の個人情報）を収集および使用する方法について定めたものです。また、本プライバシーポリシーではお客様がご自身の個人データにアクセスしたり、変更したりする際にどのような権利を有しているかについても説明します。\n\n本プライバシーポリシーは、お客様がお住いの国または地域で適用される法令に基づいて作成されています。お客様は、お客様がお住いの国または地域の法令に従って、本サービスの利用を通じてお客様が当社に提供したお客様の情報や、当社がお客様から収集した情報にアクセス、削除、訂正、可搬する権利があります。これらの権利を行使するには、次条をご参照の上、当社にご連絡ください。\n\nお客様がお住まいの国または地域において未成年者である場合、お客様は、法定代理人の方が本プライバシーポリシーを確認し、これを条件としてお客様が本サービスを利用することについて同意したことを確認するものとします。お客様または法定代理人の方が本プライバシーポリシーに同意なさらない場合は、本サービスを利用することはできません。\n\n2.当社について\n2.1 株式会社ポケモンは日本で登記された会社であり、住所は次項の通りです。\n\n2.2 お客様は、以下の連絡先にて、当社にご連絡いただけます。\n (a)アジア（韓国を除く）にお住まいのお客様：\n 株式会社ポケモン\n 宛名：ポケモンフレンズ\n 住所：東京都港区六本木6-10-1六本木ヒルズ森タワー8階\n 問合せ先： https://www.apppokemon.com/gate/\n \n (b)韓国にお住まいのお客様：\n Pokémon Korea,Inc.\n 宛名：포켓몬 프렌즈 \n 住所：4F 801,Sinsu-ro,Suji-gu,Yongin-si, Gyeonggi-do, Korea 　\n 電子メール：mobilemaster@pokemonkorea.co.kr\n\n (c)アジア以外にお住まいのお客様：\n The Pokémon Company International, Inc.\n 宛名：Pokémon Friends \n 住所：10400 NE 4th Street, Suite 2800 Bellevue, WA 98004 USA\n 電子メール：privacyquestions@pokemon.com\n\n3.お客様に関して収集する情報\n3.1 お客様から提供を受ける情報\n本サービスの利用にあたり、お客様は個人情報を開示しないことを選択することができます。ただし、その場合、本サービスの一部の機能を利用いただくことができません。\n3.1.1 当社は、お客様が以下の行為を行った場合、お客様から提供を受ける情報（第3.1.2条および第3.2条参照）を収集します。\n (a)電子メールまたは当社カスタマーサポートサイトを通じて、お問い合わせ、ご意見または苦情をお寄せいただいた場合。\n (b)郵便、電子メールまたは当社カスタマーサポートサイトを通じて、当社にご連絡いただいた場合。\n3.1.2 お客様が本サービスを利用する際に、当社がお客様から提供を受ける情報には、以下の情報が含まれます（提供される情報は、状況に応じて異なります）。\n (a)識別データ。お客様が所在している国または地域および生年月日。\n (b)プレーヤーのプロフィールデータ。セーブデータ名、言語選択および国または地域選択を提供することがあります。\n注意：セーブデータ名には、お客様の実名、イニシャルまたはその他お客様を特定できる情報を使用しないでください。これらの情報には、以下のものが含まれます。\n・あらゆるゲーム内で使用しているID、パスワード等\n・お問い合わせ情報\n・その他の個人情報\n本サービスはお客様の生年月日を入力していただく場合がありますが、お客様の端末にのみ保存されます。入力された生年月日に基づくお客様の年齢のみ、分析目的で転送および集計される場合がありますが、生年月日は転送および集計されません。\n\n3.2お客様に関して収集する情報\n (a)取引に関するデータ。当社は、本サービスを通じて、お客様の購入取引に関連する情報（日時、請求金額およびその他関連する取引の詳細を含みます）を収集する場合があります。\n (b)ご連絡いただいた内容に含まれる情報。当社は、当社およびお客様とのやり取りに含まれるすべての情報（お客様の氏名、住所、メールアドレス、電話番号等）を収集します。例えば、お客様からカスタマーサポートにご連絡いただいた場合、当社はかかるやり取りの内容を記録します。\n (c)技術的なデータ。当社は、お客様が本サービスおよび本サービスにアクセスするために使用しているデバイスをどのように使用しているかについて一定の情報を収集します。当該情報には、お客様のデバイス情報（ハードウェアモデル、オペレーティングシステム情報）、引き継ぎID、引き継ぎコード、本サービスとのやり取りに関する情報（ページビュー、リクエスト、セッション数、ダウンロード数、ユーザーのゲーム進行状況等のタイムスタンプおよび日付スタンプ情報を含みます）、ゲームプレイ関連データ（ゲームエラー、アプリ内購入を含みます）ならびにその他類似の情報が含まれる場合があります。\n\n4.お客様に関する情報の利用方法およびお客様の情報の受領者\n4.1 当社は、次項に記載する目的達成のために必要な範囲内で、以下のいずれかに基づいてお客様の情報を使用します。\n (a)当社との契約の履行状況および/またはお客様に対する当社サービスの提供状況。\n (b)（当社が要求した場合の）お客様の同意。\n (c)当社の法律上または規制上の義務を遵守する必要性。\n (d)当社の正当な利益。\n\n4.2当社は、前項に基づいて、以下各号の目的のためにお客様の情報を使用します。\n (a)本サービスへのアクセスを提供するため。お客様にとって便利かつ最適な方法で、お客様に合わせてパーソナライズされたコンテンツと共に本サービスへのアクセスを提供し、お客様が本サービス内にご自身のゲームプレイ記録を保持することを可能にするため。\n (b)お客様が本サービスの特定の機能へアクセスすることを可能にするため。お客様がアプリ内購入およびゲームプレイ等の機能へアクセスすることを可能にするため。\n (c)当社およびお客様の間の取引を円滑にし、処理するため。当社は、取引および支払いを処理し、当社に支払われる金額を回収するためお客様の情報を使用します。\n (d)ユーザーおよびカスタマーサポートのため。カスタマーサービスおよびサポートを提供するため、本サービスに関するお問い合わせや苦情に対応するため、ならびにカスタマーサポートを提供することを目的に、必要に応じて本サービス開発者、ITサポート・プロバイダーおよび決済サービス・プロバイダーとお客様の情報を共有するため。\n (e)分析のため。データを分析し、本サービス、商品／サービス、マーケティング、顧客関係およびユーザー体験を改善するため。\n (f)詐欺および不法行為の検出および防止のため。詐欺行為や許可されていない、または違法である行為（身分詐称を含みます）に対する保護、調査、および防止のため、当社の規約、方針、規則および契約の執行を含む、当社、当社の関連会社、代理人、顧客および他の者の権利および財産を保護するため、あらゆる者の安全およびセキュリティを保護するため、および／または 当社および当社のパートナーのサービス、ウェブサイトおよびアプリの安全およびセキュリティを保護するため。\n (g)方針、手順および法令の遵守のため。当社が当社の方針および手順を遵守し、当社の法的権利を行使することを可能にするため、もしくは当社の技術顧問および法律顧問とお客様の情報を共有し、法令を遵守する、または適法な要求および法的手続（例えば、裁判所の命令または召喚状の遵守を含みます）に対応することを可能にするため。\n\n4.3 お客様がEUまたは英国に所在しており、当社による情報の処理について懸念がある場合は、下記第９条の「EUまたは英国に所在するユーザーの権利」の詳細をご参照ください。\n\n5.当社がお客様の情報を共有する可能性のある第三者\n上述した目的および正当な根拠に関連して以下のような第三者と関連する場合および適用される法令で認められる範囲において、当社は以下のような第三者にお客様の個人情報を共有します。\n (a)開発委託先。日本を拠点とするワンダーファイ株式会社、株式会社ポケモンワークス、株式会社ハ・ン・ド。\n (b)当社のサービス・プロバイダー。カスタマーサポート会社（日本を拠点とするSide International Japan株式会社およびポールトゥウィン株式会社、\nマレーシアを拠点とするSide Malaysia Sdn. Bhd.、ならびに米国を拠点とするModSquad, Inc.）、コンサルタントその他の当社のために業務を行い、その遂行のためにお客様の個人情報にアクセスするサービス・プロバイダー。\n (c)関連会社。英国、アイルランドおよび米国を拠点とするThe Pokémon Company International, Inc.、韓国を拠点とするPokémon Korea, Inc.を含む、当社の子会社。\n (d)当社事業の売却者および買収者となる見込みの者。当社の事業または資産の全部または一部の売却、移転、分割または開示を伴う、合併、資金調達、買収、破産、解散、取引もしくは手続のための交渉に関連する者または当該交渉中の者。\n (e)その他の第三者（専門アドバイザーを含みます）。当社が当社の法的権利を行使することを可能にする、または当社従業員の権利、財産または安全を保護することを可能にする、もしくはかかる開示が法律上許可または要求される場合、英国、米国、日本およびその他の国／地域に拠点を置くその他の第三者（法的またはその他のアドバイザー、規制当局、裁判所、法執行機関および政府機関を含みます）。\n\n6.第三者のコンテンツ及びリンク\n本サービスおよび当社のウェブサイトには、Cookieおよびその他のトラッキングメカニズムを利用している第三者が運営しているコンテンツや他のサイトへのリンクが含まれている場合があります。当社は、これらの第三者のウェブサイトまたはそのトラッキング活動を管理しておらず、本プライバシーポリシーはそれらには適用されません。当該第三者のサイトがお客様の情報をどのように収集および使用しているか、また、これらのサイトがCookieを使用しているかどうか、およびその使用目的を確認するには、当該サイトの規約およびプライバシーポリシーをご参照ください。\n\n7.お客様の情報の管理方法およびその保存期間\n7.1 当社は、お客様の情報を不正アクセスや不正使用から保護するために、適切な技術的および運用上のセキュリティ対策を実施しています。\n\n7.2 当社は、お客様が当社に要求したサービスを提供するために適切である限り、または法令遵守および執行目的、ならびに紛争解決といった当社の正当な事業目的のためにその情報の保存を合理的に必要とする限り、お客様の情報を保存します。実際の保存期間は、商品の種類、データの種類および機密度、事業上のニーズ、お客様の期待およびニーズ、利用可能なユーザー管理措置の種類ならびにデータの保存形式等、様々な要因により異なります。\n\n7.3 当社は、利用目的に照らして、お客様の個人情報の保存が必要でなくなった場合、お客様の情報を破棄または削除いたします。紙に出力されたお客様の情報は粉砕機による粉砕または焼却を通じて破棄し、電子的ファイル形態で保存された個人情報は記録を復元できない技術的方法を使用して削除します。\n\n8.お客様の情報の国際的な移転\n8.1 当社は日本に所在しており、当社がお客様から収集する個人情報は、主にドイツに保管されます。これには、欧州経済領域（以下「EEA」といいます）や英国を含むお客様がお住いの国または地域以外へのデータの移転を伴います。\n\n8.2 当社がお客様の個人データをEEAまたは英国内からEEAまたは英国外に移転する場合は常に、少なくとも以下の一つの方法に基づいて移転します。\n (a)当社が特定のサービス・プロバイダーを利用する場合、当社は、欧州委員会によって承認されたEU標準契約条項および英国個人情報保護監督機関が発行した国際データ移転に関する補遺を利用することがあります。詳細については、「欧州委員会：第三国への個人データの移転に関する標準契約」をご参照ください。\n (b)当社は、欧州委員会または英国議会が個人データにおいて十分な保護水準を確保していることを認定した国、地域または特定の箇所へ移転します。\n (c)当社は、お客様との契約の履行のため、お客様の利益もしくはお客様が要求した措置を講じる目的で契約を締結または履行するため、お客様の明示的な同意に基づいて、または適用される法令で認められる場合に移転します。\n\n8.3 お客様の個人データをお客様がお住いの国または地域以外に移転する際に当社が利用する具体的なメカニズムについて詳細をご希望の場合は、本プライバシーポリシーの第2条の連絡先情報をご参照の上、当社にご連絡ください。\n\n9.EUまたは英国に所在するユーザーの権利\n9.1 お客様がEUまたは英国に所在している場合、当社がお客様に関して保有する情報について、お客様は以下を含む特定の権利を有しています。\n (a)本プライバシーポリシーによって実施しようとしているとおり、当社によるお客様の情報の利用方法について通知を受ける権利。\n (b)お客様の個人データを処理しないよう当社に要求する権利、処理を制限または停止するよう要求する権利、もしくは当社がお客様に関して保有する情報を消去するよう要求する権利。\n (c)一定の状況において、構造化され、一般的に使用され、機械で読み取り可能な形式で、当社がお客様に関して保有する情報へのアクセスを要求する権利（または、当社が技術的に可能な場合は、当該情報を別のサービス・プロバイダーに移転するよう要求する権利）。\n (d)当社がお客様に関して保有する情報で、最新でないもの、または不正確なものを修正もしくは訂正するよう要求する権利。\n (e)お客様の同意に基づく場合、当社がお客様の情報を使用することへの同意を撤回する権利。\n (f)当社の正当な利益に基づいて、当社がお客様の情報を使用することに異議を述べる権利（お客様の特定の状況において、お客様が当社の正当な利益に基づいて情報が処理されることに異議を述べたいと思わせるものがある場合）。\n (g)当社に関する苦情を英国情報コミッショナー・オフィス（UK Information Commissioner’s Office）（https://ico.org.uk/）に申し立てる権利。また、お客様はご自身が勤務する、または居住する国／地域の関係当局に苦情を申し立てることもできます。\n\n9.2 当社は、当社自身の記録保持および調査目的のために、特定の情報を保持する必要がある場合があることにご留意ください。また、お客様がマーケティングに関する通知を受信しないよう要求している場合でも、お客様のユーザーアカウントに関するサービス関連の通知を送信する必要がある場合があります。一定の状況においては、上述の権利に対する例外が存在する場合があり、お客様が例外を理由に権利を行使できない場合、当社はその説明を行います。\n\n9.3上述の権利を行使するには、本プライバシーポリシーの第2条をご参照の上、当社にご連絡ください。\n\n10.第三者のリンク  \n本サービスには、第三者のウェブサイト、プラグインおよびアプリへのリンクが含まれる場合があります。これらのリンクをクリックするか、接続を有効にすることで、第三者がお客様に関するデータを収集または共有することが可能になる場合があります。当社は、これらの第三者のウェブサイト、プラグインおよびアプリを管理しておらず、当該第三者のプライバシーに関する声明について責任を負いません。当社のウェブサイトから離れる際は、お客様がアクセスするすべての第三者のプライバシーポリシーをお読みになることをお勧めします。\n\n11.当社がお子様について収集する情報の種類\nお子様を含む本サービスを訪問されたお客様は、本サービスを正常に機能させるために、最小限の個人情報（必要な技術的なデータを含む）が収集され、本サービスを利用し、コンテンツを閲覧し、全ての機能を楽しむことができます。また、法律上保護者の同意が必要な場合、当社は保護者の同意を求めます。\n\n12.米国カリフォルニア州居住者の追加的なプライバシー権\n12.1 本条では、カリフォルニア州法に基づき要求される追加的な開示を行います。\n\n12.2\tお客様が本サービスを通じて個人情報を収集されるカリフォルニア州の消費者（以下 「顧客」といいます ）である場合、カリフォルニア州プライバシー権法は、当該個人情報に関する一定の権利をお客様に提供します。具体的には、お客様は以下の情報の提供を企業に要求する権利を有します。\n (a)当社がお客様に関して収集した個人情報の類型および特定の部分。\n (b)当社が個人情報を収集する情報源の類型。\n (c)個人情報の収集および利用の目的。\n (d)当社が個人情報を共有する第三者の類型。\n (e)事業目的のために開示されるお客様に関する個人情報の類型。\n\n12.3 お客様はまた、一定の状況においてかつ複数の例外に服すること条件として、当社に対し個人情報の削除を要求する権利および不正確な個人情報を訂正する権利を有します。さらに、お客様はこれらの権利を行使したことで差別されない権利を有します。\n\n12.4 お客様は、本プライバシーポリシーの第2条の連絡先情報をご参照の上、当社に対して連絡することにより、前項記載の権利を行使することができます。お客様が当該権利を行使する場合、当社は、お客様がご自身の身分を証明することを要求します。この際、当社は、要求の種類および当該要求に関わる個人情報のリスクに応じた証明方法にもよりますが、お客様の身元確認情報を当社が保有するお客様の個人情報と照合する場合があります。一定の個人情報、例えば、Cookie ID、デバイスIDおよびIPアドレス等の固有の識別子については、（直接識別可能な情報に関連して当社が当該情報を保有していない場合）法律が求める確度をもってお客様の身元を検証することができる合理的な方法は存在しません。一定の状況においては、上述の権利に対する例外が存在する場合があり、お客様が例外を理由に権利を行使することができない場合、当社は当該情報を提供します。当社は、適用法が定める回答期間の範囲内でお客様の要求に対応するよう合理的な努力を行います。\n\n12.5 当社は、カリフォルニア州法において定義されたお客様の個人情報を販売したりクロスコンテキスト行動広告のために共有しておらず、また、過去12ヶ月間においてもそれらの行為をしておりません。\n\n12.6 上記第5条(e)に記載した、お客様の個人情報をその他の第三者（専門アドバイザーを含みます）と共有する目的に加え、共有には、個人情報を保有する当社システムへのアクセスを必要とする事業目的（クラウド上のデータストレージの提供、当社システムのセキュリティの維持およびカスタマーサポートの提供等）で行われる共有も含まれます。当社は過去12ヶ月間、第3条に記載したすべての種類の個人情報をベンダーに開示しています。\n\n12.7 カリフォルニア州民法第1798.83条は、カリフォルニア州居住者である顧客に対し、第三者のダイレクトマーケティング目的のための当該第三者への個人情報の開示に関する特定の情報を請求することを認めています。当社は、顧客の同意なしに当社の顧客の個人情報を、提携していない第三者のダイレクトマーケティング目的のために当該第三者と共有することはありません。当社の開示方針に関するお問い合わせは、第2条の連絡先情報をご参照の上、当社にご連絡ください。\n\n13.データ・プロテクション・オフィサー\n当社のデータ・プロテクション・オフィサーへの連絡をご希望の場合は、以下の詳細をご参照ください。\n\n株式会社ポケモン\n宛名：データ・プロテクション・オフィサー\n住所：〒106-6108 東京都港区六本木6-10-1\n六本木ヒルズ森タワー8F\n\n14.\t本プライバシーポリシーの変更およびお客様が変更を当社に通知する義務\n当社はいつでも最終更新日を変更して本プライバシーポリシーを修正することができます。お客様の個人情報の収集、使用または共有方法に大幅な変更がある場合、当社は変更を説明し、法律上必要な場合は変更についてお客様の同意を求めます。\n\n当社が保有するお客様に関する個人データは正確かつ最新のものであることが重要です。当社との関係の間にお客様の個人データに変更があった場合は、お客様のプロフィールアカウント情報を更新いただくか、本プライバシーポリシーの第2条の連絡先情報から当社にご連絡いただくことでお知らせください。\n\t\n\nお客様がお住まいの国または地域によって適用される追加条項\nお客様がお住まいの国または地域によって追加条項が適用されることがあります。韓国にお住まいのお客様は韓国語の本プライバシーポリシーを、シンガポール・インドネシア・フィリピン・タイにお住いのお客様は英語の本プライバシーポリシーを、台湾にお住まいのお客様は繁体字のプライバシーポリシーをご確認ください。\n\n本プライバシーポリシーは、2025年7月22日に更新されました。
