AchieveList.msbt
AchieveListCategoriesHeroKirby	のうりょく
ClearSingle_OperationGuide	\x0e\x04\x07\x023\0くわしいクリアタイムを みる
ClearSingle_ClearTimeListTitle	クリアタイム
ClearSingle_ClearTimeListFightCount	\x0e\x02\x01\0{s[080]}{r2[せんめ]}戦目{/r2}{s[100]}
ClearSingle_ClearTimeListClearTime	\x0e\x02\x02\0:\x0e\x02\x02\0.{s[075]}\x0e\x02\x02\0{s[100]}
ClearSingle_ClearTimeListReturn	\x0e\x04\x06\x022\0とじる
Winner_Team	チーム
Rankup_Header	ファイターズポイントかくとく
Rankup_Bonus	{r2[つうしんたいせん]}通信対戦{/r2}\n{s[075]}ボーナス×{s[100]}\x0e\x02\x02\0
Rankup_Bonus_Floor	かくとくスコア2{r2[ばい]}倍{/r2}の{r2[ま]}間{/r2}\n{s[075]}ボーナス×{s[100]}\x0e\x02\x02\0
Rankup_Bonus_Item	スコアアップシール\n{s[075]}ボーナス×{s[100]}\x0e\x02\x02\0
Rankup_TotalPointText	ファイターズポイント
Rankup_PointNum	\x0e\x02\x02\0 pt
Rankup_PointNum_Minus	－\x0e\x02\x02\0 pt
UnlockText	が  かいほう された！
UnlockKindHeroKirby	のうりょく
UnlockKindHeroFriends	バディ
UnlockKindGear	\x0e\x02\x04\0のレアぼうし
UnlockKindStage	{r2[たいせん]}対戦{/r2}ステージ
UnlockKindSubBgm	{r2[うらきょく]}裏曲{/r2}
UnlockKindRogueItem	ストーリーアイテム
UnlockBaseHeroKirby	\x0e\x02\x04\0
UnlockBaseHeroFriends	\x0e\x02\x05\0
UnlockBaseGear	\x0e\x02\x06\0
UnlockBaseStage	\x0e\x02\x07\0
UnlockBaseSubBgm	「\x0e\x02\x07\0」{r2[うらきょく]}裏曲{/r2}
UnlockBaseRogueItem	\x0e\x02\x08\0
UnlockHeroKirbyWhip	ウィップ
UnlockHeroKirbyCutter	カッター
UnlockHeroKirbySword	ソード
UnlockHeroKirbyNinja	ニンジャ
UnlockHeroKirbyParasol	パラソル
UnlockHeroKirbyHammer	ハンマー
UnlockHeroKirbyBeam	ビーム
UnlockHeroKirbyFighter	ファイター
UnlockHeroKirbyBomb	ボム
UnlockHeroKirbySniper	スナイパー
UnlockHeroKirbyBeetle	ビートル
UnlockHeroKirbyBell	ベル
UnlockHeroKirbyArtist	アーティスト
UnlockHeroKirbyWrestler	レスラー
UnlockHeroKirbyYoyo	ヨーヨー
UnlockHeroKirbyStick	スティック
UnlockHeroKirbyWater	ウォーター
UnlockHeroFriendsMetaknight	メタナイト
UnlockHeroFriendsKingDedede	デデデ{r2[だいおう]}大王{/r2}
UnlockHeroFriendsGooey	グーイ
UnlockHeroFriendsMahoroa	マホロア
UnlockGearWhipRare1	ブラックテンガロン
UnlockGearWhipRare2	ドロッチェハット
UnlockGearCutterRare1	サーキブルメット
UnlockGearCutterRare2	パンクロックモヒカン
UnlockGearSwordRare1	ブレイドナイトヘルム
UnlockGearSwordRare2	ウルトラソードレプリカ
UnlockGearSwordRare3	フラン・ルージュアレンジ
UnlockGearSwordRare4	ヒーローソードのぼうし
UnlockGearNinjaRare1	しろずきん
UnlockGearNinjaRare2	サムライかぶと
UnlockGearParasolRare1	{r2[わ]}和{/r2}がさ
UnlockGearParasolRare2	セクト・クイーンズパラソル
UnlockGearHammerRare1	くろがねのハンマー
UnlockGearHammerRare2	{r2[ぎゃくしゅう]}逆襲{/r2}のハンマー・{r2[かい]}改{/r2}
UnlockGearBeamRare1	{r2[どうけし]}道化師{/r2}のぼうし
UnlockGearBeamRare2	マホローアハット
UnlockGearBeamRare3	フラン・キッスアレンジ
UnlockGearFighterRare1	ナックルヘッドギア
UnlockGearFighterRare2	ゴライアスヘッド
UnlockGearBombRare1	ハートボムハット
UnlockGearBombRare2	パイレーツハット
UnlockGearSniperRare1	かりゅうどのぼうし
UnlockGearSniperRare2	サイバーなぼうし
UnlockGearBeetleRare1	ヘルメホーンヘッド
UnlockGearBeetleRare2	ハイドラヘッド
UnlockGearBellRare1	つりがね
UnlockGearBellRare2	クリスマスベル
UnlockGearArtistRare1	ビビッティアアレンジ
UnlockGearArtistRare2	エリーヌクレイアレンジ
UnlockGearWrestlerRare1	よこづなのマゲ
UnlockGearWrestlerRare2	ガオガオマスク
UnlockGearYoyoRare1	ストリートニットキャップ
UnlockGearYoyoRare2	オリエンタルキャップ
UnlockGearStickRare1	ウィスピーカーリーヘア
UnlockGearStickRare2	チアリーダーアレンジ
UnlockGearStickRare3	ザン・パルルティザーヌアレンジ
UnlockGearWaterRare1	きんぎょばち
UnlockGearWaterRare2	スプラッシュホエール
UnlockStageCastleLololo	キャッスルロロロ
UnlockStageBubblyClouds	バブリークラウズ
UnlockStageForestCoo	クーの{r2[もり]}森{/r2}
UnlockStageDededeRing	デデデリング
UnlockStageFactory	こうじょうけんがく
UnlockStageBoyoyonHand	ボヨヨンハンドステージ
UnlockStageDynaBlade	ダイナブレイドの{r2[す]}巣{/r2}
UnlockStageButterBuilding	バタービルディング
UnlockStageVolcano	ハルドラボ{r2[かざん]}火山{/r2}
UnlockStageRainbowResort	{r2[ゆめ]}夢{/r2}の{r2[いずみ]}泉{/r2}
UnlockStageRunawayTrain	ワドルディトレイン
UnlockStageGreenGreeting	グリーングリーティング
UnlockStageJambastion	{r2[あんこく]}暗黒{/r2}ようさいジャマハルダ{r2[まえ]}前{/r2}
UnlockStageSummit	{r2[てんくう]}天空{/r2}
UnlockStageGigavolt	{r2[てつきょへい]}鉄巨兵{/r2}ギガヴォルト
UnlockStageGigantGround	{r2[こかつ]}枯渇{/r2}した{r2[うみ]}海{/r2}
UnlockStageGourmetRace	{r2[げきとつ]}激突{/r2}！グルメレース
UnlockStageDededeTower	{r2[しゅくめい]}宿命{/r2}のライバルの{r2[ま]}間{/r2}
UnlockStageDededeTower2	{r2[てん]}天{/r2}を{r2[つらぬ]}貫{/r2}く{r2[きずな]}絆{/r2}の{r2[ま]}間{/r2}
UnlockStagePractice	トレーニング
UnlockRogueItem005	こうげきの{r2[いし]}石{/r2} {r2[レベル]}Lv{/r2}3
UnlockRogueItem006	こうげきの{r2[いし]}石{/r2} {r2[レベル]}Lv{/r2}4
UnlockRogueItem007	こうげきの{r2[いし]}石{/r2} {r2[レベル]}Lv{/r2}5 {r2[のろい]}呪{/r2}
UnlockRogueItem010	たいりょくの{r2[いし]}石{/r2} {r2[レベル]}Lv{/r2}3
UnlockRogueItem011	たいりょくの{r2[いし]}石{/r2}  {r2[レベル]}Lv{/r2}4
UnlockRogueItem012	たいりょくの{r2[いし]}石{/r2} {r2[レベル]}Lv{/r2}5 {r2[のろい]}呪{/r2}
UnlockRogueItem018	かいふくの{r2[いし]}石{/r2} {r2[レベル]}Lv{/r2}1
UnlockRogueItem019	かいふくの{r2[いし]}石{/r2} {r2[レベル]}Lv{/r2}2
UnlockRogueItem020	かいふくの{r2[いし]}石{/r2} {r2[レベル]}Lv{/r2}3
UnlockRogueItem021	かいふくの{r2[いし]}石{/r2} {r2[レベル]}Lv{/r2}4
UnlockRogueItem022	かいふくの{r2[いし]}石{/r2} {r2[レベル]}Lv{/r2}5 {r2[のろい]}呪{/r2}
UnlockRogueItem023	バディかしこさアップ
UnlockRogueItem034	ゴースト{r2[きょうか]}強化{/r2}の{r2[いし]}石{/r2} {r2[レベル]}Lv{/r2}1
UnlockRogueItem035	ゴースト{r2[きょうか]}強化{/r2}の{r2[いし]}石{/r2} {r2[レベル]}Lv{/r2}2
UnlockRogueItem036	ゴースト{r2[きょうか]}強化{/r2}の{r2[いし]}石{/r2} {r2[レベル]}Lv{/r2}3
UnlockRogueItem037	ゴースト{r2[きょうか]}強化{/r2}の{r2[いし]}石{/r2} {r2[レベル]}Lv{/r2}4
UnlockRogueItem038	ゴースト{r2[きょうか]}強化{/r2}の{r2[いし]}石{/r2} {r2[レベル]}Lv{/r2}5 {r2[のろい]}呪{/r2}
UnlockRogueItem041	{r2[こうそく]}高速{/r2}チャージの{r2[いし]}石{/r2} {r2[レベル]}Lv{/r2}3
UnlockRogueItem042	{r2[こうそく]}高速{/r2}チャージの{r2[いし]}石{/r2} {r2[レベル]}Lv{/r2}4
UnlockRogueItem043	{r2[こうそく]}高速{/r2}チャージの{r2[いし]}石{/r2} {r2[レベル]}Lv{/r2}5 {r2[のろい]}呪{/r2}
UnlockRogueItem047	ボスキラーバッジ
UnlockRogueItem053	じどうかいふくシール
UnlockRogueItem054	オートガードアップ {r2[レベル]}Lv{/r2}1
UnlockRogueItem055	オートガードアップ {r2[レベル]}Lv{/r2}2
UnlockRogueItem056	{r2[ちけい]}地形{/r2}ダメージのおまもり
UnlockRogueItem059	ゴルドーダメージのおまもり
UnlockRogueItem060	バリッカウェポン{r2[きょうか]}強化{/r2}シール
UnlockRogueItem061	アイスコンテナはかいシール
UnlockRogueItem064	アイテムセレクトプラス1
UnlockRogueItem065	{r2[のろ]}呪{/r2}いのリング・じどうかいふく
UnlockRogueItem066	{r2[のろ]}呪{/r2}いのリング・こうげきアップ
UnlockRogueItem067	{r2[のろ]}呪{/r2}いのリング・ゴースト{r2[か]}化{/r2}なし
ScoreFirstStrike	せんせい こうげき
ScoreNoResurrect	ふっかつ させずに クリア
ScoreNoDamage	1Pが ノーダメージ
ScoreRemainTime	のこり{r2[じかん]}時間{/r2} ボーナス
ScoreBaseStageChange	\x0e\x02\t\0を クリア
ScoreStageChangeGale	{r2[ぜんいん]}全員{/r2}スピードアップの{r2[ま]}間{/r2}
ScoreStageChangeMoment	せいげん{r2[じかん]}時間{/r2}の{r2[ま]}間{/r2}
ScoreStageChangeDriftIce	アイスコンテナの{r2[ま]}間{/r2}
ScoreStageChangePainGround	{r2[ちけい]}地形{/r2}ダメージ2{r2[ばい]}倍{/r2}の{r2[ま]}間{/r2}
ScoreStageChangeLotOfNeedles	ゴルボールの{r2[ま]}間{/r2}
ScoreStageChangeHighSpeed	{r2[こうそく]}高速{/r2}メカギミックの{r2[ま]}間{/r2}
ScoreStageChangePowerWarrior	てきこうげきアップの{r2[ま]}間{/r2}
ScoreStageChangeExplosion	ばくはつアイテムの{r2[ま]}間{/r2}
ScoreStageChangeShellsHail	クラッカーの{r2[ま]}間{/r2}
ScoreStageChangeAmazing	ハプニングスターの{r2[ま]}間{/r2}
RankPoint_Rogue_OneBattleClear	バトルを クリア
RankPoint_Rogue_BossBattleClear	ボスを たおした
RankPoint_Rogue_FromAllScore	さいしゅうスコアを ファイターズポイント{r2[か]}化{/r2}
RankPoint_Rogue_FirstOrdealClear	この{r2[しょう]}章{/r2}を はじめてクリア
RankPoint_Rogue_GeneralOrdealClear	この{r2[しょう]}章{/r2}を クリア
RankPoint_Single_OneBattleClear	\x0e\x02\x01\0{r2[せん]}戦{/r2} しょうり
RankPoint_Single_FromTotalClearTime	クリアタイムを ファイターズポイント{r2[か]}化{/r2}
RankPoint_Single_FirstDifficultyClear	このなんいどを はじめてクリア
RankPoint_Single_GeneralDifficultyClear	このなんいどを クリア
RankPoint_OfflineMulti_NotTeamPlace1	こじん{r2[せん]}戦{/r2} 1{r2[い]}位{/r2}
RankPoint_OfflineMulti_NotTeamPlace2	こじん{r2[せん]}戦{/r2} 2{r2[い]}位{/r2}
RankPoint_OfflineMulti_NotTeamPlace3	こじん{r2[せん]}戦{/r2} 3{r2[い]}位{/r2}
RankPoint_OfflineMulti_NotTeamPlace4	こじん{r2[せん]}戦{/r2} 4{r2[い]}位{/r2}
RankPoint_OfflineMulti_NotTeam_Tie_1st	こじん{r2[せん]}戦{/r2} 1{r2[い]}位{/r2}タイ
RankPoint_OfflineMulti_NotTeam_Tie_2nd	こじん{r2[せん]}戦{/r2} 2{r2[い]}位{/r2}タイ
RankPoint_OfflineMulti_NotTeam_Tie_3rd	こじん{r2[せん]}戦{/r2} 3{r2[い]}位{/r2}タイ
RankPoint_OfflineMulti_TeamPlace1	チーム{r2[せん]}戦{/r2} 1{r2[い]}位{/r2}
RankPoint_OfflineMulti_TeamPlace2	チーム{r2[せん]}戦{/r2} 2{r2[い]}位{/r2}
RankPoint_OfflineMulti_TeamPlace3	チーム{r2[せん]}戦{/r2} 3{r2[い]}位{/r2}
RankPoint_OfflineMulti_Team_Tie_1st	チーム{r2[せん]}戦{/r2} 1{r2[い]}位{/r2}タイ
RankPoint_OfflineMulti_Team_Tie_2nd	チーム{r2[せん]}戦{/r2} 2{r2[い]}位{/r2}タイ
RankPoint_OfflineMulti_Draw	ひきわけ
RankPoint_Local_NotTeamPlace1	こじん{r2[せん]}戦{/r2} 1{r2[い]}位{/r2}
RankPoint_Local_NotTeamPlace2	こじん{r2[せん]}戦{/r2} 2{r2[い]}位{/r2}
RankPoint_Local_NotTeamPlace3	こじん{r2[せん]}戦{/r2} 3{r2[い]}位{/r2}
RankPoint_Local_NotTeamPlace4	こじん{r2[せん]}戦{/r2} 4{r2[い]}位{/r2}
RankPoint_Local_NotTeam_Tie_1st	こじん{r2[せん]}戦{/r2} 1{r2[い]}位{/r2}タイ
RankPoint_Local_NotTeam_Tie_2nd	こじん{r2[せん]}戦{/r2} 2{r2[い]}位{/r2}タイ
RankPoint_Local_NotTeam_Tie_3rd	こじん{r2[せん]}戦{/r2} 3{r2[い]}位{/r2}タイ
RankPoint_Local_TeamPlace1	チーム{r2[せん]}戦{/r2} 1{r2[い]}位{/r2}
RankPoint_Local_TeamPlace2	チーム{r2[せん]}戦{/r2} 2{r2[い]}位{/r2}
RankPoint_Local_TeamPlace3	チーム{r2[せん]}戦{/r2} 3{r2[い]}位{/r2}
RankPoint_Local_Team_Tie_1st	チーム{r2[せん]}戦{/r2} 1{r2[い]}位{/r2}タイ
RankPoint_Local_Team_Tie_2nd	チーム{r2[せん]}戦{/r2} 2{r2[い]}位{/r2}タイ
RankPoint_Local_Draw	ひきわけ
RankPoint_InetFriend_NotTeamPlace1	こじん{r2[せん]}戦{/r2} 1{r2[い]}位{/r2}
RankPoint_InetFriend_NotTeamPlace2	こじん{r2[せん]}戦{/r2} 2{r2[い]}位{/r2}
RankPoint_InetFriend_NotTeamPlace3	こじん{r2[せん]}戦{/r2} 3{r2[い]}位{/r2}
RankPoint_InetFriend_NotTeamPlace4	こじん{r2[せん]}戦{/r2} 4{r2[い]}位{/r2}
RankPoint_InetFriend_NotTeam_Tie_1st	こじん{r2[せん]}戦{/r2} 1{r2[い]}位{/r2}タイ
RankPoint_InetFriend_NotTeam_Tie_2nd	こじん{r2[せん]}戦{/r2} 2{r2[い]}位{/r2}タイ
RankPoint_InetFriend_NotTeam_Tie_3rd	こじん{r2[せん]}戦{/r2} 3{r2[い]}位{/r2}タイ
RankPoint_InetFriend_TeamPlace1	チーム{r2[せん]}戦{/r2} 1{r2[い]}位{/r2}
RankPoint_InetFriend_TeamPlace2	チーム{r2[せん]}戦{/r2} 2{r2[い]}位{/r2}
RankPoint_InetFriend_TeamPlace3	チーム{r2[せん]}戦{/r2} 3{r2[い]}位{/r2}
RankPoint_InetFriend_Team_Tie_1st	チーム{r2[せん]}戦{/r2} 1{r2[い]}位{/r2}タイ
RankPoint_InetFriend_Team_Tie_2nd	チーム{r2[せん]}戦{/r2} 2{r2[い]}位{/r2}タイ
RankPoint_InetFriend_Draw	ひきわけ
RankPoint_InetRandom_Place1	1{r2[い]}位{/r2}
RankPoint_InetRandom_Place2	2{r2[い]}位{/r2}
RankPoint_InetRandom_Draw	ひきわけ
RankPoint_Rogue_FromAllScore_Minus	ゲームオーバーペナルティ
ConfirmStopRankUp	{r2[せいひんばん]}製品版{/r2}では {c[ff8c00]}ファイターズランク{c[000000]}が {r2[あ]}上{/r2}がる！\nファイターズランクが {r2[あ]}上{/r2}がると、\nたくさんの {c[ff8c00]}キャラクター{c[000000]}や\n{c[ff8c00]}ステージ{c[000000]}で あそべるように なるぞ！
Step.msbt
RogueAttentionSpeedUp	{r2[ぜんいん]}全員{/r2}の スピードが 2{r2[ばい]}倍{/r2}！
RogueAttentionDoublePoint	かてば もらえる\nスコアが 2{r2[ばい]}倍{/r2}！
RogueAttentionMoment	のこり{r2[じかん]}時間{/r2} \x0e\x02\x01\0{r2[びょう]}秒{/r2}！
RogueAttentionDriftIce	アイテムは\nアイスコンテナだけ！
RogueAttentionPainfulTerrain	しかけ の\nダメージが 2{r2[ばい]}倍{/r2}！
RogueAttentionMuscularStrength	てきの こうげきりょくが\nとても {r2[たか]}高{/r2}い！
RogueAttentionLotOfNeedles	アイテムは\nゴルボール だけ！
RogueAttentionHighSpeedGear	しかけの スピードが 2{r2[ばい]}倍{/r2}！
RogueAttentionExplosion	アイテムは ばくはつする\nアイテムだけ！
RogueAttentionShells	アイテムは\nクラッカー だけ！
RogueAttentionWonderland	アイテムは\nハプニングスター だけ！
RogueBossDemoO1Sub	{r2[ふたご]}双子{/r2}の{r2[きょぼく]}巨木{/r2}
RogueBossDemoO1BossUpper	ツインウッズ
RogueBossDemoO3Sub	{r2[しゅくてき]}宿敵{/r2}の{r2[とも]}友{/r2}
RogueBossDemoO3BossUpper	デデデ大王
RogueBossDemoO3BossLower	メタナイト
RogueBossDemoO4Sub	{r2[ふか]}深{/r2}き{r2[きずな]}絆{/r2}の{r2[めいゆう]}盟友{/r2}
RogueBossDemoO4BossUpper	デデデ大王
RogueBossDemoO4BossLower	メタナイト
RogueBossDemoO5Sub	{r2[げっかむそう]}月下無双{/r2}
RogueBossDemoO5BossUpper	下弦のマスクド・デデデ
RogueBossDemoO5BossLower	上弦のマスクド・メタナイト
RoguePlayerStock	\x0e\x02\x01\0
BasicTutorialBasicInfo	\x0e\x04\x12\x02\x95\0/\x0e\x04\x11\x02\x94\0で くわしい {c[ffe614]}そうさほうほう{c[000000]}を かくにん しよう！
BasicTutorialBasicAttack	\x0e\x04\x06\x022\0で {c[dc000f]}こうげき！{c[000000]}
BasicTutorialBasicJump	\x0e\x04\x05\x021\0で {c[dc000f]}ジャンプ！{c[000000]}
BasicTutorialBasicGuard	\x0e\x04\t\x02`\0/\x0e\x04\n\x02a\0で {c[dc000f]}ガード！{c[000000]}
BasicTutorialBasicGrab	\x0e\x04\x07\x023\0で てきを\n{c[dc000f]}ほおばり/つかみ！{c[000000]}
BasicTutorialUniteStarTitle	{r2[がったい]}合体{/r2} {c[ffe614]}バディシューティングスター！{c[000000]}
BasicTutorialUniteStar01	ふたつの パーツを\nひろって {c[dc000f]}{r2[がったい]}合体{/r2}{c[000000]}させよう！
BasicTutorialUniteStar02	てきを ねらって \x0e\x04\x06\x022\0で {c[dc000f]}うて！\n{c[000000]}ひっさつわざで {c[dc000f]}{r2[だい]}大{/r2}ダメージ{c[000000]}だ！
FightHPValue	\x0e\x02\x01\0{s[075]}/{s[100]}{s[075]}\x0e\x02\x01\0{s[100]}
FightEnemyLevel	{s[085]}レベル{s[100]}\x0e\x02\x01\0
FightEnemyHpPinch	もう\nすこしだ！
FightMouthfeeding	チュ
FightPinchIcon	ピンチ！
FightRevival	ふっかつ！
FightGhostGage	ゴースト\nふっかつ{r2[きょうか]}強化{/r2}
FightUniteStar	ねらいうて！
InetRandomMatchingProgress	マッチング{r2[ちゅう]}中{/r2}
ResetCommandPracticeBattle	\x0e\x04\t\x02`\0 + \x0e\x04\n\x02a\0 リセット
ExitPracticeBattle	\x0e\x04\x12\x02\x95\0/\x0e\x04\x11\x02\x94\0ポーズから このモードを ぬけられます
FightCancel	\x0e\x04\x12\x02\x95\0/\x0e\x04\x11\x02\x94\0＋\x0e\x04\t\x02`\0　バトルをやめる
StoryText.msbt
Rogue_Text00_110	これまで {r2[なんど]}何度{/r2}も\nカービィの{r2[まえ]}前{/r2}に {r2[た]}立{/r2}ちはだかり、\n{r2[とき]}時{/r2}には {r2[なかま]}仲間{/r2}として {r2[とも]}共{/r2}に {r2[たたか]}戦{/r2}った、\n{c[ffe614]}デデデ{r2[だいおう]}大王{/r2}{c[000000]}と{c[ffe614]}メタナイト{c[000000]}…
Rogue_Text00_111	ついに カービィに {r2[か]}勝{/r2}つために\n{r2[ふたり]}二人{/r2}は ライバル{r2[どうし]}同士{/r2}\n{c[ffe614]}チーム{c[000000]}を {r2[く]}組{/r2}み、 ちょうせん{r2[じょう]}状{/r2}を\nたたきつけて きた！
Rogue_Text00_112	{r2[かれ]}彼{/r2}らは {r2[てんたか]}天高{/r2}く そびえる{r2[とう]}塔{/r2}、\n{c[ffe614]}「バディファイターズタワー」{c[000000]}の\n{c[ffe614]}{r2[さいじょうかい]}最上階{/r2}{c[000000]}にて {r2[ま]}待{/r2}ちかまえている。
Rogue_Text00_113	カービィは ちょうせん{r2[じょう]}状{/r2}を\n{r2[よ]}読{/r2}めなかった ようだが…\n\n{r2[と]}取{/r2}りあえず、{r2[あい]}相{/r2}ぼうの\n{c[ffe614]}バディ{c[000000]}と チームを{r2[く]}組{/r2}み、\n{r2[とう]}塔{/r2}をのぼる トビラを ひらいた。
Rogue_Text00_114	{c[ffe614]}{r2[しゅくめい]}宿命{/r2}のライバル{c[000000]}との{r2[たたか]}戦{/r2}いが\n{r2[いま]}今{/r2}、はじまる…！
Rogue_Text00_No	{r2[だい]}第{/r2}1{r2[しょう]}章{/r2}
Rogue_Text00_Title	はじまりのバディマッチ
Rogue_Text01_110	さぁ {c[ffe614]}デデデ{r2[だいおう]}大王{/r2}{c[000000]}と\n{c[ffe614]}メタナイト{c[000000]}との {r2[たたか]}戦{/r2}いだ！\nと{r2[おも]}思{/r2}いきや…
Rogue_Text01_111	{r2[さいじょうかい]}最上階{/r2}に あらわれたのは\nなんと、\n{c[ffe614]}ツインウッズ{c[000000]}だった！
Rogue_Text01_112	その ツインウッズを たおした\nカービィと バディだったが、\nこれより{r2[さき]}先{/r2}は まさかの {c[ffe614]}{r2[い]}行{/r2}き{r2[ど]}止{/r2}まり。\n{c[000000]}\nしかし、ツインウッズは {r2[とう]}塔{/r2}をのぼる \n{c[ffe614]}トビラのカギ{c[000000]}を {r2[お]}落{/r2}としていった！
Rogue_Text01_113	カービィたちは\nデデデ{r2[だいおう]}大王{/r2}と メタナイトが {r2[ま]}待{/r2}つ\n{c[ffe614]}{r2[さいじょうかい]}最上階{/r2}{c[000000]}を めざして\n{r2[ふたた]}再{/r2}び {r2[かいだん]}階段{/r2}を かけあがる…！
Rogue_Text01_No	{r2[だい]}第{/r2}2{r2[しょう]}章{/r2}
Rogue_Text01_Title	{r2[かげむしゃ]}影武者{/r2}のヒミツ
Rogue_Text02_110	ついに、{c[ffe614]}デデデ{r2[だいおう]}大王{/r2}{c[000000]}と\n{c[ffe614]}メタナイト{c[000000]}を たおした、\nと{r2[おも]}思{/r2}いきや…それは{c[ffe614]}ニセモノ！{c[000000]}
Rogue_Text02_111	{r2[ふたり]}二人{/r2}に {r2[へん]}変{/r2}そうしていた\n{r2[かげむしゃ]}影武者{/r2}の {c[ffe614]}ワドルディ{c[000000]}たち だった！
Rogue_Text02_112	{c[ffe614]}ホンモノ{c[000000]}の\nデデデ{r2[だいおう]}大王{/r2}と メタナイトは\nさらに {r2[うえ]}上{/r2}の{r2[かい]}階{/r2}で\n{r2[ま]}待{/r2}ちかまえて いる…！
Rogue_Text02_113	カービィたちは ワドルディたちが\n{r2[お]}落{/r2}とした{c[ffe614]}カギ{c[000000]}を {r2[て]}手{/r2}にして\nまたも {r2[とう]}塔{/r2}の{r2[うえ]}上{/r2}を めざすのであった。\n
Rogue_Text02_No	{r2[だい]}第{/r2}3{r2[しょう]}章{/r2}
Rogue_Text02_Title	{r2[だいおう]}大王{/r2}と{r2[きし]}騎士{/r2}への{r2[ちょうせん]}挑戦{/r2}
Rogue_Text03_110	{r2[かくかい]}各階{/r2}で {r2[ま]}待{/r2}ちうける {r2[ツワ]}強{/r2}モノを\n{c[ffe614]}バディ{c[000000]}のパワーで しりぞけながら、\nついに、 {c[ffe614]}ホンモノ{c[000000]}の\n{c[ffe614]}デデデ{r2[だいおう]}大王{/r2}{c[000000]}と {c[ffe614]}メタナイト{c[000000]}に\nまみえた カービィたち！
Rogue_Text03_111	しかし、\nあと{r2[いっぽ]}一歩{/r2}の ところで\n{r2[ふたり]}二人{/r2}を のがしてしまった。
Rogue_Text03_112	{r2[ふたり]}二人{/r2}は {r2[たたか]}戦{/r2}いにより、 さらなる\n{c[ffe614]}{r2[きずな]}絆{/r2}{c[000000]}を {r2[ふか]}深{/r2}め、 {r2[てんたか]}天高{/r2}く そびえる\n{r2[とう]}塔{/r2}の{r2[うえ]}上{/r2}で パワーを たくわえ\n{r2[ま]}待{/r2}ちかまえている！
Rogue_Text03_113	{r2[あら]}新{/r2}たに {r2[て]}手{/r2}にした カギが みちびく、\n{c[ffe614]}{r2[しゅくめい]}宿命{/r2}のライバル{r2[たち]}達{/r2}{c[000000]} との\n{c[ffe614]}{r2[けっせん]}決戦{/r2}{c[000000]}の ぶたいへ… いざ、 ゆかん！
Rogue_Text03_No	{r2[だい]}第{/r2}4{r2[しょう]}章{/r2}
Rogue_Text03_Title	{r2[けっせん]}決戦{/r2}！{r2[しゅくめい]}宿命{/r2}のライバル{r2[たち]}達{/r2}
Rogue_Text04_110	はげしい{r2[たたか]}戦{/r2}いの すえ\n{c[ffe614]}デデデ{r2[だいおう]}大王{/r2}{c[000000]}と {c[ffe614]}メタナイト{c[000000]}を\nたおした カービィたち。\n\nこれで カービィたちが\n{c[ffe614]}{r2[さいきょう]}最強{/r2}の バディファイターズ{c[000000]}となった！
