Glossary.msbt
glossary_Place01	Tail Cave
MemoryTitle2_2	Owl's Speech #4
MemoryTitle2_3	Owl's Speech #5
MemoryTitle3_1	Conch Horn
MemoryTitle3_2	Richard's Villa
MemoryTitle4_1	Sea Lily's Bell
MemoryTitle4_2	Owl's Speech #6
MemoryTitle4_3	Owl's Speech #7
MemoryTitle5_1	Surf Harp
MemoryTitle5_2	Owl's Speech #8
MemoryTitle6_1	Wind Marimba
MemoryTitle6_2	Owl's Speech #9
MemoryTitle6_3	Owl's Speech #10
MemoryTitle7_1	Coral Triangle
MemoryTitle7_2	Owl's Speech #11
MemoryTitle8_1	Organ of Evening Calm
MemoryTitle8_2	Owl's Speech #12
MemoryTitleLast_1	Thunder Drum
MemoryTitleLast_2	Owl's Speech #13
MemoryTitleLast_3	Owl's Final Speech
ItemName_Sword1	Sword
ItemName_Sword2	Koholint Sword
ItemName_Shield	Shield
ItemName_MirrorShield	Mirror Shield
ItemName_Feather	Roc's Feather
ItemName_Bracelet1	Power Bracelet
ItemName_Bracelet2	Powerful Bracelet
ItemName_PegasusBoots	Pegasus Boots
ItemName_Bow	Bow
ItemName_HookShot	Hookshot
ItemName_MagicRod	Magic Rod
ItemName_Boomerang	Boomerang
ItemName_Ocarina	Ocarina
ItemName_Shovel	Shovel
ItemName_Powder	Magic Powder
ItemName_Bomb	Bombs
ItemName_TailKey	Tail Key
ItemName_SlimeKey	Slime Key
ItemName_AnglerKey	Angler Key
ItemName_FaceKey	Face Key
ItemName_BirdKey	Bird Key
ItemName_Violin	Full Moon Cello
ItemName_Horn	Conch Horn
ItemName_Bell	Sea Lily's Bell
ItemName_Harp	Surf Harp
ItemName_Marimba	Wind Marimba
ItemName_Triangle	Coral Triangle
ItemName_Organ	Organ of Evening Calm
ItemName_Drum	Thunder Drum
ItemName_SleepyMushroom	Toadstool
ItemName_SecretShells	Secret Seashells
ItemName_SecretMedicine	Secret Medicine
ItemName_ShellRader	Seashell Sensor
ItemName_Flippers	Flippers
ItemName_HeartPieces	Pieces of Heart
ItemName_Fairy	Fairy Bottle
ItemName_YoshiDoll	Yoshi Doll
ItemName_Ribbon	Ribbon
ItemName_DogFood	Dog Food
ItemName_Bananas	Bananas
ItemName_Stick	Stick
ItemName_Honeycomb	Honeycomb
ItemName_Pineapple	Pineapple
ItemName_Hibiscus	Hibiscus
ItemName_Letter	Goat's Letter
ItemName_Broom	Broom
ItemName_FishingHook	Fishing Hook
ItemName_PinkBra	Necklace
ItemName_MermaidsScale	Mermaid's Scale
ItemName_MagnifyingLens	Magnifying Lens
ItemName_WearGreen	Green Tunic
ItemName_WearRed	Red Mail
ItemName_WearBlue	Blue Mail
ItemName_Bottle	Fairy Bottle
ItemName_WindFish	Ballad of the Wind Fish
ItemName_Mambo	Manbo's Mambo
ItemName_Soul	Frog's Song of Soul
ItemName_PanelDungeonPiece	Chamber Stones
ItemName_RibbonBowWow	CiaoCiao Figure
ItemName_Kuribo	Goomba Figure
ItemName_Togezo	Spiny Figure
ItemName_Teresa	Boo Figure
ItemName_PukuPuku	Cheep Cheep Figure
ItemName_Gesso	Blooper Figure
ItemName_Heiho	Shy Guy Figure
ItemName_Pakkun	Piranha Plant Figure
ItemName_Pokey	Pokey Figure
ItemName_BowWow	BowWow Figure
ItemExplanation_Sword1	The sword you carried prior to washing ashore on the island.
ItemExplanation_Sword2	A finely crafted sword you were presented with at the Seashell Mansion.
ItemExplanation_Shield	A shield with your name written on it. Hold it up with \x0e\x01\x01\x01\x0d.
ItemExplanation_MirrorShield	A shield whose surface is polished to a sparkling sheen.
ItemExplanation_Feather	Lets you bounce around like you're weightless.
ItemExplanation_Bracelet1	A mysterious bracelet that surges with power.
ItemExplanation_Bracelet2	A mysterious bracelet that surges with power.
ItemExplanation_PegasusBoots	Put on a burst of speed with \x0e\x01\x01\x01\x0c. You can jump further too!
ItemExplanation_Bow	Attack far-off enemies while keeping your distance.
ItemExplanation_HookShot	Latch on to heavy objects for a speedy ride over.
ItemExplanation_MagicRod	A wand that spouts fireballs hot enough to melt ice.
ItemExplanation_Boomerang	Throw it anywhere you want. It always comes back.
ItemExplanation_Ocarina	A small instrument that plays a haunting tone.
ItemExplanation_Shovel	A tool for digging up the treasures of the soil.
ItemExplanation_Powder	This mysterious powder has magical effects.
ItemExplanation_Bomb	Did you know you can lift and throw them before they go off?
ItemExplanation_TailKey	Found deep inside the Mysterious Forest.
ItemExplanation_SlimeKey	A reward from Richard for finding his precious leaves.
ItemExplanation_AnglerKey	Won in combat out in the Yarna Desert.
ItemExplanation_FaceKey	Retrieved from the Ancient Ruins.
ItemExplanation_BirdKey	Gained with the Flying Rooster's help.
ItemExplanation_Violin	A cello that produces a pure, clear sound.
ItemExplanation_Horn	A horn that resounds to the depths of the oceans.
ItemExplanation_Bell	A bell that sounds a refreshing tone.
ItemExplanation_Harp	A harp that reminds the listener of the waves.
ItemExplanation_Marimba	A marimba that resounds profoundly.
ItemExplanation_Triangle	A triangle that rings out jauntily.
ItemExplanation_Organ	An organ whose sound can be soothing.
ItemExplanation_Drum	A drum that rumbles like distant thunder.
ItemExplanation_SleepyMushroom	A bizarre toadstool that grows in the Mysterious Forest.
ItemExplanation_SecretShells	Beautiful seashells that crop up all over the island.
ItemExplanation_SecretMedicine	Tracy's special medicine. Guaranteed to kick-start your heart!
ItemExplanation_ShellRader	It reacts to nearby secret seashells. Can be turned on or off with \x0e\x01\x01\x01\0.
ItemExplanation_Flippers	Dive with \x0e\x01\x01\x01. or swim quickly with \x0e\x01\x01\x017.
ItemExplanation_HeartPieces	Collect four to increase your maximum number of hearts.
ItemExplanation_Fairy	Set it free and it will heal you.
ItemExplanation_YoshiDoll	A Yoshi doll that you won at the Trendy Game.
ItemExplanation_Ribbon	Your reward for cheering up the quadruplets' mother.
ItemExplanation_DogFood	CiaoCiao presented you with this for the ribbon.
ItemExplanation_Bananas	Sale traded you this in exchange for dog food.
ItemExplanation_Stick	A stick left over after the monkeys built a bridge.
ItemExplanation_Honeycomb	Tarin left this behind after poking the beehive.
ItemExplanation_Pineapple	A token of gratitude from Chef Bear for some honeycomb.
ItemExplanation_Hibiscus	What Papahl had on him when he was stuck in the mountains.
ItemExplanation_Letter	A letter for Mr. Write entrusted to you by Christine.
ItemExplanation_Broom	Mr. Write's token of appreciation for playing mailman.
ItemExplanation_FishingHook	Your prize for presenting Grandma Yahoo with a new broom.
ItemExplanation_PinkBra	An elegant necklace that the fisherman reeled in.
ItemExplanation_MermaidsScale	A scale the mermaid gave you for returning her necklace.
ItemExplanation_MagnifyingLens	A strange glass that shows things you couldn't see before.
ItemExplanation_WearGreen	Your favorite clothes that you washed ashore in.
ItemExplanation_WearRed	A special suit of mail that makes you shiver with strength.
ItemExplanation_WearBlue	A special suit of mail that makes you feel unstoppable.
ItemExplanation_Bottle	A bottle meant to hold a fairy.
ItemExplanation_WindFish	The melody that Marin is always singing.
ItemExplanation_Mambo	A funky tune that Manbo taught you.
ItemExplanation_Soul	A soulful melody you learned from Mamu.
ItemExplanation_PanelDungeonPiece	Mysterious stones that give you an eerie feeling.
ItemExplanation_RibbonBowWow	A CiaoCiao figure that you won in the Trendy Game.
ItemExplanation_Kuribo	A Goomba figure that you won in the Trendy Game.
ItemExplanation_Togezo	A Spiny figure that you won in the Trendy Game.
ItemExplanation_Teresa	A Boo figure that you won in the Trendy Game.
ItemExplanation_PukuPuku	A Cheep Cheep figure that you won in the Trendy Game.
ItemExplanation_Gesso	A Blooper figure that you won in the Trendy Game.
ItemExplanation_Heiho	A Shy Guy figure that you won in the Trendy Game.
ItemExplanation_Pakkun	A Piranha Plant figure that you won in the Trendy Game.
ItemExplanation_Pokey	A Pokey figure that you won in the Trendy Game.
ItemExplanation_BowWow	A BowWow figure that you won in the Trendy Game.
E3_thankyou	Thank you for playing!
E3_Title_Demo	Demo
HintList_First	Your Basic Controls
HintList_Second	Entrance and Nightmare's Lair
HintList_Completion	Goin' on Adventures
HintList_AdvFirst	How Adventures Work
HintList_Designation	Tiles with Special Marks
HintList_DoorAndKey	Locked Doors and Chests
HintList_TreasureBox	Findin' the Nightmare Key
HintList_Stairs	Linkin' Up Stairs
HintList_DoorRule	How Exits Work
HintList_Expanel	Usin' +Effects
HintList_AdvKnockdown	Keep Tryin'!
HintList_AdvTimeover	Runnin' Out of Time
HintList_Ycheck	Check Your Work
Warashibe.msbt
WantYossy	\x0e\x01\x0b\x17\x15\0SE_NPC_QUADMOTHER_002With four boys who look alike, even I get\nconfused sometimes... \x0e\x01\x04\0\x0e\0\x04\0By the way, my baby wants a \x0e\x01\0\x01\0{c[d9456d]}Yoshi doll{c[ededed]}.\nI saw one at the Trendy Game, but I\ncouldn't get it.\x0e\x01\x04\0
QuestYossy	\x0e\x01\x0b\x17\x15\0SE_NPC_QUADMOTHER_002Oh! Will you give that \x0e\x01\0\x01\0{c[d9456d]}Yoshi doll {c[ededed]}to\nmy baby?!\x0e\x01\x07\0\x0e\0\x04\0\x0e\x01\x08\0Yes\x0e\0\x04\0\x0e\x01\t\0No
ClearYossy	\x0e\x01\x0b\x17\x15\0SE_NPC_QUADMOTHER_003Oh, thank you! You are indeed a generous\nperson! Ah! I will give you this in return!\x0e\x01\x04\0
GetRibbon	You traded your \x0e\x01\0\x01\0{c[d9456d]}Yoshi doll {c[ededed]}for\na \x0e\x01\0\x01\x01{c[d9456d]}ribbon{c[ededed]}! Maybe you can trade the\nribbon for something else!\x0e\x01\x04\0
BadYossy	\x0e\x01\x0b\x17\x15\0SE_NPC_QUADMOTHER_001Tsk tsk... What a shame...\x0e\x01\x04\0
WantRibbon	Makeup! Jewels! Dresses! I want it all!\x0e\x01\x04\0\x0e\0\x04\0*sigh*... And some new {c[d9456d]}accessories{c[ededed]} would\nbe nice...\x0e\x01\x04\0
QuestRibbon1	Makeup! Jewels! Dresses! I want it all!\x0e\x01\x04\0
QuestRibbon2	Oh! That \x0e\x01\0\x01\x01{c[d9456d]}ribbon{c[ededed]}! I need it! Will you trade\nfor my \x0e\x01\0\x01\x02{c[d9456d]}dog food{c[ededed]}?\x0e\x01\x07\0\x0e\0\x04\0\x0e\x01\x08\0Yes\x0e\0\x04\0\x0e\x01\t\0No!
ClearRibbon	Lucky! Thanks! Well, here's your \x0e\x01\0\x01\x02{c[d9456d]}dog food{c[ededed]}!\x0e\x01\x04\0
GetCan	You exchanged the \x0e\x01\0\x01\x01{c[d9456d]}ribbon{c[ededed]} for some\n\x0e\x01\0\x01\x02{c[d9456d]}dog food{c[ededed]}! It's full of juicy beef!\x0e\x01\x04\0
BadRibbon	Eh?! I can't believe it! You are the worst!\x0e\x01\x04\0
WantCan	\x0e\x01\x0b\x11\x0f\0SE_NPC_SALE_001Welcome to Sale's House o' Bananas!\nI'm Sale, and this is my house!\x0e\x01\x04\0\x0e\0\x04\0Actually, my hobby is collecting rare and\nunusual \x0e\x01\0\x01\x02{c[d9456d]}canned food{c[ededed]}.\x0e\x01\x04\0\x0e\0\x04\0My brother is an artist, so I guess strange\nhobbies run in the family!\x0e\x01\x04\0
QuestCan	\x0e\x01\x0b\x11\x0f\0SE_NPC_SALE_002What's that you have?! It's \x0e\x01\0\x01\x02{c[d9456d]}canned food{c[ededed]}!\x0e\x01\x04\0\x0e\0\x04\0For heaven's sake, man, give that to ME!\nPLEASE!\x0e\x01\x04\0\x0e\0\x04\0I'm gonna lose it if I can't get that can!\x0e\x01\x07\0\x0e\0\x04\0\x0e\x01\x08\0Give\x0e\0\x04\0\x0e\x01\t\0Don't
ClearCan1	\x0e\x01\x0b\x11\x0f\0SE_NPC_SALE_006Oh, thank you! I'll take that!\x0e\x01\x04\0
ClearCan2	\x0e\x01\x0b\x11\x0f\0SE_NPC_SALE_006*MUNCH* *MUNCH*\x0e\x01\x04\0\x0e\0\x04\0That was great! I know it's not a fair trade,\nbut here's some \x0e\x01\0\x01\x03{c[d9456d]}bananas{c[ededed]}! YUM...\x0e\x01\x04\0
GetBanana	You gave him \x0e\x01\0\x01\x02{c[d9456d]}dog food{c[ededed]} and got\n\x0e\x01\0\x01\x03{c[d9456d]}bananas {c[ededed]}in return! Good deal!\x0e\x01\x04\0
BadCan	\x0e\x01\x0b\x11\x0f\0SE_NPC_SALE_001I don't suppose it would do any good to\nbeg? Well, if you change your mind, tell me.\x0e\x01\x04\0
WantBanana	\x0e\x01\x0b\x15\x13\0SE_NPC_SARUKIKI_001Chi-kiita! Chi-kiita! Kiki the monkey!\nHungry! Kiki the monkey!\x0e\x01\x04\0
QuestBanana	\x0e\x01\x0b\x15\x13\0SE_NPC_SARUKIKI_004\x0e\x01\0\x01\x03{c[d9456d]}Bananas{c[ededed]}! \x0e\x01\0\x01\x03{c[d9456d]}Bananas{c[ededed]}! Oooh! Oooh!\nGive to Kiki?!\x0e\x01\x07\0\x0e\0\x04\0\x0e\x01\x08\0Yes\x0e\0\x04\0\x0e\x01\t\0No!
ClearBanana	\x0e\x01\x0b\x15\x13\0SE_NPC_SARUKIKI_003\x0e\x01\0\x01\x03{c[d9456d]}Bananas{c[ededed]}! \x0e\x01\0\x01\x03{c[d9456d]}Bananas{c[ededed]}! Oooh! Ooh! Kiki!\nMonkeys! Come! Repay him! Kiki!\x0e\x01\x04\0
GetBridge	\x0e\x01\x0b\x15\x13\0SE_NPC_SARUKIKI_005Monkey business! Done! Bye bye!\x0e\x01\x04\0\nOooh! Kiki!\x0e\x01\x04\0
GetStick	You found a \x0e\x01\0\x01\x04{c[d9456d]}stick{c[ededed]} a monkey left behind...\nYou take it!\x0e\x01\x04\0
QuestStick	\x0e\x01\x0b\x12\x10\0SE_NPC_TARIN_001Oh?! \x0e\x01\x03\0, I see ya have\na nice \x0e\x01\0\x01\x04{c[d9456d]}stick{c[ededed]}...\x0e\x01\x04\0\x0e\0\x04\0Can I borrow it for a second?\x0e\x01\x07\0\x0e\0\x04\0\x0e\x01\x08\0Can\x0e\0\x04\0\x0e\x01\t\0Can't
ClearStick	The \x0e\x01\0\x01\x04{c[d9456d]}stick {c[ededed]}became the \x0e\x01\0\x01\x05{c[d9456d]}honeycomb{c[ededed]}!\x0e\x01\x04\0\x0e\0\x04\0You're not sure how it happened,\nbut take it!\x0e\x01\x04\0
BadStick	Hmmm, \x0e\x01\x03\0, you\nare mean!\x0e\x01\x04\0
WantHoney	\x0e\x01\x0b\x11\x0f\0SE_NPC_BEAR_004Rik'm rak'm! I ran out of ingredients!\x0e\x01\x04\0\x0e\0\x04\0If I had {c[d9456d]}honey{c[ededed]}, I could make this fit for\na king!\x0e\x01\x04\0
QuestHoney	\x0e\x01\x0b\x11\x0f\0SE_NPC_BEAR_003Hi ho! Hey, you! Is that possibly a\n\x0e\x01\0\x01\x05{c[d9456d]}honeycomb {c[ededed]}you have?\x0e\x01\x04\0\x0e\0\x04\0I just ran out! Will you swap it for\na \x0e\x01\0\x01\x06{c[d9456d]}pineapple{c[ededed]}?\x0e\x01\x07\0\x0e\0\x04\0\x0e\x01\x08\0Yes\x0e\0\x04\0\x0e\x01\t\0No
GetPineapple	You exchanged the \x0e\x01\0\x01\x05{c[d9456d]}honeycomb {c[ededed]}for\na \x0e\x01\0\x01\x06{c[d9456d]}pineapple{c[ededed]}! It's not as sweet, but it\nis delicious!\x0e\x01\x04\0
ClearHoney	\x0e\x01\x0b\x11\x0f\0SE_NPC_BEAR_002Hi ho! Yeah, I know, that tub of goo is\nasleep right in the way to {c[0095ef]}Yarna Desert{c[ededed]}!\x0e\x01\x04\0\x0e\0\x04\0Once he's asleep, he won't budge for a\nloooooonng time.\x0e\x01\x04\0\x0e\0\x04\0But hey! Take {c[d9456d]}Little Marin{c[ededed]} and wake him up\nwith her singing!\x0e\x01\x04\0\x0e\0\x04\0That slob would wake up with a jump if he\nheard her sing, for sure! Heh heh heh!\x0e\x01\x04\0
ClearHoney2	\x0e\x01\x0b\x11\x0f\0SE_NPC_BEAR_002Hi ho! I really owe you for that lip-smacking\nhoney!\x0e\x01\x04\0\x0e\0\x04\0What do you mean, "it wasn't a big deal"?\nDon't sell yourself short!\x0e\x01\x04\0\x0e\0\x04\0I know Little Marin sees something in you,\nanyway! Heh heh.\x0e\x01\x04\0
BadHoney	\x0e\x01\x0b\x11\x0f\0SE_NPC_BEAR_004That's a crying shame, but I realize those\nare a rare delicacy!\x0e\x01\x04\0
WantPineapple	\x0e\x01\x0b\x13\x11\0SE_NPC_PAPAHL_001Yep, Papahl got lost, just like he said!\x0e\x01\x04\0\x0e\0\x04\0Now, I am so famished I can't move!\nCan you give me some {c[d9456d]}vittles{c[ededed]}?\x0e\x01\x07\0\x0e\0\x04\0\x0e\x01\x08\0Nope\x0e\0\x04\0\x0e\x01\t\0Can't
QuestPineapple	\x0e\x01\x0b\x13\x11\0SE_NPC_PAPAHL_001Yep, Papahl got lost, just like he said!\x0e\x01\x04\0\x0e\0\x04\0Now, I am so famished I can't move!\nCan you give me some {c[d9456d]}vittles{c[ededed]}?\x0e\x01\x07\0\x0e\0\x04\0\x0e\x01\x08\0Yes\x0e\0\x04\0\x0e\x01\t\0Nope
ClearPineapple1	This \x0e\x01\0\x01\x06{c[d9456d]}pineapple {c[ededed]}is so delicious! I'm going\nto eat it right now! Bon appétit!\x0e\x01\x04\0
ClearPineapple2	\x0e\x01\x0b\x13\x11\0SE_NPC_PAPAHL_007AH! This wasn't meant to be a reward...\x0e\x01\x04\0\x0e\0\x04\0Here, take this! It's a \x0e\x01\0\x01\x07{c[d9456d]}hibiscus{c[ededed]}!\x0e\x01\x04\0
GetHibiscus	You traded the \x0e\x01\0\x01\x06{c[d9456d]}pineapple {c[ededed]}for the\n\x0e\x01\0\x01\x07{c[d9456d]}hibiscus{c[ededed]}!\x0e\x01\x04\0
BadPineapple	\x0e\x01\x0b\x13\x11\0SE_NPC_PAPAHL_003You're one cold hombre...\x0e\x01\x04\0
WantHibiscus	\x0e\x01\x0b\x16\x14\0SE_NPC_CHRISTINE_003You don't know the proper etiquette when\ndealing with a lady, do you?\x0e\x01\x04\0\x0e\0\x04\0You should have brought flowers or\nsomething. Then I might be more inclined\nto talk with you...\x0e\x01\x04\0\x0e\0\x04\0Oh yes, in my case, \x0e\x01\0\x01\x07{c[d9456d]}hibiscus {c[ededed]}are best...\x0e\x01\x04\0
QuestHibiscus	\x0e\x01\x0b\x16\x14\0SE_NPC_CHRISTINE_001Oh, you brought me a \x0e\x01\0\x01\x07{c[d9456d]}hibiscus{c[ededed]}!\nHow sweet!\x0e\x01\x04\0\x0e\0\x04\0\x0e\x01\x0b\x16\x14\0SE_NPC_CHRISTINE_002Well, since you are such a gentleman, I have\na request to make of you. Will you listen?\x0e\x01\x07\0\x0e\0\x04\0\x0e\x01\x08\0Yes\x0e\0\x04\0\x0e\x01\t\0No
GetLetter	You traded a \x0e\x01\0\x01\x07{c[d9456d]}hibiscus {c[ededed]}for a \x0e\x01\0\x01\x08{c[d9456d]}goat's letter{c[ededed]}!\n...Great?!\x0e\x01\x04\0
ClearHibiscus	\x0e\x01\x0b\x16\x14\0SE_NPC_CHRISTINE_005I would like you to take this letter to a\n{c[d9456d]}Mr. Write{c[ededed]} who lives on the border of\nthe Mysterious Forest, please!\x0e\x01\x04\0
BadHibiscus	\x0e\x01\x0b\x16\x14\0SE_NPC_CHRISTINE_004...Is that so? And I thought you were\na gentleman...\x0e\x01\x04\0
WantLetter1	\x0e\x01\x0b\x13\x11\0SE_NPC_DOCTOR_001Well... I pretty much stick to myself—\nme and my letters... My name's Write!\x0e\x01\x04\0
WantLetter2	\x0e\x01\x0b\x13\x11\0SE_NPC_DOCTOR_008The only thing I don't like about my hobby\nis that I never receive a response...\x0e\x01\x04\0
QuestLetter1	\x0e\x01\x0b\x13\x11\0SE_NPC_DOCTOR_002What's this?! A letter for me?!\x0e\x01\x04\0\x0e\0\x04\0I'm so happy!\x0e\x01\x04\0
QuestLetter2	\x0e\x01\x0b\x13\x11\0SE_NPC_DOCTOR_003And look! The letter came with\na photograph!\x0e\x01\x04\0
QuestLetter3	\x0e\x01\x0b\x13\x11\0SE_NPC_DOCTOR_005Mmm... She's so beautiful... I must give you\nsomething for your trouble...\x0e\x01\x04\0
QuestLetter4	\x0e\x01\x0b\x13\x11\0SE_NPC_DOCTOR_006Hmm... Well, it looks like all I have is this\n\x0e\x01\0\x01\t{c[d9456d]}broom{c[ededed]}... How'll that be?\x0e\x01\x07\0\x0e\0\x04\0\x0e\x01\x08\0Fine\x0e\0\x04\0\x0e\x01\t\0No...
QuestLetter5	\x0e\x01\x0b\x13\x11\0SE_NPC_DOCTOR_007Please! I really must insist you have\nthis \x0e\x01\0\x01\t{c[d9456d]}broom{c[ededed]}!\x0e\x01\x07\0\x0e\0\x04\0\x0e\x01\x08\0OK\x0e\0\x04\0\x0e\x01\t\0No way
GetBroom	You got a \x0e\x01\0\x01\t{c[d9456d]}broom{c[ededed]} as your reward from\nMr. Write! But that photo was not of...\x0e\x01\x04\0
WantBroom	\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDMOTHER_001YAHOO! YAHOO! A new \x0e\x01\0\x01\t{c[d9456d]}broom{c[ededed]}?! \x0e\x01\x04\0\x0e\0\x04\0For me? It is, isn't it?!\x0e\x01\x07\0\x0e\0\x04\0\x0e\x01\x08\0Yes\x0e\0\x04\0\x0e\x01\t\0No
QuestBroom	\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDMOTHER_001YAHOO! I worked too hard and now my\n\x0e\x01\0\x01\t{c[d9456d]}broom {c[ededed]}is worn to the handle!\x0e\x01\x04\0
ClearBroom	\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDMOTHER_001OK! In return, you can have this\n\x0e\x01\0\x01\n{c[d9456d]}fishing hook{c[ededed]} I found when I swept\nby the riverbank!\x0e\x01\x04\0
GetFishhook	You exchanged the \x0e\x01\0\x01\t{c[d9456d]}broom{c[ededed]} for the\n\x0e\x01\0\x01\n{c[d9456d]}fishing hook{c[ededed]}! What will the fishing\nhook become?\x0e\x01\x04\0
BadBroom	\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDMOTHER_003Then YOU sweep the island!\x0e\x01\x04\0
WantFishhook	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_002It's no use, little buddy! A fish took my\n\x0e\x01\0\x01\n{c[d9456d]}hook{c[ededed]}...\x0e\x01\x04\0\x0e\0\x04\0I keep casting my line into the water,\nbut I haven't got a bite... I thought this\nwould happen...\x0e\x01\x04\0
QuestFishhook	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_004Oh! What is that you have in your hand?\nIt's not a \x0e\x01\0\x01\n{c[d9456d]}fishing hook{c[ededed]}, is it?\x0e\x01\x04\0\x0e\0\x04\0You had better let me have it. I'll give you\nmy next catch if you let me have it...\x0e\x01\x07\0\x0e\0\x04\0\x0e\x01\x08\0OK\x0e\0\x04\0\x0e\x01\t\0No
ClearFishhook1	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_001Keep your eyes open and watch a pro\nat work.\x0e\x01\x04\0
ClearFishhook2	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_003My, that's a BIIIIG one!\x0e\x01\x04\0
GetBra	The \x0e\x01\0\x01\n{c[d9456d]}fishing hook{c[ededed]} became a \x0e\x01\0\x01\x0b{c[d9456d]}necklace{c[ededed]}!\nL-l-lucky!\x0e\x01\x04\0
BadFishhook	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_006You should be more kind to me!\nI thought we were buddies!\x0e\x01\x04\0
WantBra1	\x0e\x01\x0b\x14\x12\0SE_NPC_MERMAID_003When I was swimming in the bay, the waves\ntook a very important \x0e\x01\0\x01\x0b{c[d9456d]}necklace {c[ededed]}from\naround my neck!\x0e\x01\x04\0
WantBra2	\x0e\x01\x0b\x14\x12\0SE_NPC_MERMAID_004If you find it, I will let you take a \x0e\x01\0\x01\x0c{c[d9456d]}scale{c[ededed]}\nfrom my tail!\x0e\x01\x04\0
QuestBra	\x0e\x01\x0b\x14\x12\0SE_NPC_MERMAID_007Ahh! That's it! That's my \x0e\x01\0\x01\x0b{c[d9456d]}necklace{c[ededed]}! Give it! \nGive it back!\x0e\x01\x04\0\x0e\0\x04\0I will give you a \x0e\x01\0\x01\x0c{c[d9456d]}scale{c[ededed]} as I said!\x0e\x01\x07\0\x0e\0\x04\0\x0e\x01\x08\0Give\x0e\0\x04\0\x0e\x01\t\0Keep
ClearBra	\x0e\x01\x0b\x14\x12\0SE_NPC_MERMAID_005Promise! You'll only take one!\x0e\x01\x04\0
GetScale	You returned the \x0e\x01\0\x01\x0b{c[d9456d]}necklace {c[ededed]}and got\na \x0e\x01\0\x01\x0c{c[d9456d]}scale {c[ededed]}of the mermaid's tail.\nHow will you use this?\x0e\x01\x04\0
BadBra	\x0e\x01\x0b\x14\x12\0SE_NPC_MERMAID_006You are heartless and cruel!\x0e\x01\x04\0
QuestScale	You put the missing \x0e\x01\0\x01\x0c{c[d9456d]}scale{c[ededed]} in the\nmermaid statue!\x0e\x01\x04\0
GetLens	You got the {c[d9456d]}magnifying lens{c[ededed]}!\x0e\x01\x04\0\x0e\0\x04\0{c[63e343]}This will reveal many things you couldn't\nsee before!{c[ededed]}\x0e\x01\x04\0
QuestBoomerang	\x0e\x01\x0b\x13\x11\0SE_NPC_GORIYA_001I found a good item washed up on the\nbeach... I'll trade it to you for what you\nhave in your \x0e\x01\x01\x01\x04 or \x0e\x01\x01\x01\x05 button...\x0e\x01\x04\0\x0e\0\x04\0If you want to trade, press \x0e\x01\x01\x01\x04 or \x0e\x01\x01\x01\x05.\nAnd if you don't, press \x0e\x01\x01\x01\x01.\x0e\x01\x0c\x07\x04\x05\x01\x03\0\0\0
ClearBoomerang	OK, let's do it!\x0e\x01\x04\0\x0e\0\x04\0If you want the item you traded me again,\ncome back!\x0e\x01\x04\0
BadBoomerang	\x0e\x01\x0b\x13\x11\0SE_NPC_GORIYA_002Oh, yeah, uh... OK, whatever.\x0e\x01\x04\0
GetBoomerang	You got the {c[d9456d]}boomerang{c[ededed]} in exchange for the\n{c[d9456d]}item you had{c[ededed]}.\x0e\x01\x04\0
BuyBoomerang1	I'll sell you your {c[d9456d]}Roc's feather {c[ededed]}back.\nHow does {c[d9456d]}300 rupees {c[ededed]}sound?\x0e\x01\x07\0\x0e\0\x04\0\x0e\x01\x08\0Buy\x0e\0\x04\0\x0e\x01\t\0Don't need it
BuyBoomerang2	I'll sell you your {c[d9456d]}shovel{c[ededed]} back.\nHow does {c[d9456d]}300 rupees {c[ededed]}sound?\x0e\x01\x07\0\x0e\0\x04\0\x0e\x01\x08\0Buy\x0e\0\x04\0\x0e\x01\t\0Don't need it
BuyBoomerang4	I'll sell you your {c[d9456d]}Magic Rod {c[ededed]}back.\nHow does {c[d9456d]}300 rupees {c[ededed]}sound?\x0e\x01\x07\0\x0e\0\x04\0\x0e\x01\x08\0Buy\x0e\0\x04\0\x0e\x01\t\0Don't need it
BuyBoomerang5	I'll sell you your {c[d9456d]}bow {c[ededed]}back.\nHow does {c[d9456d]}300 rupees {c[ededed]}sound?\x0e\x01\x07\0\x0e\0\x04\0\x0e\x01\x08\0Buy\x0e\0\x04\0\x0e\x01\t\0Don't need it
NoBuyBoomerang1	\x0e\x01\x0b\x13\x11\0SE_NPC_GORIYA_004Don't have {c[d9456d]}300 rupees{c[ededed]}? Then you don't\nget your {c[d9456d]}Roc's feather{c[ededed]}.\x0e\x01\x04\0
NoBuyBoomerang2	\x0e\x01\x0b\x13\x11\0SE_NPC_GORIYA_004Don't have {c[d9456d]}300 rupees{c[ededed]}? Then you don't\nget your {c[d9456d]}shovel{c[ededed]}.\x0e\x01\x04\0
