Glossary.msbt
glossary_Place01	テールのほらあな
ItemName_Organ	{r2[ゆうなぎ]}夕凪{/r2}のオルガン
ItemName_Drum	{r2[えんらい]}遠雷{/r2}のドラム
ItemName_SleepyMushroom	キノコ
ItemName_SecretShells	ヒミツの{r2[かい]}貝{/r2}がら
ItemName_SecretMedicine	ヒミツのくすり
ItemName_ShellRader	{r2[かい]}貝{/r2}がらセンサー
ItemName_Flippers	アングラーの{r2[みず]}水{/r2}かき
ItemName_HeartPieces	ハートのかけら
ItemName_Fairy	{r2[ようせい]}妖精{/r2}のビン
ItemName_YoshiDoll	ヨッシー{r2[にんぎょう]}人形{/r2}
ItemName_Ribbon	リボン
ItemName_DogFood	ドッグフード
ItemName_Bananas	バナナ
ItemName_Stick	ぼうきれ
ItemName_Honeycomb	ハチの{r2[す]}巣{/r2}
ItemName_Pineapple	パイナップル
ItemName_Hibiscus	ハイビスカス
ItemName_Letter	ヤギの{r2[てがみ]}手紙{/r2}
ItemName_Broom	ほうき
ItemName_FishingHook	つりばり
ItemName_PinkBra	ネックレス
ItemName_MermaidsScale	{r2[にんぎょ]}人魚{/r2}のウロコ
ItemName_MagnifyingLens	{r2[みとお]}見通{/r2}しレンズ
ItemName_WearGreen	{r2[みどり]}緑{/r2}の{r2[ふく]}服{/r2}
ItemName_WearRed	{r2[あか]}赤{/r2}い{r2[ふく]}服{/r2}
ItemName_WearBlue	{r2[あお]}青{/r2}い{r2[ふく]}服{/r2}
ItemName_Bottle	{r2[ようせい]}妖精{/r2}のビン
ItemName_WindFish	かぜのさかな
ItemName_Mambo	マンボウのマンボ
ItemName_Soul	カエルのソウル
ItemName_PanelDungeonPiece	パネ{r2[いし]}石{/r2}
ItemName_RibbonBowWow	キャンキャンのフィギュア
ItemName_Kuribo	クリボーのフィギュア
ItemName_Togezo	トゲゾーのフィギュア
ItemName_Teresa	テレサのフィギュア
ItemName_PukuPuku	プクプクのフィギュア
ItemName_Gesso	ゲッソーのフィギュア
ItemName_Heiho	ヘイホーのフィギュア
ItemName_Pakkun	パックンフラワーのフィギュア
ItemName_Pokey	サンボのフィギュア
ItemName_BowWow	ワンワンのフィギュア
ItemExplanation_Sword1	コホリント島に着く前から　持っていた剣
ItemExplanation_Sword2	貝がらの館で授かった きれあじバツグンの剣
ItemExplanation_Shield	名前入りの盾  \x0e\x01\x01\x01\x0dで かまえられる
ItemExplanation_MirrorShield	ピカピカに　みがきあげられた盾
ItemExplanation_Feather	使うと　ヒラリとジャンプできる
ItemExplanation_Bracelet1	力がわいてくる　ふしぎなうでわ
ItemExplanation_Bracelet2	力がみなぎる　ふしぎなうでわ
ItemExplanation_PegasusBoots	\x0e\x01\x01\x01\x0cで ダッシュ  ジャンプをすれば遠くにとべる
ItemExplanation_Bow	遠くの敵を　ねらいうてる
ItemExplanation_HookShot	つきさせば　ビヨーンと移動できる
ItemExplanation_MagicRod	氷もとけるほどの火の玉が出る杖
ItemExplanation_Boomerang	遠くに投げても 手元にもどってくる
ItemExplanation_Ocarina	やさしい音色をかなでる楽器
ItemExplanation_Shovel	足もとをほれば　なにか出てくるかも
ItemExplanation_Powder	魔法の力がこめられた　ふしぎな粉
ItemExplanation_Bomb	バクハツ前なら　持ちあげて投げられる
ItemExplanation_TailKey	ふしぎの森の おくで見つけた
ItemExplanation_SlimeKey	リチャードに ゆずってもらった
ItemExplanation_AnglerKey	砂漠の おくで見つけた
ItemExplanation_FaceKey	南の神殿で 見つけた
ItemExplanation_BirdKey	空飛ぶコッコとのチームワークで見つけた
ItemExplanation_Violin	きよらかな音をかなでるバイオリン
ItemExplanation_Horn	海のはてまでひびきそうなホルン
ItemExplanation_Bell	すずしげな音をかなでるベル
ItemExplanation_Harp	波のような音をかなでるハープ
ItemExplanation_Marimba	力強い音をひびかせるマリンバ
ItemExplanation_Triangle	かわいらしい音をならすトライアングル
ItemExplanation_Organ	おだやかな音をかなでるオルガン
ItemExplanation_Drum	カミナリのように遠くまでとどろくドラム
ItemExplanation_SleepyMushroom	ふしぎの森に生えている　きみょうなキノコ
ItemExplanation_SecretShells	島のあちこちで見つかる　きれいな貝がら
ItemExplanation_SecretMedicine	トレーシーとくせいの　げんきになるヌリ薬
ItemExplanation_ShellRader	近くにヒミツの貝がらがあると 反応する  \x0e\x01\x01\x01\0でON/OFFきりかえ
ItemExplanation_Flippers	\x0e\x01\x01\x01.で もぐり \x0e\x01\x01\x017で 速くおよげる
ItemExplanation_HeartPieces	４つ集めれば　ハートの最大値がふえる
ItemExplanation_Fairy	使うと ビンから出て ハートを回復してくれる
ItemExplanation_YoshiDoll	ゲームでゲットしたヨッシーの人形
ItemExplanation_Ribbon	四つ子の母親が ヨッシー人形のお礼にくれた
ItemExplanation_DogFood	キャンキャンが リボンのお礼にくれた
ItemExplanation_Bananas	セールが　ドッグフードと こうかんしてくれた
ItemExplanation_Stick	橋を作ってくれたサルが落としていった棒
ItemExplanation_Honeycomb	タリンが ぼうきれを使った後に落ちていた
ItemExplanation_Pineapple	クマのコックがハチミツのお礼にくれた
ItemExplanation_Hibiscus	パパールがパイナップルのお礼にくれた
ItemExplanation_Letter	クリスティーヌから預かったライトへの手紙
ItemExplanation_Broom	手紙によろこんだライトがお礼にくれた
ItemExplanation_FishingHook	ヤッホーばあさんが ほうきのお礼にくれた
ItemExplanation_PinkBra	つり人がつりあげた　きれいなネックレス
ItemExplanation_MermaidsScale	ネックレスのお礼に　人魚がくれたウロコ　
ItemExplanation_MagnifyingLens	見えなかったものが見える　ふしぎなレンズ
ItemExplanation_WearGreen	いつも着ている　お気に入りの服
ItemExplanation_WearRed	着ていると　力がみなぎってくる服
ItemExplanation_WearBlue	着ていると　打たれ強くなる服
ItemExplanation_Bottle	中に 妖精を入れておけるビン
ItemExplanation_WindFish	マリンがいつも　口ずさんでいるメロディ
ItemExplanation_Mambo	マンボためごろう直伝の　ノリノリなマンボ
ItemExplanation_Soul	マムーが教えてくれた　ソウルフルなメロディ
ItemExplanation_PanelDungeonPiece	あやしいふんいきを放つ　ふしぎな石
ItemExplanation_RibbonBowWow	ゲームでゲットしたキャンキャンのフィギュア
ItemExplanation_Kuribo	ゲームでゲットしたクリボーのフィギュア
ItemExplanation_Togezo	ゲームでゲットしたトゲゾーのフィギュア
ItemExplanation_Teresa	ゲームでゲットしたテレサのフィギュア
ItemExplanation_PukuPuku	ゲームでゲットしたプクプクのフィギュア
ItemExplanation_Gesso	ゲームでゲットしたゲッソーのフィギュア
ItemExplanation_Heiho	ゲームでゲットしたヘイホーのフィギュア
ItemExplanation_Pakkun	ゲームでゲットしたパックンフラワーのフィギュア
ItemExplanation_Pokey	ゲームでゲットしたサンボのフィギュア
ItemExplanation_BowWow	ゲームでゲットしたワンワンのフィギュア
E3_thankyou	Thank you for playing!
E3_Title_Demo	DEMO
HintList_First	そうさの{r2[きほん]}基本{/r2}ダ
HintList_Second	スタートとゴールの きまりダ
HintList_Completion	ボウケンにでかけるダ
HintList_AdvFirst	ボウケンのきまりダ
HintList_Designation	マークがあるマスのきまりダ
HintList_DoorAndKey	トビラと{r2[たからばこ]}宝箱{/r2}の{r2[かんけい]}関係{/r2}についてダ
HintList_TreasureBox	ボスのカギはどこから{r2[で]}出{/r2}るかダ
HintList_Stairs	{r2[かいだん]}階段{/r2}は {r2[かいだん]}階段{/r2}でつなげるダ
HintList_DoorRule	トビラのきまりについてダ
HintList_Expanel	＋チップの{r2[つか]}使{/r2}いかたダ
HintList_AdvKnockdown	たおれたら {r2[でなお]}出直{/r2}しダ
HintList_AdvTimeover	{r2[じかんぎ]}時間切{/r2}れは やりなおしダ
HintList_Ycheck	こまったら チェックするダ
Warashibe.msbt
WantYossy	\x0e\x01\x0b\x17\x15\0SE_NPC_QUADMOTHER_002{r2[おんな]}同{/r2}じ{r2[かお]}顔{/r2}が ４つもあると\nあたしでも {r2[まよ]}迷{/r2}っちゃうよ\x0e\x01\x04\0\nところで この{r2[こ]}子{/r2}が\n\x0e\x01\0\x01\0{c[d9456d]}ヨッシーの{r2[にんぎょう]}人形{/r2}{c[ededed]}を ほしがってねー\x0e\x01\x04\0\n{r2[むら]}村{/r2}の ゲーム{r2[や]}屋{/r2}に あるんだけど\nむずかしくて とれないんだよ\x0e\x01\x04\0
QuestYossy	\x0e\x01\x0b\x17\x15\0SE_NPC_QUADMOTHER_002アラ その \x0e\x01\0\x01\0{c[d9456d]}ヨッシーの{r2[にんぎょう]}人形{/r2}{c[ededed]} を\nこの{r2[こ]}子{/r2}に プレゼントしてくれるのかい？\x0e\x01\x07\0\x0e\0\x04\0\x0e\x01\x08\0いいよ\x0e\0\x04\0\x0e\x01\t\0やだよーん
ClearYossy	\x0e\x01\x0b\x17\x15\0SE_NPC_QUADMOTHER_003まあ ありがとう！ やさしいねえ。\nそうだ {r2[か]}代{/r2}わりに これをあげよう\x0e\x01\x04\0
GetRibbon	\x0e\x01\0\x01\0{c[d9456d]}ヨッシー{r2[にんぎょう]}人形{/r2}{c[ededed]} と \x0e\x01\0\x01\x01{c[d9456d]}リボン{c[ededed]} をこうかんした。\nこれも こうかんできるかも……？\x0e\x01\x04\0
BadYossy	\x0e\x01\x0b\x17\x15\0SE_NPC_QUADMOTHER_001アラ ザンネンだねエ……\x0e\x01\x04\0
WantRibbon	わたし オシャレがだーいすき！\nピチピチボディの キャンキャンよ！\x0e\x01\x04\0\nアーア…… なんか {c[d9456d]}カワイイ\nアクセサリー{c[ededed]}が ほしいなあー\x0e\x01\x04\0
QuestRibbon1	わたし オシャレがだーいすき！\nピチピチボディの キャンキャンよ！\x0e\x01\x04\0
QuestRibbon2	イヤーン その \x0e\x01\0\x01\x01{c[d9456d]}リボン{c[ededed]} メチャカワイイ。\n\x0e\x01\0\x01\x02{c[d9456d]}ドッグフード{c[ededed]}と とりかえてよね！\x0e\x01\x07\0\x0e\0\x04\0\x0e\x01\x08\0わかった\x0e\0\x04\0\x0e\x01\t\0いやだ
ClearRibbon	ラッキー！ ありがとう。\nじゃっ \x0e\x01\0\x01\x02{c[d9456d]}ドッグフード{c[ededed]} とこうかんねっ！\x0e\x01\x04\0
GetCan	\x0e\x01\0\x01\x01{c[d9456d]}リボン{c[ededed]} と \x0e\x01\0\x01\x02{c[d9456d]}ドッグフード{c[ededed]} を\nとりかえた！ ビーフが たっぷりだ！\x0e\x01\x04\0
BadRibbon	エッエーーーーーッ！！\nしんじらんなあい！ もうサイテー！\x0e\x01\x04\0
WantCan	\x0e\x01\x0b\x11\x0f\0SE_NPC_SALE_001ワシは ここの{r2[かんりにん]}管理人{/r2}の\nセールっちゅうもんや！\x0e\x01\x04\0\nワシは めずらしい \x0e\x01\0\x01\x02{c[d9456d]}カンヅメ{c[ededed]}を\n{r2[あつ]}集{/r2}めるのが シュミなんやけど\x0e\x01\x04\0\n{r2[おとうと]}弟{/r2}は どこぞで {r2[げいじゅつか]}芸術家{/r2}を\nやっとるらしいんや\x0e\x01\x04\0\nうまいもん {r2[く]}食{/r2}うてた{r2[ほう]}方{/r2}が\nエエと {r2[おも]}思{/r2}うんやけどなあ……\x0e\x01\x04\0
QuestCan	\x0e\x01\x0b\x11\x0f\0SE_NPC_SALE_002なんや それ！ カ カンヅメ\n{r2[も]}持{/r2}ってるんちゃうのっ！？\x0e\x01\x04\0\nお{r2[ねが]}願{/r2}いや。その\x0e\x01\0\x01\x02{c[d9456d]}カンヅメ{c[ededed]}\nワシに ちょーだい！ お{r2[ねが]}願{/r2}いや！\x0e\x01\x04\0\nどうする？\x0e\x01\x07\0\x0e\0\x04\0\x0e\x01\x08\0ええよ\x0e\0\x04\0\x0e\x01\t\0いやや
ClearCan1	\x0e\x01\x0b\x11\x0f\0SE_NPC_SALE_006おおきに ありがとうっ！\nほな いただきまーすっ！\x0e\x01\x04\0
ClearCan2	\x0e\x01\x0b\x11\x0f\0SE_NPC_SALE_006こりゃ うまいわ！！\x0e\x01\x04\0\x0e\0\x04\0ほな お{r2[れい]}礼{/r2}に \x0e\x01\0\x01\x03{c[d9456d]}バナナ{c[ededed]}をあげるな。\nいや ほんま おいしかったわ！\x0e\x01\x04\0
GetBanana	\x0e\x01\0\x01\x02{c[d9456d]}ドッグフード{c[ededed]} をあげたら\n\x0e\x01\0\x01\x03{c[d9456d]}バナナ{c[ededed]}をもらった！\x0e\x01\x04\0\nなんか ごっつ ええかんじ！\x0e\x01\x04\0
BadCan	\x0e\x01\x0b\x11\x0f\0SE_NPC_SALE_001ほな しゃーないなあ……\nまた {r2[き]}気{/r2}が{r2[か]}変{/r2}わったら {r2[い]}言{/r2}うてや\x0e\x01\x04\0
WantBanana	\x0e\x01\x0b\x15\x13\0SE_NPC_SARUKIKI_001チキータ チキータ サルキッキ\nおなかが{r2[す]}空{/r2}いたよ サルキッキ！\x0e\x01\x04\0
QuestBanana	\x0e\x01\x0b\x15\x13\0SE_NPC_SARUKIKI_004\x0e\x01\0\x01\x03{c[d9456d]}バナナ{c[ededed]}だ \x0e\x01\0\x01\x03{c[d9456d]}バナナ{c[ededed]}だ ウッキッキッ！\nそいつを オイラにくれないか？\x0e\x01\x07\0\x0e\0\x04\0\x0e\x01\x08\0うん\x0e\0\x04\0\x0e\x01\t\0いやだ
ClearBanana	\x0e\x01\x0b\x15\x13\0SE_NPC_SARUKIKI_003\x0e\x01\0\x01\x03{c[d9456d]}バナナ{c[ededed]}だ \x0e\x01\0\x01\x03{c[d9456d]}バナナ{c[ededed]}だ ウッキッキッ！\nみんな{r2[あつ]}集{/r2}まれ お{r2[れい]}礼{/r2}をするぞー\x0e\x01\x04\0
GetBridge	\x0e\x01\x0b\x15\x13\0SE_NPC_SARUKIKI_005おサルの{r2[はし]}橋{/r2}の できあがり！\nでは さらばだ！ ウキキッキー！\x0e\x01\x04\0
GetStick	おサルが {r2[のこ]}残{/r2}していった\n\x0e\x01\0\x01\x04{c[d9456d]}ぼうきれ{c[ededed]}を {r2[ひろ]}拾{/r2}った……もらっとこう\x0e\x01\x04\0
QuestStick	\x0e\x01\x0b\x12\x10\0SE_NPC_TARIN_001おっ？ \x0e\x01\x03\0。\nいいモノ {r2[も]}持{/r2}ってるだな\x0e\x01\x04\0\nうんまい{c[d9456d]}ハチミツ{c[ededed]} わけてやるから\nその\x0e\x01\0\x01\x04{c[d9456d]}ぼうきれ{c[ededed]} {r2[か]}貸{/r2}してほしーだよ\x0e\x01\x07\0\x0e\0\x04\0\x0e\x01\x08\0いいよ\x0e\0\x04\0\x0e\x01\t\0だーめ
ClearStick	\x0e\x01\0\x01\x04{c[d9456d]}ぼうきれ{c[ededed]}が\n\x0e\x01\0\x01\x05{c[d9456d]}ハチの{r2[す]}巣{/r2}{c[ededed]} になった\x0e\x01\x04\0\n？？ なんか よくわからないけど\nとりあえず もらっておこう！\x0e\x01\x04\0
BadStick	うーん \x0e\x01\x03\0 いけずだーよ\x0e\x01\x04\0
WantHoney	\x0e\x01\x0b\x11\x0f\0SE_NPC_BEAR_004{r2[りょうり]}料理{/r2}の{r2[ざいりょう]}材料{/r2}が{r2[た]}足{/r2}りねえや。\nこんちきしょう！\x0e\x01\x04\0\n{c[d9456d]}ハチミツ{c[ededed]}がありゃー\nべらぼうに うまくなるんだゼ\x0e\x01\x04\0
QuestHoney	\x0e\x01\x0b\x11\x0f\0SE_NPC_BEAR_003ハイホー！ おめえさん…… そいつあ\nひょっとすると \x0e\x01\0\x01\x05{c[d9456d]}ハチの{r2[す]}巣{/r2}{c[ededed]} じゃねえか？\x0e\x01\x04\0\nちょうど {c[d9456d]}ハチミツ{c[ededed]}{r2[き]}切{/r2}らしてんだ！\n\x0e\x01\0\x01\x06{c[d9456d]}パイナップル{c[ededed]}と こうかんしねえか？\x0e\x01\x07\0\x0e\0\x04\0\x0e\x01\x08\0いいよ\x0e\0\x04\0\x0e\x01\t\0やだ
GetPineapple	\x0e\x01\0\x01\x05{c[d9456d]}ハチの{r2[す]}巣{/r2}{c[ededed]} を\n\x0e\x01\0\x01\x06{c[d9456d]}パイナップル{c[ededed]}ととりかえた！\x0e\x01\x04\0\nすっぱーいけど おいしい！\nおいしーけど すっぱい！\x0e\x01\x04\0
ClearHoney	\x0e\x01\x0b\x11\x0f\0SE_NPC_BEAR_002オウ！ オウ！ {c[0095ef]}ヤーナ{r2[さばく]}砂漠{/r2}{c[ededed]}ね。\n{r2[し]}知{/r2}ってるぜ\x0e\x01\x04\0\nこの{r2[むら]}村{/r2}の{r2[みなみ]}南{/r2}に {r2[いりぐち]}入口{/r2}があるんだがな。\nでかいセイウチが {r2[みち]}道{/r2}をふさいでんだ\x0e\x01\x04\0\n……あいつは いちど ねちまうと\nずーーーーっと！ {r2[うご]}動{/r2}かねーしな\x0e\x01\x04\0\nそっ！ {c[d9456d]}マリンちゃん{c[ededed]} つれてきな！\nあの{r2[こ]}子{/r2}の{r2[うた]}歌{/r2}で {r2[お]}起{/r2}こしちまえよ！\x0e\x01\x04\0\nビックリ！ {r2[と]}飛{/r2}び{r2[お]}起{/r2}きるぜ きっと\nへっへっへっ！\x0e\x01\x04\0
ClearHoney2	\x0e\x01\x0b\x11\x0f\0SE_NPC_BEAR_002オウ！ オウ！\nにいちゃん ありがとな！\x0e\x01\x04\0\nこんな{r2[ごくじょう]}極上{/r2}のハチミツ {r2[て]}手{/r2}に{r2[い]}入{/r2}れるのも\n{r2[ひとくろう]}一苦労{/r2}だったろ\x0e\x01\x04\0\nえ？ そんなことはないってか？\nまたまたあ かっこつけちゃってよお\x0e\x01\x04\0\nさすが マリンちゃんが\nみこんだだけあるぜ！ へっへっへ！\x0e\x01\x04\0
BadHoney	\x0e\x01\x0b\x11\x0f\0SE_NPC_BEAR_004キショーッ！ おしいゼ。\nめったにねえ チンミなのによう\x0e\x01\x04\0
WantPineapple	\x0e\x01\x0b\x13\x11\0SE_NPC_PAPAHL_001いやあ {r2[やくそく]}約束{/r2}{r2[どお]}通{/r2}り\nパパール そうなんしたっスよっ！\x0e\x01\x04\0\nはらが{r2[へ]}減{/r2}って {r2[うご]}動{/r2}けないっスよ。\nなんか {c[d9456d]}{r2[く]}食{/r2}いもん{c[ededed]} くれないっスか？\x0e\x01\x07\0\x0e\0\x04\0\x0e\x01\x08\0あげない\x0e\0\x04\0\x0e\x01\t\0ダメ！
QuestPineapple	\x0e\x01\x0b\x13\x11\0SE_NPC_PAPAHL_001いやあ {r2[やくそく]}約束{/r2}{r2[どお]}通{/r2}り\nパパール そうなんしたっスよっ！\x0e\x01\x04\0\nはらが{r2[へ]}減{/r2}って {r2[うご]}動{/r2}けないっスよ。\nなんか {c[d9456d]}{r2[く]}食{/r2}いもん{c[ededed]}くれないっスか？\x0e\x01\x07\0\x0e\0\x04\0\x0e\x01\x08\0いいとも\x0e\0\x04\0\x0e\x01\t\0ダメ！
ClearPineapple1	こりゃ うまそうな \x0e\x01\0\x01\x06{c[d9456d]}パイナップル{c[ededed]}だ！！\nそれじゃ \x0e\x01\0\x01\x06{c[d9456d]}パイナップル{c[ededed]}をいっただきやース\x0e\x01\x04\0
ClearPineapple2	\x0e\x01\x0b\x13\x11\0SE_NPC_PAPAHL_007おっ そうだ！ お{r2[れい]}礼{/r2}といっちゃ\nなんなんスけど……\x0e\x01\x04\0\nこいつを さしあげるっスよ。\n\x0e\x01\0\x01\x07{c[d9456d]}ハイビスカス{c[ededed]}って {r2[はな]}花{/r2}でさあ\x0e\x01\x04\0
GetHibiscus	\x0e\x01\0\x01\x06{c[d9456d]}パイナップル{c[ededed]} と \x0e\x01\0\x01\x07{c[d9456d]}ハイビスカス{c[ededed]}を\nこうかんした！\x0e\x01\x04\0
BadPineapple	\x0e\x01\x0b\x13\x11\0SE_NPC_PAPAHL_003アンタ {r2[つめ]}冷{/r2}たい{r2[ひと]}人{/r2}っスね……\x0e\x01\x04\0
WantHibiscus	\x0e\x01\x0b\x16\x14\0SE_NPC_CHRISTINE_003おとめの{r2[へや]}部屋{/r2}を {r2[おとず]}訪{/r2}れる{r2[とき]}時{/r2}の\nエチケット ご{r2[ぞんじ]}存知{/r2}ないの？\x0e\x01\x04\0\nお{r2[はな]}花{/r2}くらい いただければ\nお{r2[はな]}話{/r2}しする{r2[き]}気{/r2}にも なるんですけど\x0e\x01\x04\0\nそう \x0e\x01\0\x01\x07{c[d9456d]}ハイビスカス{c[ededed]}が{r2[す]}好{/r2}きですの。\nわたくしの{r2[ばあい]}場合{/r2}…… ……\x0e\x01\x04\0
QuestHibiscus	\x0e\x01\x0b\x16\x14\0SE_NPC_CHRISTINE_001あら わたくしに その \x0e\x01\0\x01\x07{c[d9456d]}ハイビスカス{c[ededed]} を\nくださるの？ どうもありがとう\x0e\x01\x04\0\n\x0e\x01\x0b\x16\x14\0SE_NPC_CHRISTINE_002あのー…… とっても しんしてきな\nアナタに お{r2[ねが]}願{/r2}いが ございますの\x0e\x01\x04\0\n{r2[き]}聞{/r2}いてくださいます？\x0e\x01\x07\0\x0e\0\x04\0\x0e\x01\x08\0ええ\x0e\0\x04\0\x0e\x01\t\0いいえ
GetLetter	\x0e\x01\0\x01\x07{c[d9456d]}ハイビスカス {c[ededed]}が \x0e\x01\0\x01\x08{c[d9456d]}ヤギの{r2[てがみ]}手紙{/r2}{c[ededed]}になった\n……なんか……すごいぞ！\x0e\x01\x04\0
ClearHibiscus	\x0e\x01\x0b\x16\x14\0SE_NPC_CHRISTINE_005{r2[もり]}森{/r2}の{r2[はず]}外{/r2}れの {c[d9456d]}ライトさま{c[ededed]}に\n{r2[てがみ]}手紙{/r2}を {r2[とど]}届{/r2}けていただきたいの\x0e\x01\x04\0\nよろしく お{r2[ねが]}願{/r2}いいたしますわ！\x0e\x01\x04\0
BadHibiscus	\x0e\x01\x0b\x16\x14\0SE_NPC_CHRISTINE_004……そうなの。わたくし\nアナタは いい{r2[かた]}方{/r2}だと {r2[おも]}思{/r2}いましたのに\x0e\x01\x04\0
WantLetter1	\x0e\x01\x0b\x13\x11\0SE_NPC_DOCTOR_001ぼくは {r2[ぶんつう]}文通{/r2}が シュミの\nナイスなおじさん ライトです！\x0e\x01\x04\0
WantLetter2	\x0e\x01\x0b\x13\x11\0SE_NPC_DOCTOR_008でも いちども {r2[へんじ]}返事{/r2}が {r2[かえ]}返{/r2}ってこないのです。\n{r2[かな]}悲{/r2}しいなー\x0e\x01\x04\0
