FlowchartMsg_USen_szs\ActivityAchievements.msbt
Conjunction00	Furthermore!
StretchTips167	A nutritious diet does not need to be bland. There are lots of delicious recipes to try.
StretchTips168	There are lots of kinds of vitamins, such as A, B1, and C, and each is important to your diet.
StretchTips169	Minerals such as calcium, magnesium, and iron are also important to incorporate into your diet.
StretchTips170	A balanced exercise routine can help strengthen muscles.
StretchTips171	Set goals and challenge yourself to help you maintain a healthy lifestyle.
StretchTips173	You can expend a lot of energy in a day. To keep up, consider eating a well-balanced\ndiet and finding the exercise program right for you.
StretchTips174	Consider adding a variety of nuts into your diet.
StretchTips175	Exercise is a good habit to develop!
StretchTips176	A well-balanced diet can help give you energy.
FlowchartMsg_USen_szs\Sub_Amaterasu.msbt
Amaterasu__86	\x0e\n\x14\x0c\n\0E\0a\0s\0e\01\0Ouch...ouch...
Amaterasu__109	\x0e\n\x14\x10\x0e\0N\0o\0t\0i\0c\0e\01\0Oh... I'm sorry you had to see me in such a\nstate, \x0e\x0b\0\0.
Amaterasu__110	\x0e\n\x14\x0e\x0c\0T\0h\0i\0n\0k\00\0I've been making daily treks to the shrine\nto pray for \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0Donny\x0e\0\x03\x02ÿÿ's safety...\n\nBut I hurt my leg... Ouch...
Amaterasu__111	Um... If it's not too much to ask...\n\n\nWould you be willing to go to the shrine in\nmy stead, just this once?\n\nTo pray there, you must run through\n\x0e\0\x03\x02\0\0Talisman Trail \x0e\0\x03\x02ÿÿwithout drinking a smoothie.
Amaterasu__112	\x0e\n\x14\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\01\0You will? Oh, thank you!
Amaterasu__113	Offering my prayers is the least I can do if\nI cannot be at my dear \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0Donny\x0e\0\x03\x02ÿÿ's side...
Amaterasu__114	\x0e\n\x14\x0c\n\0E\0a\0s\0e\00\0My apologies, but my leg is not well\nenough to travel on.\n\nWould you be willing to go to the shrine in\nmy stead, just this once?\n\nTo pray there, you must run through\n\x0e\0\x03\x02\0\0Talisman Trail \x0e\0\x03\x02ÿÿwithout drinking a smoothie.
Amaterasu__115	\x0e\n\x14\n\x08\0S\0a\0d\00\0Offering my prayers is the least I can do if\nI cannot be at my dear \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0Donny\x0e\0\x03\x02ÿÿ's side...
Amaterasu__116	\x0e\n\x14\x0e\x0c\0L\0a\0u\0g\0h\01\0It appears that you were able to reach the\nshrine without drinking a smoothie.\nVery impressive!
Amaterasu__117	Thank you so much for doing this...
Amaterasu__118	\x0e\n\x14\x14\x12\0G\0r\0e\0e\0t\0i\0n\0g\00\0You know, my \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0Donny \x0e\0\x03\x02ÿÿis an interesting\nboy. He may be vain, but he cares deeply\nfor his mother. I only wish for his safety.\n\x0e\n\x14\x14\x12\0G\0r\0e\0e\0t\0i\0n\0g\01\0I truly believe that, one day, he will return\nto me.
Amaterasu__44	\x0e\n\x15\x0e\x0c\0A\0n\0g\0r\0y\00\0I want to hit the \x0e\0\x03\x02\0\0Game Gym\x0e\0\x03\x02ÿÿ, but those\njerk \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0monsters\x0e\0\x03\x02ÿÿ are blocking the road...\n\nIf only there was someone, anyone at all,\nwho could knock those \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0monsters\x0e\0\x03\x02ÿÿ out!
Amaterasu__45	\x0e\n\x15\x0e\x0c\0T\0h\0i\0n\0k\01\0If only there was someone, anyone at all,\nwho could knock those \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0monsters\x0e\0\x03\x02ÿÿ out!
Amaterasu__46	\x0e\n\x15\x0e\x0c\0A\0n\0g\0r\0y\01\0Of all the days for the road to be full of\n\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0monsters\x0e\0\x03\x02ÿÿ, why'd it have to be today?!
Amaterasu__48	\x0e\n\x15\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0S\00\0Hm? You say you can defeat\nthe \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0monsters\x0e\0\x03\x02ÿÿ?
Amaterasu__50	No one in this village is strong enough to\nhandle it, but you think you are?
Amaterasu__51	\x0e\n\x15\x14\x12\0R\0e\0s\0p\0o\0n\0s\0e\01\0I always believed you could read a person\nby looking into their eyes... Their strong,\nkind, orbicular eyes...
Amaterasu__52	Yes! Your eyes say you can handle it!
Amaterasu__53	\x0e\n\x15\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0S\01\0What was that? You defeated all of\nthe \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0monsters\x0e\0\x03\x02ÿÿ?\n\n...
Amaterasu__54	\x0e\n\x15\x0e\x0c\0L\0a\0u\0g\0h\01\0{s[150]}Are you serious?!{s[100]}
Amaterasu__70	\x0e\n\x15\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\00\0I can't believe you managed to do it!\nYou're stronger than you look, and way\nstronger than anyone in the village!
Amaterasu__71	\x0e\n\x15\x0c\n\0C\0a\0l\0l\00\0This is great news! Now I can play\ngames again! I'm aiming for \x0e\0\x03\x02\0\0S rank\x0e\0\x03\x02ÿÿ!
Amaterasu__47	\x0e\n\x17\x14\x12\0G\0r\0e\0e\0t\0i\0n\0g\00\0I'm preparing an offering to help calm\n\x0e\0\x03\x02\0\0Solar Plexia\x0e\0\x03\x02ÿÿ and quell her sorrow...
Amaterasu__55	But I just can't get my hands on a\n\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ{d}.\n\n\x0e\n\x17\x0e\x0c\0T\0h\0i\0n\0k\00\0Oh, whatever shall I do?
Amaterasu__56	\x0e\n\x17\n\x08\0S\0a\0d\00\0The continued rain must mean she has not\naccepted the gifts I've offered thus far...\n\nI have to prepare something new before\nour village washes away...
Amaterasu__57	\x0e\n\x17\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0S\01\0Oh my! You'll find one for me? Really?
Amaterasu__58	\x0e\n\x17\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\00\0I would hate to place the burden of saving\nour village on the shoulders of a guest, but\nI have to accept your generous proposal.
Amaterasu__59	This offering should be a symbol of how\nthankful we are to the goddess, even in\ntimes of flood.\nSurely \x0e\0\x03\x02\0\0Solar Plexia \x0e\0\x03\x02ÿÿwill be pleased with a\n\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ{d}.
Amaterasu__60	\x0e\n\x17\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0L\01\0Ah ha! There's no mistaking it! That's a\n\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ{d}!
Amaterasu__61	\x0e\n\x17\x0e\x0c\0P\0a\0n\0i\0c\00\0Thank you for helping in our time of need.\nYou have my eternal gratitude.
Amaterasu__62	\x0e\n\x17\x0e\x0c\0H\0a\0p\0p\0y\01\0The offering has been delivered!\n\n\nI'm sure \x0e\0\x03\x02\0\0Solar Plexia \x0e\0\x03\x02ÿÿwill be pleased!
Amaterasu__63	\x0e\n\x13\n\x08\0S\0a\0d\00\0Ugh. Not again... The \x0e\0\x03\x02\0\0Village Elder \x0e\0\x03\x02ÿÿis\nasking the impossible!\n\nWanting me to go \x0e\0\x03\x02\0\0clean up wooden boxes\x0e\0\x03\x02ÿÿ\nalong the \x0e\0\x03\x02\0\0Solar Plexia Archway \x0e\0\x03\x02ÿÿwhen\nthere are a bunch of \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0monsters\x0e\0\x03\x02ÿÿ around...\nAnd to do it all in this rain!\nUnbelievable!
Amaterasu__72	{s[075]}Oh...\nHey...\n\nWould you mind taking care of the\x0e\0\x03\x02\0\0 Village Elder\x0e\0\x03\x02ÿÿ's\nrequest for me?{s[100]}
Amaterasu__73	\x0e\n\x13\n\x08\0S\0a\0d\01\0I didn't think so... Why would anyone\nvolunteer for this kind of work?
Amaterasu__64	\x0e\n\x13\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\00\0{s[150]}Thank you!{s[100]}
Amaterasu__65	{s[075]}I appreciate you helping me out. I'll definitely make it\nworth your time.{s[100]}
Amaterasu__66	{s[075]}Let's just keep this between us though. The \x0e\0\x03\x02\0\0Village Elder\n\x0e\0\x03\x02ÿÿdoesn't need to know that it's you going to \x0e\0\x03\x02\0\0clean up the\nwooden boxes\x0e\0\x03\x02ÿÿ along the \x0e\0\x03\x02\0\0Solar Plexia Archway.\x0e\0\x03\x02ÿÿ{s[100]}
Amaterasu__67	\x0e\n\x13\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\01\0Oh! You're done already?
Amaterasu__68	\x0e\n\x13\x0e\x0c\0H\0a\0p\0p\0y\00\0I can't stress how much you helped me out\nhere. Maybe this will make it clear!
Amaterasu__69	\x0e\n\x13\x0e\x0c\0H\0a\0p\0p\0y\01\0Yeah, this is perfect. Now the \x0e\0\x03\x02\0\0Village Elder\n\x0e\0\x03\x02ÿÿwon't be mad at me and won't suspect\na thing!
Amaterasu__74	\x0e\n\x17\x0e\x0c\0A\0n\0g\0r\0y\00\0Yoo-hoo!
Amaterasu__75	\x0e\n\x13\x0e\x0c\0P\0a\0n\0i\0c\00\0Oh no! It's the \x0e\0\x03\x02\0\0Village Elder\x0e\0\x03\x02ÿÿ!
Amaterasu__76	\x0e\n\x17\x10\x0e\0R\0e\0g\0r\0e\0t\00\0I saw the whole thing. How shameful...
Amaterasu__77	\x0e\n\x17\x0e\x0c\0S\0c\0a\0r\0e\00\0I'll teach you not to be so lazy and ask\nstrangers to do your work!
Amaterasu__78	\x0e\n\x13\x0e\x0c\0P\0a\0n\0i\0c\01\0Wahhh! I promise it won't happen again!\nPlease forgive me!
Amaterasu__79	\x0e\n\x13\x0e\x0c\0H\0a\0p\0p\0y\01\0Ahh... Doesn't it feel so good to run in\nthe rain?
Amaterasu__88	\x0e\n\x13\x10\x0e\0L\0a\0u\0g\0h\0L\00\0The resistance against your legs is much\nmore satisfying than it is on a normal run.\n\nAnd I love stomping in puddles!
Amaterasu__89	Lately I've been super into the time attack\nat \x0e\0\x03\x02\0\0Drench Trench\x0e\0\x03\x02ÿÿ.
Amaterasu__93	\x0e\n\x13\n\x08\0S\0a\0d\00\0It's always raining at \x0e\0\x03\x02\0\0Drench Trench\x0e\0\x03\x02ÿÿ, so no\none ever wants to run there. I don't get it\nat all!\nUnfortunately, without any competition, I\nhave no idea if my time is any good...
Amaterasu__91	\x0e\n\x13\x0e\x0c\0H\0a\0p\0p\0y\01\0What about you, though? Will you\nchallenge my time?
Amaterasu__90	\x0e\n\x13\x10\x0e\0L\0a\0u\0g\0h\0L\00\0I can run \x0e\0\x03\x02\0\0Drench Trench\x0e\0\x03\x02ÿÿ in\x0e\0\x03\x02\0\0 \x0eú\x02\x04\0\0\0Í seconds\x0e\0\x03\x02ÿÿ.\nThink you can beat that?
Amaterasu__81	\x0e\n\x13\n\x08\0S\0a\0d\01\0Or are you scared of the rain?
Amaterasu__82	\x0e\n\x13\x10\x0e\0L\0a\0u\0g\0h\0L\00\0All right! That's what I like to hear!
Amaterasu__83	Let's stomp in the rain together!
Amaterasu__85	\x0e\n\x13\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0L\01\0Whoa! That was unbelievable!\nYou're amazing!
Amaterasu__87	I just... I don't know what to say! I learned\nso much from watching you. Now I'll be\neven better at running in the rain!
Amaterasu__92	\x0e\n\x13\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\01\0Here's a reward for showing me your\ntechnique. Take it!
Amaterasu__84	\x0e\n\x15\x0e\x0c\0P\0a\0n\0i\0c\01\0The snow just keeps on coming.\nIt's really cold out here, huh?
Amaterasu__105	\x0e\n\x15\x10\x0e\0S\0n\0e\0e\0z\0e\00\0Ahh...\nChooo!
Amaterasu__94	\x0e\n\x15\x1c\x1a\0A\0f\0t\0e\0r\0_\0S\0n\0e\0e\0z\0e\00\0But there is...*sniff*...an upside to the cold.
Amaterasu__107	If you get your hair wet before going out\nfor a run...
Amaterasu__108	\x0e\n\x15\x0e\x0c\0H\0a\0p\0p\0y\01\0Your hair will freeze and look super stylish!\nI do it all the time, and now I'm the most\npopular person I know!
Amaterasu__95	I have more friends and admirers than I\nknow what to do with, and it's all thanks to\nmy frozen hair!\nThe faster you run, the more your hair will\nfreeze, and the more popular you'll\nbecome. It's basic math!
Amaterasu__96	\x0e\n\x15\x0e\x0c\0T\0h\0i\0n\0k\00\0I solved the equation and found that you'll\nearn the most popularity if you can run\n\x0e\0\x03\x02\0\0Snowflurry Valley \x0e\0\x03\x02ÿÿin \x0e\0\x03\x02\0\0\x0eú\x02\x04\0\0\0Í seconds\x0e\0\x03\x02ÿÿ!
Amaterasu__97	\x0e\n\x15\x0e\x0c\0H\0a\0p\0p\0y\00\0So, what do you say? Want to give it a try?
Amaterasu__98	You'll earn the most popularity if you can\nrun \x0e\0\x03\x02\0\0Snowflurry Valley \x0e\0\x03\x02ÿÿin \x0e\0\x03\x02\0\0\x0eú\x02\x04\0\0\0Í seconds\x0e\0\x03\x02ÿÿ!
Amaterasu__99	\x0e\n\x15\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0S\00\0What's wrong? Don't you want to\nbe popular?
Amaterasu__100	\x0e\n\x15\x0e\x0c\0H\0a\0p\0p\0y\00\0Don't you want to be as beloved as me?!
Amaterasu__101	Now go! Run, and earn your perfect hair!
Amaterasu__102	\x0e\n\x15\x0e\x0c\0L\0a\0u\0g\0h\01\0Oh, wow! Amazing! Incredible!
Amaterasu__103	\x0e\n\x15\x14\x12\0R\0e\0s\0p\0o\0n\0s\0e\00\0You're looking more popular already...and\nyou've earned it!
Amaterasu__104	This is a parting gift from me to you.
Amaterasu__106	\x0e\n\x15\x0e\x0c\0T\0h\0i\0n\0k\00\0May your hair be ever frozen and your\npopularity on the rise!
FlowchartMsg_USen_szs\Sub_Cmn.msbt
S_Cmn00	\x0e\n\x12\n\x08\0R\0u\0n\00\0Ooooh... Haaaa...\nOoooh... Haaaa...
S_Cmn01	\x0e\n\x12\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\01\0Oh, it's you again! Been a while, huh?
S_Cmn14	\x0e\n\x12\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\01\0Oh, it's you!
S_Cmn02	\x0e\n\x12\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0S\01\0Whoops!
S_Cmn03	\x0e\n\x16\n\x08\0S\0a\0d\01\0Aw, shoot. Shoulda known! This always\nhappens when I stop running...
S_Cmn04	\x0e\n\x01\x10\x0e\0N\0o\0t\0i\0c\0e\01\0\x0e\0\x03\x02\0\0Dashley\x0e\0\x03\x02ÿÿ? What are you doing out here?
S_Cmn05	\x0e\n\x16\x14\x12\0G\0r\0e\0e\0t\0i\0n\0g\01\0I'm runnin' the \x0e\0\x03\x02\0\0Marathon of Youth\x0e\0\x03\x02ÿÿ!\nIt's a long-distance run across the whole\nworld within a set number of steps.
S_Cmn06	I'm lookin' for a more permanent version\nof my "young while running" trick...\n\nI heard that runnin' this whole marathon\nwill reveal the secret ta everlasting youth!
S_Cmn07	\x0e\n\x01\x14\x12\0Q\0u\0e\0s\0t\0i\0o\0n\00\0Everlasting youth? That sounds sketchy...
S_Cmn08	\x0e\n\x16\x0e\x0c\0H\0a\0p\0p\0y\00\0Scoff all ya want. This is real-deal intel\nfrom the Info Broker!
S_Cmn09	\x0e\n\x01\n\x08\0S\0a\0d\01\0You heard it from the Info Broker?\nNow it's SUPER sketchy.
S_Cmn10	\x0e\n\x16\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\01\0Wanna give it a shot? Once ya start, it's\nhard ta stop!
S_Cmn11	\x0e\n\x16\n\x08\0S\0a\0d\01\0If ya stick with it, I might even give ya\nsome reward money!
S_Cmn42	\x0e\n\x12\n\x08\0S\0a\0d\00\0If ya stick with it, I might even give ya\nsome reward money!
S_Cmn12	Back to it, then. I need ta keep movin' so\nmy body doesn't change back!
S_Cmn13	\x0e\n\x12\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\00\0How's it goin'?\n\n\nEnjoyin' the \x0e\0\x03\x02\0\0Marathon of Youth\x0e\0\x03\x02ÿÿ? Makin'\ngood progress?
S_Cmn15	\x0e\n\x12\x0e\x0c\0H\0a\0p\0p\0y\01\0Ha! Thought so.
S_Cmn16	Oops! Can't sit here dawdlin' all day.\nTime ta pick up the pace! See ya at\nthe \x0e\0\x03\x02\0\0next stop\x0e\0\x03\x02ÿÿ!
S_Cmn17	The \x0e\0\x03\x02\0\0Marathon of Youth\x0e\0\x03\x02ÿÿ... A long-distance\nrun across the whole world within a set\nnumber of steps...
S_Cmn18	\x0e\n\x12\x0e\x0c\0H\0a\0p\0p\0y\00\0Still got a long road ahead of me, but\nI'll go the distance if it'll make these\nwrinkles disappear!
S_Cmn19	\x0e\n\x12\x10\x0e\0N\0o\0t\0i\0c\0e\00\0Wanna join me on this leg of the journey?\nC'mon, it'll be fun!
S_Cmn20	\x0e\n\x12\x0e\x0c\0L\0a\0u\0g\0h\01\0That was some quality steppin'!
S_Cmn21	\x0e\n\x12\x0e\x0c\0L\0a\0u\0g\0h\01\0Heh! Yer makin' this marathon look like\na cakewalk! I figured ya would.
S_Cmn22	\x0e\n\x12\x0e\x0c\0L\0a\0u\0g\0h\01\0Perfecto! You've really stepped up\nyer steppin'!
