FlowchartMsg_JPja_szs\ActivityAchievements.msbt
Conjunction00	さらに…!
S_YM22	\x0e\n\x14\x0e\x0c\0A\0n\0g\0r\0y\00\0聞いてちょうだい!\nこの国を汚していた犯人がわかったの!\n\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ魔物だったのよ!\n\nアイツらが 夜な夜な出てきては\nゴミを捨てたり 木箱を捨てたりしてたみたい!
S_YM23	\x0e\n\x14\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0L\00\0だから今日は 夜を待って\n\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿアイツらをこらしめに行くわよ!\n美化委員の誇りにかけて!
S_YM24	\x0e\n\x14\x14\x12\0R\0e\0s\0p\0o\0n\0s\0e\01\0あら…… お掃除に来てくれたんじゃないの?\nでも覚えておくといいわ\nお掃除は 思い立った時にやらないと\n面倒になるだけよ
S_YM25	\x0e\n\x14\x0c\n\0C\0a\0l\0l\01\0場所は \x0e\0\x03\x02\0\0シアガッテン堂\x0e\0\x03\x02ÿÿ!\n目標は\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0魔物達を一匹残らずお掃除\x0e\0\x03\x02ÿÿよ!!\nさあ 張り切って\nお掃除がんばりましょう!
S_YM26	アナタのお陰で\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0魔物\x0e\0\x03\x02ÿÿもスッキリ\n\x0e\0\x03\x02\0\0シアガッテン堂\x0e\0\x03\x02ÿÿも いつもの美しい姿に戻ったわ!
S_YM37	\x0e\n\x14\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\01\0アナタ 本当にすごいわね!!\n簡単に こなしちゃった風に見えたわ!!
S_YM36	\x0e\n\x14\x0e\x0c\0T\0h\0i\0n\0k\01\0……美化委員ナンバー1は\n委員長の この私だと思ってたけど……
S_YM28	\x0e\n\x14\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\01\0アナタがいたら この国はもう安心ね\n美化委員長の座は アナタに譲るわ!
FlowchartMsg_JPja_szs\Sub_Yorozu.msbt
S_Yorozu00	\x0e\n\x0f\n\x08\0S\0a\0d\01\0\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ新作スムージーを作りたいんですが\nなかなか ウマくいかなくて……
S_Yorozu01	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0{d}\x0e\0\x03\x02ÿÿを\nベースにしたいなと思ってはいるんですが……
S_Yorozu02	\x0e\n\x0f\x0e\x0c\0T\0h\0i\0n\0k\00\0レシピが分からなくて……\n材料はこの辺りで 手に入るはずなんですが……
S_Yorozu03	もし\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0{d}\x0e\0\x03\x02ÿÿを\nお持ちでしたら\n僕に譲っていただけませんか?
S_Yorozu04	\x0e\n\x0f\x10\x0e\0R\0e\0g\0r\0e\0t\00\0そうですよね……\n\n都合よく\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0{d}\x0e\0\x03\x02ÿÿを\n持ってるわけないですよね……
S_Yorozu05	\x0e\n\x0f\x0e\x0c\0L\0a\0u\0g\0h\00\0ありがとうございます!\n
S_Yorozu06	勇気をもって\nアナタにお願いしてよかった!
S_Yorozu07	\x0e\n\x0f\x0e\x0c\0H\0a\0p\0p\0y\01\0\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0{d}\x0e\0\x03\x02ÿÿさえあれば\nきっと アイデアが思いつくはずです!\nお礼は はずみます!\n\n\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0{d}\n\x0e\0\x03\x02ÿÿお持ちでしたら 譲っていただけないでしょうか!
S_Yorozu08	\x0e\n\x0f\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0L\00\0そうです!\nこれです!!
S_Yorozu09	\x0e\n\x0f\x0e\x0c\0H\0a\0p\0p\0y\01\0ありがとうございます!!
S_Yorozu10	これは約束のお礼です!\nお受け取りください!
S_Yorozu11	\x0e\n\x0f\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\01\0このプリン\n懐かしいなぁ……\nこの頃 ユキちゃんって子と\n恋に落ちてね……
S_Yorozu12	それでさ……
S_Yorozu13	\x0e\n\x10\x10\x0e\0N\0o\0t\0i\0c\0e\00\0こんなところで\n何してるの?
S_Yorozu14	\x0e\n\x0f\x0e\x0c\0P\0a\0n\0i\0c\00\0{s[150]}ハハ……ハ… ハニー!{s[100]}
S_Yorozu15	どうしたんだい こんな所で! お店は?
S_Yorozu16	\x0e\n\x10\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\01\0のどが乾いちゃって\n何か作ってもらおうかなと思って探してたんだ～
S_Yorozu17	\x0e\n\x10\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\01\0なんだぁ! イイのあるじゃん!\nこれちょうだい!
S_Yorozu18	ゴクゴクゴク
S_Yorozu19	\x0e\n\x10\x0c\n\0E\0a\0s\0e\00\0はぁ～ おいしかった～\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
S_Yorozu51	このトロットロなのど越し……\nやっぱり プリンは飲み物よね!
S_Yorozu20	\x0e\n\x10\x0c\n\0C\0a\0l\0l\01\0さっ のども潤ったし\n私はお店もどるね～
S_Yorozu21	\x0e\n\x0f\x0e\x0c\0P\0a\0n\0i\0c\01\0ぼ 僕の想い出の\n\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0{d}\x0e\0\x03\x02ÿÿが……
S_Yorozu22	\x0e\n\x0f\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\01\0このスープ\n懐かしいなぁ……\nこの頃アカネちゃんって子と\n恋に落ちてね……
S_Yorozu23	\x0e\n\x0f\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\01\0このスムージー\n懐かしいなぁ……\nこの頃 ヒロミって子と\n恋に落ちてね……
S_Yorozu24	\x0e\n\x0f\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\01\0このジュース\n懐かしいなぁ……\nこの頃 マイさんって人と\n恋に落ちてね……
S_Yorozu38	\x0e\n\x0f\x0e\x0c\0L\0a\0u\0g\0h\00\0おぉ…………\n\nこの\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0スムージー\x0e\0\x03\x02ÿÿは……\n\n……………\n……………
S_Yorozu41	\x0e\n\x0f\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\00\0……甘すぎず\nコクがあるのにサッパリしていて……
S_Yorozu44	\x0e\n\x0f\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\01\0……どこかに 柔らかく甘い香りも……
S_Yorozu45	……それでいて……
S_Yorozu39	\x0e\n\x10\x10\x0e\0N\0o\0t\0i\0c\0e\00\0……何やってるの?
S_Yorozu40	…………\n…………
S_Yorozu46	\x0e\n\x0f\x0e\x0c\0P\0a\0n\0i\0c\01\0…\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0{d}\n\x0e\0\x03\x02ÿÿほとんど 飲まれてしまいました……
S_Yorozu42	\x0e\n\x0f\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0L\00\0\x0e\0\x01\x02\x04\0{s[150]}ハ…… ハニー!{s[100]}\x0e\0\x01\x02ÿÿ
S_Yorozu26	\x0e\n\x0f\x10\x0e\0N\0o\0t\0i\0c\0e\01\0あれ?  お客さんが今日のバイトさんですか?
S_Yorozu27	\x0e\n\0\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0S\01\0えっ……\n違……
S_Yorozu28	\x0e\n\x0f\x14\x12\0G\0r\0e\0e\0t\0i\0n\0g\00\0では 早速ですが\x0e\0\x03\x02\x01\0 \n\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0{d}\x0e\0\x03\x02\x01\0\x0e\0\x03\x02ÿÿと\n\x0e\0\x03\x02\x01\0\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0\x0e\x02\x01\x02\x01\0\x0e\0\x03\x02\x01\0\x0e\0\x03\x02ÿÿを\n用意して欲しいんです\n急に 沢山注文が来ちゃって\n人手が 全然足りないんですよ……
S_Yorozu49	\x0e\n\x0f\x14\x12\0G\0r\0e\0e\0t\0i\0n\0g\00\0では 早速ですが \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0パパイヤソーダ\x0e\0\x03\x02ÿÿを\n用意して欲しいんです\n急に 沢山注文が来ちゃって\n人手が 全然足りないんですよ……
S_Yorozu29	\x0e\n\0\x0e\x0c\0T\0h\0i\0n\0k\00\0\x0eÉ\n\x0e\x04\0ÕP\x890\x06\0Áy_0a0を誰かと間違ってるみたいだけど\n困ってるみたいだし 助けてあげようよ?
S_Yorozu30	\x0e\n\x0f\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0S\01\0え? ちょっ!\nどこ行くんですか?
S_Yorozu31	\x0e\n\x0f\x0e\x0c\0L\0a\0u\0g\0h\00\0アナタみたいな頼れる方に\nお手伝いいただけるなんて 助かるなぁ\nバイト代もはずみますから\nお願いしますね!
S_Yorozu48	\x0e\n\x0f\x0e\x0c\0L\0a\0u\0g\0h\00\0お手伝いいただけるなんて助かるなぁ\n\nバイト代もはずみますから\nお願いしますね!
S_Yorozu32	\x0e\n\x0f\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\01\0必要なのは\x0e\0\x03\x02\0\0{d}\x0e\0\x03\x02ÿÿと\x0e\0\x03\x02\x01\0\n\x0e\0\x03\x02\0\0\x0e\x02\x01\x02\x01\0\x0e\0\x03\x02\x01\0\x0e\0\x03\x02ÿÿです\nバイト代は はずみますので\nよろしくお願いします!
S_Yorozu50	\x0e\n\x0f\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\01\0必要なのは \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0パパイヤソーダ\x0e\0\x03\x02ÿÿです\n\nバイト代は はずみますので\nよろしくお願いします!
S_Yorozu34	\x0e\n\x0f\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0L\00\0え?\nもう用意できたんですか?
S_Yorozu35	\x0e\n\x0f\x0e\x0c\0H\0a\0p\0p\0y\01\0さすがですね!
S_Yorozu36	\x0e\n\x0f\x0e\x0c\0H\0a\0p\0p\0y\00\0これで 配達も間に合いそうです!\n\nいや～ 助かりました!\nこちらは バイト代です!
S_Yorozu37	\x0e\n\x0f\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\00\0何かあったら\nまた よろしくお願いします!
FlowchartMsg_JPja_szs\ToolVoice.msbt
FlowchartMsg_JPja_szs\Town_Amaterasu.msbt
T_Ama00	\x0e\0\x03\x02\0\0アメフラス\x0e\0\x03\x02ÿÿ様に何かあったのかしらねぇ\n\n\x0e\0\x03\x02\0\0アメフラス\x0e\0\x03\x02ÿÿ様のお世話は\n\x0e\0\x03\x02\0\0ミコ\x0e\0\x03\x02ÿÿさんがされていたはずだけど\n何かあったのかしら……\n\nそういえば\x0e\0\x03\x02\0\0ミコ\x0e\0\x03\x02ÿÿさんには \x0e\0\x03\x02\0\0息子\x0e\0\x03\x02ÿÿさんがいたけど\n最近見かけないわねぇ
T_Ama04	\x0e\0\x03\x02\0\0アメフラス\x0e\0\x03\x02ÿÿ様の祠は\nあんなに近くに見えているのに\n普通に行っても\n全然たどりつけないんだぁ……\n\x0e\0\x03\x02\0\0特別なルート\x0e\0\x03\x02ÿÿってのが\nあるらしいけど\nそれは\x0e\0\x03\x02\0\0特別な人\x0e\0\x03\x02ÿÿしか教えてもらえない\n秘密なんだって
T_Ama05	昨日も雨… 今日も雨… 明日は…?\nお日様が恋しいな
T_Ama06	知ってる? 太陽の光に当たるだけで\nビタミンＤが生成されるんだよ\nすごいよね 不思議だよね\n\nあとね ビタミンＤが足りないと\n骨が弱くなるんだって!
FlowchartMsg_JPja_szs\Town_Dojo.msbt
T_DJ	二の腕のたるみに悩む若者が多いと聞くが……
T_DJ_05	そんなもん単なる 腕の後ろ側の\x0e\0\x03\x02\0\0{r2[じょうわんさんとうきん]}上腕三頭筋{/r2}\x0e\0\x03\x02ÿÿの\nおとろえが原因なだけじゃないか!
T_DJ_06	\x0e\0\x03\x02\0\0{r2[じょうわんさんとうきん]}上腕三頭筋{/r2}\x0e\0\x03\x02ÿÿなんて\n普段あんまり使わない……だと?
T_DJ_07	普段使わぬなら\n\x0e\0\x03\x02\0\0意識して使えばいい\x0e\0\x03\x02ÿÿだけじゃ!
T_DJ_00	オレも 子どものころは もやしっ子と\nバカにされたもんさ\nでも くやしさをバネに\n徹底的に鍛えてやったよ \x0e\0\x03\x02\0\0{r2[じょうわんにとうきん]}上腕二頭筋{/r2}\x0e\0\x03\x02ÿÿをね!
T_DJ_01	そして 出来上がったのが\nこの力こぶだ!\n腕ばっかり鍛えたおかげで\n下半身は ヒョロヒョロのままだがな!
T_DJ_02	この\x0e\0\x03\x02\0\0タルマン道総本山\x0e\0\x03\x02ÿÿは\n\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0ジョー・ワン\x0e\0\x03\x02ÿÿ師範が築きあげた 男の城!\nこの村全体が\n鍛錬場となってるんだ!
T_DJ_03	正義を貫く硬派な男!\n一心不乱に鍛錬するその姿!\n俺達の憧れの存在なんだ!
T_DJ_04	それにしても \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0ジョー・ワン\x0e\0\x03\x02ÿÿ師範のあの情熱は\n一体 どこからくるんだろう……
FlowchartMsg_JPja_szs\Town_ElDorago.msbt
Town04_05	\x0e\n\x11\x0e\x0c\0H\0a\0p\0p\0y\00\0\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0ドラゴ\x0e\0\x03\x02ÿÿ様の守護者でもあり\nトレーナーでもある \x0e\0\x03\x02\0\0マスター4\x0e\0\x03\x02ÿÿは\n僕らみんなの憧れなんだ!
Town04_06	僕のイチオシは\n『腕』のマスター \x0e\0\x03\x02\0\0ジョー・ワン\x0e\0\x03\x02ÿÿ様!\n僕も腕を鍛えたら\n\x0e\0\x03\x02\0\0ジョー・ワン\x0e\0\x03\x02ÿÿ様みたいになれるかな?
Town04_10	プッシュアップ! プッシュアップ!\n
Town04_11	\x0e\n\x11\x0e\x0c\0H\0a\0p\0p\0y\00\0\x0e\0\x03\x02\0\0マスター4\x0e\0\x03\x02ÿÿは\n僕らみんなの憧れなんだ!
Town04_12	特に 『腕』のマスター \x0e\0\x03\x02\0\0ジョー・ワン\x0e\0\x03\x02ÿÿ様は\n子供達のスーパースター!\n僕も腕を鍛えたら\n\x0e\0\x03\x02\0\0ジョー・ワン\x0e\0\x03\x02ÿÿ様みたいになれるかな?
Town04_07	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0ドラゴ\x0e\0\x03\x02ÿÿ様は 強く気高く いつも我らの事を\n見守ってくださっているのだ\n\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0ドラゴ\x0e\0\x03\x02ÿÿ様は おっしゃった……\n\n「摂取カロリーを減らしたいなら\n甘いものを少しだけひかえてみては?」……と\nうーむ 深いのぅ……
Town04_14	なんだかここ最近の記憶がないが……\n\n誰かが 「摂取カロリーを減らしたいなら\n甘いものを少しだけひかえてみては?」……と\n言っていたような……
Town04_08	\x0e\n\x13\x0e\x0c\0L\0a\0u\0g\0h\01\0かーっ! うめぇーっ!\n\n\x0e\0\x03\x02\0\0トレーニング中\x0e\0\x03\x02ÿÿの冷たい水は\nサイコーだぜ!
Town04_09	冷たい水は すばやく\n体に吸収されるんだ\n\x0e\0\x03\x02\0\0トレーニング中\x0e\0\x03\x02ÿÿには\nマジ 欠かせないよ!
FlowchartMsg_JPja_szs\Town_ElDorago2.msbt
T_ED2_10	手配書が回ってくるなんざ\n世の中 物騒になったもんだよ……
T_ED2_00	あ!! こいつ\nまだこの辺りをウロついてたのか!
T_ED2_01	オーイ みんな!\n\x0e\x0b\0\0 がまた来たぞ!
T_ED2_02	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0ドラゴ\x0e\0\x03\x02ÿÿ様にたてつくなど\n許されん事じゃ!
T_ED2_03	やっちまえ!
T_ED2_04	やっぱり こうなっちゃうか\nとりあえず逃げよう!
T_ED2_05	なんだか\n頭がボーっとするんだよなぁ
T_ED2_07	おや お前さんもかい?
T_ED2_08	なんか 変なモンでも\nたべちゃったかなぁ……
T_ED2_13	アナタ 手配書の!\nだ 誰か……
T_ED2_14	{s[150]}ひぐっ!{s[100]}
T_ED2_15	筋肉痛がひどくて\nちょっと動いただけで……
T_ED2_16	{s[150]}へぎっ!{s[100]}
T_ED2_17	ダメだわ…… 動けない……
T_ED2_18	面倒だし アナタの事は\n見なかったことにしてあげるから\n早くどっかに行ってくれない?
T_ED2_19	トレーニングやりすぎちゃったかな\nはははは……
T_ED2_20	{s[150]}はぐっ!{s[100]}
T_ED2_21	まあ こんなときは\nゆっくり休むしかないよね\n2～3日もすれば きっと よくなるだろ……
T_ED2_22	{s[150]}うぎぃ!{s[100]}
T_ED2_23	\x0e\n\x11\x0e\x0c\0P\0a\0n\0i\0c\01\0もしゃもしゃ\n\nブロッコリーは 栄養もたくさんで\n体作りにもってこいの食材って事も\n\x0e\0\x03\x02\0\0タンパク質 \x0e\0\x03\x02ÿÿたっぷりで\nイイ事だらけって事もわかってるのですが……\n\x0e\n\x11\x0e\x0c\0P\0a\0n\0i\0c\00\0あのモコモコが苦手なのです……\n\nだから 目を細めて\n食材をあまり見ないようにしているのです……
FlowchartMsg_JPja_szs\Town_GameLand.msbt
T_GL00	ナニガ \x0e\0\x03\x02\0\0スーパーキッズ\x0e\0\x03\x02ÿÿ ダ……\nアイツラ ノ セイデ オ客サン コナクナッタ\nエイギョウボウガイ\nエイギョウボウガイ
T_GL03	\x0e\0\x03\x02\0\0スーパーキッズ\x0e\0\x03\x02ÿÿ 大人シクナッタ!\n\nエイギョウサイカイ\nエイギョウサイカイ
T_GL01	おやまあ 懐かしい\n\nあんたが着てる服\nあたしが 若い頃 よく着ていた服だよ
T_GL04	あの頃は こんな小さな服を\n着られたんだねぇ\n……\n……\nまた 着られるように\nトレーニング 頑張ってみるかねぇ
T_GL02	ワシ 太らん体質みたいで\nずっと ガリガリやったんよ
T_GL07	でも ここ数年はなぁ\nお腹んとこだけ ぷっくりや
T_GL05	こりゃ あれか?\n内臓脂肪いうやつか?
T_GL06	こわい病気の 原因なるっていうし…\n\nトレーニングして\nへこまさんとあかんな
FlowchartMsg_JPja_szs\Town_GhostTown.msbt
T_GT00	\x0e\0\x03\x02\0\0マーミ\x0e\0\x03\x02ÿÿさんも かわいそうに……\n\n\x0e\0\x03\x02\0\0レイ\x0e\0\x03\x02ÿÿちゃんの名を 呼び続けている姿を見ると\nこっちまで悲しくなってくるよ……
T_GT10	子供達が無事に戻ってきたんだ!\n\x0e\0\x03\x02\0\0レイ\x0e\0\x03\x02ÿÿちゃんも帰ってきて\nやっと\x0e\0\x03\x02\0\0マーミ\x0e\0\x03\x02ÿÿさんに笑顔が戻ったよ\nいや～ よかったよかった
T_GT01	以前は 腹筋体操を教えてくれる先生が\nよくいらっしゃってたんだけど\nいつの頃からか\n来なくなっちゃったのよね……\nもっと色々教えてほしかったのに\n残念だわぁ……
T_GT02	\x0e\n\x13\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\00\0『くびれのうたを 歌いましょ!\nくびれっ くびれっ 腰のくびれをつくるには～♪\nふくしゃきん ふくしゃきん\n\x0e\0\x03\x02\0\0{r2[ふくしゃきん]}腹斜筋{/r2}\x0e\0\x03\x02ÿÿを鍛えましょ～♪\nバンザイツイスト ロシアンツイスト!\nバンザイ腰振り スワイショウ♪』
T_GT03	前によく来てた 腹筋体操の先生が\n歌ってた歌なんだが……
T_GT04	変な歌だったから 耳に残って\nずっと頭の中をループしてるんだよ……
FlowchartMsg_JPja_szs\Town_HotMan.msbt
T_HM00	寒すぎて 震えがとまらんわ\n\nこの震え シバリングゆうてな\n\n筋肉がブルブル動いて\n熱を発生させとるんや\n筋肉が ワシを\nあっためてくれるんやなぁ\nそれでも寒いもんは\n寒いけどなぁ
T_HM01	\x0e\n\x11\x10\x0e\0S\0n\0e\0e\0z\0e\00\0へックシュ
T_HM02	クシャミすると 一瞬ほわって\n体が温かくなるんだけど\nどっと疲れるんだよね……\n色んな筋肉を使ってるからかなぁ
T_HM03	\x0e\n\x11\x10\x0e\0R\0e\0g\0r\0e\0t\01\0僕は寒くない……
T_HM04	\x0e\n\x11\x0e\x0c\0A\0n\0g\0r\0y\01\0{s[150]}ぞ!{s[100]}
T_HM05	新しい村長さんに教えてもらった\n寒さを吹き飛ばすおまじない……
T_HM06	\x0e\n\x11\x0e\x0c\0P\0a\0n\0i\0c\01\0全然効かないよぉ……
FlowchartMsg_JPja_szs\Town_IKADA.msbt
Town01_03	\x0e\0\x03\x02\0\0スポルタ王国\x0e\0\x03\x02ÿÿは 強い精神と体を目指し\nみな 毎日鍛錬を欠かさず行っているんだ
Town01_04	だが \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0ドラゴン\x0e\0\x03\x02ÿÿという 大きな存在を前に\n心が折れている若者が 続出しているとか……\n私が若い頃は 敵が強ければ強いほど\n燃え上がったもんだがなぁ……
Town01_10	だが \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0ドラゴン\x0e\0\x03\x02ÿÿという 大きな存在に\n心が折れている若者が 続出していたんだが\n\x0e\0\x03\x02\0\0英雄\x0e\0\x03\x02ÿÿが現れ \x0e\0\x03\x02\0\0ドラゴン\x0e\0\x03\x02ÿÿも 若者に巣食った弱い心も\n吹き飛ばしてくれたんだ\nできれば私の肩こりも\n吹き飛ばしてもらいたかったよ
Town01_02	スポルタの民は 幼い頃から\n川渡りの鍛錬をさせられるんだ\n川渡りのキモは \x0e\0\x03\x02\0\0腹筋\x0e\0\x03\x02ÿÿなんだよ\n
Town01_05	でも \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0ドラゴン\x0e\0\x03\x02ÿÿのせいで 川渡りできなくて\n自慢の腹筋も しぼんじゃった…
Town01_06	腹筋は つかれても\nすぐに回復するらしいから\n毎日バリバリ トレーニングして\nシックスパックを取り戻すぞー!
Town01_07	はずかしながら\nオレは 泳げない\nどうしても 沈んでしまうんだ\n
Town01_08	\x0e\0\x03\x02\0\0筋肉は水より重い\x0e\0\x03\x02ÿÿから\n沈むのは当然だよな
Town01_09	でも 泳げないのは オレのせいじゃない\nこの鍛え上げた筋肉のせいだ!
FlowchartMsg_JPja_szs\Town_LiarGame.msbt
T_LG00	ねえねえ\nクイズしよ!
T_LG01	『鍛えられた大きな肩を\n果物に例える事があります その果物とは?』\n①スイカ ②ドリアン\n③メロン ④リンゴ\nさあ どれでしょう?\n\n……\n答えは……
T_LG02	③のメロンでした!\n\n『肩メロン』とか言うんだって～!\n\n見たことはないけど \nきっとおいしそうな肩なんだろうね!
T_LG09	アナタ…… 疲れてるみたいだけど\nそれなら……\nクイズでもする?
T_LG03	では問題です!
T_LG04	『筋肉は使わないと脂肪になる』\n①Yes　②No\nさあ どちらでしょう?\n\n……\n……\n答えは……
T_LG05	②No でした～\n\n\x0e\0\x03\x02\0\0筋肉\x0e\0\x03\x02ÿÿは使わなくても \x0e\0\x03\x02\0\0脂肪\x0e\0\x03\x02ÿÿにならないし\n\x0e\0\x03\x02\0\0脂肪\x0e\0\x03\x02ÿÿを使ったら \x0e\0\x03\x02\0\0筋肉\x0e\0\x03\x02ÿÿになるなんて事もないの\nだって \x0e\0\x03\x02\0\0筋肉と脂肪は別のモノ\x0e\0\x03\x02ÿÿなんですもん!
T_LG06	はぁ…… 気がめいるよ……\nだからさ……
T_LG07	問題です!
T_LG08	『寝ている間にほぐれるモノは?』\n①筋肉　②怒り\nさあ どっちでしょう?\n\n……\n……\n答えは……
T_LG10	もちろん①の筋肉だ!\n\n怒りは 一晩寝るとほぐれるどころか\nよけいこじらせる時もある……\nケンカした時は 時間まかせにするよりも\n素直に謝った方がいいぞ!
