bag
SS_bag_000	YOUR MONEY
ITEMINFO_1358	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1359	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1360	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1361	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1362	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1363	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1364	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1365	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1366	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1367	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1368	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1369	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1370	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1371	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1372	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1373	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1374	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1375	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1376	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1377	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1378	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1379	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1380	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1381	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1382	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1383	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1384	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1385	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1386	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1387	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1388	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1389	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1390	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1391	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1392	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1393	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1394	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1395	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1396	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1397	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1398	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1399	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1400	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1401	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1402	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1403	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1404	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1405	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1406	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1407	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1408	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1409	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1410	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1411	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1412	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1413	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1414	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1415	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1416	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1417	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1418	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1419	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1420	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1421	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1422	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1423	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1424	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1425	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1426	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1427	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1428	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1429	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1430	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1431	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1432	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1433	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1434	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1435	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1436	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1437	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1438	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1439	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1440	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1441	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1442	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1443	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1444	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1445	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1446	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1447	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1448	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1449	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1450	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1451	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1452	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1453	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1454	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1455	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1456	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1457	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1458	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
