bag
SS_bag_000	零用錢
ITEMNAME_181	瓜西果
ITEMNAME_182	金枕果
ITEMNAME_183	靛莓果
ITEMNAME_184	巧可果
ITEMNAME_185	千香果
ITEMNAME_186	燭木果
ITEMNAME_187	羅子果
ITEMNAME_188	番荔果
ITEMNAME_189	蓮蒲果
ITEMNAME_190	通通果
ITEMNAME_191	腰木果
ITEMNAME_192	稜瓜果
ITEMNAME_193	福祿果
ITEMNAME_194	扁櫻果
ITEMNAME_195	草蠶果
ITEMNAME_196	佛柑果
ITEMNAME_197	莓榴果
ITEMNAME_198	刺耳果
ITEMNAME_199	霹霹果
ITEMNAME_200	燈漿果
ITEMNAME_201	枝荔果
ITEMNAME_202	龍睛果
ITEMNAME_203	沙鱗果
ITEMNAME_204	龍火果
ITEMNAME_205	杏仔果
ITEMNAME_206	蘭薩果
ITEMNAME_207	星桃果
ITEMNAME_208	謎芝果
ITEMNAME_209	奇秘果
ITEMNAME_210	釋陀果
ITEMNAME_211	嘉珍果
ITEMNAME_212	霧蓮果
ITEMNAME_213	光粉
ITEMNAME_214	白色香草
ITEMNAME_215	強制鍛鍊器
ITEMNAME_216	學習裝置
ITEMNAME_217	先制之爪
ITEMNAME_218	安撫之鈴
ITEMNAME_219	心靈香草
ITEMNAME_220	講究頭帶
ITEMNAME_221	王者之證
ITEMNAME_222	銀粉
ITEMNAME_223	護符金幣
ITEMNAME_224	潔淨之符
ITEMNAME_225	心之水滴
ITEMNAME_226	深海之牙
ITEMNAME_227	深海鱗片
ITEMNAME_228	煙霧球
ITEMNAME_229	不變之石
ITEMNAME_230	氣勢頭帶
ITEMNAME_231	幸運蛋
ITEMNAME_232	焦點鏡
ITEMNAME_233	金屬膜
ITEMNAME_234	吃剩的東西
ITEMNAME_235	龍之鱗片
ITEMNAME_236	電氣球
ITEMNAME_237	柔軟沙子
ITEMNAME_238	硬石頭
ITEMNAME_239	奇跡種子
ITEMNAME_240	黑色眼鏡
ITEMNAME_241	黑帶
ITEMNAME_242	磁鐵
ITEMNAME_243	神秘水滴
ITEMNAME_244	銳利鳥嘴
ITEMNAME_245	毒針
ITEMNAME_246	不融冰
ITEMNAME_247	詛咒之符
ITEMNAME_248	彎曲的湯匙
ITEMNAME_249	木炭
ITEMNAME_250	龍之牙
ITEMNAME_251	絲綢圍巾
ITEMNAME_252	升級資料
ITEMNAME_253	貝殼之鈴
ITEMNAME_254	海潮薰香
ITEMNAME_255	悠閒薰香
ITEMNAME_256	吉利拳
ITEMNAME_257	金屬粉
ITEMNAME_258	粗骨頭
ITEMNAME_259	大蔥
ITEMNAME_260	紅色頭巾
ITEMNAME_261	藍色頭巾
ITEMNAME_262	粉紅頭巾
ITEMNAME_263	綠色頭巾
ITEMNAME_264	黃色頭巾
ITEMNAME_265	廣角鏡
ITEMNAME_266	力量頭帶
ITEMNAME_267	博識眼鏡
ITEMNAME_268	達人帶
ITEMNAME_269	光之黏土
ITEMNAME_270	生命寶珠
ITEMNAME_271	強力香草
ITEMNAME_272	劇毒寶珠
ITEMNAME_273	火焰寶珠
ITEMNAME_274	速度粉
ITEMNAME_275	氣勢披帶
ITEMNAME_276	對焦鏡
ITEMNAME_277	節拍器
ITEMNAME_278	黑色鐵球
ITEMNAME_279	後攻之尾
ITEMNAME_280	紅線
ITEMNAME_281	黑色污泥
ITEMNAME_282	冰冷岩石
ITEMNAME_283	沙沙岩石
ITEMNAME_284	熾熱岩石
ITEMNAME_285	潮濕岩石
ITEMNAME_286	緊纏鉤爪
ITEMNAME_287	講究圍巾
ITEMNAME_288	附著針
ITEMNAME_289	力量護腕
ITEMNAME_290	力量腰帶
ITEMNAME_291	力量鏡
ITEMNAME_292	力量束帶
ITEMNAME_293	力量護踝
ITEMNAME_294	力量負重
ITEMNAME_295	美麗空殼
ITEMNAME_296	大根莖
ITEMNAME_297	講究眼鏡
ITEMNAME_298	火球石板
ITEMNAME_299	水滴石板
ITEMNAME_300	雷電石板
ITEMNAME_301	碧綠石板
ITEMNAME_302	冰柱石板
ITEMNAME_303	拳頭石板
ITEMNAME_304	劇毒石板
ITEMNAME_305	大地石板
ITEMNAME_306	藍天石板
ITEMNAME_307	神奇石板
ITEMNAME_308	玉蟲石板
ITEMNAME_309	岩石石板
ITEMNAME_310	妖怪石板
ITEMNAME_311	龍之石板
ITEMNAME_312	惡顏石板
ITEMNAME_313	鋼鐵石板
ITEMNAME_314	奇異薰香
ITEMNAME_315	岩石薰香
ITEMNAME_316	飽腹薰香
ITEMNAME_317	漣漪薰香
ITEMNAME_318	花朵薰香
ITEMNAME_319	幸運薰香
ITEMNAME_320	潔淨薰香
ITEMNAME_321	護具
ITEMNAME_322	電力增幅器
ITEMNAME_323	熔岩增幅器
ITEMNAME_324	可疑修正檔
ITEMNAME_325	靈界之布
ITEMNAME_326	銳利之爪
ITEMNAME_327	銳利之牙
ITEMNAME_328	招式學習器０１
ITEMNAME_329	招式學習器０２
ITEMNAME_330	招式學習器０３
ITEMNAME_331	招式學習器０４
ITEMNAME_332	招式學習器０５
ITEMNAME_333	招式學習器０６
ITEMNAME_334	招式學習器０７
ITEMNAME_335	招式學習器０８
ITEMNAME_336	招式學習器０９
ITEMNAME_337	招式學習器１０
ITEMNAME_338	招式學習器１１
ITEMNAME_339	招式學習器１２
ITEMNAME_340	招式學習器１３
ITEMNAME_341	招式學習器１４
ITEMNAME_342	招式學習器１５
ITEMNAME_343	招式學習器１６
ITEMNAME_344	招式學習器１７
ITEMNAME_345	招式學習器１８
ITEMNAME_346	招式學習器１９
ITEMNAME_347	招式學習器２０
ITEMNAME_348	招式學習器２１
ITEMNAME_349	招式學習器２２
ITEMNAME_350	招式學習器２３
ITEMNAME_351	招式學習器２４
ITEMNAME_352	招式學習器２５
ITEMNAME_353	招式學習器２６
ITEMNAME_354	招式學習器２７
ITEMNAME_355	招式學習器２８
ITEMNAME_356	招式學習器２９
ITEMNAME_357	招式學習器３０
ITEMNAME_358	招式學習器３１
ITEMNAME_359	招式學習器３２
ITEMNAME_360	招式學習器３３
ITEMNAME_361	招式學習器３４
ITEMNAME_362	招式學習器３５
ITEMNAME_363	招式學習器３６
ITEMNAME_364	招式學習器３７
ITEMNAME_365	招式學習器３８
ITEMNAME_366	招式學習器３９
ITEMNAME_367	招式學習器４０
ITEMNAME_368	招式學習器４１
ITEMNAME_369	招式學習器４２
ITEMNAME_370	招式學習器４３
ITEMNAME_371	招式學習器４４
ITEMNAME_372	招式學習器４５
ITEMNAME_373	招式學習器４６
ITEMNAME_374	招式學習器４７
ITEMNAME_375	招式學習器４８
ITEMNAME_376	招式學習器４９
ITEMNAME_377	招式學習器５０
ITEMNAME_378	招式學習器５１
ITEMNAME_379	招式學習器５２
ITEMNAME_380	招式學習器５３
ITEMNAME_381	招式學習器５４
ITEMNAME_382	招式學習器５５
ITEMNAME_383	招式學習器５６
ITEMNAME_384	招式學習器５７
ITEMNAME_385	招式學習器５８
ITEMNAME_386	招式學習器５９
ITEMNAME_387	招式學習器６０
ITEMNAME_388	招式學習器６１
ITEMNAME_389	招式學習器６２
ITEMNAME_390	招式學習器６３
ITEMNAME_391	招式學習器６４
ITEMNAME_392	招式學習器６５
ITEMNAME_393	招式學習器６６
ITEMNAME_394	招式學習器６７
ITEMNAME_395	招式學習器６８
ITEMNAME_396	招式學習器６９
ITEMNAME_397	招式學習器７０
ITEMNAME_398	招式學習器７１
ITEMNAME_399	招式學習器７２
ITEMNAME_400	招式學習器７３
ITEMNAME_401	招式學習器７４
ITEMNAME_402	招式學習器７５
ITEMNAME_403	招式學習器７６
ITEMNAME_404	招式學習器７７
ITEMNAME_405	招式學習器７８
ITEMNAME_406	招式學習器７９
ITEMNAME_407	招式學習器８０
ITEMNAME_408	招式學習器８１
ITEMNAME_409	招式學習器８２
ITEMNAME_410	招式學習器８３
ITEMNAME_411	招式學習器８４
ITEMNAME_412	招式學習器８５
ITEMNAME_413	招式學習器８６
ITEMNAME_414	招式學習器８７
ITEMNAME_415	招式學習器８８
ITEMNAME_416	招式學習器８９
ITEMNAME_417	招式學習器９０
ITEMNAME_418	招式學習器９１
ITEMNAME_419	招式學習器９２
ITEMNAME_420	招式學習器９３
ITEMNAME_421	招式學習器９４
ITEMNAME_422	招式學習器９５
ITEMNAME_423	招式學習器９６
ITEMNAME_424	招式學習器９７
ITEMNAME_425	招式學習器９８
ITEMNAME_426	招式學習器９９
ITEMNAME_427	招式學習器１００
ITEMNAME_428	探險組合
ITEMNAME_429	寶物袋
ITEMNAME_430	規則書
ITEMNAME_431	寶可追蹤
ITEMNAME_432	點數卡
ITEMNAME_433	冒險筆記
ITEMNAME_434	貼紙盒
ITEMNAME_435	飾品盒
ITEMNAME_436	貼紙袋
ITEMNAME_437	朋友手冊
ITEMNAME_438	發電廠鑰匙
ITEMNAME_439	古代護符
ITEMNAME_440	銀河隊鑰匙
ITEMNAME_441	紅色鎖鏈
ITEMNAME_442	城鎮地圖
ITEMNAME_443	對戰搜尋器
ITEMNAME_444	代幣盒
ITEMNAME_445	破舊釣竿
ITEMNAME_446	好釣竿
ITEMNAME_447	厲害釣竿
ITEMNAME_448	可達鴨噴壺
ITEMNAME_449	寶芬盒
ITEMNAME_450	自行車
ITEMNAME_451	房間鑰匙
ITEMNAME_452	大木的信
ITEMNAME_453	新月之羽
ITEMNAME_454	會員卡
ITEMNAME_455	天界之笛
ITEMNAME_456	船票
ITEMNAME_457	華麗大賽參加證
ITEMNAME_458	火山鎮石
ITEMNAME_459	包裹
ITEMNAME_460	兌換券１
ITEMNAME_461	兌換券２
ITEMNAME_462	兌換券３
ITEMNAME_463	倉庫鑰匙
ITEMNAME_464	秘傳之藥
ITEMNAME_465	對戰記錄器
ITEMNAME_466	葛拉西蒂亞花
ITEMNAME_467	秘密鑰匙
ITEMNAME_468	球果盒
ITEMNAME_469	未知圖騰筆記
ITEMNAME_470	樹果種植盆
ITEMNAME_471	探寶器
ITEMNAME_472	藍卡
ITEMNAME_473	美味尾巴
ITEMNAME_474	透明鈴鐺
ITEMNAME_475	鑰匙卡
ITEMNAME_476	地下鑰匙
ITEMNAME_477	傑尼龜噴壺
ITEMNAME_478	紅色鱗片
ITEMNAME_479	遺失物
ITEMNAME_480	磁浮列車自由票
ITEMNAME_481	機械零件
ITEMNAME_482	銀色之羽
ITEMNAME_483	虹色之羽
ITEMNAME_484	神奇蛋
ITEMNAME_485	紅球果
ITEMNAME_486	藍球果
ITEMNAME_487	黃球果
ITEMNAME_488	綠球果
ITEMNAME_489	粉球果
ITEMNAME_490	白球果
ITEMNAME_491	黑球果
ITEMNAME_492	速度球
ITEMNAME_493	等級球
ITEMNAME_494	誘餌球
ITEMNAME_495	沉重球
ITEMNAME_496	甜蜜球
ITEMNAME_497	友友球
ITEMNAME_498	月亮球
ITEMNAME_499	競賽球
ITEMNAME_500	公園球
ITEMNAME_501	相簿
ITEMNAME_502	ＧＢ播放器
ITEMNAME_503	海聲鈴鐺
ITEMNAME_504	憤怒饅頭
ITEMNAME_505	資料卡０１
ITEMNAME_506	資料卡０２
ITEMNAME_507	資料卡０３
ITEMNAME_508	資料卡０４
ITEMNAME_509	資料卡０５
ITEMNAME_510	資料卡０６
ITEMNAME_511	資料卡０７
ITEMNAME_512	資料卡０８
ITEMNAME_513	資料卡０９
ITEMNAME_514	資料卡１０
ITEMNAME_515	資料卡１１
ITEMNAME_516	資料卡１２
ITEMNAME_517	資料卡１３
ITEMNAME_518	資料卡１４
ITEMNAME_519	資料卡１５
ITEMNAME_520	資料卡１６
ITEMNAME_521	資料卡１７
ITEMNAME_522	資料卡１８
ITEMNAME_523	資料卡１９
ITEMNAME_524	資料卡２０
ITEMNAME_525	資料卡２１
ITEMNAME_526	資料卡２２
ITEMNAME_527	資料卡２３
ITEMNAME_528	資料卡２４
ITEMNAME_529	資料卡２５
ITEMNAME_530	資料卡２６
ITEMNAME_531	資料卡２７
ITEMNAME_532	草綠色寶珠
ITEMNAME_533	上鎖的容器
ITEMNAME_534	朱紅色寶珠
ITEMNAME_535	靛藍色寶珠
ITEMNAME_536	謎之水晶
ITEMNAME_537	美麗鱗片
ITEMNAME_538	進化奇石
ITEMNAME_539	輕石
ITEMNAME_540	凸凸頭盔
ITEMNAME_541	氣球
ITEMNAME_542	紅牌
ITEMNAME_543	標靶
ITEMNAME_544	緊綁束帶
ITEMNAME_545	球根
ITEMNAME_546	充電電池
ITEMNAME_547	逃脫按鍵
ITEMNAME_548	火之寶石
ITEMNAME_549	水之寶石
ITEMNAME_550	電之寶石
ITEMNAME_551	草之寶石
ITEMNAME_552	冰之寶石
ITEMNAME_553	格鬥寶石
ITEMNAME_554	毒之寶石
ITEMNAME_555	地面寶石
ITEMNAME_556	飛行寶石
ITEMNAME_557	超能力寶石
ITEMNAME_558	蟲之寶石
ITEMNAME_559	岩石寶石
ITEMNAME_560	幽靈寶石
ITEMNAME_561	龍之寶石
ITEMNAME_562	惡之寶石
ITEMNAME_563	鋼之寶石
ITEMNAME_564	一般寶石
ITEMNAME_565	體力之羽
ITEMNAME_566	肌力之羽
ITEMNAME_567	抵抗之羽
ITEMNAME_568	智力之羽
ITEMNAME_569	精神之羽
ITEMNAME_570	瞬發之羽
ITEMNAME_571	美麗之羽
ITEMNAME_572	背蓋化石
ITEMNAME_573	羽毛化石
ITEMNAME_574	自由船票
ITEMNAME_575	釋出之玉
ITEMNAME_576	夢境球
ITEMNAME_577	寶可尾草
ITEMNAME_578	物品箱
ITEMNAME_579	龍之骨
ITEMNAME_580	芳香蘑菇
ITEMNAME_581	巨大金珠
ITEMNAME_582	丸子珍珠
ITEMNAME_583	彗星碎片
ITEMNAME_584	古代銅幣
ITEMNAME_585	古代銀幣
ITEMNAME_586	古代金幣
ITEMNAME_587	古代之壺
ITEMNAME_588	古代手鐲
ITEMNAME_589	古代石像
ITEMNAME_590	古代王冠
ITEMNAME_591	飛雲冰淇淋
ITEMNAME_592	要害攻擊２
ITEMNAME_593	速度強化２
ITEMNAME_594	特攻強化２
ITEMNAME_595	特防強化２
ITEMNAME_596	防禦強化２
ITEMNAME_597	力量強化２
ITEMNAME_598	命中強化２
ITEMNAME_599	速度強化３
ITEMNAME_600	特攻強化３
ITEMNAME_601	特防強化３
ITEMNAME_602	防禦強化３
ITEMNAME_603	力量強化３
ITEMNAME_604	命中強化３
ITEMNAME_605	速度強化６
ITEMNAME_606	特攻強化６
ITEMNAME_607	特防強化６
ITEMNAME_608	防禦強化６
ITEMNAME_609	力量強化６
ITEMNAME_610	命中強化６
ITEMNAME_611	？？？
ITEMNAME_612	？？？
ITEMNAME_613	？？？
ITEMNAME_614	？？？
ITEMNAME_615	要害攻擊３
ITEMNAME_616	光明石
ITEMNAME_617	黑闇石
ITEMNAME_618	招式學習器９３
ITEMNAME_619	招式學習器９４
ITEMNAME_620	招式學習器９５
ITEMNAME_621	即時通訊器
ITEMNAME_622	神石
ITEMNAME_623	配送物品１
ITEMNAME_624	配送物品２
ITEMNAME_625	配送物品３
ITEMNAME_626	即時通訊器
ITEMNAME_627	獎牌盒
ITEMNAME_628	基因之楔
ITEMNAME_629	基因之楔
ITEMNAME_630	許可證
ITEMNAME_631	圓形護符
ITEMNAME_632	閃耀護符
ITEMNAME_633	等離子卡
ITEMNAME_634	髒手帕
ITEMNAME_635	阿克羅瑪機器
ITEMNAME_636	遺忘物
ITEMNAME_637	遺忘物
ITEMNAME_638	現形鏡
ITEMNAME_639	弱點保險
ITEMNAME_640	突擊背心
ITEMNAME_641	全像投影通訊器
ITEMNAME_642	博士的信
ITEMNAME_643	溜冰鞋
ITEMNAME_644	妖精石板
ITEMNAME_645	特性膠囊
ITEMNAME_646	泡沫奶油
ITEMNAME_647	香袋
ITEMNAME_648	光苔
ITEMNAME_649	雪球
ITEMNAME_650	防塵護目鏡
ITEMNAME_651	寶可夢之笛
ITEMNAME_652	碩果肥
ITEMNAME_653	吃驚肥
ITEMNAME_654	勁勁肥
ITEMNAME_655	超效肥
ITEMNAME_656	耿鬼進化石
ITEMNAME_657	沙奈朵進化石
ITEMNAME_658	電龍進化石
ITEMNAME_659	妙蛙花進化石
ITEMNAME_660	噴火龍進化石Ｘ
ITEMNAME_661	水箭龜進化石
ITEMNAME_662	超夢進化石Ｘ
ITEMNAME_663	超夢進化石Ｙ
ITEMNAME_664	火焰雞進化石
ITEMNAME_665	恰雷姆進化石
ITEMNAME_666	黑魯加進化石
ITEMNAME_667	波士可多拉進化石
ITEMNAME_668	詛咒娃娃進化石
ITEMNAME_669	班基拉斯進化石
ITEMNAME_670	巨鉗螳螂進化石
ITEMNAME_671	凱羅斯進化石
ITEMNAME_672	化石翼龍進化石
ITEMNAME_673	路卡利歐進化石
ITEMNAME_674	暴雪王進化石
ITEMNAME_675	袋獸進化石
ITEMNAME_676	暴鯉龍進化石
ITEMNAME_677	阿勃梭魯進化石
ITEMNAME_678	噴火龍進化石Ｙ
ITEMNAME_679	胡地進化石
ITEMNAME_680	赫拉克羅斯進化石
ITEMNAME_681	大嘴娃進化石
ITEMNAME_682	雷電獸進化石
ITEMNAME_683	烈咬陸鯊進化石
ITEMNAME_684	拉帝亞斯進化石
ITEMNAME_685	拉帝歐斯進化石
ITEMNAME_686	洛玫果
ITEMNAME_687	亞開果
ITEMNAME_688	香羅果
ITEMNAME_689	蓮葉童子噴壺
ITEMNAME_690	招式學習器９６
ITEMNAME_691	招式學習器９７
ITEMNAME_692	招式學習器９８
ITEMNAME_693	招式學習器９９
ITEMNAME_694	招式學習器１００
ITEMNAME_695	發電廠通行證
ITEMNAME_696	超級環
ITEMNAME_697	似珍石
ITEMNAME_698	常見石
ITEMNAME_699	折價券
ITEMNAME_700	電梯鑰匙
ITEMNAME_701	ＴＭＶ自由票
ITEMNAME_702	卡洛斯勳章
ITEMNAME_703	探險心得
ITEMNAME_704	神秘擺設
ITEMNAME_705	隱形眼鏡盒
ITEMNAME_706	化妝包
ITEMNAME_707	衣物箱
ITEMNAME_708	密阿雷格雷派餅
ITEMNAME_709	娑羅沙布蕾
ITEMNAME_710	顎之化石
ITEMNAME_711	鰭之化石
ITEMNAME_712	帥哥券
ITEMNAME_713	自行車
ITEMNAME_714	全像投影通訊器
ITEMNAME_715	妖精寶石
ITEMNAME_716	超級墜飾
ITEMNAME_717	超級手套
ITEMNAME_718	音速自行車
ITEMNAME_719	越野自行車
ITEMNAME_720	吼吼鯨噴壺
ITEMNAME_721	得文的物品
ITEMNAME_722	集灰袋
ITEMNAME_723	地下鑰匙
ITEMNAME_724	寶可方塊組合
ITEMNAME_725	給大吾的信
ITEMNAME_726	無限船票
ITEMNAME_727	探測器
ITEMNAME_728	ＧＯＧＯ護目鏡
ITEMNAME_729	隕石
ITEMNAME_730	１號客房的鑰匙
ITEMNAME_731	２號客房的鑰匙
ITEMNAME_732	４號客房的鑰匙
ITEMNAME_733	６號客房的鑰匙
ITEMNAME_734	倉庫鑰匙
ITEMNAME_735	得文偵測鏡
ITEMNAME_736	船票
ITEMNAME_737	秘傳學習器０７
ITEMNAME_738	得文潛水裝備
ITEMNAME_739	演出禮服
ITEMNAME_740	演出禮裙
ITEMNAME_741	熔岩裝
ITEMNAME_742	海洋裝
ITEMNAME_743	雙人票
ITEMNAME_744	超級手鐲
ITEMNAME_745	超級吊墜
ITEMNAME_746	超級眼鏡
ITEMNAME_747	超級船錨
ITEMNAME_748	超級領針
ITEMNAME_749	超級頭冠
ITEMNAME_750	超級腳鐲
ITEMNAME_751	隕石
ITEMNAME_752	巨沼怪進化石
ITEMNAME_753	蜥蜴王進化石
ITEMNAME_754	勾魂眼進化石
ITEMNAME_755	七夕青鳥進化石
ITEMNAME_756	艾路雷朵進化石
ITEMNAME_757	差不多娃娃進化石
ITEMNAME_758	巨金怪進化石
ITEMNAME_759	巨牙鯊進化石
ITEMNAME_760	呆殼獸進化石
ITEMNAME_761	大鋼蛇進化石
ITEMNAME_762	大比鳥進化石
ITEMNAME_763	冰鬼護進化石
ITEMNAME_764	蒂安希進化石
ITEMNAME_765	懲戒之壺
ITEMNAME_766	超級護腕
ITEMNAME_767	噴火駝進化石
ITEMNAME_768	長耳兔進化石
ITEMNAME_769	暴飛龍進化石
ITEMNAME_770	大針蜂進化石
ITEMNAME_771	隕石
ITEMNAME_772	隕石
ITEMNAME_773	鑰石
ITEMNAME_774	隕石碎片
ITEMNAME_775	無限之笛
ITEMNAME_776	一般Ｚ
ITEMNAME_777	火Ｚ
ITEMNAME_778	水Ｚ
ITEMNAME_779	電Ｚ
ITEMNAME_780	草Ｚ
ITEMNAME_781	冰Ｚ
ITEMNAME_782	格鬥Ｚ
ITEMNAME_783	毒Ｚ
ITEMNAME_784	地面Ｚ
ITEMNAME_785	飛行Ｚ
ITEMNAME_786	超能力Ｚ
ITEMNAME_787	蟲Ｚ
ITEMNAME_788	岩石Ｚ
ITEMNAME_789	幽靈Ｚ
ITEMNAME_790	龍Ｚ
ITEMNAME_791	惡Ｚ
ITEMNAME_792	鋼Ｚ
ITEMNAME_793	妖精Ｚ
ITEMNAME_794	皮卡丘Ｚ
ITEMNAME_795	銀色王冠
ITEMNAME_796	金色王冠
ITEMNAME_797	Ｚ手環
ITEMNAME_798	狙射樹梟Ｚ
ITEMNAME_799	熾焰咆哮虎Ｚ
ITEMNAME_800	西獅海壬Ｚ
ITEMNAME_801	卡璞Ｚ
ITEMNAME_802	瑪夏多Ｚ
ITEMNAME_803	阿羅雷Ｚ
ITEMNAME_804	卡比獸Ｚ
ITEMNAME_805	伊布Ｚ
ITEMNAME_806	夢幻Ｚ
ITEMNAME_807	一般Ｚ
ITEMNAME_808	火Ｚ
ITEMNAME_809	水Ｚ
ITEMNAME_810	電Ｚ
ITEMNAME_811	草Ｚ
ITEMNAME_812	冰Ｚ
ITEMNAME_813	格鬥Ｚ
ITEMNAME_814	毒Ｚ
ITEMNAME_815	地面Ｚ
ITEMNAME_816	飛行Ｚ
ITEMNAME_817	超能力Ｚ
ITEMNAME_818	蟲Ｚ
ITEMNAME_819	岩石Ｚ
ITEMNAME_820	幽靈Ｚ
ITEMNAME_821	龍Ｚ
ITEMNAME_822	惡Ｚ
ITEMNAME_823	鋼Ｚ
ITEMNAME_824	妖精Ｚ
ITEMNAME_825	皮卡丘Ｚ
ITEMNAME_826	狙射樹梟Ｚ
ITEMNAME_827	熾焰咆哮虎Ｚ
ITEMNAME_828	西獅海壬Ｚ
ITEMNAME_829	卡璞Ｚ
ITEMNAME_830	瑪夏多Ｚ
ITEMNAME_831	阿羅雷Ｚ
ITEMNAME_832	卡比獸Ｚ
ITEMNAME_833	伊布Ｚ
ITEMNAME_834	夢幻Ｚ
ITEMNAME_835	智皮卡Ｚ
ITEMNAME_836	智皮卡Ｚ
ITEMNAME_837	？？？
ITEMNAME_838	？？？
ITEMNAME_839	？？？
ITEMNAME_840	？？？
ITEMNAME_841	材料袋
ITEMNAME_842	釣竿
ITEMNAME_843	博士的面罩
ITEMNAME_844	圓慶票
ITEMNAME_845	光輝石
ITEMNAME_846	膽怯球
ITEMNAME_847	基格爾德多面體
ITEMNAME_848	？？？
ITEMNAME_849	冰之石
ITEMNAME_850	騎行裝置
ITEMNAME_851	究極球
ITEMNAME_852	大馬拉薩達
ITEMNAME_853	朱紅色花蜜
ITEMNAME_854	金黃色花蜜
ITEMNAME_855	桃粉色花蜜
ITEMNAME_856	蘭紫色花蜜
ITEMNAME_857	太陽之笛
ITEMNAME_858	月亮之笛
ITEMNAME_859	？？？
ITEMNAME_860	奇異卡片
ITEMNAME_861	銀色蔓莓果
ITEMNAME_862	金色蔓莓果
ITEMNAME_863	銀色蕉香果
ITEMNAME_864	金色蕉香果
ITEMNAME_865	銀色凰梨果
ITEMNAME_866	金色凰梨果
ITEMNAME_867	？？？
ITEMNAME_868	？？？
ITEMNAME_869	？？？
ITEMNAME_870	？？？
ITEMNAME_871	？？？
ITEMNAME_872	秘密鑰匙
ITEMNAME_873	船票
ITEMNAME_874	西爾佛檢視鏡
ITEMNAME_875	包裹
ITEMNAME_876	鑰匙卡
ITEMNAME_877	金假牙
ITEMNAME_878	電梯鑰匙
ITEMNAME_879	大地膜
ITEMNAME_880	部位護具
ITEMNAME_881	電氣種子
ITEMNAME_882	精神種子
ITEMNAME_883	薄霧種子
ITEMNAME_884	青草種子
ITEMNAME_885	鬆掉的彈簧
ITEMNAME_886	粉筆石
ITEMNAME_887	彈珠
ITEMNAME_888	一邊的耳環
ITEMNAME_889	海邊的玻璃
ITEMNAME_890	金色葉子
ITEMNAME_891	銀色葉子
ITEMNAME_892	光滑泥球
ITEMNAME_893	南國貝殼
ITEMNAME_894	樹葉信
ITEMNAME_895	樹葉信
ITEMNAME_896	小小花束
ITEMNAME_897	？？？
ITEMNAME_898	？？？
ITEMNAME_899	？？？
ITEMNAME_900	引蟲香水
ITEMNAME_901	白銀香水
ITEMNAME_902	黃金香水
ITEMNAME_903	深灰米果
ITEMNAME_904	戰鬥記憶碟
ITEMNAME_905	飛翔記憶碟
ITEMNAME_906	毒記憶碟
ITEMNAME_907	大地記憶碟
ITEMNAME_908	岩石記憶碟
ITEMNAME_909	蟲子記憶碟
ITEMNAME_910	幽靈記憶碟
ITEMNAME_911	鋼鐵記憶碟
ITEMNAME_912	火焰記憶碟
ITEMNAME_913	清水記憶碟
ITEMNAME_914	青草記憶碟
ITEMNAME_915	電子記憶碟
ITEMNAME_916	精神記憶碟
ITEMNAME_917	冰雪記憶碟
ITEMNAME_918	龍記憶碟
ITEMNAME_919	黑暗記憶碟
ITEMNAME_920	妖精記憶碟
ITEMNAME_921	索爾迦雷歐Ｚ
ITEMNAME_922	露奈雅拉Ｚ
ITEMNAME_923	究極奈克洛Ｚ
ITEMNAME_924	謎擬ＱＺ
ITEMNAME_925	鬃岩狼人Ｚ
ITEMNAME_926	杖尾鱗甲龍Ｚ
ITEMNAME_927	索爾迦雷歐Ｚ
ITEMNAME_928	露奈雅拉Ｚ
