bag
SS_bag_000	零花钱
ITEMNAME_1328	★Eri1464
ITEMNAME_1329	★Eri1393
ITEMNAME_1330	★Eri850
ITEMNAME_1331	★Tau1409
ITEMNAME_1332	★Tau1457
ITEMNAME_1333	★Tau1165
ITEMNAME_1334	★Tau1791
ITEMNAME_1335	★Tau1910
ITEMNAME_1336	★Tau1346
ITEMNAME_1337	★Tau1373
ITEMNAME_1338	★Tau1412
ITEMNAME_1339	★CMa2491
ITEMNAME_1340	★CMa2693
ITEMNAME_1341	★CMa2294
ITEMNAME_1342	★CMa2827
ITEMNAME_1343	★CMa2282
ITEMNAME_1344	★CMa2618
ITEMNAME_1345	★CMa2657
ITEMNAME_1346	★CMa2646
ITEMNAME_1347	★UMa4905
ITEMNAME_1348	★UMa4301
ITEMNAME_1349	★UMa5191
ITEMNAME_1350	★UMa5054
ITEMNAME_1351	★UMa4295
ITEMNAME_1352	★UMa4660
ITEMNAME_1353	★UMa4554
ITEMNAME_1354	★UMa4069
ITEMNAME_1355	★UMa3569
ITEMNAME_1356	★UMa3323
ITEMNAME_1357	★UMa4033
ITEMNAME_1358	★UMa4377
ITEMNAME_1359	★UMa4375
ITEMNAME_1360	★UMa4518
ITEMNAME_1361	★UMa3594
ITEMNAME_1362	★Vir5056
ITEMNAME_1363	★Vir4825
ITEMNAME_1364	★Vir4932
ITEMNAME_1365	★Vir4540
ITEMNAME_1366	★Vir4689
ITEMNAME_1367	★Vir5338
ITEMNAME_1368	★Vir4910
ITEMNAME_1369	★Vir5315
ITEMNAME_1370	★Vir5359
ITEMNAME_1371	★Vir5409
ITEMNAME_1372	★Vir5107
ITEMNAME_1373	★Ari617
ITEMNAME_1374	★Ari553
ITEMNAME_1375	★Ari546
ITEMNAME_1376	★Ari951
ITEMNAME_1377	★Ori1713
ITEMNAME_1378	★Ori2061
ITEMNAME_1379	★Ori1790
ITEMNAME_1380	★Ori1903
ITEMNAME_1381	★Ori1948
ITEMNAME_1382	★Ori2004
ITEMNAME_1383	★Ori1852
ITEMNAME_1384	★Ori1879
ITEMNAME_1385	★Ori1899
ITEMNAME_1386	★Ori1543
ITEMNAME_1387	★Cas21
ITEMNAME_1388	★Cas168
ITEMNAME_1389	★Cas403
ITEMNAME_1390	★Cas153
ITEMNAME_1391	★Cas542
ITEMNAME_1392	★Cas219
ITEMNAME_1393	★Cas265
ITEMNAME_1394	★Cnc3572
ITEMNAME_1395	★Cnc3208
ITEMNAME_1396	★Cnc3461
ITEMNAME_1397	★Cnc3449
ITEMNAME_1398	★Cnc3429
ITEMNAME_1399	★Cnc3627
ITEMNAME_1400	★Cnc3268
ITEMNAME_1401	★Cnc3249
ITEMNAME_1402	★Com4968
ITEMNAME_1403	★Crv4757
ITEMNAME_1404	★Crv4623
ITEMNAME_1405	★Crv4662
ITEMNAME_1406	★Crv4786
ITEMNAME_1407	★Aur1708
ITEMNAME_1408	★Aur2088
ITEMNAME_1409	★Aur1605
ITEMNAME_1410	★Aur2095
ITEMNAME_1411	★Aur1577
ITEMNAME_1412	★Aur1641
ITEMNAME_1413	★Aur1612
ITEMNAME_1414	★Pav7790
ITEMNAME_1415	★Cet911
ITEMNAME_1416	★Cet681
ITEMNAME_1417	★Cet188
ITEMNAME_1418	★Cet539
ITEMNAME_1419	★Cet804
ITEMNAME_1420	★Cep8974
ITEMNAME_1421	★Cep8162
ITEMNAME_1422	★Cep8238
ITEMNAME_1423	★Cep8417
ITEMNAME_1424	★Cen5267
ITEMNAME_1425	★Cen5288
ITEMNAME_1426	★Cen551
ITEMNAME_1427	★Cen5459
ITEMNAME_1428	★Cen5460
ITEMNAME_1429	★CMi2943
ITEMNAME_1430	★CMi2845
ITEMNAME_1431	★Equ8131
ITEMNAME_1432	★Vul7405
ITEMNAME_1433	★UMi424
ITEMNAME_1434	★UMi5563
ITEMNAME_1435	★UMi5735
ITEMNAME_1436	★UMi6789
ITEMNAME_1437	★Crt4287
ITEMNAME_1438	★Lyr7001
ITEMNAME_1439	★Lyr7178
ITEMNAME_1440	★Lyr7106
ITEMNAME_1441	★Lyr7298
ITEMNAME_1442	★Ara6585
ITEMNAME_1443	★Sco6134
ITEMNAME_1444	★Sco6527
ITEMNAME_1445	★Sco6553
ITEMNAME_1446	★Sco5953
ITEMNAME_1447	★Sco5984
ITEMNAME_1448	★Sco6508
ITEMNAME_1449	★Sco6084
ITEMNAME_1450	★Sco5944
ITEMNAME_1451	★Sco6630
ITEMNAME_1452	★Sco6027
ITEMNAME_1453	★Sco6247
ITEMNAME_1454	★Sco6252
ITEMNAME_1455	★Sco5928
ITEMNAME_1456	★Sco6241
ITEMNAME_1457	★Sco6165
ITEMNAME_1458	★Tri544
ITEMNAME_1459	★Leo3982
ITEMNAME_1460	★Leo4534
ITEMNAME_1461	★Leo4357
ITEMNAME_1462	★Leo4057
ITEMNAME_1463	★Leo4359
ITEMNAME_1464	★Leo4031
ITEMNAME_1465	★Leo3852
ITEMNAME_1466	★Leo3905
ITEMNAME_1467	★Leo3773
ITEMNAME_1468	★Gru8425
ITEMNAME_1469	★Gru8636
ITEMNAME_1470	★Gru8353
ITEMNAME_1471	★Lib5685
ITEMNAME_1472	★Lib5531
ITEMNAME_1473	★Lib5787
ITEMNAME_1474	★Lib5603
ITEMNAME_1475	★Pup3165
ITEMNAME_1476	★Pup3185
ITEMNAME_1477	★Pup3045
ITEMNAME_1478	★Cyg7924
ITEMNAME_1479	★Cyg7417
ITEMNAME_1480	★Cyg7796
ITEMNAME_1481	★Cyg8301
ITEMNAME_1482	★Cyg7949
ITEMNAME_1483	★Cyg7528
ITEMNAME_1484	★Oct7228
ITEMNAME_1485	★Col1956
ITEMNAME_1486	★Col2040
ITEMNAME_1487	★Col2177
ITEMNAME_1488	★Gem2990
ITEMNAME_1489	★Gem2891
ITEMNAME_1490	★Gem2421
ITEMNAME_1491	★Gem2473
ITEMNAME_1492	★Gem2216
ITEMNAME_1493	★Gem2777
ITEMNAME_1494	★Gem2650
ITEMNAME_1495	★Gem2286
ITEMNAME_1496	★Gem2484
ITEMNAME_1497	★Gem2930
ITEMNAME_1498	★Peg8775
ITEMNAME_1499	★Peg8781
ITEMNAME_1500	★Peg39
ITEMNAME_1501	★Peg8308
ITEMNAME_1502	★Peg8650
ITEMNAME_1503	★Peg8634
ITEMNAME_1504	★Peg8684
ITEMNAME_1505	★Peg8450
ITEMNAME_1506	★Peg8880
ITEMNAME_1507	★Peg8905
ITEMNAME_1508	★Oph6556
ITEMNAME_1509	★Oph6378
ITEMNAME_1510	★Oph6603
ITEMNAME_1511	★Oph6149
ITEMNAME_1512	★Oph6056
ITEMNAME_1513	★Oph6075
ITEMNAME_1514	★Ser5854
ITEMNAME_1515	★Ser7141
ITEMNAME_1516	★Ser5879
ITEMNAME_1517	★Her6406
ITEMNAME_1518	★Her6148
ITEMNAME_1519	★Her6410
ITEMNAME_1520	★Her6526
ITEMNAME_1521	★Her6117
ITEMNAME_1522	★Her6008
ITEMNAME_1523	★Per936
ITEMNAME_1524	★Per1017
ITEMNAME_1525	★Per1131
ITEMNAME_1526	★Per1228
ITEMNAME_1527	★Per834
ITEMNAME_1528	★Per941
ITEMNAME_1529	★Phe99
ITEMNAME_1530	★Phe338
ITEMNAME_1531	★Vel3634
ITEMNAME_1532	★Vel3485
ITEMNAME_1533	★Vel3734
ITEMNAME_1534	★Aqr8232
ITEMNAME_1535	★Aqr8414
ITEMNAME_1536	★Aqr8709
ITEMNAME_1537	★Aqr8518
ITEMNAME_1538	★Aqr7950
ITEMNAME_1539	★Aqr8499
ITEMNAME_1540	★Aqr8610
ITEMNAME_1541	★Aqr8264
ITEMNAME_1542	★Cru4853
ITEMNAME_1543	★Cru4730
ITEMNAME_1544	★Cru4763
ITEMNAME_1545	★Cru4700
ITEMNAME_1546	★Cru4656
ITEMNAME_1547	★PsA8728
ITEMNAME_1548	★TrA6217
ITEMNAME_1549	★Cap7776
ITEMNAME_1550	★Cap7754
ITEMNAME_1551	★Cap8278
ITEMNAME_1552	★Cap8322
ITEMNAME_1553	★Cap7773
ITEMNAME_1554	★Sge7479
ITEMNAME_1555	★Car2326
ITEMNAME_1556	★Car3685
ITEMNAME_1557	★Car3307
ITEMNAME_1558	★Car3699
ITEMNAME_1559	★Dra5744
ITEMNAME_1560	★Dra5291
ITEMNAME_1561	★Dra6705
ITEMNAME_1562	★Dra6536
ITEMNAME_1563	★Dra7310
ITEMNAME_1564	★Dra6688
ITEMNAME_1565	★Dra4434
ITEMNAME_1566	★Dra6370
ITEMNAME_1567	★Dra7462
ITEMNAME_1568	★Dra6396
ITEMNAME_1569	★Dra6132
ITEMNAME_1570	★Dra6636
ITEMNAME_1571	★CVn4915
ITEMNAME_1572	★CVn4785
ITEMNAME_1573	★CVn4846
ITEMNAME_1574	★Aql7595
ITEMNAME_1575	★Aql7557
ITEMNAME_1576	★Aql7525
ITEMNAME_1577	★Aql7602
ITEMNAME_1578	★Aql7235
ITEMNAME_1579	极巨甜蜜
ITEMNAME_1580	极巨菇菇
ITEMNAME_1581	伽勒豆蔻枝
ITEMNAME_1582	伽勒豆蔻手环
ITEMNAME_1583	时尚名人卡
ITEMNAME_1584	铠甲车票
ITEMNAME_1585	洛托姆自行车
ITEMNAME_1586	洛托姆自行车
ITEMNAME_1587	经验护符
ITEMNAME_1588	铠甲矿石
ITEMNAME_1589	证章护符
ITEMNAME_1590	牵绊缰绳
ITEMNAME_1591	牵绊缰绳
ITEMNAME_1592	伽勒豆蔻花圈
ITEMNAME_1593	传说笔记１
ITEMNAME_1594	传说笔记２
ITEMNAME_1595	传说笔记３
ITEMNAME_1596	传说笔记？
ITEMNAME_1597	王冠车票
ITEMNAME_1598	木雕王冠
ITEMNAME_1599	光辉花瓣
ITEMNAME_1600	白色鬃毛
ITEMNAME_1601	黑色鬃毛
ITEMNAME_1602	冰萝卜
ITEMNAME_1603	黑萝卜
ITEMNAME_1604	极矿石
ITEMNAME_1605	萝卜种子
ITEMNAME_1606	特性膏药
ITEMNAME_1607	牵绊缰绳
ITEMNAME_1608	谜之碎片Ｓ
ITEMNAME_1609	谜之碎片Ｌ
ITEMNAME_1610	挖洞钻
ITEMNAME_1611	关都石板
ITEMNAME_1612	城都石板
ITEMNAME_1613	心之石板
ITEMNAME_1614	彩虹石板
ITEMNAME_1615	暴风石板
ITEMNAME_1616	大海石板
ITEMNAME_1617	大陆石板
ITEMNAME_1618	天空石板
ITEMNAME_1619	基因石板
ITEMNAME_1620	引导石板
ITEMNAME_1621	毁坏石板
ITEMNAME_1622	ＤＳ播放器
itemname_acc
ITEMNAME_000	无
ITEMNAME_001	大师球
ITEMNAME_002	高级球
ITEMNAME_003	超级球
ITEMNAME_004	精灵球
ITEMNAME_005	狩猎球
ITEMNAME_006	捕网球
ITEMNAME_007	潜水球
ITEMNAME_008	巢穴球
ITEMNAME_009	重复球
ITEMNAME_010	计时球
ITEMNAME_011	豪华球
ITEMNAME_012	纪念球
ITEMNAME_013	黑暗球
ITEMNAME_014	治愈球
ITEMNAME_015	先机球
ITEMNAME_016	贵重球
ITEMNAME_017	伤药
ITEMNAME_018	解毒药
ITEMNAME_019	灼伤药
ITEMNAME_020	解冻药
ITEMNAME_021	解眠药
ITEMNAME_022	解麻药
ITEMNAME_023	全复药
ITEMNAME_024	全满药
ITEMNAME_025	厉害伤药
ITEMNAME_026	好伤药
ITEMNAME_027	万灵药
ITEMNAME_028	活力碎片
ITEMNAME_029	活力块
ITEMNAME_030	美味之水
ITEMNAME_031	劲爽汽水
ITEMNAME_032	果汁牛奶
ITEMNAME_033	哞哞鲜奶
ITEMNAME_034	元气粉
ITEMNAME_035	元气根
ITEMNAME_036	万能粉
ITEMNAME_037	复活草
ITEMNAME_038	ＰＰ单项小补剂
ITEMNAME_039	ＰＰ单项全补剂
ITEMNAME_040	ＰＰ多项小补剂
ITEMNAME_041	ＰＰ多项全补剂
ITEMNAME_042	釜炎仙贝
ITEMNAME_043	树果汁
ITEMNAME_044	圣灰
ITEMNAME_045	ＨＰ增强剂
ITEMNAME_046	攻击增强剂
ITEMNAME_047	防御增强剂
ITEMNAME_048	速度增强剂
ITEMNAME_049	特攻增强剂
ITEMNAME_050	神奇糖果
ITEMNAME_051	ＰＰ提升剂
ITEMNAME_052	特防增强剂
ITEMNAME_053	ＰＰ极限提升剂
ITEMNAME_054	森之羊羹
ITEMNAME_055	能力防守
ITEMNAME_056	要害攻击
ITEMNAME_057	力量强化
ITEMNAME_058	防御强化
ITEMNAME_059	速度强化
ITEMNAME_060	命中强化
ITEMNAME_061	特攻强化
ITEMNAME_062	特防强化
ITEMNAME_063	皮皮玩偶
ITEMNAME_064	向尾喵的尾巴
ITEMNAME_065	蓝色玻璃哨
ITEMNAME_066	黄色玻璃哨
ITEMNAME_067	红色玻璃哨
ITEMNAME_068	黑色玻璃哨
ITEMNAME_069	白色玻璃哨
ITEMNAME_070	浅滩海盐
ITEMNAME_071	浅滩贝壳
ITEMNAME_072	红色碎片
ITEMNAME_073	蓝色碎片
ITEMNAME_074	黄色碎片
ITEMNAME_075	绿色碎片
ITEMNAME_076	白银喷雾
ITEMNAME_077	黄金喷雾
ITEMNAME_078	离洞绳
ITEMNAME_079	除虫喷雾
ITEMNAME_080	日之石
ITEMNAME_081	月之石
ITEMNAME_082	火之石
ITEMNAME_083	雷之石
ITEMNAME_084	水之石
ITEMNAME_085	叶之石
ITEMNAME_086	小蘑菇
ITEMNAME_087	大蘑菇
ITEMNAME_088	珍珠
ITEMNAME_089	大珍珠
ITEMNAME_090	星星沙子
ITEMNAME_091	星星碎片
ITEMNAME_092	金珠
ITEMNAME_093	心之鳞片
ITEMNAME_094	甜甜蜜
ITEMNAME_095	速速肥
ITEMNAME_096	湿湿肥
ITEMNAME_097	久久肥
ITEMNAME_098	粘粘肥
ITEMNAME_099	根状化石
ITEMNAME_100	爪子化石
ITEMNAME_101	贝壳化石
ITEMNAME_102	甲壳化石
ITEMNAME_103	秘密琥珀
ITEMNAME_104	盾甲化石
ITEMNAME_105	头盖化石
ITEMNAME_106	贵重骨头
ITEMNAME_107	光之石
ITEMNAME_108	暗之石
ITEMNAME_109	觉醒之石
ITEMNAME_110	浑圆之石
ITEMNAME_111	楔石
ITEMNAME_112	白金宝珠
ITEMNAME_113	茶
ITEMNAME_114	？？？
ITEMNAME_115	马志士的签名
ITEMNAME_116	水流卡带
ITEMNAME_117	闪电卡带
ITEMNAME_118	火焰卡带
ITEMNAME_119	冰冻卡带
ITEMNAME_120	？？？
ITEMNAME_121	宝可梦盒
ITEMNAME_122	回复口袋
ITEMNAME_123	招式学习器盒
ITEMNAME_124	糖果罐
ITEMNAME_125	强化口袋
ITEMNAME_126	换装箱
ITEMNAME_127	捕捉口袋
ITEMNAME_128	对战口袋
ITEMNAME_129	？？？
ITEMNAME_130	？？？
ITEMNAME_131	？？？
ITEMNAME_132	？？？
ITEMNAME_133	？？？
ITEMNAME_134	心形甜点
ITEMNAME_135	金刚宝珠
ITEMNAME_136	白玉宝珠
ITEMNAME_137	初次邮件
ITEMNAME_138	喜爱邮件
ITEMNAME_139	邀请邮件
ITEMNAME_140	感谢邮件
ITEMNAME_141	询问邮件
ITEMNAME_142	推荐邮件
ITEMNAME_143	回复邮件
ITEMNAME_144	桥梁邮件Ｓ
ITEMNAME_145	桥梁邮件Ｈ
ITEMNAME_146	桥梁邮件Ｃ
ITEMNAME_147	桥梁邮件Ｖ
ITEMNAME_148	桥梁邮件Ｗ
ITEMNAME_149	樱子果
ITEMNAME_150	零余果
ITEMNAME_151	桃桃果
ITEMNAME_152	莓莓果
ITEMNAME_153	利木果
ITEMNAME_154	苹野果
ITEMNAME_155	橙橙果
ITEMNAME_156	柿仔果
ITEMNAME_157	木子果
ITEMNAME_158	文柚果
ITEMNAME_159	勿花果
ITEMNAME_160	异奇果
ITEMNAME_161	芒芒果
ITEMNAME_162	乐芭果
ITEMNAME_163	芭亚果
ITEMNAME_164	蔓莓果
ITEMNAME_165	墨莓果
ITEMNAME_166	蕉香果
ITEMNAME_167	西梨果
ITEMNAME_168	凰梨果
ITEMNAME_169	榴石果
ITEMNAME_170	藻根果
ITEMNAME_171	比巴果
ITEMNAME_172	哈密果
ITEMNAME_173	萄葡果
ITEMNAME_174	茄番果
ITEMNAME_175	玉黍果
ITEMNAME_176	岳竹果
ITEMNAME_177	茸丹果
ITEMNAME_178	檬柠果
ITEMNAME_179	刺角果
ITEMNAME_180	椰木果
ITEMNAME_181	瓜西果
ITEMNAME_182	金枕果
ITEMNAME_183	靛莓果
ITEMNAME_184	巧可果
ITEMNAME_185	千香果
ITEMNAME_186	烛木果
ITEMNAME_187	罗子果
ITEMNAME_188	番荔果
ITEMNAME_189	莲蒲果
ITEMNAME_190	通通果
ITEMNAME_191	腰木果
ITEMNAME_192	棱瓜果
ITEMNAME_193	福禄果
ITEMNAME_194	扁樱果
ITEMNAME_195	草蚕果
ITEMNAME_196	佛柑果
ITEMNAME_197	莓榴果
ITEMNAME_198	刺耳果
ITEMNAME_199	霹霹果
ITEMNAME_200	灯浆果
ITEMNAME_201	枝荔果
ITEMNAME_202	龙睛果
ITEMNAME_203	沙鳞果
ITEMNAME_204	龙火果
ITEMNAME_205	杏仔果
ITEMNAME_206	兰萨果
ITEMNAME_207	星桃果
ITEMNAME_208	谜芝果
ITEMNAME_209	奇秘果
ITEMNAME_210	释陀果
ITEMNAME_211	嘉珍果
ITEMNAME_212	雾莲果
ITEMNAME_213	光粉
ITEMNAME_214	白色香草
ITEMNAME_215	强制锻炼器
ITEMNAME_216	学习装置
ITEMNAME_217	先制之爪
ITEMNAME_218	安抚之铃
ITEMNAME_219	心灵香草
ITEMNAME_220	讲究头带
ITEMNAME_221	王者之证
ITEMNAME_222	银粉
ITEMNAME_223	护符金币
ITEMNAME_224	洁净之符
ITEMNAME_225	心之水滴
ITEMNAME_226	深海之牙
ITEMNAME_227	深海鳞片
ITEMNAME_228	烟雾球
ITEMNAME_229	不变之石
ITEMNAME_230	气势头带
ITEMNAME_231	幸运蛋
ITEMNAME_232	焦点镜
ITEMNAME_233	金属膜
ITEMNAME_234	吃剩的东西
ITEMNAME_235	龙之鳞片
ITEMNAME_236	电气球
ITEMNAME_237	柔软沙子
ITEMNAME_238	硬石头
ITEMNAME_239	奇迹种子
ITEMNAME_240	黑色眼镜
ITEMNAME_241	黑带
ITEMNAME_242	磁铁
ITEMNAME_243	神秘水滴
ITEMNAME_244	锐利鸟嘴
ITEMNAME_245	毒针
ITEMNAME_246	不融冰
ITEMNAME_247	咒术之符
ITEMNAME_248	弯曲的汤匙
ITEMNAME_249	木炭
ITEMNAME_250	龙之牙
ITEMNAME_251	丝绸围巾
ITEMNAME_252	升级数据
ITEMNAME_253	贝壳之铃
ITEMNAME_254	海潮薰香
ITEMNAME_255	悠闲薰香
ITEMNAME_256	吉利拳
ITEMNAME_257	金属粉
ITEMNAME_258	粗骨头
ITEMNAME_259	大葱
ITEMNAME_260	红色头巾
ITEMNAME_261	蓝色头巾
ITEMNAME_262	粉红头巾
ITEMNAME_263	绿色头巾
ITEMNAME_264	黄色头巾
ITEMNAME_265	广角镜
ITEMNAME_266	力量头带
ITEMNAME_267	博识眼镜
ITEMNAME_268	达人带
ITEMNAME_269	光之黏土
ITEMNAME_270	生命宝珠
ITEMNAME_271	强力香草
ITEMNAME_272	剧毒宝珠
ITEMNAME_273	火焰宝珠
ITEMNAME_274	速度粉
ITEMNAME_275	气势披带
ITEMNAME_276	对焦镜
ITEMNAME_277	节拍器
ITEMNAME_278	黑色铁球
ITEMNAME_279	后攻之尾
ITEMNAME_280	红线
ITEMNAME_281	黑色污泥
ITEMNAME_282	冰冷岩石
ITEMNAME_283	沙沙岩石
ITEMNAME_284	炽热岩石
ITEMNAME_285	潮湿岩石
ITEMNAME_286	紧缠钩爪
ITEMNAME_287	讲究围巾
ITEMNAME_288	附着针
ITEMNAME_289	力量护腕
ITEMNAME_290	力量腰带
ITEMNAME_291	力量镜
ITEMNAME_292	力量束带
ITEMNAME_293	力量护踝
ITEMNAME_294	力量负重
ITEMNAME_295	美丽空壳
ITEMNAME_296	大根茎
ITEMNAME_297	讲究眼镜
ITEMNAME_298	火球石板
ITEMNAME_299	水滴石板
ITEMNAME_300	雷电石板
ITEMNAME_301	碧绿石板
ITEMNAME_302	冰柱石板
ITEMNAME_303	拳头石板
ITEMNAME_304	剧毒石板
ITEMNAME_305	大地石板
ITEMNAME_306	蓝天石板
ITEMNAME_307	神奇石板
ITEMNAME_308	玉虫石板
ITEMNAME_309	岩石石板
ITEMNAME_310	妖怪石板
ITEMNAME_311	龙之石板
ITEMNAME_312	恶颜石板
ITEMNAME_313	钢铁石板
ITEMNAME_314	奇异薰香
ITEMNAME_315	岩石薰香
ITEMNAME_316	饱腹薰香
ITEMNAME_317	涟漪薰香
ITEMNAME_318	花朵薰香
ITEMNAME_319	幸运薰香
ITEMNAME_320	洁净薰香
ITEMNAME_321	护具
ITEMNAME_322	电力增幅器
ITEMNAME_323	熔岩增幅器
ITEMNAME_324	可疑补丁
ITEMNAME_325	灵界之布
ITEMNAME_326	锐利之爪
ITEMNAME_327	锐利之牙
ITEMNAME_328	招式学习器０１
ITEMNAME_329	招式学习器０２
ITEMNAME_330	招式学习器０３
ITEMNAME_331	招式学习器０４
ITEMNAME_332	招式学习器０５
ITEMNAME_333	招式学习器０６
ITEMNAME_334	招式学习器０７
ITEMNAME_335	招式学习器０８
ITEMNAME_336	招式学习器０９
ITEMNAME_337	招式学习器１０
ITEMNAME_338	招式学习器１１
ITEMNAME_339	招式学习器１２
ITEMNAME_340	招式学习器１３
ITEMNAME_341	招式学习器１４
ITEMNAME_342	招式学习器１５
ITEMNAME_343	招式学习器１６
ITEMNAME_344	招式学习器１７
ITEMNAME_345	招式学习器１８
ITEMNAME_346	招式学习器１９
ITEMNAME_347	招式学习器２０
ITEMNAME_348	招式学习器２１
ITEMNAME_349	招式学习器２２
ITEMNAME_350	招式学习器２３
ITEMNAME_351	招式学习器２４
ITEMNAME_352	招式学习器２５
ITEMNAME_353	招式学习器２６
ITEMNAME_354	招式学习器２７
ITEMNAME_355	招式学习器２８
ITEMNAME_356	招式学习器２９
ITEMNAME_357	招式学习器３０
ITEMNAME_358	招式学习器３１
ITEMNAME_359	招式学习器３２
ITEMNAME_360	招式学习器３３
ITEMNAME_361	招式学习器３４
ITEMNAME_362	招式学习器３５
ITEMNAME_363	招式学习器３６
ITEMNAME_364	招式学习器３７
ITEMNAME_365	招式学习器３８
ITEMNAME_366	招式学习器３９
ITEMNAME_367	招式学习器４０
ITEMNAME_368	招式学习器４１
ITEMNAME_369	招式学习器４２
ITEMNAME_370	招式学习器４３
ITEMNAME_371	招式学习器４４
ITEMNAME_372	招式学习器４５
ITEMNAME_373	招式学习器４６
ITEMNAME_374	招式学习器４７
ITEMNAME_375	招式学习器４８
ITEMNAME_376	招式学习器４９
ITEMNAME_377	招式学习器５０
ITEMNAME_378	招式学习器５１
ITEMNAME_379	招式学习器５２
ITEMNAME_380	招式学习器５３
ITEMNAME_381	招式学习器５４
ITEMNAME_382	招式学习器５５
ITEMNAME_383	招式学习器５６
ITEMNAME_384	招式学习器５７
ITEMNAME_385	招式学习器５８
ITEMNAME_386	招式学习器５９
ITEMNAME_387	招式学习器６０
ITEMNAME_388	招式学习器６１
ITEMNAME_389	招式学习器６２
ITEMNAME_390	招式学习器６３
ITEMNAME_391	招式学习器６４
ITEMNAME_392	招式学习器６５
ITEMNAME_393	招式学习器６６
ITEMNAME_394	招式学习器６７
ITEMNAME_395	招式学习器６８
ITEMNAME_396	招式学习器６９
ITEMNAME_397	招式学习器７０
ITEMNAME_398	招式学习器７１
ITEMNAME_399	招式学习器７２
ITEMNAME_400	招式学习器７３
ITEMNAME_401	招式学习器７４
ITEMNAME_402	招式学习器７５
ITEMNAME_403	招式学习器７６
ITEMNAME_404	招式学习器７７
ITEMNAME_405	招式学习器７８
ITEMNAME_406	招式学习器７９
ITEMNAME_407	招式学习器８０
ITEMNAME_408	招式学习器８１
ITEMNAME_409	招式学习器８２
ITEMNAME_410	招式学习器８３
ITEMNAME_411	招式学习器８４
ITEMNAME_412	招式学习器８５
ITEMNAME_413	招式学习器８６
ITEMNAME_414	招式学习器８７
ITEMNAME_415	招式学习器８８
ITEMNAME_416	招式学习器８９
ITEMNAME_417	招式学习器９０
ITEMNAME_418	招式学习器９１
ITEMNAME_419	招式学习器９２
ITEMNAME_420	招式学习器９３
ITEMNAME_421	招式学习器９４
ITEMNAME_422	招式学习器９５
ITEMNAME_423	招式学习器９６
ITEMNAME_424	招式学习器９７
ITEMNAME_425	招式学习器９８
ITEMNAME_426	招式学习器９９
ITEMNAME_427	招式学习器１００
ITEMNAME_428	探险套装
ITEMNAME_429	宝物袋
ITEMNAME_430	规则书
ITEMNAME_431	宝可追踪
ITEMNAME_432	点数卡
ITEMNAME_433	冒险笔记
ITEMNAME_434	贴纸盒
ITEMNAME_435	饰品盒
ITEMNAME_436	贴纸袋
ITEMNAME_437	朋友手册
ITEMNAME_438	发电厂钥匙
ITEMNAME_439	古代护符
ITEMNAME_440	银河队钥匙
ITEMNAME_441	红色锁链
ITEMNAME_442	城镇地图
ITEMNAME_443	对战搜寻器
ITEMNAME_444	代币盒
ITEMNAME_445	破旧钓竿
ITEMNAME_446	好钓竿
ITEMNAME_447	厉害钓竿
ITEMNAME_448	可达鸭喷壶
ITEMNAME_449	宝芬盒
ITEMNAME_450	自行车
ITEMNAME_451	房间钥匙
ITEMNAME_452	大木的信
ITEMNAME_453	新月之羽
ITEMNAME_454	会员卡
ITEMNAME_455	天界之笛
ITEMNAME_456	船票
ITEMNAME_457	华丽大赛参加证
ITEMNAME_458	火山镇石
ITEMNAME_459	包裹
ITEMNAME_460	兑换券１
ITEMNAME_461	兑换券２
ITEMNAME_462	兑换券３
ITEMNAME_463	仓库钥匙
ITEMNAME_464	秘传之药
ITEMNAME_465	对战记录器
ITEMNAME_466	葛拉西蒂亚花
ITEMNAME_467	秘密钥匙
ITEMNAME_468	球果盒
ITEMNAME_469	未知图腾笔记
ITEMNAME_470	树果种植盆
ITEMNAME_471	探宝器
ITEMNAME_472	蓝卡
ITEMNAME_473	美味尾巴
ITEMNAME_474	透明铃铛
ITEMNAME_475	钥匙卡
ITEMNAME_476	地下钥匙
ITEMNAME_477	杰尼龟喷壶
ITEMNAME_478	红色鳞片
ITEMNAME_479	遗失物
ITEMNAME_480	磁浮列车自由票
ITEMNAME_481	机械零件
ITEMNAME_482	银色之羽
ITEMNAME_483	虹色之羽
ITEMNAME_484	神奇蛋
ITEMNAME_485	红球果
ITEMNAME_486	蓝球果
ITEMNAME_487	黄球果
ITEMNAME_488	绿球果
ITEMNAME_489	粉球果
ITEMNAME_490	白球果
ITEMNAME_491	黑球果
ITEMNAME_492	速度球
ITEMNAME_493	等级球
ITEMNAME_494	诱饵球
ITEMNAME_495	沉重球
ITEMNAME_496	甜蜜球
ITEMNAME_497	友友球
ITEMNAME_498	月亮球
ITEMNAME_499	竞赛球
ITEMNAME_500	公园球
ITEMNAME_501	相册
ITEMNAME_502	ＧＢ播放器
ITEMNAME_503	海声铃铛
ITEMNAME_504	愤怒馒头
ITEMNAME_505	数据卡０１
ITEMNAME_506	数据卡０２
ITEMNAME_507	数据卡０３
ITEMNAME_508	数据卡０４
ITEMNAME_509	数据卡０５
ITEMNAME_510	数据卡０６
ITEMNAME_511	数据卡０７
ITEMNAME_512	数据卡０８
ITEMNAME_513	数据卡０９
ITEMNAME_514	数据卡１０
ITEMNAME_515	数据卡１１
ITEMNAME_516	数据卡１２
ITEMNAME_517	数据卡１３
ITEMNAME_518	数据卡１４
ITEMNAME_519	数据卡１５
