msg_bgm+zh_tw.msbt
bgm_arrange	改編
spi_golden_mushroom	強力衝刺蘑菇{[010a|84002300310031003a0030003000300035003900310032002300300032003a0030003000300033003400330036002300310035003a0030003000300038003600370036002300300038003a0030003000300039003700310034002300320030003a0030003000300031003000350030002300310032003a003000300030003400310033003900]}
spi_river_survival	河川生存戰{[010a|6e002300300038003a0030003000300034003700320039002300300033003a0030003000300038003600310036002300300035003a0030003000300039003000320034002300300036003a0030003000300039003900300035002300310036003a003000300030003700380030003900]}
spi_piranha_plant	吞食花{[010a|42002300300037003a0030003000300032003800360034002300300039003a0030003000300038003700310033002300300038003a003000300030003500300030003500]}
spi_jack_goro_akechi	明智吾郎{[010a|58002300300038003a0030003000300031003400370037002300310032003a0030003000300037003500360038002300300037003a0030003000310031003200330036002300300039003a003000300030003300330034003800]}
spi_jack_student	JOKER{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（學生）{size[6400]}{[010a|3a006a006f006b006500720008ff2300310036003a0030003000300037003300330036002300300035003a00300030003000390030003200340009ff]}
spi_jack_phantom_thief	JOKER{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（怪盜）{size[6400]}{[010a|3a006a006f006b006500720008ff2300300038003a0030003000300034003200350033002300310032003a00300030003000310039003600390009ff]}
spi_jack_igor	伊格爾{[010a|42002300300036003a0030003000310030003400380036002300310030003a0030003000300033003900330035002300310034003a003000300031003000340037003200]}
spi_jack_caroline_justine	卡蘿莉娜{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}＆{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}芮絲汀娜{[010a|b2002300300035003a0030003000300034003400300030002300320033003a0030003000300033003700390037002300310031003a0030003000300033003400350030002300310030003a00300030003000320039003300310006ff2300300038003a0030003000300039003300320036002300310032003a0030003000300039003900340038002300300035003a0030003000300032003700320038002300310030003a003000300030003200390033003100]}
spi_jack_morgana	摩爾加納{[010a|58002300310035003a0030003000300031003000320031002300310034003a0030003000310030003400370032002300300035003a0030003000300035003400370034002300310030003a003000300030003200390032003500]}
spi_jack_futaba_sakura	佐倉雙葉{[010a|58002300300037003a0030003000300039003600300038002300310030003a0030003000300039003700390033002300310038003a0030003000300039003100360037002300310033003a003000300030003800380034003300]}
spi_jack_yusuke_kitagawa	喜多川祐介{[010a|6e002300310032003a0030003000300036003800330033002300300036003a0030003000300032003300300038002300300033003a0030003000300038003600310036002300310030003a0030003000310030003900320030002300300034003a003000300030003500350039003700]}
spi_jack_ryuji_sakamoto	坂本龍司{[010a|58002300300037003a0030003000300030003200340037002300300035003a0030003000300030003200360039002300310036003a0030003000300033003800350035002300300035003a003000300030003900390033003400]}
spi_jack_haru_okumura	奧村春{[010a|42002300310033003a0030003000310030003300380033002300300037003a0030003000300039003900300032002300300039003a003000300030003800360033003400]}
spi_jack_phantom_thieves	心之怪盜團{[010a|6e002300300034003a0030003000300037003100350033002300300034003a0030003000300037003400360034002300300038003a0030003000300034003200350033002300310032003a0030003000300031003900360039002300310034003a003000300030003200380035003700]}
spi_jack_makoto_niijima	新島真{[010a|42002300310033003a0030003000300037003100360033002300310030003a0030003000300031003900360031002300310030003a003000300030003700380032003400]}
spi_jack_anne_takamaki	高卷杏{[010a|42002300310030003a0030003000300033003900380039002300300038003a0030003000300036003100330037002300300037003a003000300030003700320035003100]}
spi_peachette	奇諾比姬公主{[010a|84002300300038003a0030003000300035003300300036002300310036003a0030003000300033003100340030002300300034003a0030003000300030003300320030002300310030003a0030003000300035003300310037002300300034003a0030003000300034003300370033002300300035003a003000300030003700390037003400]}
spi_labo_1	機器人Toy-Con{[010a|4e002300310036003a0030003000300035003300320034002300310036003a0030003000300036003300310037002300300032003a00300030003000390032003100340074006f00790063006f006e00]}
spi_labo_2	汽車Toy-Con{[010a|38002300300037003a0030003000300036003200390039002300300037003a00300030003000350039003700380074006f00790063006f006e00]}
spi_labo_3	艾維室長{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}＆{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}遊熙{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}＆{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}雪希{[010a|b4002300300036003a0030003000310030003300330033002300310034003a0030003000310031003300380035002300300039003a0030003000300038003700350037002300300038003a00300030003000370038003900310006ff2300310033003a0030003000310030003800390032002300310034003a00300030003000360037003800310006ff2300310031003a0030003000300037003300340030002300300037003a003000300030003600370034003200]}
spi_labo_4	VR眼鏡Toy-Con{[010a|3c00760072002300310031003a0030003000310031003000300035002300310039003a00300030003000350039003600330074006f00790063006f006e00]}
spi_brave_11	勇者{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（勇者鬥惡龍XI S）{size[6400]}{[010a|a0002300300039003a0030003000310031003800390034002300300038003a00300030003000370036003700350008ff2300300039003a0030003000310031003800390034002300300038003a0030003000300037003600370035002300310030003a0030003000300031003900390033002300310032003a0030003000310030003200360034002300310036003a0030003000300033003800350035007a2109ff]}
spi_brave_3	勇者{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（勇者鬥惡龍III）{size[6400]}{[010a|a0002300300039003a0030003000310031003800390034002300300038003a00300030003000370036003700350008ff2300300039003a0030003000310031003800390034002300300038003a0030003000300037003600370035002300310030003a0030003000300031003900390033002300310032003a0030003000310030003200360034002300310036003a003000300030003300380035003500722109ff]}
spi_brave_4	勇者{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（勇者鬥惡龍IV）{size[6400]}{[010a|a0002300300039003a0030003000310031003800390034002300300038003a00300030003000370036003700350008ff2300300039003a0030003000310031003800390034002300300038003a0030003000300037003600370035002300310030003a0030003000300031003900390033002300310032003a0030003000310030003200360034002300310036003a003000300030003300380035003500732109ff]}
spi_brave_8	勇者{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（勇者鬥惡龍VIII）{size[6400]}{[010a|a0002300300039003a0030003000310031003800390034002300300038003a00300030003000370036003700350008ff2300300039003a0030003000310031003800390034002300300038003a0030003000300037003600370035002300310030003a0030003000300031003900390033002300310032003a0030003000310030003200360034002300310036003a003000300030003300380035003500772109ff]}
spi_brave_group	勇者的夥伴們{[010a|84002300300039003a0030003000310031003800390034002300300038003a0030003000300037003600370035002300300038003a0030003000300031003900320031002300310034003a0030003000300035003000330038002300300037003a0030003000300030003200350039002300310030003a003000300030003100320035003100]}
spi_brave_yocchi	約奇族{[010a|42002300300039003a0030003000310031003700320036002300300038003a0030003000300035003300300036002300310031003a003000300030003900350039003100]}
spi_brave_king_slime	史萊姆王{[010a|58002300300035003a0030003000300038003700320034002300310032003a0030003000300033003200300037002300300038003a0030003000300031003500300030002300300034003a003000300031003100350032003500]}
spi_brave_killer_panther	殺人豹{[010a|42002300310031003a0030003000300038003700390036002300300032003a0030003000300039003200310034002300310030003a003000300030003000320032003900]}
spi_brave_liquid_metal	流浪金屬史萊姆{[010a|9a002300300039003a0030003000300033003500350033002300310030003a0030003000300033003300340039002300300038003a0030003000300035003800330038002300320031003a0030003000300037003900380033002300300035003a0030003000300038003700320034002300310032003a0030003000300033003200300037002300300038003a003000300030003100350030003000]}
spi_brave_golem	巨像兵{[010a|42002300300035003a0030003000300036003000330030002300310034003a0030003000300037003200310037002300300037003a003000300030003000350033003000]}
spi_brave_baby_panther	幼崽豹{[010a|42002300300035003a0030003000310030003900320031002300310032003a0030003000300039003400380031002300310030003a003000300030003000320032003900]}
spi_brave_dracky	多拉奇{[010a|42002300300036003a0030003000300032003300300038002300300038003a0030003000300033003100360039002300300038003a003000300030003500330030003600]}
spi_brave_slime	史萊姆{[010a|42002300300035003a0030003000300038003700320034002300310032003a0030003000300033003200300037002300300038003a003000300030003100350030003000]}
spi_brave_cetacea	凱托斯{[010a|42002300310032003a0030003000300034003400360031002300300036003a0030003000300032003700390039002300310032003a003000300030003900390034003200]}
spi_buddy	阿邦{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}＆{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}阿卡{[010a|5a002300300038003a0030003000310030003200320032002300300037003a00300030003000300032003700360006ff2300300038003a0030003000310030003200320032002300300035003a003000300030003400340030003000]}
spi_buddy_tooty	桃蒂{[010a|2c002300310030003a0030003000300032003500300036002300310033003a003000300030003200310034003400]}
spi_buddy_bottles	博托{[010a|2c002300310032003a0030003000300030003000390030002300300036003a003000300030003200370039003900]}
spi_buddy_mumbo_jumbo	曼波‧姜波{[010a|5a002300310031003a0030003000300031003200330035002300300038003a00300030003000300030003400340027202300300039003a0030003000300035003800390031002300300038003a003000300030003000300034003400]}
spi_buddy_jinjo	好啾{[010a|2c002300300036003a0030003000300034003800300030002300310032003a003000300030003500360039003900]}
spi_buddy_jinjonator	好啾終結者{[010a|6e002300300036003a0030003000300034003800300030002300310032003a0030003000300035003600390039002300310031003a0030003000300038003100330038002300310032003a0030003000300035003500340032002300300038003a003000300030003700360037003500]}
spi_buddy_jigsaw_piece	拼圖{[010a|2c002300300039003a0030003000300030003900330035002300310034003a003000300030003200370038003500]}
spi_buddy_gruntilda	葛蘭蒂{[010a|42002300310033003a0030003000300033003900350034002300320031003a0030003000300033003300320034002300310033003a003000300030003200310034003400]}
spi_buddy_buzzbomb	飛彈蜻蜓{[010a|58002300300039003a0030003000300031003500350036002300310035003a0030003000300032003000330038002300310034003a0030003000300036003500380030002300310033003a003000300030003200370033003900]}
spi_dolly	泰利‧波格{[010a|5a002300310030003a0030003000300032003400380032002300300037003a00300030003000330034003400360027202300300038003a0030003000300030003000340034002300310030003a003000300030003300390033003500]}
spi_dolly_andy_bogard	安迪‧波格{[010a|5a002300300036003a0030003000310030003400310031002300300039003a00300030003000320031003000350027202300300038003a0030003000300030003000340034002300310030003a003000300030003300390033003500]}
spi_dolly_joe_higashi	東丈{[010a|2c002300300038003a0030003000300032003300390034002300300033003a003000300030003700380039003400]}
spi_dolly_geese_howard	傑斯‧侯活{[010a|5a002300310032003a0030003000300035003500370033002300310032003a00300030003000390039003400320027202300300039003a0030003000300034003800320031002300300039003a003000300030003500300033003400]}
spi_dolly_ryo_sakazaki	坂崎獠{[010a|42002300300037003a0030003000300030003200340037002300310031003a0030003000300036003200350039002300310035003a003000300030003300350032003900]}
spi_dolly_kyo_kusanagi	草薙京{[010a|42002300310030003a0030003000300039003700360030002300310037003a0030003000300032003600360031002300300038003a003000300030003500390031003800]}
spi_dolly_iori_yagami	八神庵{[010a|42002300300032003a0030003000300030003000300031002300310030003a0030003000300038003900380035002300310031003a003000300031003000340031003600]}
spi_dolly_nakoruru	娜可露露{[010a|58002300310030003a0030003000300032003900330031002300300035003a0030003000300034003400330034002300320031003a0030003000300033003300310033002300320031003a003000300030003300330031003300]}
spi_dolly_haohmaru	霸王丸{[010a|42002300320031003a0030003000300030003000330033002300300034003a0030003000310031003500320035002300300033003a003000300031003100340035003200]}
spi_dolly_kim_kaphwan	金{[010a|16002300300038003a003000300030003500380033003800]}
spi_dolly_athena_asamiya	麻宮雅典娜{[010a|6e002300310031003a0030003000300031003000320033002300310030003a0030003000300034003300370039002300310032003a0030003000310030003600390037002300300038003a0030003000300032003200320038002300310030003a003000300030003200390033003100]}
spi_dolly_ralf_and_clark	拉爾夫{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}＆{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}克拉克{[010a|86002300300038003a0030003000300033003100360039002300310034003a0030003000310030003400370032002300300034003a00300030003000310037003500330006ff2300300037003a0030003000300034003400340032002300300038003a0030003000300033003100360039002300300037003a003000300030003400340034003200]}
spi_master_1	貝雷特{[010a|42002300300037003a0030003000300030003100370034002300310033003a0030003000300033003200320038002300310030003a003000300030003200340035003600]}
spi_master_2	貝雷絲{[010a|42002300300037003a0030003000300030003100370034002300310033003a0030003000300033003200320038002300310032003a003000300030003900390034003800]}
spi_master_edelgard_1	艾黛爾賈特{[010a|6e002300300036003a0030003000310030003300330033002300310037003a0030003000300031003900330038002300310034003a0030003000310030003400370032002300310033003a0030003000300034003100370039002300310030003a003000300030003200340035003600]}
spi_master_edelgard_2	艾黛爾賈特{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（5年後）{size[6400]}{[010a|a0002300300036003a0030003000310030003300330033002300310037003a0030003000300031003900330038002300310034003a0030003000310030003400370032002300310033003a0030003000300034003100370039002300310030003a00300030003000320034003500360008ff35002300300036003a0030003000300033003000380031002300300039003a00300030003000340038003300350009ff]}
spi_master_dimitri_1	帝彌托利{[010a|58002300300039003a0030003000300032003100340033002300310037003a0030003000300031003300340037002300300036003a0030003000300032003700390039002300300037003a003000300030003300340034003600]}
