msg_bgm+us_en.msbt
bgm_arrange	Remix
spi_metal_gear_zeke	Metal Gear ZEKE{[010a|1a006d006500740061006c0067006500610072007a0065006b006500]}
spi_sahelanthropus	Sahelanthropus{[010a|1c0073006100680065006c0061006e007400680072006f00700075007300]}
spi_sonic_the_hedgehog	Sonic the Hedgehog{[010a|200073006f006e00690063007400680065006800650064006700650068006f006700]}
spi_dr_eggman	Dr. Eggman{[010a|180064006f00630074006f0072006500670067006d0061006e00]}
spi_super_sonic	Super Sonic{[010a|14007300750070006500720073006f006e0069006300]}
spi_tails	Tails{[010a|0a007400610069006c007300]}
spi_amy_rose	Amy{[010a|060061006d007900]}
spi_metal_sonic	Metal Sonic{[010a|14006d006500740061006c0073006f006e0069006300]}
spi_knuckles_the_echidna	Knuckles{[010a|10006b006e00750063006b006c0065007300]}
spi_chaotix	Chaotix{[010a|0e006300680061006f00740069007800]}
spi_chao	Chao{[010a|08006300680061006f00]}
spi_chaos	Chaos{[010a|0a006300680061006f007300]}
spi_e_102_gamma	Gamma{[010a|0a00670061006d006d006100]}
spi_big_the_cat	Big the Cat{[010a|1200620069006700740068006500630061007400]}
spi_shadow_the_hedgehog	Shadow the Hedgehog{[010a|220073006800610064006f0077007400680065006800650064006700650068006f006700]}
spi_super_shadow	Super Shadow{[010a|16007300750070006500720073006800610064006f007700]}
spi_rouge_the_bat	Rouge the Bat{[010a|160072006f00750067006500740068006500620061007400]}
spi_cream_and_cheese	Cream & Cheese{[010a|160063007200650061006d00630068006500650073006500]}
spi_e_123_omega	Omega{[010a|0a006f006d00650067006100]}
spi_blaze_the_cat	Blaze the Cat{[010a|160062006c0061007a006500740068006500630061007400]}
spi_jet_the_hawk	Jet the Hawk{[010a|14006a00650074007400680065006800610077006b00]}
spi_silver_the_hedgehog	Silver the Hedgehog{[010a|2200730069006c007600650072007400680065006800650064006700650068006f006700]}
spi_sonic_the_werehog	Sonic the Werehog{[010a|1e0073006f006e0069006300740068006500770065007200650068006f006700]}
spi_mega_man	Mega Man{[010a|0e006d006500670061006d0061006e00]}
spi_dr_wily	Dr. Wily{[010a|140064006f00630074006f007200770069006c007900]}
spi_dr_light	Dr. Light{[010a|160064006f00630074006f0072006c006900670068007400]}
spi_roll	Roll{[010a|080072006f006c006c00]}
spi_cut_man	Cut Man{[010a|0e0063007500740023006d0061006e00]}
spi_guts_man	Guts Man{[010a|0e0067007500740073006d0061006e00]}
spi_ice_man	Ice Man{[010a|0c006900630065006d0061006e00]}
spi_bomb_man	Bomb Man{[010a|100062006f006d00620023006d0061006e00]}
spi_fire_man	Fire Man{[010a|0e0066006900720065006d0061006e00]}
spi_elec_man	Elec Man{[010a|0e0065006c00650063006d0061006e00]}
spi_yellow_devil	Yellow Devil{[010a|1600790065006c006c006f00770064006500760069006c00]}
spi_metal_man	Metal Man{[010a|10006d006500740061006c006d0061006e00]}
spi_air_man	Air Man{[010a|0c006100690072006d0061006e00]}
spi_aquick_man	Quick Man{[010a|100071007500690063006b006d0061006e00]}
spi_crash_man	Crash Man{[010a|1000630072006100730068006d0061006e00]}
spi_flash_man	Flash Man{[010a|100066006c006100730068006d0061006e00]}
spi_wood_man	Wood Man{[010a|0e0077006f006f0064006d0061006e00]}
spi_metall	Mettaur{[010a|0e006d00650074007400610075007200]}
spi_rush	Rush{[010a|08007200750073006800]}
spi_proto_man	Proto Man{[010a|1000700072006f0074006f006d0061006e00]}
spi_hard_man	Hard Man{[010a|0e0068006100720064006d0061006e00]}
spi_top_man	Top Man{[010a|0c0074006f0070006d0061006e00]}
spi_snake_man	Snake Man{[010a|100073006e0061006b0065006d0061006e00]}
spi_spark_man	Spark Man{[010a|100073007000610072006b006d0061006e00]}
spi_shadow_man	Shadow Man{[010a|120073006800610064006f0077006d0061006e00]}
spi_drill_man	Drill Man{[010a|10006400720069006c006c006d0061006e00]}
spi_dive_man	Dive Man{[010a|0e0064006900760065006d0061006e00]}
spi_skull_man	Skull Man{[010a|100073006b0075006c006c006d0061006e00]}
spi_beat	Beat{[010a|08006200650061007400]}
spi_gravity_man	Gravity Man{[010a|140067007200610076006900740079006d0061006e00]}
spi_napalm_man	Napalm Man{[010a|12006e006100700061006c006d006d0061006e00]}
spi_dark_man_4	Dark Man 4{[010a|18006400610072006b0023006d0061006e0066006f0075007200]}
spi_knight_man	Knight Man{[010a|12006b006e0069006700680074006d0061006e00]}
spi_wind_man	Wind Man{[010a|0e00770069006e0064006d0061006e00]}
spi_wily_capsule	Wily Capsule{[010a|1600770069006c007900630061007000730075006c006500]}
spi_bass	Bass{[010a|08006200610073007300]}
spi_slash_man	Slash Man{[010a|100073006c006100730068006d0061006e00]}
spi_auto	Auto{[010a|08006100750074006f00]}
spi_duo	Duo{[010a|0600640075006f00]}
spi_sword_man	Sword Man{[010a|1000730077006f00720064006d0061006e00]}
spi_galaxy_man	Galaxy Man{[010a|1200670061006c006100780079006d0061006e00]}
spi_mega_man_x	X{[010a|02007800]}
spi_mega_man_x_armor	Full Armor X{[010a|1400660075006c006c00610072006d006f0072007800]}
spi_sigma	Sigma{[010a|0a007300690067006d006100]}
spi_zero_mega_man_x	Zero {size[5000]}(Zero Buster){size[6400]}{[010a|1e007a00650072006f0023007a00650072006f00620075007300740065007200]}
spi_zero	Zero {size[5000]}(Z-Saber){size[6400]}{[010a|18007a00650072006f0023007a00230073006100620065007200]}
spi_axl	Axl{[010a|0600610078006c00]}
spi_mega_man_volnutt	MegaMan Volnutt{[010a|1e006d00650067006100b0006d0061006e0076006f006c006e00750074007400]}
spi_tron_bonne	Tron Bonne{[010a|1200740072006f006e0062006f006e006e006500]}
spi_megaman_exe	MegaMan.EXE{[010a|16006d00650067006100b0006d0061006e00650078006500]}
spi_protoman_exe	ProtoMan.EXE{[010a|1600700072006f0074006f006d0061006e00650078006500]}
spi_star_force_mega_man	Star Force Mega Man{[010a|22007300740061007200230066006f007200630065006d006500670061006d0061006e00]}
spi_geo_stelar_omega_xis	Geo Stelar & Omega-Xis{[010a|2400670065006f0023007300740065006c00610072006f006d00650067006100780069007300]}
spi_mega_man_zero	Mega Man Zero{[010a|16006d006500670061006d0061006e007a00650072006f00]}
spi_mega_man_model_x	Model X{[010a|0c006d006f00640065006c007800]}
spi_mega_man_model_zx	Model ZX{[010a|0e006d006f00640065006c007a007800]}
spi_pac_man	PAC-MAN{[010a|0c007000610063006d0061006e00]}
spi_ghosts	Ghosts{[010a|0c00670068006f00730074007300]}
spi_vulnerable_ghosts	TURN-TO-BLUE{[010a|14007400750072006e0074006f0062006c0075006500]}
spi_fruits	Bonus Fruit{[010a|140062006f006e007500730066007200750069007400]}
spi_mother_fairy	Mother Fairy{[010a|16006d006f00740068006500720066006100690072007900]}
spi_ryu	Ryu{[010a|0600720079007500]}
spi_ken_masters	Ken{[010a|06006b0065006e00]}
spi_e_honda	E. Honda{[010a|0e006500230068006f006e0064006100]}
spi_chun_li_zero	Chun-Li {size[5000]}(Street Fighter Alpha){size[6400]}{[010a|30006300680075006e006c006900730074007200650065007400660069006700680074006500720061006c00700068006100]}
spi_chun_li	Chun-Li{[010a|0c006300680075006e006c006900]}
spi_blanka	Blanka{[010a|0c0062006c0061006e006b006100]}
spi_zangief	Zangief{[010a|0e007a0061006e006700690065006600]}
spi_guile	Guile{[010a|0a006700750069006c006500]}
spi_dhalsim	Dhalsim{[010a|0e006400680061006c00730069006d00]}
spi_balrog	Balrog{[010a|0c00620061006c0072006f006700]}
spi_vega	Vega{[010a|08007600650067006100]}
spi_sagat	Sagat{[010a|0a0073006100670061007400]}
spi_m_bison	M. Bison{[010a|0e006d0023006200690073006f006e00]}
spi_cammy	Cammy{[010a|0a00630061006d006d007900]}
spi_fei_long	Fei Long{[010a|0e006600650069006c006f006e006700]}
spi_t_hawk	T. Hawk{[010a|0c00740023006800610077006b00]}
spi_akuma	Akuma{[010a|0a0061006b0075006d006100]}
spi_nash	Nash{[010a|08006e00610073006800]}
spi_dan_hibiki	Dan{[010a|0600640061006e00]}
spi_sakura_kasugano	Sakura {size[5000]}(Street Fighter){size[6400]}{[010a|2600730061006b007500720061007300740072006500650074006600690067006800740065007200]}
spi_gen	Gen{[010a|0600670065006e00]}
spi_karin	Karin{[010a|0a006b006100720069006e00]}
spi_cody	Cody{[010a|080063006f0064007900]}
spi_ibuki	Ibuki{[010a|0a006900620075006b006900]}
spi_yun_and_yang	Yun & Yang{[010a|0e00790075006e00790061006e006700]}
spi_juri	Juri{[010a|08006a00750072006900]}
spi_cloud_ssb	Cloud{[010a|0a0063006c006f0075006400]}
spi_cloud_ac_ssb	Cloud {size[5000]}(Advent Children){size[6400]}{[010a|260063006c006f007500640061006400760065006e0074006300680069006c006400720065006e00]}
spi_bayonetta	Bayonetta {size[5000]}(Bayonetta 2){size[6400]}{[010a|2a006200610079006f006e0065007400740061006200610079006f006e006500740074006100740077006f00]}
spi_bayonetta_first	Bayonetta {size[5000]}(Bayonetta){size[6400]}{[010a|24006200610079006f006e0065007400740061006200610079006f006e006500740074006100]}
spi_jeanne	Jeanne{[010a|0c006a00650061006e006e006500]}
spi_cereza	Cereza{[010a|0c0063006500720065007a006100]}
spi_rodin	Rodin{[010a|0a0072006f00640069006e00]}
spi_gomorrah	Gomorrah{[010a|100067006f006d006f007200720061006800]}
spi_balder	Balder{[010a|0c00620061006c00640065007200]}
spi_fortitudo	Fortitudo{[010a|120066006f007200740069007400750064006f00]}
spi_affinity	Affinity{[010a|100061006600660069006e00690074007900]}
spi_inspired	Inspired{[010a|100069006e00730070006900720065006400]}
spi_luka	Luka{[010a|08006c0075006b006100]}
spi_rodin_demon	Rodin, the Infinite One{[010a|260072006f00640069006e0074006800650069006e00660069006e006900740065006f006e006500]}
spi_alraune	Alraune{[010a|0e0061006c007200610075006e006500]}
spi_masked_lumen	Masked Lumen{[010a|16006d00610073006b00650064006c0075006d0065006e00]}
spi_loki	Loki{[010a|08006c006f006b006900]}
spi_madama_butterfly	Madama Butterfly{[010a|1e006d006100640061006d00610062007500740074006500720066006c007900]}
spi_loptr	Prophet{[010a|0e00700072006f007000680065007400]}
spi_simon_belmont	Simon Belmont{[010a|1800730069006d006f006e00620065006c006d006f006e007400]}
spi_vampire	Dracula{[010a|0e00640072006100630075006c006100]}
spi_medusa_head	Medusa Head{[010a|14006d00650064007500730061006800650061006400]}
spi_mummy	Mummy{[010a|0a006d0075006d006d007900]}
spi_creature_flea_man	The Creature & Flea Man{[010a|24007400680065006300720065006100740075007200650066006c00650061006d0061006e00]}
spi_death	Death{[010a|0a0064006500610074006800]}
spi_carmilla	Carmilla{[010a|10006300610072006d0069006c006c006100]}
spi_trevor_c_belmont	Trevor C. Belmont{[010a|1c0074007200650076006f0072006300620065006c006d006f006e007400]}
spi_kid_dracula	Kid Dracula{[010a|14006b0069006400640072006100630075006c006100]}
spi_richter_belmont	Richter Belmont{[010a|1c007200690063006800740065007200620065006c006d006f006e007400]}
spi_maria_renard	Maria Renard{[010a|16006d006100720069006100720065006e00610072006400]}
spi_werewolf	Werewolf{[010a|1000770065007200650077006f006c006600]}
spi_alucard	Alucard{[010a|0e0061006c0075006300610072006400]}
spi_maria_renard_sotn	Maria Renard {size[5000]}(Symphony of the Night){size[6400]}{[010a|3a006d006100720069006100720065006e00610072006400730079006d00700068006f006e0079006f0066007400680065006e006900670068007400]}
spi_shaft	Shaft{[010a|0a0073006800610066007400]}
spi_reinhardt_schneider	Reinhardt Schneider{[010a|24007200650069006e00680061007200640074007300630068006e0065006900640065007200]}
spi_nathan_graves	Nathan Graves{[010a|18006e0061007400680061006e00670072006100760065007300]}
spi_hugh_baldwin	Hugh Baldwin{[010a|16006800750067006800620061006c006400770069006e00]}
spi_juste_belmont	Juste Belmont{[010a|18006a007500730074006500620065006c006d006f006e007400]}
spi_soma_cruz	Soma Cruz{[010a|100073006f006d0061006300720075007a00]}
spi_leon_belmont	Leon Belmont{[010a|16006c0065006f006e00620065006c006d006f006e007400]}
spi_julius_belmont	Julius Belmont{[010a|1a006a0075006c00690075007300620065006c006d006f006e007400]}
spi_jonathan_morris	Jonathan Morris{[010a|1c006a006f006e0061007400680061006e006d006f007200720069007300]}
spi_charlotte_aulin	Charlotte Aulin{[010a|1c0063006800610072006c006f00740074006500610075006c0069006e00]}
spi_shanoa	Shanoa{[010a|0c007300680061006e006f006100]}
spi_gabriel_belmont	Gabriel Belmont{[010a|1c006700610062007200690065006c00620065006c006d006f006e007400]}
spi_boss_galaga	Boss Galaga{[010a|140062006f0073007300670061006c00610067006100]}
spi_bomberman	Bomberman{[010a|120062006f006d006200650072006d0061006e00]}
spi_akira_yuki	Akira{[010a|0a0061006b00690072006100]}
spi_rathian	Rathalos{[010a|1000720061007400680061006c006f007300]}
spi_papercraft_mario	Papercraft Mario{[010a|1e0070006100700065007200630072006100660074006d006100720069006f00]}
spi_mega_eggdozer	Mega Eggdozer{[010a|18006d0065006700610065006700670064006f007a0065007200]}
spi_medusa	Medusa{[010a|0c006d0065006400750073006100]}
spi_medusa_uprising	Medusa {size[5000]}(Kid Icarus: Uprising){size[6400]}{[010a|30006d006500640075007300610023006b00690064006900630061007200750073007500700072006900730069006e006700]}
spi_pandora	Pandora{[010a|0e00700061006e0064006f0072006100]}
spi_hades	Hades{[010a|0a0068006100640065007300]}
spi_twinbellows	Twinbellows{[010a|16007400770069006e00620065006c006c006f0077007300]}
spi_hewdraw	Hewdraw{[010a|0e006800650077006400720061007700]}
spi_viridi	Viridi{[010a|0c00760069007200690064006900]}
spi_phosphora	Phosphora{[010a|1200700068006f007300700068006f0072006100]}
spi_magnus	Magnus{[010a|0c006d00610067006e0075007300]}
spi_dyntos	Dyntos{[010a|0c00640079006e0074006f007300]}
spi_thanatos	Thanatos{[010a|10007400680061006e00610074006f007300]}
spi_dance	Dancer{[010a|0c00640061006e00630065007200]}
spi_little_mac	Little Mac{[010a|12006c006900740074006c0065006d0061006300]}
spi_giga_mac	Giga Mac{[010a|0e0067006900670061006d0061006300]}
spi_doc_louis	Doc Louis{[010a|100064006f0063006c006f00750069007300]}
spi_glass_joe	Glass Joe{[010a|100067006c006100730073006a006f006500]}
spi_bald_bull	Bald Bull{[010a|1000620061006c006400620075006c006c00]}
spi_mr_sandman	Mr. Sandman{[010a|1a006d0069007300740065007200730061006e0064006d0061006e00]}
spi_piston_hondo	Piston Hondo{[010a|160070006900730074006f006e0068006f006e0064006f00]}
spi_king_hippo	King Hippo{[010a|12006b0069006e00670068006900700070006f00]}
spi_great_tiger	Great Tiger{[010a|14006700720065006100740074006900670065007200]}
spi_soda_popinski	Soda Popinski{[010a|180073006f006400610070006f00700069006e0073006b006900]}
spi_super_macho_man	Super Macho Man{[010a|1a00730075007000650072006d006100630068006f006d0061006e00]}
spi_bear_hugger	Bear Hugger{[010a|14006200650061007200680075006700670065007200]}
spi_shulk	Shulk{[010a|0a007300680075006c006b00]}
spi_karate_man_kicks	Karate Joe{[010a|12006b00610072006100740065006a006f006500]}
spi_the_chorus_kids	The Chorus Kids{[010a|1a00740068006500630068006f007200750073006b00690064007300]}
spi_vince	Vince{[010a|0a00760069006e0063006500]}
spi_french_bulldog	French Bulldog{[010a|1a006600720065006e0063006800620075006c006c0064006f006700]}
spi_nd_03_bule_shark	BlueShark{[010a|120062006c007500650073006800610072006b00]}
spi_splash	Eddy{[010a|08006500640064007900]}
spi_kip	Kip{[010a|06006b0069007000]}
spi_marin	Marin{[010a|0a006d006100720069006e00]}
spi_zelda_ocarina	Zelda {size[5000]}(Ocarina of Time){size[6400]}{[010a|24007a0065006c00640061006f0063006100720069006e0061006f006600740069006d006500]}
spi_young_zelda	Young Zelda{[010a|140079006f0075006e0067007a0065006c0064006100]}
spi_saria	Saria{[010a|0a0073006100720069006100]}
spi_moon	Moon{[010a|08006d006f006f006e00]}
spi_postman	Postman{[010a|0e0070006f00730074006d0061006e00]}
spi_phantom	Phantom{[010a|0e007000680061006e0074006f006d00]}
spi_yuga	Yuga{[010a|08007900750067006100]}
spi_hilda	Hilda {size[5000]}(The Legend of Zelda){size[6400]}{[010a|2a00680069006c00640061007400680065006c006500670065006e0064006f0066007a0065006c0064006100]}
spi_ravio	Ravio{[010a|0a0072006100760069006f00]}
spi_nightmare	Nightmare{[010a|12006e0069006700680074006d00610072006500]}
spi_kracko	Kracko{[010a|0c006b007200610063006b006f00]}
spi_gordo	Gordo{[010a|0a0067006f00720064006f00]}
spi_bomber	Bomber{[010a|0c0062006f006d00620065007200]}
spi_gooey	Gooey{[010a|0a0067006f006f0065007900]}
spi_dragoon	Dragoon{[010a|0e0064007200610067006f006f006e00]}
spi_elline	Elline{[010a|0c0065006c006c0069006e006500]}
spi_susie	Susie{[010a|0a0073007500730069006500]}
spi_ninten	Ninten{[010a|0c006e0069006e00740065006e00]}
spi_ana	Ana{[010a|060061006e006100]}
spi_flint	Flint{[010a|0a0066006c0069006e007400]}
spi_kumatora	Kumatora{[010a|10006b0075006d00610074006f0072006100]}
spi_salsa	Salsa{[010a|0a00730061006c0073006100]}
spi_hinawa	Hinawa{[010a|0c00680069006e00610077006100]}
spi_tornadus	Tornadus{size[5000]} (Incarnate Forme){size[6400]}{[010a|2c0074006f0072006e00610064007500730069006e006300610072006e0061007400650066006f0072006d006500]}
spi_thundurus	Thundurus{size[5000]} (Incarnate Forme){size[6400]}{[010a|2e007400680075006e006400750072007500730069006e006300610072006e0061007400650066006f0072006d006500]}
spi_roll_caskett	Roll Caskett{[010a|160072006f006c006c006300610073006b00650074007400]}
spi_expresso	Expresso{[010a|100065007800700072006500730073006f00]}
spi_winky	Winky{[010a|0a00770069006e006b007900]}
spi_darknut	Darknut{[010a|0e006400610072006b006e0075007400]}
spi_octorok	Octorok{[010a|0e006f00630074006f0072006f006b00]}
spi_moblin	Moblin{[010a|0c006d006f0062006c0069006e00]}
spi_tektite	Tektite{[010a|0e00740065006b007400690074006500]}
spi_ruto	Ruto{[010a|08007200750074006f00]}
spi_din	Din{[010a|0600640069006e00]}
spi_tetra	Tetra{[010a|0a0074006500740072006100]}
spi_metroid	Metroid{[010a|0e006d006500740072006f0069006400]}
spi_bonkers	Bonkers{[010a|0e0062006f006e006b00650072007300]}
spi_rocky	Rocky{[010a|0a0072006f0063006b007900]}
spi_rick	Rick{[010a|08007200690063006b00]}
spi_kine	Kine{[010a|08006b0069006e006500]}
spi_coo	Coo{[010a|060063006f006f00]}
spi_daroach	Daroach{[010a|0e006400610072006f00610063006800]}
spi_magolor	Magolor{[010a|0e006d00610067006f006c006f007200]}
spi_zelda_bow	Zelda {size[5000]}(Breath of the Wild){size[6400]}{[010a|28007a0065006c00640061006200720065006100740068006f006600740068006500770069006c006400]}
spi_mipha	Mipha{[010a|0a006d006900700068006100]}
spi_revali	Revali{[010a|0c0072006500760061006c006900]}
spi_urbosa	Urbosa{[010a|0c007500720062006f0073006100]}
spi_daruk	Daruk{[010a|0a0064006100720075006b00]}
spi_guardian	Guardian{[010a|100067007500610072006400690061006e00]}
spi_bokoblin	Bokoblin{[010a|100062006f006b006f0062006c0069006e00]}
spi_hero_chao	Hero Chao{[010a|10006800650072006f006300680061006f00]}
spi_infinite	Infinite{[010a|100069006e00660069006e00690074006500]}
spi_cutie_j	Cutie J{[010a|0c00630075007400690065006a00]}
spi_father_balder	Father Balder{[010a|1800660061007400680065007200620061006c00640065007200]}
spi_luma	Luma{[010a|08006c0075006d006100]}
spi_judd_jr	Li'l Judd{[010a|10006c0069006c0023006a00750064006400]}
spi_tentacles	Off the Hook{[010a|14006f006600660074006800650068006f006f006b00]}
spi_bizen	Jelfonzo{[010a|10006a0065006c0066006f006e007a006f00]}
spi_miura	Flow{[010a|080066006c006f007700]}
spi_sigourney	Bisk{[010a|08006200690073006b00]}
spi_spiky	Murch{[010a|0a006d007500720063006800]}
spi_makky	Mockiwi{[010a|0e006d006f0063006b00690077006900]}
spi_ganon_botw	Calamity Ganon{[010a|1a00630061006c0061006d00690074007900670061006e006f006e00]}
