msg_bgm+zh_cn.msbt
bgm_arrange	改编
spi_primal_kyogre	原始盖欧卡{[010a|2600b0007900750061006e002000730068006900200067006100690020006f00750020006b006100]}
spi_groudon	固拉多{[010a|1600b00067007500340020006c0061002000640075006f00]}
spi_primal_groudon	原始固拉多{[010a|2600b0007900750061006e00200073006800690020006700750020006c0061002000640075006f00]}
spi_rayquaza	烈空坐{[010a|1a00b0006c006900650020006b006f006e00670020007a0075006f00]}
spi_jirachi	基拉祈{[010a|1400b0006a006900310020006c006100200071006900]}
spi_deoxys	代欧奇希斯{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（普通形态）{size[6400]}{[010a|4200b00064006100690020006f007500200071006900200078006900200073006900200070007500200074006f006e0067002000780069006e0067002000740061006900]}
spi_piplup	波加曼{[010a|1800b00062006f00310020006a006900610020006d0061006e00]}
spi_garchomp	烈咬陆鲨{[010a|2000b0006c00690065002000790061006f0020006c00750020007300680061002000]}
spi_abomasnow	暴雪王{[010a|1e00b000620061006f003400200023007800750065002000770061006e006700]}
spi_rotom	洛托姆{[010a|1800b0006c0075006f0034002000740075006f0020006d007500]}
spi_uxie_mesprit_azelf	由克希{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}&{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}艾姆利多{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}&{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}亚克诺姆{[010a|4a00b00079006f007500320020006b00650020007800690020006100690020006d00750020006c0069002000640075006f0020007900610020006b00650020006e0075006f0020006d007500]}
spi_dialga	帝牙卢卡{[010a|1a00b00064006900340020007900610020006c00750020006b006100]}
spi_palkia	帕路奇亚{[010a|1800b0007000610020006c007500200071006900200079006100]}
spi_regigigas	雷吉奇卡斯{[010a|2000b0006c006500690020006a00690020007100690020006b006100200073006900]}
spi_giratina	骑拉帝纳{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（别种形态）{size[6400]}{[010a|3e00b0007100690020006c00610020006400690020006e006100200062006900650020007a0068006f006e0067002000780069006e0067002000740061006900]}
spi_giratina_origin_form	骑拉帝纳{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（起源形态）{size[6400]}{[010a|3a00b0007100690020006c00610020006400690020006e00610020007100690020007900750061006e002000780069006e0067002000740061006900]}
spi_cresselia	克雷色利亚{[010a|2200b0006b006500340020006c006500690020007300650020006c006900200079006100]}
spi_manaphy	玛纳霏{[010a|1800b0006d006100330020006e00610020006600650069002000]}
spi_darkrai	达克莱伊{[010a|1c00b00064006100320020006b00650020006c0061006900200079006900]}
spi_shaymin_land_form	谢米{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（陆上形态）{size[6400]}{[010a|3200b00078006900650020006d00690020006c00750020007300680061006e0067002000780069006e0067002000740061006900]}
spi_shaymin_sky_form	谢米{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（天空形态）{size[6400]}{[010a|3400b00078006900650020006d00690020007400690061006e0020006b006f006e0067002000780069006e0067002000740061006900]}
spi_arceus	阿尔宙斯{[010a|1a00b000610020006500720020007a0068006f007500200073006900]}
spi_victini	比克提尼{[010a|1800b0006200690020006b00650020007400690020006e006900]}
spi_oshawott	水水獭{[010a|1a00b000730068007500690020007300680075006900200074006100]}
spi_zoroark	索罗亚克{[010a|1c00b000730075006f0020006c0075006f0020007900610020006b006500]}
spi_chandelure	水晶灯火灵{[010a|3000b000730068007500690020006a0069006e0067002000640065006e0067002000680075006f0020006c0069006e006700]}
spi_hydreigon	三首恶龙{[010a|2000b000730061006e002000730068006f0075002000650020006c006f006e006700]}
spi_cobalion_terrakion_virizion	勾帕路翁＆代拉基翁＆毕力吉翁{[010a|5800b00067006f00750020007000610020006c0075002000770065006e006700200064006100690020006c00610020006a0069002000770065006e00670020006200690020006c00690020006a0069002000770065006e006700]}
spi_reshiram	莱希拉姆{[010a|1a00b0006c006100690020007800690020006c00610020006d007500]}
spi_zekrom	捷克罗姆{[010a|2000b0006a006900650032002000b0006b00650020006c0075006f0020006d007500]}
spi_landorus_therian	土地云{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（灵兽形态）{size[6400]}{[010a|3c00b0007400750033002000640069002000790075006e0020006c0069006e0067002000730068006f0075002000780069006e0067002000740061006900]}
spi_kyurem	酋雷姆{[010a|1600b00071006900750020006c006500690020006d007500]}
spi_kyurem_black	酋雷姆{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（暗黑酋雷姆）{size[6400]}{[010a|3a00b00071006900750020006c006500690020006d007500200061006e002000680065006900200071006900750020006c006500690020006d007500]}
spi_kyurem_white	酋雷姆{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（焰白酋雷姆）{size[6400]}{[010a|3c00b00071006900750020006c006500690020006d0075002000790061006e002000620061006900200071006900750020006c006500690020006d007500]}
spi_keldeo	凯路迪欧{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（平常的样子）{size[6400]}{[010a|4600b0006b006100690020006c00750020006400690020006f0075002000700069006e00670020006300680061006e0067002000640065002000790061006e00670020007a006900]}
spi_keldeo_resolute	凯路迪欧{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（觉悟的样子）{size[6400]}{[010a|3e00b0006b006100690020006c00750020006400690020006f00750020006a00750065002000770075002000640065002000790061006e00670020007a006900]}
spi_meloetta	美洛耶塔{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（歌声形态）{size[6400]}{[010a|4000b0006d006500690020006c0075006f0020007900650020007400610020006700650020007300680065006e0067002000780069006e0067002000740061006900]}
spi_genesect	盖诺赛克特{[010a|2400b00067006100690020006e0075006f00200073006100690020006b006500200074006500]}
spi_mega_lucario	超级路卡利欧{[010a|2800b0006300680061006f0020006a00690020006c00750020006b00610020006c00690020006f007500]}
spi_chespin	哈力栗{[010a|1200b0006800610020006c00690020006c006900]}
spi_aegislash	坚盾剑怪{[010a|2600b0006a00690061006e002000640075006e0020006a00690061006e0020006700750061006900]}
spi_inkay	好啦鱿{[010a|1800b000680061006f0020006c006100200079006f0075002000]}
spi_dedenne	咚咚鼠{[010a|1a00b00064006f006e006700200064006f006e006700730068007500]}
spi_xerneas	哲尔尼亚斯{[010a|2000b0007a006800650020006500720020006e006900200079006100200073006900]}
spi_yveltal	伊裴尔塔尔{[010a|2000b000790069002000700065006900200065007200200074006100200065007200]}
spi_zygarde	基格尔德{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（５０％形态）{size[6400]}{[010a|3600b0006a00690031002000670065002000650072002000640065002000230020003500300005ff780069006e0067002000740061006900]}
spi_zygarde_complete	基格尔德{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（完全体形态）{size[6400]}{[010a|4400b0006a00690031002000670065002000650072002000640065002000770061006e0020007100750061006e002000740069002000780069006e0067002000740061006900]}
spi_diancie	蒂安希{[010a|1400b000640069003400200061006e00200078006900]}
spi_mega_diancie	超级蒂安希{[010a|2200b0006300680061006f0020006a006900200064006900200061006e00200078006900]}
spi_hoopa	胡帕{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（惩戒胡帕）{size[6400]}{[010a|2e00b00068007500320020007000610020006300680065006e00670020006a0069006500200068007500200070006100]}
spi_hoopa_unbound	胡帕{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（解放胡帕）{size[6400]}{[010a|2c00b00068007500320020007000610020006a00690065002000660061006e006700200068007500200070006100]}
spi_volcanion	波尔凯尼恩{[010a|2200b00062006f00310020006500720020006b006100690020006e006900200065006e00]}
spi_rowlet	木木枭{[010a|1800b0006d007500340020006d0075002000780069006f002000]}
spi_bewear	穿着熊{[010a|2400b00063006800750061006e00310020007a00680075006f002000780069006f006e006700]}
spi_pyukumuku	拳海参{[010a|1a00b0007100750061006e0020006800610069002000630061006e00]}
spi_togedemaru	托戈德玛尔{[010a|2200b000740075006f00310020006700650020006400650020006d006100200065007200]}
spi_mimikyu	谜拟Ｑ{[010a|1400b0006d00690032002000b0006e00690020007100]}
spi_tapu_koko	卡璞·鸣鸣{[010a|2000b0006b006100200070007500b7006d0069006e00670020006d0069006e006700]}
spi_solgaleo	索尔迦雷欧{[010a|2400b000730075006f0020006500720020006a006900610020006c006500690020006f007500]}
spi_lunala	露奈雅拉{[010a|1e00b0006c00750034002000b0006e006100690020007900610020006c006100]}
spi_nihilego	虚吾伊德{[010a|1800b00078007500200077007500200079006900200064006500]}
spi_necrozma	奈克洛兹玛{[010a|2200b0006e006100690020006b00650020006c0075006f0020007a00690020006d006100]}
spi_magearna	玛机雅娜{[010a|1a00b0006d006100330020006a00690020007900610020006e006100]}
spi_solid_snake	Solid Snake{[010a|160073006f006c0069006400200073006e0061006b006500]}
spi_cardboard_box	纸箱{[010a|1600b0007a0068006900330020007800690061006e006700]}
spi_liquid_snake	Liquid Snake{[010a|18006c0069007100750069006400200073006e0061006b006500]}
spi_hal_emmerich	Hal Emmerich{[010a|1800680061006c00200065006d006d0065007200690063006800]}
spi_revolver_ocelot	Revolver Ocelot{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（Metal Gear Solid V）{size[6400]}{[010a|44007200650076006f006c0076006500720020006f00630065006c006f00740020006d006500740061006c0020006700650061007200200073006f006c006900640020007600]}
spi_gray_fox	Gray Fox{[010a|10006700720061007900200066006f007800]}
spi_metal_gear_rex	Metal Gear REX{[010a|1c006d006500740061006c00200067006500610072002000720065007800]}
spi_mei_ling	Mei Ling{[010a|10006d006500690020006c0069006e006700]}
spi_roy_campbell	Roy Campbell{[010a|180072006f0079002000630061006d007000620065006c006c00]}
spi_meryl_silverburgh	Meryl Silverburgh{[010a|22006d006500720079006c002000730069006c0076006500720062007500720067006800]}
spi_solidus_snake	Solidus Snake{[010a|1a0073006f006c006900640075007300200073006e0061006b006500]}
spi_metal_gear_ray	Metal Gear RAY{[010a|1c006d006500740061006c00200067006500610072002000720061007900]}
spi_rosemary	Rosemary{[010a|100072006f00730065006d00610072007900]}
spi_naked_snake	Naked Snake{[010a|16006e0061006b0065006400200073006e0061006b006500]}
spi_big_boss	Big Boss{[010a|1000620069006700200062006f0073007300]}
spi_the_boss	The Boss{[010a|1000740068006500200062006f0073007300]}
spi_eva	EVA{[010a|0600650076006100]}
spi_revolver_ocelot_mgs3	Revolver Ocelot{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（Metal Gear Solid 3）{size[6400]}{[010a|44007200650076006f006c0076006500720020006f00630065006c006f00740020006d006500740061006c0020006700650061007200200073006f006c006900640020003300]}
spi_zero_mgs	Zero{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（Metal Gear Solid 3）{size[6400]}{[010a|36007a00650072006f0020006d006500740061006c0020006700650061007200200073006f006c0069006400200074006800720065006500]}
spi_raiden	Raiden{[010a|0c00720061006900640065006e00]}
spi_gekko	Gekko{[010a|0a00670065006b006b006f00]}
spi_kazuhira_miller	Kazuhira Miller{[010a|1e006b0061007a007500680069007200610020006d0069006c006c0065007200]}
spi_strangelove	Strangelove{[010a|160073007400720061006e00670065006c006f0076006500]}
spi_paz_ortega_andrade	Paz Ortega Andrade{[010a|2400700061007a0020006f0072007400650067006100200061006e0064007200610064006500]}
spi_metal_gear_zeke	Metal Gear ZEKE{[010a|1e006d006500740061006c002000670065006100720020007a0065006b006500]}
spi_sahelanthropus	Sahelanthropus{[010a|1c0073006100680065006c0061006e007400680072006f00700075007300]}
spi_sonic_the_hedgehog	刺猬索尼克{[010a|2200b0006300690020007700650069002000730075006f0020006e00690020006b006500]}
spi_dr_eggman	蛋头博士{[010a|1e00b000640061006e00200074006f007500200062006f002000730068006900]}
spi_super_sonic	超级索尼克{[010a|2400b0006300680061006f0020006a0069002000730075006f0020006e00690020006b006500]}
spi_tails	塔尔斯{[010a|1200b00074006100200065007200200073006900]}
spi_amy_rose	艾咪{[010a|0e00b00061006900340020006d006900]}
spi_metal_sonic	金属索尼克{[010a|2600b0006a0069006e00310020007300680075002000730075006f0020006e00690020006b006500]}
spi_knuckles_the_echidna	纳克{[010a|0c00b0006e00610020006b006500]}
spi_chaotix	Chaotix{[010a|0e006300680061006f00740069007800]}
spi_chao	查欧{[010a|0e00b00063006800610020006f007500]}
spi_chaos	卡奥斯{[010a|1200b0006b006100200061006f00200073006900]}
spi_e_102_gamma	伽马{[010a|0c00b0006700610020006d006100]}
spi_big_the_cat	胖猫比克{[010a|1e00b000700061006e00670020006d0061006f0020006200690020006b006500]}
spi_shadow_the_hedgehog	夏特{[010a|0e00b000780069006100200074006500]}
spi_super_shadow	超级夏特{[010a|1e00b0006300680061006f0020006a0069002000780069006100200074006500]}
spi_rouge_the_bat	罗姬{[010a|1000b0006c0075006f00320020006a006900]}
spi_cream_and_cheese	可利姆{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}&{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}起司{[010a|2000b0006b006500330020006c00690020006d007500200071006900200073006900]}
spi_e_123_omega	奥米伽{[010a|1400b00061006f0020006d00690020006a0069006100]}
spi_blaze_the_cat	布蕾姿{[010a|1400b0006200750020006c006500690020007a006900]}
spi_jet_the_hawk	杰特{[010a|1000b0006a00690065003200200074006500]}
spi_silver_the_hedgehog	希弗尔{[010a|1400b000780069003100200066007500200065007200]}
spi_sonic_the_werehog	狼人索尼克{[010a|2600b0006c0061006e0067002000720065006e002000730075006f0020006e00690020006b006500]}
spi_mega_man	洛克人{[010a|1800b0006c0075006f00340020006b0065002000720065006e00]}
spi_dr_wily	Dr. Wily{[010a|0e00640072002000770069006c007900]}
spi_dr_light	Dr. Light{[010a|10006400720020006c006900670068007400]}
spi_roll	Roll{[010a|080072006f006c006c00]}
spi_cut_man	Cut Man{[010a|0e0063007500740020006d0061006e00]}
spi_guts_man	Guts Man{[010a|1000670075007400730020006d0061006e00]}
spi_ice_man	Ice Man{[010a|0e0069006300650020006d0061006e00]}
spi_bomb_man	Bomb Man{[010a|100062006f006d00620020006d0061006e00]}
spi_fire_man	Fire Man{[010a|1000660069007200650020006d0061006e00]}
spi_elec_man	Elec Man{[010a|100065006c006500630020006d0061006e00]}
spi_yellow_devil	Yellow Devil{[010a|1800790065006c006c006f007700200064006500760069006c00]}
spi_metal_man	Metal Man{[010a|12006d006500740061006c0020006d0061006e00]}
spi_air_man	Air Man{[010a|0e0061006900720020006d0061006e00]}
spi_aquick_man	Quick Man{[010a|120071007500690063006b0020006d0061006e00]}
spi_crash_man	Crash Man{[010a|12006300720061007300680020006d0061006e00]}
spi_flash_man	Flash Man{[010a|120066006c0061007300680020006d0061006e00]}
spi_wood_man	Wood Man{[010a|100077006f006f00640020006d0061006e00]}
spi_metall	Mettaur{[010a|0e006d00650074007400610075007200]}
spi_rush	Rush{[010a|08007200750073006800]}
spi_proto_man	Proto Man{[010a|1200700072006f0074006f0020006d0061006e00]}
spi_hard_man	Hard Man{[010a|1000680061007200640020006d0061006e00]}
spi_top_man	Top Man{[010a|0e0074006f00700020006d0061006e00]}
spi_snake_man	Snake Man{[010a|120073006e0061006b00650020006d0061006e00]}
spi_spark_man	Spark Man{[010a|120073007000610072006b0020006d0061006e00]}
spi_shadow_man	Shadow Man{[010a|140073006800610064006f00770020006d0061006e00]}
spi_drill_man	Drill Man{[010a|12006400720069006c006c0020006d0061006e00]}
spi_dive_man	Dive Man{[010a|1000640069007600650020006d0061006e00]}
spi_skull_man	Skull Man{[010a|120073006b0075006c006c0020006d0061006e00]}
spi_beat	Beat{[010a|08006200650061007400]}
spi_gravity_man	Gravity Man{[010a|1600670072006100760069007400790020006d0061006e00]}
spi_napalm_man	Napalm Man{[010a|14006e006100700061006c006d0020006d0061006e00]}
spi_dark_man_4	Dark Man 4{[010a|14006400610072006b0020006d0061006e0020003400]}
spi_knight_man	Knight Man{[010a|14006b006e00690067006800740020006d0061006e00]}
spi_wind_man	Wind Man{[010a|1000770069006e00640020006d0061006e00]}
spi_wily_capsule	Wily Capsule{[010a|1800770069006c0079002000630061007000730075006c006500]}
spi_bass	Bass{[010a|08006200610073007300]}
spi_slash_man	Slash Man{[010a|120073006c0061007300680020006d0061006e00]}
spi_auto	Auto{[010a|08006100750074006f00]}
spi_duo	Duo{[010a|0600640075006f00]}
spi_sword_man	Sword Man{[010a|1200730077006f007200640020006d0061006e00]}
spi_galaxy_man	Galaxy Man{[010a|1400670061006c0061007800790020006d0061006e00]}
spi_mega_man_x	X{[010a|02007800]}
spi_mega_man_x_armor	Full Armor X{[010a|1800660075006c006c002000610072006d006f00720020007800]}
spi_sigma	Sigma{[010a|0a007300690067006d006100]}
spi_zero_mega_man_x	Zero{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（Zero Buster）{size[6400]}{[010a|20007a00650072006f0020007a00650072006f002000620075007300740065007200]}
spi_zero	Zero{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（Z-Saber）{size[6400]}{[010a|16007a00650072006f0023007a0073006100620065007200]}
spi_axl	Axl{[010a|0600610078006c00]}
spi_mega_man_volnutt	MegaMan Volnutt{[010a|1e006d006500670061006d0061006e00200076006f006c006e00750074007400]}
spi_tron_bonne	Tron Bonne{[010a|1400740072006f006e00200062006f006e006e006500]}
spi_megaman_exe	MegaMan.EXE{[010a|16006d006500670061006d0061006e002000650078006500]}
spi_protoman_exe	ProtoMan.EXE{[010a|1800700072006f0074006f006d0061006e002000650078006500]}
spi_star_force_mega_man	Star Force Mega Man{[010a|26007300740061007200230066006f0072006300650020006d0065006700610020006d0061006e00]}
spi_geo_stelar_omega_xis	Geo Stelar & Omega-Xis{[010a|2800670065006f0020007300740065006c006100720020006f006d006500670061002000780069007300]}
