msg_bgm+jp_ja.msbt
bgm_arrange	アレンジ
nam_technique_explain_monadoarts	{r2[つうじょうひっさつ]}通常必殺{/r2}ワザでアーツを{r2[えら]}選{/r2}んで、\r\n{r2[のうりょく]}能力{/r2}を{r2[か]}変{/r2}える\r\n\r\n　・ 翔 ： ジャンプ{color[ff0000ff]}↑{color[000000ff]}　　{r2[ぼうぎょ]}防御{/r2}{color[0d3fffff]}↓{color[000000ff]}\r\n　・ 疾 ： スピード{color[ff0000ff]}↑{color[000000ff]}　　{r2[こうげき]}攻撃{/r2}、ジャンプ{color[0d3fffff]}↓{color[000000ff]}\r\n　・ 盾 ： {r2[ぼうぎょ]}防御{/r2}、{r2[おも]}重{/r2}さ{color[ff0000ff]}↑{color[000000ff]}　{r2[こうげき]}攻撃{/r2}、{r2[いどう]}移動{/r2}{color[0d3fffff]}↓{color[000000ff]}\r\n　・ 斬 ： {r2[こうげき]}攻撃{/r2}{color[ff0000ff]}↑{color[000000ff]}　　　   {r2[ぼうぎょ]}防御{/r2}、ふっとばし{color[0d3fffff]}↓{color[000000ff]}\r\n　・ 撃 ： ふっとばし{color[ff0000ff]}↑{color[000000ff]}　{r2[こうげき]}攻撃{/r2}、ふっとび{color[0d3fffff]}↓{color[000000ff]}\r\n\r\nボタン{r2[ながお]}長押{/r2}しで、\r\n5{r2[ほうこう]}方向{/r2}にシンボルが{r2[てんかい]}展開{/r2}される\r\n{[0105|1300]}で{r2[えら]}選{/r2}んでからボタンを{r2[はな]}放{/r2}すことで、\r\nすばやく{r2[えら]}選{/r2}べる\r\n\r\nすばやく{r2[ひっさつ]}必殺{/r2}ワザボタンを{r2[れんだ]}連打{/r2}し、\r\nシンボルを{r2[き]}切{/r2}り{r2[か]}替{/r2}えて{r2[はつどう]}発動{/r2}させることも{r2[かのう]}可能{/r2}
nam_technique_title_pikmin	ピクミンの{r2[うんよう]}運用{/r2}
nam_technique_explain_pikmin	ピクミンは、{r2[いろ]}色{/r2}により{r2[こせい]}個性{/r2}がある\r\n\r\n　・ {r2[あか]}赤{/r2} ： {r2[つうじょう]}通常{/r2}ワザ{color[ff0000ff]}↑{color[000000ff]}　{r2[な]}投{/r2}げ{color[0d3fffff]}↓\r\n{color[000000ff]}　・ {r2[き]}黄{/r2} ： {r2[こうげき]}攻撃{/r2}{r2[はんてい]}判定{/r2}{color[ff0000ff]}↑\r\n{color[000000ff]}　・ {r2[あお]}青{/r2} ： {r2[な]}投{/r2}げ{color[ff0000ff]}↑\r\n{color[000000ff]}　・ {r2[しろ]}白{/r2} ： つかみ{color[ff0000ff]}↑{color[000000ff]}　　{r2[つうじょう]}通常{/r2}ワザ{color[0d3fffff]}↓\r\n{color[000000ff]}　・ {r2[むらさき]}紫{/r2} ： {r2[つうじょう]}通常{/r2}ワザ{color[ff0000ff]}↑{color[000000ff]}　リーチ{color[0d3fffff]}↓\r\n{color[000000ff]}\r\n{r2[ひっさつ]}必殺{/r2}ワザでピクミンを{r2[つか]}使{/r2}う\r\n\r\n　・ {r2[つうじょう]}通常{/r2} ： {r2[ほじゅう]}補充{/r2}する\r\n　・ {r2[よこ]}横{/r2}　 ： {r2[な]}投{/r2}げつける\r\n　・ {r2[うえ]}上{/r2}　 ： {r2[はね]}羽{/r2}ピクミンで{r2[そら]}空{/r2}を{r2[と]}飛{/r2}ぶ\r\n　・ {r2[した]}下{/r2}　 ： {r2[よ]}呼{/r2}び{r2[もど]}戻{/r2}す\r\n\r\nピクミンの{r2[かず]}数{/r2}が{r2[へ]}減{/r2}ったら、\r\n{r2[つうじょう]}通常{/r2}ワザで{r2[ほじゅう]}補充{/r2}すること\r\nどの{r2[いろ]}色{/r2}のピクミンが{r2[で]}出{/r2}るのかは、\r\n{r2[かいすう]}回数{/r2}で{r2[き]}決{/r2}まっている\r\n\r\n{r2[したひっさつ]}下必殺{/r2}ワザで{r2[つか]}使{/r2}うピクミンを\r\n{r2[い]}入{/r2}れ{r2[か]}替{/r2}えることもできる
nam_technique_title_fart_wario	ワリオっぺ
nam_technique_explain_fart_wario	{r2[した]}下{/r2}{r2[ひっさつ]}必殺{/r2}ワザで、おならを{r2[つか]}使{/r2}って{r2[こうげき]}攻撃{/r2}する\r\n\r\nおならを{r2[つか]}使{/r2}わずにためるほど、{r2[いりょく]}威力{/r2}が{r2[たか]}高{/r2}くなる\r\n{r2[やく]}約{/r2}110{r2[びょう]}秒{/r2}かけて{r2[さいだい]}最大{/r2}までためると、{r2[はかいりょく]}破壊力{/r2}{r2[ぜつだい]}絶大{/r2}\r\n{r2[いっぱつ]}一発{/r2}{r2[ぎゃくてん]}逆転{/r2}を{r2[ねら]}狙{/r2}え!!
nam_technique_title_haniwa_rocket	ハニワくんロケット
nam_technique_explain_haniwa_rocket	{r2[よこひっさつ]}横必殺{/r2}ワザを{r2[だ]}出{/r2}す{r2[とき]}時{/r2}に、ボタン{r2[ながお]}長押{/r2}しで\r\nハニワくんロケットに{r2[の]}乗{/r2}る\r\n\r\nガケ{r2[そと]}外{/r2}からの{r2[ふっき]}復帰{/r2}にも{r2[やくだ]}役立{/r2}つが、\r\nハニワくんロケットが{r2[はかい]}破壊{/r2}されると、\r\nスキをさらしてしまう
nam_technique_title_putaway_pull	しまう / とり{r2[だ]}出{/r2}す
nam_technique_explain_putaway_pull	{r2[つうじょう]}通常{/r2}{r2[ひっさつ]}必殺{/r2}ワザで、\r\n{r2[ちか]}近{/r2}くのアイテムや{r2[と]}飛{/r2}び{r2[どうぐ]}道具{/r2}をしまう\r\n\r\nしまったら、{r2[おな]}同{/r2}じ{r2[そうさ]}操作{/r2}でとり{r2[だ]}出{/r2}す\r\nとり{r2[だ]}出{/r2}した{r2[と]}飛{/r2}び{r2[どうぐ]}道具{/r2}は{r2[いりょく]}威力{/r2}アップ!!
nam_technique_title_balloon_trip	バルーントリップ
nam_technique_explain_balloon_trip	{r2[うえ]}上{/r2}{r2[ひっさつ]}必殺{/r2}ワザによって、{r2[ふうせん]}風船{/r2}を{r2[だ]}出{/r2}して{r2[う]}浮{/r2}き{r2[あ]}上{/r2}がる\r\n\r\n　・ {r2[よこ]}横{/r2}　　   　   　 ： {r2[さゆう]}左右{/r2}{r2[いどう]}移動{/r2}\r\n　・ {r2[ひっさつ]}必殺{/r2}ワザボタン ： {r2[じょうしょう]}上昇{/r2}\r\n　・ {r2[こうげき]}攻撃{/r2}ボタン　　 ： {r2[ふうせん]}風船{/r2}を{r2[き]}切{/r2}りはなして{r2[らっか]}落下{/r2}\r\n\r\n{r2[ふうせん]}風船{/r2}は、{r2[こうげき]}攻撃{/r2}を{r2[う]}受{/r2}けると{r2[わ]}割{/r2}れてしまうので{r2[ちゅうい]}注意{/r2}
nam_technique_title_robo_burner	ロボバーナー
nam_technique_explain_robo_burner	{r2[うえひっさつ]}上必殺{/r2}ワザで{r2[う]}浮{/r2}いた{r2[あと]}後{/r2}、\r\n{r2[ひっさつ]}必殺{/r2}ワザボタンで{r2[ちゅう]}宙{/r2}に{r2[う]}浮{/r2}く\r\n\r\n{r2[と]}飛{/r2}んでいる{r2[あいだ]}間{/r2}は{r2[ねんりょう]}燃料{/r2}を{r2[つか]}使{/r2}うが、{r2[ちゃくち]}着地{/r2}していると{r2[かいふく]}回復{/r2}する\r\n{r2[ねんりょう]}燃料{/r2}は{r2[せぼね]}背骨{/r2}にあるゲージで{r2[かくにん]}確認{/r2}できる\r\n\r\n{r2[ひっさつ]}必殺{/r2}ワザボタン{r2[お]}押{/r2}しっぱなしよりも、\r\n{r2[れんだ]}連打{/r2}した{r2[ほう]}方{/r2}が{r2[とお]}遠{/r2}くまで{r2[いどう]}移動{/r2}できる
nam_technique_title_kouppercut	K.O.アッパーカット
nam_technique_explain_kouppercut	{r2[じぶん]}自分{/r2}の{r2[こうげき]}攻撃{/r2}を{r2[あ]}当{/r2}てたり、{r2[あいて]}相手{/r2}からダメージを{r2[う]}受{/r2}けると、\r\nK.O.ゲージが{r2[ふ]}増{/r2}える\r\n\r\nゲージが{r2[まん]}満{/r2}タンになったら、{r2[ひっさつ]}必殺{/r2}ワザボタンで\r\n「K.O.アッパーカット」が{r2[はつどう]}発動{/r2}！\r\n\r\nスタンバイすると、ゴングが{r2[な]}鳴{/r2}るので\r\n{r2[じぶん]}自分{/r2}も{r2[あいて]}相手{/r2}も{r2[き]}聞{/r2}き{r2[のが]}逃{/r2}さないように
nam_technique_title_thunder_magic	サンダーソードと{r2[まどうしょ]}魔道書{/r2}
nam_technique_explain_thunder_magic	・ スマッシュ{r2[こうげき]}攻撃{/r2}、{r2[くうちゅうこうげき]}空中攻撃{/r2} ： サンダーソード\r\n・ {r2[かくひっさつ]}各必殺{/r2}ワザ       　             ： {r2[まどうしょ]}魔道書{/r2}\r\n\r\nサンダーソードや{r2[まどうしょ]}魔道書{/r2}には\r\n{r2[たいきゅうど]}耐久度{/r2}があり、{r2[つか]}使{/r2}うたびに{r2[へ]}減{/r2}る\r\nゼロになると、しばらくの{r2[あいだつか]}間使{/r2}えなくなる\r\n\r\n{r2[のこ]}残{/r2}りの{r2[たいきゅうど]}耐久度{/r2}は、{r2[がめんした]}画面下{/r2}で{r2[み]}見{/r2}ることができる
nam_technique_title_chiko_attack	チコの{r2[こうげき]}攻撃{/r2}
nam_technique_explain_chiko_attack	{r2[つうじょうひっさつ]}通常必殺{/r2}ワザで、チコを{r2[と]}飛{/r2}ばす\r\n\r\n{r2[はな]}離{/r2}れたチコも、{r2[こうげきそうさ]}攻撃操作{/r2}で{r2[あやつ]}操{/r2}れる\r\n{r2[えんかくこうげき]}遠隔攻撃{/r2}やはさみうちなど、\r\nさまざまな{r2[せんぽう]}戦法{/r2}が{r2[かのう]}可能{/r2}\r\n\r\n{r2[ひっさつ]}必殺{/r2}ワザボタンを{r2[お]}押{/r2}すと、\r\nチコはロゼッタの{r2[もと]}元{/r2}に{r2[もど]}戻{/r2}る
nam_technique_title_gunshot	{r2[しゃげき]}射撃{/r2}
nam_technique_explain_gunshot	{r2[ひっさつ]}必殺{/r2}ワザでカンやクレーを{r2[だ]}出{/r2}したら\r\n{r2[ふたた]}再{/r2}び{r2[ひっさつ]}必殺{/r2}ワザボタンでそれらを{r2[う]}撃{/r2}てる\r\n\r\n　・ カン　 ： トリッキーにはじく\r\n　・ クレー ： {r2[はれつ]}破裂{/r2}で{r2[こうはんい]}広範囲{/r2}にダメージ
nam_technique_title_spin	スピン
nam_technique_explain_spin	{r2[よこひっさつ]}横必殺{/r2}ワザや{r2[したひっさつ]}下必殺{/r2}ワザは、\r\n{r2[かいてんそくど]}回転速度{/r2}を{r2[たか]}高{/r2}められる\r\n\r\n　・ {r2[よこひっさつ]}横必殺{/r2}ワザ ： ボタン{r2[お]}押{/r2}しっぱなし\r\n　・ {r2[した]}下{/r2}{r2[ひっさつ]}必殺{/r2}ワザ ： ボタン{r2[れんだ]}連打{/r2}\r\n\r\n{r2[こうそくかいてんご]}高速回転後{/r2}は、{r2[もう]}猛{/r2}スピードで{r2[とっしん]}突進{/r2}できる\r\nその{r2[さい]}際{/r2}、{[0105|1300]}やジャンプボタンで{r2[そうさかのう]}操作可能{/r2}
nam_technique_title_strong_weak	{r2[こうげき]}攻撃{/r2}の{r2[う]}打{/r2}ち{r2[わ]}分{/r2}け
nam_technique_explain_strong_weak	ボタンを{r2[お]}押{/r2}す{r2[なが]}長{/r2}さで、{r2[きょうじゃく]}強弱{/r2}を{r2[つか]}使{/r2}いわける\r\n\r\n　・ {r2[みじか]}短{/r2}く{r2[お]}押{/r2}す ： {r2[はっせい]}発生{/r2}が{r2[はや]}速{/r2}く、スキが{r2[すく]}少{/r2}ない\r\n　・ {r2[なが]}長{/r2}く{r2[お]}押{/r2}す ： {r2[いりょく]}威力{/r2}が{r2[たか]}高{/r2}く、リーチが{r2[なが]}長{/r2}い\r\n\r\n{r2[つうじょう]}通常{/r2}ワザは{r2[しゅるい]}種類{/r2}が{r2[か]}変{/r2}わり、\r\n{r2[ひっさつ]}必殺{/r2}ワザは{r2[そくど]}速度{/r2}や{r2[いりょく]}威力{/r2}が{r2[か]}変{/r2}わる\r\n\r\n{r2[じゃくこうげき]}弱攻撃{/r2}と{r2[きょうこうげきよこ]}強攻撃横{/r2}は、\r\n{r2[あいて]}相手{/r2}が{r2[ちか]}近{/r2}くにいるとワザが{r2[か]}変{/r2}わる
nam_technique_title_special_command	{r2[ひっさつ]}必殺{/r2}ワザのコマンド{r2[にゅうりょく]}入力{/r2}
nam_technique_explain_special_command	{[0105|1300]}で{r2[とくてい]}特定{/r2}の{r2[にゅうりょく]}入力{/r2}をすると、\r\n{r2[ひっさつ]}必殺{/r2}ワザがパワーアップ！\r\n\r\nリュウが{r2[みぎむ]}右向{/r2}きのとき\r\n　・ {r2[はどうけん]}波動拳{/r2}　    ： ↓→ ＋ {r2[こうげき]}攻撃{/r2}ボタン\r\n　・ {r2[しゃくねつ]}灼熱{/r2}{r2[はどうけん]}波動拳{/r2} ： ←↓→ ＋ {r2[こうげき]}攻撃{/r2}ボタン\r\n　・ {r2[たつまきせんぷうきゃく]}竜巻旋風脚{/r2} ： ↓← ＋ {r2[こうげき]}攻撃{/r2}ボタン\r\n　・ {r2[しょうりゅうけん]}昇龍拳{/r2}　    ： →↓ ＋ {r2[こうげき]}攻撃{/r2}ボタン\r\n\r\n{r2[ひだりむ]}左向{/r2}きのときは、\r\n{r2[ほうこうにゅうりょく]}方向入力{/r2}が{r2[ぎゃく]}逆{/r2}になる
nam_technique_title_cancel_special	キャンセル{r2[ひっさつ]}必殺{/r2}ワザ
nam_technique_explain_cancel_special	{r2[つうじょう]}通常{/r2}ワザが{r2[あいて]}相手{/r2}に{r2[あ]}当{/r2}たった{r2[しゅんかん]}瞬間{/r2}に\r\n{r2[ひっさつ]}必殺{/r2}ワザを{r2[だ]}出{/r2}すと、{r2[つうじょう]}通常{/r2}ワザのスキを{r2[け]}消{/r2}して\r\n{r2[ひっさつ]}必殺{/r2}ワザにつながる\r\n\r\n{r2[うえ]}上{/r2}スマッシュ{r2[こうげき]}攻撃{/r2}や{r2[よこ]}横{/r2}スマッシュ{r2[こうげき]}攻撃{/r2}{r2[いがい]}以外{/r2}の\r\nさまざまなワザからつなげられる
nam_technique_title_saving_attack	セービングアタック
nam_technique_explain_saving_attack	{r2[した]}下{/r2}{r2[ひっさつ]}必殺{/r2}ワザをためている{r2[とき]}時{/r2}は、\r\n{r2[あいて]}相手{/r2}の{r2[こうげき]}攻撃{/r2}でひるまない\r\n\r\n{r2[じゅうぶん]}充分{/r2}ためてから{r2[こうげき]}攻撃{/r2}をすると、{r2[あいて]}相手{/r2}を{r2[こんとう]}昏倒{/r2}させられる\r\n\r\n{r2[あいて]}相手{/r2}の{r2[きょうだ]}強打{/r2}を{r2[う]}受{/r2}けた{r2[あと]}後{/r2}、ためを{r2[かいじょ]}解除{/r2}して{r2[はんげき]}反撃{/r2}\r\n{r2[そくざ]}即座{/r2}に{[0105|1300]}{r2[よこ]}横{/r2}2{r2[かい]}回{/r2}{r2[お]}押{/r2}しでキャンセルし、\r\n{r2[だい]}大{/r2}ダメージを{r2[ねら]}狙{/r2}え！
nam_technique_title_limit_break	リミットブレイク
nam_technique_explain_limit_break	{r2[した]}下{/r2}{r2[ひっさつ]}必殺{/r2}ワザで、リミットゲージをチャージできる\r\n\r\nリミットゲージが{r2[さいだい]}最大{/r2}になると、\r\n{r2[きょうか]}強化{/r2}した{r2[ひっさつ]}必殺{/r2}ワザを{r2[いちど]}一度{/r2}だけ{r2[はな]}放{/r2}てる\r\n\r\nチャージ{r2[ちゅう]}中{/r2}にダメージを{r2[う]}受{/r2}けるとゲージが{r2[へ]}減{/r2}る\r\nまた、{r2[さいだい]}最大{/r2}{r2[じょうたい]}状態{/r2}は{r2[いってい]}一定{/r2}{r2[じかん]}時間{/r2}で{r2[しゅうりょう]}終了{/r2}する
nam_technique_title_dragonlunge	{r2[ちょうそうとつ]}跳槍突{/r2}
nam_technique_explain_dragonlunge	{r2[よこ]}横{/r2}{r2[ひっさつ]}必殺{/r2}ワザは、{r2[くうちゅう]}空中{/r2}と{r2[ちじょう]}地上{/r2}で{r2[こうどう]}行動{/r2}が{r2[か]}変{/r2}わる\r\n\r\n　・ {r2[くうちゅう]}空中{/r2} ： {r2[やり]}槍{/r2}を{r2[つ]}突{/r2}き{r2[さ]}刺{/r2}す　\r\n　・ {r2[ちじょう]}地上{/r2} ： {r2[ちい]}小{/r2}さくジャンプしてから\r\n                   {r2[こうげき]}攻撃{/r2}ボタンか{r2[ひっさつ]}必殺{/r2}ワザボタンで、\r\n                   {r2[やり]}槍{/r2}を{r2[つ]}突{/r2}き{r2[さ]}刺{/r2}す\r\n\r\n{r2[やり]}槍{/r2}が{r2[ちけい]}地形{/r2}に{r2[さ]}刺{/r2}さると、その{r2[ば]}場{/r2}にとどまる\r\n{r2[せいし]}静止{/r2}したら\r\n　・ {[0105|1300]}{r2[まえ]}前{/r2}　 ： {r2[まえ]}前{/r2}にキック\r\n　・ {[0105|1300]}{r2[うし]}後{/r2}ろ ： {r2[うし]}後{/r2}ろにキック\r\n　・ {[0105|1300]}{r2[うえ]}上{/r2}　 ： ジャンプ
nam_technique_title_bayonetta_special_ope	{r2[とくしゅ]}特殊{/r2}な{r2[そうさ]}操作{/r2}
nam_technique_explain_bayonetta_special_ope	・ {r2[よこひっさつ]}横必殺{/r2}ワザは、{r2[ほうこう]}方向{/r2}を{r2[う]}打{/r2}ち{r2[わ]}分{/r2}けられる\r\n\r\n　 {r2[ちじょう]}地上{/r2} ： {r2[よこ]}横{/r2}\r\n　 {r2[くうちゅう]}空中{/r2} ： {r2[なな]}斜{/r2}め{r2[うえ]}上{/r2}\r\n　 {r2[くうちゅう]}空中{/r2}ですばやく{[0105|1300]}{r2[した]}下{/r2} ： {r2[なな]}斜{/r2}め{r2[した]}下{/r2}\r\n\r\n　 {r2[ちじょう]}地上{/r2}ヒット{r2[じ]}時{/r2}にボタン{r2[ながお]}長押{/r2}しをすると、\r\n　 {r2[け]}蹴{/r2}り{r2[あ]}上{/r2}げることもできる\r\n\r\n・ {r2[こうげき]}攻撃{/r2}{r2[ご]}後{/r2}にボタン{r2[ながお]}長押{/r2}しでバレットアーツ\r\n　 {r2[ちょうしゃてい]}長射程{/r2}の{r2[と]}飛{/r2}び{r2[どうぐ]}道具{/r2}で{r2[ついげき]}追撃{/r2}\r\n\r\n・ {r2[うえひっさつ]}上必殺{/r2}ワザ{r2[ご]}後{/r2}に{r2[くうちゅう]}空中{/r2}ジャンプをすると\r\n　 もう{r2[いちど]}一度{/r2}{r2[うえひっさつ]}上必殺{/r2}ワザが{r2[つか]}使{/r2}える
nam_technique_title_supplement_ink	インクの{r2[ほじゅう]}補充{/r2}
nam_technique_explain_supplement_ink	スマッシュ{r2[こうげき]}攻撃{/r2}と{r2[ひっさつ]}必殺{/r2}ワザは、インクを{r2[しょうひ]}消費{/r2}する\r\n\r\nシールドボタン ＋ {r2[ひっさつ]}必殺{/r2}ワザボタンを{r2[お]}押{/r2}し{r2[つづ]}続{/r2}けることで、\r\nいつでもインクを{r2[ほじゅう]}補充{/r2}できる\r\n\r\nインクがなくなると、\r\nワザを{r2[だ]}出{/r2}せなくなったり{r2[せいのう]}性能{/r2}が{r2[お]}落{/r2}ちる\r\n{r2[ざんりょう]}残量{/r2}には{r2[ちゅうい]}注意{/r2}すべし
nam_technique_title_stomach_attack	おなか{r2[こうげき]}攻撃{/r2}
nam_technique_explain_stomach_attack	おなかをつきだす{r2[こうげき]}攻撃{/r2}では、\r\n{r2[あいて]}相手{/r2}の{r2[こうげき]}攻撃{/r2}をおなかで{r2[う]}受{/r2}け{r2[と]}止{/r2}めることができる\r\n\r\nひるまないので、そのまま{r2[はんげき]}反撃{/r2}できる\r\n{r2[う]}受{/r2}けるダメージも{r2[けいげん]}軽減{/r2}される\r\n\r\nただし、{r2[こうげき]}攻撃{/r2}を{r2[う]}受{/r2}け{r2[と]}止{/r2}めすぎると、\r\nおなかが{r2[わ]}割{/r2}れてふらふら{r2[じょうたい]}状態{/r2}になってしまう\r\n\r\n【おなかをつきだす{r2[こうげき]}攻撃{/r2}】\r\n　・ {r2[よこきょうこうげき]}横強攻撃{/r2}\r\n　・ ダッシュ{r2[こうげき]}攻撃{/r2}\r\n　・ {r2[うえ]}上{/r2}スマッシュ{r2[こうげき]}攻撃{/r2}\r\n　・ {r2[した]}下{/r2}スマッシュ{r2[こうげき]}攻撃{/r2}\r\n　・ {r2[つうじょうくうちゅうこうげき]}通常空中攻撃{/r2}\r\n　・ {r2[したひっさつ]}下必殺{/r2}ワザ
nam_technique_title_pirate_cannon	パイレーツキャノン
nam_technique_explain_pirate_cannon	{r2[つうじょうひっさつ]}通常必殺{/r2}ワザで、{r2[てっきゅう]}鉄球{/r2}を{r2[う]}撃{/r2}ち{r2[だ]}出{/r2}す\r\n\r\n{r2[う]}撃{/r2}ち{r2[だ]}出{/r2}したら、{r2[ひっさつ]}必殺{/r2}ワザボタンを{r2[お]}押{/r2}し{r2[つづ]}続{/r2}けてすいこむ\r\n{r2[てっきゅう]}鉄球{/r2}だけでなく{r2[あいて]}相手{/r2}もすいこみ、\r\n{r2[は]}吐{/r2}き{r2[だ]}出{/r2}すことができる\r\n\r\n{[0105|1300]}を{r2[たお]}倒{/r2}す{r2[ほうこう]}方向{/r2}によって、{r2[は]}吐{/r2}き{r2[だ]}出{/r2}す{r2[む]}向{/r2}きを{r2[か]}変{/r2}えられる\r\nすいこんだ{r2[あいて]}相手{/r2}を{r2[べつ]}別{/r2}の{r2[あいて]}相手{/r2}にぶつけると{r2[きょうりょく]}強力{/r2}
nam_technique_title_whip_hold	ウィップホールド
nam_technique_explain_whip_hold	{r2[いちぶ]}一部{/r2}の{r2[つうじょう]}通常{/r2}ワザで、\r\nボタンを{r2[お]}押{/r2}し{r2[つづ]}続{/r2}けると、ムチを{r2[た]}垂{/r2}らす\r\nその{r2[ご]}後{/r2}{[0105|1300]}でムチを{r2[ふ]}振{/r2}り{r2[まわ]}回{/r2}せる\r\n\r\n{r2[ふっき]}復帰{/r2}を{r2[ぼうがい]}妨害{/r2}したり、{r2[と]}飛{/r2}び{r2[どうぐ]}道具{/r2}を{r2[け]}消{/r2}すこともできる
nam_technique_title_revenge	リベンジ
nam_technique_explain_revenge	{r2[した]}下{/r2}{r2[ひっさつ]}必殺{/r2}ワザでかまえる\r\n\r\nこの{r2[とき]}時{/r2}に{r2[あいて]}相手{/r2}の{r2[こうげき]}攻撃{/r2}を{r2[う]}受{/r2}けると、その{r2[こうげきりょく]}攻撃力{/r2}に{r2[おう]}応{/r2}じ\r\n1{r2[かい]}回{/r2}だけ{r2[こうげきりょく]}攻撃力{/r2}が{r2[たか]}高{/r2}まる\r\n\r\n{r2[う]}受{/r2}けた{r2[いか]}怒{/r2}りを、より{r2[つよ]}強{/r2}いワザに{r2[の]}乗{/r2}せろ！
nam_technique_title_rope_swing	ロープスイング
nam_technique_explain_rope_swing	{r2[な]}投{/r2}げた{r2[あいて]}相手{/r2}がはね{r2[かえ]}返{/r2}ってきたら、\r\nタイミングよく{r2[ひっさつ]}必殺{/r2}ワザボタンを{r2[お]}押{/r2}すことで{r2[ついげき]}追撃{/r2}する\r\n\r\n　・ {r2[はや]}早{/r2}め　　 ： ショルダースルーで{r2[つ]}突{/r2}き{r2[あ]}上{/r2}げる\r\n　・ ピッタリ ： ラリアットで{r2[ぜんりょく]}全力{/r2}{r2[だげき]}打撃{/r2}！\r\n　・ {r2[おそ]}遅{/r2}い　　 ： ぶつかって{r2[たが]}互{/r2}いにひるむ
