aaa.msbt
pro_00	Mail call!{b}
stg5_muj_31_02_02	So, what will you give me in\nexchange for this delectable\nChuckola Cola, hmmm?{b}{[0004]}Make it good!{[0100|fa000000]} I am the editor of\n"Foppish Gourmet Weekly," so I\nknow my delicacies!{b}
stg5_muj_31_02_03	Ah? {[0100|fa000000]}What is this?{[0100|fa000000]} How rare!{[0100|fa000000]} Rather...\n{[0100|fa000000]}Wait, now!{[0100|fa000000]} Are you sure this is\neven edible?{b}{[0004]}I scoff at you!{[0100|fa000000]} I will not trade\nChuckola Cola for this!{[0100|fa000000]} Try again!{[0100|fa000000]}\nThink succulent!{b}
stg5_muj_31_02_04	Mmm...{[0100|fa000000]} I must be honest, this is not\nwhat Flavio had hoped for...{b}{[0004]}Perhaps something a little more\n"deserted-island chic," if you know\nmy meaning?{b}
stg5_muj_31_02_06	Well now! What have we here?!{[0004]}It IS "desert-island chic," but mangoes\ndo not agree with Flavio, so mangoes\nare wrong! Try again, if you please.
stg5_muj_31_02_05	Ah...{[0100|fa000000]}HA!{[0100|fa000000]} A Coconut, is it not?{[0100|fa000000]}\nWell, that IS island fare, but\nsomewhat clichéd...{b}{[0004]}Ah, well, perhaps I had set my\nhopes too high for a foraging\nnon-gourmand such as you...{b}{[0004]}Well, here you go!{[0100|fa000000]} Take the\nChuckola Cola...{[0100|fa000000]}and give my\nregards to the admiral!{b}
stg5_muj_31_02_07	Hm?{[0100|fa000000]} Oho! That's not it!{[0101]}
stg5_muj_31_03	Tell him to waft the bouquet,\nswizzle it gently, and savor all\nof the fine fizziness!{b}
stg5_muj_32	Mario!{[0100|fa000000]} You are a dillydallier!{[0100|fa000000]} Hurry up\nand help the admiral!{b}
stg5_muj_32_00	Oh!{[0100|64000000]} Bobbery!{b}
stg5_muj_32_01	Admiral Bobbery...{[0100|64000000]} Whatever\nhappened to him?{b}
stg5_muj_32_02	Bobbery's on the brink, ain't he,\nmate?{[0100|fa000000]} I 'ope he'll pull through...{b}
stg5_muj_32_03	Bobbery...{[0100|fa000000]} How do you suppose he's\nfaring? You don't suppose...{b}
stg5_muj_32_04	Ohhhhhh, so very HUNGRY...{[0100|fa000000]}and we\nhave so little food left now...{b}
stg5_muj_71_00	Good old Bobbery is safe!{[0100|fa000000]}\nYuh-YAAAAAAAAAAAAAAAAY!{b}{[0004]}I thought he was a goner for sure!{[0100|fa000000]}\nI almost threw up, I was so worried!{b}
stg5_muj_71_01	Bobbery...{[0100|fa000000]} We'll have him back, won't\nwe?{[0100|fa000000]} When I think of the alternative,\nI get queasy...{b}
stg5_muj_71_02	Hey, isn't that...{[0100|fa000000]}Bobbery?{[0100|fa000000]} H-he's been\nalive all this time? {[0100|fa000000]}Really?{b}{[0004]}Unless...{[0100|fa000000]}that's his ghost!{b}
stg5_muj_71_03	Listen, guy, sorry about the whole\nleaving-you thing...{[0100|fa000000]} What happened\nafterward?{b}{[0004]}All we could do was hope for the best\nas we ran away as fast as possible.{b}
stg5_muj_71_04	Oy, who's that behind you?{[0100|fa000000]}\nWhy, that's Bobbery, that is!{[0100|fa000000]}\nWelcome back, old bomb!{b}
stg5_muj_71_05	Captain 'Stache!{[0100|fa000000]} 'Ow goes it?{[0100|fa000000]} Will you\never find Bobbery, you think?{b}
stg5_muj_71_06	You'd better stock up on items before\ngoing deep into the jungle, I think!{b}{[0004]}This island is just stinking with ghosts,\nI can feel it!{[0100|fa000000]} Smells like scary...{b}
stg5_muj_71_07	If I live my whole life here, will I turn\ninto one of those ghosts too?{b}
stg5_muj_71	Ah!{[0100|fa000000]} It is Bobbery!{[0100|fa000000]} Welcome back\nto you!{b}{[0004]}Do you know how worried we were?!\n{[0100|fa000000]}My stomach has been most upset!{b}{[0004]}I must worry about everyone here,\nbut who worries for Flavio?{[0100|fa000000]} No one!{b}{[0004]}Do you know how hard that is for\nme, to sit here in safety and worry\nso much?{b}{[0004]}I do not know what is out there,\nwaiting to lurch in and snack\nupon me!{b}{[0004]}We do not even know how to get\nhome, for the sake of the blue,\nbriny sea!{b}{[0004]}But no more yelling!{[0100|fa000000]} Now is the time\nto pull together and work as a team!{b}
stg5_muj_72_bom	Flavio, old boy...{[0100|fa000000]}I must say...{[0100|fa000000]}you talk\nrather too much.{b}
stg5_muj_79	Such insolence! {[0100|fa000000]}Grrrrrrrrr!{[0100|fa000000]} I growl\nat you like an angry jungle beast!{[0100|fa000000]}\nI ought to...{b}
stg5_muj_80	So in any case, Mario...{[0100|fa000000]}about that\nCrystal Star you spoke of earlier...{b}{[0004]}There was a rather odd rock in the\nfar east of the jungle with a skull\ncarved into it...{b}{[0004]}Call it an old sea bomb's intuition,{[0100|64000000]}\nbut that skull rock smells...{[0100|64000000]}suspicious.{b}
stg5_muj_81	Heh heh... {[0100|fa000000]}Hey, Bobbery.{[0100|fa000000]} You wanna\nknow what really smells suspicious?{b}
stg5_muj_81_01	{[030a|01000000]}Flavio's armpit!{[0100|f4010000]}
stg5_muj_81_02	Oy, smells like low tide!{[0100|fa000000]} WAAAR HAR\nHAR HAR HAR!{[0100|fa000000]} But seriously...{b}{[0004]}You may be onto somefin' wif that\nskull rock...{[0100|fa000000]} I say that's where the\ntreasure is...{b}
stg5_muj_82	Well, anyone could figure that\nout, you mutinous joker.{[0100|fa000000]} I mean,\nHOW obvious!
stg5_muj_199	I was already saying in my head\nthat the treasure is certainly behind\nthat rock!{[0004]}And as such, I will continue the\nnoble duty of protecting this camp\nfrom invasion...{[0004]}Captain Mario!{[0100|fa000000]} Carry on!{[0100|fa000000]} I am sorry\nto make so many requests, but\nyou know...
stg5_muj_83	Flavio, you old cash-grubber!{[0100|fa000000]} If you\nwant treasure, why don't you go get\nit yourself?{b}
stg5_muj_84	Oh, well...{[0100|fa000000]} Yes, uh, Admiral...{[0100|fa000000]}\nYou see, I...{b}
stg5_muj_85	Well, yes, you have a point.{[0100|fa000000]} Let us\ndecide this fair and square, shall we?{b}{[0004]}Listen to me, everyone!{[0100|fa000000]} Who thinks I\nshould go along to investigate the\nskull rock?{b}
stg5_muj_86	Oh, heck YES!{[0100|e8030000]}
stg5_muj_87	Yeah, take him, please!{[0100|e8030000]}
stg5_muj_88	Have fun out there, jerk!{[0100|e8030000]}
stg5_muj_88_01	Off with you!{[0100|e8030000]}
stg5_muj_89	There you have it, Flavio!{[0100|fa000000]} Fair and\nsquare, eh wot?{b}
stg5_muj_90	Um...no. {[0100|fa000000]}Not fair.{[0100|fa000000]} Flavio hates\nyou all.{b}
stg5_sys_00	Flavio will join you for a short time!{b}
stg5_muj_90_00	The skull rock sounds a bit stomach-\nturning, but...{[0100|fa000000]}I'm sure you guys will\nbe all right!{b}
stg5_muj_90_01	Hey, uh...{[0100|fa000000]}that skull rock you\nmentioned sounds interesting.{[0100|fa000000]}\nYou should go investigate!{[0100|fa000000]} Now.{b}
stg5_muj_90_02	Skull rock...{[0100|fa000000]} Somethin' smells\nsuspicious there...{[0100|fa000000]} It's so smelly,\nI can't get near it!{b}
stg5_muj_90_02_01	So, Bobbery...{[0100|fa000000]} You're off to 'ave\na peep at the skull rock wif\nCaptain 'Stache?{b}{[0004]}{[0101]}I'd be right there wif you, but me\ngram-gram told me once, "No skull\nrocks!" so...{b}{[0004]}{[0101]}So you'd better back up Captain\n'Stache wifout me, all right, mate?{b}
stg5_muj_90_10	Ah, Mario!{[0100|fa000000]} That treasure...{[0100|fa000000]} {[0101]}It is\ncertainly in that cave somewhere!{[0100|fa000000]}\nFlavio feels it!{b}{[0004]}So hop to it, you wonderful little man,\nand find me the goods with all speed!{b}
stg5_muj_90_11	Wow, so you're actually going into\nthat cave now?{[0100|fa000000]} Oooh...{[0100|fa000000]}the thought\nmakes me woozy.{b}{[0004]}Please, be very careful...{b}
stg5_muj_90_12	Buh huh!{[0100|fa000000]} I mean, har har!{[0100|fa000000]} The cave\nopened?{[0100|fa000000]} Really...{[0100|fa000000]} Hmmm...{[0100|fa000000]}\nHmmmmmmmm...{b}{[0004]}Oh, no. I mean, NOT "hmmm"...{[0100|fa000000]}\nDon't listen to me, OK?{[0100|fa000000]} Good\nluck out there!{b}
stg5_muj_90_13	It opened up, did it now?{[0100|fa000000]} Righto!{[0100|fa000000]}\nBut I bet that nasty Cortez is in\nthere too...{b}{[0004]}In there waiting...{b}
stg5_muj_90_132_01	Bobbery!{[0100|fa000000]} Yer finally goin' into\nthe cave?!{b}{[0004]}Well, I guess you could rattle ol'\nCortez's bones wif that blast o'\nyours, eh?{b}
stg5_muj_90_14	Yeah...{[0100|fa000000]}treasure is cool...{[0100|fa000000]}but\nfacing Cortez for it?{[0100|fa000000]} Not sure\nit's worth THAT...{b}
stg5_muj_90_15	A real pirate's pirate...{[0100|fa000000]}\nYup, Cortez, the pirate king...{[0100|fa000000]}\nHe must be pretty nasty...{b}
stg5_muj_90_16	What?!{[0100|fa000000]} Four-Eyes sold us up\nthe river?{b}{[0004]}Yeah, that actually makes sense...{[0100|fa000000]}\nI guess he always WAS a bit fishy...{b}
stg5_muj_90_17	Huh?!{[0100|fa000000]} Four-Eyes was a bad guy all\nthis time?!{b}{[0004]}And I thought he was a pretty\nstraight shooter...{b}
stg5_muj_147	Oh, Frankie... {[0100|fa000000]}Our love is larger and\ndeeper than this ocean.{b}
stg5_muj_148	How's da boss, huh?{[0100|fa000000]} Y'know, I just\nworry about dat guy sometimes...{b}
stg5_muj_149	Oy, I get all squiggly inside when\nI hear them Piantas gettin' all\nlovey-dovey...{b}{[0004]}But who am I to say, right?{[0100|fa000000]} Must be\nright nice to be young an' in love...{b}
stg5_muj_1492_01	Oy, I get all squirmy inside when\nI hear them Piantas gettin' all\nlovey-dovey...{b}{[0004]}Were you like that wif Miss Scarlette\nall them long years ago, Bobbery?{b}{[0004]}Nnnnnyuck!{[0100|fa000000]} Just imaginin' it gives me\na bit o' bile in the ol' gut!{b}
stg5_muj_150	Oy, Captain 'Stache!{b}{[0004]}What, the Piantas?{b}{[0004]}{[0101]}Oh, they're in the jungle, lookin' for\nsomefin', I think...{b}
stg5_muj_1502_01	Oy, Admiral Bobbery!{[0100|64000000]} Been a\nwhile, eh?{b}{[0004]}Yeah, them Piantas are off in the\njungle somewhere.{b}{[0004]}{[0101]}Said they was lookin' for somefin',\nI think...{b}
stg5_muj_151	You found the weddin' ring they was\nlookin' for?{[0100|fa000000]} That's corkin'.{b}{[0004]}Yeah, I want them kids to be 'appy...{b}
stg5_muj_1512_01	The sunset from here is just\nbloomin' amazin'.{b}{[0004]}You oughta take a look sometime,\nBobbery.{b}{[0004]}{[0101]}It explodes wif light...{[0100|fa000000]} Yeah, kinda like\nthe light from your blast, Admiral!{b}{[0004]}{[0101]}{[0309|01000000]}No offense, o' course... {[0309|01000000]}{[0100|fa000000]}You can just\npretend I didn't say that...{b}
stg5_muj_152	{[0101]}When I hear the sound o' the ocean,\nI remember bein' a wee baby...{b}
stg5_muj_1522_01	{[0101]}When I hear the sound o' the ocean,\nI remember bein' a wee baby...{b}{[0004]}{[0101]}So, Admiral, what kind o' baby were\nyou, eh?{b}{[0004]}You didn't have a mustache as a wee\none, did you?!{b}
stg7_muj_01	General White?{[0100|fa000000]} Yeah, he was 'ere\nuntil a second ago.{b}{[0004]}{[0101]}But he took off, right quick.{[0100|fa000000]} Said he\nwas goin' to a city what floats in the\nsky or somefin'...{b}
stg7_muj_012_01	General White?{[0100|fa000000]} Yeah, he was 'ere\nuntil a second ago.{b}{[0004]}{[0101]}But he took off, right quick.{[0100|fa000000]} Said he\nwas goin' to a city what floats in the\nsky or somefin'...{b}
stg5_muj_153	This place is nice and quiet.{[0100|fa000000]} But it\nain't got excitement, know what I'm\ntalkin' 'bout?{b}{[0004]}Sometimes it makes me just wanna\nblow myself up for the heck of it...{b}
stg5_muj_1532_01	Oy! {[0100|64000000]}It's the captain! And the admiral!\n{[0100|fa000000]}Corkin'!{[0100|fa000000]} It's been a few, eh?{b}{[0004]}Sounds like you've been up to big\nthings, Bobbery!{[0100|fa000000]} We're all pullin'\nfor you!{b}
stg5_muj_153_01	I heard about you, Captain.{[0100|fa000000]} You seem\nto be savin' the world each time I\nturn round.{b}{[0004]}I always knew you'd do great\nstuff, but I gotta say...{[0100|fa000000]} That's\nreally somefin'!{b}{[0004]}I'm a full-time Bobbery fan now,\nI'll tell you that much!{b}
stg5_muj_153_01_san	Oy! {[0100|fa000000]}Admiral Bobbery!{[0100|fa000000]} I heard you\nsaved the world wif the captain here!{b}{[0004]}That's my legendary sea mine of\nan admiral! {[0100|fa000000]}Here's to you!{[0100|fa000000]} I'll be a\nBobbery fan for life!{b}
stg5_muj_154	I gotta wonder what that Francesca\nsees in Frankie...{b}{[0004]}He doesn't seem like much to write\nhome to Mom about to me...{b}
stg5_muj_155	Those Piantas were all upset about\nsomething before...{[0100|fa000000]} What happened?{b}
stg5_muj_156	I'd love to find a headstrong woman\nlike that Francesca.{[0100|fa000000]} 'Cause,\nyou know...{b}{[0004]}Everybody likes to be bossed around\nnow and then...{b}
stg5_muj_157	Frankie's the big boss of the whole\nsyndicate now, eh?{[0100|fa000000]} Well, what do\nyou know...{b}{[0004]}I guess you can't judge a Pianta by\nhis fronds...{b}
stg5_muj_158	I'm getting sick of island life...{[0100|fa000000]} I'm a\nsailor, born and bred.{[0100|fa000000]} I hear the sea\ncalling me...{b}
stg5_muj_158_1	I'm getting sick of island life...{[0100|fa000000]} I'm a\nsailor, born and bred.{[0100|fa000000]} I hear the sea\ncalling me...{b}
stg5_muj_159	Traveling by boat is nice.{[0100|fa000000]} But I\nwouldn't mind traveling in style\nby train sometime.{b}
stg5_muj_160	This is not a deserted island, you\nknow.{[0100|fa000000]} I mean, we're here, aren't we?{b}
stg5_muj_161	My dream is to someday have my own\nboat!{[0100|fa000000]} And I don't mean some little\npaper boat!{b}
stg5_muj_162	What's that you've got?{[0100|fa000000]} A ticket\nfor the Excess Express? {[0100|fa000000]}Whoa!{b}{[0004]}You must be richer than you look!\n{[0100|fa000000]}MUCH richer...{b}
stg5_muj_163	I've been to the Glitz Pit in\nGlitzville before, you know!{[0100|fa000000]}\nIt was absolutely incredible!{b}{[0004]}You should check it out sometime!{[0100|fa000000]}\nNo joke!{b}
stg5_muj_163_1	I recently visited the Glitz Pit in\nGlitzville.{[0100|fa000000]} It was absolutely incredible!{b}{[0004]}You should check it out sometime!{[0100|fa000000]}\nNo joke!{b}
stg5_muj_164	I finally got out of that cave, but I\nthink I want to stay on this island\nfor a while.{b}
stg5_muj_165	The Piantas?{b}{[0004]}I think they're off in the jungle there.{[0100|fa000000]}\nThey're probably smooching or\nsomething.{b}{[0004]}Man, am I jealous...{b}
stg5_muj_166	Ahhh, the sea is the best!{[0100|fa000000]} Just\nlooking at it makes me forget about\nall my cares!{b}
stg5_muj_167	The coconut milk here is just the\nbest!{[0100|fa000000]} You should try it sometime!{b}
stg5_muj_168	Is it true that they're going to\nput up a big resort here?{[0100|fa000000]} I am\ncompletely opposed!{b}{[0004]}You think we could get the pirate\nking to curse the developers?{[0100|fa000000]}\nThat might do it!{b}
stg5_muj_168_1	Is it true that they're going to\nput up a big resort here?{[0100|fa000000]} I am\ncompletely opposed!{b}{[0004]}You think we could get the pirate\nking to curse the developers?{[0100|fa000000]}\nThat might do it!{b}
stg5_muj_168_01	We are the Traveling Sisters Three!{b}
stg5_muj_168_02	Eeeek!{[0100|fa000000]} The water's so cold!{b}
stg5_muj_168_03	Ooh, but it feels so good!{b}
stg5_muj_dokan_kur	Francesca and Frankie are waiting at\nthe port.{[0100|fa000000]} Let's go, Mario!{b}
stg5_muj_dokan_nok	We should head for the port, Mario.{[0100|fa000000]}\nFrancesca and Frankie are waiting!{b}
stg5_muj_dokan_win	Francesca and Frankie will be waiting\nfor us at the port, yes?{[0100|fa000000]} Let's head\nstraight there!{b}
stg5_muj_dokan_yos	Let's hurry to the port, Gonzales!{[0100|fa000000]}\nFrancesca and Frankie are waiting!{b}
stg5_muj_dokan_viv	Francesca and Frankie are waiting at\nthe port, right?{[0100|fa000000]} Then let's go, Mario!{b}
stg5_muj_dokan_bom	Francesca and Frankie will be waiting\nby the port.{[0100|fa000000]} Off we go, Mario!{b}
stg5_muj_dokan_chu	Francesca and Frankie will be waiting\nat the port.{[0100|fa000000]} Let's go, Mario!{b}
stg5_muj_169	Oh, hi there...{[0100|fa000000]}Mario.{[0100|fa000000]} What brings you\nback here?{[0100|fa000000]} Can we do something\nfor you?{b}
stg5_muj_170	Oh, hey... {[0100|fa000000]}It's Mario.{[0100|fa000000]} How you been,\ndere, pal?{[0100|fa000000]} We do somethin' for you?{b}
stg5_muj_171	What?!{[0100|fa000000]} Da boss is sick?!{b}
stg5_muj_172	Oh, poor Daddy!{[0100|fa000000]} Oh, no...{[0100|fa000000]}and at a\ntime like this...{b}
stg5_muj_173	You see, I...{[0100|fa000000]} I just dropped the\nwedding ring Frankie gave me\naround here...{b}{[0004]}I can't possibly leave until I find that\nring! {[0100|fa000000]}Otherwise something may eat it!{b}{[0004]}It must be somewhere between here\nand that skull rock!{b}
stg5_muj_174	Listen for a second, my fuzzy\nlittle coconut...{b}{[0004]}Shouldn't we forget about dat ring\nfor now an' check on da boss?{b}
stg5_muj_175	How could you say that, Frankie?{b}{[0004]}That ring was the symbol of our love!{[0100|fa000000]}\nWe HAVE to find it!{[0100|fa000000]} We HAVE to!{b}{[0004]}Or...{[0100|fa000000]}maybe you just don't love me\nanymore, is that it?{b}
stg5_muj_176	Of course, I love you...{[0100|fa000000]}my little\nbacon burger!{b}
stg5_muj_177	None of your sweet talk now!{[0100|fa000000]} You're\ngoing to have to say you love me\n100 times!{b}
stg5_muj_178	{size[fa00]}{[0203]}{[0307|00004040]}{[0200]}100 TIMES?\x0f\x02\0{[0307|0000803f]}{size[6400]}{b}
stg5_muj_179	If you love me, you have to say\nit, Frankie!{b}
stg5_muj_180	{[0100|fa000000]}Oh...{[0100|fa000000]} C'mon now, babe...{[0100|ee020000]} Of course\nI love you, my little short stack...{b}{[0004]}Now please, let's go.{b}
stg5_muj_181	NO!{[0100|fa000000]} You have to say it 99 more\ntimes, Frankie!{b}
stg5_muj_185	Awwwwwwwwwwwwwwwwww!{[0100|fa000000]} Fine,\nyou dizzy dame!
stg5_muj_182	{[0101]}I{[0100|90010000]} love{[0100|90010000]} you.{b}{[0004]}I{[0100|fa000000]} love{[0100|fa000000]} you.{b}{[0004]}I{[0100|96000000]} love{[0100|96000000]} you.{b}{[0004]}I{[0100|32000000]} love{[0100|32000000]} you.{b}{[0004]}I love you.{b}{[0004]}I love you.{b}{[0004]}I love you.{[0101]}{b}{[0004]}I love you.{b}{[0004]}I love you!{[0101]}{b}{[0101]}
stg5_muj_182_01	{[0103|00000000]}I love you!{[0101]}{b}{[0101]}
stg5_muj_182_04	{[0300|0000000000000000]} times
stg5_muj_182_03	{[0103|19000000]}{[0309|01000000]}Huff...{[0100|fa000000]}heeeeef...{[0100|fa000000]}hoooooof...{[0309|00000000]}{[0110]}{[0100|f4010000]}\x0f\x01\x10\n{[0101]}There, I said it...{b}
stg5_muj_183	Oh, Frankie, baby...{[0100|fa000000]} You're such a\nsilly Billy!{[0100|fa000000]} Hee hee hee!{b}
stg5_muj_184	.{[0100|0a000000]}.{[0100|0a000000]}.{[0100|0a000000]}{b}{[0004]}Now, my little cream puff...{[0100|fa000000]}let's find\ndat ring right away, whaddaya say?{b}
stg5_muj_185_kur	I wonder if these two are gonna\nbe OK...{b}{[0004]}Look, Mario...{[0100|fa000000]} I think maybe we should\nhelp them...{b}
stg5_muj_185_nok	Ummm...{[0100|fa000000]} You think these two are\ngoing to be all right on their own?{b}{[0004]}I don't think so, personally.{[0100|fa000000]} We ought\nto help them...{b}
stg5_muj_185_win	Mario, darling, do you think these two\nwill be OK?{b}{[0004]}I daresay they seem a bit lost...{[0100|fa000000]}\nPerhaps we should help them...{b}
stg5_muj_185_yos	Wow, you think these guys are gonna\nbe all right looking for that thing on\ntheir own?{b}{[0004]}Listen, Gonzales...{[0100|fa000000]} We'd better play it\nsafe and help them, don'tcha think?{b}
stg5_muj_185_viv	I wonder if these two will be all right\non their own...{b}{[0004]}Uh, Mario...{[0100|fa000000]} I think it might be a good\nidea to help them...{b}
stg5_muj_185_bom	I say, old boy, do you think these\ntwo will be quite all right by\ntheir lonesomes?{b}{[0004]}I shouldn't think so, me...{[0100|fa000000]} We should\nhelp them...{b}
stg5_muj_185_chu	Do you think these two can really\nmake it on their own, dearie?{b}{[0004]}Personally, I don't think so.{[0100|fa000000]} Yes, we\nshould help them...{b}
stg5_muj_185_01_kur	I wonder if these two are gonna\nbe OK...{b}{[0004]}Oh! Do you think the ring we found\nis their ring?{b}
stg5_muj_185_01_nok	Ummm...{[0100|fa000000]} You think these two are\ngoing to be all right on their own?{b}{[0004]}Anyways, you think that ring we\nfound is the one they're looking for?{b}
