aaa.msbt
pro_00	有您的信～
stg6_rsh_c_16	嗨，{[0100|fa000000]}\n列车之旅还愉快吗？{[0101]}
stg6_rsh_c_16_sel	{[010d|00000000010000009600000028000000]}愉快\n不愉快
stg6_rsh_c_16_01	无论愉快与否，{[0100|fa000000]}\n列车这种东西一旦启程，\n就不会停止。{[0004]}喂喂，{[0100|fa000000]}\n你怎么一脸不屑啊。
stg6_rsh_c_17	喂，那边的，{[0100|fa000000]}\n你知道这辆列车的厕所在哪儿吗？{[0100|fa000000]}\n快告诉我。{[0101]}
stg6_rsh_c_17_sel	{[010d|00000000ffffffffaa00000028000000]}知道\n不知道
stg6_rsh_c_17_01	好像还能憋一会儿，\n我再自己找一下吧。
stg6_rsh_c_18	啊！{[0100|fa000000]}\n列车这东西为什么\n这么容易让人犯困？{[0004]}{[0101]}光是和你说着……话……{[0100|fa000000]}\n我就……要……{[0100|fa000000]}\n睡……着……了……
stg6_rsh_c_19	我是苏栗世大学的教授。{[0004]}我想调查摩亚摩亚，\n在学术研讨会上发表……{[0100|fa000000]}\n但在哪里都找不到！{[0004]}你……{[0100|fa000000]}\n有什么头绪吗？
stg6_rsh_c_20	旅程的开始总是\n令人无比激动……{[0004]}但等到旅程接近尾声，\n就会开始莫名地伤感。{[0004]}喜悦化作哀伤……{[0100|fa000000]}\n旅程、祭典，还有恋爱……{[0100|fa000000]}\n皆是如此。
stg6_rsh_c_21	喂，爸爸。{[0004]}{[0101]}咦？{[0100|fa000000]}\n嘿嘿嘿，我认错人了。{[0100|fa000000]}\n对不起啊，胡子叔叔。
stg6_rsh_c_22	烦恼着该如何向服务生搭话时，\n不知不觉上了列车……{[0004]}这已经是第几次了……？{[0004]}总而言之，如今我变得\n很喜欢搭乘列车了。{[0004]}无论服务生还是列车，\n{[0307|00004040]}我·都·很·喜·欢——！！{[0307|0000803f]}
stg6_rsh_c_23	为了找到～{[0110]}{[0100|2c010000]}\x0f\x01\x10\n特伦大人～{[0110]}{[0100|2c010000]}\x0f\x01\x10\n坐车时～{[0004]}住过的～{[0110]}{[0100|2c010000]}\x0f\x01\x10\n房间～{[0110]}{[0100|2c010000]}\x0f\x01\x10\n我总算～{[0004]}买了～{[0110]}{[0100|2c010000]}\x0f\x01\x10\n车票～？{[0110]}{[0100|2c010000]}\x0f\x01\x10\n这样子～{[0004]}{[0101]}…………\n{[0110]}{[0100|2c010000]}\x0f\x01\x10{[030a|01000000]}咦～！\n{[0110]}{[0100|2c010000]}\x0f\x01\x10{[030a|00000000]}那是个冒牌货啊～{[0004]}真讨厌～{[0110]}{[0100|2c010000]}\x0f\x01\x10\n这太糟糕了～！{[0110]}{[0100|2c010000]}\x0f\x01\x10\n这样子～
stg6_rsh_c_24	请注意，请注意！{[0004]}本次列车即将\n抵达终点站：比亮丽山庄。{[0004]}我长大了要当一名车长！{[0100|fa000000]}\n……其实我现在就想当。
stg6_rsh_13	{[0200]}马力欧的房间\x0f\x02\0
stg6_rsh_pro_01_kur	不愧是豪华高速列车，{[0100|fa000000]}\n坐起来感觉真棒呢！{[0004]}这样的话，前往比亮丽山庄的\n３天一眨眼就过去了！
stg6_rsh_pro_01_nok	不愧是豪华高速列车，{[0100|fa000000]}\n坐起来感觉真棒！{[0004]}这样的话，前往比亮丽山庄的\n３天一眨眼就过去了！
stg6_rsh_pro_01_win	不愧是豪华高速列车，{[0100|fa000000]}\n坐起来感觉真棒哟{[0004]}这样的话，前往比亮丽山庄的\n３天一眨眼就过去了呢！
stg6_rsh_pro_01_yos	不愧是豪华高速列车，{[0100|fa000000]}\n坐起来感觉真棒！{[0004]}这样的话，前往比亮丽山庄的\n３天一眨眼就过去了！
stg6_rsh_pro_01_viv	不愧是豪华高速列车，{[0100|fa000000]}\n坐起来感觉真棒呢！{[0004]}这样的话，前往比亮丽山庄的\n３天一眨眼就过去了呢！
stg6_rsh_pro_01_bom	不愧是豪华高速列车，{[0100|fa000000]}\n坐起来感觉真不错。{[0004]}这样的话，前往比亮丽山庄的\n３天一眨眼就过去了吧。
stg6_rsh_pro_01_chu	不愧是豪华高速列车，{[0100|fa000000]}\n坐起来感觉真棒呢。{[0004]}这样的话，前往比亮丽山庄的\n３天一眨眼就过去了呢。
stg6_rsh_pro_02_kur	咦？{[0100|fa000000]}\n有东西掉在地上哦。{[0100|fa000000]}\n什么时候掉的……
stg6_rsh_pro_02_nok	哦？{[0100|fa000000]}\n有东西掉在地上哦。{[0100|fa000000]}\n什么时候掉的……
stg6_rsh_pro_02_win	哎呀？{[0100|fa000000]}\n有东西掉在地上哟。{[0100|fa000000]}\n什么时候掉的……
stg6_rsh_pro_02_yos	嗯？{[0100|fa000000]}\n有东西掉在地上。{[0100|fa000000]}\n什么时候掉的……
stg6_rsh_pro_02_viv	哎呀？{[0100|fa000000]}\n有东西掉在地上呢。{[0100|fa000000]}\n什么时候掉的……
stg6_rsh_pro_02_bom	嗯？{[0100|fa000000]}\n有东西掉在地上。{[0100|fa000000]}\n什么时候掉的……
stg6_rsh_pro_02_chu	哎呀？{[0100|fa000000]}\n有东西掉在地上。{[0100|fa000000]}\n什么时候掉的……
stg6_rsh_pro_03	不许去比亮丽山庄！\n如不立即下车，\n我就炸掉列车！
stg6_rsh_pro_04_kur	这不是恐吓信吗！？{[0100|fa000000]}\n莫非是之前出现在恶棍镇的\n魔裘琳搞的鬼！？{[0004]}总之这封恐吓信出现在这里，\n就说明犯人在列车上！{[0004]}在犯人有所行动之前，\n我们先抓住他吧！
stg6_rsh_pro_04_nok	这是恐吓信啊！{[0100|fa000000]}\n莫非是之前出现在恶棍镇的\n魔裘琳送来的！？{[0004]}总之这封恐吓信出现在这里，\n就说明犯人在列车上！{[0004]}在犯人有所行动之前，\n我们先抓住他吧！
stg6_rsh_pro_04_win	这是恐吓信哟！{[0100|fa000000]}\n莫非是之前出现在恶棍镇的\n魔裘琳干的嘛！？{[0004]}总之这封恐吓信出现在这里，\n就说明犯人在列车上哟！{[0004]}在犯人有所行动之前，\n我们先抓住他吧！
stg6_rsh_pro_04_yos	这不是恐吓信吗！？{[0100|fa000000]}\n莫非是之前出现在恶棍镇的\n魔裘琳搞的鬼！？{[0004]}总之这封恐吓信出现在这里，\n就说明犯人在列车上对吧？{[0004]}在犯人有所行动之前，\n先抓住他吧！
stg6_rsh_pro_04_viv	这不是恐吓信吗！？{[0100|fa000000]}\n莫非是之前出现在恶棍镇的\n姐姐搞的鬼！？{[0004]}总之这封恐吓信出现在这里，\n就说明犯人在列车上！{[0004]}在犯人有所行动之前，\n我们先抓住他吧！
stg6_rsh_pro_04_bom	这不是恐吓信吗？{[0100|fa000000]}\n莫非是之前出现在恶棍镇的\n魔裘琳搞的鬼！？{[0004]}总之这封恐吓信出现在这里，\n就说明犯人在列车上！{[0004]}在犯人有所行动之前，\n先抓住他吧！
stg6_rsh_pro_04_chu	这是恐吓信啊……{[0100|fa000000]}\n莫非是之前出现在恶棍镇的\n魔裘琳搞的鬼！？{[0004]}总之这封恐吓信出现在这里，\n就说明犯人在列车上！{[0004]}在犯人有所行动之前，\n我们先抓住他吧！
stg6_rsh_12	嗨，你好。{[0004]}从以前我就在想，\n有生之年一定要\n坐一次这趟列车……{[0004]}我终于拿到票了！
stg6_rsh_51	地上沾着某种污渍。
stg6_rsh_52_kur	这是炖菜洒出来的痕迹吧？{[0004]}只要沿着这个痕迹追过去，\n一定能查出是谁偷的！{[0004]}那个人有可能就是\n写了恐吓信的犯人！{[0004]}……你问我有什么依据？{[0100|fa000000]}\n是女人的直觉啦！直觉！
stg6_rsh_52_nok	马力欧，{[0100|fa000000]}\n这是炖菜洒出来的痕迹吧？{[0004]}只要沿着这个痕迹追过去，\n一定能查出是谁偷的！{[0004]}那个人有可能就是\n写了恐吓信的犯人哦！{[0004]}……你问我有什么依据？{[0100|fa000000]}\n这个……我其实没有依据……
stg6_rsh_52_yos	这是炖菜洒出来的痕迹吧？{[0004]}只要沿着这个痕迹追过去，\n一定能查出是谁偷的！{[0004]}那个人有可能就是\n写了恐吓信的犯人。{[0004]}……你问我有什么依据？{[0100|fa000000]}\n这家伙都偷东西了，\n肯定是个坏人啊！
stg6_rsh_52_win	这是炖菜洒出来的痕迹吧？{[0004]}只要沿着这个痕迹追过去，\n一定能查出是谁偷的哟！{[0004]}那个人有可能就是\n写了恐吓信的犯人哟！{[0004]}……你问我有什么依据？{[0100|fa000000]}\n因为他肯定是为了打倒我们，\n想先填饱肚子哟。
stg6_rsh_52_viv	这是炖菜洒出来的痕迹吧？{[0004]}只要沿着这个痕迹追过去，\n一定能查出是谁偷的！{[0004]}那个人有可能就是\n写了恐吓信的犯人！{[0004]}……你问我有什么依据？{[0100|fa000000]}\n因为犯人肯定被姐姐惩罚不许吃饭，\n一直饿着肚子呢。
stg6_rsh_52_bom	难道……{[0100|fa000000]}\n这是炖菜洒出来的痕迹？{[0004]}只要沿着这个痕迹追过去，\n一定能查出是谁偷的！{[0004]}甚至那个人有可能就是\n写了恐吓信的犯人！{[0004]}……你问老夫有什么依据？{[0100|fa000000]}\n这是水手的直觉！
stg6_rsh_52_chu	这是炖菜洒出来的痕迹吧？{[0004]}只要沿着这个痕迹追过去，\n一定能查出是谁偷的！{[0004]}甚至那个人有可能就是\n写了恐吓信的犯人呢！{[0004]}……你问我有什么依据？{[0100|fa000000]}\n这是盗贼的直觉哦！
stg6_rsh_54_00	{[0307|00008040]}啊！{[0307|0000803f]}{[0100|fa000000]}\n找我什么事？{[0004]}嗝！{[0004]}厨房锅子？{[0004]}{[0101]}只是因为我看起来很能吃，\n你就凭空污人清白吗！？
stg6_rsh_54_01	{[0307|00008040]}啊！{[0307|0000803f]}{[0100|fa000000]}\n找我什么事？{[0004]}厨房锅子？{[0004]}{[0101]}只是因为我看起来很能吃，\n你就凭空污人清白吗！？{[0004]}{[0101]}咦……？{[0100|fa000000]}\n炖菜洒出来的痕迹\n到这个房间就消失了？{[0004]}{[0101]}我、我不知道啊，{[0100|fa000000]}\n我完全不知道你在说什么！{[0004]}我抽屉里可没有锅子哦！{[0100|fa000000]}\n你不许随便调查哦！
stg6_rsh_55	我真的完全、根本、一点都\n不知道什么装炖菜的锅子。{[0004]}我可没把锅子之类的东西\n藏在抽屉里！{[0100|fa000000]}\n你千万不要调查哦！
stg6_rsh_56	里面放着好几本美食杂志。
stg6_rsh_60	有一本刊载豪华高速列车\n专题栏目的杂志！{[0004]}附有一张厨师的大特写……\n他笑得非常灿烂。\n
stg6_rsh_70	杂志后面有什么东西！
stg6_rsh_57	……{[0004]}{[0101]}对不起！{[0100|fa000000]}\n我全吃光了！
stg6_rsh_58	也就是说，你觉得\n午餐的炖菜实在太好吃了，\n想再多吃一点。{[0004]}于是趁厨师不注意，\n连锅子带菜全都端走了，\n没错吧？
stg6_rsh_59	是的，没错。{[0004]}我只是一时鬼迷心窍……{[0100|fa000000]}\n真的、真的很抱歉……
stg6_rsh_60_00	对事不对人。{[0100|fa000000]}\n这件事就算过去了，{[0100|fa000000]}\n你记住今后不要再犯！{[0004]}{[0101]}更重要的是，那边的！{[0004]}{[0101]}对，就是你，\n那个长胡子的。{[0004]}你还真的解决了这起案件，\n看来本侦探没看错人……{[0004]}说起来，关于送到\n你房间的那封信……{[0004]}车长知道本侦探的身份，\n就都告诉本侦探了。{[0004]}这里不方便说话，\n请你之后来６号房吧，\n那里是本侦探的房间。
stg6_rsh_60_01	啊，{[0100|fa000000]}另外，\n请你记得把厨房锅子还给厨师。
stg6_rsh_63	很抱歉引起了骚动。{[0004]}不过……{[0100|fa000000]}\n那道炖菜真好吃～{[0004]}啊，好期待晚餐啊～
stg6_rsh_64	很抱歉引起了骚动。{[0004]}不过……{[0100|fa000000]}\n那道炖菜真好吃～{[0004]}啊，好期待晚餐啊～
stg6_rsh_117	刚刚从隔壁的空房间\n传来了声响。{[0004]}于是我去隔壁房间看了看，\n里面空无一人！{[0004]}然而等我回到自己房间，\n隔壁又传来了声响！{[0004]}{[0309|01000000]}抖抖抖……{[0309|00000000]}{[0100|fa000000]}\n你可以帮我\n去隔壁房间看看吗？
stg6_rsh_117_01	隔壁房间里绝对有人！{[0004]}肯定是里面的人看你来了，\n就躲起来了。{[0100|fa000000]}\n绝对没错！
stg6_rsh_117_02	{[0307|00004040]}隔壁有个幽灵！？{[0307|0000803f]}{[0004]}真是的～你怎么\n编出这种谎话来吓我……{[0100|fa000000]}\n是谎话吧！{[0004]}这世上根本没有幽灵对吧。{[0100|fa000000]}\n对吧，对吧。{[0004]}拜托你说没有。\n{[0100|fa000000]}{[030a|01000000]}求求你了……
stg6_rsh_118	{[0309|01000000]}{[0101]}……被你发现了啊。{[0004]}如你所见，{[0100|fa000000]}\n我是一个幽灵。{[0004]}出于一些缘由，\n还没办法轮回转世。{[0004]}毛毯？{[0004]}嗯，的确是车长拿来的哦。{[0100|fa000000]}\n他都没发现我是幽灵。{[0004]}恐吓信？{[0004]}不，并不是我写的。{[0100|fa000000]}\n毕竟我的身体会被穿透，\n根本拿不住笔。{[0004]}咦……？{[0100|fa000000]}\n你说那就快把毛毯还回去？{[0004]}如果你愿意听听我的心愿，\n要我还回去也不是不行。{[0100|fa000000]}\n怎么样？{[0309|00000000]}{[0101]}
stg6_rsh_119	{[0309|01000000]}你愿意听我的心愿了吗？{[0309|00000000]}{[0101]}
stg6_rsh_119_yn	{[010d|00000000010000009600000028000000]}愿意\n不愿意
stg6_rsh_120	{[0309|01000000]}我的心愿是……{[0100|fa000000]}{b}
stg6_rsh_128	{[0309|01000000]}{[0101]}{[0203]}{[0307|00008040]}{[0200]}{size[9600]}把你的命给我！！！！！{size[6400]}\x0f\x02\0{[0307|0000803f]}{[0100|fa000000]}{[0101]}{b}{[0309|00000000]}
stg6_rsh_120_01	{[0309|01000000]}……我只是开个玩笑。{[0004]}{[0101]}其实……{[0100|fa000000]}\n很久以前，\n我在这个房间里丢了性命……{[0004]}当时我身上的行李\n似乎还在货物室里。{[0004]}行李中有本日记，\n是我从小写到大的……{[0004]}我生怕日记被别人看到，\n每天担心不已，\n根本没心思轮回转世！{[0004]}我不能离开这个房间，\n希望你能代劳一下，\n帮我把那本日记带过来。{[0004]}只要你把日记带过来，\n我就把毛毯还给你。{[0309|00000000]}
stg6_rsh_121	{[0309|01000000]}这样啊……{[0100|fa000000]}\n那我不能还你毛毯。{[0309|00000000]}
stg6_rsh_122	{[0309|01000000]}我的日记就在货物室的某处，\n请找到它并带过来。{[0004]}只要你把日记带过来，\n我就把毛毯还给你。{[0309|00000000]}
stg6_rsh_123	{[0309|01000000]}{[0307|00008040]}千万{[0307|0000803f]}不要\n偷看我的日记！！！{[0004]}你要是偷看了的话……{[0004]}{[0101]}呵呵呵呵，{[0100|fa000000]}\n会发生很可怕的事情哦。{[0309|00000000]}
stg6_rsh_135	{[0309|01000000]}你找到我的日记了吗？{[0100|fa000000]}\n可以把它放进那边的抽屉吗？{[0309|00000000]}
stg6_rsh_136	{[0309|01000000]}这的确是我的日记。{[0100|fa000000]}\n那我就按照说好的，\n把毛毯还给你。{[0309|00000000]}
stg6_rsh_138	{[0309|01000000]}还好你没偷看日记……{[0004]}{[0101]}呵呵呵呵……{[0100|fa000000]}\n你要是看了，\n现在已经大难临头了吧。{[0004]}{[0101]}总之这下我就能\n放心地轮回转世了。{[0100|fa000000]}\n谢谢你。{[0004]}你在有生之年\n应该见不到我了。{[0100|fa000000]}\n请多保重……{[0309|00000000]}
stg6_rsh_139	{[0309|01000000]}……还是算了。{[0004]}我在这个房间住了太久，\n喜欢上这里了……{[0004]}所以我决定暂时留在这边。{[0004]}反正那边随时都能去。{[0100|fa000000]}\n就是这么回事。{[0100|fa000000]}\n呵呵呵呵。{[0309|00000000]}
stg6_rsh_140	{[0309|01000000]}这样的话，{[0100|fa000000]}\n我可不能把毛毯还你。{[0309|00000000]}
stg6_rsh_141	{[0309|01000000]}呵呵呵呵。{[0100|fa000000]}\n我在这个房间住了太久，\n喜欢上这里了……{[0004]}所以我决定暂时留在这边。{[0004]}反正那边随时都能去。{[0100|fa000000]}\n就是这么回事。{[0100|fa000000]}\n呵呵呵呵。{[0309|00000000]}
stg6_rsh_146_kur	好了，\n今天差不多该休息了。
stg6_rsh_146_nok	那么，\n今天差不多该休息了吧？
stg6_rsh_146_yos	好了，\n今天差不多该休息了。
stg6_rsh_146_win	好了，\n今天差不多该休息了哟。
stg6_rsh_146_viv	好了，\n今天差不多该休息了。
stg6_rsh_146_bom	那么，\n今天差不多该休息了。
stg6_rsh_146_chu	好了，\n今天差不多该休息了。
stg6_rsh_147_04	好想吃夜宵啊～
stg6_rsh_147_05	{[0309|01000000]}我吗……？{[0100|fa000000]}\n不，我并不需要睡眠。{[0100|fa000000]}\n毕竟我是幽灵啊。{[0309|00000000]}
stg6_rsh_161	马力欧，早上好。{[0100|fa000000]}\n餐车已经开了吗？{[0004]}昨天我一时鬼迷心窍，\n把料理连锅子带菜都偷走了……{[0004]}但以此为契机，\n我和那位厨师成为好朋友了。{[0100|fa000000]}\n缘分真是妙不可言啊。
stg6_rsh_162	马力欧，早上好。{[0100|fa000000]}\n餐车已经开了吗？{[0004]}昨天我一时鬼迷心窍，\n把料理连锅子带菜都偷走了。{[0004]}但以此为契机，\n我和那位厨师成为好朋友了。{[0100|fa000000]}\n缘分真是妙不可言啊。
stg6_rsh_178_00	{[0309|01000000]}早上好。{[0100|fa000000]}\n今天天气也很好啊。{[0004]}真是让人感觉身心轻松呢。{[0100|fa000000]}\n呵呵呵呵……{[0309|00000000]}
