aaa.msbt
pro_00	有信喔～
stg2_mri_e24_05_01_win	你休想逃走唷。{[0004]}好了，乖乖把星之石交出來。{[0004]}然後快點離開這座森林吧！
stg2_mri_e24_06	唔耶耶……{[0004]}總之老夫得先關掉\n定時炸彈的定時器才行！
stg2_mri_e24_07	這幫傢伙真是煩人！{[0100|fa000000]}\n既然如此，只好使出最終手段……{[0100|fa000000]}\n準備嚇到尿褲子吧！
stg2_mri_e24_08	上吧！X軍團機器人！！{[0100|fa000000]}\n讓他們見識一下\n我們科學的力量！！
stg2_mri_e24_09	怎麼樣！怕了吧！！{[0004]}被這台X軍團機器人嚇到了吧！{[0004]}但是更嚇人的還在後頭！{[0100|fa000000]}\n這傢伙有多厲害，\n這次就特別讓你們好好看個夠！！
stg2_mri_e24_10_kur	看起來的確很厲害！{[0004]}{[0100|fa000000]}…………{[0004]}{[0100|fa000000]}不過好像有點美中不足……{[0004]}總之不能掉以輕心喔！
stg2_mri_e24_10_nok	看起來確實很厲害！{[0004]}{[0100|fa000000]}…………{[0004]}{[0100|fa000000]}不過似乎有點美中不足……{[0004]}總之不能掉以輕心！
stg2_mri_e24_10_win	啊～{[0100|fa000000]}\n看起來真的好厲害唷！{[0004]}{[0100|fa000000]}…………{[0004]}{[0100|fa000000]}但是有點美中不足的感覺呢……{[0004]}總之要謹慎迎戰唷！
stg2_mri_e24_11	接招吧！{[0004]}{[0307|00004040]}X軍團重踩！！
stg2_mri_e24_12	還沒結束！{[0004]}這傢伙還有這種功能喔。{[0004]}只要按一下……
stg2_mri_e24_15	噫噫噫。{[0004]}不妙……再這樣下去……
stg2_mri_e24_16	耶嘿……{[0100|fa000000]}\n不行了……
stg2_mri_e25_00_00	唔耶耶……怎麼會這樣……{[0100|fa000000]}\n這下子該怎麼……{[0100|fa000000]}\n向艾克斯戈夫大人報告才好……
stg2_mri_e25_00_01	唔嘿……{[0100|fa000000]}\n總之你們給老夫記住！！
stg2_mri_e25_00_02	艾克斯達大人，{[0100|fa000000]}\n等等我們來著～
stg2_mri_e25_00_03	哇——！{[0100|f4010000]}
stg2_mri_e25_00_04	撤退——！{[0100|f4010000]}
stg2_mri_e25_00_05	快逃——！{[0100|f4010000]}
stg2_mri_e25_00_06	等等我——！{[0100|f4010000]}
stg2_mri_e25_00_kur	瑪利歐，{[0100|fa000000]}\n我們做到了。
stg2_mri_e25_00_nok	瑪利歐，{[0100|fa000000]}\n我們成功了。
stg2_mri_e25_00_win	瑪利歐，{[0100|fa000000]}\n我們辦到了唷。
stg2_mri_e25_01	這麼一來，\n這棵樹就能恢復以往的和平了。
stg2_mri_e25_02	那麼遵從教誨，\n這顆星之石就歸你了。{[0100|fa000000]}\n來，拿去吧！
stg2_mri_e25_03	獲得星之石了！{[0004]}星之力量提升為「3」！\n另外，瑪利歐學會了\n特殊招式「時間暫停」！！
stg2_mri_e25_04	瑪利歐擊退艾克斯達，\n獲得了第2顆星之石。{[0004]}如今X軍團離開了，\n大樹一定能重新過著和平的日子。{[0004]}神秘森林中迴盪著普尼族歡樂的歌聲。{[0004]}但是X軍團似乎不會就此善罷甘休。{[0004]}今後他們又會如何阻撓\n瑪利歐一行人呢……
stg2_mri_re_000	歡迎來到大樹！{[0004]}話雖如此，\n觀光客都不會進來裡面呢。
stg2_mri_re_000_1	歡迎來到大樹！{[0004]}白色將軍？{[0100|fa000000]}\n我知道喔！就是全身白色，\n留著一把大鬍子的炸彈兵叔叔對吧？{[0004]}不過他已經離開了喔。{[0100|fa000000]}\n我記得他好像說要去陰暗的地方……
stg2_mri_re_000_1_1	歡迎來到大樹！{[0004]}話雖如此，\n觀光客都不會進來裡面呢。
stg2_mri_re_001	真是受不了普尼奧！！{[0100|fa000000]}\n他總是一天到晚發出\n噗尼噗尼噗尼噗尼的聲音！
stg2_mri_re_001_1	真是受不了普尼奧！！{[0100|fa000000]}\n他總是一天到晚發出\n噗尼噗尼噗尼噗尼的聲音！
stg2_mri_re_002	老婆婆又在嘮叨了。{[0100|fa000000]}\n不知道這次又要唸多久……
stg2_mri_re_002_1	老婆婆又在嘮叨了。{[0100|fa000000]}\n不知道這次又要唸多久……
stg2_mri_re_003	唉——\n哥哥一天到晚挨罵。{[0100|fa000000]}\n普尼珂覺得好無聊喔。{[0004]}瑪利歐～{[0100|fa000000]}\n來跟普尼珂一起玩嘛！{[0101]}
stg2_mri_re_004	{[010d|0000000001000000c800000028000000]}陪他玩\n不陪他玩
stg2_mri_re_005	太好了！！{[0100|fa000000]}\n要玩什麼好呢……{[0100|fa000000]}\n普尼珂想玩猜謎！{[0004]}瑪利歐你出題吧～\n任何謎題都難不倒普尼珂喔！
stg2_mri_re_006	出一道普尼珂能回答的簡單題目吧！{b}{[0101]}
stg2_mri_re_007	{[010d|00000000ffffffffe600000028000000]}瑪利歐\n路易吉\nX軍團機器人
stg2_mri_re_008	{[010d|00000000ffffffffe600000028000000]}巨大的\n最喜歡的\n不可描述的
stg2_mri_re_009	{[010d|00000000ffffffffc800000028000000]}烏龜\n人\n我們
stg2_mri_re_010	{[010d|00000000ffffffffc800000028000000]}是誰？\n是什麼？\n嗚呼哀哉！
stg2_mri_re_011	瑪利歐最喜歡的人？{[0100|fa000000]}\n嘿嘿嘿，普尼珂知道！{[0004]}瑪利歐喜歡碧姬公主！{[0100|fa000000]}\n呵呵呵，答對了吧？
stg2_mri_re_012	嘿嘿！太好了！{[0100|fa000000]}\n普尼珂什麼謎題都答得出來！
stg2_mri_re_013	？？？？？？？？？？？？？？？{[0004]}什麼啊！{[0100|fa000000]}\n普尼珂聽不懂題目的意思啦。{[0004]}普尼珂覺得好無聊！{[0100|fa000000]}\n不玩猜謎了！
stg2_mri_re_014	哇，真開心！{[0100|fa000000]}\n謝謝你陪普尼珂玩。{[0100|fa000000]}\n這個送給你！
stg2_mri_re_015	下次再一起玩吧！
stg2_mri_re_016	{[0101]}什麼——！瑪利歐這個小氣鬼！{[0100|fa000000]}\n小氣鬼、小氣鬼——！{[0100|fa000000]}\n哼，普尼珂覺得好無聊喔！
stg2_mri_re_016_1	啊，瑪利歐！\n你又來啦！{[0004]}拯救世界的瑪利歐居然願意來找普尼珂，\n真是太感動了～{[0004]}瑪利歐～你現在有空嗎？\n普尼珂正覺得無聊呢。\n跟普尼珂一起玩吧！{[0101]}
stg2_mri_re_017_1	普尼珂有很多有著漂亮花紋的蛋，\n那到底是在哪裡找到的啊？{[0004]}我也好想要蛋喔……
irai_10_00	哦，這樣啊。{[0100|fa000000]}\n接下委託的人就是瑪利珂你嗎？{[0004]}我也已經上年紀了。{[0100|fa000000]}\n希望有個「緊急蘑菇」以備不時之需。
irai_10_01	哦，是瑪利珂啊。{[0100|fa000000]}\n你是來聽我說教的嗎？{[0004]}還是說你幫我拿「緊急蘑菇」過來了？
irai_10_02	這正是「緊急蘑菇」沒錯！{[0100|fa000000]}\n你趕在我有個萬一之前拿來了呢。{[0004]}光是手上拿著「緊急蘑菇」，\n我就覺得有精神了。{[0100|fa000000]}\n接下來要活得更長久！{[0004]}瑪利珂，謝謝你啊。{[0100|fa000000]}\n來，收下報酬吧。
mri_irai_17_00	哦，是瑪利珂啊。{[0100|fa000000]}\n你是來聽我說教的嗎？
mri_irai_17_01	這是銀髮俱樂部的傳閱板呢。{[0100|fa000000]}\n你是特地拿來給我的嗎？{[0100|fa000000]}\n謝謝你啊。{[0004]}這是陰暗村村長要你拿來的吧？{[0100|fa000000]}\n說起來，他上次送的\n「長生不老湯」還真是不錯呢。{[0004]}傳閱板接下來要傳給花花村村長，\n不過我最近疝氣越來越嚴重了。{[0004]}不好意思，可以麻煩你\n順便傳給花花村村長嗎？{[0100|fa000000]}\n拜託你了。
mri_irai_17_02	接下來要把傳閱板傳給花花村村長。{[0100|fa000000]}\n拜託你了。
mri_irai_17_03	花花村村長感冒了嗎？{[0100|fa000000]}\n這下糟糕了！{[0004]}對老人來說感冒也會要人命啊。
stg2_mri_e16_00_kur	水管出現了！{[0004]}原來是這麼一回事啊。{[0100|fa000000]}\n好，我們繼續前進吧。
stg2_mri_e16_00_nok	水管出現了！{[0004]}這樣就能前進了。{[0100|fa000000]}\n走吧，我們繼續趕路。
stg2_mri_e16_00_win	水管出現了唷！{[0004]}感覺挺不錯的嘛。{[0100|fa000000]}\n越來越有冒險的感覺了～
stg2_mri_e16_01	瑪利歐！{[0100|fa000000]}\n你如果不把普尼寶珠從底座上拿下來，\n咱們就離不開這裡了！
stg2_mri_e16_02	鬍子大叔！{[0100|fa000000]}\n你如果不把普尼寶珠從底座上拿下來，\n我們就離不開這裡了！
stg2_mri_e12_26_01	該不會……{[0100|fa000000]}\n老婆婆！
stg2_mri_e12_26_02	哦，是普尼奧啊。\n你看起來氣色不錯嘛。{[0004]}{[0100|fa000000]}話說普尼奧……{[0100|fa000000]}\n你在這裡做什麼？
stg2_mri_e12_26_03	你怎麼這麼悠哉……{[0100|fa000000]}\n咱是來救你的啊。
stg2_mri_e12_26_04	哦，這樣啊。{[0100|fa000000]}\n那真是辛苦你了。{[0004]}不過，你不必先救我，\n先救其他人吧。
stg2_mri_e12_26_05	大家也都在這裡嗎？
stg2_mri_e12_26_06	對，沒錯{[0100|8a020000]}{[0004]}被抓的人{[0100|8a020000]}{[0004]}大家都被{[0100|8a020000]}{[0004]}關在這裡{[0100|8a020000]}{[0004]}那幫傢伙真是的{[0100|8a020000]}{[0004]}也不管我{[0100|8a020000]}{[0004]}年紀這麼大了{[0100|8a020000]}{[0004]}居然讓我{[0100|8a020000]}{[0004]}受這種苦{[0100|8a020000]}{[0004]}究竟在搞什麼{[0100|8a020000]}{[0004]}所以說，普尼奧{[0100|8a020000]}{[0004]}剛才說到……{[0100|8a020000]}{[0101]}
stg2_mri_e12_26_07	{[0100|fa000000]}……哥哥！？{[0100|fa000000]}{b}{[0004]}哥哥你來了嗎？
stg2_mri_e12_26_08	{[0307|00004040]}普尼珂！！{[0307|0000803f]}{[0004]}原來你在這裡啊！
stg2_mri_e12_26_09	哥哥！{[0100|fa000000]}\n我就知道你會來。
stg2_mri_e12_26_10	那當然。{[0100|fa000000]}\n咱還帶了強大的同伴喔。{[0004]}現在立刻把你們救出來。{[0100|fa000000]}\n等一下喔。
stg2_mri_e12_26_11	嗯！{[0100|fa000000]}\n哥哥，加油喔！
stg2_mri_e12_26_12	瑪利歐！{[0100|fa000000]}\n咱們先尋找牢房的鑰匙吧！{[0101]}{b}
stg2_mri_e14_13	噗尼噗尼噗尼噗尼……{[0100|fa000000]}\n那幫傢伙居然把老人家\n關在這種地方……
stg2_mri_e14_18	鬍子男，怎麼了？{[0100|fa000000]}\n你也想進來這裡，\n跟我相親相愛嗎？
stg2_mri_e14_14	哥哥……{[0100|fa000000]}\n你來了！
stg2_mri_e14_19	你個子這麼大，\n居然還進得來，好厲害喔！
stg2_mri_e14_16	居然不是這把鑰匙嗎！？{[0100|fa000000]}\n可惡！
stg2_mri_e14_17	哥哥加油！{[0100|fa000000]}\n普尼珂會替你打氣！！
stg2_mri_e14_00	老婆婆！{[0100|64000000]}咱們來救你了。
stg2_mri_e14_01	{[0203]}{[0307|00004040]}{size[fa00]}{[0309|01000000]}{[0200]}愚蠢的東～西～！\x0f\x02\0{[0309|00000000]}{size[6400]}{[0307|0000803f]}{[0110]}{[0100|ee020000]}\x0f\x01\x10
stg2_mri_e14_20	普尼奧！{[0100|fa000000]}\n你給我在那坐好！
stg2_mri_e14_02	咦？咦？{[0100|fa000000]}\n突然怎麼了？為什麼會這樣？{[0004]}呃，那個，咱們是來救老婆婆……
stg2_mri_e14_03	你在噗尼噗尼地說什麼！{[0100|fa000000]}\n乖乖聽我說！{[0100|fa000000]}\n{[0307|00004040]}愚蠢的東西！{[0307|0000803f]}{[0004]}真是的，你竟然丟下唯一的妹妹，\n不知道跑去哪裡玩……
stg2_mri_e14_04	咦？不是……{[0100|fa000000]}\n咱說過了……{[0100|fa000000]}\n咱是去找人幫忙……
stg2_mri_e14_05	住嘴！不准噗尼噗尼噗尼噗尼叫！{[0100|fa000000]}\n別人的話要好好聽完，\n到底要我教幾次才懂！{[0004]}你就是因為這樣，\n大家才會一直叫你普尼奧！{[0004]}我們普尼族的未來\n總有一天要託付在你肩膀上的！{[0004]}然而現在這樣像什麼話！{[0100|fa000000]}\n{[0307|00004040]}……喂！{[0307|0000803f]}{[0100|fa000000]}\n你有在聽嗎！！
stg2_mri_e14_06	1小時後……
stg2_mri_e14_07	……聽懂了嗎？{[0100|fa000000]}\n你今後也要振作一點！
stg2_mri_e14_08	好啦好啦，{[0100|64000000]}咱知道了。
stg2_mri_e14_09	{[0307|00004040]}回答的時候給我好好說！{[0307|0000803f]}{[0004]}{[0100|fa000000]}話說回來，普尼奧……{[0100|fa000000]}\n你在這裡做什麼？
stg2_mri_e14_10	咱說過了……{[0100|fa000000]}\n咱是來救大家的。{[0100|fa000000]}\n雖然目前只救到老婆婆啦。
stg2_mri_e14_11	什麼嘛，原來是這樣啊。{[0100|fa000000]}\n既然如此，我就趕緊從這裡出去吧。{[0004]}這裡實在太冷了，害我的腰好疼……
stg2_mri_e14_12	哎呀，已經走掉了。{[0100|fa000000]}\n老婆婆還是老樣子……{[0004]}啊……對了。
stg2_mri_e14_12_01	普尼珂，你等著。{[0100|fa000000]}\n咱也會馬上把你救出來！
stg2_mri_e14_12_02	嗯，哥哥。{[0100|fa000000]}\n普尼珂等你。
stg2_mri_e14_12_03	瑪利歐，還得去找藍色牢房鑰匙才行！{[0004]}總之先下去下面，\n問問老婆婆知道些什麼吧。
stg2_mri_e19_00	……不過我們到底會變怎樣啊……{[0004]}嗯？{[0100|64000000]}普尼珂……{[0100|fa000000]}\n你小心翼翼地拿著什麼啊？
stg2_mri_e19_01	是蘑菇喔……
stg2_mri_e19_02	看起來已經乾癟了……
stg2_mri_e19_03	嗯、嗯……{[0100|90010000]}\n我本來想留給哥哥吃……{[0004]}{[0101]}結果不知不覺間已經乾癟了……{[0004]}哥哥……{[0100|fa000000]}\n會來救我們嗎？
stg2_mri_e19_04	放心吧……{[0100|fa000000]}\n普尼奧一定會來救我們。
stg2_mri_e19_04_01	普尼珂！{[0100|fa000000]}\n咱拿鑰匙來了！！{[0100|fa000000]}\n馬上就會救你出來！！！
stg2_mri_e19_04_02	瑪利歐！{[0100|fa000000]}\n快點開門吧！
stg2_mri_e20_00	哥哥！！
stg2_mri_e20_01	普尼珂！{[0004]}你沒事吧？{[0100|fa000000]}\n有沒有受傷？{[0100|fa000000]}\n會不會害怕？
stg2_mri_e20_02	嗯，我沒事！
stg2_mri_e20_03	這樣啊，太好了……
stg2_mri_e20_04	對了，這個。
stg2_mri_e20_05	我本來想要送給哥哥……
stg2_mri_e20_06	哥哥，{[0100|fa000000]}\n你最喜歡蘑菇了對吧？{[0110]}{[0100|f4010000]}\x0f\x01\x10\n不過……{[0004]}{[0101]}不過，它有點乾癟了……
stg2_mri_e20_07	普尼珂……{[0100|e8030000]}
stg2_mri_e20_08	哥哥……{[0004]}一定不好吃吧。{[0100|2c010000]}\n對不起……
stg2_mri_e20_09	普尼珂……{[0100|fa000000]}你不知道嗎？{[0100|64000000]}\n哥哥最喜歡……{[0100|64000000]}\n有點乾癟的蘑菇喔……{[0004]}實在是太好吃了，{[0100|64000000]}\n哥哥都說不出話來呢。
stg2_mri_e20_10	哥哥……？
stg2_mri_e20_11	普尼珂～！
stg2_mri_e20_12	真是的。{[0100|fa000000]}\n突然做什麼呀？{[0100|fa000000]}\n好難為情喔。
stg2_mri_e20_13	謝謝你。
stg2_mri_e20_14	嗯。
stg2_mri_e20_16	普尼族的同伴增加了90隻，\n總共變為101隻了！
stg2_mri_e20_16_1	普尼族的同伴增加了90隻，\n總共變為101隻了！
stg2_mri_re_018	嗯～{[0100|fa000000]}\n這個牢籠有沒有其他用處呢……{[0100|fa000000]}\n不過我可不想再被關了。
stg2_mri_re_018_1	嗯～{[0100|fa000000]}\n這個牢籠有沒有其他用處呢……{[0100|fa000000]}\n不過我可不想再被關了。
stg2_mri_e12_26_00_01	唉……{[0100|fa000000]}\n到底要何時才能找到星之石來著？{[0004]}我們抓到的普尼族\n好像也對星之石一無所知來著……{[0004]}{[030a|01000000]}呼啊～{[030a|00000000]}{[0100|fa000000]}\n我的工作就只是保管牢房的鑰匙，\n真是無聊來著。{[0004]}只要閉上眼睛感覺就會睡著來著……
stg2_mri_e12_26_00_02	唔……{size[7000]}{[0100|ee020000]}{size[6400]}
stg2_mri_e13_00	哎呀！{[0100|fa000000]}\n我們又見面了。
stg2_mri_e13_01_kur	啊！{[0100|fa000000]}\n是之前的盜賊老鼠！{[0004]}你在這種地方做什麼啊？
stg2_mri_e13_01_nok	啊！{[0100|fa000000]}\n你是之前那位！{[0004]}那個……該說很高興再次見面嗎……{[0100|fa000000]}\n感覺我的心也快被偷走了……
stg2_mri_e13_01_win	咦？{[0100|fa000000]}\n是瑪利歐的朋友嗎？{[0004]}討厭，原來瑪利歐也不是省油的燈呢～
stg2_mri_e13_02	我聽說這棵大樹裡也有很棒的徽章，\n所以跑來這裡尋找。
stg2_mri_e13_03	呵呵……{[0100|fa000000]}\n希望以後能再見面。
stg2_mri_e13_04_kur	啊！{[0100|fa000000]}居然又親了一下！{[0100|fa000000]}\n你到底以為自己是誰呀！
stg2_mri_e13_04_nok	啊，又來了！{[0100|fa000000]}\n好羨慕瑪利歐喔。{[0004]}總有一天，\n我也一定要變得像瑪利歐一樣……
stg2_mri_e13_04_win	唉唷！{[0100|fa000000]}\n真是大膽。{[0004]}瑪利歐，你好受歡迎唷～{[0100|fa000000]}\n真是令人嫉妒呢。
stg2_mri_e13_05	對了，你們正在尋找的星之石，\n好像就在這棵大樹的地下。{[0004]}要努力比那幫傢伙先找到喔。{[0004]}{[0101]}那麼迷人的鬍子先生\n我就先失陪了。{[0100|fa000000]}\n以後有機會再見面囉！
stg2_mri_e13_06_kur	啊——真討厭！{[0100|fa000000]}\n那個盜賊老鼠到底想幹嘛！\n老是遇到他，真受不了！
stg2_mri_e13_06_nok	那個人……{[0100|fa000000]}\n果然好棒喔……
stg2_mri_e13_06_win	哎呀呀。{[0100|fa000000]}\n我都要吃醋了呢～{[0100|fa000000]}\n瑪利歐真是個萬人迷。
stg2_mri_e13_07	你們幾個是誰！？{[0004]}哈哈～{[0100|fa000000]}\n讓我猜猜，{[0100|fa000000]}\n就是你們揍了我來著！！{[0004]}像你們這種傢伙，我要以牙還牙來著！
stg2_mri_re_019	是尖刺族的小寶寶，\n尖刺寶寶！
stg2_mri_re_019_1	這個泡泡池真厲害！{[0100|fa000000]}\n我猜瑪利歐一定也能飄起來。
stg2_mri_re_019_1_1	這個泡泡池真厲害！{[0100|fa000000]}\n我猜瑪利歐一定也能飄起來。
stg2_mri_re_020	被泡泡包住後，心情也會變得輕飄飄的，\n所有煩惱都能忘光光喔。{[0004]}煩惱……嗚嗚……{[0100|fa000000]}\n唉，普尼珂，\n你為什麼要拒絕我……{[0004]}說我「看起來和其他人沒有兩樣」，\n這句話實在太過分了……{[0100|fa000000]}\n雖然事實是這樣沒錯啦。
