aaa.msbt
pro_00	ゆうびんで～す
peach_aji_166_00_02	はい{[0100|fa000000]}\nあらためて　１０００{r2[ねん]}年{/r2}のトビラを\nちょうさしたけっか・・・{[0004]}マジョリンさまが　いわれたとおり\nたしかに　ふういんのチカラは\nよわまっているようです
peach_aji_166_00_03	いよいよ　われわれが　{r2[でんせつ]}伝説{/r2}の{r2[たから]}宝{/r2}{[0100|fa000000]}\n１０００{r2[ねんまえ]}年前{/r2}の　あんこくのチカラを\n{r2[て]}手{/r2}に{r2[い]}入{/r2}れるときが　きたというわけだ
peach_aji_166_00_04	よいな！{[0100|fa000000]}\nひきつづき　スターストーンの\nそうさくを　さいゆうせんさせよ！{[0004]}もちろん　マリオの　まっさつも\nふくめてだ！
peach_aji_166_00_05	ははあ！
peach_aji_166_00_06	あのチカラを　{r2[て]}手{/r2}に{r2[い]}入{/r2}れた　あかつきには\n{r2[せかい]}世界{/r2}を　きょうふの　ドンゾコに\nおとしいれてくれよう{[0004]}もう　ダレも　わたしを　とめられぬ{[0100|fa000000]}\nすべてのものは　メガバッテンの{r2[まえ]}前{/r2}に\nひざまずくのだ！{[0004]}そして　この　バツガルフが\nあたらしい{r2[せかい]}世界{/r2}を　きずくのだ！{[0004]}わたしの　わたしによる　わたしのための\nすばらしい　りそうてきな\nパーフェクトな{r2[せかい]}世界{/r2}を！
peach_aji_166_00_07	{[0307|00004040]}{[0309|01000000]}ハーッハッハッハッ！！{[0101]}
peach_aji_166_01	テック{[0100|fa000000]}\nわたしを　よんだかしら？
peach_aji_166_02	さて　{r2[きょう]}今日{/r2}は　なにを　したら\nいいのかしら？{[0004]}ダンス？　{[0100|96000000]}へんそう？{[0100|fa000000]}\nそれとも　うたでも　うたうのかしら？
peach_aji_166_03	ワタシハ・・・{[0100|fa000000]}\nワタシハ　イマ　ナヤンデイマス
peach_aji_166_04	え？
peach_aji_166_05	どうしたの　テック？{[0100|fa000000]}\nいつもの　あなたらしくないわ
peach_aji_166_06	アタエラレタ　シメイヲ　ナシトゲルコト\nタイセツナ{r2[ヒト]}人{/r2}ノ　{r2[セカイ]}世界{/r2}ヲ　マモルコト\nドチラガ　タイセツナノカ・・・{[0004]}ワタシハ　アル{r2[ヒト]}人{/r2}ノタメニ\nソンザイシテイル{[0100|fa000000]}\nアル{r2[ヒト]}人{/r2}ノタメニ　ソンザイシタイ・・・{[0004]}イッタイ・・・{[0100|fa000000]}\nワタシハ　ドウシタラ　イイノカ・・・
peach_aji_166_07	どういうこと・・・？
peach_aji_166_08	イエ　イイノデス{[0100|fa000000]}\n{r2[キ]}気{/r2}ニ　シナイデクダサイ{[0004]}ナゼカ　ワカリマセンガ\nアナタニ　シンパイサレルト\nトテモ　ツライ　キモチニ　ナリマス{[0004]}デハ・・・{[0004]}デハ　クイズヲ　シマショウ
peach_aji_167	クイズ？
peach_aji_168	ソウデス{[0100|2c010000]}\nイマカラ　ワタシガ　{r2[ダ]}出{/r2}ス　モンダイニ\n３ツノ　センタクシカラ　コタエテクダサイ{[0004]}５ツノ　モンダイニ　セイカイスルコトガ\nデキレバ　イツモ{r2[ドオ]}通{/r2}リ　ツウシンキヲ\n{r2[ツカ]}使{/r2}ッテモ　ヨイデス
peach_aji_169	どうしたの　とつぜん・・・
peach_aji_174	デハ　１ツ{r2[メ]}目{/r2}ノ　モンダイデス
peach_aji_175	スターストーンヲ　７ツ　アツメルト\nイッタイ　ドンナコトガ\nオコルノデショウカ？{[0101]}
peach_aji_175_sel	{[010d|00000000ffffffff590100003c000000]}ねがいが　かなう\n１０００{r2[ねん]}年{/r2}のトビラがひらく\n１０００コインもらえる
peach_aji_178	セイカイデス{[0004]}デハ　２ツ{r2[メ]}目{/r2}ノ　モンダイデス
peach_aji_179	メガバッテンノ　ソウトウ\nバツガルフサマノ　モクテキハ\nイッタイ　ナンデショウ？{[0101]}
peach_aji_179_sel	{[010d|00000000ffffffff220100003c000000]}{r2[せかい]}世界{/r2}を　せいふくする\nおカネもちになる\nスーパーヒーローになる
peach_aji_180	セイカイデス{[0004]}デハ　３ツ{r2[メ]}目{/r2}ノ　モンダイデス
peach_aji_181	１０００{r2[ネン]}年{/r2}ノ　トビラノ　オクニアル\n{r2[デンセツ]}伝説{/r2}ノ{r2[タカラ]}宝{/r2}トハ　イッタイ\nドンナモノ　デショウカ？
peach_aji_181_01	１０００{r2[ネン]}年{/r2}ノトビラノ　オクニアル\n{r2[デンセツ]}伝説{/r2}ノ{r2[タカラ]}宝{/r2}トハ　イッタイ\nドンナモノ　デショウカ？{[0101]}
peach_aji_182	テック・・・{[0100|fa000000]}\nこれって・・・
peach_aji_183	サア　コタエテクダサイ{[0004]}１０００{r2[ネン]}年{/r2}ノ　トビラノ　オクニアル\n{r2[デンセツ]}伝説{/r2}ノ{r2[タカラ]}宝{/r2}トハ　イッタイ\nドンナモノ　デショウカ？{[0101]}
peach_aji_183_sel	{[010d|00000000ffffffff770100003c000000]}１０００００００００コイン\nちょーレアなバッジ\n１０００{r2[ねんまえ]}年前{/r2}の{r2[まもの]}魔物{/r2}のたましい
peach_aji_184	セイカイデス{[0004]}デハ　４ツ{r2[メ]}目{/r2}ノ　モンダイデス
peach_aji_185	１０００{r2[ネンマエ]}年前{/r2}ノ　{r2[マモノ]}魔物{/r2}ノ　タマシイヲ\n{r2[テ]}手{/r2}ニ{r2[イ]}入{/r2}レテ　バツガルフサマハ　イッタイ\nナニヲ　シヨウトシテ　オラレルノデショウカ？{[0101]}
peach_aji_185_sel	{[010d|00000000ffffffff4a0100003c000000]}おもいきり　かわいがる\n{r2[まもの]}魔物{/r2}を　ふっかつさせる\nボランティアをする
peach_aji_186	セイカイデス{[0004]}デハ　５ツ{r2[メ]}目{/r2}ノ　モンダイデス
peach_aji_187	{r2[マモノ]}魔物{/r2}ヲ　フタタビ　フウインスルタメニ\nヒツヨウナモノハ　イッタイ\nナンデショウ？{[0101]}
peach_aji_187_sel	{[010d|00000000ffffffffe60000003c000000]}{r2[でんせつ]}伝説{/r2}のつるぎ\nおまじない\nスターストーン
peach_aji_188	ハズレデス{[0110]}{[0100|f4010000]}\x0f\x01\x10\nモウイチド　コタエヲ　エランデクダサイ
peach_aji_190	セイカイデス{[0110]}{[0100|f4010000]}\x0f\x01\x10\nコレデ　５モン　クリアデス{[0004]}デハ　ツウシンキヲ　{r2[ツカ]}使{/r2}ッテクダサイ
peach_aji_190_01	テック・・・　{[0100|c8000000]}あなた・・・{[0004]}{[0100|fa000000]}こんなことを　わたしに　おしえて\nよかったの？
peach_aji_190_02	サア　オクル　メッセージヲ\n{r2[ニュウリョク]}入力{/r2}シテクダサイ
peach_aji_192	い・・・　いいわ{[0100|fa000000]}\nおくってもらえる？
peach_aji_193	メッセージヲ　ソウシン　シマシタ{[0004]}サア　{r2[コンカイ]}今回{/r2}ハ　コレデ　オシマイデス{[0100|fa000000]}\nソロソロ　オ{r2[ヘヤ]}部屋{/r2}ニ　モドッテクダサイ
peach_aji_194	{[0100|fa000000]}ありがとう・・・{[0004]}{[0101]}{[0100|fa000000]}やはり　あなたは\nおかしな　コンピューターよ{[0100|fa000000]}\nミスター・テック
peach_aji_195	オヤスミナサイ　ピーチ{r2[ヒメ]}姫{/r2}
peach_aji_196	またしても　しくじりおったな{[0100|2c010000]}\nなんたることだ・・・
peach_aji_197	もうしわけありやせん{[0100|fa000000]}\nあと　いっぽのところまでは\nおいつめた・・・　{[0100|fa000000]}つもりなんですが・・・
peach_aji_198	ペケダーよ・・・{[0100|fa000000]}\nつぎの　しじが　あるまで\nたいきしているがよい{[0004]}しかし・・・{[0100|fa000000]}\nそれが　さいごのチャンスだと　おもえ{[0100|fa000000]}\nわかったな！
peach_aji_199	しょうちいたしやした
peach_aji_200	では　さがるがよい
peach_aji_201	おい　オマエ
peach_aji_202	ははぁっ
peach_aji_203	カゲ{r2[さんにんぐみ]}三人組{/r2}に　もういちど\nマリオを　おそうように　いっておけ{[0100|fa000000]}\nこんどこそ　しっぱいは　ゆるさんとな
peach_aji_204	ははぁっ
peach_aji_205	わが{r2[て]}手{/r2}には　１つ\nマリオは　すでに　５つか・・・{[0100|2c010000]}\nなにか　{r2[て]}手{/r2}を　うたねば　なるまいな
peach_aji_206	また　わたしを　よびだして・・・{[0100|fa000000]}\nこんどは　いったい　なにかしら？
peach_aji_207	・・・・・・・・・・・・・・・・・・
peach_aji_208	どうしたの？
peach_aji_209	{r2[コンカイ]}今回{/r2}ハ　ショウショウ\nキケンナコトヲ　ヤッテイタダキマス
peach_aji_210	え？
peach_aji_211	バツガルフサマノ{r2[ヘヤ]}部屋{/r2}ニ　シノビコンデ\nデータガ　キロクサレタ　ディスクヲ\nサガシテホシイノデス
peach_aji_212	データが　きろくされた　ディスク？
peach_aji_213	ワタシハ　ネットワークノ　データヲ\nスベテ　{r2[ミ]}見{/r2}ルコトガ　デキマスガ・・・{[0004]}ネットワークニ　ツナガッテイナイ\nコンピューターノ　データヲ\n{r2[ミ]}見{/r2}ルコトハ　デキマセン{[0004]}バツガルフサマハ　ワタシニモ\n{r2[ミ]}見{/r2}ルコトガ　デキナイ　ジョウホウヲ\nオモチデス{[0004]}シカシ　ワタシハ　ソノ　ジョウホウヲ\nシラナケレバ　ナラナイノデス
peach_aji_214	でも　どうやって？{[0100|2c010000]}\nまた　へんそうを　するの？
peach_aji_215	{r2[コンカイ]}今回{/r2}ハ　チガイマス{[0004]}ソモソモ　{r2[ヘヤ]}部屋{/r2}ニハ\nバツガルフサマ　イガイノ　モノハ\n{r2[ハイ]}入{/r2}ルコトガ　デキマセン{[0004]}バツガルフサマガ　イナイトキモ\n{r2[ヘヤ]}部屋{/r2}ノ　{r2[マエ]}前{/r2}ニハ　{r2[ミ]}見{/r2}ハリガ　イテ\nダレモ　ソコヲ　{r2[トオ]}通{/r2}ルコトガ　デキマセン{[0004]}{[0100|64000000]}デモ　{r2[ホウホウ]}方法{/r2}ハ　アリマス{[0100|fa000000]}\nピーチ{r2[ヒメ]}姫{/r2}ハ　ワタシノ　シジ{r2[ドオ]}通{/r2}りニ\n{r2[コウドウ]}行動{/r2}スレバ　ダイジョウブデス{[0004]}{r2[ホントウ]}本当{/r2}ハ　アナタニ　コノヨウナ\nキケンナコトハ　サセタクナイ{[0004]}シカシ　イマ　オネガイデキルノハ\nアナタシカ　イナイノデス
peach_aji_216	かまわないわ　テック{[0100|fa000000]}\nなんでも　いってちょうだい
peach_aji_217	デハ　マズ　{r2[ヘヤ]}部屋{/r2}ヲ　{r2[デ]}出{/r2}テ\nエレベーターデ　{r2[ウエ]}上{/r2}ニ　ムカッテクダサイ
peach_aji_218	マズハ　バツガルフサマノ{r2[ヘヤ]}部屋{/r2}トハ\nハンタイノ　ホウコウヘ　ムカイマス{[0004]}エレベーターヲ　{r2[デ]}出{/r2}テ　{r2[ヒダリ]}左{/r2}ヘ　ススミ\nミドリ{r2[イロ]}色{/r2}ノ　ランプガ　ツイテイル{r2[ヘヤ]}部屋{/r2}ニ\n{r2[ハイ]}入{/r2}ッテクダサイ
peach_aji_219	ソチラデハ　アリマセン
peach_aji_220	{r2[ヘヤ]}部屋{/r2}ニハ　{r2[ミ]}見{/r2}ハリガ　イマス{[0004]}ハンタイノ　ホウコウニ　アル\nミドリ{r2[イロ]}色{/r2}ノ　ランプガ　ツイテイル{r2[ヘヤ]}部屋{/r2}ニ\nムカッテクダサイ
peach_aji_221	デハ　ココデ\nトウメイニ　ナル　クスリヲ\nチョウゴウ　シテモライマス
peach_aji_222	とうめいになる・・・　{[0100|64000000]}クスリ？
peach_aji_223	トウメイニ　ナッテ\nバツガルフサマノ{r2[ヘヤ]}部屋{/r2}ニ　{r2[ハイ]}入{/r2}ルノデス
peach_aji_224	{[0100|c8000000]}・・・いいわ{[0100|fa000000]}\nどうすれば　いいのかしら？
peach_aji_225	マズハ　ツクエノ　{r2[ウエ]}上{/r2}ニ　ノッテイル\nクスリヲ　スベテ　オクニ　アル\n『チョウゴウマシーン』ニ　セット　シマス{[0004]}タダシ　ドレヲ　ドコニ\nセットスレバ　ヨイノカ\nワタシニモ　ワカリマセン{[0004]}コノ{r2[ヘヤ]}部屋{/r2}ニ　ケンキュウインガ\nノコシタ　メモガ　アルハズデス{[0004]}ソレヲ　テガカリニ　マシーンニ\nクスリヲ　セット　シテクダサイ
peach_aji_330	ここに　クスリを　おけば　いいのね
peach_aji_225_1	『{r2[あかいろ]}赤色{/r2}のクスリ』は\n{r2[いちばん]}一番{/r2}　{r2[みぎ]}右{/r2}には　おかない
peach_aji_225_2	『{r2[あおいろ]}青色{/r2}のクスリ』は\n『{r2[あかいろ]}赤色{/r2}のクスリ』の　となりに　おく
peach_aji_225_3	『{r2[きいろ]}黄色{/r2}のクスリ』は　『{r2[あおいろ]}青色{/r2}のクスリ』と\n『ミドリ{r2[いろ]}色{/r2}のクスリ』の{r2[あいだ]}間{/r2}に　おく
peach_aji_225_4	『ミドリ{r2[いろ]}色{/r2}のクスリ』と\n『{r2[あかいろ]}赤色{/r2}のクスリ』の{r2[あいだ]}間{/r2}には\n２つの　クスリを　おく
peach_aji_227	ソレデ　ヨイデスカ？{[0101]}
peach_aji_227_sel	{[010d|00000000010000009600000028000000]}は　い\nいいえ
peach_aji_227_sel_00	{[010d|00000000ffffffff9600000028000000]}は　い\nやりなおしたい
peach_aji_228	デハ　セット　シナオシテクダサイ
peach_aji_229	ワカリマシタ{[0004]}デハ　{r2[ヘヤ]}部屋{/r2}ノ　{r2[ヒダリ]}左{/r2}ニ　アル\nソウサパネルノ　ボタンヲ\nオシテクダサイ
peach_aji_230	ビーカーガ　トマッタ　{r2[バショ]}場所{/r2}ノ\nボタンヲ　オシテ　セットサレタ\nクスリヲ　ソソイデクダサイ
peach_aji_230_01	ビーカーノ　クスリヲ\n３０ビョウカン　カネツ　シマス{[0004]}カネツガ　カイシ　サレテカラ\nチョウド　３０ビョウゴニ　ボタンヲ\nオシテ　ソウチヲ　トメテクダサイ{[0004]}ソレデハ　ボタンヲ　オシテ\nカネツヲ　カイシ　シテクダサイ
peach_aji_231	ソレデ　カンセイノ　ハズデスガ・・・{[0004]}ウマク　デキマシタカ？{[0101]}
peach_aji_231_01	デハ　モウイチド　\nヤリナオシテクダサイ
peach_aji_231_02	ワカリマシタ{[0004]}デハ　ソレヲ　{r2[イッキ]}一気{/r2}ニ　ノンデクダサイ
peach_aji_325	クスリが　とうめいで　のめないわ
peach_aji_232	え？　これを？{[0100|fa000000]}\nだいじょうぶなの？
peach_aji_233	ノンデクダサイ
peach_aji_234	え？　なに　これ！
peach_aji_235	ウーン・・・{[0100|fa000000]}\nドウヤラ　シッパイ　シタヨウデスネ\nモウイチド　ヤリナオシテクダサイ
peach_aji_322	ウーン・・・{[0100|fa000000]}\nドウヤラ　クスリヲ　セットスル　イチヲ\nマチガエタ　ヨウデスネ{[0004]}モウイチド　ヤリナオシテクダサイ
peach_aji_323	ウーン・・・{[0100|fa000000]}\nドウヤラ　クスリヲ　ソソグノニ\nシッパイ　シタ　ヨウデスネ{[0004]}モウイチド　ヤリナオシテクダサイ
peach_aji_324	ウーン・・・{[0100|fa000000]}\nドウヤラ　カネツノ　ジカンヲ\nマチガエタ　ヨウデスネ{[0004]}モウイチド　ヤリナオシテクダサイ
peach_aji_236	え～！
peach_aji_237	セイコウデス\n{r2[ミゴト]}見事{/r2}ニ　トウメイニ　ナリマシタ{[0004]}デモ　ドレスハ　チャント\nヌイデクダサイネ{[0004]}イクラ　クスリデモ　ドレスマデハ\nトウメイニ　デキマセンカラ
peach_aji_238	わかったわ
peach_aji_259	・・・・・・・・・・・・・・・・・{[0100|fa000000]}{[0004]}ドレスは　{r2[み]}見{/r2}つからないように\nちゃんと　かくしておかなくっちゃ
peach_aji_240	バツガルフサマノ{r2[ヘヤ]}部屋{/r2}ニ　{r2[ハイ]}入{/r2}ッタラ\nデータガ　キロクサレタ　ディスクヲ　サガシテ\nネットワークニ　セツゾクスルノデス{[0004]}クワシイ　ヤリカタハ　\nバツガルフサマノ{r2[ヘヤ]}部屋{/r2}デ　シジ　シマス{[0004]}ソレガ　オワッタラ\nコノ{r2[ヘヤ]}部屋{/r2}ニ　モドッテキテクダサイ{[0100|fa000000]}\nモトニ　モドル　{r2[ホウホウ]}方法{/r2}ヲ　オシエマス
