0.msbt
ActionScore_AvoidKouraB	躲避刺刺龟壳！
event-923	踩扁小碎碎龟
event-923-detail	踩扁碎碎龟吧！
event-936	打倒栗宝宝
event-936-detail	打倒栗宝宝吧！
event-938	VS巨大枯骨酷霸王
event-938-detail	争取第1名！
event-939	VS巨大瓦力欧
event-939-detail	争取第1名！
event-943	VS巨大洛德威格
event-943-detail	争取第1名！
event-944	踩扁小碎碎龟
event-944-detail	踩扁碎碎龟吧！
event-945	踩扁小碎碎龟
event-945-detail	踩扁碎碎龟吧！
event-946	大逆转比赛
event-946-detail	争取第1名！
event-947	大逆转比赛
event-947-detail	争取第1名！
event-948	大逆转比赛
event-948-detail	争取第1名！
event-951	完成跳跃动作
event-951-detail	做出跳跃动作吧！
event-952	踩扁小碎碎龟
event-952-detail	踩扁碎碎龟吧！
event-954	破坏道具箱
event-954-detail	破坏道具箱吧！
event-958	通过圆环
event-958-detail	穿过圆环吧！
event-960	展开滑翔翼
event-960-detail	让滑翔的距离远一些吧！
event-961	VS巨大酷霸王
event-961-detail	争取第1名！
event-967	通过圆环
event-967-detail	穿过圆环吧！
event-969	大逆转比赛
event-969-detail	争取第1名！
event-970	完成跳跃动作
event-970-detail	做出跳跃动作吧！
event-971	展开滑翔翼
event-971-detail	让滑翔的距离远一些吧！
event-972	通过圆环
event-972-detail	穿过圆环吧！
event-974	破坏道具箱
event-974-detail	破坏道具箱吧！
event-975	大逆转比赛
event-975-detail	争取第1名！
event-976	展开滑翔翼
event-976-detail	让滑翔的距离远一些吧！
event-979	打倒栗宝宝
event-979-detail	打倒栗宝宝吧！
event-981	打倒栗宝宝
event-981-detail	打倒栗宝宝吧！
event-982	打倒栗宝宝
event-982-detail	打倒栗宝宝吧！
event-983	打倒栗宝宝
event-983-detail	打倒栗宝宝吧！
event-989	踩扁小碎碎龟
event-989-detail	踩扁碎碎龟吧！
event-991	通过圆环
event-991-detail	穿过圆环吧！
event-992	破坏道具箱
event-992-detail	破坏道具箱吧！
event-996	踩扁小碎碎龟
event-996-detail	踩扁碎碎龟吧！
7.msbt
Battle_Bagb_BattleCourse1	GBA 对战赛道 1
Battle_Bagb_BattleCourse1_HashTag	GBABattleCourse1
Battle_Bagb_BattleCourse1_Short	对战赛道 1
Battle_Bds_TwilightHouse	DS 薄暮之家
Battle_Bds_TwilightHouse_HashTag	DSTwilightHouse
Battle_Bds_TwilightHouse_Short	薄暮之家
Battle_Bgc_CookieLand	GC 饼干乐园
Battle_Bgc_CookieLand_HashTag	GCNCookieLand
Battle_Bgc_CookieLand_Short	饼干乐园
Battle_Bmob_NewYork1	纽约分钟 B
Battle_Bmob_NewYork1_HashTag	NewYorkMinuteB
Battle_Bmob_NewYork1_Short	纽约分钟 B
Battle_Bmob_Paris1	巴黎兜风 B
Battle_Bmob_Paris1_HashTag	ParisPromenadeB
Battle_Bmob_Paris1_Short	巴黎兜风 B
Classic_G3ds_BowserCastle	3DS 酷霸王城堡
Classic_G3ds_BowserCastle_HashTag	3DSBowsersCastle
Classic_G3ds_BowserCastle_Short	酷霸王城堡
Classic_G3ds_BowserCastleR	3DS 酷霸王城堡 R
Classic_G3ds_BowserCastleR_HashTag	3DSBowsersCastleR
Classic_G3ds_BowserCastleR_Short	酷霸王城堡 R
Classic_G3ds_BowserCastleRX	3DS 酷霸王城堡 RX
Classic_G3ds_BowserCastleRX_HashTag	3DSBowsersCastleRT
Classic_G3ds_BowserCastleRX_Short	酷霸王城堡 RX
Classic_G3ds_BowserCastleX	3DS 酷霸王城堡 X
Classic_G3ds_BowserCastleX_HashTag	3DSBowsersCastleT
Classic_G3ds_BowserCastleX_Short	酷霸王城堡 X
Classic_G3ds_CheepCheepLagoon	3DS 泡泡鱼泻湖
Classic_G3ds_CheepCheepLagoon_HashTag	3DSCheepCheepLagoon
Classic_G3ds_CheepCheepLagoon_Short	泡泡鱼泻湖
Classic_G3ds_CheepCheepLagoonR	3DS 泡泡鱼泻湖 R
Classic_G3ds_CheepCheepLagoonR_HashTag	3DSCheepCheepLagoonR
Classic_G3ds_CheepCheepLagoonR_Short	泡泡鱼泻湖 R
Classic_G3ds_CheepCheepLagoonRX	3DS 泡泡鱼泻湖 RX
Classic_G3ds_CheepCheepLagoonRX_HashTag	3DSCheepCheepLagoonRT
Classic_G3ds_CheepCheepLagoonRX_Short	泡泡鱼泻湖 RX
Classic_G3ds_CheepCheepLagoonX	3DS 泡泡鱼泻湖 X
Classic_G3ds_CheepCheepLagoonX_HashTag	3DSCheepCheepLagoonT
Classic_G3ds_CheepCheepLagoonX_Short	泡泡鱼泻湖 X
Classic_G3ds_DaisyHills	3DS 菊花公主丘陵
Classic_G3ds_DaisyHills_HashTag	3DSDaisyHills
Classic_G3ds_DaisyHills_Short	菊花公主丘陵
Classic_G3ds_DaisyHillsR	3DS 菊花公主丘陵 R
Classic_G3ds_DaisyHillsR_HashTag	3DSDaisyHillsR
Classic_G3ds_DaisyHillsR_Short	菊花公主丘陵 R
Classic_G3ds_DaisyHillsRX	3DS 菊花公主丘陵 RX
Classic_G3ds_DaisyHillsRX_HashTag	3DSDaisyHillsRT
Classic_G3ds_DaisyHillsRX_Short	菊花公主丘陵 RX
Classic_G3ds_DaisyHillsX	3DS 菊花公主丘陵 X
Classic_G3ds_DaisyHillsX_HashTag	3DSDaisyHillsT
Classic_G3ds_DaisyHillsX_Short	菊花公主丘陵 X
Classic_G3ds_MarioCircuit	3DS 马力欧赛道
Classic_G3ds_MarioCircuit_HashTag	3DSMarioCircuit
Classic_G3ds_MarioCircuit_Short	马力欧赛道
Classic_G3ds_MarioCircuitR	3DS 马力欧赛道 R
Classic_G3ds_MarioCircuitR_HashTag	3DSMarioCircuitR
Classic_G3ds_MarioCircuitR_Short	马力欧赛道 R
Classic_G3ds_MarioCircuitRX	3DS 马力欧赛道 RX
Classic_G3ds_MarioCircuitRX_HashTag	3DSMarioCircuitRT
Classic_G3ds_MarioCircuitRX_Short	马力欧赛道 RX
Classic_G3ds_MarioCircuitX	3DS 马力欧赛道 X
Classic_G3ds_MarioCircuitX_HashTag	3DSMarioCircuitT
Classic_G3ds_MarioCircuitX_Short	马力欧赛道 X
Classic_G3ds_NeoBowserCity	3DS 新酷霸王市
Classic_G3ds_NeoBowserCity_HashTag	3DSNeoBowserCity
Classic_G3ds_NeoBowserCity_Short	新酷霸王市
Classic_G3ds_NeoBowserCityR	3DS 新酷霸王市 R
Classic_G3ds_NeoBowserCityR_HashTag	3DSNeoBowserCityR
Classic_G3ds_NeoBowserCityR_Short	新酷霸王市 R
Classic_G3ds_NeoBowserCityRX	3DS 新酷霸王市 RX
Classic_G3ds_NeoBowserCityRX_HashTag	3DSNeoBowserCityRT
Classic_G3ds_NeoBowserCityRX_Short	新酷霸王市 RX
Classic_G3ds_NeoBowserCityX	3DS 新酷霸王市 X
Classic_G3ds_NeoBowserCityX_HashTag	3DSNeoBowserCityT
Classic_G3ds_NeoBowserCityX_Short	新酷霸王市 X
Classic_G3ds_PackunSlider	3DS 吞食花滑道
Classic_G3ds_PackunSlider_HashTag	3DSPiranhaPlantSlide
Classic_G3ds_PackunSlider_Short	吞食花滑道
Classic_G3ds_PackunSliderR	3DS 吞食花滑道 R
Classic_G3ds_PackunSliderR_HashTag	3DSPiranhaPlantSlideR
Classic_G3ds_PackunSliderR_Short	吞食花滑道 R
Classic_G3ds_PackunSliderRX	3DS 吞食花滑道 RX
Classic_G3ds_PackunSliderRX_HashTag	3DSPiranhaPlantSlideRT
Classic_G3ds_PackunSliderRX_Short	吞食花滑道 RX
Classic_G3ds_PackunSliderX	3DS 吞食花滑道 X
Classic_G3ds_PackunSliderX_HashTag	3DSPiranhaPlantSlideT
Classic_G3ds_PackunSliderX_Short	吞食花滑道 X
Classic_G3ds_RainbowRoad	3DS 彩虹之路
Classic_G3ds_RainbowRoad_HashTag	3DSRainbowRoad
Classic_G3ds_RainbowRoad_Short	彩虹之路
Classic_G3ds_RainbowRoadR	3DS 彩虹之路 R
Classic_G3ds_RainbowRoadR_HashTag	3DSRainbowRoadR
Classic_G3ds_RainbowRoadR_Short	彩虹之路 R
Classic_G3ds_RainbowRoadRX	3DS 彩虹之路 RX
Classic_G3ds_RainbowRoadRX_HashTag	3DSRainbowRoadRT
Classic_G3ds_RainbowRoadRX_Short	彩虹之路 RX
Classic_G3ds_RainbowRoadX	3DS 彩虹之路 X
Classic_G3ds_RainbowRoadX_HashTag	3DSRainbowRoadT
Classic_G3ds_RainbowRoadX_Short	彩虹之路 X
Classic_G3ds_RockRockMountain	3DS 岩岩山
Classic_G3ds_RockRockMountain_HashTag	3DSRockRockMountain
Classic_G3ds_RockRockMountain_Short	岩岩山
Classic_G3ds_RockRockMountainR	3DS 岩岩山 R
Classic_G3ds_RockRockMountainR_HashTag	3DSRockRockMountainR
Classic_G3ds_RockRockMountainR_Short	岩岩山 R
Classic_G3ds_RockRockMountainX	3DS 岩岩山 X
Classic_G3ds_RockRockMountainX_HashTag	3DSRockRockMountainT
Classic_G3ds_RockRockMountainX_Short	岩岩山 X
Classic_G3ds_RosettaPlanet	3DS 罗莎塔行星
Classic_G3ds_RosettaPlanet_HashTag	3DSRosalinasIceWorld
Classic_G3ds_RosettaPlanet_Short	罗莎塔行星
Classic_G3ds_RosettaPlanetR	3DS 罗莎塔行星 R
Classic_G3ds_RosettaPlanetR_HashTag	3DSRosalinasIceWorldR
Classic_G3ds_RosettaPlanetR_Short	罗莎塔行星 R
Classic_G3ds_RosettaPlanetRX	3DS 罗莎塔行星 RX
Classic_G3ds_RosettaPlanetRX_HashTag	3DSRosalinasIceWorldRT
Classic_G3ds_RosettaPlanetRX_Short	罗莎塔行星 RX
Classic_G3ds_RosettaPlanetX	3DS 罗莎塔行星 X
Classic_G3ds_RosettaPlanetX_HashTag	3DSRosalinasIceWorldT
Classic_G3ds_RosettaPlanetX_Short	罗莎塔行星 X
Classic_G3ds_ShyGuyBazaar	3DS 嘿呵嘉年华
Classic_G3ds_ShyGuyBazaar_HashTag	3DSShyGuyBazaar
Classic_G3ds_ShyGuyBazaar_Short	嘿呵嘉年华
Classic_G3ds_ShyGuyBazaarR	3DS 嘿呵嘉年华 R
Classic_G3ds_ShyGuyBazaarR_HashTag	3DSShyGuyBazaarR
Classic_G3ds_ShyGuyBazaarR_Short	嘿呵嘉年华 R
Classic_G3ds_ShyGuyBazaarRX	3DS 嘿呵嘉年华 RX
Classic_G3ds_ShyGuyBazaarRX_HashTag	3DSShyGuyBazaarRT
Classic_G3ds_ShyGuyBazaarRX_Short	嘿呵嘉年华 RX
Classic_G3ds_ShyGuyBazaarX	3DS 嘿呵嘉年华 X
Classic_G3ds_ShyGuyBazaarX_HashTag	3DSShyGuyBazaarT
Classic_G3ds_ShyGuyBazaarX_Short	嘿呵嘉年华 X
Classic_G3ds_ToadCircuit	3DS 奇诺比奥赛道
Classic_G3ds_ToadCircuit_HashTag	3DSToadCircuit
Classic_G3ds_ToadCircuit_Short	奇诺比奥赛道
Classic_G3ds_ToadCircuitR	3DS 奇诺比奥赛道 R
Classic_G3ds_ToadCircuitR_HashTag	3DSToadCircuitR
Classic_G3ds_ToadCircuitR_Short	奇诺比奥赛道 R
Classic_G3ds_ToadCircuitRX	3DS 奇诺比奥赛道 RX
Classic_G3ds_ToadCircuitRX_HashTag	3DSToadCircuitRT
Classic_G3ds_ToadCircuitRX_Short	奇诺比奥赛道 RX
Classic_G3ds_ToadCircuitX	3DS 奇诺比奥赛道 X
Classic_G3ds_ToadCircuitX_HashTag	3DSToadCircuitT
Classic_G3ds_ToadCircuitX_Short	奇诺比奥赛道 X
Classic_G3ds_WarioShip	3DS 瓦力欧之船
Classic_G3ds_WarioShip_HashTag	3DSWarioShipyard
Classic_G3ds_WarioShip_Short	瓦力欧之船
Classic_G3ds_WarioShipR	3DS 瓦力欧之船 R
Classic_G3ds_WarioShipR_HashTag	3DSWarioShipyardR
Classic_G3ds_WarioShipR_Short	瓦力欧之船 R
Classic_G3ds_WarioShipRX	3DS 瓦力欧之船 RX
Classic_G3ds_WarioShipRX_HashTag	3DSWarioShipyardRT
Classic_G3ds_WarioShipRX_Short	瓦力欧之船 RX
Classic_G3ds_WarioShipX	3DS 瓦力欧之船 X
Classic_G3ds_WarioShipX_HashTag	3DSWarioShipyardT
Classic_G3ds_WarioShipX_Short	瓦力欧之船 X
Classic_Gagb_BooLake	GBA 害羞幽灵湖
Classic_Gagb_BooLake_HashTag	GBABooLake
Classic_Gagb_BooLake_Short	害羞幽灵湖
Classic_Gagb_BooLakeR	GBA 害羞幽灵湖 R
Classic_Gagb_BooLakeR_HashTag	GBABooLakeR
Classic_Gagb_BooLakeR_Short	害羞幽灵湖 R
Classic_Gagb_BooLakeRX	GBA 害羞幽灵湖 RX
Classic_Gagb_BooLakeRX_HashTag	GBABooLakeRT
Classic_Gagb_BooLakeRX_Short	害羞幽灵湖 RX
Classic_Gagb_BooLakeX	GBA 害羞幽灵湖 X
Classic_Gagb_BooLakeX_HashTag	GBABooLakeT
Classic_Gagb_BooLakeX_Short	害羞幽灵湖 X
Classic_Gagb_BowserCastle1	GBA 酷霸王城堡 1
Classic_Gagb_BowserCastle1_HashTag	GBABowsersCastle1
Classic_Gagb_BowserCastle1_Short	酷霸王城堡 1
Classic_Gagb_BowserCastle1R	GBA 酷霸王城堡 1R
Classic_Gagb_BowserCastle1R_HashTag	GBABowsersCastle1R
Classic_Gagb_BowserCastle1R_Short	酷霸王城堡 1R
Classic_Gagb_BowserCastle1RX	GBA 酷霸王城堡 1RX
Classic_Gagb_BowserCastle1RX_HashTag	GBABowsersCastle1RT
Classic_Gagb_BowserCastle1RX_Short	酷霸王城堡 1RX
Classic_Gagb_BowserCastle1X	GBA 酷霸王城堡 1X
Classic_Gagb_BowserCastle1X_HashTag	GBABowsersCastle1T
Classic_Gagb_BowserCastle1X_Short	酷霸王城堡 1X
Classic_Gagb_BowserCastle2	GBA 酷霸王城堡 2
Classic_Gagb_BowserCastle2_HashTag	GBABowsersCastle2
Classic_Gagb_BowserCastle2_Short	酷霸王城堡 2
Classic_Gagb_BowserCastle2R	GBA 酷霸王城堡 2R
Classic_Gagb_BowserCastle2R_HashTag	GBABowsersCastle2R
Classic_Gagb_BowserCastle2R_Short	酷霸王城堡 2R
Classic_Gagb_BowserCastle2RX	GBA 酷霸王城堡 2RX
Classic_Gagb_BowserCastle2RX_HashTag	GBABowsersCastle2RT
Classic_Gagb_BowserCastle2RX_Short	酷霸王城堡 2RX
Classic_Gagb_BowserCastle2X	GBA 酷霸王城堡 2X
Classic_Gagb_BowserCastle2X_HashTag	GBABowsersCastle2T
Classic_Gagb_BowserCastle2X_Short	酷霸王城堡 2X
Classic_Gagb_BowserCastle3	GBA 酷霸王城堡 3
Classic_Gagb_BowserCastle3_HashTag	GBABowsersCastle3
Classic_Gagb_BowserCastle3_Short	酷霸王城堡 3
Classic_Gagb_BowserCastle3R	GBA 酷霸王城堡 3R
Classic_Gagb_BowserCastle3R_HashTag	GBABowsersCastle3R
Classic_Gagb_BowserCastle3R_Short	酷霸王城堡 3R
Classic_Gagb_BowserCastle3RX	GBA 酷霸王城堡 3RX
Classic_Gagb_BowserCastle3RX_HashTag	GBABowsersCastle3RT
Classic_Gagb_BowserCastle3RX_Short	酷霸王城堡 3RX
Classic_Gagb_BowserCastle3X	GBA 酷霸王城堡 3X
Classic_Gagb_BowserCastle3X_HashTag	GBABowsersCastle3T
Classic_Gagb_BowserCastle3X_Short	酷霸王城堡 3X
Classic_Gagb_BowserCastle4	GBA 酷霸王城堡 4
Classic_Gagb_BowserCastle4_HashTag	GBABowsersCastle4
Classic_Gagb_BowserCastle4_Short	酷霸王城堡 4
Classic_Gagb_BowserCastle4R	GBA 酷霸王城堡 4R
Classic_Gagb_BowserCastle4R_HashTag	GBABowsersCastle4R
Classic_Gagb_BowserCastle4R_Short	酷霸王城堡 4R
Classic_Gagb_CheepCheepIsland	GBA 泡泡鱼岛
Classic_Gagb_CheepCheepIsland_HashTag	GBACheepCheepIsland
Classic_Gagb_CheepCheepIsland_Short	泡泡鱼岛
Classic_Gagb_CheepCheepIslandR	GBA 泡泡鱼岛 R
Classic_Gagb_CheepCheepIslandR_HashTag	GBACheepCheepIslandR
Classic_Gagb_CheepCheepIslandR_Short	泡泡鱼岛 R
Classic_Gagb_CheepCheepIslandRX	GBA 泡泡鱼岛 RX
Classic_Gagb_CheepCheepIslandRX_HashTag	GBACheepCheepIslandRT
Classic_Gagb_CheepCheepIslandRX_Short	泡泡鱼岛 RX
Classic_Gagb_CheepCheepIslandX	GBA 泡泡鱼岛 X
Classic_Gagb_CheepCheepIslandX_HashTag	GBACheepCheepIslandT
Classic_Gagb_CheepCheepIslandX_Short	泡泡鱼岛 X
Classic_Gagb_LakeSidePark	GBA 湖畔公园
Classic_Gagb_LakeSidePark_HashTag	GBALakesidePark
Classic_Gagb_LakeSidePark_Short	湖畔公园
Classic_Gagb_LakeSideParkR	GBA 湖畔公园 R
Classic_Gagb_LakeSideParkR_HashTag	GBALakesideParkR
Classic_Gagb_LakeSideParkR_Short	湖畔公园 R
Classic_Gagb_LakeSideParkRX	GBA 湖畔公园 RX
Classic_Gagb_LakeSideParkRX_HashTag	GBALakesideParkRT
Classic_Gagb_LakeSideParkRX_Short	湖畔公园 RX
Classic_Gagb_LakeSideParkX	GBA 湖畔公园 X
Classic_Gagb_LakeSideParkX_HashTag	GBALakesideParkT
Classic_Gagb_LakeSideParkX_Short	湖畔公园 X
Classic_Gagb_LuigiCircuit	GBA 路易吉赛道
Classic_Gagb_LuigiCircuit_HashTag	GBALuigiCircuit
Classic_Gagb_LuigiCircuit_Short	路易吉赛道
Classic_Gagb_LuigiCircuitR	GBA 路易吉赛道 R
