0.msbt
ActionScore_AvoidKouraB	Spiny Shell dodged!
Classic_Gsfc_MarioCircuit2RX	{size[5d00]}SNES Mario Circuit 2R/T{size[6400]}
Classic_Gsfc_MarioCircuit2RX_HashTag	SNESMarioCircuit2RT
Classic_Gsfc_MarioCircuit2RX_Short	Mario Circuit 2R/T
Classic_Gsfc_MarioCircuit2X	{size[5d00]}SNES Mario Circuit 2T{size[6400]}
Classic_Gsfc_MarioCircuit2X_HashTag	SNESMarioCircuit2T
Classic_Gsfc_MarioCircuit2X_Short	Mario Circuit 2T
Classic_Gsfc_MarioCircuit3	{size[5d00]}SNES Mario Circuit 3{size[6400]}
Classic_Gsfc_MarioCircuit3_HashTag	SNESMarioCircuit3
Classic_Gsfc_MarioCircuit3_Short	Mario Circuit 3
Classic_Gsfc_MarioCircuit3R	{size[5d00]}SNES Mario Circuit 3R{size[6400]}
Classic_Gsfc_MarioCircuit3R_HashTag	SNESMarioCircuit3R
Classic_Gsfc_MarioCircuit3R_Short	Mario Circuit 3R
Classic_Gsfc_MarioCircuit3RX	{size[5d00]}SNES Mario Circuit 3R/T{size[6400]}
Classic_Gsfc_MarioCircuit3RX_HashTag	SNESMarioCircuit3RT
Classic_Gsfc_MarioCircuit3RX_Short	Mario Circuit 3R/T
Classic_Gsfc_MarioCircuit3X	{size[5d00]}SNES Mario Circuit 3T{size[6400]}
Classic_Gsfc_MarioCircuit3X_HashTag	SNESMarioCircuit3T
Classic_Gsfc_MarioCircuit3X_Short	Mario Circuit 3T
Classic_Gsfc_RainbowRoad	{size[5d00]}SNES Rainbow Road{size[6400]}
Classic_Gsfc_RainbowRoad_HashTag	SNESRainbowRoad
Classic_Gsfc_RainbowRoad_Short	Rainbow Road
Classic_Gsfc_RainbowRoadR	{size[5d00]}SNES Rainbow Road R{size[6400]}
Classic_Gsfc_RainbowRoadR_HashTag	SNESRainbowRoadR
Classic_Gsfc_RainbowRoadR_Short	Rainbow Road R
Classic_Gsfc_RainbowRoadRX	{size[5d00]}SNES Rainbow Road R/T{size[6400]}
Classic_Gsfc_RainbowRoadRX_HashTag	SNESRainbowRoadRT
Classic_Gsfc_RainbowRoadRX_Short	Rainbow Road R/T
Classic_Gsfc_RainbowRoadX	{size[5d00]}SNES Rainbow Road T{size[6400]}
Classic_Gsfc_RainbowRoadX_HashTag	SNESRainbowRoadT
Classic_Gsfc_RainbowRoadX_Short	Rainbow Road T
Classic_Gsfc_VanillaLake1	{size[5d00]}SNES Vanilla Lake 1{size[6400]}
Classic_Gsfc_VanillaLake1_HashTag	SNESVanillaLake1
Classic_Gsfc_VanillaLake1_Short	Vanilla Lake 1
Classic_Gsfc_VanillaLake1R	{size[5d00]}SNES Vanilla Lake 1R{size[6400]}
Classic_Gsfc_VanillaLake1R_HashTag	SNESVanillaLake1R
Classic_Gsfc_VanillaLake1R_Short	Vanilla Lake 1R
Classic_Gsfc_VanillaLake1RX	{size[5d00]}SNES Vanilla Lake 1R/T{size[6400]}
Classic_Gsfc_VanillaLake1RX_HashTag	SNESVanillaLake1RT
Classic_Gsfc_VanillaLake1RX_Short	Vanilla Lake 1R/T
Classic_Gsfc_VanillaLake1X	{size[5d00]}SNES Vanilla Lake 1T{size[6400]}
Classic_Gsfc_VanillaLake1X_HashTag	SNESVanillaLake1T
Classic_Gsfc_VanillaLake1X_Short	Vanilla Lake 1T
Classic_Gsfc_VanillaLake2	{size[5d00]}SNES Vanilla Lake 2{size[6400]}
Classic_Gsfc_VanillaLake2_HashTag	SNESVanillaLake2
Classic_Gsfc_VanillaLake2_Short	Vanilla Lake 2
Classic_Gsfc_VanillaLake2R	{size[5d00]}SNES Vanilla Lake 2R{size[6400]}
Classic_Gsfc_VanillaLake2R_HashTag	SNESVanillaLake2R
Classic_Gsfc_VanillaLake2R_Short	Vanilla Lake 2R
Classic_Gsfc_VanillaLake2RX	{size[5d00]}SNES Vanilla Lake 2R/T{size[6400]}
Classic_Gsfc_VanillaLake2RX_HashTag	SNESVanillaLake2RT
Classic_Gsfc_VanillaLake2RX_Short	Vanilla Lake 2R/T
Classic_Gsfc_VanillaLake2X	{size[5d00]}SNES Vanilla Lake 2T{size[6400]}
Classic_Gsfc_VanillaLake2X_HashTag	SNESVanillaLake2T
Classic_Gsfc_VanillaLake2X_Short	Vanilla Lake 2T
Classic_Gwii_CoconutMall	{size[5d00]}Wii Coconut Mall{size[6400]}
Classic_Gwii_CoconutMall_HashTag	WiiCoconutMall
Classic_Gwii_CoconutMall_Short	Coconut Mall
Classic_Gwii_CoconutMallR	{size[5d00]}Wii Coconut Mall R{size[6400]}
Classic_Gwii_CoconutMallR_HashTag	WiiCoconutMallR
Classic_Gwii_CoconutMallR_Short	Coconut Mall R
Classic_Gwii_CoconutMallRX	{size[5d00]}Wii Coconut Mall R/T{size[6400]}
Classic_Gwii_CoconutMallRX_HashTag	WiiCoconutMallRT
Classic_Gwii_CoconutMallRX_Short	Coconut Mall R/T
Classic_Gwii_CoconutMallX	{size[5d00]}Wii Coconut Mall T{size[6400]}
Classic_Gwii_CoconutMallX_HashTag	WiiCoconutMallT
Classic_Gwii_CoconutMallX_Short	Coconut Mall T
Classic_Gwii_DaisyCircuit	{size[5d00]}Wii Daisy Circuit{size[6400]}
Classic_Gwii_DaisyCircuit_HashTag	WiiDaisyCircuit
Classic_Gwii_DaisyCircuit_Short	Daisy Circuit
Classic_Gwii_DaisyCircuitR	{size[5d00]}Wii Daisy Circuit R{size[6400]}
Classic_Gwii_DaisyCircuitR_HashTag	WiiDaisyCircuitR
Classic_Gwii_DaisyCircuitR_Short	Daisy Circuit R
Classic_Gwii_DaisyCircuitRX	{size[5d00]}Wii Daisy Circuit R/T{size[6400]}
Classic_Gwii_DaisyCircuitRX_HashTag	WiiDaisyCircuitRT
Classic_Gwii_DaisyCircuitRX_Short	Daisy Circuit R/T
Classic_Gwii_DaisyCircuitX	{size[5d00]}Wii Daisy Circuit T{size[6400]}
Classic_Gwii_DaisyCircuitX_HashTag	WiiDaisyCircuitT
Classic_Gwii_DaisyCircuitX_Short	Daisy Circuit T
Classic_Gwii_DKSummit	{size[5d00]}Wii DK Summit{size[6400]}
Classic_Gwii_DKSummit_HashTag	WiiDKSummit
Classic_Gwii_DKSummit_Short	DK Summit
Classic_Gwii_DKSummitR	{size[5d00]}Wii DK Summit R{size[6400]}
Classic_Gwii_DKSummitR_HashTag	WiiDKSummitR
Classic_Gwii_DKSummitR_Short	DK Summit R
Classic_Gwii_DKSummitRX	{size[5d00]}Wii DK Summit R/T{size[6400]}
Classic_Gwii_DKSummitRX_HashTag	WiiDKSummitRT
Classic_Gwii_DKSummitRX_Short	DK Summit R/T
Classic_Gwii_DKSummitX	{size[5d00]}Wii DK Summit T{size[6400]}
Classic_Gwii_DKSummitX_HashTag	WiiDKSummitT
Classic_Gwii_DKSummitX_Short	DK Summit T
Classic_Gwii_DryDryRuins	{size[5d00]}Wii Dry Dry Ruins{size[6400]}
Classic_Gwii_DryDryRuins_HashTag	WiiDryDryRuins
Classic_Gwii_DryDryRuins_Short	Dry Dry Ruins
Classic_Gwii_DryDryRuinsR	{size[5d00]}Wii Dry Dry Ruins R{size[6400]}
Classic_Gwii_DryDryRuinsR_HashTag	WiiDryDryRuinsR
Classic_Gwii_DryDryRuinsR_Short	Dry Dry Ruins R
Classic_Gwii_DryDryRuinsRX	{size[5d00]}Wii Dry Dry Ruins R/T{size[6400]}
Classic_Gwii_DryDryRuinsRX_HashTag	WiiDryDryRuinsRT
Classic_Gwii_DryDryRuinsRX_Short	Dry Dry Ruins R/T
Classic_Gwii_DryDryRuinsX	{size[5d00]}Wii Dry Dry Ruins T{size[6400]}
Classic_Gwii_DryDryRuinsX_HashTag	WiiDryDryRuinsT
Classic_Gwii_DryDryRuinsX_Short	Dry Dry Ruins T
Classic_Gwii_KoopaCape	{size[5d00]}Wii Koopa Cape{size[6400]}
Classic_Gwii_KoopaCape_HashTag	WiiKoopaCape
Classic_Gwii_KoopaCape_Short	Koopa Cape
Classic_Gwii_KoopaCapeR	{size[5d00]}Wii Koopa Cape R{size[6400]}
Classic_Gwii_KoopaCapeR_HashTag	WiiKoopaCapeR
Classic_Gwii_KoopaCapeR_Short	Koopa Cape R
Classic_Gwii_KoopaCapeRX	{size[5d00]}Wii Koopa Cape R/T{size[6400]}
Classic_Gwii_KoopaCapeRX_HashTag	WiiKoopaCapeRT
Classic_Gwii_KoopaCapeRX_Short	Koopa Cape R/T
Classic_Gwii_KoopaCapeX	{size[5d00]}Wii Koopa Cape T{size[6400]}
Classic_Gwii_KoopaCapeX_HashTag	WiiKoopaCapeT
Classic_Gwii_KoopaCapeX_Short	Koopa Cape T
Classic_Gwii_MapleTreeway	{size[5d00]}Wii Maple Treeway{size[6400]}
Classic_Gwii_MapleTreeway_HashTag	WiiMapleTreeway
Classic_Gwii_MapleTreeway_Short	Maple Treeway
Classic_Gwii_MapleTreewayR	{size[5d00]}Wii Maple Treeway R{size[6400]}
Classic_Gwii_MapleTreewayR_HashTag	WiiMapleTreewayR
Classic_Gwii_MapleTreewayR_Short	Maple Treeway R
Classic_Gwii_MapleTreewayRX	{size[5d00]}Wii Maple Treeway R/T{size[6400]}
Classic_Gwii_MapleTreewayRX_HashTag	WiiMapleTreewayRT
Classic_Gwii_MapleTreewayRX_Short	Maple Treeway R/T
Classic_Gwii_MapleTreewayX	{size[5d00]}Wii Maple Treeway T{size[6400]}
Classic_Gwii_MapleTreewayX_HashTag	WiiMapleTreewayT
Classic_Gwii_MapleTreewayX_Short	Maple Treeway T
Classic_Gwii_MoonviewHighway	{size[5d00]}Wii Moonview Highway{size[6400]}
Classic_Gwii_MoonviewHighway_HashTag	WiiMoonviewHighway
Classic_Gwii_MoonviewHighway_Short	Moonview Highway
Classic_Gwii_MoonviewHighwayR	{size[5d00]}Wii Moonview Highway R{size[6400]}
Classic_Gwii_MoonviewHighwayR_HashTag	WiiMoonviewHighwayR
Classic_Gwii_MoonviewHighwayR_Short	Moonview Highway R
Classic_Gwii_MoonviewHighwayRX	{size[5d00]}Wii Moonview Highway R/T{size[6400]}
Classic_Gwii_MoonviewHighwayRX_HashTag	WiiMoonviewHighwayRT
Classic_Gwii_MoonviewHighwayRX_Short	Moonview Highway R/T
Classic_Gwii_MoonviewHighwayX	{size[5d00]}Wii Moonview Highway T{size[6400]}
Classic_Gwii_MoonviewHighwayX_HashTag	WiiMoonviewHighwayT
Classic_Gwii_MoonviewHighwayX_Short	Moonview Highway T
Classic_Gwii_MushroomGorge	{size[5d00]}Wii Mushroom Gorge{size[6400]}
Classic_Gwii_MushroomGorge_HashTag	WiiMushroomGorge
Classic_Gwii_MushroomGorge_Short	Mushroom Gorge
Classic_Gwii_MushroomGorgeR	{size[5d00]}Wii Mushroom Gorge R{size[6400]}
Classic_Gwii_MushroomGorgeR_HashTag	WiiMushroomGorgeR
Classic_Gwii_MushroomGorgeR_Short	Mushroom Gorge R
Classic_Gwii_MushroomGorgeRX	{size[5d00]}Wii Mushroom Gorge R/T{size[6400]}
Classic_Gwii_MushroomGorgeRX_HashTag	WiiMushroomGorgeRT
Classic_Gwii_MushroomGorgeRX_Short	Mushroom Gorge R/T
Classic_Gwii_MushroomGorgeX	{size[5d00]}Wii Mushroom Gorge T{size[6400]}
Classic_Gwii_MushroomGorgeX_HashTag	WiiMushroomGorgeT
Classic_Gwii_MushroomGorgeX_Short	Mushroom Gorge T
Classic_Gwii_RainbowRoad	{size[5d00]}Wii Rainbow Road{size[6400]}
Classic_Gwii_RainbowRoad_HashTag	WiiRainbowRoad
Classic_Gwii_RainbowRoad_Short	Rainbow Road
Classic_Gwii_RainbowRoadR	{size[5d00]}Wii Rainbow Road R{size[6400]}
Classic_Gwii_RainbowRoadR_HashTag	WiiRainbowRoadR
Classic_Gwii_RainbowRoadR_Short	Rainbow Road R
Classic_Gwii_RainbowRoadRX	{size[5d00]}Wii Rainbow Road R/T{size[6400]}
Classic_Gwii_RainbowRoadRX_HashTag	WiiRainbowRoadRT
Classic_Gwii_RainbowRoadRX_Short	Rainbow Road R/T
Classic_Gwii_RainbowRoadX	{size[5d00]}Wii Rainbow Road T{size[6400]}
Classic_Gwii_RainbowRoadX_HashTag	WiiRainbowRoadT
Classic_Gwii_RainbowRoadX_Short	Rainbow Road T
New_Gmob_Amsterdam1	{size[5d00]}Amsterdam Drift{size[6400]}
New_Gmob_Amsterdam1_HashTag	AmsterdamDrift
New_Gmob_Amsterdam1_Short	Amsterdam Drift
New_Gmob_Amsterdam1R	{size[5d00]}Amsterdam Drift R{size[6400]}
New_Gmob_Amsterdam1R_HashTag	AmsterdamDriftR
New_Gmob_Amsterdam1R_Short	Amsterdam Drift R
New_Gmob_Amsterdam1RX	{size[5d00]}Amsterdam Drift R/T{size[6400]}
New_Gmob_Amsterdam1RX_HashTag	AmsterdamDriftRT
New_Gmob_Amsterdam1RX_Short	Amsterdam Drift R/T
New_Gmob_Amsterdam1X	{size[5d00]}Amsterdam Drift T{size[6400]}
New_Gmob_Amsterdam1X_HashTag	AmsterdamDriftT
New_Gmob_Amsterdam1X_Short	Amsterdam Drift T
New_Gmob_Amsterdam2	{size[5d00]}Amsterdam Drift 2{size[6400]}
New_Gmob_Amsterdam2_HashTag	AmsterdamDrift2
New_Gmob_Amsterdam2_Short	Amsterdam Drift 2
New_Gmob_Amsterdam2R	{size[5d00]}Amsterdam Drift 2R{size[6400]}
New_Gmob_Amsterdam2R_HashTag	AmsterdamDrift2R
New_Gmob_Amsterdam2R_Short	Amsterdam Drift 2R
New_Gmob_Amsterdam2RX	{size[5d00]}Amsterdam Drift 2R/T{size[6400]}
New_Gmob_Amsterdam2RX_HashTag	AmsterdamDrift2RT
New_Gmob_Amsterdam2RX_Short	Amsterdam Drift 2R/T
New_Gmob_Amsterdam2X	{size[5d00]}Amsterdam Drift 2T{size[6400]}
New_Gmob_Amsterdam2X_HashTag	AmsterdamDrift2X
New_Gmob_Amsterdam2X_Short	Amsterdam Drift 2T
New_Gmob_Amsterdam3	{size[5d00]}Amsterdam Drift 3{size[6400]}
New_Gmob_Amsterdam3_HashTag	AmsterdamDrift3
New_Gmob_Amsterdam3_Short	Amsterdam Drift 3
New_Gmob_Amsterdam3R	{size[5d00]}Amsterdam Drift 3R{size[6400]}
New_Gmob_Amsterdam3R_HashTag	AmsterdamDrift3R
New_Gmob_Amsterdam3R_Short	Amsterdam Drift 3R
New_Gmob_Amsterdam3RX	{size[5d00]}Amsterdam Drift 3R/T{size[6400]}
New_Gmob_Amsterdam3RX_HashTag	AmsterdamDrift3RT
New_Gmob_Amsterdam3RX_Short	Amsterdam Drift 3R/T
New_Gmob_Amsterdam3X	{size[5d00]}Amsterdam Drift 3T{size[6400]}
New_Gmob_Amsterdam3X_HashTag	AmsterdamDrift3T
New_Gmob_Amsterdam3X_Short	Amsterdam Drift 3T
New_Gmob_Athens1	Athens Dash
New_Gmob_Athens1_HashTag	AthensDash
New_Gmob_Athens1_Short	Athens Dash
New_Gmob_Athens1R	Athens Dash R
New_Gmob_Athens1R_HashTag	AthensDashR
New_Gmob_Athens1R_Short	Athens Dash R
New_Gmob_Athens1RX	Athens Dash R/T
New_Gmob_Athens1RX_HashTag	AthensDashRT
New_Gmob_Athens1RX_Short	Athens Dash R/T
New_Gmob_Athens1X	Athens Dash T
New_Gmob_Athens1X_HashTag	AthensDashT
New_Gmob_Athens1X_Short	Athens Dash T
New_Gmob_Athens2	Athens Dash 2
New_Gmob_Athens2_HashTag	AthensDash2
New_Gmob_Athens2_Short	Athens Dash 2
New_Gmob_Athens2R	Athens Dash 2R
New_Gmob_Athens2R_HashTag	AthensDash2R
New_Gmob_Athens2R_Short	Athens Dash 2R
New_Gmob_Athens2RX	Athens Dash 2R/T
New_Gmob_Athens2RX_HashTag	AthensDash2RT
New_Gmob_Athens2RX_Short	Athens Dash 2R/T
New_Gmob_Athens2X	Athens Dash 2T
New_Gmob_Athens2X_HashTag	AthensDash2T
New_Gmob_Athens2X_Short	Athens Dash 2T
New_Gmob_Athens3	Athens Dash 3
New_Gmob_Athens3_HashTag	AthensDash3
New_Gmob_Athens3_Short	Athens Dash 3
New_Gmob_Athens3R	Athens Dash 3R
New_Gmob_Athens3R_HashTag	AthensDash3R
New_Gmob_Athens3R_Short	Athens Dash 3R
New_Gmob_Athens3RX	Athens Dash 3R/T
New_Gmob_Athens3RX_HashTag	AthensDash3RT
New_Gmob_Athens3RX_Short	Athens Dash 3R/T
New_Gmob_Athens3X	Athens Dash 3T
New_Gmob_Athens3X_HashTag	AthensDash3T
New_Gmob_Athens3X_Short	Athens Dash 3T
New_Gmob_Bangkok1	{size[5d00]}Bangkok Rush{size[6400]}
New_Gmob_Bangkok1_HashTag	BangkokRush
New_Gmob_Bangkok1_Short	Bangkok Rush
New_Gmob_Bangkok1R	{size[5d00]}Bangkok Rush R{size[6400]}
New_Gmob_Bangkok1R_HashTag	BangkokRushR
New_Gmob_Bangkok1R_Short	Bangkok Rush R
New_Gmob_Bangkok1RX	{size[5d00]}Bangkok Rush R/T{size[6400]}
New_Gmob_Bangkok1RX_HashTag	BangkokRushRT
New_Gmob_Bangkok1RX_Short	Bangkok Rush R/T
New_Gmob_Bangkok1X	{size[5d00]}Bangkok Rush T{size[6400]}
New_Gmob_Bangkok1X_HashTag	BangkokRushT
New_Gmob_Bangkok1X_Short	Bangkok Rush T
New_Gmob_Bangkok2	{size[5d00]}Bangkok Rush 2{size[6400]}
New_Gmob_Bangkok2_HashTag	BangkokRush2
New_Gmob_Bangkok2_Short	Bangkok Rush 2
New_Gmob_Bangkok2R	{size[5d00]}Bangkok Rush 2R{size[6400]}
New_Gmob_Bangkok2R_HashTag	BangkokRush2R
New_Gmob_Bangkok2R_Short	Bangkok Rush 2R
New_Gmob_Bangkok2RX	{size[5d00]}Bangkok Rush 2R/T{size[6400]}
New_Gmob_Bangkok2RX_HashTag	BangkokRush2RT
New_Gmob_Bangkok2RX_Short	Bangkok Rush 2R/T
New_Gmob_Bangkok2X	{size[5d00]}Bangkok Rush 2T{size[6400]}
New_Gmob_Bangkok2X_HashTag	BangkokRush2T
New_Gmob_Bangkok2X_Short	Bangkok Rush 2T
New_Gmob_Bangkok3	{size[5d00]}Bangkok Rush 3{size[6400]}
New_Gmob_Bangkok3_HashTag	BangkokRush3
New_Gmob_Bangkok3_Short	Bangkok Rush 3
New_Gmob_Bangkok3R	{size[5d00]}Bangkok Rush 3R{size[6400]}
New_Gmob_Bangkok3R_HashTag	BangkokRush3R
New_Gmob_Bangkok3R_Short	Bangkok Rush 3R
New_Gmob_Bangkok3RX	{size[5d00]}Bangkok Rush 3R/T{size[6400]}
New_Gmob_Bangkok3RX_HashTag	BangkokRush3RT
New_Gmob_Bangkok3RX_Short	Bangkok Rush 3R/T
New_Gmob_Bangkok3X	{size[5d00]}Bangkok Rush 3T{size[6400]}
New_Gmob_Bangkok3X_HashTag	BangkokRush3T
New_Gmob_Bangkok3X_Short	Bangkok Rush 3T
New_Gmob_Bathroom	{size[5d00]}Squeaky Clean Sprint{size[6400]}
New_Gmob_Bathroom_HashTag	SqueakyCleanSprint
New_Gmob_Bathroom_Short	Squeaky Clean Sprint
New_Gmob_BathroomR	{size[5d00]}Squeaky Clean Sprint R{size[6400]}
New_Gmob_BathroomR_HashTag	SqueakyCleanSprintR
New_Gmob_BathroomR_Short	Squeaky Clean Sprint R
New_Gmob_BathroomRX	{size[5d00]}Squeaky Clean Sprint R/T{size[6400]}
New_Gmob_BathroomRX_HashTag	SqueakyCleanSprintRT
New_Gmob_BathroomRX_Short	Squeaky Clean Sprint R/T
New_Gmob_BathroomX	{size[5d00]}Squeaky Clean Sprint T{size[6400]}
New_Gmob_BathroomX_HashTag	SqueakyCleanSprintT
New_Gmob_BathroomX_Short	Squeaky Clean Sprint T
New_Gmob_Berlin1	{size[5d00]}Berlin Byways{size[6400]}
New_Gmob_Berlin1_HashTag	BerlinByways
New_Gmob_Berlin1_Short	Berlin Byways
New_Gmob_Berlin1R	{size[5d00]}Berlin Byways R{size[6400]}
New_Gmob_Berlin1R_HashTag	BerlinBywaysR
New_Gmob_Berlin1R_Short	Berlin Byways R
New_Gmob_Berlin1RX	{size[5d00]}Berlin Byways R/T{size[6400]}
New_Gmob_Berlin1RX_HashTag	BerlinBywaysRT
New_Gmob_Berlin1RX_Short	Berlin Byways R/T
New_Gmob_Berlin1X	{size[5d00]}Berlin Byways T{size[6400]}
New_Gmob_Berlin1X_HashTag	BerlinBywaysT
New_Gmob_Berlin1X_Short	Berlin Byways T
New_Gmob_Berlin2	{size[5d00]}Berlin Byways 2{size[6400]}
New_Gmob_Berlin2_HashTag	BerlinByways2
New_Gmob_Berlin2_Short	Berlin Byways 2
New_Gmob_Berlin2R	{size[5d00]}Berlin Byways 2R{size[6400]}
New_Gmob_Berlin2R_HashTag	BerlinByways2R
New_Gmob_Berlin2R_Short	Berlin Byways 2R
New_Gmob_Berlin2RX	{size[5d00]}Berlin Byways 2R/T{size[6400]}
New_Gmob_Berlin2RX_HashTag	BerlinByways2RT
New_Gmob_Berlin2RX_Short	Berlin Byways 2R/T
New_Gmob_Berlin2X	{size[5d00]}Berlin Byways 2T{size[6400]}
New_Gmob_Berlin2X_HashTag	BerlinByways2T
New_Gmob_Berlin2X_Short	Berlin Byways 2T
New_Gmob_Berlin3	{size[5d00]}Berlin Byways 3{size[6400]}
New_Gmob_Berlin3_HashTag	BerlinByways3
New_Gmob_Berlin3_Short	Berlin Byways 3
New_Gmob_Berlin3R	{size[5d00]}Berlin Byways 3R{size[6400]}
New_Gmob_Berlin3R_HashTag	BerlinByways3R
New_Gmob_Berlin3R_Short	Berlin Byways 3R
New_Gmob_Berlin3RX	{size[5d00]}Berlin Byways 3R/T{size[6400]}
New_Gmob_Berlin3RX_HashTag	BerlinByways3RT
New_Gmob_Berlin3RX_Short	Berlin Byways 3R/T
New_Gmob_Berlin3X	{size[5d00]}Berlin Byways 3T{size[6400]}
New_Gmob_Berlin3X_HashTag	BerlinByways3T
New_Gmob_Berlin3X_Short	Berlin Byways 3T
New_Gmob_Dokan	Piranha Plant Pipeline
New_Gmob_Dokan_HashTag	PiranhaPlantPipeline
New_Gmob_Dokan_Short	Piranha Plant Pipeline
New_Gmob_DokanR	{size[5d00]}Piranha Plant Pipeline R{size[6400]}
New_Gmob_DokanR_HashTag	PiranhaPlantPipelineR
New_Gmob_DokanR_Short	Piranha Plant Pipeline R
New_Gmob_DokanRX	{size[5d00]}Piranha Plant Pipeline R/T{size[6400]}
New_Gmob_DokanRX_HashTag	PiranhaPlantPipelineRT
New_Gmob_DokanRX_Short	Piranha Plant Pipeline R/T
New_Gmob_DokanX	{size[5d00]}Piranha Plant Pipeline T{size[6400]}
New_Gmob_DokanX_HashTag	PiranhaPlantPipelineT
New_Gmob_DokanX_Short	Piranha Plant Pipeline T
New_Gmob_HillClimb	{size[5d00]}Merry Mountain{size[6400]}
New_Gmob_HillClimb_HashTag	MerryMountain
New_Gmob_HillClimb_Short	Merry Mountain
New_Gmob_HillClimbR	{size[5d00]}Merry Mountain R{size[6400]}
New_Gmob_HillClimbR_HashTag	MerryMountainR
New_Gmob_HillClimbR_Short	Merry Mountain R
New_Gmob_HillClimbRX	{size[5d00]}Merry Mountain R/T{size[6400]}
New_Gmob_HillClimbRX_HashTag	MerryMountainRT
New_Gmob_HillClimbRX_Short	Merry Mountain R/T
New_Gmob_HillClimbX	{size[5d00]}Merry Mountain T{size[6400]}
New_Gmob_HillClimbX_HashTag	MerryMountainT
New_Gmob_HillClimbX_Short	Merry Mountain T
New_Gmob_IceBuilding	Sky-High Sundae
New_Gmob_IceBuilding_HashTag	SkyHighSundae
New_Gmob_IceBuilding_Short	{size[5d00]}Sky-High Sundae{size[6400]}
New_Gmob_IceBuildingR	Sky-High Sundae R
New_Gmob_IceBuildingR_HashTag	SkyHighSundaeR
New_Gmob_IceBuildingR_Short	{size[5d00]}Sky-High Sundae R{size[6400]}
New_Gmob_IceBuildingRX	Sky-High Sundae R/T
New_Gmob_IceBuildingRX_HashTag	SkyHighSundaeRT
New_Gmob_IceBuildingRX_Short	{size[5d00]}Sky-High Sundae R/T{size[6400]}
New_Gmob_IceBuildingX	Sky-High Sundae T
New_Gmob_IceBuildingX_HashTag	SkyHighSundaeT
New_Gmob_IceBuildingX_Short	{size[5d00]}Sky-High Sundae T{size[6400]}
New_Gmob_London1	{size[5d00]}London Loop{size[6400]}
New_Gmob_London1_HashTag	LondonLoop
New_Gmob_London1_Short	London Loop
New_Gmob_London1R	{size[5d00]}London Loop R{size[6400]}
New_Gmob_London1R_HashTag	LondonLoopR
New_Gmob_London1R_Short	London Loop R
New_Gmob_London1RX	{size[5d00]}London Loop R/T{size[6400]}
New_Gmob_London1RX_HashTag	LondonLoopRT
New_Gmob_London1RX_Short	London Loop R/T
New_Gmob_London1X	{size[5d00]}London Loop T{size[6400]}
New_Gmob_London1X_HashTag	LondonLoopT
New_Gmob_London1X_Short	London Loop T
New_Gmob_London2	{size[5d00]}London Loop 2{size[6400]}
New_Gmob_London2_HashTag	LondonLoop2
New_Gmob_London2_Short	London Loop 2
New_Gmob_London2R	{size[5d00]}London Loop 2R{size[6400]}
New_Gmob_London2R_HashTag	LondonLoop2R
New_Gmob_London2R_Short	London Loop 2R
New_Gmob_London2RX	{size[5d00]}London Loop 2R/T{size[6400]}
New_Gmob_London2RX_HashTag	LondonLoop2RT
New_Gmob_London2RX_Short	London Loop 2R/T
New_Gmob_London2X	{size[5d00]}London Loop 2T{size[6400]}
New_Gmob_London2X_HashTag	LondonLoop2T
New_Gmob_London2X_Short	London Loop 2T
New_Gmob_London3	{size[5d00]}London Loop 3{size[6400]}
New_Gmob_London3_HashTag	LondonLoop3
New_Gmob_London3_Short	London Loop 3
New_Gmob_London3R	{size[5d00]}London Loop 3R{size[6400]}
New_Gmob_London3R_HashTag	LondonLoop3R
New_Gmob_London3R_Short	London Loop 3R
New_Gmob_London3RX	{size[5d00]}London Loop 3R/T{size[6400]}
New_Gmob_London3RX_HashTag	LondonLoop3RT
New_Gmob_London3RX_Short	London Loop 3R/T
New_Gmob_London3X	{size[5d00]}London Loop 3T{size[6400]}
New_Gmob_London3X_HashTag	LondonLoop3T
New_Gmob_London3X_Short	London Loop 3T
New_Gmob_LosAngeles1	{size[5d00]}Los Angeles Laps{size[6400]}
New_Gmob_LosAngeles1_HashTag	LosAngelesLaps
New_Gmob_LosAngeles1_Short	Los Angeles Laps
New_Gmob_LosAngeles1R	{size[5d00]}Los Angeles Laps R{size[6400]}
New_Gmob_LosAngeles1R_HashTag	LosAngelesLapsR
New_Gmob_LosAngeles1R_Short	Los Angeles Laps R
New_Gmob_LosAngeles1RX	{size[5d00]}Los Angeles Laps R/T{size[6400]}
New_Gmob_LosAngeles1RX_HashTag	LosAngelesLapsRT
New_Gmob_LosAngeles1RX_Short	Los Angeles Laps R/T
New_Gmob_LosAngeles1X	{size[5d00]}Los Angeles Laps T{size[6400]}
New_Gmob_LosAngeles1X_HashTag	LosAngelesLapsT
New_Gmob_LosAngeles1X_Short	Los Angeles Laps T
New_Gmob_LosAngeles2	{size[5d00]}Los Angeles Laps 2{size[6400]}
New_Gmob_LosAngeles2_HashTag	LosAngelesLaps2
New_Gmob_LosAngeles2_Short	Los Angeles Laps 2
New_Gmob_LosAngeles2R	{size[5d00]}Los Angeles Laps 2R{size[6400]}
New_Gmob_LosAngeles2R_HashTag	LosAngelesLaps2R
New_Gmob_LosAngeles2R_Short	Los Angeles Laps 2R
New_Gmob_LosAngeles2RX	{size[5d00]}Los Angeles Laps 2R/T{size[6400]}
New_Gmob_LosAngeles2RX_HashTag	LosAngelesLaps2RT
