0.msbt
ActionScore_AvoidKouraB	避開刺刺龜殼！
Classic_Ggc_BabyParkX_Short	寶寶公園 X
Classic_Ggc_DaisyCruiser	GC 黛西公主遊輪
Classic_Ggc_DaisyCruiser_HashTag	GCNDaisyCruiser
Classic_Ggc_DaisyCruiser_Short	黛西公主遊輪
Classic_Ggc_DaisyCruiserR	GC 黛西公主遊輪 R
Classic_Ggc_DaisyCruiserR_HashTag	GCNDaisyCruiserR
Classic_Ggc_DaisyCruiserR_Short	黛西公主遊輪 R
Classic_Ggc_DaisyCruiserX	GC 黛西公主遊輪 X
Classic_Ggc_DaisyCruiserX_HashTag	GCNDaisyCruiserT
Classic_Ggc_DaisyCruiserX_Short	黛西公主遊輪 X
Classic_Ggc_DinoDinoJungle	GC 龍龍叢林
Classic_Ggc_DinoDinoJungle_HashTag	GCNDinoDinoJungle
Classic_Ggc_DinoDinoJungle_Short	龍龍叢林
Classic_Ggc_DinoDinoJungleR	GC 龍龍叢林 R
Classic_Ggc_DinoDinoJungleR_HashTag	GCNDinoDinoJungleR
Classic_Ggc_DinoDinoJungleR_Short	龍龍叢林 R
Classic_Ggc_DinoDinoJungleRX	GC 龍龍叢林 RX
Classic_Ggc_DinoDinoJungleRX_HashTag	GCNDinoDinoJungleRT
Classic_Ggc_DinoDinoJungleRX_Short	龍龍叢林 RX
Classic_Ggc_DinoDinoJungleX	GC 龍龍叢林 X
Classic_Ggc_DinoDinoJungleX_HashTag	GCNDinoDinoJungleT
Classic_Ggc_DinoDinoJungleX_Short	龍龍叢林 X
Classic_Ggc_DKMountain	GC DK山
Classic_Ggc_DKMountain_HashTag	GCNDKMountain
Classic_Ggc_DKMountain_Short	DK山
Classic_Ggc_DKMountainR	GC DK山 R
Classic_Ggc_DKMountainR_HashTag	GCNDKMountainR
Classic_Ggc_DKMountainR_Short	DK山 R
Classic_Ggc_DKMountainRX	GC DK山 RX
Classic_Ggc_DKMountainRX_HashTag	GCNDKMountainRT
Classic_Ggc_DKMountainRX_Short	DK山 RX
Classic_Ggc_DKMountainX	GC DK山 X
Classic_Ggc_DKMountainX_HashTag	GCNDKMountainT
Classic_Ggc_DKMountainX_Short	DK山 X
Classic_Ggc_YoshiCircuit	GC 耀西賽道
Classic_Ggc_YoshiCircuit_HashTag	GCNYoshiCircuit
Classic_Ggc_YoshiCircuit_Short	耀西賽道
Classic_Ggc_YoshiCircuitR	GC 耀西賽道 R
Classic_Ggc_YoshiCircuitR_HashTag	GCNYoshiCircuitR
Classic_Ggc_YoshiCircuitR_Short	耀西賽道 R
Classic_Ggc_YoshiCircuitRX	GC 耀西賽道 RX
Classic_Ggc_YoshiCircuitRX_HashTag	GCNYoshiCircuitRT
Classic_Ggc_YoshiCircuitRX_Short	耀西賽道 RX
Classic_Ggc_YoshiCircuitX	GC 耀西賽道 X
Classic_Ggc_YoshiCircuitX_HashTag	GCNYoshiCircuitT
Classic_Ggc_YoshiCircuitX_Short	耀西賽道 X
Classic_Gn64_ChocoMountain	N64 巧克力山
Classic_Gn64_ChocoMountain_HashTag	N64ChocoMountain
Classic_Gn64_ChocoMountain_Short	巧克力山
Classic_Gn64_ChocoMountainR	N64 巧克力山 R
Classic_Gn64_ChocoMountainR_HashTag	N64ChocoMountainR
Classic_Gn64_ChocoMountainR_Short	巧克力山 R
Classic_Gn64_ChocoMountainRX	N64 巧克力山 RX
Classic_Gn64_ChocoMountainRX_HashTag	N64ChocoMountainRT
Classic_Gn64_ChocoMountainRX_Short	巧克力山 RX
Classic_Gn64_ChocoMountainX	N64 巧克力山 X
Classic_Gn64_ChocoMountainX_HashTag	N64ChocoMountainT
Classic_Gn64_ChocoMountainX_Short	巧克力山 X
Classic_Gn64_FrappeSnowland	N64 冰天雪地
Classic_Gn64_FrappeSnowland_HashTag	N64FrappeSnowland
Classic_Gn64_FrappeSnowland_Short	冰天雪地
Classic_Gn64_FrappeSnowlandR	N64 冰天雪地 R
Classic_Gn64_FrappeSnowlandR_HashTag	N64FrappeSnowlandR
Classic_Gn64_FrappeSnowlandR_Short	冰天雪地 R
Classic_Gn64_FrappeSnowlandRX	N64 冰天雪地 RX
Classic_Gn64_FrappeSnowlandRX_HashTag	N64FrappeSnowlandRT
Classic_Gn64_FrappeSnowlandRX_Short	冰天雪地 RX
Classic_Gn64_FrappeSnowlandX	N64 冰天雪地 X
Classic_Gn64_FrappeSnowlandX_HashTag	N64FrappeSnowlandT
Classic_Gn64_FrappeSnowlandX_Short	冰天雪地 X
Classic_Gn64_KalimariDesert	N64 乾旱沙漠
Classic_Gn64_KalimariDesert_HashTag	N64KalimariDesert
Classic_Gn64_KalimariDesert_Short	乾旱沙漠
Classic_Gn64_KalimariDesert2	N64 乾旱沙漠 2
Classic_Gn64_KalimariDesert2_HashTag	N64KalimariDesert2
Classic_Gn64_KalimariDesert2_Short	乾旱沙漠 2
Classic_Gn64_KalimariDesert2R	N64 乾旱沙漠 2R
Classic_Gn64_KalimariDesert2R_HashTag	N64KalimariDesert2R
Classic_Gn64_KalimariDesert2R_Short	乾旱沙漠 2R
Classic_Gn64_KalimariDesert2RX	N64 乾旱沙漠 2RX
Classic_Gn64_KalimariDesert2RX_HashTag	N64KalimariDesert2RT
Classic_Gn64_KalimariDesert2RX_Short	乾旱沙漠 2RX
Classic_Gn64_KalimariDesert2X	N64 乾旱沙漠 2X
Classic_Gn64_KalimariDesert2X_HashTag	N64KalimariDesert2T
Classic_Gn64_KalimariDesert2X_Short	乾旱沙漠 2X
Classic_Gn64_KalimariDesertR	N64 乾旱沙漠 R
Classic_Gn64_KalimariDesertR_HashTag	N64KalimariDesertR
Classic_Gn64_KalimariDesertR_Short	乾旱沙漠 R
Classic_Gn64_KalimariDesertRX	N64 乾旱沙漠 RX
Classic_Gn64_KalimariDesertRX_HashTag	N64KalimariDesertRT
Classic_Gn64_KalimariDesertRX_Short	乾旱沙漠 RX
Classic_Gn64_KalimariDesertX	N64 乾旱沙漠 X
Classic_Gn64_KalimariDesertX_HashTag	N64KalimariDesertT
Classic_Gn64_KalimariDesertX_Short	乾旱沙漠 X
Classic_Gn64_KoopaTroopaBeach	N64 慢慢龜海灘
Classic_Gn64_KoopaTroopaBeach_HashTag	N64KoopaTroopaBeach
Classic_Gn64_KoopaTroopaBeach_Short	慢慢龜海灘
Classic_Gn64_KoopaTroopaBeachR	N64 慢慢龜海灘 R
Classic_Gn64_KoopaTroopaBeachR_HashTag	N64KoopaTroopaBeachR
Classic_Gn64_KoopaTroopaBeachR_Short	慢慢龜海灘 R
Classic_Gn64_KoopaTroopaBeachRX	N64 慢慢龜海灘 RX
Classic_Gn64_KoopaTroopaBeachRX_HashTag	N64KoopaTroopaBeachRT
Classic_Gn64_KoopaTroopaBeachRX_Short	慢慢龜海灘 RX
Classic_Gn64_KoopaTroopaBeachX	N64 慢慢龜海灘 X
Classic_Gn64_KoopaTroopaBeachX_HashTag	N64KoopaTroopaBeachT
Classic_Gn64_KoopaTroopaBeachX_Short	慢慢龜海灘 X
Classic_Gn64_LuigiCircuit	N64 路易吉賽道
Classic_Gn64_LuigiCircuit_HashTag	N64LuigiRaceway
Classic_Gn64_LuigiCircuit_Short	路易吉賽道
Classic_Gn64_LuigiCircuitR	N64 路易吉賽道 R
Classic_Gn64_LuigiCircuitR_HashTag	N64LuigiRacewayR
Classic_Gn64_LuigiCircuitR_Short	路易吉賽道 R
Classic_Gn64_LuigiCircuitX	N64 路易吉賽道 X
Classic_Gn64_LuigiCircuitX_HashTag	N64LuigiRacewayT
Classic_Gn64_LuigiCircuitX_Short	路易吉賽道 X
Classic_Gn64_PeachCircuit	N64 碧姬公主賽道
Classic_Gn64_PeachCircuit_HashTag	N64RoyalRaceway
Classic_Gn64_PeachCircuit_Short	碧姬公主賽道
Classic_Gn64_PeachCircuitR	N64 碧姬公主賽道 R
Classic_Gn64_PeachCircuitR_HashTag	N64RoyalRacewayR
Classic_Gn64_PeachCircuitR_Short	碧姬公主賽道 R
Classic_Gn64_PeachCircuitRX	N64 碧姬公主賽道 RX
Classic_Gn64_PeachCircuitRX_HashTag	N64RoyalRacewayRT
Classic_Gn64_PeachCircuitRX_Short	碧姬公主賽道 RX
Classic_Gn64_PeachCircuitX	N64 碧姬公主賽道 X
Classic_Gn64_PeachCircuitX_HashTag	N64RoyalRacewayT
Classic_Gn64_PeachCircuitX_Short	碧姬公主賽道 X
Classic_Gn64_YoshiValley	N64 耀西谷
Classic_Gn64_YoshiValley_HashTag	N64YoshiValley
Classic_Gn64_YoshiValley_Short	耀西谷
Classic_Gn64_YoshiValleyR	N64 耀西谷 R
Classic_Gn64_YoshiValleyR_HashTag	N64YoshiValleyR
Classic_Gn64_YoshiValleyR_Short	耀西谷 R
Classic_Gn64_YoshiValleyX	N64 耀西谷 X
Classic_Gn64_YoshiValleyX_HashTag	N64YoshiValleyT
Classic_Gn64_YoshiValleyX_Short	耀西谷 X
Classic_Gsfc_ChocoIsland1	SFC 巧克力島 1
Classic_Gsfc_ChocoIsland1_HashTag	SNESChocoIsland1
Classic_Gsfc_ChocoIsland1_Short	巧克力島 1
Classic_Gsfc_ChocoIsland1R	SFC 巧克力島 1R
Classic_Gsfc_ChocoIsland1R_HashTag	SNESChocoIsland1R
Classic_Gsfc_ChocoIsland1R_Short	巧克力島 1R
Classic_Gsfc_ChocoIsland1RX	SFC 巧克力島 1RX
Classic_Gsfc_ChocoIsland1RX_HashTag	SNESChocoIsland1RT
Classic_Gsfc_ChocoIsland1RX_Short	巧克力島 1RX
Classic_Gsfc_ChocoIsland1X	SFC 巧克力島 1X
Classic_Gsfc_ChocoIsland1X_HashTag	SNESChocoIsland1T
Classic_Gsfc_ChocoIsland1X_Short	巧克力島 1X
Classic_Gsfc_ChocoIsland2	SFC 巧克力島 2
Classic_Gsfc_ChocoIsland2_HashTag	SNESChocoIsland2
Classic_Gsfc_ChocoIsland2_Short	巧克力島 2
Classic_Gsfc_ChocoIsland2R	SFC 巧克力島 2R
Classic_Gsfc_ChocoIsland2R_HashTag	SNESChocoIsland2R
Classic_Gsfc_ChocoIsland2R_Short	巧克力島 2R
Classic_Gsfc_ChocoIsland2RX	SFC 巧克力島 2RX
Classic_Gsfc_ChocoIsland2RX_HashTag	SNESChocoIsland2RT
Classic_Gsfc_ChocoIsland2RX_Short	巧克力島 2RX
Classic_Gsfc_ChocoIsland2X	SFC 巧克力島 2X
Classic_Gsfc_ChocoIsland2X_HashTag	SNESChocoIsland2T
Classic_Gsfc_ChocoIsland2X_Short	巧克力島 2X
Classic_Gsfc_DonutsPlain1	SFC 甜圈平原 1
Classic_Gsfc_DonutsPlain1_HashTag	SNESDonutPlains1
Classic_Gsfc_DonutsPlain1_Short	甜圈平原 1
Classic_Gsfc_DonutsPlain1R	SFC 甜圈平原 1R
Classic_Gsfc_DonutsPlain1R_HashTag	SNESDonutPlains1R
Classic_Gsfc_DonutsPlain1R_Short	甜圈平原 1R
Classic_Gsfc_DonutsPlain1RX	SFC 甜圈平原 1RX
Classic_Gsfc_DonutsPlain1RX_HashTag	SNESDonutPlains1RT
Classic_Gsfc_DonutsPlain1RX_Short	甜圈平原 1RX
Classic_Gsfc_DonutsPlain1X	SFC 甜圈平原 1X
Classic_Gsfc_DonutsPlain1X_HashTag	SNESDonutPlains1T
Classic_Gsfc_DonutsPlain1X_Short	甜圈平原 1X
Classic_Gsfc_DonutsPlain2	SFC 甜圈平原 2
Classic_Gsfc_DonutsPlain2_HashTag	SNESDonutPlains2
Classic_Gsfc_DonutsPlain2_Short	甜圈平原 2
Classic_Gsfc_DonutsPlain2R	SFC 甜圈平原 2R
Classic_Gsfc_DonutsPlain2R_HashTag	SNESDonutPlains2R
Classic_Gsfc_DonutsPlain2R_Short	甜圈平原 2R
Classic_Gsfc_DonutsPlain2RX	SFC 甜圈平原 2RX
Classic_Gsfc_DonutsPlain2RX_HashTag	SNESDonutPlains2RT
Classic_Gsfc_DonutsPlain2RX_Short	甜圈平原 2RX
Classic_Gsfc_DonutsPlain2X	SFC 甜圈平原 2X
Classic_Gsfc_DonutsPlain2X_HashTag	SNESDonutPlains2T
Classic_Gsfc_DonutsPlain2X_Short	甜圈平原 2X
Classic_Gsfc_DonutsPlain3	SFC 甜圈平原 3
Classic_Gsfc_DonutsPlain3_HashTag	SNESDonutPlains3
Classic_Gsfc_DonutsPlain3_Short	甜圈平原 3
Classic_Gsfc_DonutsPlain3R	SFC 甜圈平原 3R
Classic_Gsfc_DonutsPlain3R_HashTag	SNESDonutPlains3R
Classic_Gsfc_DonutsPlain3R_Short	甜圈平原 3R
Classic_Gsfc_DonutsPlain3RX	SFC 甜圈平原 3RX
Classic_Gsfc_DonutsPlain3RX_HashTag	SNESDonutPlains3RT
Classic_Gsfc_DonutsPlain3RX_Short	甜圈平原 3RX
Classic_Gsfc_DonutsPlain3X	SFC 甜圈平原 3X
Classic_Gsfc_DonutsPlain3X_HashTag	SNESDonutPlains3T
Classic_Gsfc_DonutsPlain3X_Short	甜圈平原 3X
Classic_Gsfc_GhostValley1	SFC 幽靈沼澤 1
Classic_Gsfc_GhostValley1_HashTag	SNESGhostValley1
Classic_Gsfc_GhostValley1_Short	幽靈沼澤 1
Classic_Gsfc_GhostValley1R	SFC 幽靈沼澤 1R
Classic_Gsfc_GhostValley1R_HashTag	SNESGhostValley1R
Classic_Gsfc_GhostValley1R_Short	幽靈沼澤 1R
Classic_Gsfc_GhostValley1RX	SFC 幽靈沼澤 1RX
Classic_Gsfc_GhostValley1RX_HashTag	SNESGhostValley1RT
Classic_Gsfc_GhostValley1RX_Short	幽靈沼澤 1RX
Classic_Gsfc_GhostValley1X	SFC 幽靈沼澤 1X
Classic_Gsfc_GhostValley1X_HashTag	SNESGhostValley1T
Classic_Gsfc_GhostValley1X_Short	幽靈沼澤 1X
Classic_Gsfc_GhostValley2	SFC 幽靈沼澤 2
Classic_Gsfc_GhostValley2_HashTag	SNESGhostValley2
Classic_Gsfc_GhostValley2_Short	幽靈沼澤 2
Classic_Gsfc_GhostValley2R	SFC 幽靈沼澤 2R
Classic_Gsfc_GhostValley2R_HashTag	SNESGhostValley2R
Classic_Gsfc_GhostValley2R_Short	幽靈沼澤 2R
Classic_Gsfc_GhostValley2RX	SFC 幽靈沼澤 2RX
Classic_Gsfc_GhostValley2RX_HashTag	SNESGhostValley2RT
Classic_Gsfc_GhostValley2RX_Short	幽靈沼澤 2RX
Classic_Gsfc_GhostValley2X	SFC 幽靈沼澤 2X
Classic_Gsfc_GhostValley2X_HashTag	SNESGhostValley2T
Classic_Gsfc_GhostValley2X_Short	幽靈沼澤 2X
Classic_Gsfc_KoopaTroopaBeach2	SFC 慢慢龜海灘 2
Classic_Gsfc_KoopaTroopaBeach2_HashTag	SNESKoopaTroopaBeach2
Classic_Gsfc_KoopaTroopaBeach2_Short	慢慢龜海灘 2
Classic_Gsfc_KoopaTroopaBeach2R	SFC 慢慢龜海灘 2R
Classic_Gsfc_KoopaTroopaBeach2R_HashTag	SNESKoopaTroopaBeach2R
Classic_Gsfc_KoopaTroopaBeach2R_Short	慢慢龜海灘 2R
Classic_Gsfc_KoopaTroopaBeach2X	SFC 慢慢龜海灘 2X
Classic_Gsfc_KoopaTroopaBeach2X_HashTag	SNESKoopaTroopaBeach2T
Classic_Gsfc_KoopaTroopaBeach2X_Short	慢慢龜海灘 2X
Classic_Gsfc_MarioCircuit1	SFC 瑪利歐賽道 1
Classic_Gsfc_MarioCircuit1_HashTag	SNESMarioCircuit1
Classic_Gsfc_MarioCircuit1_Short	瑪利歐賽道 1
Classic_Gsfc_MarioCircuit1R	SFC 瑪利歐賽道 1R
Classic_Gsfc_MarioCircuit1R_HashTag	SNESMarioCircuit1R
Classic_Gsfc_MarioCircuit1R_Short	瑪利歐賽道 1R
Classic_Gsfc_MarioCircuit1RX	SFC 瑪利歐賽道 1RX
Classic_Gsfc_MarioCircuit1RX_HashTag	SNESMarioCircuit1RT
Classic_Gsfc_MarioCircuit1RX_Short	瑪利歐賽道 1RX
Classic_Gsfc_MarioCircuit1X	SFC 瑪利歐賽道 1X
Classic_Gsfc_MarioCircuit1X_HashTag	SNESMarioCircuit1T
Classic_Gsfc_MarioCircuit1X_Short	瑪利歐賽道 1X
Classic_Gsfc_MarioCircuit2	SFC 瑪利歐賽道 2
Classic_Gsfc_MarioCircuit2_HashTag	SNESMarioCircuit2
Classic_Gsfc_MarioCircuit2_Short	瑪利歐賽道 2
Classic_Gsfc_MarioCircuit2R	SFC 瑪利歐賽道 2R
Classic_Gsfc_MarioCircuit2R_HashTag	SNESMarioCircuit2R
Classic_Gsfc_MarioCircuit2R_Short	瑪利歐賽道 2R
Classic_Gsfc_MarioCircuit2RX	SFC 瑪利歐賽道 2RX
Classic_Gsfc_MarioCircuit2RX_HashTag	SNESMarioCircuit2RT
Classic_Gsfc_MarioCircuit2RX_Short	瑪利歐賽道 2RX
Classic_Gsfc_MarioCircuit2X	SFC 瑪利歐賽道 2X
Classic_Gsfc_MarioCircuit2X_HashTag	SNESMarioCircuit2T
Classic_Gsfc_MarioCircuit2X_Short	瑪利歐賽道 2X
Classic_Gsfc_MarioCircuit3	SFC 瑪利歐賽道 3
Classic_Gsfc_MarioCircuit3_HashTag	SNESMarioCircuit3
Classic_Gsfc_MarioCircuit3_Short	瑪利歐賽道 3
Classic_Gsfc_MarioCircuit3R	SFC 瑪利歐賽道 3R
Classic_Gsfc_MarioCircuit3R_HashTag	SNESMarioCircuit3R
Classic_Gsfc_MarioCircuit3R_Short	瑪利歐賽道 3R
Classic_Gsfc_MarioCircuit3RX	SFC 瑪利歐賽道 3RX
Classic_Gsfc_MarioCircuit3RX_HashTag	SNESMarioCircuit3RT
Classic_Gsfc_MarioCircuit3RX_Short	瑪利歐賽道 3RX
Classic_Gsfc_MarioCircuit3X	SFC 瑪利歐賽道 3X
Classic_Gsfc_MarioCircuit3X_HashTag	SNESMarioCircuit3T
Classic_Gsfc_MarioCircuit3X_Short	瑪利歐賽道 3X
Classic_Gsfc_RainbowRoad	SFC 彩虹之路
Classic_Gsfc_RainbowRoad_HashTag	SNESRainbowRoad
Classic_Gsfc_RainbowRoad_Short	彩虹之路
Classic_Gsfc_RainbowRoadR	SFC 彩虹之路 R
Classic_Gsfc_RainbowRoadR_HashTag	SNESRainbowRoadR
Classic_Gsfc_RainbowRoadR_Short	彩虹之路 R
Classic_Gsfc_RainbowRoadRX	SFC 彩虹之路 RX
Classic_Gsfc_RainbowRoadRX_HashTag	SNESRainbowRoadRT
Classic_Gsfc_RainbowRoadRX_Short	彩虹之路 RX
Classic_Gsfc_RainbowRoadX	SFC 彩虹之路 X
Classic_Gsfc_RainbowRoadX_HashTag	SNESRainbowRoadT
Classic_Gsfc_RainbowRoadX_Short	彩虹之路 X
Classic_Gsfc_VanillaLake1	SFC 香草湖 1
Classic_Gsfc_VanillaLake1_HashTag	SNESVanillaLake1
Classic_Gsfc_VanillaLake1_Short	香草湖 1
Classic_Gsfc_VanillaLake1R	SFC 香草湖 1R
Classic_Gsfc_VanillaLake1R_HashTag	SNESVanillaLake1R
Classic_Gsfc_VanillaLake1R_Short	香草湖 1R
Classic_Gsfc_VanillaLake1RX	SFC 香草湖 1RX
Classic_Gsfc_VanillaLake1RX_HashTag	SNESVanillaLake1RT
Classic_Gsfc_VanillaLake1RX_Short	香草湖 1RX
Classic_Gsfc_VanillaLake1X	SFC 香草湖 1X
Classic_Gsfc_VanillaLake1X_HashTag	SNESVanillaLake1T
Classic_Gsfc_VanillaLake1X_Short	香草湖 1X
Classic_Gsfc_VanillaLake2	SFC 香草湖 2
Classic_Gsfc_VanillaLake2_HashTag	SNESVanillaLake2
Classic_Gsfc_VanillaLake2_Short	香草湖 2
Classic_Gsfc_VanillaLake2R	SFC 香草湖 2R
Classic_Gsfc_VanillaLake2R_HashTag	SNESVanillaLake2R
Classic_Gsfc_VanillaLake2R_Short	香草湖 2R
Classic_Gsfc_VanillaLake2X	SFC 香草湖 2X
Classic_Gsfc_VanillaLake2X_HashTag	SNESVanillaLake2T
Classic_Gsfc_VanillaLake2X_Short	香草湖 2X
Classic_Gwii_CoconutMall	Wii 椰子廣場
Classic_Gwii_CoconutMall_HashTag	WiiCoconutMall
Classic_Gwii_CoconutMall_Short	椰子廣場
Classic_Gwii_CoconutMallR	Wii 椰子廣場 R
Classic_Gwii_CoconutMallR_HashTag	WiiCoconutMallR
Classic_Gwii_CoconutMallR_Short	椰子廣場 R
Classic_Gwii_CoconutMallX	Wii 椰子廣場 X
Classic_Gwii_CoconutMallX_HashTag	WiiCoconutMallT
Classic_Gwii_CoconutMallX_Short	椰子廣場 X
Classic_Gwii_DKSummit	Wii DK單板滑雪越野賽
Classic_Gwii_DKSummit_HashTag	WiiDKSummit
Classic_Gwii_DKSummit_Short	DK單板滑雪越野賽
Classic_Gwii_DKSummitR	Wii DK單板滑雪越野賽 R
Classic_Gwii_DKSummitR_HashTag	WiiDKSummitR
Classic_Gwii_DKSummitR_Short	DK單板滑雪越野賽 R
Classic_Gwii_DKSummitRX	Wii DK單板滑雪越野賽 RX
Classic_Gwii_DKSummitRX_HashTag	WiiDKSummitRT
Classic_Gwii_DKSummitRX_Short	DK單板滑雪越野賽 RX
Classic_Gwii_DKSummitX	Wii DK單板滑雪越野賽 X
Classic_Gwii_DKSummitX_HashTag	WiiDKSummitT
Classic_Gwii_DKSummitX_Short	DK單板滑雪越野賽 X
Classic_Gwii_KoopaCape	Wii 慢慢龜海角
Classic_Gwii_KoopaCape_HashTag	WiiKoopaCape
Classic_Gwii_KoopaCape_Short	慢慢龜海角
Classic_Gwii_KoopaCapeR	Wii 慢慢龜海角 R
Classic_Gwii_KoopaCapeR_HashTag	WiiKoopaCapeR
Classic_Gwii_KoopaCapeR_Short	慢慢龜海角 R
Classic_Gwii_KoopaCapeRX	Wii 慢慢龜海角 RX
Classic_Gwii_KoopaCapeRX_HashTag	WiiKoopaCapeRT
Classic_Gwii_KoopaCapeRX_Short	慢慢龜海角 RX
Classic_Gwii_KoopaCapeX	Wii 慢慢龜海角 X
Classic_Gwii_KoopaCapeX_HashTag	WiiKoopaCapeT
Classic_Gwii_KoopaCapeX_Short	慢慢龜海角 X
Classic_Gwii_MapleTreeway	Wii 楓樹屋
Classic_Gwii_MapleTreeway_HashTag	WiiMapleTreeway
Classic_Gwii_MapleTreeway_Short	楓樹屋
Classic_Gwii_MapleTreewayR	Wii 楓樹屋 R
Classic_Gwii_MapleTreewayR_HashTag	WiiMapleTreewayR
Classic_Gwii_MapleTreewayR_Short	楓樹屋 R
Classic_Gwii_MapleTreewayRX	Wii 楓樹屋 RX
Classic_Gwii_MapleTreewayRX_HashTag	WiiMapleTreewayRT
Classic_Gwii_MapleTreewayRX_Short	楓樹屋 RX
Classic_Gwii_MapleTreewayX	Wii 楓樹屋 X
Classic_Gwii_MapleTreewayX_HashTag	WiiMapleTreewayT
Classic_Gwii_MapleTreewayX_Short	楓樹屋 X
Classic_Gwii_MushroomGorge	Wii 蘑菇峽谷
Classic_Gwii_MushroomGorge_HashTag	WiiMushroomGorge
Classic_Gwii_MushroomGorge_Short	蘑菇峽谷
Classic_Gwii_MushroomGorgeR	Wii 蘑菇峽谷 R
Classic_Gwii_MushroomGorgeR_HashTag	WiiMushroomGorgeR
Classic_Gwii_MushroomGorgeR_Short	蘑菇峽谷 R
Classic_Gwii_MushroomGorgeX	Wii 蘑菇峽谷 X
Classic_Gwii_MushroomGorgeX_HashTag	WiiMushroomGorgeT
Classic_Gwii_MushroomGorgeX_Short	蘑菇峽谷 X
Classic_Gwii_RainbowRoad	Wii 彩虹之路
Classic_Gwii_RainbowRoad_HashTag	WiiRainbowRoad
Classic_Gwii_RainbowRoad_Short	彩虹之路
Classic_Gwii_RainbowRoadR	Wii 彩虹之路 R
Classic_Gwii_RainbowRoadR_HashTag	WiiRainbowRoadR
Classic_Gwii_RainbowRoadR_Short	彩虹之路 R
Classic_Gwii_RainbowRoadRX	Wii 彩虹之路 RX
Classic_Gwii_RainbowRoadRX_HashTag	WiiRainbowRoadRT
Classic_Gwii_RainbowRoadRX_Short	彩虹之路 RX
Classic_Gwii_RainbowRoadX	Wii 彩虹之路 X
Classic_Gwii_RainbowRoadX_HashTag	WiiRainbowRoadT
Classic_Gwii_RainbowRoadX_Short	彩虹之路 X
New_Gmob_Amsterdam1	阿姆斯特丹漂流
New_Gmob_Amsterdam1_HashTag	AmsterdamDrift
New_Gmob_Amsterdam1_Short	阿姆斯特丹漂流
New_Gmob_Amsterdam1R	阿姆斯特丹漂流 R
New_Gmob_Amsterdam1R_HashTag	AmsterdamDriftR
New_Gmob_Amsterdam1R_Short	阿姆斯特丹漂流 R
New_Gmob_Amsterdam1RX	阿姆斯特丹漂流 RX
New_Gmob_Amsterdam1RX_HashTag	AmsterdamDriftRT
New_Gmob_Amsterdam1RX_Short	阿姆斯特丹漂流 RX
New_Gmob_Amsterdam1X	阿姆斯特丹漂流 X
New_Gmob_Amsterdam1X_HashTag	AmsterdamDriftT
New_Gmob_Amsterdam1X_Short	阿姆斯特丹漂流 X
New_Gmob_Amsterdam2	阿姆斯特丹漂流 2
New_Gmob_Amsterdam2_HashTag	AmsterdamDrift2
New_Gmob_Amsterdam2_Short	阿姆斯特丹漂流 2
New_Gmob_Amsterdam2R	阿姆斯特丹漂流 2R
New_Gmob_Amsterdam2R_HashTag	AmsterdamDrift2R
New_Gmob_Amsterdam2R_Short	阿姆斯特丹漂流 2R
New_Gmob_Amsterdam2RX	阿姆斯特丹漂流 2RX
New_Gmob_Amsterdam2RX_HashTag	AmsterdamDrift2RT
New_Gmob_Amsterdam2RX_Short	阿姆斯特丹漂流 2RX
New_Gmob_Amsterdam2X	阿姆斯特丹漂流 2X
New_Gmob_Amsterdam2X_HashTag	AmsterdamDrift2T
New_Gmob_Amsterdam2X_Short	阿姆斯特丹漂流 2X
New_Gmob_Amsterdam3	阿姆斯特丹漂流 3
New_Gmob_Amsterdam3_HashTag	AmsterdamDrift3
New_Gmob_Amsterdam3_Short	阿姆斯特丹漂流 3
New_Gmob_Amsterdam3R	阿姆斯特丹漂流 3R
New_Gmob_Amsterdam3R_HashTag	AmsterdamDrift3R
New_Gmob_Amsterdam3R_Short	阿姆斯特丹漂流 3R
New_Gmob_Amsterdam3RX	阿姆斯特丹漂流 3RX
New_Gmob_Amsterdam3RX_HashTag	AmsterdamDrift3RT
New_Gmob_Amsterdam3RX_Short	阿姆斯特丹漂流 3RX
New_Gmob_Amsterdam3X	阿姆斯特丹漂流 3X
New_Gmob_Amsterdam3X_HashTag	AmsterdamDrift3T
New_Gmob_Amsterdam3X_Short	阿姆斯特丹漂流 3X
New_Gmob_Bangkok1	曼谷飆速
New_Gmob_Bangkok1_HashTag	BangkokRush
New_Gmob_Bangkok1_Short	曼谷飆速
New_Gmob_Bangkok1R	曼谷飆速 R
New_Gmob_Bangkok1R_HashTag	BangkokRushR
New_Gmob_Bangkok1R_Short	曼谷飆速 R
New_Gmob_Bangkok1RX	曼谷飆速 RX
New_Gmob_Bangkok1RX_HashTag	BangkokRushRT
New_Gmob_Bangkok1RX_Short	曼谷飆速 RX
New_Gmob_Bangkok1X	曼谷飆速 X
New_Gmob_Bangkok1X_HashTag	BangkokRushT
New_Gmob_Bangkok1X_Short	曼谷飆速 X
New_Gmob_Berlin1	柏林小道
New_Gmob_Berlin1_HashTag	BerlinByways
New_Gmob_Berlin1_Short	柏林小道
New_Gmob_Berlin1R	柏林小道 R
New_Gmob_Berlin1R_HashTag	BerlinBywaysR
New_Gmob_Berlin1R_Short	柏林小道 R
New_Gmob_Berlin1X	柏林小道 X
New_Gmob_Berlin1X_HashTag	BerlinBywaysT
New_Gmob_Berlin1X_Short	柏林小道 X
