0.msbt
ActionScore_AvoidKouraB	トゲゾーかいひ！
Classic_G3ds_ToadCircuitRX_HashTag	3DSキノピオサーキットRX
Classic_G3ds_ToadCircuitRX_Short	キノピオサーキット RX
Classic_G3ds_ToadCircuitX	3DS キノピオサーキット X
Classic_G3ds_ToadCircuitX_HashTag	3DSキノピオサーキットX
Classic_G3ds_ToadCircuitX_Short	キノピオサーキット X
Classic_G3ds_WarioShip	3DS ワリオシップ
Classic_G3ds_WarioShip_HashTag	3DSワリオシップ
Classic_G3ds_WarioShip_Short	ワリオシップ
Classic_G3ds_WarioShipR	3DS ワリオシップ R
Classic_G3ds_WarioShipR_HashTag	3DSワリオシップR
Classic_G3ds_WarioShipR_Short	ワリオシップ R
Classic_G3ds_WarioShipRX	3DS ワリオシップ RX
Classic_G3ds_WarioShipRX_HashTag	3DSワリオシップRX
Classic_G3ds_WarioShipRX_Short	ワリオシップ RX
Classic_G3ds_WarioShipX	3DS ワリオシップ X
Classic_G3ds_WarioShipX_HashTag	3DSワリオシップX
Classic_G3ds_WarioShipX_Short	ワリオシップ X
Classic_Gagb_BooLake	GBA テレサレイク
Classic_Gagb_BooLake_HashTag	GBAテレサレイク
Classic_Gagb_BooLake_Short	テレサレイク
Classic_Gagb_BooLakeR	GBA テレサレイク R
Classic_Gagb_BooLakeR_HashTag	GBAテレサレイクR
Classic_Gagb_BooLakeR_Short	テレサレイク R
Classic_Gagb_BooLakeRX	GBA テレサレイク RX
Classic_Gagb_BooLakeRX_HashTag	GBAテレサレイクRX
Classic_Gagb_BooLakeRX_Short	テレサレイク RX
Classic_Gagb_BooLakeX	GBA テレサレイク X
Classic_Gagb_BooLakeX_HashTag	GBAテレサレイクX
Classic_Gagb_BooLakeX_Short	テレサレイク X
Classic_Gagb_BowserCastle1	GBA クッパキャッスル 1
Classic_Gagb_BowserCastle1_HashTag	GBAクッパキャッスル1
Classic_Gagb_BowserCastle1_Short	クッパキャッスル 1
Classic_Gagb_BowserCastle1R	GBA クッパキャッスル 1R
Classic_Gagb_BowserCastle1R_HashTag	GBAクッパキャッスル1R
Classic_Gagb_BowserCastle1R_Short	クッパキャッスル 1R
Classic_Gagb_BowserCastle1RX	GBA クッパキャッスル 1RX
Classic_Gagb_BowserCastle1RX_HashTag	GBAクッパキャッスル1RX
Classic_Gagb_BowserCastle1RX_Short	クッパキャッスル 1RX
Classic_Gagb_BowserCastle1X	GBA クッパキャッスル 1X
Classic_Gagb_BowserCastle1X_HashTag	GBAクッパキャッスル1X
Classic_Gagb_BowserCastle1X_Short	クッパキャッスル 1X
Classic_Gagb_BowserCastle2	GBA クッパキャッスル 2
Classic_Gagb_BowserCastle2_HashTag	GBAクッパキャッスル2
Classic_Gagb_BowserCastle2_Short	クッパキャッスル 2
Classic_Gagb_BowserCastle2R	GBA クッパキャッスル 2R
Classic_Gagb_BowserCastle2R_HashTag	GBAクッパキャッスル2R
Classic_Gagb_BowserCastle2R_Short	クッパキャッスル 2R
Classic_Gagb_BowserCastle2RX	GBA クッパキャッスル 2RX
Classic_Gagb_BowserCastle2RX_HashTag	GBAクッパキャッスル2RX
Classic_Gagb_BowserCastle2RX_Short	クッパキャッスル 2RX
Classic_Gagb_BowserCastle2X	GBA クッパキャッスル 2X
Classic_Gagb_BowserCastle2X_HashTag	GBAクッパキャッスル2X
Classic_Gagb_BowserCastle2X_Short	クッパキャッスル 2X
Classic_Gagb_BowserCastle3	GBA クッパキャッスル 3
Classic_Gagb_BowserCastle3_HashTag	GBAクッパキャッスル3
Classic_Gagb_BowserCastle3_Short	クッパキャッスル 3
Classic_Gagb_BowserCastle3R	GBA クッパキャッスル 3R
Classic_Gagb_BowserCastle3R_HashTag	GBAクッパキャッスル3R
Classic_Gagb_BowserCastle3R_Short	クッパキャッスル 3R
Classic_Gagb_BowserCastle3RX	GBA クッパキャッスル 3RX
Classic_Gagb_BowserCastle3RX_HashTag	GBAクッパキャッスル3RX
Classic_Gagb_BowserCastle3RX_Short	クッパキャッスル 3RX
Classic_Gagb_BowserCastle3X	GBA クッパキャッスル 3X
Classic_Gagb_BowserCastle3X_HashTag	GBAクッパキャッスル3X
Classic_Gagb_BowserCastle3X_Short	クッパキャッスル 3X
Classic_Gagb_CheepCheepIsland	GBA プクプクアイランド
Classic_Gagb_CheepCheepIsland_HashTag	GBAプクプクアイランド
Classic_Gagb_CheepCheepIsland_Short	プクプクアイランド
Classic_Gagb_CheepCheepIslandR	GBA プクプクアイランド R
Classic_Gagb_CheepCheepIslandR_HashTag	GBAプクプクアイランドR
Classic_Gagb_CheepCheepIslandR_Short	プクプクアイランド R
Classic_Gagb_CheepCheepIslandRX	GBA プクプクアイランド RX
Classic_Gagb_CheepCheepIslandRX_HashTag	GBAプクプクアイランドRX
Classic_Gagb_CheepCheepIslandRX_Short	プクプクアイランド RX
Classic_Gagb_CheepCheepIslandX	GBA プクプクアイランド X
Classic_Gagb_CheepCheepIslandX_HashTag	GBAプクプクアイランドX
Classic_Gagb_CheepCheepIslandX_Short	プクプクアイランド X
Classic_Gagb_RiverSidePark	GBA リバーサイドパーク
Classic_Gagb_RiverSidePark_HashTag	GBAリバーサイドパーク
Classic_Gagb_RiverSidePark_Short	リバーサイドパーク
Classic_Gagb_RiverSideParkR	GBA リバーサイドパーク R
Classic_Gagb_RiverSideParkR_HashTag	GBAリバーサイドパークR
Classic_Gagb_RiverSideParkR_Short	リバーサイドパーク R
Classic_Gagb_RiverSideParkRX	GBA リバーサイドパーク RX
Classic_Gagb_RiverSideParkRX_HashTag	GBAリバーサイドパークRX
Classic_Gagb_RiverSideParkRX_Short	リバーサイドパーク RX
Classic_Gagb_RiverSideParkX	GBA リバーサイドパーク X
Classic_Gagb_RiverSideParkX_HashTag	GBAリバーサイドパークX
Classic_Gagb_RiverSideParkX_Short	リバーサイドパーク X
Classic_Gagb_SkyGarden	GBA スカイガーデン
Classic_Gagb_SkyGarden_HashTag	GBAスカイガーデン
Classic_Gagb_SkyGarden_Short	スカイガーデン
Classic_Gagb_SkyGardenR	GBA スカイガーデン R
Classic_Gagb_SkyGardenR_HashTag	GBAスカイガーデンR
Classic_Gagb_SkyGardenR_Short	スカイガーデン R
Classic_Gagb_SkyGardenRX	GBA スカイガーデン RX
Classic_Gagb_SkyGardenRX_HashTag	GBAスカイガーデンRX
Classic_Gagb_SkyGardenRX_Short	スカイガーデン RX
Classic_Gagb_SkyGardenX	GBA スカイガーデン X
Classic_Gagb_SkyGardenX_HashTag	GBAスカイガーデンX
Classic_Gagb_SkyGardenX_Short	スカイガーデン X
Classic_Gagb_SnowLand	GBA スノーランド
Classic_Gagb_SnowLand_HashTag	GBAスノーランド
Classic_Gagb_SnowLand_Short	スノーランド
Classic_Gagb_SnowLandR	GBA スノーランド R
Classic_Gagb_SnowLandR_HashTag	GBAスノーランドR
Classic_Gagb_SnowLandR_Short	スノーランド R
Classic_Gagb_SnowLandRX	GBA スノーランド RX
Classic_Gagb_SnowLandRX_HashTag	GBAスノーランドRX
Classic_Gagb_SnowLandRX_Short	スノーランド RX
Classic_Gagb_SnowLandX	GBA スノーランド X
Classic_Gagb_SnowLandX_HashTag	GBAスノーランドX
Classic_Gagb_SnowLandX_Short	スノーランド X
Classic_Gagb_SunsetWilds	GBA サンセットこうや
Classic_Gagb_SunsetWilds_HashTag	GBAサンセットこうや
Classic_Gagb_SunsetWilds_Short	サンセットこうや
Classic_Gagb_SunsetWildsR	GBA サンセットこうや R
Classic_Gagb_SunsetWildsR_HashTag	GBAサンセットこうやR
Classic_Gagb_SunsetWildsR_Short	サンセットこうや R
Classic_Gagb_SunsetWildsRX	GBA サンセットこうや RX
Classic_Gagb_SunsetWildsRX_HashTag	GBAサンセットこうやRX
Classic_Gagb_SunsetWildsRX_Short	サンセットこうや RX
Classic_Gagb_SunsetWildsX	GBA サンセットこうや X
Classic_Gagb_SunsetWildsX_HashTag	GBAサンセットこうやX
Classic_Gagb_SunsetWildsX_Short	サンセットこうや X
Classic_Gds_DKPass	DS DKスノーマウンテン
Classic_Gds_DKPass_HashTag	DSDKスノーマウンテン
Classic_Gds_DKPass_Short	DKスノーマウンテン
Classic_Gds_DKPassR	DS DKスノーマウンテン R
Classic_Gds_DKPassR_HashTag	DSDKスノーマウンテンR
Classic_Gds_DKPassR_Short	DKスノーマウンテン R
Classic_Gds_DKPassRX	DS DKスノーマウンテン RX
Classic_Gds_DKPassRX_HashTag	DSDKスノーマウンテンRX
Classic_Gds_DKPassRX_Short	DKスノーマウンテン RX
Classic_Gds_DKPassX	DS DKスノーマウンテン X
Classic_Gds_DKPassX_HashTag	DSDKスノーマウンテンX
Classic_Gds_DKPassX_Short	DKスノーマウンテン X
Classic_Gds_KillerShip	DS キラーシップ
Classic_Gds_KillerShip_HashTag	DSキラーシップ
Classic_Gds_KillerShip_Short	キラーシップ
Classic_Gds_KillerShipR	DS キラーシップ R
Classic_Gds_KillerShipR_HashTag	DSキラーシップR
Classic_Gds_KillerShipR_Short	キラーシップ R
Classic_Gds_KillerShipRX	DS キラーシップ RX
Classic_Gds_KillerShipRX_HashTag	DSキラーシップRX
Classic_Gds_KillerShipRX_Short	キラーシップ RX
Classic_Gds_KillerShipX	DS キラーシップ X
Classic_Gds_KillerShipX_HashTag	DSキラーシップX
Classic_Gds_KillerShipX_Short	キラーシップ X
Classic_Gds_LuigiMansion	DS ルイージマンション
Classic_Gds_LuigiMansion_HashTag	DSルイージマンション
Classic_Gds_LuigiMansion_Short	ルイージマンション
Classic_Gds_LuigiMansionR	DS ルイージマンション R
Classic_Gds_LuigiMansionR_HashTag	DSルイージマンションR
Classic_Gds_LuigiMansionR_Short	ルイージマンション R
Classic_Gds_LuigiMansionRX	DS ルイージマンション RX
Classic_Gds_LuigiMansionRX_HashTag	DSルイージマンションRX
Classic_Gds_LuigiMansionRX_Short	ルイージマンション RX
Classic_Gds_LuigiMansionX	DS ルイージマンション X
Classic_Gds_LuigiMansionX_HashTag	DSルイージマンションX
Classic_Gds_LuigiMansionX_Short	ルイージマンション X
Classic_Gds_PeachGarden	DS ピーチガーデン
Classic_Gds_PeachGarden_HashTag	DSピーチガーデン
Classic_Gds_PeachGarden_Short	ピーチガーデン
Classic_Gds_PeachGardenR	DS ピーチガーデン R
Classic_Gds_PeachGardenR_HashTag	DSピーチガーデンR
Classic_Gds_PeachGardenR_Short	ピーチガーデン R
Classic_Gds_PeachGardenRX	DS ピーチガーデン RX
Classic_Gds_PeachGardenRX_HashTag	DSピーチガーデンRX
Classic_Gds_PeachGardenRX_Short	ピーチガーデン RX
Classic_Gds_PeachGardenX	DS ピーチガーデン X
Classic_Gds_PeachGardenX_HashTag	DSピーチガーデンX
Classic_Gds_PeachGardenX_Short	ピーチガーデン X
Classic_Gds_WaluigiPinball	DS ワルイージピンボール
Classic_Gds_WaluigiPinball_HashTag	DSワルイージピンボール
Classic_Gds_WaluigiPinball_Short	ワルイージピンボール
Classic_Gds_WaluigiPinballR	DS ワルイージピンボール R
Classic_Gds_WaluigiPinballR_HashTag	DSワルイージピンボールR
Classic_Gds_WaluigiPinballR_Short	ワルイージピンボール R
Classic_Gds_WaluigiPinballRX	DS ワルイージピンボール RX
Classic_Gds_WaluigiPinballRX_HashTag	DSワルイージピンボールRX
Classic_Gds_WaluigiPinballRX_Short	ワルイージピンボール RX
Classic_Gds_WaluigiPinballX	DS ワルイージピンボール X
Classic_Gds_WaluigiPinballX_HashTag	DSワルイージピンボールX
Classic_Gds_WaluigiPinballX_Short	ワルイージピンボール X
Classic_Ggc_BabyPark	GC ベビィパーク
Classic_Ggc_BabyPark_HashTag	GCベビィパーク
Classic_Ggc_BabyPark_Short	ベビィパーク
Classic_Ggc_BabyParkR	GC ベビィパーク R
Classic_Ggc_BabyParkR_HashTag	GCベビィパークR
Classic_Ggc_BabyParkR_Short	ベビィパーク R
Classic_Ggc_BabyParkRX	GC ベビィパーク RX
Classic_Ggc_BabyParkRX_HashTag	GCベビィパークRX
Classic_Ggc_BabyParkRX_Short	ベビィパーク RX
Classic_Ggc_BabyParkX	GC ベビィパーク X
Classic_Ggc_BabyParkX_HashTag	GCベビィパークX
Classic_Ggc_BabyParkX_Short	ベビィパーク X
Classic_Ggc_DaisyCruiser	GC デイジークルーザー
Classic_Ggc_DaisyCruiser_HashTag	GCデイジークルーザー
Classic_Ggc_DaisyCruiser_Short	デイジークルーザー
Classic_Ggc_DaisyCruiserR	GC デイジークルーザー R
Classic_Ggc_DaisyCruiserR_HashTag	GCデイジークルーザーR
Classic_Ggc_DaisyCruiserR_Short	デイジークルーザー R
Classic_Ggc_DaisyCruiserX	GC デイジークルーザー X
Classic_Ggc_DaisyCruiserX_HashTag	GCデイジークルーザーX
Classic_Ggc_DaisyCruiserX_Short	デイジークルーザー X
