CheckSaveData.msbt
CreateFile	正在创建{c[dc000d]}保存数据{c[000000]}，\n请稍等片刻。
BonusTextNetwork	通过{c[dc000d]}联机奖励{c[000000]}能获得的{c[dc000d]}经验值{c[000000]}增加了！
BonusTextExpBallWithNetwork	而且通过{c[dc000d]}经验值球{c[000000]}所获得的{c[dc000d]}经验值{c[000000]}提升为2倍！
BonusTextMiniExpBallWithNetwork	而且通过{c[dc000d]}迷你经验值球{c[000000]}所获得的{c[dc000d]}经验值{c[000000]}提升为1.5倍！
BonusTextExpBall	通过{c[dc000d]}经验值球{c[000000]}所获得的{c[dc000d]}经验值{c[000000]}变成2倍！
BonusTextMiniExpBall	通过{c[dc000d]}迷你经验值球{c[000000]}所获得的{c[dc000d]}经验值{c[000000]}变成1.5倍！
LevelUpMotivation	{c[dc000d]}干劲{c[000000]}已提升\x0e\x02\x01\0，并且完全回复了！
MaterialFlame	炎之碎片
MaterialWater	水之碎片
MaterialLight	光之碎片
MaterialTicket_00	稀有碎片
MaterialApple	苹果宝石
SupportHP	体力药
SupportAttack	攻击药
SupportExp	经验值球
SupportMiniExp	迷你经验值球
ResultReward	获得了{c[dc000d]}奖赏{c[000000]}！
ResultEquipmentReward	现在能购买{c[dc000d]}稀有\x0e\x02\x01\0{c[000000]}装备了！
ResultEquipmentZPowerUp	现在能对{c[dc000d]}稀有\x0e\x02\x01\0{c[000000]}装备进行DX强化了！
ResultEquipmentSZPowerUp	现在能对{c[dc000d]}稀有\x0e\x02\x01\0{c[000000]}装备进行SDX强化了！
ResultTicketReward	竟然获得了{c[dc000d]}稀有碎片{c[000000]}！
LuckyBoxOpen	打开{c[dc000d]}幸运箱{c[000000]}！
SupportItemPresent	获得了{c[dc000d]}辅助道具{c[000000]}！
LoseItemPresent	出乎意料！收到了来自小镇居民们的{c[dc000d]}声援{c[000000]}！
ItemMaxFirst	目前道具{c[dc000d]}已满{c[000000]}，无法持有更多。\n请多多使用道具吧。
ItemMaxMark	MAX
NextWindowBtn1	进行相同的探索
NextWindowBtn2	进行不同的探索
NextWindowBtn3	进行委托配对的探索
NextWindowBtn4	前往小镇
NextWindowBtn5	解散
LevelCapRaised	由于勇者级别提高，\n{c[dc000d]}最大等级{c[000000]}也提升了！\n现在能够将等级提升至\x0e\x02\x01\0！
LevelCapRaisedMax	由于勇者级别提高，\n{c[dc000d]}最大等级{c[000000]}也提升了！\n现在能够将等级提升至\n{c[dc000d]}最大等级{c[000000]}的最终上限了！
OpenNewStamp	能够购买图章{c[dc000d]}\x0e\x02\x0f\0{c[000000]}了！
OpenNewYYQuest	追加了全新的{c[dc000d]}热闹探索{c[000000]}！
ReachMaxLevelDlog	已升至{c[dc000d]}最大等级{c[000000]}。\n勇者级别成长至\x0e\x02\x01\0后，\n{c[dc000d]}最大等级{c[000000]}也会提升。
ReachMaxLevelInfo	达成勇者任务，\n提升{c[ff4b32]}最大等级{c[000000]}吧！
ReachMaxLevelInfo2	再达成{c[dc000d]}\x0e\x02\x01\0个{c[000000]}勇者任务吧！
NextRankTime1	\x0e\x02\x01\0:\x0e\x02\x01\0\x0e\x16\0\0\x0e\x02\x01\0即可获得白银级别
NextRankTime2	\x0e\x02\x01\0:\x0e\x02\x01\0\x0e\x16\0\0\x0e\x02\x01\0即可获得黄金级别
NextRankTime3	\x0e\x02\x01\0:\x0e\x02\x01\0\x0e\x16\0\0\x0e\x02\x01\0即可获得白金级别
ComplatePlatinam	白金完成！
ComplateMission	任务完成！
MelonStep.msbt
LivePinch	\x0e\x17\0\0\x0e\x02\x02\0\x0f\x17\0陷入危机了！
LiveDeath	\x0e\x17\0\0\x0e\x02\x02\0\x0f\x17\0力竭倒下了……
LiveRevive	\x0e\x17\0\0\x0e\x02\x02\0\x0f\x17\0复活了！
LiveRecovery	被\x0e\x17\0\0\x0e\x02\x02\0\x0f\x17\0用嘴喂食后回复了！
LiveEnemyAppear	\x0e\x02\x02\0出现了！
LiveEnemyAnger	\x0e\x02\x02\0生气了……！
LiveEnemyAnger2	\x0e\x02\x02\0解放力量了……！
LiveEliminate	差一点点就能打败了！
LiveAttack	\x0e\x17\0\0\x0e\x02\x02\0\x0f\x17\0的攻击炸裂了！
LiveHealingArea	\x0e\x17\0\0\x0e\x02\x02\0\x0f\x17\0制造了治愈地带！
LiveWaveShot	\x0e\x17\0\0\x0e\x02\x02\0\x0f\x17\0的时间光束命中了！
LiveTimeStop	\x0e\x17\0\0\x0e\x02\x02\0\x0f\x17\0暂停了敌人的时间！
LivePay	\x0e\x17\0\0\x0e\x02\x02\0\x0f\x17\0使用了苹果宝石！
LiveLithographAppear	第\x0e\x02\x01\0个石板出现了！
LiveLithographLost	有1个石板消失了……
LiveLithographEverything	集齐所有石板了！
LiveMeteorSmash	使用好友陨石造成了巨大伤害！
QTEProdText	在移动到正中间时停止吧！
QTECountDownText	还剩下
QTEResultText01	完美！！
QTEResultText02	优秀！
QTEResultText03	很好！
QTEResultText04	不佳
QTEResultText05	失败……
TipsGameOverEquipmentHeaderText	当无法获胜时，就购买新的装备吧！
TipsGameOverEquipmentBodyText	当无法获胜时，\n就前往{c[ffde00]}杂货店{c[000000]}购买更强的{c[ffde00]}武器{c[000000]}和{c[ffde00]}防具{c[000000]}吧！
TipsGameOverLevelUpHeaderText	当无法获胜时，就先提升等级吧！
TipsGameOverLevelUpBodyText	当无法获胜时，\n就先挑战其他探索{c[ffde00]}提升等级吧！{c[000000]}
TipsGameOverJobBalanceHeaderText	致胜关键在于队伍的平衡性！
TipsGameOverJobBalanceBodyText	辅助与攻击间的平衡十分重要！\n仔细思考队伍内的{c[ffde00]}职业平衡{c[000000]}吧！
TipsGameOverGuardHeaderText	使用防御吧！
TipsGameOverGuardBodyText	碰到难以闪躲的攻击，\n就按下\x0e\x04\t\x02`\0/\x0e\x04\n\x02a\0，用{c[ffde00]}防御{c[000000]}来减轻伤害！
TipsGameOverBetterLevelHeaderText	探索的推荐等级
TipsGameOverBetterLevelBodyText	每个探索都有各自的{c[ffde00]}推荐等级{c[000000]}！\n难以取胜的时候，就先提升自己的等级吧！
TipsGameOverTravellerHeaderText	呼叫旅人吧！
TipsGameOverTravellerBodyText	敲响旅人之钟呼叫旅人吧！\n说不定会有其他玩家或好友前来助阵？
TipsGameOverFlyEnemySwordHeaderText	英雄利剑与在空中飞舞的敌人
TipsGameOverFlyEnemySwordBodyText	按下\x0e\x04\x17\x02Ä\0+\x0e\x04\x06\x022\0，\n使出{c[ffde00]}飞升斩{c[000000]}来攻击{c[ffde00]}空中的敌人{c[000000]}！
TipsGameOverFlyEnemyDoctorHeaderText	治愈医生与在空中飞舞的敌人
TipsGameOverFlyEnemyDoctorBodyText	按下\x0e\x04\x17\x02Ä\0+\x0e\x04\x06\x022\0，\n使出{c[ffde00]}药剂喷雾{c[000000]}来攻击{c[ffde00]}空中的敌人{c[000000]}！
TipsGameOverGoWaiwaiHeaderText	和别人一起游玩
TipsGameOverGoWaiwaiBodyText	在热闹探索中无法获胜的时候，\n就用{c[ffde00]}线上{c[000000]}或{c[ffde00]}本地联机{c[000000]}一起游玩吧！
TipsGameOverGoStoryHeaderText	和别人一起游玩故事探索吧
TipsGameOverGoStoryBodyText	在故事探索中无法获胜的时候，\n就用{c[ffde00]}分享游玩功能{c[000000]}和别人一起游玩吧！
NetQuestCancelCommand	\x0e\x04\x12\x02\x95\0/\x0e\x04\x11\x02\x94\0+\x0e\x04\t\x02`\0
NetQuestCancelText	退出探索
CheckContinueText	要使用{c[dc000d]}\x0e\x02\x01\0个{c[000000]}苹果宝石\n{c[dc000d]}复活{c[000000]}所有人吗？
CheckTimeUpContinueText	{s[100]}要使用{c[dc000d]}\x0e\x02\x01\0个{c[000000]}苹果宝石\n延长30秒{c[dc000d]}剩余时间{c[000000]}吗？{s[100]}
LiveRareMaterialAppear	敌人掉落了稀有碎片！
LiveRareMaterialAppear_00	敌人掉落了幸运箱！
LiveRareMaterialBreak	打破稀有碎片的防护罩吧！
LiveRareMaterialBreak_00	打破幸运箱的防护罩吧！
LiveRareMaterialGet	获得了稀有碎片！
LiveRareMaterialGet_00	获得了幸运箱！
LiveRareMaterialLost	稀有碎片消失了……
LiveRareMaterialLost_00	幸运箱消失了……
SupportExpUpNotification	经验值2倍的探索！
SupportMiniExpUpNotification	经验值1.5倍的探索！
PauseButtonTitle	暂停
instWindow_01	按\x0e\x04\x06\x022\0进行{c[dc000d]}攻击！{c[000000]}
instWindow_02	按\x0e\x04\t\x02`\0或\x0e\x04\n\x02a\0进行{c[dc000d]}防御！{c[000000]}
instWindow_03	按\x0e\x04\x05\x021\0进行{c[dc000d]}跳跃！{c[000000]}
pauseInfo	\x0e\x04\x12\x02\x95\0/\x0e\x04\x11\x02\x94\0暂停（操作说明）
pinchIcon	危机!
helpIcon	HELP!
MelonTown.msbt
BalloonShop	\x0e\x04\x17\x02Ä\0杂货店
BalloonQuestBoard	\x0e\x04\x17\x02Ä\0探索
BalloonTree	\x0e\x04\x17\x02Ä\0采摘
BalloonTreeTutorial	\x0e\x04\x17\x02Ä\0对话
BalloonAmiiboStatue	\x0e\x04\x17\x02Ä\0amiibo
BalloonWatchwordTemple	\x0e\x04\x17\x02Ä\0暗号
BalloonTraveler	\x0e\x04\x17\x02Ä\0\x0e\x17\0\0\x0e\x02\x02\0 \x0f\x17\0
BalloonBell	\x0e\x04\x17\x02Ä\0旅人之钟
BalloonTreeLevel	树等级 \x0e\x02\x01\0
MessageTreeCrop	你要{c[dc000d]}采摘苹果宝石{c[000000]}，对吧！
MessageTreeCropAfter01	接下来要等{c[dc000d]}\x0e\x02\x01\0小时{c[000000]}才能{c[dc000d]}采摘{c[000000]}。\n路上小心！
MessageTreeCropAfter02	快要能{c[dc000d]}采摘{c[000000]}\n下一次的{c[dc000d]}苹果宝石{c[000000]}啦！
MessageTreeNextCrop01	好像要等{c[dc000d]}\x0e\x02\x01\0小时{c[000000]}\n才能{c[dc000d]}采摘苹果宝石{c[000000]}。
MessageTreeNextCrop02	好像要等{c[dc000d]}\x0e\x02\x01\0分钟{c[000000]}\n才能{c[dc000d]}采摘苹果宝石{c[000000]}。
MessageTreeNextCrop03	{c[dc000d]}苹果宝石{c[000000]}\n好像就快要结果了！\x0e\0\x04\0先去{c[dc000d]}买东西{c[000000]}或是进行{c[dc000d]}探索{c[000000]}，\n回来的时候或许就能{c[dc000d]}采摘{c[000000]}了！
MessageTreeNotifyLevel	这是我偷偷听到的消息……\x0e\0\x04\0据说只要达成{c[dc000d]}勇者任务{c[000000]}，\n就能获得{c[dc000d]}奖赏{c[000000]}。\x0e\0\x04\0听说能够在探索{c[dc000d]}出击前{c[000000]}或{c[dc000d]}人物简介{c[000000]}中\n确认这些任务。\x0e\0\x04\0我也好想要奖赏啊……
MessageTreeNotifyTree	这是我偷偷听到的消息……\x0e\0\x04\0只要购买{c[dc000d]}苹果宝石{c[000000]}，树就会成长，\n能够采摘的苹果数量也会{c[dc000d]}增加{c[000000]}。\x0e\0\x04\0好像再买{c[dc000d]}\x0e\x02\x01\0个{c[000000]}，树就会成长！
MessageTreeNotifyScreenShot	这是我偷偷听到的消息……\x0e\0\x04\0听说按\x0e\x04\x10\x02\x91\0\n能够拍摄{c[dc000d]}游戏画面{c[000000]}。\x0e\0\x04\0我也要拍下很多{c[dc000d]}照片{c[000000]}给大家看！
MessageTreeNotifyTraveller	这是我偷偷听到的消息……\x0e\0\x04\0只要敲响{c[dc000d]}旅人之钟{c[000000]}，\nNintendo Switch的{c[dc000d]}好友{c[000000]}就有可能造访。\x0e\0\x04\0大家会装备什么样的{c[dc000d]}武器{c[000000]}和{c[dc000d]}防具{c[000000]}呢……？\n真让人在意！
MessageTreeStepup01	{s[150]}快看快看！{s[100]}\x0e\0\x04\0多亏你买了{c[dc000d]}苹果宝石{c[000000]}，\n{c[dc000d]}树{c[000000]}才能长大！\x0e\0\x04\0也因为这样，\n可{c[dc000d]}采摘{c[000000]}的数量变多了！\x0e\0\x04\0来，请收下吧！
MessageTreeClear02	卡比，欢迎回来！\x0e\0\x04\0{c[dc000d]}斗篷魔法师{c[000000]}……还有{c[dc000d]}远古英雄{c[000000]}都消失了……\n看来这次世界真的恢复了{c[dc000d]}和平{c[000000]}！\x0e\0\x04\0你一定经历了\n千难万险吧……\x0e\0\x04\0你为了大家\n努力奋战至今，\x0e\0\x04\0我实在是感激不尽！\x0e\0\x04\0你活跃的表现\n一定会成为{c[dc000d]}这个世界的传说{c[000000]}哦！\x0e\0\x04\0真的很谢谢你，卡比！\x0e\0\x04\0啊，话说回来……\x0e\0\x04\0似乎{c[dc000d]}追加{c[000000]}了\n全新的{c[dc000d]}热闹探索{c[000000]}哦！\x0e\0\x04\0如果你想追求更高的目标，\n或许尝试挑战一下也不错哦？\x0e\0\x04\0你一定能够跨越难关！\x0e\0\x04\0我会为你加油的，{c[dc000d]}卡比{c[000000]}！
MessageTreeLevelMax	{s[150]}快看快看！{s[100]}\x0e\0\x04\0多亏你买了{c[dc000d]}苹果宝石{c[000000]}，\n{c[dc000d]}树{c[000000]}才会长得这么高大！\x0e\0\x04\0这棵{c[dc000d]}树的大小{c[000000]}……是不是很惊人啊？\x0e\0\x04\0{c[dc000d]}成长{c[000000]}得如此枝繁叶茂，\n似乎已经没法再长大了！\x0e\0\x04\0树能长得这么高大，\n我真的很开心！{c[dc000d]}卡比{c[000000]}！\x0e\0\x04\0现在一次能够采摘\n{c[dc000d]}非～常多{c[000000]}的{c[dc000d]}苹果宝石{c[000000]}！\x0e\0\x04\0虽然就算继续购买苹果宝石，{c[dc000d]}\n树也不会再长大{c[000000]}了……\x0e\0\x04\0但这棵树会{c[dc000d]}继续结出{c[000000]}比以往更多的苹果宝石，\n所以请尽情{c[dc000d]}采摘{c[000000]}吧！
MessageShopNormal01	欢迎光临！\x0e\0\x04\0你的{c[dc000d]}朋友{c[000000]}也能装备你购买的{c[dc000d]}武器{c[000000]}或{c[dc000d]}防具{c[000000]}哦！\n希望你能备全{c[dc000d]}装备，{c[000000]}这也是为了你的{c[dc000d]}朋友{c[000000]}啊。
MessageShopNormal02	欢迎光临！\x0e\0\x04\0好像只要再买{c[dc000d]}\x0e\x02\x01\0个苹果宝石{c[000000]}，\n树就会成长哦！
MessageShopNormal03	你好呀，卡比！\x0e\0\x04\0要不要买点\n能够帮上忙的{c[dc000d]}辅助道具{c[000000]}啊？
MessageShopNormal05	我的{c[dc000d]}杂货店{c[000000]}在{c[dc000d]}噗噗噗王国{c[000000]}当中\n也是首屈一指的哦！\x0e\0\x04\0请你慢慢逛吧！
MessageShopNormal06	欢迎光临，卡比！\n欢迎来到{c[dc000d]}杂货店{c[000000]}！
MessageShopNormal07	你好呀，卡比！\x0e\0\x04\0为了将你的心情传达给同伴，\n试着购买个{c[dc000d]}图章{c[000000]}如何呀？
MessageShopNormal09	欢迎光临，卡比！\x0e\0\x04\0好消息！你还没拥有的\n{c[dc000d]}武器{c[000000]}和{c[dc000d]}防具{c[000000]}正在{c[dc000d]}特卖中{c[000000]}哦！
MessageShopNormal10	欢迎光临，卡比！\x0e\0\x04\0好消息！{c[dc000d]}苹果宝石{c[000000]}正在{c[dc000d]}折扣特卖中{c[000000]}哦！\n请你慢慢逛吧！
MessageShopNormal11	欢迎光临，卡比！\x0e\0\x04\0今天有{c[dc000d]}苹果宝石赠礼{c[000000]}哦！\n请去苹果宝石的卖场领取吧！
MessageShopNormal08	欢迎光临，卡比！\x0e\0\x04\0好消息！{c[dc000d]}苹果宝石{c[000000]}正在{c[dc000d]}折扣特卖中{c[000000]}哦！\n请你慢慢逛吧！
MessageShopPowerUpZ	你好呀，卡比！\x0e\0\x04\0你购买的{c[dc000d]}武器{c[000000]}和{c[dc000d]}防具{c[000000]}，\n现在能够进行{c[dc000d]}强化{c[000000]}了！\x0e\0\x04\0名为{c[dc000d]}DX强化{c[000000]}！\x0e\0\x04\0不过并非所有的装备\n都能进行强化……\x0e\0\x04\0往后会逐渐增加能够进行{c[dc000d]}DX强化{c[000000]}的装备，\n所以请你继续通过更多探索吧！
MessageShopPowerUpSZ	你好呀，卡比！\x0e\0\x04\0好消息！你之前进行过{c[dc000d]}DX强化{c[000000]}的{c[dc000d]}武器{c[000000]}和{c[dc000d]}防具{c[000000]}，\n现在能够{c[dc000d]}提升更～多威力{c[000000]}了！\x0e\0\x04\0名为……{c[dc000d]}SDX强化{c[000000]}！！\x0e\0\x04\0嘿嘿嘿……请你务必要见识一下……\n威力十分惊人哦！\x0e\0\x04\0往后会逐渐增加能够进行{c[dc000d]}SDX强化{c[000000]}的装备，\n所以请你继续通过更多探索吧！
MessageShopMany01	卡比，\n看到你频繁光顾{c[dc000d]}杂货店{c[000000]}，我是很开心啦……\x0e\0\x04\0但你也差不多该去{c[dc000d]}探索{c[000000]}了吧？\x0e\0\x04\0不过我对{c[dc000d]}噗噗噗王国{c[000000]}的状况\n也没什么兴趣……\x0e\0\x04\0只要你能购买{c[dc000d]}店里的东西{c[000000]}，\n我也就无所谓啦！
MessageShopStepup01	太好啦！卡比！\n多亏你把{c[dc000d]}全部的装备{c[000000]}都买下来……\x0e\0\x04\0我的店才能变得这～么豪华！\x0e\0\x04\0真是太～感谢你了！\x0e\0\x04\0以后也要常来光顾我的店哦！\n{c[dc000d]}星之卡比{c[000000]}！
MessageShopStepup02	……太棒了，太棒了。\x0e\0\x04\0不愧是星之卡比。\x0e\0\x04\0竟然能把全部的装备……\n都{c[dc000d]}强化{c[000000]}完毕啦。\x0e\0\x04\0哦哦……\n这一刻终于来了……\x0e\0\x04\0没想到不只{c[dc000d]}DX强化{c[000000]}，居然连{c[dc000d]}SDX强化{c[000000]}都完成了。\n真是太～感谢你了。\x0e\0\x04\0这么一来，我就能成为所有杂货店的……\x0e\0\x04\0{s[150]}不！{s[100]}噗噗噗王国的……\x0e\0\x04\0{s[150]}不！！{s[100]}{c[dc000d]}全宇宙的统治者{c[000000]}……\x0e\0\x04\0………\x0e\0\x04\0……开玩笑的啦！哈～哈哈哈！\x0e\0\x04\0吓到你了吗？\x0e\0\x04\0真没想到你能给所有装备都进行{c[dc000d]}SDX强化{c[000000]}，\x0e\0\x04\0你啊，\n真的很～{c[dc000d]}了不起{c[000000]}呢！\x0e\0\x04\0我觉得我和你\n或许能成为{c[dc000d]}最好的朋友{c[000000]}。\x0e\0\x04\0今后也请多～多关照啦！\x0e\0\x04\0{c[dc000d]}星之卡比{c[000000]}！
MessageShopOut01	请多多光临我的{c[dc000d]}杂货店{c[000000]}哦！
MessageShopOut02	真的很感谢你经常光临本店！
MessageShopOut03	期待您的下次惠顾，卡比！
MessageShopMaxCharging	谢谢你，卡比！\x0e\0\x04\0多亏你买了\n这～么多的{c[dc000d]}苹果宝石{c[000000]}……\x0e\0\x04\0{c[dc000d]}苹果宝石树{c[000000]}已经成长得\n这么巨大无比了！\x0e\0\x04\0这么一来，距离我{c[dc000d]}实现野心{c[000000]}又更近一步了……\n呵呵呵！\x0e\0\x04\0我的心里真～的满满都是\n对你的{c[dc000d]}感谢之情{c[000000]}哦！
MessageTutorialQReq	初次见面！\x0e\0\x04\0你就是{c[dc000d]}卡比{c[000000]}吧！\x0e\0\x04\0能够让守护{c[dc000d]}噗噗噗王国{c[000000]}的{c[dc000d]}英雄{c[000000]}\n向自己报上名号，我感到十分光荣！\x0e\0\x04\0那么事不宜迟……\x0e\0\x04\0{c[dc000d]}盔角虫\n{c[000000]}突然在{c[dc000d]}海岸{c[000000]}开始肆虐……\x0e\0\x04\0真是令人伤透了脑筋……\x0e\0\x04\0希望你能为了王国打倒他们！\x0e\0\x04\0只要在左手边的{c[dc000d]}探索板{c[000000]}前按下\x0e\x04\x17\x02Ä\0，\n就能和{c[dc000d]}同伴{c[000000]}一起{c[dc000d]}出击{c[000000]}………\x0e\0\x04\0路上请注意安全哦！
MessageTutorialQReqReplay	在{c[dc000d]}探索板{c[000000]}前按下\x0e\x04\x17\x02Ä\0，\n就能够出击哦！
MessageTutorialQDone	欢迎回来～！\x0e\0\x04\0谢谢你帮忙收拾了{c[dc000d]}盔角虫{c[000000]}！\x0e\0\x04\0但是，还有{c[dc000d]}敌人正在肆虐{c[000000]}……\x0e\0\x04\0今后也要麻烦你帮忙了，{c[dc000d]}卡比{c[000000]}！\x0e\0\x04\0对了……\x0e\0\x04\0就在刚刚，\n{c[dc000d]}苹果宝石树成长{c[000000]}了！\x0e\0\x04\0因为已经能\n{c[dc000d]}采摘苹果宝石{c[000000]}了……\x0e\0\x04\0我要把那些都当成礼物送给你！
MessageTutorialQDone_1	对了对了！\x0e\0\x04\0{c[dc000d]}杂货店{c[000000]}的店主在叫你，\n请你去找他吧！
MessageTutorialQDone_2	{c[dc000d]}杂货店{c[000000]}的店主在叫你，\n请你去找他吧！
MessageTutorialMultiModeStart	欢迎回来，卡比！\x0e\0\x04\0好像增加了\n{c[dc000d]}全新类型的探索{c[000000]}。\x0e\0\x04\0这是一种名为{c[dc000d]}热闹探索{c[000000]}的超值探索，\n不管是{c[dc000d]}一个人还是和大家{c[000000]}，都能游玩！\x0e\0\x04\0请你先去{c[dc000d]}探索板{c[000000]}看看吧！
MessageTutorialSecondTown	欢迎回来，卡比！\n这里是{c[dc000d]}城堡外小镇{c[000000]}哦！\x0e\0\x04\0这景色……\n有种令人怀念的感觉呢……\x0e\0\x04\0不对不对！重要的是……\x0e\0\x04\0{c[dc000d]}斗篷男{c[000000]}似乎飞到\n这个小镇的附近了。\x0e\0\x04\0或许他已经在盘算什么坏事了……？\n请小心追上他，卡比！\x0e\0\x04\0……啊，说起来！\x0e\0\x04\0如果想回到{c[dc000d]}港口小镇{c[000000]}的时候，\n就在{c[dc000d]}小镇的边缘{c[000000]}持续按住\x0e\x04\x16\x02Ã\0/\x0e\x04\x14\x02Á\0吧！\x0e\0\x04\0这样一来，就可以在两个小镇之间\n自由来回了！
MessageTutorialShopPrepare	{c[dc000d]}杂货店{c[000000]}目前还在准备中哦！\x0e\0\x04\0待会再来看看吧！
MessageTutorialShopFirst	初次见面！\x0e\0\x04\0你就是传闻中\n那位来到{c[dc000d]}噗噗噗王国{c[000000]}的{c[dc000d]}卡比{c[000000]}吗？\x0e\0\x04\0我是这家{c[dc000d]}杂货店{c[000000]}的店主，\n{c[dc000d]}魔法洛亚{c[000000]}！\x0e\0\x04\0在这里可以买到\n在探索中能派上用场的{c[dc000d]}各种物品{c[000000]}哦。\x0e\0\x04\0来来，别客气，\n请先进店里随便看看吧！
MessageTutorialShopFirst_01	这里可以购买{c[dc000d]}武器{c[000000]}哦！\n装备武器就能提高{c[dc000d]}攻击力{c[000000]}！\x0e\0\x04\0这里有{c[dc000d]}利剑{c[000000]}、{c[dc000d]}锤子{c[000000]}、{c[dc000d]}法杖{c[000000]}，还有{c[dc000d]}烧瓶{c[000000]}，\n武器应有尽有哦！\x0e\0\x04\0想要变得更强的时候，\n就购买{c[dc000d]}武器{c[000000]}吧！
MessageTutorialShopFirst_02	接下来是{c[dc000d]}防具{c[000000]}！\n装备防具就能增加{c[dc000d]}体力{c[000000]}！\x0e\0\x04\0出色的{c[dc000d]}防具{c[000000]}和{c[dc000d]}护盔{c[000000]}\n都会不断进货……\x0e\0\x04\0我觉得带着打扮自己的心情\n来挑选防具也很不错哦！
MessageTutorialShopFirst_03	第3类是{c[dc000d]}辅助道具{c[000000]}！\n这些是能帮助你的便利道具哦！\x0e\0\x04\0例如在探索前使用，\n就能让力量涌现的{c[dc000d]}药{c[000000]}……\x0e\0\x04\0也有只要阅读1次就会一直发挥效果的{c[dc000d]}书{c[000000]}， \n非常划算哦！
MessageTutorialShopFirst_04	第4类是{c[dc000d]}图章{c[000000]}！\n这是能在{c[dc000d]}联机游玩{c[000000]}中大显身手的道具哦！\x0e\0\x04\0能够在探索时\n将你的{c[dc000d]}心情{c[000000]}传达出去！ \x0e\0\x04\0或许会有你喜欢的{c[dc000d]}角色{c[000000]}的图章，\n请来看看吧！
