CheckSaveData.msbt
CreateFile	正在建立{c[dc000d]}儲存資料{c[000000]}，\n請稍候片刻。
DialogExitMelon	要{c[dc000d]}退出遊戲{c[000000]}，\n返回區域選擇嗎？
DialogRetryMelon	要{c[dc000d]}重新開始{c[000000]}探索嗎？
DialogRetryMelonMotivationCheck	要使用{c[dc000d]}\x0e\x02\x01\0{c[000000]}幹勁，\n{c[dc000d]}重新開始{c[000000]}探索嗎？
AblMelonSwordTitle1	英雄利劍1
AblMelonSwordTitle2	英雄利劍2
AblMelonSwordTitle3	英雄利劍3
AblMelonSwordTitle4	英雄利劍4
AblMelonSwordTitle5	基本操作1
AblMelonSwordTitle6	基本操作2
AblMelonHammerTitle1	重錘子1
AblMelonHammerTitle2	重錘子2
AblMelonHammerTitle3	基本操作1
AblMelonHammerTitle4	基本操作2
AblMelonBeamTitle1	魔法光束1
AblMelonBeamTitle2	魔法光束2
AblMelonBeamTitle3	基本操作1
AblMelonBeamTitle4	基本操作2
AblMelonDoctorTitle1	治癒醫生1
AblMelonDoctorTitle2	治癒醫生2
AblMelonDoctorTitle3	治癒醫生3
AblMelonDoctorTitle4	基本操作1
AblMelonDoctorTitle5	基本操作2
AblMelonSwordNormal	直斬
AblMelonSwordComboAttack	劍百烈斬～決定一斬
AblMelonSwordDril	鑽擊劍
AblMelonSwordSpin	旋轉劍
AblMelonSwordChopping	劈～出劍
AblMelonSwordChoppingUnder	破盔刺
AblMelonSwordUnder	下刺
AblMelonSwordUpper	飛昇斬
AblMelonSwordMeteoend	隕石終結
AblMelonSwordRoll	迴旋斬
AblMelonSwordTornade	龍捲斬
AblMelonSwordSkyCharge	天空能量劍
AblMelonSwordHeroBarrier	英雄盾
AblMelonSwordSpell	復活的咒文
AblMelonSwordJump	跳躍/盤旋
AblMelonSwordDash	衝刺
AblMelonSwordSquat	蹲下
AblMelonSwordSliding	滑壘
AblMelonSwordAvoid	當下迴避
AblMelonSwordAirAvoid	空中迴避
AblMelonSwordNormalBtn	\x0e\x04\x06\x022\0
AblMelonSwordComboAttackBtn	直斬後\x0e\x04\x06\x022\0
AblMelonSwordDrilBtn	衝刺＋\x0e\x04\x06\x022\0
AblMelonSwordSpinBtn	衝刺＋在空中\x0e\x04\x06\x022\0
AblMelonSwordChoppingBtn	在空中\x0e\x04\x06\x022\0
AblMelonSwordChoppingUnderBtn	劈出劍～在空中\n\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblMelonSwordUnderBtn	在空中\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblMelonSwordUpperBtn	\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblMelonSwordMeteoendBtn	飛昇斬的上升時\n\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblMelonSwordRollBtn	長按\x0e\x04\x06\x022\0～放開
AblMelonSwordTornadeBtn	長按\x0e\x04\x06\x022\0～放開＋\x0e\x04\x17\x02Ä\0
AblMelonSwordSkyChargeBtn	長按\x0e\x04\x17\x02Ä\0～放開＋\x0e\x04\x06\x022\0
AblMelonSwordHeroBarrierBtn	\x0e\x04\t\x02`\0/\x0e\x04\n\x02a\0
AblMelonSwordSpellBtn	在被打倒的\n同伴身旁\x0e\x04\x07\x023\0
AblMelonSwordJumpBtn	\x0e\x04\x05\x021\0
AblMelonSwordDashBtn	快速地\x0e\x04\x14\x02Á\0/\x0e\x04\x14\x02Á\0\x0e\x16\0\0\x0e\x04\x14\x02Á\0
AblMelonSwordSquatBtn	\x0e\x04\x15\x02Â\0
AblMelonSwordSlidingBtn	\x0e\x04\x15\x02Â\0+\x0e\x04\x05\x021\0
AblMelonSwordAvoidBtn	\x0e\x04\t\x02`\0/\x0e\x04\n\x02a\0+\x0e\x04\x13\x02À\0
AblMelonSwordAirAvoidBtn	在空中\x0e\x04\t\x02`\0/\x0e\x04\n\x02a\0
AblMelonDoctorBoundCrystal	彈跳寶石
AblMelonDoctorLabo	科學研究所
AblMelonDoctorKeepLabo	研究保存
AblMelonDoctorSpray	藥劑噴霧
AblMelonDoctorSpin	繃帶旋轉
AblMelonDoctorCrystalPot	寶石商店
AblMelonDoctorImpact	書本‧衝擊
AblMelonDoctorHealing	治癒地帶
AblMelonDoctorSpell	復活的咒文
AblMelonDoctorJump	跳躍/盤旋
AblMelonDoctorDash	衝刺
AblMelonDoctorSquat	蹲下
AblMelonDoctorSliding	滑壘
AblMelonDoctorGuard	防禦
AblMelonDoctorAvoid	當下迴避
AblMelonDoctorAirAvoid	空中迴避
AblMelonDoctorBoundCrystalBtn	\x0e\x04\x06\x022\0
AblMelonDoctorLaboBtn	\x0e\x04\x15\x02Â\0＋超長按\x0e\x04\x06\x022\0\n～放開
AblMelonDoctorKeepLaboBtn	科學研究所\n～\x0e\x04\x05\x021\0/防禦
AblMelonDoctorSprayBtn	\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblMelonDoctorSpinBtn	衝刺＋在空中\x0e\x04\x06\x022\0
AblMelonDoctorCrystalPotBtn	衝刺＋在空中\n長按\x0e\x04\x06\x022\0
AblMelonDoctorImpactBtn	衝刺＋\x0e\x04\x06\x022\0
AblMelonDoctorHealingBtn	長按\x0e\x04\x06\x022\0～放開
AblMelonDoctorSpellBtn	在被打倒的\n同伴身旁\x0e\x04\x07\x023\0
AblMelonDoctorJumpBtn	\x0e\x04\x05\x021\0
AblMelonDoctorDashBtn	快速地\x0e\x04\x14\x02Á\0/\x0e\x04\x14\x02Á\0\x0e\x16\0\0\x0e\x04\x14\x02Á\0
AblMelonDoctorSquatBtn	\x0e\x04\x15\x02Â\0
AblMelonDoctorSlidingBtn	\x0e\x04\x15\x02Â\0+\x0e\x04\x05\x021\0
AblMelonDoctorGuardBtn	\x0e\x04\t\x02`\0/\x0e\x04\n\x02a\0
AblMelonDoctorAvoidBtn	\x0e\x04\t\x02`\0/\x0e\x04\n\x02a\0+\x0e\x04\x13\x02À\0
AblMelonDoctorAirAvoidBtn	在空中\x0e\x04\t\x02`\0/\x0e\x04\n\x02a\0
AblMelonHammerNormal	錘子敲擊
AblMelonHammerGiantSwing	大回環
AblMelonHammerRoll	大車輪
AblMelonHammerRoolHyper	極‧大車輪
AblMelonHammerUnder	轉轉錘子
AblMelonHammerFire	鬼殺火焰錘
AblMelonHammerSpell	復活的咒文
AblMelonHammerJump	跳躍/盤旋
AblMelonHammerDash	衝刺
AblMelonHammerSquat	蹲下
AblMelonHammerSliding	滑壘
AblMelonHammerGuard	防禦
AblMelonHammerAvoid	當下迴避
AblMelonHammerAirAvoid	空中迴避
AblMelonHammerNormalBtn	\x0e\x04\x06\x022\0
AblMelonHammerGiantSwingBtn	衝刺＋\x0e\x04\x06\x022\0
AblMelonHammerRollBtn	在空中\x0e\x04\x06\x022\0
AblMelonHammerRoolHyperBtn	衝刺＋在空中\x0e\x04\x06\x022\0
AblMelonHammerUnderBtn	\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblMelonHammerFireBtn	\x0e\x04\x17\x02Ä\0＋長按\x0e\x04\x06\x022\0～放開
AblMelonHammerSpellBtn	在被打倒的\n同伴身旁\x0e\x04\x07\x023\0
AblMelonHammerJumpBtn	\x0e\x04\x05\x021\0
AblMelonHammerDashBtn	快速地\x0e\x04\x14\x02Á\0/\x0e\x04\x14\x02Á\0\x0e\x16\0\0\x0e\x04\x14\x02Á\0
AblMelonHammerSquatBtn	\x0e\x04\x15\x02Â\0
AblMelonHammerSlidingBtn	\x0e\x04\x15\x02Â\0+\x0e\x04\x05\x021\0
AblMelonHammerGuardBtn	\x0e\x04\t\x02`\0/\x0e\x04\n\x02a\0
AblMelonHammerAvoidBtn	\x0e\x04\t\x02`\0/\x0e\x04\n\x02a\0+\x0e\x04\x13\x02À\0
AblMelonHammerAirAvoidBtn	在空中\x0e\x04\t\x02`\0/\x0e\x04\n\x02a\0
AblMelonBeamWhip	光束鞭
AblMelonBeamCicle	周波光束
AblMelonBeamMachinegun	光束機關槍
AblMelonBeamTime	時間光束
AblMelonBeamSpell	復活的咒文
AblMelonBeamJump	跳躍/盤旋
AblMelonBeamDash	衝刺
AblMelonBeamSquat	蹲下
AblMelonBeamSliding	滑壘
AblMelonBeamGuard	防禦
AblMelonBeamAvoid	當下迴避
AblMelonBeamAirAvoid	空中迴避
AblMelonBeamWhipBtn	\x0e\x04\x06\x022\0
AblMelonBeamCicleBtn	衝刺＋\x0e\x04\x06\x022\0
AblMelonBeamMachinegunBtn	衝刺＋在空中\x0e\x04\x06\x022\0
AblMelonBeamTimeBtn	長按\x0e\x04\x06\x022\0～放開
AblMelonBeamSpellBtn	在被打倒的\n同伴身旁\x0e\x04\x07\x023\0
AblMelonBeamJumpBtn	\x0e\x04\x05\x021\0
AblMelonBeamDashBtn	快速地\x0e\x04\x14\x02Á\0/\x0e\x04\x14\x02Á\0\x0e\x16\0\0\x0e\x04\x14\x02Á\0
AblMelonBeamSquatBtn	\x0e\x04\x15\x02Â\0
AblMelonBeamSlidingBtn	\x0e\x04\x15\x02Â\0+\x0e\x04\x05\x021\0
AblMelonBeamGuardBtn	\x0e\x04\t\x02`\0/\x0e\x04\n\x02a\0
AblMelonBeamAvoidBtn	\x0e\x04\t\x02`\0/\x0e\x04\n\x02a\0+\x0e\x04\x13\x02À\0
AblMelonBeamAirAvoidBtn	在空中\x0e\x04\t\x02`\0/\x0e\x04\n\x02a\0
MelonResult.msbt
ExpText	經驗值
ClearTimeText	過關時間
TimeUpText	時間到
NewRecordText	NEW
BonusTextBossKill	擊破獎勵
BonusTextSpeedClear	快速過關獎勵
BonusTelopTextClearTime	+過關時間 \x0e\x02\x01\0:\x0e\x02\x01\0\x0e\x16\0\0\x0e\x02\x01\0.\x0e\x02\x01\0\x0e\x16\0\0\x0e\x02\x01\0
BonusTelopTextBossKill	+擊破獎勵\x0e\x02\x01\0
BonusTelopTextSpeedClear	+快速過關獎勵\x0e\x02\x01\0
ClearTimeNum1	\x0e\x02\x01\0:\x0e\x02\x01\0\x0e\x16\0\0\x0e\x02\x01\0
ClearTimeNum2	.\x0e\x02\x01\0\x0e\x16\0\0\x0e\x02\x01\0
QuestClear	Quest Clear
NextButtonText	\x0e\x04\x05\x021\0下一步
CreditButtonText	前往製作人員名單
TownButtonText	前往小鎮
LastSlayer	給予最後一擊的玩家
AllMember	\x0e\x17\x01\0大家一起\x0f\x17\x01
LevelUpExp	獲得了\x0e\x02\x01\0{c[dc000d]}經驗值{c[000000]}！
LevelUpLevel	{c[dc000d]}等級{c[000000]}提升至\x0e\x02\x01\0了！
LevelUpParam	因為等級提升而變得更加強大了！
LevelUpOther1	鬥志提高了\x0e\x02\x01\0點！（但沒有意義）
LevelUpOther2	溫柔度提高了\x0e\x02\x01\0點！（但沒有意義）
LevelUpOther3	眼睛的光澤度提高了\x0e\x02\x01\0點！（但沒有意義）
LevelUpOther4	噗噗噗提高了\x0e\x02\x01\0點！（但沒有意義）
LevelUpOther5	臉頰肉提高了\x0e\x02\x01\0點！（但沒有意義）
LevelUpOther6	肌膚觸感提高了\x0e\x02\x01\0點！（但沒有意義）
LevelUpOther7	誠意提高了\x0e\x02\x01\0點！（但沒有意義）
LevelUpOther8	身體的圓潤度提高了\x0e\x02\x01\0點！（但沒有意義）
LevelUpOther9	成熟氣質提高了\x0e\x02\x01\0點！（但沒有意義）
LevelUpOther10	與同伴間的默契提高了\x0e\x02\x01\0點！（但沒有意義）
LevelUpOther11	可靠度提高了\x0e\x02\x01\0點！（但沒有意義）
LevelUpOther12	美麗度提高了\x0e\x02\x01\0點！（但沒有意義）
LevelUpOther13	肚子的健康度提高了\x0e\x02\x01\0點！（但沒有意義）
LevelUpOther14	唱歌的技巧提高了\x0e\x02\x01\0點！（但沒有意義）
LevelUpOther15	領袖魅力提高了\x0e\x02\x01\0點！（但沒有意義）
LevelUpOther16	夢想力提高了\x0e\x02\x01\0點！（但沒有意義）
LevelUpOther17	魅力提高了\x0e\x02\x01\0點！（但沒有意義）
LevelUpOther18	彈力提高了\x0e\x02\x01\0點！（但沒有意義）
LevelUpOther19	野性的直覺提高了\x0e\x02\x01\0點！（但沒有意義）
LevelUpOther20	與同伴的默契{c[dc000d]}超{c[000000]}越極限了！（但沒有意義）
LevelUpMaximum	終於達到了{c[dc000d]}最大等級{c[000000]}！
LevelUpJobMaster	{c[dc000d]}最強的職業大師{c[000000]}誕生了！
BonusTextNetwork	透過{c[dc000d]}通訊獎勵{c[000000]}能獲得的{c[dc000d]}經驗值{c[000000]}增加了！
BonusTextExpBallWithNetwork	而且透過{c[dc000d]}經驗值球{c[000000]}所獲得的{c[dc000d]}經驗值{c[000000]}提升為2倍！
BonusTextMiniExpBallWithNetwork	而且透過{c[dc000d]}迷你經驗值球{c[000000]}所獲得的{c[dc000d]}經驗值{c[000000]}提升為1.5倍！
BonusTextExpBall	透過{c[dc000d]}經驗值球{c[000000]}所獲得的{c[dc000d]}經驗值{c[000000]}變成2倍！
BonusTextMiniExpBall	透過{c[dc000d]}迷你經驗值球{c[000000]}所獲得的{c[dc000d]}經驗值{c[000000]}變成1.5倍！
LevelUpMotivation	{c[dc000d]}幹勁{c[000000]}提升了\x0e\x02\x01\0，並且完全回復了！
MaterialFlame	炎之碎片
MaterialWater	水之碎片
MaterialLight	光之碎片
MaterialTicket_00	稀有碎片
MaterialApple	蘋果寶石
SupportHP	體力藥
SupportAttack	攻擊藥
SupportExp	經驗值球
SupportMiniExp	迷你經驗值球
ResultReward	獲得了{c[dc000d]}獎賞{c[000000]}！
ResultEquipmentReward	現在能購入{c[dc000d]}稀有\x0e\x02\x01\0{c[000000]}裝備了！
ResultEquipmentZPowerUp	現在能對{c[dc000d]}稀有\x0e\x02\x01\0{c[000000]}裝備進行DX強化！
ResultEquipmentSZPowerUp	現在能對{c[dc000d]}稀有\x0e\x02\x01\0{c[000000]}裝備進行SDX強化！
ResultTicketReward	竟然獲得了{c[dc000d]}稀有碎片{c[000000]}！
LuckyBoxOpen	打開{c[dc000d]}幸運箱{c[000000]}！
SupportItemPresent	獲得了{c[dc000d]}輔助道具{c[000000]}！
LoseItemPresent	什麼？是來自小鎮居民們的{c[dc000d]}鼓勵{c[000000]}！
ItemMaxFirst	目前道具{c[dc000d]}已滿{c[000000]}，無法持有更多。\n請多多使用道具吧。
ItemMaxMark	MAX
NextWindowBtn1	進行相同的探索
NextWindowBtn2	進行不同的探索
NextWindowBtn3	進行委託配對的探索
NextWindowBtn4	前往小鎮
NextWindowBtn5	解散
LevelCapRaised	由於勇者級別提高，\n{c[dc000d]}最大等級{c[000000]}也提升了！\n現在能夠將等級提升至\x0e\x02\x01\0！
LevelCapRaisedMax	由於勇者級別提高，\n{c[dc000d]}最大等級{c[000000]}也提升了！\n現在能夠提升至\n最終的{c[dc000d]}最大等級{c[000000]}了！
OpenNewStamp	能夠購入圖章{c[dc000d]}\x0e\x02\x0f\0{c[000000]}了！
OpenNewYYQuest	追加了全新的{c[dc000d]}熱鬧探索{c[000000]}！
ReachMaxLevelDlog	已達{c[dc000d]}最大等級{c[000000]}。\n勇者級別成長至\x0e\x02\x01\0後，\n{c[dc000d]}最大等級{c[000000]}也會提升。
ReachMaxLevelInfo	達成勇者任務，\n提升{c[ff4b32]}最大等級{c[000000]}吧！
ReachMaxLevelInfo2	再達成{c[dc000d]}\x0e\x02\x01\0個{c[000000]}勇者任務吧！
NextRankTime1	\x0e\x02\x01\0:\x0e\x02\x01\0\x0e\x16\0\0\x0e\x02\x01\0即可獲得白銀級別
NextRankTime2	\x0e\x02\x01\0:\x0e\x02\x01\0\x0e\x16\0\0\x0e\x02\x01\0即可獲得黃金級別
NextRankTime3	\x0e\x02\x01\0:\x0e\x02\x01\0\x0e\x16\0\0\x0e\x02\x01\0即可獲得白金級別
ComplatePlatinam	白金完成！
ComplateMission	任務完成！
MelonStep.msbt
LivePinch	\x0e\x17\0\0\x0e\x02\x02\0\x0f\x17\0陷入危機了！
LiveDeath	\x0e\x17\0\0\x0e\x02\x02\0\x0f\x17\0力竭倒下了……
LiveRevive	\x0e\x17\0\0\x0e\x02\x02\0\x0f\x17\0復活了！
LiveRecovery	被\x0e\x17\0\0\x0e\x02\x02\0\x0f\x17\0用嘴餵食後回復了！
LiveEnemyAppear	\x0e\x02\x02\0出現了！
LiveEnemyAnger	\x0e\x02\x02\0生氣了……！
LiveEnemyAnger2	\x0e\x02\x02\0解放力量了……！
LiveEliminate	差一點點就能打敗了！
LiveAttack	\x0e\x17\0\0\x0e\x02\x02\0\x0f\x17\0的攻擊炸裂了！
LiveHealingArea	\x0e\x17\0\0\x0e\x02\x02\0\x0f\x17\0製造了治癒地帶！
LiveWaveShot	\x0e\x17\0\0\x0e\x02\x02\0\x0f\x17\0的時間光束命中了！
LiveTimeStop	\x0e\x17\0\0\x0e\x02\x02\0\x0f\x17\0暫停了敵人的時間！
LivePay	\x0e\x17\0\0\x0e\x02\x02\0\x0f\x17\0使用了蘋果寶石！
LiveLithographAppear	第\x0e\x02\x01\0個石板出現了！
LiveLithographLost	有1個石板消失了……
LiveLithographEverything	湊齊所有石板了！
LiveMeteorSmash	使用好友隕石造成了嚴重傷害！
QTEProdText	在移動到正中間時停止吧！
QTECountDownText	還剩下
QTEResultText01	完美！！
QTEResultText02	優秀！
QTEResultText03	很好！
QTEResultText04	不佳
QTEResultText05	失敗……
TipsGameOverEquipmentHeaderText	當無法獲勝時，就購買新的裝備吧！
TipsGameOverEquipmentBodyText	當無法獲勝時，\n就前往{c[ffde00]}雜貨店{c[000000]}購入更強的{c[ffde00]}武器{c[000000]}和{c[ffde00]}防具{c[000000]}吧！
TipsGameOverLevelUpHeaderText	當無法獲勝時，就先提升等級吧！
TipsGameOverLevelUpBodyText	當無法獲勝時，\n就先挑戰其他探索{c[ffde00]}提升等級吧！{c[000000]}
TipsGameOverJobBalanceHeaderText	隊伍的平衡就是致勝關鍵！
TipsGameOverJobBalanceBodyText	輔助與攻擊間的平衡十分重要！\n仔細思考隊伍內的{c[ffde00]}職業平衡{c[000000]}吧！
TipsGameOverGuardHeaderText	使用防禦吧！
TipsGameOverGuardBodyText	碰到難以閃躲的攻擊，\n就按下\x0e\x04\t\x02`\0/\x0e\x04\n\x02a\0，用{c[ffde00]}防禦{c[000000]}來減輕傷害！
TipsGameOverBetterLevelHeaderText	探索的推薦等級
TipsGameOverBetterLevelBodyText	每個探索都有各自的{c[ffde00]}推薦等級{c[000000]}！\n難以取勝的時候，就先提升自己的等級吧！
TipsGameOverTravellerHeaderText	呼叫旅人吧！
TipsGameOverTravellerBodyText	敲響旅人之鐘呼叫旅人吧！\n說不定其他玩家或朋友會來喔……？
TipsGameOverFlyEnemySwordHeaderText	英雄利劍與在空中飛舞的敵人
TipsGameOverFlyEnemySwordBodyText	按下\x0e\x04\x17\x02Ä\0+\x0e\x04\x06\x022\0，\n使出{c[ffde00]}飛昇斬{c[000000]}來攻擊{c[ffde00]}空中的敵人{c[000000]}！
TipsGameOverFlyEnemyDoctorHeaderText	治癒醫生與在空中飛舞的敵人
TipsGameOverFlyEnemyDoctorBodyText	按下\x0e\x04\x17\x02Ä\0+\x0e\x04\x06\x022\0，\n使出{c[ffde00]}藥劑噴霧{c[000000]}來攻擊{c[ffde00]}空中的敵人{c[000000]}！
TipsGameOverGoWaiwaiHeaderText	和別人一起遊玩
TipsGameOverGoWaiwaiBodyText	在熱鬧探索中無法獲勝的時候，\n就用{c[ffde00]}線上通訊{c[000000]}或{c[ffde00]}鄰近主機通訊{c[000000]}一起遊玩吧！
TipsGameOverGoStoryHeaderText	和別人一起遊玩故事探索吧
TipsGameOverGoStoryBodyText	在故事探索中無法獲勝的時候，\n就用{c[ffde00]}分享遊玩功能{c[000000]}和別人一起遊玩吧！
NetQuestCancelCommand	\x0e\x04\x12\x02\x95\0/\x0e\x04\x11\x02\x94\0+\x0e\x04\t\x02`\0
NetQuestCancelText	退出探索
CheckContinueText	要使用{c[dc000d]}\x0e\x02\x01\0顆{c[000000]}蘋果寶石\n{c[dc000d]}復活{c[000000]}所有人嗎？
CheckTimeUpContinueText	{s[100]}要使用{c[dc000d]}\x0e\x02\x01\0顆{c[000000]}蘋果寶石\n延長30秒{c[dc000d]}剩餘時間{c[000000]}嗎？{s[100]}
LiveRareMaterialAppear	敵人掉落了稀有碎片！
LiveRareMaterialAppear_00	敵人掉落了幸運箱！
LiveRareMaterialBreak	打破稀有碎片的防護罩吧！
LiveRareMaterialBreak_00	打破幸運箱的防護罩吧！
LiveRareMaterialGet	獲得了稀有碎片！
LiveRareMaterialGet_00	獲得了幸運箱！
LiveRareMaterialLost	稀有碎片消失了……
LiveRareMaterialLost_00	幸運箱消失了……
SupportExpUpNotification	經驗值2倍的探索！
SupportMiniExpUpNotification	經驗值1.5倍的探索！
PauseButtonTitle	暫停
instWindow_01	按\x0e\x04\x06\x022\0進行{c[dc000d]}攻擊！{c[000000]}
instWindow_02	按\x0e\x04\t\x02`\0或\x0e\x04\n\x02a\0進行{c[dc000d]}防禦！{c[000000]}
instWindow_03	按\x0e\x04\x05\x021\0進行{c[dc000d]}跳躍！{c[000000]}
pauseInfo	\x0e\x04\x12\x02\x95\0/\x0e\x04\x11\x02\x94\0暫停（操作說明）
pinchIcon	危機!
helpIcon	HELP!
MelonTown.msbt
BalloonShop	\x0e\x04\x17\x02Ä\0雜貨店
BalloonQuestBoard	\x0e\x04\x17\x02Ä\0探索
BalloonTree	\x0e\x04\x17\x02Ä\0收成
BalloonTreeTutorial	\x0e\x04\x17\x02Ä\0對話
BalloonAmiiboStatue	\x0e\x04\x17\x02Ä\0amiibo
BalloonWatchwordTemple	\x0e\x04\x17\x02Ä\0暗號
BalloonTraveler	\x0e\x04\x17\x02Ä\0\x0e\x17\0\0\x0e\x02\x02\0 \x0f\x17\0
BalloonBell	\x0e\x04\x17\x02Ä\0旅人之鐘
BalloonTreeLevel	樹等級 \x0e\x02\x01\0
MessageTreeCrop	你要{c[dc000d]}收成蘋果寶石{c[000000]}，對吧！
MessageTreeCropAfter01	接下來要等{c[dc000d]}\x0e\x02\x01\0小時{c[000000]}才能{c[dc000d]}收成{c[000000]}喔。\n路上小心！
MessageTreeCropAfter02	快要能{c[dc000d]}收成{c[000000]}\n下一次的{c[dc000d]}蘋果寶石{c[000000]}囉！
MessageTreeNextCrop01	好像要等{c[dc000d]}\x0e\x02\x01\0小時{c[000000]}\n才能{c[dc000d]}收成蘋果寶石{c[000000]}喔。
MessageTreeNextCrop02	好像要等{c[dc000d]}\x0e\x02\x01\0分鐘{c[000000]}\n才能{c[dc000d]}收成蘋果寶石{c[000000]}喔。
MessageTreeNextCrop03	{c[dc000d]}蘋果寶石{c[000000]}\n好像就快要結果了！\x0e\0\x04\0先去{c[dc000d]}買東西{c[000000]}或是進行{c[dc000d]}探索{c[000000]}，\n回來的時候或許就能{c[dc000d]}收成{c[000000]}了！
MessageTreeNotifyLevel	這是我偷偷聽到的消息……\x0e\0\x04\0據說只要達成{c[dc000d]}勇者任務{c[000000]}，\n就能獲得{c[dc000d]}獎賞{c[000000]}喔。\x0e\0\x04\0聽說能夠在探索{c[dc000d]}出擊前{c[000000]}或{c[dc000d]}人物簡介{c[000000]}中\n確認這些任務。\x0e\0\x04\0我也好想要獎賞喔……
MessageTreeNotifyTree	這是我偷偷聽到的消息……\x0e\0\x04\0只要購買{c[dc000d]}蘋果寶石{c[000000]}，樹就會成長，\n能夠收成的蘋果數量也會{c[dc000d]}增加{c[000000]}。\x0e\0\x04\0好像再買{c[dc000d]}\x0e\x02\x01\0顆{c[000000]}，樹就會成長喔！
MessageTreeNotifyScreenShot	這是我偷偷聽到的消息……\x0e\0\x04\0聽說按\x0e\x04\x10\x02\x91\0\n能夠拍攝{c[dc000d]}遊戲畫面{c[000000]}喔。\x0e\0\x04\0我也要拍下很多{c[dc000d]}照片{c[000000]}給大家看！
MessageTreeNotifyTraveller	這是我偷偷聽到的消息……\x0e\0\x04\0只要敲響{c[dc000d]}旅人之鐘{c[000000]}，\nNintendo Switch的{c[dc000d]}朋友{c[000000]}就有可能造訪喔。\x0e\0\x04\0大家會裝備什麼樣的{c[dc000d]}武器{c[000000]}和{c[dc000d]}防具{c[000000]}呢……？\n真讓人在意！
MessageTreeStepup01	{s[150]}快看快看！{s[100]}\x0e\0\x04\0多虧你買了{c[dc000d]}蘋果寶石{c[000000]}，\n{c[dc000d]}樹{c[000000]}才能長大喔！\x0e\0\x04\0也因為這樣，\n可{c[dc000d]}收成{c[000000]}的數量變多了！\x0e\0\x04\0來，請收下吧！
