CHAPTER/chapter01_ev
C01_EV1000_00010_ENZO	亲爱的……\n艾多……！艾多娜……
COP_TUTO_DETAIL_9800_01	“胚胎结晶”已到货。\n可以在Items中用宝晶兑换胚胎结晶。
COP_SHOP_IT_M_001	10000宝晶可以兑换\n10000胚胎结晶。
COP_DETAIL_IT_S_003	“魔女之心”碎片。\n只有一块的话没有任何效果，\n收集4块即可组合成\n“魔女之心”。
COP_DETAIL_IT_S_004	灵魂被夺走的魔女坠入地狱后，\n其生命力结晶化形成的东西。\n\n将其献上后能提升体力上限。
COP_DETAIL_IT_S_005	“月之珍珠”碎片。\n只有一块的话没有任何效果，\n收集2块即可组合成\n“月之珍珠”。
COP_DETAIL_IT_S_006	蕴含魔女的力量源泉\n月之力的宝石。\n\n将其献上后能提升魔力上限。
COP_DETAIL_IT_S_901	使用特殊金属制成的蓝色徽章。\n\n它分成4块散落在图勒各地，\n但集齐全部后，\n变回原本形态的徽章\n将对图勒地图产生反应，发出微弱光芒。\n它到底是在指引何处？
COP_DETAIL_IT_S_911	原为蓝色特殊金属制品，现为碎片。\n\n其形状与表面的纹样\n都让人联想它曾经是个徽章。
COP_DETAIL_IT_S_007	奇妙的机械部件，一直在转动。\n\n据薇欧拉所说，\n世上一共有5个混沌的齿轮，\n分别散落在不同的平行世界。\n\n收集所有混沌的齿轮，\n将其放在混沌之岛图勒的“碧落的祭坛”上，\n就能前往想去的平行世界，然而……\n\n从上面刻写着的文字可以看出，\n可能是古代魔女与贤者制作了这个部件，\n但也无法得知更多的信息了。
COP_DETAIL_IT_S_008	守护魔女的血泪的魔女眷属。\n样子是一只通体漆黑的猫。\n不过身体素质远超普通猫，\n不亲人，逃跑速度很快，\n连一流魔女也很难抓住它。
COP_DETAIL_IT_S_009	守护魔女的血泪的魔女眷属。\n样子是一只通体漆黑的蟾蜍。\n不过动作比普通蟾蜍要迟钝，\n会一直待在喜欢的地方叫个不停。\n总会藏在出人意料的地方，\n所以很难找到它。
COP_DETAIL_IT_S_010	守护魔女的血泪的魔女眷属。\n样子是一只通体漆黑的乌鸦。\n会随心所欲地来回飞翔，\n想要发现它可要费一番心思。\n对气息很敏感，乍一看它还\n乖乖地在那里，可就算屏息接近\n它也会先一步飞走。
COP_DETAIL_IT_S_907	一个奇妙的物件，凭借机械部件持续转动。\n这种物件一共有5个，据说集齐后就能自由往返平行世界……
COP_DETAIL_WP_B_001	出自魔界名匠罗丹之手的4把手枪，\n分别名为“落日橙黄”“橘红绽放”\n“翠绿琉璃”“蔚蓝晴空”。\n\n这是特地为暗影魔女格斗术“子弹艺术”\n调整过的武器。不仅可以用于射击，\n用于击打也能发挥出强大的威力。\n\n另外也配合蓓优妮塔的主要契约恶魔\n“蝴蝶夫人”做了调整，\n在高级魔导术“恶魔变装”的加持之下，\n进一步提升了蝴蝶夫人的力量。\n\n使用“恶魔变装”与蝴蝶夫人融合后，\n不仅能得到助力进行豪迈的打击，\n甚至能在空中滑行。
COP_DETAIL_WP_B_002	大口径反器材步枪，\n发射部分采用魔兽格摩拉的身体组织制成。\n\n这是能发射强力穿甲弹破坏目标的兵器。\n此外，它的形状与结实的构造能让使用者\n尽情挥舞，凭借其本身的重量就能够产生\n很强的破坏力，对目标造成极大伤害。\n\n装备该武器使用魔导术“恶魔变装”时，\n能借用魔兽格摩拉的力量进入人魔一体之境，\n如野兽般行动，使出迅猛攻击。
COP_DETAIL_WP_B_003	以魔兽蜘蛛亡灵的能量炉的小型克隆体为核心\n制成的类溜溜球武器，4个一组。\n\n装备在手脚上使用，核心在挥舞时将呈放射状\n显现出锐利刀刃，除了能高速旋转撕裂目标，\n核心中还会喷出灼热熔岩重创敌人。\n\n若将装备在脚上的两个溜溜球当成车轮使用，\n就能像踩在滑轮上一样高速移动。\n\n使用魔导术“恶魔变装”后，\n熟练的术者能变成类似蜘蛛的模样，\n得到在墙壁上移动和摆荡跳跃的能力。\n可说是为了利用蜘蛛亡灵的能力而生的武器。
COP_DETAIL_WP_B_004	仅使用刚出生的魔兽玛法斯幼崽的羽毛\n制成的扇形武器。\n\n重量比一张纸还轻，但有着钢铁般的硬度，\n展开后呈弧形的羽毛尖端能够如同刀刃般\n切割敌人。\n\n装备该武器使用“恶魔变装”后，\n即可与魔兽玛法斯融合，\n将双手变为羽翼飞行。
COP_DETAIL_WP_B_005	误入魔界的人界观赏动物变成了魔兽拉波斯，\n这是此种魔兽化为武器后的产物。\n\n装备在双手双脚上，能从手脚发射，\n攻击远处的敌人，还能从前端喷射出\n绝对零度的冻结气息。\n\n使用魔导术“恶魔变装”与拉波斯融合后，\n能够化为四足野兽在空中奔走，\n还能制造寒冰分身施展多重攻击，\n发挥出拉波斯所拥有的各种能力。
COP_DETAIL_WP_B_006	魔兽巴尔爱用的立式麦克风。\n\n原本是巴尔为了享受歌唱乐趣而准备的\n麦克风，长年使用后得到了强大的魔力，\n能将声音变作具有破坏力的音波发射出去。\n通过不同的歌唱方式可提升攻击力、\n防御力等，能在战斗中发挥各种能力。\n\n非常轻巧、构造结实。用来击打、突刺，\n或当成长枪使用都能发挥出强大的威力。\n\n装备该麦克风使用魔导术“恶魔变装”后，\n将得到魔兽巴尔的力量，\n用遗传自魔界顶级歌姬的优美歌声\n对大范围内的敌人造成伤害。
COP_DETAIL_WP_B_007	魔兽米克特兰特库特利制成的像魔术道具般的\n魔导器，由魔术帽“阿布拉”与魔术手杖\n“卡达布拉”为一组。\n\n这种能力足以被称为“魔术”，\n两者搭配使用，即可像变魔术一般\n朝目标释放鸽子、炸弹、甚至车辆。\n\n它的原理与魔术一样充满谜团，\n甚至会出现连使用者都始料未及的状况。\n\n用这个魔导器施行魔导术“恶魔变装”后，\n能够得到魔兽米克特兰特库特利的能力，\n将身体分为两半，发动大范围带电攻击等，\n使出称得上是“魔术”的招式。
COP_DETAIL_WP_B_008	恶魔妖花爱娜温遍布魔界各处，\n这是罗丹封入这种妖花后制成的鞭状武器。\n\n有着爱娜温花蕾的形状，据说光是触碰它，\n脑内便会响起爱娜温的哀嚎，\n心理脆弱者光是听见这种声音便会发疯。\n\n4个为一组，装备在四肢上用力挥动，\n即可伸出伸缩自如的藤蔓攻击目标。\n\n藤蔓柔软却也拥有钢索般的硬度，\n包覆全身的尖锐棘刺能让目标变得血肉模糊。\n\n装备该武器使用魔导术“恶魔变装”后，\n能够从全身伸出藤蔓进行大范围攻击，\n随心所欲地使用爱娜温之力。
COP_DETAIL_WP_B_009	战斗机关车轰怨使用自身零件制造的克隆，\n能让带锯齿的车轮高速旋转粉碎目标，\n拥有电锯般的攻击能力。\n\n重量超过1吨，普通人类难以驾驭。\n凭借它的重量与车轮旋转的能量，\n一旦挥舞起来将带来可怕的破坏力。\n\n它不仅能当作武器，\n骑上它转动车轮即可当交通工具使用。\n\n使用魔导术“恶魔变装”后可与该武器融合，\n获得战斗机关车轰怨的钢铁之躯，不仅可以\n进行高速移动。还能凭借其爆发力与车轮的\n破坏力让自己全身都化作武器，使出豪迈的\n攻击。
COP_DETAIL_WP_B_010	据说是败于魔兽多足海怪手下的沉海战士\n曾使用过的锚钩状武器。\n嵌在多足海怪体内多年，得到了强大魔力。\n\n挥舞时将同时射出与锁链相连的前端，\n能以自重与尖锐突起粉碎远处的目标。\n\n使用魔导术“恶魔变装”后，\n能获得该武器中的多足海怪之力，\n变为拥有八根触手的异形魔人，\n像游泳般在地面上行进，\n以伸缩自如的触手发动大范围攻击。\n\n日本也有使用过这种武器的类似记录。\n平安时代末期，平家的某位武将为了\n终结与魔族之间的战争，于是他扛起\n该武器前往魔族首领所潜伏的海底。\n但此事是真是假，无人知晓。
COP_DETAIL_WP_B_011	装备在双手上的厚重铁块，\n外观设计类似门扉。\n从坍塌的暗影钟楼的瓦砾中诞生，\n是极为简易的击打类武器，\n可凭借自重与尖锐突起带来巨大破坏力。\n\n身上有许多机关，打开“门扉”部分即可变出\n加特林机关枪或机械手发动攻击。\n\n有一种说法认为，与崩塌钟楼共同丧命的\n暗影魔女的怨念催生了这个武器。\n挤满在门扉深处的无数亡灵，\n就是她们与魔界瘴气融合后的下场。\n\n使用“恶魔变装”后将得到亡灵之力，\n变为感知不到痛觉的机械身体，\n化为一味攻击的人偶，\n即使遭受敌人攻击也不会停下。
COP_DETAIL_WP_B_012	堕天使罗丹统治部分天界时\n使用过的神秘手环。\n\n据说将其装备在四肢上后，\n将干涉使用者的身体记忆，变为各种形态，\n带来超乎寻常的能力。\n然而这种装备谜团重重，\n连是否真实存在都不清楚。\n\n装备该手环使用魔导术“恶魔变装”后，\n即可得到象征罗丹黑暗面的强大魔力，\n但没人能保证术法解除后术者能变回人类。
COP_DETAIL_WP_B_013	只要国家允许即可持有的普通自动手枪。\n\n其设计理念是给普通人使用，因此强度\n无法耐受注入魔力进行击打和射击行为的\n子弹艺术，使用者不得不抑制魔导力。
COP_DETAIL_WP_B_014	魔界名匠罗丹为了某个世界的\n蓓优妮塔而制作的4把手枪，\n分别名为“香芹”、“鼠尾草”、\n“迷迭香”和“百里香”。\n\n能承受注入魔力的粗暴格斗术子弹艺术，\n同时也拥有傲人的射击精度。
COP_DETAIL_WP_B_015	名匠罗丹为某个平行世界的蓓优妮塔\n制作的4把手枪。\n分别名为“夜曲”、“托卡塔曲”、\n“小步舞曲”和“前奏”。\n\n其强度与射击精度与斯卡布罗集市相比\n有过之而无不及。
COP_DETAIL_WP_V_051	妖精女王魔舞托梦命令中世纪的日本名匠\n制作而成的长日本刀。\n\n由技艺纯熟者使用，可斩尽世间万物。\n每逢大战总有著名剑士以此御敌。\n\n刀身上附有非猫非熊的魔兽小柴猫，\n通过薇欧拉的召唤术\n以刀柄的挂件为触媒显现。
COP_DETAIL_WP_V_051_02	妖精女王魔舞托梦命令中世纪的日本名匠\n制作而成的长日本刀。\n\n由技艺纯熟者使用，可斩尽世间万物。\n每逢大战总有著名剑士以此御敌。\n\n刀身上附有非猫非熊的魔兽小柴猫，\n通过薇欧拉的召唤术\n以刀柄的挂件为触媒显现。\n\n时间流逝，\n这把刀四处辗转后到了薇欧拉手中，\n据说它本身就在寻找\n继承了妖精之力的主人。
COP_DETAIL_WP_V_052	每个飞镖都注入了薇欧拉的魔力，十分特殊。\n\n内含灌满以太的玻璃管，\n注入魔力投掷可提升对目标的攻击力。\n\n但注意力散漫的薇欧拉不擅长这类精细作业，\n制作时常会打瞌睡，故飞镖的品质并不稳定。
COP_DETAIL_WP_J_071	出自魔界名匠罗丹之手的4把手枪，\n分别名为“阿多斯”、“阿拉密斯”、\n“波尔多斯”和“达太安”。\n\n配合贞德的主要契约恶魔\n“冥河夫人”做了调整，\n在高级魔导术“恶魔变装”的加持之下，\n进一步提升了冥河夫人的力量。\n\n使用“恶魔变装”与冥河夫人融合后，\n不仅能得到助力进行豪迈的打击，\n甚至能在空中滑行。
COP_DETAIL_AC_B_001	古埃及魔女克丽奥佩特拉\n曾持有的古代魔导器。\n\n使用者受到攻击时，\n会以消耗魔力为代价发动魔女时间。\n\n克丽奥佩特拉很擅长指导魔导术，\n据说该魔导器是为了那些用不好\n魔女时间的修行者制作的。\n\n形状并不固定，会根据拥有者的\n战斗方法与战斗装扮，切换为\n手环、耳饰等形态。
COP_DETAIL_AC_B_002	与魔界的通信装置，用来召唤\n臭名昭著的恶魔无赖“小恶魔”。\n\n使用者可以通过这个魔导器与\n它们缔结短期契约，驱使它们\n发动攻击。\n\n形状并不固定，会根据拥有者的\n战斗方法与战斗装扮，切换为\n手环、耳饰等形态。
COP_DETAIL_AC_B_003	据传由魔女杜兰朵所制，她曾在古时\n担任拉萨皇后的影武者。该秘宝能够\n赋予使用者守护蝶的加护。\n\n守护蝶会环绕在使用者周围，代替其\n承受攻击，随后消散。\n\n形状并不固定，会根据拥有者的\n战斗方法与战斗装扮，切换为\n手环、耳饰等形态。
COP_DETAIL_AC_B_004	美国纳瓦霍族代代传颂的传说魔女\n耶纳尔杜希制作的魔导器。\n\n可通过挑衅敌人，让使用者回复体力。\n\n形状并不固定，会根据拥有者的\n战斗方法与战斗装扮，切换为\n手环、耳饰等形态。
COP_DETAIL_AC_B_005	侍奉倭国女王卑弥呼的魔女恶狐\n所用的魔导器。\n\n使用者成功回避接近自身的危险\n时，会对攻击者施加魔法反击。\n在攻击层面上卓有成效，但也会\n大幅消耗使用者的精神力。因此这份\n力量的代价是无法发动魔女时间。\n\n形状并不固定，会根据拥有者的\n战斗方法与战斗装扮，切换为\n手环、耳饰等形态。
COP_DETAIL_AC_B_006	寄宿着“穆索·柯罗妮”怨念的\n诅咒魔导器，她是非洲自古以来\n传说中司掌混乱的女神。\n\n穿戴它就意味着对天界的反抗，\n会触怒天界居民。\n\n形状并不固定，会根据拥有者的\n战斗方法与战斗装扮，切换为\n手环、耳饰等形态。
COP_DETAIL_AC_B_007	受印度破坏神湿婆祝福的魔导器。\n\n据说由侍奉于毗奢耶那伽罗王朝的\n魔女夜叉女所制。具有反弹敌人\n攻击的力量。\n\n形状并不固定，会根据拥有者的\n战斗方法与战斗装扮，切换为\n手环、耳饰等形态。
COP_DETAIL_AC_B_008	与古代恶魔剑士缔结契约，\n对抗魔界侵略军的孤高魔女伊娃\n所制作的魔导器。\n\n只要穿戴上它就能在使用\n魔导术的精髓——魔女时间时\n获得更多恩惠，\n但至于其效果众说纷纭，\n至今仍有许多未能解明的部分。\n\n形状并不固定，会根据拥有者的\n战斗方法与战斗装扮，切换为\n手环、耳饰等形态。
COP_DETAIL_AC_B_009	据说是一名魔女制造的魔导器，\n她在明朝末期，率领着装备了\n白蜡木枪的精锐兵团大杀四方。\n\n据说使用了“巅峰手环”的碎片，\n能将巅峰之力引向更高峰。
COP_DETAIL_AC_B_010	唯有暗影魔女一族的族长才有资格\n穿戴的秘宝，是力量与地位的象征。\n\n据说是由世人所惧怕的“魔女王”\n古代魔女艾森所制，只要戴在手腕上，\n就能促进魔力回复。\n\n形状并不固定，会根据拥有者的\n战斗方法与战斗装扮，切换为\n手环、耳饰等形态。
COP_DETAIL_AC_B_011	能将佩戴者的力量激发至巅峰的\n神秘宝物。\n\n制作时间、制作地点、制作方法\n全不详，因此有不少人认为\n该宝物或许来自别的宇宙。\n存在着几个变种，\n且不仅有耳饰，还有手环等形状。\n\n其力量之强大，就连神与恶魔都\n感到畏惧。据说有个不成文的规定，\n即在任何斗争中都禁止使用该手环。\n\n形状并不固定，\n将配合佩戴者的战斗方式或战斗服\n变换为手环、耳饰等样式。\n\n※装备该手环战斗的话，\n在计算结果时会受到惩罚。
COP_DETAIL_AC_B_012	在日本中世末期近世初期，有一位\n名为阿国的巫女游历诸国为大众表演，\n据说这就是她做的魔导器。\n\n戴上这个耳饰表演舞蹈，\n可以从观众手中得到更多的赏钱，\n在战场上也能让战败的敌人\n交出所有偷藏起来的财物。
COP_DETAIL_AC_A_001	世人畏惧的魔女玛莉制作的腰饰。\n其战斗方式残忍无情，因而被人们称为\n“血腥玛莉”。\n\n玛莉擅长的战斗招式如行云流水般\n干脆利落。而穿戴这个魔导器的人\n可以运用她纯熟的技术进行战斗，\n仿佛被她操纵了一般。\n\n※装备在专用槽位，\n无法与其他饰品替换。\n※若在难度为STANDARD以上时\n使用该饰品，将处以\n获得连击点数减半的惩罚。\n不存在连击点数的章节，\n将处以章节结算减半的惩罚。
COP_DETAIL_AC_B_013	在过去，魔女美狄亚来到库雷塔岛，\n打倒了守护岛屿的巨人塔罗斯，\n从它身上取出了能当作原动力的真核，\n以此制成了魔导器。\n\n据说装备它发动召唤术时，即使无法\n使用秘术“恶魔奴隶”来操纵恶魔，\n也能轻松地让恶魔帮助自己战斗，\n在魔导术修行中被普遍使用。
