CHAPTER/chapter01_ev
C01_EV1000_00010_ENZO	カカア…\nエド…！ エドナ…
SK_DETAIL_WP03_24	[KC:B_DEFENSE ]Hold[BTN:LS_U ]+[ICON:KICK ]　or　[BTN:LS_U ][BTN:LS_U ]+[ICON:KICK ]\n空中で[BTN:LS_U ]+[ICON:KICK ]\nヨーヨーを車輪のように回転させ\n移動しながら相手を攻撃する。\n[BTN:LS ]で移動方向の操作ができる。
SK_DETAIL_WP03_91	[BTN:LS_ROT ]+[ICON:PUNCH ]\nデーモン・マスカレイドスキル\n上空に伸ばした糸を軸に大きな\n円を描きながら周囲を攻撃する。
SK_DETAIL_WP03_31	[ICON:JUMP ]後すぐに[ICON:PUNCH ]\nデーモン・マスカレイドスキル\n宙返りをし、燃える尻尾で\n相手を打ち上げる。
SK_DETAIL_WP03_32	[BTN:LS_D ][BTN:LS_U ]+[ICON:PUNCH ]\n両手のヨーヨーを高速回転させ\nながら勢いよく前方に放つ技。\nボタンを長押しすることで、\n技の威力が上昇する。
SK_DETAIL_WP03_33	[ICON:JUMP ]後すぐに[ICON:KICK ]\n足のヨーヨーを回転させながら\n放つ、上空への鋭い蹴り。\nボタンを長押しすることで、\n脚のヨーヨーを回転させ続け\nその場でしばらく滞空し続ける。
SK_DETAIL_WP03_34	[BTN:LS_D ][BTN:LS_U ]+[ICON:KICK ]\nデーモン・マスカレイドスキル\n前方に尻尾をつき刺して攻撃\nした後、刺した尻尾を支えに自ら\n跳躍し、相手の頭上から追撃する。
SK_DETAIL_WP03_41	[ICON:PUNCH ]もしくは[ICON:KICK ]Hold\n攻撃後、ヨーヨーを回転させたまま\nその場に停滞させる事で\n攻撃回数が増える。
SK_DETAIL_WP03_42	[ICON:SHOT ]長押し後に[ICON:SHOT ]を離す\n相手の動きを遅くする粘着弾を\n発射する。
SK_DETAIL_WP03_43	[BTN:LS_ROT ]+[ICON:SHOT ]\nデーモン・マスカレイドスキル\n飛び上がって回転しながら、\n触れると動きが遅くなる粘着弾を\n周囲にばらまく。
SK_DETAIL_WP03_25	[BTN:LS_ROT ]+[ICON:KICK ]\nデーモン・マスカレイドスキル\nコマのように回転しながら\n燃え上がり、近づくものを\n攻撃する。[BTN:LS ]で移動ができる。
SK_DETAIL_WP03_92	[BTN:L3 ]+[BTN:R3 ]\nデーモン・マスカレイドスキル\n尻尾を地面に突き刺して流し\n込んだ灼熱のエネルギーが、\n周囲の大地を溶かしてマグマを\n噴き上がらせ、最後は大爆発を\n引き起こす。
SK_NAME_DE04_11	汽笛
SK_NAME_DE04_12	「怒り」による攻撃力上昇1
SK_NAME_DE04_13	「怒り」による攻撃力上昇２
SK_NAME_DE04_21	黄弐號：全体廻レ
SK_NAME_DE04_22	黄参號：八ノ字走行始メ
SK_NAME_DE04_23	青弐號：信号火石炭直接照準
SK_NAME_DE04_31	赤弐號：定位ニ就キ応戦セヨ
SK_NAME_DE04_32	赤参號：接近敵排除装置作動
SK_NAME_DE04_33	青参號：緊急停止ノチ重砲斉射
SK_DETAIL_DE04_11	[KC:B_DEFENSE ]\n汽笛を鳴らし、\n怒りを1段階高める。\n\n[ICON:STEEL ]は怒り上昇に伴い\n攻撃力が増す。\n攻撃を受けることによる怒りにも\n同様の効果がある。
SK_DETAIL_DE04_12	「怒り」上昇に伴い\n攻撃力がさらに増す。
SK_DETAIL_DE04_13	「怒り」上昇に伴い\n攻撃力がさらに増す。
SK_DETAIL_DE04_21	[BTN:LS_D ][BTN:LS_U ]+[ICON:PUNCH ]\n列車が宙返りする軌道を描く\nことで、上空の相手をも攻撃する。
SK_DETAIL_DE04_22	[BTN:LS_ROT ]+[ICON:PUNCH ]\n列車が「８の字」の軌道を描く\nことで、広範囲を一度に攻撃する。
SK_DETAIL_DE04_23	[BTN:LS_D ][BTN:LS_U ]+[ICON:SHOT ]\n煙突から赤熱した石炭弾を\n噴出する。弾は相手の頭上に\n落ちて爆発する。
SK_DETAIL_DE04_31	[BTN:LS_D ][BTN:LS_U ]+[ICON:KICK ]\n列車から悪魔が下車し、\n一定時間近くにいる相手を\n自動で攻撃する。
SK_DETAIL_DE04_32	[BTN:LS_ROT ]+[ICON:KICK ]\n一時停車し、その場で\nチェーンソーを振り回して\n周囲を攻撃する。
SK_DETAIL_DE04_33	[BTN:LS_ROT ]+[ICON:SHOT ]\n急停車し、正面に向かって主砲を\n放つ。攻撃の威力が高い分、\n当てる事が困難な技。
SK_NAME_WP04_11	アイアンワーカー
SK_NAME_WP04_12	アクセラレータ
SK_NAME_WP04_13	デスパッチ
SK_NAME_WP04_21	ハイ・テンション
SK_NAME_WP04_22	カーディアック・ウィリー
SK_NAME_WP04_23	スプラッター・ソウ
SK_NAME_WP04_33	ラフライダー
SK_NAME_WP04_25	ギア・スクリーム
SK_NAME_WP04_31	スパイラル・ロコ
SK_NAME_WP04_32	ナイトメア・スイングアーム
SK_NAME_WP04_24	フック・ウィリー
SK_NAME_WP04_34	チャッキー・チョッパー
SK_NAME_WP04_41	ボイラーチャージ
SK_NAME_WP04_42	オーバーローラー
SK_NAME_WP04_43	ホイール・インフェルノ
SK_NAME_WP04_91	ランブル・イコライザー
SK_NAME_WP04_92	デッドロック・オーバードライブ
SK_DETAIL_WP04_11	[BTN:LS_U ]+[KC:B_AVOID ]を素早く２回入力\nデーモン・マスカレイドスキル\n鋼鉄の体となり蒸気機関を働かせて\n速く走行する。
SK_DETAIL_WP04_12	空中で[ICON:JUMP ]Hold\nデーモン・マスカレイドスキル\n前方にレールを轢きながら、\n高速で走行する。\nボタンを長押しするほど、\n移動距離が伸びる。\n[BTN:LS ]で移動方向の操作ができる。
SK_DETAIL_WP04_13	[BTN:LS_U ]+[KC:B_DEFENSE ]を素早く２回入力\nデーモン・マスカレイドスキル\n前方へ急発進し、体当たりした\n相手を両腕のチェーンソーで\n挟み込んで攻撃する。
SK_DETAIL_WP04_21	[KC:B_DEFENSE ]Hold[BTN:LS_D ]+[ICON:PUNCH ]\nチェーンソーを振り上げ相手を\n上空に打ち上げる。\nボタンを長押しすることで、\nチェーンソーを振り回しながら\n回転数を上げ、ボタンを離して\n攻撃した際の威力が上昇する。\nただし、ボタンを押している時間が\n長すぎると制御不能に陥り\n失敗する。
SK_DETAIL_WP04_22	[KC:B_DEFENSE ]Hold[BTN:LS_D ]+[ICON:KICK ]\n武器を機関車のように発進させて\n宙返りしながら相手を\n上空へと巻き込む。\nボタンを長押しすることで、\nチェーンソーを振り回しながら\n回転数を上げ、ボタンを離して\n攻撃した際の威力が上昇する。\nただし、ボタンを押している時間が\n長すぎると制御不能に陥り\n失敗する。
SK_DETAIL_WP04_23	[KC:B_DEFENSE ]Hold[BTN:LS_U ]+[ICON:PUNCH ]　or　[BTN:LS_U ][BTN:LS_U ]+[ICON:PUNCH ]\n前方に大きく踏み込み、\nチェーンソーで攻撃する。\nボタンを長押しすることで、\nチェーンソーを振り回しながら\n回転数を上げ、ボタンを離して\n攻撃した際の威力が上昇する。\nただし、ボタンを押している時間が\n長すぎると制御不能に陥り\n失敗する。
SK_DETAIL_WP04_33	[KC:B_DEFENSE ]Hold[BTN:LS_U ]+[ICON:KICK ]　or　[BTN:LS_U ][BTN:LS_U ]+[ICON:KICK ]\n空中で[BTN:LS_U ]+[ICON:KICK ]\n武器を機関車のように乗りこなし\n[BTN:LS ]で自在に移動する。\nぶつかった相手をひき倒す。\nただし、一定時間以上乗り続けると\n制御不能に陥る。\n[ICON:JUMP ]で飛び降りることが可能。
SK_DETAIL_WP04_25	[BTN:LS_ROT ]+[ICON:KICK ]\nデーモン・マスカレイドスキル\n左側に急旋回するように走行\nしながら、両手のチェーンソーで\n周りを攻撃する。\nボタンを長押しすることで、\n最大3周分走行距離が延長される。
SK_DETAIL_WP04_31	[ICON:JUMP ]後すぐに[ICON:PUNCH ]\nデーモン・マスカレイドスキル\n螺旋を描くようにその場で上昇し、\n相手を上空に巻き上げる。
SK_DETAIL_WP04_32	[BTN:LS_D ][BTN:LS_U ]+[ICON:PUNCH ]\nデーモン・マスカレイドスキル\n前進しながら両腕のチェーンソーを\n振り回し相手を何度も斬りつける。
SK_DETAIL_WP04_24	[ICON:JUMP ]後すぐに[ICON:KICK ]\n武器を機関車のように発進させて\n上空へと飛び上がりながら\n相手を打ち上げる。
SK_DETAIL_WP04_34	[BTN:LS_D ][BTN:LS_U ]+[ICON:KICK ]\nデーモン・マスカレイドスキル\n相手に向かって急発進し、\n両腕のチェーンソーで挟み込んで\n攻撃する。
SK_DETAIL_WP04_41	[ICON:PUNCH ]もしくは[ICON:KICK ]長押し後\nボタンを離す\nチェーンソーを振り回しながら\n回転数を上げ、威力を上昇させる。\nただし、ボタンを押している時間が\n長すぎると制御不能に陥り\n失敗する。
SK_DETAIL_WP04_42	[BTN:LS_ROT ]+[ICON:SHOT ]\n勢いよく横振りし車輪を射出する。\n車輪は自分の周りを\n円を描くように転がりながら、\n触れた相手をひき倒す。
SK_DETAIL_WP04_43	[ICON:SHOT ]長押し後[ICON:SHOT ]を離す\nチェーンソーを振り回しながら\n回転数を上げると、射出する\nチェーンソーの歯車が巨大化し、\n威力が上昇する。\nただし、ボタンを押している時間が\n長すぎると制御不能に陥り\n失敗する。
SK_DETAIL_WP04_91	[BTN:LS_ROT ]+[ICON:PUNCH ]\nチェーンソーを頭上で\n振り回して周囲を攻撃する。\nボタンを長押しすると、\n振り回す時間が延長される。\nただし、ボタンを押している時間が\n長すぎると制御不能に陥り\n失敗する。
SK_DETAIL_WP04_92	[BTN:L3 ]＋[BTN:R3 ]\nデーモン・マスカレイドスキル\n鋼鉄の体を急発進させ、目にも\nとまらぬスピードで前方一帯を\n蹂躙する。
SK_NAME_DE05_11	バアルの唄
SK_NAME_DE05_12	「バアルの唄」の威力増大１
SK_NAME_DE05_13	「バアルの唄」の威力増大２
SK_NAME_DE05_21	シャッセ
SK_NAME_DE05_22	コロラトゥーラ
SK_NAME_DE05_23	ベルカント・ベレノーサ
SK_NAME_DE05_31	ブリゼ・ボレ
SK_NAME_DE05_32	ピルエット
SK_NAME_DE05_33	パ・ド・トロワ
SK_DETAIL_DE05_11	[KC:B_DEFENSE ][KC:B_DEFENSE ][KC:B_DEFENSE ][KC:B_DEFENSE ]\n[ICON:BAAL ]が歌を唄う。　\n4小節ある歌を全て唄いきる事で\n頭上に禍々しい雲を展開し、\n辺り一面に毒の雨を降らせる。\nその雨を受けた相手は徐々に\n体力を奪われ衰弱していく。
SK_DETAIL_DE05_12	「バアルの唄」の毒雨の攻撃力が\n上昇する。
SK_DETAIL_DE05_13	「バアルの唄」の毒雨の攻撃力が\n上昇する。
SK_DETAIL_DE05_21	[BTN:LS_D ][BTN:LS_U ]+[ICON:PUNCH ]\n低空で平泳ぎをするように手足を\nかき、急加速して突進する。
SK_DETAIL_DE05_22	[BTN:LS_ROT ]+[ICON:PUNCH ]\n長い舌を鞭のようにしならせて\n何度も攻撃し、最後は舌を\n打ち下ろして相手の体勢を崩す。
SK_DETAIL_DE05_23	[BTN:LS_D ][BTN:LS_U ]+[ICON:SHOT ]\n口から大きな毒の泡を吐き出す。\n泡はバウンドし、相手に接触すると\n弾けて怯ませる。\nボタンを長押しし続けると泡が\n大きくなり、技の効果範囲と\n威力が上昇する。
SK_DETAIL_DE05_31	[BTN:LS_D ][BTN:LS_U ]+[ICON:KICK ]\n身を翻し、足を上下に動かし\n毒のしぶきを上げて\n周囲を攻撃する。\nボタンを連打することで、\n攻撃回数が増える。
SK_DETAIL_DE05_32	[BTN:LS_ROT ]+[ICON:KICK ]\n片足を上げて踊るように回転し、\n周囲を巻き込む。\n[BTN:LS ]で移動ができる。
SK_DETAIL_DE05_33	[BTN:LS_ROT ]+[ICON:SHOT ]\n触れると爆発するオタマジャクシを\n[ICON:BAAL ]の周りに漂わせる。\nオタマジャクシは、視界内に\n相手を捕らえると自動的に\n追尾して爆発する。
SK_NAME_WP05_11	アレグレット
SK_NAME_WP05_12	レジェロ
SK_NAME_WP05_13	プレスト・リープ
SK_NAME_WP05_21	フラッシュ・ロケット
SK_NAME_WP05_22	ベノム・サイクル
SK_NAME_WP05_23	ブレイクスルー
SK_NAME_WP05_33	ライジング・ガガ
SK_NAME_WP05_25	スピン・ユア・フィンズ
SK_NAME_WP05_31	フロッグ・ユー
SK_NAME_WP05_32	ア・カペラ
SK_NAME_WP05_24	ストリデンテ
SK_NAME_WP05_34	サーフス・アップ
SK_NAME_WP05_41	ヘヴィーボイス
SK_NAME_WP05_42	バルーンホーン
SK_NAME_WP05_43	フォルティッシモ
SK_NAME_WP05_91	ラウンド・スコア
SK_NAME_WP05_92	クイーン・オブ・ジ・デビルダム
SK_DETAIL_WP05_11	[BTN:LS_U ]+[KC:B_AVOID ]を素早く２回入力\nデーモン・マスカレイドスキル\n華麗にスキップしながら\n高速移動する。
SK_DETAIL_WP05_12	空中で[ICON:JUMP ]Hold\nデーモン・マスカレイドスキル\n空中から垂直に高く跳躍する。
SK_DETAIL_WP05_13	[BTN:LS_U ]+[KC:B_DEFENSE ]を素早く２回入力\nデーモン・マスカレイドスキル\n宙を蹴って突進し、体当たりした\n相手に蹴りで追撃する。
SK_DETAIL_WP05_21	[KC:B_DEFENSE ]Hold[BTN:LS_D ]+[ICON:PUNCH ]\nマイクスタンドを振り上げて\n相手を打ち上げる。\nボタンを長押しすることで、\n攻撃の後に防御力が上昇する。
SK_DETAIL_WP05_22	[KC:B_DEFENSE ]Hold[BTN:LS_D ]+[ICON:KICK ]\nデーモン・マスカレイドスキル\n宙返りして飛び上がりながら\n相手を蹴り上げる。
SK_DETAIL_WP05_23	[KC:B_DEFENSE ]Hold[BTN:LS_U ]+[ICON:PUNCH ]　or　[BTN:LS_U ][BTN:LS_U ]+[ICON:PUNCH ]\n前方へ突進し距離を詰めた\nところで、マイクスタンドによる\n突きを放つ。
SK_DETAIL_WP05_33	[KC:B_DEFENSE ]Hold[BTN:LS_U ]+[ICON:KICK ]　or　[BTN:LS_U ][BTN:LS_U ]+[ICON:KICK ]\n前方へ突進し距離を詰めた\nところで、マイクスタンドを\n回転させて連続攻撃を与える。
SK_DETAIL_WP05_25	[BTN:LS_ROT ]+[ICON:KICK ]\nデーモン・マスカレイドスキル\nその場で踊るように連続回転して、\n周囲を攻撃する。\n[BTN:LS ]で移動ができる。
SK_DETAIL_WP05_31	[ICON:JUMP ]後すぐに[ICON:PUNCH ]\nデーモン・マスカレイドスキル\n周りを巻き込みながら\n回転上昇する。
SK_DETAIL_WP05_32	[BTN:LS_D ][BTN:LS_U ]+[ICON:PUNCH ]\n前方の広範囲に向け、\nマイクを使った破壊的音波を\n前方広範囲に拡散させる技。
SK_DETAIL_WP05_24	[ICON:JUMP ]後すぐに[ICON:KICK ]\n上空に向けてマイクスタンドの\n鋭い突きを放つ。\n\n空中で[BTN:LS_U ]+[ICON:KICK ]\n地上に向けてマイクスタンドの\n鋭い突きを放つ。\nボタンを長押しすることで、\n攻撃が当たった後も突進を続ける。
SK_DETAIL_WP05_34	[BTN:LS_D ][BTN:LS_U ]+[ICON:KICK ]\nデーモン・マスカレイドスキル\n前方に華麗に滑走しながら、\n通った後に毒の柱を噴き上げる。\n触れた相手を打ち上げる技。
SK_DETAIL_WP05_41	[ICON:PUNCH ]Hold\n攻撃の後に防御力を\n上げる歌を歌う。\n[ICON:KICK ]Hold\n攻撃の後に攻撃力を\n上げる歌を歌う。\n\nどちらも重複させる事が可能で\n効果時間の延長ができる。
SK_DETAIL_WP05_42	[BTN:LS_ROT ]+[ICON:SHOT ]\nデーモン・マスカレイドスキル\n華麗に回転ジャンプをしながら、\nあらゆる方向に向かって\n音の弾を乱射する。
SK_DETAIL_WP05_43	[ICON:SHOT ]Hold\nデーモン・マスカレイドスキル\n溜めが完了した状態でボタンを\n離すと、独自の発声方法による\n破壊的音波を前方広範囲に\n拡散させる技。
SK_DETAIL_WP05_91	[BTN:LS_ROT ]+[ICON:PUNCH ]\nマイクスタンドを頭上で振り回して\n攻撃し、最後は振り上げて\n相手を打ち上げる。\nボタンを長押しすることで、\n攻撃時間が延長される。
SK_DETAIL_WP05_92	[BTN:L3 ]+[BTN:R3 ]\nデーモン・マスカレイドスキル\nリサイタルに集まった聴衆たちの\nビッグウェイブが周囲を攻撃する。\nクライマックスは変身し、\n全方位に破壊的音波を\n響かせて攻撃する。\n技の発動後、攻撃力と防御力が\n一定時間上昇する。
SK_NAME_DE06_11	ソロモンの鉤爪
SK_NAME_DE06_12	「風圧」の効果拡大１
SK_NAME_DE06_13	「風圧」の効果拡大２
SK_NAME_DE06_21	ミストラル
SK_NAME_DE06_22	カラブラン
SK_NAME_DE06_23	ルオシャンフェン
SK_NAME_DE06_31	リバット
SK_NAME_DE06_32	ハムシーン
SK_NAME_DE06_33	テンペスト
SK_DETAIL_DE06_11	[KC:B_DEFENSE ]\n相手を鉤爪で掴む。掴んだ後は\n相手により様々な攻撃に派生する。\n一定サイズ以上の敵には有効では\nないが、隙をつくことで\n掴むことができる。\n掴んだ後も抵抗をする相手には、\nいずれかのアクションボタンを\n連打することで、掴んで上空へ\n持ち上げる。この状態から\n以下のような操作ができる。\n[ICON:PUNCH ]　掴んだままついばむ\n[ICON:KICK ]　下へ叩きつける\n[ICON:SHOT ]　投げとばす\n[ICON:JUMP ]　掴んだまま上昇する\n[KC:B_DEFENSE ]　離す
SK_DETAIL_DE06_12	大きいサイズの相手にも、\n風圧の影響を与えられる\nようになる。
SK_DETAIL_DE06_13	大きいサイズの相手にも、\n風圧の影響を与えられる\nようになる。
SK_DETAIL_DE06_21	[BTN:LS_D ][BTN:LS_U ]+[ICON:PUNCH ]\nきりもみ回転しながら前方に\n突進する。
SK_DETAIL_DE06_22	[BTN:LS_ROT ]+[ICON:PUNCH ]\n空中で宙返りをするように旋回し、\n相手を打ち上げる。
SK_DETAIL_DE06_23	[BTN:LS_D ][BTN:LS_U ]+[ICON:SHOT ]\n羽をミサイルのように\n相手に向かって発射する。
SK_DETAIL_DE06_31	[BTN:LS_D ][BTN:LS_U ]+[ICON:KICK ]\n地上へと急降下し、鉤爪で\n真下にいる相手を踏みつぶす。
SK_DETAIL_DE06_32	[BTN:LS_ROT ]+[ICON:KICK ]\n長い尾を薙ぎ払うように\nしならせて前方広範囲を攻撃する。
SK_DETAIL_DE06_33	[BTN:LS_ROT ]+[ICON:SHOT ]\n周囲のものを吸い込む竜巻を\n発生させる。竜巻に触れた相手は\nたちまち巻き上げられて\nそのまま四方に弾き飛ばされる。
