bag.dat
msg_ui_bag_okodukai_00	しょじきん
ITEMNAME_1370	★Vir5359
ITEMNAME_1371	★Vir5409
ITEMNAME_1372	★Vir5107
ITEMNAME_1373	★Ari617
ITEMNAME_1374	★Ari553
ITEMNAME_1375	★Ari546
ITEMNAME_1376	★Ari951
ITEMNAME_1377	★Ori1713
ITEMNAME_1378	★Ori2061
ITEMNAME_1379	★Ori1790
ITEMNAME_1380	★Ori1903
ITEMNAME_1381	★Ori1948
ITEMNAME_1382	★Ori2004
ITEMNAME_1383	★Ori1852
ITEMNAME_1384	★Ori1879
ITEMNAME_1385	★Ori1899
ITEMNAME_1386	★Ori1543
ITEMNAME_1387	★Cas21
ITEMNAME_1388	★Cas168
ITEMNAME_1389	★Cas403
ITEMNAME_1390	★Cas153
ITEMNAME_1391	★Cas542
ITEMNAME_1392	★Cas219
ITEMNAME_1393	★Cas265
ITEMNAME_1394	★Cnc3572
ITEMNAME_1395	★Cnc3208
ITEMNAME_1396	★Cnc3461
ITEMNAME_1397	★Cnc3449
ITEMNAME_1398	★Cnc3429
ITEMNAME_1399	★Cnc3627
ITEMNAME_1400	★Cnc3268
ITEMNAME_1401	★Cnc3249
ITEMNAME_1402	★Com4968
ITEMNAME_1403	★Crv4757
ITEMNAME_1404	★Crv4623
ITEMNAME_1405	★Crv4662
ITEMNAME_1406	★Crv4786
ITEMNAME_1407	★Aur1708
ITEMNAME_1408	★Aur2088
ITEMNAME_1409	★Aur1605
ITEMNAME_1410	★Aur2095
ITEMNAME_1411	★Aur1577
ITEMNAME_1412	★Aur1641
ITEMNAME_1413	★Aur1612
ITEMNAME_1414	★Pav7790
ITEMNAME_1415	★Cet911
ITEMNAME_1416	★Cet681
ITEMNAME_1417	★Cet188
ITEMNAME_1418	★Cet539
ITEMNAME_1419	★Cet804
ITEMNAME_1420	★Cep8974
ITEMNAME_1421	★Cep8162
ITEMNAME_1422	★Cep8238
ITEMNAME_1423	★Cep8417
ITEMNAME_1424	★Cen5267
ITEMNAME_1425	★Cen5288
ITEMNAME_1426	★Cen551
ITEMNAME_1427	★Cen5459
ITEMNAME_1428	★Cen5460
ITEMNAME_1429	★CMi2943
ITEMNAME_1430	★CMi2845
ITEMNAME_1431	★Equ8131
ITEMNAME_1432	★Vul7405
ITEMNAME_1433	★UMi424
ITEMNAME_1434	★UMi5563
ITEMNAME_1435	★UMi5735
ITEMNAME_1436	★UMi6789
ITEMNAME_1437	★Crt4287
ITEMNAME_1438	★Lyr7001
ITEMNAME_1439	★Lyr7178
ITEMNAME_1440	★Lyr7106
ITEMNAME_1441	★Lyr7298
ITEMNAME_1442	★Ara6585
ITEMNAME_1443	★Sco6134
ITEMNAME_1444	★Sco6527
ITEMNAME_1445	★Sco6553
ITEMNAME_1446	★Sco5953
ITEMNAME_1447	★Sco5984
ITEMNAME_1448	★Sco6508
ITEMNAME_1449	★Sco6084
ITEMNAME_1450	★Sco5944
ITEMNAME_1451	★Sco6630
ITEMNAME_1452	★Sco6027
ITEMNAME_1453	★Sco6247
ITEMNAME_1454	★Sco6252
ITEMNAME_1455	★Sco5928
ITEMNAME_1456	★Sco6241
ITEMNAME_1457	★Sco6165
ITEMNAME_1458	★Tri544
ITEMNAME_1459	★Leo3982
ITEMNAME_1460	★Leo4534
ITEMNAME_1461	★Leo4357
ITEMNAME_1462	★Leo4057
ITEMNAME_1463	★Leo4359
ITEMNAME_1464	★Leo4031
ITEMNAME_1465	★Leo3852
ITEMNAME_1466	★Leo3905
ITEMNAME_1467	★Leo3773
ITEMNAME_1468	★Gru8425
ITEMNAME_1469	★Gru8636
ITEMNAME_1470	★Gru8353
ITEMNAME_1471	★Lib5685
ITEMNAME_1472	★Lib5531
ITEMNAME_1473	★Lib5787
ITEMNAME_1474	★Lib5603
ITEMNAME_1475	★Pup3165
ITEMNAME_1476	★Pup3185
ITEMNAME_1477	★Pup3045
ITEMNAME_1478	★Cyg7924
ITEMNAME_1479	★Cyg7417
ITEMNAME_1480	★Cyg7796
ITEMNAME_1481	★Cyg8301
ITEMNAME_1482	★Cyg7949
ITEMNAME_1483	★Cyg7528
ITEMNAME_1484	★Oct7228
ITEMNAME_1485	★Col1956
ITEMNAME_1486	★Col2040
ITEMNAME_1487	★Col2177
ITEMNAME_1488	★Gem2990
ITEMNAME_1489	★Gem2891
ITEMNAME_1490	★Gem2421
ITEMNAME_1491	★Gem2473
ITEMNAME_1492	★Gem2216
ITEMNAME_1493	★Gem2777
ITEMNAME_1494	★Gem2650
ITEMNAME_1495	★Gem2286
ITEMNAME_1496	★Gem2484
ITEMNAME_1497	★Gem2930
ITEMNAME_1498	★Peg8775
ITEMNAME_1499	★Peg8781
ITEMNAME_1500	★Peg39
ITEMNAME_1501	★Peg8308
ITEMNAME_1502	★Peg8650
ITEMNAME_1503	★Peg8634
ITEMNAME_1504	★Peg8684
ITEMNAME_1505	★Peg8450
ITEMNAME_1506	★Peg8880
ITEMNAME_1507	★Peg8905
ITEMNAME_1508	★Oph6556
ITEMNAME_1509	★Oph6378
ITEMNAME_1510	★Oph6603
ITEMNAME_1511	★Oph6149
ITEMNAME_1512	★Oph6056
ITEMNAME_1513	★Oph6075
ITEMNAME_1514	★Ser5854
ITEMNAME_1515	★Ser7141
ITEMNAME_1516	★Ser5879
ITEMNAME_1517	★Her6406
ITEMNAME_1518	★Her6148
ITEMNAME_1519	★Her6410
ITEMNAME_1520	★Her6526
ITEMNAME_1521	★Her6117
ITEMNAME_1522	★Her6008
ITEMNAME_1523	★Per936
ITEMNAME_1524	★Per1017
ITEMNAME_1525	★Per1131
ITEMNAME_1526	★Per1228
ITEMNAME_1527	★Per834
ITEMNAME_1528	★Per941
ITEMNAME_1529	★Phe99
ITEMNAME_1530	★Phe338
ITEMNAME_1531	★Vel3634
ITEMNAME_1532	★Vel3485
ITEMNAME_1533	★Vel3734
ITEMNAME_1534	★Aqr8232
ITEMNAME_1535	★Aqr8414
ITEMNAME_1536	★Aqr8709
ITEMNAME_1537	★Aqr8518
ITEMNAME_1538	★Aqr7950
ITEMNAME_1539	★Aqr8499
ITEMNAME_1540	★Aqr8610
ITEMNAME_1541	★Aqr8264
ITEMNAME_1542	★Cru4853
ITEMNAME_1543	★Cru4730
ITEMNAME_1544	★Cru4763
ITEMNAME_1545	★Cru4700
ITEMNAME_1546	★Cru4656
ITEMNAME_1547	★PsA8728
ITEMNAME_1548	★TrA6217
ITEMNAME_1549	★Cap7776
ITEMNAME_1550	★Cap7754
ITEMNAME_1551	★Cap8278
ITEMNAME_1552	★Cap8322
ITEMNAME_1553	★Cap7773
ITEMNAME_1554	★Sge7479
ITEMNAME_1555	★Car2326
ITEMNAME_1556	★Car3685
ITEMNAME_1557	★Car3307
ITEMNAME_1558	★Car3699
ITEMNAME_1559	★Dra5744
ITEMNAME_1560	★Dra5291
ITEMNAME_1561	★Dra6705
ITEMNAME_1562	★Dra6536
ITEMNAME_1563	★Dra7310
ITEMNAME_1564	★Dra6688
ITEMNAME_1565	★Dra4434
ITEMNAME_1566	★Dra6370
ITEMNAME_1567	★Dra7462
ITEMNAME_1568	★Dra6396
ITEMNAME_1569	★Dra6132
ITEMNAME_1570	★Dra6636
ITEMNAME_1571	★CVn4915
ITEMNAME_1572	★CVn4785
ITEMNAME_1573	★CVn4846
ITEMNAME_1574	★Aql7595
ITEMNAME_1575	★Aql7557
ITEMNAME_1576	★Aql7525
ITEMNAME_1577	★Aql7602
ITEMNAME_1578	★Aql7235
ITEMNAME_1579	ダイミツ
ITEMNAME_1580	ダイキノコ
ITEMNAME_1581	ガラナツのえだ
ITEMNAME_1582	ガラナツブレス
ITEMNAME_1583	おしゃれカード
ITEMNAME_1584	ヨロイパス
ITEMNAME_1585	ロトムじてんしゃ
ITEMNAME_1586	ロトムじてんしゃ
ITEMNAME_1587	けいけんおまもり
ITEMNAME_1588	ヨロイこうせき
ITEMNAME_1589	あかしのおまもり
ITEMNAME_1590	キズナのタヅナ
ITEMNAME_1591	キズナのタヅナ
ITEMNAME_1592	ガラナツリース
ITEMNAME_1593	でんせつのメモ１
ITEMNAME_1594	でんせつのメモ２
ITEMNAME_1595	でんせつのメモ３
ITEMNAME_1596	でんせつのメモ？
ITEMNAME_1597	カンムリパス
ITEMNAME_1598	きぼりのかんむり
ITEMNAME_1599	かがやくはなびら
ITEMNAME_1600	しろいたてがみ
ITEMNAME_1601	くろいたてがみ
ITEMNAME_1602	つめたいにんじん
ITEMNAME_1603	くろいにんじん
ITEMNAME_1604	マックスこうせき
ITEMNAME_1605	にんじんのタネ
ITEMNAME_1606	とくせいパッチ
ITEMNAME_1607	キズナのタヅナ
ITEMNAME_1608	ときのシズメダマ
ITEMNAME_1609	そらのシズメダマ
ITEMNAME_1610	しずめだま
ITEMNAME_1611	つながりのヒモ
ITEMNAME_1612	ふるさとマフィン
ITEMNAME_1613	ぼんぐりのみ
ITEMNAME_1614	コトブキマフィン
ITEMNAME_1615	ビルドアッパー
ITEMNAME_1616	クリティカッター
ITEMNAME_1617	こだわりちまき
ITEMNAME_1618	にばいづけ
ITEMNAME_1619	あべこべやき
ITEMNAME_1620	まるいはっぱ
ITEMNAME_1621	たくみのえまき
ITEMNAME_1622	モンスターボール
ITEMNAME_1623	ススキのおとしもの
ITEMNAME_1624	こだいのこおり
ITEMNAME_1625	ユクシーのつめ
ITEMNAME_1626	アグノムのきば
ITEMNAME_1627	エムリットのはね
ITEMNAME_1628	たまいし
ITEMNAME_1629	カミナギのふえ
ITEMNAME_1630	カンポーやく
ITEMNAME_1631	いいカンポーやく
ITEMNAME_1632	きらきらミツ
ITEMNAME_1633	いきいきイナホ
ITEMNAME_1634	ころころマメ
ITEMNAME_1635	もちもちキノコ
ITEMNAME_1636	ごりごりミネラル
ITEMNAME_1637	もくざい
ITEMNAME_1638	キングリーフ
ITEMNAME_1639	シズメダマ２
ITEMNAME_1640	モンスターボール
ITEMNAME_1641	スーパーボール
ITEMNAME_1642	ハイパーボール
ITEMNAME_1643	クラフトレシピ４１
ITEMNAME_1644	ポケモンこけし
ITEMNAME_1645	クラフトレシピ０６
ITEMNAME_1646	クラフトレシピ０７
ITEMNAME_1647	ばりばりだま
ITEMNAME_1648	ねばりだま
ITEMNAME_1649	クラフトレシピ１０
ITEMNAME_1650	クラフトレシピ１１
ITEMNAME_1651	むらさきハーブ
ITEMNAME_1652	クラフトレシピ１２
ITEMNAME_1653	クラフトレシピ１３
ITEMNAME_1654	クラフトレシピ１４
ITEMNAME_1655	クラフトレシピ１５
ITEMNAME_1656	クラフトレシピ１６
ITEMNAME_1657	クラフトレシピ１７
ITEMNAME_1658	クラフトレシピ１８
ITEMNAME_1659	クラフトレシピ１９
ITEMNAME_1660	クラフトレシピ２０
ITEMNAME_1661	クラフトレシピ２１
ITEMNAME_1662	クラフトレシピ２２
ITEMNAME_1663	クラフトレシピ２３
ITEMNAME_1664	クラフトレシピ２４
ITEMNAME_1665	クラフトレシピ２５
ITEMNAME_1666	クラフトレシピ２６
ITEMNAME_1667	クラフトレシピ２７
ITEMNAME_1668	クラフトレシピ２８
ITEMNAME_1669	クラフトレシピ２９
ITEMNAME_1670	クラフトレシピ３０
ITEMNAME_1671	クラフトレシピ３１
ITEMNAME_1672	？？？
ITEMNAME_1673	クラフトレシピ３３
ITEMNAME_1674	クラフトレシピ３４
ITEMNAME_1675	クラフトレシピ３５
ITEMNAME_1676	クラフトレシピ３６
ITEMNAME_1677	クラフトレシピ３７
ITEMNAME_1678	しずめダマ
ITEMNAME_1679	てつのかけら
ITEMNAME_1680	n/a
ITEMNAME_1681	くろいろたまいし
ITEMNAME_1682	そらいろたまいし
ITEMNAME_1683	n/a
ITEMNAME_1684	どろだんご
ITEMNAME_1685	n/a
ITEMNAME_1686	バリバリモズク
ITEMNAME_1687	ケムリイモ
ITEMNAME_1688	むしくいぼんぐり
ITEMNAME_1689	ゆきだま
ITEMNAME_1690	ねばりだま
ITEMNAME_1691	くろのきせき
ITEMNAME_1692	ピートブロック
ITEMNAME_1693	むしよけスプレー
ITEMNAME_1694	クスリソウ
ITEMNAME_1695	ゲンキツボミ
ITEMNAME_1696	ピーピーグサ
ITEMNAME_1697	n/a
ITEMNAME_1698	n/a
ITEMNAME_1699	ふしぎなおまもり２（仮）
ITEMNAME_1700	ふしぎなおまもり３（仮）
ITEMNAME_1701	ツルギマイタケ
ITEMNAME_1702	テッペキクラゲ
ITEMNAME_1703	カゲブンシメジ（仮）
ITEMNAME_1704	キュウショウロ（仮）
ITEMNAME_1705	すなはまダイコン
ITEMNAME_1706	ふしぎなおまもり４（仮）
ITEMNAME_1707	ふしぎなおまもり５（仮）
ITEMNAME_1708	スイートトリュフ
ITEMNAME_1709	よせだまのもと
ITEMNAME_1710	モンスターボール
ITEMNAME_1711	スーパーボール
ITEMNAME_1712	ハイパーボール
ITEMNAME_1713	フェザーボール
ITEMNAME_1714	アーチボール
ITEMNAME_1715	とくしゅボール
ITEMNAME_1716	ビビリだま
ITEMNAME_1717	けむりだま
ITEMNAME_1718	n/a
ITEMNAME_1719	n/a
ITEMNAME_1720	ポケモンこけし
ITEMNAME_1721	かざんのシズメダマ
ITEMNAME_1722	やまのシズメダマ
ITEMNAME_1723	ゆきのシズメダマ
ITEMNAME_1724	ミツよせだま
ITEMNAME_1725	イナホよせだま
ITEMNAME_1726	マメよせだま
ITEMNAME_1727	キノコよせだま
ITEMNAME_1728	ミネラルよせだま
ITEMNAME_1729	クラフトレシピ３８
ITEMNAME_1730	クラフトレシピ３９
ITEMNAME_1731	クラフトレシピ４０
ITEMNAME_1732	あんぜんおまもり１
ITEMNAME_1733	あんぜんおまもり２
ITEMNAME_1734	あんぜんおまもり３
ITEMNAME_1735	あんぜんおまもり４
ITEMNAME_1736	あんぜんおまもり５
ITEMNAME_1737	やぶれたにっき
ITEMNAME_1738	けんこうおまもり１
ITEMNAME_1739	けんこうおまもり２
ITEMNAME_1740	けんこうおまもり３
ITEMNAME_1741	けんこうおまもり４
ITEMNAME_1742	けんこうおまもり５
ITEMNAME_1743	せきばんのかけら
ITEMNAME_1744	イダイトウだんご
ITEMNAME_1745	ふるいにっき
ITEMNAME_1746	ウイングボール
ITEMNAME_1747	ジェットボール
ITEMNAME_1748	ヘビーボール
ITEMNAME_1749	メガトンボール
ITEMNAME_1750	ギガトンボール
ITEMNAME_1751	ウイングボール
ITEMNAME_1752	クラフトレシピ４２
ITEMNAME_1753	クラフトレシピ４３
ITEMNAME_1754	ポフのみ
ITEMNAME_1755	すごいカンポーやく
ITEMNAME_1756	アタックアップ
ITEMNAME_1757	ディフェンスアップ
ITEMNAME_1758	ヨクアタラーヌ
ITEMNAME_1759	ガンバリのすな
ITEMNAME_1760	ガンバリのじゃり
ITEMNAME_1761	ガンバリのいし
ITEMNAME_1762	ガンバリのいわ
ITEMNAME_1763	ガンバリセット
ITEMNAME_1764	ふしぎなおまもり
ITEMNAME_1765	だれかのポーチ
ITEMNAME_1766	だれかのポーチ
ITEMNAME_1767	だれかのポーチ
ITEMNAME_1768	だれかのポーチ
ITEMNAME_1769	だれかのポーチ
ITEMNAME_1770	スマートフォン
ITEMNAME_1771	オリジンボール
ITEMNAME_1772	だれかのきんちゃく
ITEMNAME_1773	タマカゴ
ITEMNAME_1774	だんいんしょう
ITEMNAME_1775	くさりのはへん
ITEMNAME_1776	オリジンこうせき
ITEMNAME_1777	だいこんごうだま
ITEMNAME_1778	だいしらたま
ITEMNAME_1779	だいはっきんだま
ITEMNAME_1780	まっさらプレート
ITEMNAME_1781	n/a
ITEMNAME_1782	クラフトキット
ITEMNAME_1783	クラフトレシピ４４
ITEMNAME_1784	クラフトレシピ４５
ITEMNAME_1785	ストレンジボール
ITEMNAME_1786	ポケモンずかん
ITEMNAME_1787	ふるいポエム１
ITEMNAME_1788	ふるいポエム２
ITEMNAME_1789	ふるいポエム３
ITEMNAME_1790	ふるいポエム４
ITEMNAME_1791	アルセウスフォン
ITEMNAME_1792	ふるいポエム５
ITEMNAME_1793	ふるいポエム６
ITEMNAME_1794	ふるいポエム７
ITEMNAME_1795	ふるいポエム８
ITEMNAME_1796	ふるいポエム９
ITEMNAME_1797	ふるいポエム１０
ITEMNAME_1798	ふるいポエム１１
ITEMNAME_1799	ふるいポエム１２
ITEMNAME_1800	ふるいポエム１３
ITEMNAME_1801	ふるいポエム１４
ITEMNAME_1802	ふるいポエム１５
ITEMNAME_1803	ふるいポエム１６
ITEMNAME_1804	ふるいポエム１７
ITEMNAME_1805	ふるいポエム１８
ITEMNAME_1806	ふるいポエム１９
ITEMNAME_1807	ふるいポエム２０
ITEMNAME_1808	
ITEMNAME_1809	
ITEMNAME_1810	
ITEMNAME_1811	
ITEMNAME_1812	
ITEMNAME_1813	
ITEMNAME_1814	
ITEMNAME_1815	
ITEMNAME_1816	
ITEMNAME_1817	
ITEMNAME_1818	
ITEMNAME_1819	
ITEMNAME_1820	
ITEMNAME_1821	
ITEMNAME_1822	
ITEMNAME_1823	
ITEMNAME_1824	
ITEMNAME_1825	
ITEMNAME_1826	
ITEMNAME_1827	
ITEMNAME_1828	レジェンドプレート
level_up.dat
msg_ui_lvup_00_01	Lv.[VAR 0202(0000)]
msg_ui_lvup_00_02	[VAR 0102(0000)]
msg_ui_lvup_01_01	[~ 2]
msg_ui_lvup_01_02	[~ 3]
msg_ui_lvup_01_03	[~ 4]
msg_ui_lvup_01_04	[~ 5]
msg_ui_lvup_01_05	[~ 6]
msg_ui_lvup_01_06	[~ 7]
msg_ui_lvup_01_07	[~ 8]
msg_ui_lvup_01_08	[~ 9]
msg_ui_lvup_02_00	+[VAR 0206(0001,0000)]
msg_ui_lvup_02_01	[~ 11]
msg_ui_lvup_02_02	[~ 12]
msg_ui_lvup_02_03	[VAR 0102(0000)]は　あたらしく\n[VAR 0107(0001)]を　おぼえた！[VAR BE05(0004)][VAR BE05(0001)]\c
msg_ui_lvup_02_04	[VAR 010C(0000)]は　あたらしく\n[VAR 0107(0001)]を　おぼえたい……\c\n[VAR 0107(0001)]の　かわりに\nほかの　わざを　わすれさせますか？
msg_ui_lvup_02_05	１[WAIT 20]　２の[WAIT 20]　…[WAIT 20]…[WAIT 20]　ポカン！[VAR BE05(0003)][VAR BE05(0000)]\c\n[VAR 0102(0000)]は　[VAR 0107(0001)]の\nつかいかたを　きれいに　わすれた！\c\nそして……！\c\n[VAR 0102(0000)]は　あたらしく\n[VAR 0107(0002)]を　おぼえた！[VAR BE05(0004)][VAR BE05(0001)]\c
msg_ui_lvup_02_06	[VAR 010C(0000)]は　[VAR 0107(0001)]を\nおぼえずに　おわった！\c
msg_ui_lvup_03_01	[~ 17]
msg_ui_lvup_03_02	[~ 18]
msg_ui_lvup_04_01	はい
msg_ui_lvup_04_02	いいえ
msg_ui_lvup_05_01	つぎへ
msg_ui_lvup_10_01	ボーナスを表示
monsname.dat
MONSNAME_000	タマゴ
MONSNAME_001	フシギダネ
MONSNAME_002	フシギソウ
MONSNAME_003	フシギバナ
MONSNAME_004	ヒトカゲ
MONSNAME_005	リザード
MONSNAME_006	リザードン
MONSNAME_007	ゼニガメ
MONSNAME_008	カメール
MONSNAME_009	カメックス
MONSNAME_010	キャタピー
MONSNAME_011	トランセル
MONSNAME_012	バタフリー
MONSNAME_013	ビードル
MONSNAME_014	コクーン
MONSNAME_015	スピアー
MONSNAME_016	ポッポ
MONSNAME_017	ピジョン
MONSNAME_018	ピジョット
MONSNAME_019	コラッタ
MONSNAME_020	ラッタ
MONSNAME_021	オニスズメ
MONSNAME_022	オニドリル
MONSNAME_023	アーボ
MONSNAME_024	アーボック
MONSNAME_025	ピカチュウ
MONSNAME_026	ライチュウ
MONSNAME_027	サンド
MONSNAME_028	サンドパン
MONSNAME_029	ニドラン♀
MONSNAME_030	ニドリーナ
MONSNAME_031	ニドクイン
MONSNAME_032	ニドラン♂
MONSNAME_033	ニドリーノ
MONSNAME_034	ニドキング
MONSNAME_035	ピッピ
MONSNAME_036	ピクシー
MONSNAME_037	ロコン
MONSNAME_038	キュウコン
MONSNAME_039	プリン
MONSNAME_040	プクリン
MONSNAME_041	ズバット
MONSNAME_042	ゴルバット
MONSNAME_043	ナゾノクサ
MONSNAME_044	クサイハナ
MONSNAME_045	ラフレシア
MONSNAME_046	パラス
MONSNAME_047	パラセクト
MONSNAME_048	コンパン
MONSNAME_049	モルフォン
MONSNAME_050	ディグダ
MONSNAME_051	ダグトリオ
MONSNAME_052	ニャース
MONSNAME_053	ペルシアン
MONSNAME_054	コダック
MONSNAME_055	ゴルダック
MONSNAME_056	マンキー
MONSNAME_057	オコリザル
MONSNAME_058	ガーディ
MONSNAME_059	ウインディ
MONSNAME_060	ニョロモ
MONSNAME_061	ニョロゾ
MONSNAME_062	ニョロボン
MONSNAME_063	ケーシィ
MONSNAME_064	ユンゲラー
MONSNAME_065	フーディン
MONSNAME_066	ワンリキー
MONSNAME_067	ゴーリキー
MONSNAME_068	カイリキー
MONSNAME_069	マダツボミ
MONSNAME_070	ウツドン
MONSNAME_071	ウツボット
MONSNAME_072	メノクラゲ
MONSNAME_073	ドククラゲ
MONSNAME_074	イシツブテ
MONSNAME_075	ゴローン
MONSNAME_076	ゴローニャ
MONSNAME_077	ポニータ
MONSNAME_078	ギャロップ
MONSNAME_079	ヤドン
MONSNAME_080	ヤドラン
MONSNAME_081	コイル
MONSNAME_082	レアコイル
MONSNAME_083	カモネギ
MONSNAME_084	ドードー
MONSNAME_085	ドードリオ
MONSNAME_086	パウワウ
MONSNAME_087	ジュゴン
MONSNAME_088	ベトベター
MONSNAME_089	ベトベトン
MONSNAME_090	シェルダー
MONSNAME_091	パルシェン
MONSNAME_092	ゴース
MONSNAME_093	ゴースト
MONSNAME_094	ゲンガー
MONSNAME_095	イワーク
MONSNAME_096	スリープ
MONSNAME_097	スリーパー
MONSNAME_098	クラブ
MONSNAME_099	キングラー
MONSNAME_100	ビリリダマ
MONSNAME_101	マルマイン
MONSNAME_102	タマタマ
MONSNAME_103	ナッシー
MONSNAME_104	カラカラ
MONSNAME_105	ガラガラ
MONSNAME_106	サワムラー
MONSNAME_107	エビワラー
MONSNAME_108	ベロリンガ
MONSNAME_109	ドガース
MONSNAME_110	マタドガス
MONSNAME_111	サイホーン
MONSNAME_112	サイドン
MONSNAME_113	ラッキー
MONSNAME_114	モンジャラ
MONSNAME_115	ガルーラ
MONSNAME_116	タッツー
MONSNAME_117	シードラ
MONSNAME_118	トサキント
MONSNAME_119	アズマオウ
MONSNAME_120	ヒトデマン
MONSNAME_121	スターミー
MONSNAME_122	バリヤード
MONSNAME_123	ストライク
MONSNAME_124	ルージュラ
MONSNAME_125	エレブー
MONSNAME_126	ブーバー
MONSNAME_127	カイロス
MONSNAME_128	ケンタロス
MONSNAME_129	コイキング
MONSNAME_130	ギャラドス
MONSNAME_131	ラプラス
MONSNAME_132	メタモン
MONSNAME_133	イーブイ
MONSNAME_134	シャワーズ
MONSNAME_135	サンダース
MONSNAME_136	ブースター
MONSNAME_137	ポリゴン
MONSNAME_138	オムナイト
MONSNAME_139	オムスター
MONSNAME_140	カブト
MONSNAME_141	カブトプス
MONSNAME_142	プテラ
MONSNAME_143	カビゴン
MONSNAME_144	フリーザー
MONSNAME_145	サンダー
MONSNAME_146	ファイヤー
MONSNAME_147	ミニリュウ
MONSNAME_148	ハクリュー
MONSNAME_149	カイリュー
MONSNAME_150	ミュウツー
MONSNAME_151	ミュウ
MONSNAME_152	チコリータ
MONSNAME_153	ベイリーフ
MONSNAME_154	メガニウム
MONSNAME_155	ヒノアラシ
MONSNAME_156	マグマラシ
MONSNAME_157	バクフーン
MONSNAME_158	ワニノコ
MONSNAME_159	アリゲイツ
MONSNAME_160	オーダイル
MONSNAME_161	オタチ
MONSNAME_162	オオタチ
MONSNAME_163	ホーホー
MONSNAME_164	ヨルノズク
MONSNAME_165	レディバ
MONSNAME_166	レディアン
MONSNAME_167	イトマル
MONSNAME_168	アリアドス
MONSNAME_169	クロバット
MONSNAME_170	チョンチー
MONSNAME_171	ランターン
MONSNAME_172	ピチュー
MONSNAME_173	ピィ
