bag.dat
msg_ui_bag_okodukai_00	Money
ITEMNAME_1460	★Leo4534
ITEMNAME_1461	★Leo4357
ITEMNAME_1462	★Leo4057
ITEMNAME_1463	★Leo4359
ITEMNAME_1464	★Leo4031
ITEMNAME_1465	★Leo3852
ITEMNAME_1466	★Leo3905
ITEMNAME_1467	★Leo3773
ITEMNAME_1468	★Gru8425
ITEMNAME_1469	★Gru8636
ITEMNAME_1470	★Gru8353
ITEMNAME_1471	★Lib5685
ITEMNAME_1472	★Lib5531
ITEMNAME_1473	★Lib5787
ITEMNAME_1474	★Lib5603
ITEMNAME_1475	★Pup3165
ITEMNAME_1476	★Pup3185
ITEMNAME_1477	★Pup3045
ITEMNAME_1478	★Cyg7924
ITEMNAME_1479	★Cyg7417
ITEMNAME_1480	★Cyg7796
ITEMNAME_1481	★Cyg8301
ITEMNAME_1482	★Cyg7949
ITEMNAME_1483	★Cyg7528
ITEMNAME_1484	★Oct7228
ITEMNAME_1485	★Col1956
ITEMNAME_1486	★Col2040
ITEMNAME_1487	★Col2177
ITEMNAME_1488	★Gem2990
ITEMNAME_1489	★Gem2891
ITEMNAME_1490	★Gem2421
ITEMNAME_1491	★Gem2473
ITEMNAME_1492	★Gem2216
ITEMNAME_1493	★Gem2777
ITEMNAME_1494	★Gem2650
ITEMNAME_1495	★Gem2286
ITEMNAME_1496	★Gem2484
ITEMNAME_1497	★Gem2930
ITEMNAME_1498	★Peg8775
ITEMNAME_1499	★Peg8781
ITEMNAME_1500	★Peg39
ITEMNAME_1501	★Peg8308
ITEMNAME_1502	★Peg8650
ITEMNAME_1503	★Peg8634
ITEMNAME_1504	★Peg8684
ITEMNAME_1505	★Peg8450
ITEMNAME_1506	★Peg8880
ITEMNAME_1507	★Peg8905
ITEMNAME_1508	★Oph6556
ITEMNAME_1509	★Oph6378
ITEMNAME_1510	★Oph6603
ITEMNAME_1511	★Oph6149
ITEMNAME_1512	★Oph6056
ITEMNAME_1513	★Oph6075
ITEMNAME_1514	★Ser5854
ITEMNAME_1515	★Ser7141
ITEMNAME_1516	★Ser5879
ITEMNAME_1517	★Her6406
ITEMNAME_1518	★Her6148
ITEMNAME_1519	★Her6410
ITEMNAME_1520	★Her6526
ITEMNAME_1521	★Her6117
ITEMNAME_1522	★Her6008
ITEMNAME_1523	★Per936
ITEMNAME_1524	★Per1017
ITEMNAME_1525	★Per1131
ITEMNAME_1526	★Per1228
ITEMNAME_1527	★Per834
ITEMNAME_1528	★Per941
ITEMNAME_1529	★Phe99
ITEMNAME_1530	★Phe338
ITEMNAME_1531	★Vel3634
ITEMNAME_1532	★Vel3485
ITEMNAME_1533	★Vel3734
ITEMNAME_1534	★Aqr8232
ITEMNAME_1535	★Aqr8414
ITEMNAME_1536	★Aqr8709
ITEMNAME_1537	★Aqr8518
ITEMNAME_1538	★Aqr7950
ITEMNAME_1539	★Aqr8499
ITEMNAME_1540	★Aqr8610
ITEMNAME_1541	★Aqr8264
ITEMNAME_1542	★Cru4853
ITEMNAME_1543	★Cru4730
ITEMNAME_1544	★Cru4763
ITEMNAME_1545	★Cru4700
ITEMNAME_1546	★Cru4656
ITEMNAME_1547	★PsA8728
ITEMNAME_1548	★TrA6217
ITEMNAME_1549	★Cap7776
ITEMNAME_1550	★Cap7754
ITEMNAME_1551	★Cap8278
ITEMNAME_1552	★Cap8322
ITEMNAME_1553	★Cap7773
ITEMNAME_1554	★Sge7479
ITEMNAME_1555	★Car2326
ITEMNAME_1556	★Car3685
ITEMNAME_1557	★Car3307
ITEMNAME_1558	★Car3699
ITEMNAME_1559	★Dra5744
ITEMNAME_1560	★Dra5291
ITEMNAME_1561	★Dra6705
ITEMNAME_1562	★Dra6536
ITEMNAME_1563	★Dra7310
ITEMNAME_1564	★Dra6688
ITEMNAME_1565	★Dra4434
ITEMNAME_1566	★Dra6370
ITEMNAME_1567	★Dra7462
ITEMNAME_1568	★Dra6396
ITEMNAME_1569	★Dra6132
ITEMNAME_1570	★Dra6636
ITEMNAME_1571	★CVn4915
ITEMNAME_1572	★CVn4785
ITEMNAME_1573	★CVn4846
ITEMNAME_1574	★Aql7595
ITEMNAME_1575	★Aql7557
ITEMNAME_1576	★Aql7525
ITEMNAME_1577	★Aql7602
ITEMNAME_1578	★Aql7235
ITEMNAME_1579	Max Honey
ITEMNAME_1580	Max Mushrooms
ITEMNAME_1581	Galarica Twig
ITEMNAME_1582	Galarica Cuff
ITEMNAME_1583	Style Card
ITEMNAME_1584	Armor Pass
ITEMNAME_1585	Rotom Bike
ITEMNAME_1586	Rotom Bike
ITEMNAME_1587	Exp. Charm
ITEMNAME_1588	Armorite Ore
ITEMNAME_1589	Mark Charm
ITEMNAME_1590	Reins of Unity
ITEMNAME_1591	Reins of Unity
ITEMNAME_1592	Galarica Wreath
ITEMNAME_1593	Legendary Clue 1
ITEMNAME_1594	Legendary Clue 2
ITEMNAME_1595	Legendary Clue 3
ITEMNAME_1596	Legendary Clue?
ITEMNAME_1597	Crown Pass
ITEMNAME_1598	Wooden Crown
ITEMNAME_1599	Radiant Petal
ITEMNAME_1600	White Mane Hair
ITEMNAME_1601	Black Mane Hair
ITEMNAME_1602	Iceroot Carrot
ITEMNAME_1603	Shaderoot Carrot
ITEMNAME_1604	Dynite Ore
ITEMNAME_1605	Carrot Seeds
ITEMNAME_1606	Ability Patch
ITEMNAME_1607	Reins of Unity
ITEMNAME_1608	Time Balm
ITEMNAME_1609	Space Balm
ITEMNAME_1610	Mysterious Balm
ITEMNAME_1611	Linking Cord
ITEMNAME_1612	Hometown Muffin
ITEMNAME_1613	Apricorn
ITEMNAME_1614	Jubilife Muffin
ITEMNAME_1615	Aux Powerguard
ITEMNAME_1616	Dire Hit
ITEMNAME_1617	Choice Dumpling
ITEMNAME_1618	Twice-Spiced Radish
ITEMNAME_1619	Swap Snack
ITEMNAME_1620	Caster Fern
ITEMNAME_1621	Seed of Mastery
ITEMNAME_1622	Poké Ball
ITEMNAME_1623	???
ITEMNAME_1624	Eternal Ice
ITEMNAME_1625	Uxie’s Claw
ITEMNAME_1626	Azelf’s Fang
ITEMNAME_1627	Mesprit’s Plume
ITEMNAME_1628	Tumblestone
ITEMNAME_1629	Celestica Flute
ITEMNAME_1630	Remedy
ITEMNAME_1631	Fine Remedy
ITEMNAME_1632	Dazzling Honey
ITEMNAME_1633	Hearty Grains
ITEMNAME_1634	Plump Beans
ITEMNAME_1635	Springy Mushroom
ITEMNAME_1636	Crunchy Salt
ITEMNAME_1637	Wood
ITEMNAME_1638	King’s Leaf
ITEMNAME_1639	Marsh Balm
ITEMNAME_1640	Poké Ball
ITEMNAME_1641	Great Ball
ITEMNAME_1642	Ultra Ball
ITEMNAME_1643	Feather Ball
ITEMNAME_1644	Pokéshi Doll
ITEMNAME_1645	???
ITEMNAME_1646	Smoke Bomb
ITEMNAME_1647	Scatter Bang
ITEMNAME_1648	Sticky Glob
ITEMNAME_1649	Star Piece
ITEMNAME_1650	Mushroom Cake
ITEMNAME_1651	Bugwort
ITEMNAME_1652	Honey Cake
ITEMNAME_1653	Grain Cake
ITEMNAME_1654	Bean Cake
ITEMNAME_1655	Salt Cake
ITEMNAME_1656	Potion
ITEMNAME_1657	Super Potion
ITEMNAME_1658	Hyper Potion
ITEMNAME_1659	Max Potion
ITEMNAME_1660	Full Restore
ITEMNAME_1661	Remedy
ITEMNAME_1662	Fine Remedy
ITEMNAME_1663	Superb Remedy
ITEMNAME_1664	Old Gateau
ITEMNAME_1665	Jubilife Muffin
ITEMNAME_1666	Full Heal
ITEMNAME_1667	Revive
ITEMNAME_1668	Max Revive
ITEMNAME_1669	Max Ether
ITEMNAME_1670	Max Elixir
ITEMNAME_1671	Stealth Spray
ITEMNAME_1672	???
ITEMNAME_1673	Aux Power
ITEMNAME_1674	Aux Guard
ITEMNAME_1675	Dire Hit
ITEMNAME_1676	Aux Evasion
ITEMNAME_1677	Aux Powerguard
ITEMNAME_1678	Forest Balm
ITEMNAME_1679	Iron Chunk
ITEMNAME_1680	???
ITEMNAME_1681	Black Tumblestone
ITEMNAME_1682	Sky Tumblestone
ITEMNAME_1683	???
ITEMNAME_1684	Ball of Mud
ITEMNAME_1685	???
ITEMNAME_1686	Pop Pod
ITEMNAME_1687	Sootfoot Root
ITEMNAME_1688	Spoiled Apricorn
ITEMNAME_1689	Snowball
ITEMNAME_1690	Sticky Glob
ITEMNAME_1691	Black Augurite
ITEMNAME_1692	Peat Block
ITEMNAME_1693	Stealth Spray
ITEMNAME_1694	Medicinal Leek
ITEMNAME_1695	Vivichoke
ITEMNAME_1696	Pep-Up Plant
ITEMNAME_1697	???
ITEMNAME_1698	???
ITEMNAME_1699	Tempting Charm B
ITEMNAME_1700	Tempting Charm P
ITEMNAME_1701	Swordcap
ITEMNAME_1702	Iron Barktongue
ITEMNAME_1703	Doppel Bonnets
ITEMNAME_1704	Direshroom
ITEMNAME_1705	Sand Radish
ITEMNAME_1706	Tempting Charm T
ITEMNAME_1707	Tempting Charm Y
ITEMNAME_1708	Candy Truffle
ITEMNAME_1709	Cake-Lure Base
ITEMNAME_1710	Poké Ball
ITEMNAME_1711	Great Ball
ITEMNAME_1712	Ultra Ball
ITEMNAME_1713	Feather Ball
ITEMNAME_1714	???
ITEMNAME_1715	???
ITEMNAME_1716	Scatter Bang
ITEMNAME_1717	Smoke Bomb
ITEMNAME_1718	???
ITEMNAME_1719	???
ITEMNAME_1720	Pokéshi Doll
ITEMNAME_1721	Volcano Balm
ITEMNAME_1722	Mountain Balm
ITEMNAME_1723	Snow Balm
ITEMNAME_1724	Honey Cake
ITEMNAME_1725	Grain Cake
ITEMNAME_1726	Bean Cake
ITEMNAME_1727	Mushroom Cake
ITEMNAME_1728	Salt Cake
ITEMNAME_1729	Swap Snack
ITEMNAME_1730	Choice Dumpling
ITEMNAME_1731	Twice-Spiced Radish
ITEMNAME_1732	Survival Charm R
ITEMNAME_1733	Survival Charm B
ITEMNAME_1734	Survival Charm P
ITEMNAME_1735	Survival Charm T
ITEMNAME_1736	Survival Charm Y
ITEMNAME_1737	Torn Journal
ITEMNAME_1738	Warding Charm R
ITEMNAME_1739	Warding Charm B
ITEMNAME_1740	Warding Charm P
ITEMNAME_1741	Warding Charm T
ITEMNAME_1742	Warding Charm Y
ITEMNAME_1743	Wall Fragment
ITEMNAME_1744	Basculegion Food
ITEMNAME_1745	Old Journal
ITEMNAME_1746	Wing Ball
ITEMNAME_1747	Jet Ball
ITEMNAME_1748	Heavy Ball
ITEMNAME_1749	Leaden Ball
ITEMNAME_1750	Gigaton Ball
ITEMNAME_1751	Wing Ball
ITEMNAME_1752	Jet Ball
ITEMNAME_1753	Heavy Ball
ITEMNAME_1754	Hopo Berry
ITEMNAME_1755	Superb Remedy
ITEMNAME_1756	Aux Power
ITEMNAME_1757	Aux Guard
ITEMNAME_1758	Aux Evasion
ITEMNAME_1759	Grit Dust
ITEMNAME_1760	Grit Gravel
ITEMNAME_1761	Grit Pebble
ITEMNAME_1762	Grit Rock
ITEMNAME_1763	Secret Medicine
ITEMNAME_1764	Tempting Charm R
ITEMNAME_1765	Lost Satchel
ITEMNAME_1766	Lost Satchel
ITEMNAME_1767	Lost Satchel
ITEMNAME_1768	Lost Satchel
ITEMNAME_1769	Lost Satchel
ITEMNAME_1770	???
ITEMNAME_1771	Origin Ball
ITEMNAME_1772	???
ITEMNAME_1773	???
ITEMNAME_1774	???
ITEMNAME_1775	???
ITEMNAME_1776	Origin Ore
ITEMNAME_1777	Adamant Crystal
ITEMNAME_1778	Lustrous Globe
ITEMNAME_1779	Griseous Core
ITEMNAME_1780	Blank Plate
ITEMNAME_1781	???
ITEMNAME_1782	Crafting Kit
ITEMNAME_1783	Leaden Ball
ITEMNAME_1784	Gigaton Ball
ITEMNAME_1785	Strange Ball
ITEMNAME_1786	Pokédex
ITEMNAME_1787	Old Verse 1
ITEMNAME_1788	Old Verse 2
ITEMNAME_1789	Old Verse 3
ITEMNAME_1790	Old Verse 4
ITEMNAME_1791	???
ITEMNAME_1792	Old Verse 5
ITEMNAME_1793	Old Verse 6
ITEMNAME_1794	Old Verse 7
ITEMNAME_1795	Old Verse 8
ITEMNAME_1796	Old Verse 9
ITEMNAME_1797	Old Verse 10
ITEMNAME_1798	Old Verse 11
ITEMNAME_1799	Old Verse 12
ITEMNAME_1800	Old Verse 13
ITEMNAME_1801	Old Verse 14
ITEMNAME_1802	Old Verse 15
ITEMNAME_1803	Old Verse 16
ITEMNAME_1804	Old Verse 17
ITEMNAME_1805	Old Verse 18
ITEMNAME_1806	Old Verse 19
ITEMNAME_1807	Old Verse 20
ITEMNAME_1808	
ITEMNAME_1809	
ITEMNAME_1810	
ITEMNAME_1811	
ITEMNAME_1812	
ITEMNAME_1813	
ITEMNAME_1814	
ITEMNAME_1815	
ITEMNAME_1816	
ITEMNAME_1817	
ITEMNAME_1818	
ITEMNAME_1819	
ITEMNAME_1820	
ITEMNAME_1821	
ITEMNAME_1822	
ITEMNAME_1823	
ITEMNAME_1824	
ITEMNAME_1825	
ITEMNAME_1826	
ITEMNAME_1827	
ITEMNAME_1828	Legend Plate
level_up.dat
msg_ui_lvup_00_01	Lv. [VAR 0202(0000)]
msg_ui_lvup_00_02	[VAR 0102(0000)]
msg_ui_lvup_01_01	[~ 2]
msg_ui_lvup_01_02	[~ 3]
msg_ui_lvup_01_03	[~ 4]
msg_ui_lvup_01_04	[~ 5]
msg_ui_lvup_01_05	[~ 6]
msg_ui_lvup_01_06	[~ 7]
msg_ui_lvup_01_07	[~ 8]
msg_ui_lvup_01_08	[~ 9]
msg_ui_lvup_02_00	+[VAR 0206(0001,002C)]
msg_ui_lvup_02_01	[~ 11]
msg_ui_lvup_02_02	[~ 12]
msg_ui_lvup_02_03	[VAR 0102(0000)] learned [VAR 0107(0001)]![VAR BE05(0004)][VAR BE05(0001)]\c
msg_ui_lvup_02_04	[VAR BD06(0000)][VAR 010C(0000)] wants to learn the\nmove [VAR 0107(0001)].\c\nShould an old move be forgotten and replaced\nwith [VAR 0107(0001)]?
msg_ui_lvup_02_05	One...[WAIT 20]two...[WAIT 20]and...[WAIT 20][WAIT 20]ta-da![VAR BE05(0003)][VAR BE05(0000)]\c\n[VAR 0102(0000)] forgot [VAR 0107(0001)]!\c\nAnd it learned [VAR 0107(0002)] instead![VAR BE05(0004)][VAR BE05(0001)]\c
msg_ui_lvup_02_06	[VAR BD06(0000)][VAR 010C(0000)] did not learn\n[VAR 0107(0001)].\c
msg_ui_lvup_03_01	[~ 17]
msg_ui_lvup_03_02	[~ 18]
msg_ui_lvup_04_01	Yes
msg_ui_lvup_04_02	No
msg_ui_lvup_05_01	Next
msg_ui_lvup_10_01	Show bonuses
monsname.dat
MONSNAME_000	Egg
MONSNAME_001	Bulbasaur
MONSNAME_002	Ivysaur
MONSNAME_003	Venusaur
MONSNAME_004	Charmander
MONSNAME_005	Charmeleon
MONSNAME_006	Charizard
MONSNAME_007	Squirtle
MONSNAME_008	Wartortle
MONSNAME_009	Blastoise
MONSNAME_010	Caterpie
MONSNAME_011	Metapod
MONSNAME_012	Butterfree
MONSNAME_013	Weedle
MONSNAME_014	Kakuna
MONSNAME_015	Beedrill
MONSNAME_016	Pidgey
MONSNAME_017	Pidgeotto
MONSNAME_018	Pidgeot
MONSNAME_019	Rattata
MONSNAME_020	Raticate
MONSNAME_021	Spearow
MONSNAME_022	Fearow
MONSNAME_023	Ekans
MONSNAME_024	Arbok
MONSNAME_025	Pikachu
MONSNAME_026	Raichu
MONSNAME_027	Sandshrew
MONSNAME_028	Sandslash
MONSNAME_029	Nidoran♀
MONSNAME_030	Nidorina
MONSNAME_031	Nidoqueen
MONSNAME_032	Nidoran♂
MONSNAME_033	Nidorino
MONSNAME_034	Nidoking
MONSNAME_035	Clefairy
MONSNAME_036	Clefable
MONSNAME_037	Vulpix
MONSNAME_038	Ninetales
MONSNAME_039	Jigglypuff
MONSNAME_040	Wigglytuff
MONSNAME_041	Zubat
MONSNAME_042	Golbat
MONSNAME_043	Oddish
MONSNAME_044	Gloom
MONSNAME_045	Vileplume
MONSNAME_046	Paras
MONSNAME_047	Parasect
MONSNAME_048	Venonat
MONSNAME_049	Venomoth
MONSNAME_050	Diglett
MONSNAME_051	Dugtrio
MONSNAME_052	Meowth
MONSNAME_053	Persian
MONSNAME_054	Psyduck
MONSNAME_055	Golduck
MONSNAME_056	Mankey
MONSNAME_057	Primeape
MONSNAME_058	Growlithe
MONSNAME_059	Arcanine
MONSNAME_060	Poliwag
MONSNAME_061	Poliwhirl
MONSNAME_062	Poliwrath
MONSNAME_063	Abra
MONSNAME_064	Kadabra
MONSNAME_065	Alakazam
MONSNAME_066	Machop
MONSNAME_067	Machoke
MONSNAME_068	Machamp
MONSNAME_069	Bellsprout
MONSNAME_070	Weepinbell
MONSNAME_071	Victreebel
MONSNAME_072	Tentacool
MONSNAME_073	Tentacruel
MONSNAME_074	Geodude
MONSNAME_075	Graveler
MONSNAME_076	Golem
MONSNAME_077	Ponyta
MONSNAME_078	Rapidash
MONSNAME_079	Slowpoke
MONSNAME_080	Slowbro
MONSNAME_081	Magnemite
MONSNAME_082	Magneton
MONSNAME_083	Farfetch’d
MONSNAME_084	Doduo
MONSNAME_085	Dodrio
MONSNAME_086	Seel
MONSNAME_087	Dewgong
MONSNAME_088	Grimer
MONSNAME_089	Muk
MONSNAME_090	Shellder
MONSNAME_091	Cloyster
MONSNAME_092	Gastly
MONSNAME_093	Haunter
MONSNAME_094	Gengar
MONSNAME_095	Onix
MONSNAME_096	Drowzee
MONSNAME_097	Hypno
MONSNAME_098	Krabby
MONSNAME_099	Kingler
MONSNAME_100	Voltorb
MONSNAME_101	Electrode
MONSNAME_102	Exeggcute
MONSNAME_103	Exeggutor
MONSNAME_104	Cubone
MONSNAME_105	Marowak
MONSNAME_106	Hitmonlee
MONSNAME_107	Hitmonchan
MONSNAME_108	Lickitung
MONSNAME_109	Koffing
MONSNAME_110	Weezing
MONSNAME_111	Rhyhorn
MONSNAME_112	Rhydon
MONSNAME_113	Chansey
MONSNAME_114	Tangela
MONSNAME_115	Kangaskhan
MONSNAME_116	Horsea
MONSNAME_117	Seadra
MONSNAME_118	Goldeen
MONSNAME_119	Seaking
MONSNAME_120	Staryu
MONSNAME_121	Starmie
MONSNAME_122	Mr. Mime
MONSNAME_123	Scyther
MONSNAME_124	Jynx
MONSNAME_125	Electabuzz
MONSNAME_126	Magmar
MONSNAME_127	Pinsir
MONSNAME_128	Tauros
MONSNAME_129	Magikarp
MONSNAME_130	Gyarados
MONSNAME_131	Lapras
MONSNAME_132	Ditto
MONSNAME_133	Eevee
MONSNAME_134	Vaporeon
MONSNAME_135	Jolteon
MONSNAME_136	Flareon
MONSNAME_137	Porygon
MONSNAME_138	Omanyte
MONSNAME_139	Omastar
MONSNAME_140	Kabuto
MONSNAME_141	Kabutops
MONSNAME_142	Aerodactyl
MONSNAME_143	Snorlax
MONSNAME_144	Articuno
MONSNAME_145	Zapdos
MONSNAME_146	Moltres
MONSNAME_147	Dratini
MONSNAME_148	Dragonair
MONSNAME_149	Dragonite
MONSNAME_150	Mewtwo
MONSNAME_151	Mew
MONSNAME_152	Chikorita
MONSNAME_153	Bayleef
MONSNAME_154	Meganium
MONSNAME_155	Cyndaquil
MONSNAME_156	Quilava
MONSNAME_157	Typhlosion
MONSNAME_158	Totodile
MONSNAME_159	Croconaw
MONSNAME_160	Feraligatr
MONSNAME_161	Sentret
MONSNAME_162	Furret
MONSNAME_163	Hoothoot
MONSNAME_164	Noctowl
MONSNAME_165	Ledyba
MONSNAME_166	Ledian
MONSNAME_167	Spinarak
MONSNAME_168	Ariados
MONSNAME_169	Crobat
MONSNAME_170	Chinchou
MONSNAME_171	Lanturn
MONSNAME_172	Pichu
MONSNAME_173	Cleffa
MONSNAME_174	Igglybuff
MONSNAME_175	Togepi
MONSNAME_176	Togetic
MONSNAME_177	Natu
MONSNAME_178	Xatu
MONSNAME_179	Mareep
MONSNAME_180	Flaaffy
MONSNAME_181	Ampharos
MONSNAME_182	Bellossom
MONSNAME_183	Marill
MONSNAME_184	Azumarill
MONSNAME_185	Sudowoodo
MONSNAME_186	Politoed
MONSNAME_187	Hoppip
MONSNAME_188	Skiploom
MONSNAME_189	Jumpluff
MONSNAME_190	Aipom
MONSNAME_191	Sunkern
MONSNAME_192	Sunflora
MONSNAME_193	Yanma
MONSNAME_194	Wooper
MONSNAME_195	Quagsire
MONSNAME_196	Espeon
MONSNAME_197	Umbreon
MONSNAME_198	Murkrow
MONSNAME_199	Slowking
MONSNAME_200	Misdreavus
MONSNAME_201	Unown
MONSNAME_202	Wobbuffet
MONSNAME_203	Girafarig
MONSNAME_204	Pineco
MONSNAME_205	Forretress
MONSNAME_206	Dunsparce
MONSNAME_207	Gligar
MONSNAME_208	Steelix
MONSNAME_209	Snubbull
MONSNAME_210	Granbull
MONSNAME_211	Qwilfish
MONSNAME_212	Scizor
MONSNAME_213	Shuckle
MONSNAME_214	Heracross
MONSNAME_215	Sneasel
MONSNAME_216	Teddiursa
MONSNAME_217	Ursaring
MONSNAME_218	Slugma
MONSNAME_219	Magcargo
MONSNAME_220	Swinub
MONSNAME_221	Piloswine
MONSNAME_222	Corsola
MONSNAME_223	Remoraid
MONSNAME_224	Octillery
MONSNAME_225	Delibird
MONSNAME_226	Mantine
MONSNAME_227	Skarmory
MONSNAME_228	Houndour
MONSNAME_229	Houndoom
MONSNAME_230	Kingdra
MONSNAME_231	Phanpy
MONSNAME_232	Donphan
MONSNAME_233	Porygon2
MONSNAME_234	Stantler
MONSNAME_235	Smeargle
MONSNAME_236	Tyrogue
MONSNAME_237	Hitmontop
MONSNAME_238	Smoochum
MONSNAME_239	Elekid
MONSNAME_240	Magby
MONSNAME_241	Miltank
MONSNAME_242	Blissey
MONSNAME_243	Raikou
MONSNAME_244	Entei
MONSNAME_245	Suicune
MONSNAME_246	Larvitar
MONSNAME_247	Pupitar
MONSNAME_248	Tyranitar
MONSNAME_249	Lugia
MONSNAME_250	Ho-Oh
MONSNAME_251	Celebi
MONSNAME_252	Treecko
MONSNAME_253	Grovyle
MONSNAME_254	Sceptile
MONSNAME_255	Torchic
MONSNAME_256	Combusken
MONSNAME_257	Blaziken
MONSNAME_258	Mudkip
MONSNAME_259	Marshtomp
MONSNAME_260	Swampert
MONSNAME_261	Poochyena
MONSNAME_262	Mightyena
MONSNAME_263	Zigzagoon
MONSNAME_264	Linoone
MONSNAME_265	Wurmple
MONSNAME_266	Silcoon
MONSNAME_267	Beautifly
MONSNAME_268	Cascoon
MONSNAME_269	Dustox
MONSNAME_270	Lotad
MONSNAME_271	Lombre
MONSNAME_272	Ludicolo
MONSNAME_273	Seedot
MONSNAME_274	Nuzleaf
MONSNAME_275	Shiftry
MONSNAME_276	Taillow
MONSNAME_277	Swellow
MONSNAME_278	Wingull
MONSNAME_279	Pelipper
MONSNAME_280	Ralts
MONSNAME_281	Kirlia
MONSNAME_282	Gardevoir
MONSNAME_283	Surskit
MONSNAME_284	Masquerain
MONSNAME_285	Shroomish
MONSNAME_286	Breloom
MONSNAME_287	Slakoth
MONSNAME_288	Vigoroth
MONSNAME_289	Slaking
MONSNAME_290	Nincada
MONSNAME_291	Ninjask
MONSNAME_292	Shedinja
MONSNAME_293	Whismur
MONSNAME_294	Loudred
MONSNAME_295	Exploud
MONSNAME_296	Makuhita
MONSNAME_297	Hariyama
MONSNAME_298	Azurill
MONSNAME_299	Nosepass
MONSNAME_300	Skitty
MONSNAME_301	Delcatty
MONSNAME_302	Sableye
MONSNAME_303	Mawile
MONSNAME_304	Aron
MONSNAME_305	Lairon
MONSNAME_306	Aggron
MONSNAME_307	Meditite
MONSNAME_308	Medicham
MONSNAME_309	Electrike
MONSNAME_310	Manectric
MONSNAME_311	Plusle
MONSNAME_312	Minun
MONSNAME_313	Volbeat
MONSNAME_314	Illumise
MONSNAME_315	Roselia
MONSNAME_316	Gulpin
MONSNAME_317	Swalot
MONSNAME_318	Carvanha
MONSNAME_319	Sharpedo
MONSNAME_320	Wailmer
MONSNAME_321	Wailord
MONSNAME_322	Numel
MONSNAME_323	Camerupt
MONSNAME_324	Torkoal
MONSNAME_325	Spoink
MONSNAME_326	Grumpig
MONSNAME_327	Spinda
MONSNAME_328	Trapinch
MONSNAME_329	Vibrava
MONSNAME_330	Flygon
MONSNAME_331	Cacnea
MONSNAME_332	Cacturne
MONSNAME_333	Swablu
MONSNAME_334	Altaria
MONSNAME_335	Zangoose
MONSNAME_336	Seviper
MONSNAME_337	Lunatone
MONSNAME_338	Solrock
MONSNAME_339	Barboach
MONSNAME_340	Whiscash
MONSNAME_341	Corphish
MONSNAME_342	Crawdaunt
MONSNAME_343	Baltoy
MONSNAME_344	Claydol
MONSNAME_345	Lileep
MONSNAME_346	Cradily
MONSNAME_347	Anorith
MONSNAME_348	Armaldo
MONSNAME_349	Feebas
MONSNAME_350	Milotic
MONSNAME_351	Castform
MONSNAME_352	Kecleon
MONSNAME_353	Shuppet
MONSNAME_354	Banette
MONSNAME_355	Duskull
MONSNAME_356	Dusclops
MONSNAME_357	Tropius
MONSNAME_358	Chimecho
MONSNAME_359	Absol
MONSNAME_360	Wynaut
MONSNAME_361	Snorunt
MONSNAME_362	Glalie
MONSNAME_363	Spheal
MONSNAME_364	Sealeo
MONSNAME_365	Walrein
MONSNAME_366	Clamperl
MONSNAME_367	Huntail
MONSNAME_368	Gorebyss
MONSNAME_369	Relicanth
MONSNAME_370	Luvdisc
MONSNAME_371	Bagon
MONSNAME_372	Shelgon
MONSNAME_373	Salamence
MONSNAME_374	Beldum
MONSNAME_375	Metang
MONSNAME_376	Metagross
MONSNAME_377	Regirock
MONSNAME_378	Regice
MONSNAME_379	Registeel
MONSNAME_380	Latias
MONSNAME_381	Latios
MONSNAME_382	Kyogre
MONSNAME_383	Groudon
MONSNAME_384	Rayquaza
MONSNAME_385	Jirachi
MONSNAME_386	Deoxys
MONSNAME_387	Turtwig
MONSNAME_388	Grotle
MONSNAME_389	Torterra
MONSNAME_390	Chimchar
MONSNAME_391	Monferno
MONSNAME_392	Infernape
MONSNAME_393	Piplup
MONSNAME_394	Prinplup
MONSNAME_395	Empoleon
MONSNAME_396	Starly
MONSNAME_397	Staravia
MONSNAME_398	Staraptor
MONSNAME_399	Bidoof
MONSNAME_400	Bibarel
MONSNAME_401	Kricketot
MONSNAME_402	Kricketune
MONSNAME_403	Shinx
MONSNAME_404	Luxio
MONSNAME_405	Luxray
MONSNAME_406	Budew
MONSNAME_407	Roserade
MONSNAME_408	Cranidos
MONSNAME_409	Rampardos
MONSNAME_410	Shieldon
MONSNAME_411	Bastiodon
MONSNAME_412	Burmy
MONSNAME_413	Wormadam
MONSNAME_414	Mothim
MONSNAME_415	Combee
MONSNAME_416	Vespiquen
MONSNAME_417	Pachirisu
MONSNAME_418	Buizel
MONSNAME_419	Floatzel
MONSNAME_420	Cherubi
MONSNAME_421	Cherrim
MONSNAME_422	Shellos
MONSNAME_423	Gastrodon
MONSNAME_424	Ambipom
MONSNAME_425	Drifloon
MONSNAME_426	Drifblim
MONSNAME_427	Buneary
MONSNAME_428	Lopunny
MONSNAME_429	Mismagius
MONSNAME_430	Honchkrow
MONSNAME_431	Glameow
MONSNAME_432	Purugly
MONSNAME_433	Chingling
MONSNAME_434	Stunky
MONSNAME_435	Skuntank
MONSNAME_436	Bronzor
MONSNAME_437	Bronzong
MONSNAME_438	Bonsly
MONSNAME_439	Mime Jr.
MONSNAME_440	Happiny
MONSNAME_441	Chatot
MONSNAME_442	Spiritomb
MONSNAME_443	Gible
MONSNAME_444	Gabite
MONSNAME_445	Garchomp
MONSNAME_446	Munchlax
MONSNAME_447	Riolu
MONSNAME_448	Lucario
