amulet.dat
msg_amulet_001	我正在向守護祝慶村的\n御護石表達感謝。[VAR 0114(005D)]
PLACENAME_AREA05	純白凍土
PLACENAME_AREA06	古昔隱居地
PLACENAME_AREA01_R01	大志坡
PLACENAME_AREA01_R02	蹄鐵草原
PLACENAME_AREA01_R03	角鹿山道
PLACENAME_AREA01_R04	角鹿高崗
PLACENAME_AREA01_R05	黑曜瀑布
PLACENAME_AREA01_R06	黑金隧道
PLACENAME_AREA01_R07	森林膳房
PLACENAME_AREA01_R08	深幽森林
PLACENAME_AREA01_R09	巨木戰場
PLACENAME_AREA01_R10	險林
PLACENAME_AREA01_R11	心齊湖
PLACENAME_AREA01_R12	真砂平原
PLACENAME_AREA01_R13	河口堤堰
PLACENAME_AREA01_R14	荒園開墾地
PLACENAME_AREA01_R15	玫瑰島
PLACENAME_AREA01_R16	原野基地
PLACENAME_AREA01_R17	高崗基地
PLACENAME_AREA01_R18	馳風道
PLACENAME_AREA01_R19	荒園開墾地
PLACENAME_AREA01_R20	削石橋
PLACENAME_AREA01_R21	苔岩
PLACENAME_AREA02_R01	金色平野
PLACENAME_AREA02_R02	隨意遺跡
PLACENAME_AREA02_R03	大嘴沼澤
PLACENAME_AREA02_R04	泥炭台地
PLACENAME_AREA02_R05	緋紅沼
PLACENAME_AREA02_R06	隆隆坡
PLACENAME_AREA02_R07	金剛聚落
PLACENAME_AREA02_R08	立志湖
PLACENAME_AREA02_R09	雲海山道
PLACENAME_AREA02_R10	雲霧遺跡
PLACENAME_AREA02_R11	[~ 44]
PLACENAME_AREA02_R12	試煉沙洲
PLACENAME_AREA02_R13	羽音原野
PLACENAME_AREA02_R14	濕地基地
PLACENAME_AREA02_R15	荒地基地
PLACENAME_AREA03_R01	通海坡
PLACENAME_AREA03_R02	銀杏沙灘
PLACENAME_AREA03_R03	鬼枯原
PLACENAME_AREA03_R04	後浦
PLACENAME_AREA03_R05	沙洲道
PLACENAME_AREA03_R06	帷幕海角
PLACENAME_AREA03_R07	海草樂園
PLACENAME_AREA03_R08	吹火島
PLACENAME_AREA03_R09	阿芒的家
PLACENAME_AREA03_R10	隱泉之路
PLACENAME_AREA03_R11	大魚隱岩
PLACENAME_AREA03_R12	望島灘
PLACENAME_AREA03_R13	迎風林
PLACENAME_AREA03_R14	[~ 62]
PLACENAME_AREA03_R15	潮路
PLACENAME_AREA03_R16	海邊小洞
PLACENAME_AREA03_R17	沙灘基地
PLACENAME_AREA03_R18	海岸基地
PLACENAME_AREA03_R19	歸途洞窟
PLACENAME_AREA03_R20	火山口祠
PLACENAME_AREA04_R01	山麓基地
PLACENAME_AREA04_R02	神前高崗
PLACENAME_AREA04_R03	迷失山林
PLACENAME_AREA04_R04	古代採石場
PLACENAME_AREA04_R05	神闔山道
PLACENAME_AREA04_R06	離泉
PLACENAME_AREA04_R07	妖精之泉
PLACENAME_AREA04_R08	隆隆山地
PLACENAME_AREA04_R09	列石山道
PLACENAME_AREA04_R10	[~ 78]
PLACENAME_AREA04_R11	太古洞穴
PLACENAME_AREA04_R12	攀崖崖
PLACENAME_AREA04_R13	神闔寺院遺址
PLACENAME_AREA04_R14	迎月戰場
PLACENAME_AREA04_R15	山頂基地
PLACENAME_AREA04_R16	笠雲錐道
PLACENAME_AREA04_R17	槍之柱
PLACENAME_AREA04_R18	迷幻洞窟
PLACENAME_AREA05_R01	雪原基地
PLACENAME_AREA05_R02	雪濤谷
PLACENAME_AREA05_R03	冰隙小徑
PLACENAME_AREA05_R04	酷寒荒地
PLACENAME_AREA05_R05	[~ 91]
PLACENAME_AREA05_R06	冰岩塊
PLACENAME_AREA05_R07	冰河階坡
PLACENAME_AREA05_R08	睿智湖
PLACENAME_AREA05_R09	雪峰神殿
PLACENAME_AREA05_R10	冬蟄洞穴
PLACENAME_AREA05_R11	冰鬼瀑
PLACENAME_AREA05_R12	雪崩坡
PLACENAME_AREA05_R13	往戰場的路
PLACENAME_AREA05_R14	珍珠聚落
PLACENAME_AREA05_R15	心形岩山
PLACENAME_AREA05_R16	冰柱窟
PLACENAME_AREA05_R17	冰山基地
PLACENAME_AREA01_R22	心齊湖洞窟
PLACENAME_AREA02_R16	立志湖洞窟
PLACENAME_AREA02_R17	羊鬍草原
PLACENAME_AREA04_R19	山中基地
PLACENAME_AREA04_R20	岩門
PLACENAME_AREA04_R21	神奧神殿
PLACENAME_AREA05_R18	凍石
PLACENAME_AREA05_R19	睿智湖洞窟
PLACENAME_AREA05_R20	冰山地道
PLACENAME_AREA05_R21	秘密小洞
PLACENAME_AREA00_R01	銀河隊總部
PLACENAME_AREA00_R02	雜貨店
PLACENAME_AREA00_R03	糖果鋪
PLACENAME_AREA00_R04	工藝店
PLACENAME_AREA00_R05	銀杏商會
PLACENAME_AREA00_R06	易寶攤
PLACENAME_AREA00_R07	放牧場
PLACENAME_AREA00_R08	衣鋪
PLACENAME_AREA00_R09	理髮店
PLACENAME_AREA00_R10	照相館
PLACENAME_AREA00_R11	農場
PLACENAME_AREA00_R12	訓練場
PLACENAME_AREA00_R13	御護石
PLACENAME_AREA00_R14	宿舍
PLACENAME_AREA03_R21	離散石灘
PLACENAME_AREA03_R22	沙手
PLACENAME_AREA04_R22	巡禮者之路
PLACENAME_AREA04_R23	祈禱廣場
PLACENAME_AREA00_R15	正門
PLACENAME_AREA00_R16	濱海門
PLACENAME_AREA00_R17	水脈道
PLACENAME_AREA00_R18	花苑道
PLACENAME_AREA00_R19	起始海灘
PLACENAME_AREA00_R20	野外訓練場
PLACENAME_AREA00_R21	陌生的地方
PLACENAME_AREA02_R18	舞台戰場
PLACENAME_AREA03_R23	熔岩戰場
PLACENAME_AREA05_R22	冰山戰場
PLACENAME_AREA05_R23	觀雪溫泉
PLACENAME_AREA00_R22	１樓
PLACENAME_AREA00_R23	２樓
PLACENAME_AREA00_R24	３樓
PLACENAME_AREA00_R25	地下１樓
PLACENAME_AREA02_R19	熊的比武場
PLACENAME_AREA02_R20	金剛後山
PLACENAME_AREA03_R24	長尾怪手山
PLACENAME_AREA03_R25	戲水潟湖
PLACENAME_AREA03_R26	寧靜灣
PLACENAME_AREA00_R26	總部前
PLACENAME_AREA00_R27	正門前
PLACENAME_AREA00_R28	農場前
PLACENAME_AREA00_R29	訓練場前
poem.dat
poem_00	古有二尊並存，\n其一看時光流轉，\r\n其一看地闊天寬。\c\n為求未來之後的未來，\n欲探天地盡頭的天地。\c\n二尊各行其道，\n與神奧大尊相隨常伴。\c
poem_01	天地盡頭的你，\n可知我懂得你的心。\c\n曾令我魂牽夢縈之人，\n已離去到遠方異地。\c\n曾與我朝夕相對之人，\n已消逝在前塵往昔。\c\n只求再見一面亦不可得，\n空留滿腔無果追憶。\c\n天地盡頭的你，\n可知我懂得你的心。\c\n且讓我將美麗過去深藏心底，\n在永恆的冬季踽踽而行。\c
poem_02	無爪也無牙，\n人類在寶可夢面前，\r\n是如此地脆弱。\c\n某一天，\n落雷從天而降，\r\n擊中十隻寶可夢。\c\n被雷所擊的寶可夢，\n從此成為脆弱人類的臂助。\c\n只不知那落雷，\n是不是神奧大尊給予人的憐憫。\c
poem_03	追隨古代英雄的十隻寶可夢，\n將責任留給子子孫孫，\r\n那是代代相傳的承諾。\c\n人們來到戰場，\n擺下供奉的器皿，\r\n那是對寶可夢的報答。\c\n鮮採的美食，\n清冽的淨水，\r\n那是無盡謝意的象徵。\c
poem_04	在遙遠的過去，\n有個叫做神闔的市鎮。\c\n曾幾何時，居民離散，\n神闔的名字再也無人提起。\c\n不知過了多久，\n一群崇拜神奧大尊的人\r\n渡海來到此地。\c\n他們分成兩派，\n崇拜不同的神奧大尊。\c\n對立由此而生，\n紛爭由此而起。\c\n為顯自身正統，\n兩派都自稱神闔之民。\c\n神闔的名字重現世間，\n古人的心卻已不復在。\c
poem_05	那寶可夢的誕生，\n令知識流傳，\r\n為我們帶來豐穰與富庶。\c\n那寶可夢的誕生，\n令情感萌生，\r\n讓我們體會喜悅與傷悲。\c\n那寶可夢的誕生，\n令我們懂得下定決心，\r\n懂得勇往直前……\c
poem_06	純白凍土上有一座湖，\n那是座滿盈著睿智的湖。\c\n許多人來探訪現身此湖的寶可夢，\n求取排解困難的智慧。\c\n然而，這個故事並未廣為流傳，\n只因那些人沒能回答湖上寶可夢所出難題，\r\n最後全被抹去了記憶。\c\n純白凍土上有一座湖，\n那是座湮沒著睿智的湖。\c
poem_07	散落在洗翠諸地的石板，\n蘊含有森羅萬象之力。\c\n此乃永存不朽之物，\n鐫刻著永恆的祈願。\c\n祈盼蘊藏其中的意念，\n終將廣傳四方，直到永遠。\c
poem_08	寶可夢的骨骸，\n隨著河水流去。\c\n我的回憶也一起，\n隨著河水流去。\c\n隨著河水流進大海，\n在世界的循環中旅行。\c\n過去的我，\n送走了多少骨骸。\c\n未來的我，\n還會送走多少骨骸。\c\n我的心，\n也在一次次的送行中消散。\c
poem_09	曾經，有一位英雄。\c\n英雄帶領十隻寶可夢，\n向神奧發起了挑戰。\c\n在那場大戰中，\n人類證明了自己的堅強。\c\n神奧認可人的堅強，\n回到了不屬於人世的世界。\c
poem_10	讓人的意念直抵高天吧。\c\n如此的願望在人們之間流傳，\n促使人們往天之山的峰頂堆砌石頭。\c\n人們與寶可夢一起搬運石頭，\n人們將聚集的石頭刻成寶可夢的樣子。\c\n雕刻而成的十隻寶可夢，\n正是曾被神奧大尊之光照耀的牠們。\c
poem_11	清冽而莊嚴，\n充滿某種難以言狀的力量。\c\n洗翠的大地與神都，\n兩者確實有著相似之處。\c\n此地是古代神奧人誕生之地，\n我已在此度過悠久的時光，\r\n只為等待身負使命之人到來。\c
poem_12	採了煙芋來，\n要削煙芋皮。\c\n削完皮來做料理，\n要煎要煮隨你意。\c\n煮熟煙芋把它磨，\n磨成泥來揉一揉。\c\n揉成團來火上烤。\n怎麼烤？\r\n帶點焦，\r\n就像那寶可夢的招。\c\n來個火花剛剛好，\n噴射火焰肯定糟。\c\n芋餅好了快來嚐，\n吃完一天樂陶陶。\c
poem_13	乘在詭角鹿背上，\n我一路在原野上奔馳。\c\n身邊是與我結伴同行的朋友，\n四周還有寶可夢自在奔行。\c\n站在迎風的地方，\n我想起那過去的種種。\c\n那快意奔馳的情景，\n是此地為我帶來的往日回憶。\c\n時與地彼此交融，\n將我心輕輕包裹。\c
poem_14	時間是不停歇的奔流。\n是過去，是未來，是現在……\c\n空間是無止盡的延展。\n而心靈，亦是空間……\c
poem_15	天之山，\n乃最接近神奧大尊之地。\c\n神奧大尊之力，\n匯聚於天之山而化為礦石。\c\n礦石所生之力，\n令周圍磁場扭曲。\c
poem_16	農田之神，\n春天之神。\c\n飛過洗翠的天空，\n帶來生命的新芽。\c\n試問春神，\n你從何處來？\c\n春神無語，\n只知寒冬一去春自來。\c
poem_17	汝當與萬物為友。\c\n切勿令？？憤怒，\c\n切勿令？？傷悲。\c\n須知大地既裂，豈能復合。\c\n汝當與萬物為友。\c
poem_18	好久好久以前，\n在這片大地剛剛形成的時代。\c\n寶可夢與人彼此互通有無，\n過著互助互惠的生活。\c\n有一天，有隻寶可夢想著，\n要是隨時隨地都能幫上人的忙就好了。\c\n於是牠便拜託其他的寶可夢，\n讓大家都在人的面前現身。\c\n於是從那時候開始，\n只要人走進草叢，\r\n寶可夢就會跑出來了。\c
poem_19	其即太陽。\c\n當太陽隱去形跡，\n人人無不悲傷嘆息。\c\n追尋太陽，\n萬眾皆遠走他鄉。\c\n唯有寶可夢仍居此地。\c
poem_20	石板被賦予之力，\n乃是所打倒的巨人之力。\c
poem_21	掌握石板者，\n能化身諸般形態去行使威能。\c
poem_22	狂暴的分身，\n能降下憤怒之雷。\c
poem_23	誕生的寶可夢，\n獲賜部分石板之力。\c
poem_24	時間與空間，\n兩隻分身自其誕生於世。\c
poem_25	當世界的背面陷入混亂，\n時空裂縫便會產生。\c
poem_26	在世界的背面，\n時間與空間有著不同的法則。\c
poem_27	宇宙誕生之時，\n其碎片化成石板。\c
poem_28	其力量的碎片\n被封進玉中後埋入地下。\c
poem_29	宇宙誕生之前，\n唯有其獨自呼吸。\c
poem_30	宇宙誕生之處，\n亦為其起源之處。\c
poem_31	聚合石板之力者奏起之笛音，\n是其傾聽之樂音。\c
poem_32	其狂暴的分身，\n被賜予了世界的背面。\c
poem_33	三隻寶可夢由其而生，\n一齊連結時間與空間。\c
poem_34	二者為物質，三者為心靈，\n祈願由此而生，世界由此成形。\c
poem_35	滿盈在世界背面者，\n足可令生靈改變身姿。\c
poem_36	其無所不在。\n其亦無所在。\c
poem_37	三隻寶可夢的力量，\n令時間空間暫時停頓。\c
poem_38	其在所有的宇宙中，\n注視著寶可夢與人。\c
poem_event.dat
msg_poem_001	要現在就讀嗎？
msg_poem_sel_001	現在就讀
msg_poem_sel_002	之後再讀
pokemoncenter.dat
msg_pokecen_kaifuku_01_01	[~ 0]
msg_pokecen_kaifuku_01_02	[~ 1]
msg_pokecen_kaifuku_01_03	[~ 2]
msg_pokecen_kaifuku_01_04	[~ 3]
msg_pokecen_kaifuku_01_05	[~ 4]
msg_pokecen_kaifuku_01_06	[~ 5]
msg_pokecen_kaifuku_02_02	[~ 6]
msg_pokecen_kaifuku_02_05	[~ 7]
msg_pokecen_kaifuku_02_04	[~ 8]
msg_pokecen_kaifuku_05_01	[~ 9]
msg_pokecen_birthday_01	[~ 10]
msg_pokecen_birthday_02	[~ 11]
msg_common_gameover_pc_01	[~ 12]
msg_common_gameover_pc_02_01	[~ 13]
msg_common_gameover_pc_02_02	[~ 14]
msg_common_gameover_myhome_01	[~ 15]
msg_common_gameover_myhome_02	[~ 16]
msg_common_gameover_rival_01	[~ 17]
msg_pokecen_roto_housing_00	[~ 18]
msg_pokecen_roto_housing_01	[~ 19]
msg_pokecen_roto_housing_02	[~ 20]
msg_pokecen_roto_housing_03	[~ 21]
msg_pokecen_roto_housing_04	[~ 22]
msg_pokecen_roto_housing_05	[~ 23]
msg_pokecen_roto_job_01	[~ 24]
msg_pokecen_roto_end_box	[~ 25]
msg_pokecen_roto_end_job	[~ 26]
msg_pokecen_roto_end_licence	[~ 27]
msg_pokecen_roto_end_licence_00	[~ 28]
msg_pokecen_roto_end_licence_01	[~ 29]
msg_id_present_01	[~ 30]
msg_id_present_02	[~ 31]
msg_id_present_03	[~ 32]
msg_id_present_04	[~ 33]
msg_id_present_05	[~ 34]
msg_id_present_05a	[~ 35]
msg_id_present_06	[~ 36]
msg_id_present_07	[~ 37]
msg_id_present_08	[~ 38]
msg_id_present_09	[~ 39]
msg_id_present_10	[~ 40]
msg_id_present_11	[~ 41]
msg_id_present_12	[~ 42]
msg_id_present_13	[~ 43]
poke_waza.dat
poke_waza_01_01	[~ 0]
poke_waza_01_02	[~ 1]
poke_waza_01_03	[~ 2]
poke_waza_01_04	[~ 3]
poke_waza_01_05	[~ 4]
poke_waza_01_06	[~ 5]
poke_waza_01_07	[~ 6]
poke_waza_01_08	[~ 7]
poke_waza_02_01	[~ 8]
poke_waza_02_02	[~ 9]
poke_waza_02_03	[~ 10]
poke_waza_02_04	[~ 11]
poke_waza_02_05	[~ 12]
poke_waza_02_06	[~ 13]
poke_waza_02_07	[~ 14]
poke_waza_02_13	[~ 15]
poke_waza_02_14	[~ 16]
poke_waza_borutekkaa_01_01	[~ 17]
poke_waza_borutekkaa_01_02	[~ 18]
poke_waza_borutekkaa_01_03	[~ 19]
poke_waza_borutekkaa_01_04	[~ 20]
poke_waza_borutekkaa_01_05	[~ 21]
poke_waza_borutekkaa_01_06	[~ 22]
poke_waza_borutekkaa_01_07	[~ 23]
poke_waza_borutekkaa_01_08	[~ 24]
poke_waza_borutekkaa_01_09	[~ 25]
poke_waza_borutekkaa_sys_01	[~ 26]
poke_waza_borutekkaa_sys_02	[~ 27]
poke_waza_borutekkaa_sys_03	[~ 28]
poke_waza_borutekkaa_sys_04	[~ 29]
poke_waza_coalescence.dat
poke_waza_coalescence_01	[~ 0]
poke_waza_coalescence_02	[~ 1]
poke_waza_coalescence_04	[~ 2]
poke_waza_coalescence_05	[~ 3]
poke_waza_coalescence_06	[~ 4]
poke_waza_coalescence_07	[~ 5]
poke_waza_coalescence_08	[~ 6]
poke_waza_coalescence_10	[~ 7]
poke_waza_coalescence_sys_02	[~ 8]
poke_waza_coalescence_sys_03	[~ 9]
poke_waza_coalescence_09	[~ 10]
poke_waza_coalescence_01_01	[~ 11]
poke_waza_coalescence_01_02	[~ 12]
poke_waza_coalescence_01_03	[~ 13]
poke_waza_coalescence_01_04	[~ 14]
poke_waza_coalescence_01_05	[~ 15]
poke_waza_coalescence_01_06	[~ 16]
poke_waza_coalescence_01_07	[~ 17]
poke_waza_coalescence_01_08	[~ 18]
poke_waza_coalescence_01_09	[~ 19]
poke_waza_coalescence_01_10	[~ 20]
poke_waza_coalescence_01_11	[~ 21]
poke_waza_coalescence_sys_01	[~ 22]
poke_waza_coalescence_sys_04	[~ 23]
poke_waza_dragon.dat
poke_waza_dragon_01_01	[~ 0]
poke_waza_dragon_01_02	[~ 1]
poke_waza_dragon_01_03	[~ 2]
poke_waza_dragon_01_04	[~ 3]
poke_waza_dragon_01_05	[~ 4]
poke_waza_dragon_01_06	[~ 5]
poke_waza_dragon_01_07	[~ 6]
poke_waza_dragon_01_08	[~ 7]
poke_waza_dragon_01_09	[~ 8]
poke_waza_dragon_sys_01	[~ 9]
poke_waza_dragon_sys_02	[~ 10]
poke_waza_dragon_sys_03	[~ 11]
poke_waza_dragon_sys_04	[~ 12]
poke_waza_dragon_01_10	[~ 13]
poke_waza_garyoutensei.dat
poke_waza_garyoutensei_01_01	[~ 0]
poke_waza_garyoutensei_01_02	[~ 1]
poke_waza_garyoutensei_01_03	[~ 2]
poke_waza_garyoutensei_01_04	[~ 3]
poke_waza_garyoutensei_01_05	[~ 4]
poke_waza_garyoutensei_01_06	[~ 5]
poke_waza_garyoutensei_01_07	[~ 6]
poke_waza_garyoutensei_01_08	[~ 7]
poke_waza_garyoutensei_01_09	[~ 8]
poke_waza_garyoutensei_sys_01	[~ 9]
poke_waza_garyoutensei_sys_02	[~ 10]
poke_waza_garyoutensei_sys_03	[~ 11]
poke_waza_garyoutensei_sys_04	[~ 12]
poke_waza_maboroshi.dat
poke_waza_maboroshi_01_01	[~ 0]
poke_waza_maboroshi_01_02	[~ 1]
poke_waza_maboroshi_01_03	[~ 2]
poke_waza_maboroshi_01_04	[~ 3]
poke_waza_maboroshi_01_05	[~ 4]
poke_waza_maboroshi_01_06	[~ 5]
poke_waza_maboroshi_01_07	[~ 6]
poke_waza_maboroshi_01_08	[~ 7]
poke_waza_maboroshi_01_09	[~ 8]
poke_waza_maboroshi_01_10	[~ 9]
poke_waza_maboroshi_01_11	[~ 10]
poke_waza_maboroshi_01_12	[~ 11]
poke_waza_maboroshi_sys_01	[~ 12]
poke_waza_maboroshi_sys_02	[~ 13]
poke_waza_maboroshi_sys_03	[~ 14]
poke_waza_maboroshi_sys_04	[~ 15]
poke_waza_maboroshi_01_13	[~ 16]
poke_waza_powerful.dat
poke_waza_powerful_01	[~ 0]
poke_waza_powerful_02	[~ 1]
poke_waza_powerful_04	[~ 2]
poke_waza_powerful_05	[~ 3]
poke_waza_powerful_06	[~ 4]
poke_waza_powerful_07	[~ 5]
poke_waza_powerful_08	[~ 6]
poke_waza_powerful_10	[~ 7]
poke_waza_powerful_sys_02	[~ 8]
poke_waza_powerful_sys_03	[~ 9]
poke_waza_powerful_09	[~ 10]
poke_waza_powerful_01_01	[~ 11]
poke_waza_powerful_01_02	[~ 12]
poke_waza_powerful_01_03	[~ 13]
poke_waza_powerful_01_04	[~ 14]
poke_waza_powerful_01_05	[~ 15]
poke_waza_powerful_01_06	[~ 16]
poke_waza_powerful_01_07	[~ 17]
poke_waza_powerful_01_08	[~ 18]
poke_waza_powerful_01_09	[~ 19]
poke_waza_powerful_01_10	[~ 20]
poke_waza_powerful_01_11	[~ 21]
poke_waza_powerful_sys_01	[~ 22]
poke_waza_powerful_sys_04	[~ 23]
potato_trade.dat
msg_potato_001	[VAR 1100(00FF,0101)]你妳有吧？[VAR 0114(000E)]
msg_potato_002	哦哦，抱歉。\n我忍不住有點在意。\c\n畢竟用來做芋餅的[VAR 0109(0000)]，\n不管有多少都不嫌少啊。[VAR 0114(000E)]
msg_potato_003	[VAR 1100(00FF,0101)]你妳可以把[VAR 0109(0000)]\n讓給我嗎？\c\n[VAR 1100(00FF,0101)]你妳身上有[VAR 0203(0001,0000)]個吧？\n我用１個[VAR 0202(0002)]的價錢跟[VAR 1100(00FF,0101)]你妳買。[VAR 0114(000E)]
msg_potato_004	賣你[VAR 0201(0001)]個
msg_potato_005	全都賣你
msg_potato_006	不給你
msg_potato_007	多謝[VAR 1100(00FF,0101)]你妳啦！這就當是跑腿費。\n要是[VAR 1100(00FF,0101)]你妳又採到了，就再讓給我吧。[VAR 0114(000E)]
msg_potato_008	今晚的芋餅……\n要是能有就好囉。[VAR 0114(000E)]
msg_potato_009	數量不夠啊。\c\n要是[VAR 1100(00FF,0101)]你妳採到了[VAR 0109(0000)]，\n就拿來我這，沒問題吧？[VAR 0114(000E)]
quest_borad.dat
quest_borad_01	似乎沒有任何委託。
quest_borad_02	有委託筆記被貼在這裡。\n要查看哪個筆記？
quest_borad_03	退出
quest_borad_04	下一頁
quest_borad_05	返回第一頁
quest_borad_06	似乎沒有其他委託了。
quest_desc_sub_001	[~ 6]
quest_desc_sub_002	[~ 7]
quest_desc_sub_006	警衛組的英卓正在為\n刺尾蟲的進化而煩惱。\r\n請去聽聽他怎麼說，並且開始調查。
quest_desc_sub_007	聽說警衛組的曉瑜有件關於\n超音蝠的事想找人幫忙。\c\n請去聽聽曉瑜怎麼說，\n並且開始調查。
quest_desc_sub_012	聽說有大牙狸\n侵入祝慶村到處惡作劇。\c\n請去聽聽警衛組的綢希怎麼說，\n並且開始調查。
quest_desc_sub_015	建築組的園敖想要委託一件\n有關伊布進化的事情。\c\n請先去聽聽他怎麼說，\n然後開始調查。
quest_desc_sub_017	請獲得正漢的協助，\n對派拉斯特的蘑菇進行調查。
quest_desc_sub_018	聽說村民堯佑\n目擊了稀有的小火馬。\r\n請去調查看看。
quest_desc_sub_019	有人目擊到\n飄飄球在和小孩子玩耍。\c\n請去找警衛組的樹央打聽詳情，\n並且開始調查。
quest_desc_sub_026	[~ 15]
quest_desc_sub_032	聽說在荒地基地有一隻\n不論怎麼照料都無精打彩的樹才怪。\c\n請去聽聽村民郁太郎怎麼說，\n並且開始調查。
quest_desc_sub_036	聽說有隻動作很詭異的\n魔牆人偶在祝慶村裡逗留。\c\n請去找村民昇秀打聽詳情。
quest_desc_sub_039	聽說有關於三蜜蜂蜂蜜的新發現。\c\n請去找農耕組的維之介打聽詳情，\n並且開始調查。
quest_desc_sub_052	[~ 19]
quest_desc_sub_053	警衛組的逸郎想要委託一件\n關於帕奇利茲戰鬥方式的事情。\c\n請先去聽聽他怎麼說，\n並且開始調查。
quest_desc_sub_058	聽說醫療組打算使用\n不良蛙的毒素來製藥。\c\n請去聽聽醫療組的杵兒怎麼說，\n並且協助她。
quest_desc_sub_066	聽說關於朝北鼻\n有一句很耐人尋味的諺語。\c\n請去聽聽製造組的佳慧怎麼說，\n並且開始調查。
quest_desc_sub_072	[~ 23]
quest_desc_sub_073	聽說製造組的旬平\n希望有人能幫忙調查\r\n關於皮皮習性的事情。\c\n請去聽聽他怎麼說，並且開始調查。
quest_desc_sub_085	請獲得正漢的協助，\n針對小山豬的特技進行調查。
quest_desc_sub_089	聽說身為寶可夢的幸福蛋\n卻幫人類療了傷。\c\n請去找製造組的麻芝打聽詳情，\n並且開始調查。
quest_desc_sub_092	聽說從阿羅拉地區來的\n警衛組的亞昂，\r\n帶著被稱為凱歐凱歐的六尾。\r\n請去聽聽他怎麼說，並且開始調查。
quest_desc_sub_094	聽說有風鈴鈴\n定居在民宅的屋簷下。\c\n請去找村民玉娑打聽詳情，\n並且開始調查。
