A0.asset
A0_1023_PIKACHU_100_1000	鋼鎧鴉那傢伙，\n竟然把我重要的帽子給帶走了。
A2_POKEMON_DESCRIPTION_090	澆水準度百發百中
A2_POKEMON_NAME_100	藏飽栗鼠
A2_POKEMON_DESCRIPTION_100	樹果更勝花
A2_POKEMON_NAME_110	大尾立
A2_POKEMON_DESCRIPTION_110	一溜煙悄然來訪
A2_POKEMON_NAME_120	來悲茶
A2_POKEMON_DESCRIPTION_120	陳年好茶
A2_POKEMON_NAME_130	怖思壺
A2_POKEMON_DESCRIPTION_130	神秘風味
A2_POKEMON_NAME_140	炒炒豬
A2_POKEMON_DESCRIPTION_140	美味樹果是有活力的秘訣
A2_POKEMON_NAME_150	幼棉棉
A2_POKEMON_DESCRIPTION_150	美麗的歌聲
A2_POKEMON_NAME_160	長尾怪手
A2_POKEMON_DESCRIPTION_160	自由自在的尾巴功夫
A2_POKEMON_NAME_170	怪力
A2_POKEMON_DESCRIPTION_170	所向無敵的充沛力量
A2_POKEMON_NAME_180	迷布莉姆
A2_POKEMON_DESCRIPTION_180	尋求寧靜之地
A2_POKEMON_NAME_190	莫魯貝可
A2_POKEMON_DESCRIPTION_190	肚子空空，怒氣沖沖
A2_POKEMON_NAME_200	傲骨燕
A2_POKEMON_DESCRIPTION_200	城市生活一年級生
A2_POKEMON_NAME_210	結草兒
A2_POKEMON_DESCRIPTION_210	自然派環保時尚
A2_POKEMON_NAME_230	優雅貓
A2_POKEMON_DESCRIPTION_230	隨心所欲的城市生活
A2_POKEMON_NAME_240	倫琴貓
A2_POKEMON_DESCRIPTION_240	充滿領袖氣質的目光
A2_POKEMON_NAME_250	莫魯貝可
A2_POKEMON_DESCRIPTION_250	肚子飽飽，手舞足蹈
A2_PLACE_NAME_060	第二大道
A2_Tracker.asset
A2_TRACKER_TRACKER_100_10	問問寶可夢吧
A2_TRACKER_TRACKER_200_10	問問寶可夢們吧
A2_TRACKER_TRACKER_300_10	向警察確認是否可以會面吧
A2_TRACKER_TRACKER_400_10	前往噴泉廣場吧
A2_TRACKER_TRACKER_500_10	調查呆呆獸的石像吧
A2_TRACKER_TRACKER_600_10	打開推理筆記本開始解謎吧
A2_TRACKER_TRACKER_700_10	在高帽咖啡館打聽看看吧
A2_TRACKER_TRACKER_800_10	去警察局跟皮卡丘會面吧
A2_TRACKER_TRACKER_900_10	打開推理筆記本開始解謎吧
A2_TRACKER_TRACKER_1000_10	離開警察局吧
A2_TRACKER_TRACKER_1100_10	在高帽咖啡館打聽看看吧
A2_TRACKER_TRACKER_1200_10	打開推理筆記本開始解謎吧
A2_TRACKER_TRACKER_1300_10	跟在噴泉廣場的布萊德聊聊吧
A2_TRACKER_TRACKER_1400_10	問問寶可夢吧
A2_TRACKER_TRACKER_1500_10	尋找３個寶石吧
A2_TRACKER_TRACKER_1600_10	向勾魂眼報告吧
A2_TRACKER_TRACKER_1700_10	跟倫琴貓聊聊吧
A2_TRACKER_TRACKER_1800_10	前往新來的寶可夢所在的房間吧
A2_TRACKER_TRACKER_1900_10	問問寶可夢們吧
A2_TRACKER_TRACKER_2000_10	去另一個房間看看吧
A2_TRACKER_TRACKER_2100_10	問問寶可夢們吧
A2_TRACKER_TRACKER_2200_10	前往倫琴貓的房間吧
A2_TRACKER_TRACKER_2300_10	跟倫琴貓聊聊吧
A2_TRACKER_TRACKER_2400_10	前往警衛室吧
A2_TRACKER_TRACKER_2500_10	尋找可以打開門鎖的機器吧\n藏飽栗鼠的便條「２１６８」
A2_TRACKER_TRACKER_2600_10	輸入密碼吧\n藏飽栗鼠的便條「２１６８」
A2_TRACKER_TRACKER_2700_10	調查警衛室吧
A2_TRACKER_TRACKER_2800_10	前往１樓吧
A2_TRACKER_TRACKER_2900_10	在不被人類發現的情況下\n前往１樓吧
A2_TRACKER_TRACKER_3000_10	在不被人類發現的情況下\n調查資料室跟會議室吧
A2_TRACKER_TRACKER_3100_10	在不被人類發現的情況下\n調查會議室吧
A2_TRACKER_TRACKER_3200_10	在不被人類發現的情況下\n調查資料室吧
A2_TRACKER_TRACKER_3300_10	前往２樓的局長室吧
A2_TRACKER_TRACKER_3400_10	前往屋頂吧
A2_TRACKER_TRACKER_3500_10	從局長室的正上方透視吧
A2_TRACKER_TRACKER_3600_10	前往噴泉廣場吧
A2_TRACKER_TRACKER_3700_10	尋找皮卡丘的事件中的痕跡吧
A2_TRACKER_TRACKER_3800_10	打開推理筆記本開始解謎吧
A2_TRACKER_TRACKER_3900_10	前往第二大道吧
A2_TRACKER_TRACKER_4000_10	在第二大道打聽\n關於皮卡丘的情報吧
A2_TRACKER_TRACKER_4100_10	跟夥伴寶可夢被收容的人\n打聽看看吧
A2_TRACKER_TRACKER_4200_10	打開推理筆記本開始解謎吧
A2_TRACKER_TRACKER_4300_10	向警察打聽看看吧
A2_TRACKER_TRACKER_4400_10	打開推理筆記本開始解謎吧
A2_TRACKER_TRACKER_4500_10	尋找擁有冒充能力的寶可夢吧
A2_TRACKER_TRACKER_4600_10	跟皮卡丘會面吧
A2_TRACKER_TRACKER_4700_10	打開推理筆記本開始解謎吧
A2_TRACKER_TRACKER_4800_10	尋找在第二大道的布萊德吧
A2_TRACKER_TRACKER_4900_10	尋找能治療大狼犬的寶可夢吧
A2_TRACKER_TRACKER_5000_10	打聽布萊德和四方形機器的情報\n解開謎團吧
A2_TRACKER_TRACKER_5100_10	跟皮卡丘會面吧
A2_TRACKER_TRACKER_5200_10	跟倫琴貓聊聊吧
A2_TRACKER_TRACKER_5300_10	前往１樓吧
A2_TRACKER_TRACKER_5400_10	在不被警察發現的情況下\n前往能通往局長室的通風管吧
A2_TRACKER_TRACKER_5500_10	調查局長室吧
A2_TRACKER_TRACKER_5600_10	打開保險櫃吧
A2_TRACKER_TRACKER_5700_10	跟皮卡丘聊聊吧
A2_TRACKER_TRACKER_5800_10	打開推理筆記本開始解謎吧
A2_TRACKER_TRACKER_5900_10	尋找在事件現場的布萊德吧
A2_TRACKER_TRACKER_6000_10	前往地下１樓吧
A2_TRACKER_TRACKER_6100_10	通知保護室的\n寶可夢們逃出去吧
A2_TRACKER_TRACKER_6200_10	前往１樓吧
A2_TRACKER_TRACKER_6300_10	在不被警察發現的情況下\n前往提姆所在的大廳吧
A2_TRACKER_TRACKER_6400_10	到城市裡打聽看看吧
A2_TRACKER_TRACKER_6500_10	準備好的話就出發吧
A2_V2.asset
A2_V2_PIKACHU_100_10	喲！\n讓你久等了，提姆。
A2_V2_TIM_100_10	皮卡丘！
A2_V2_RACHEL_100_10	你平安無事呀！
A2_V2_BUTLER_100_10	怎麼可能！為什麼皮卡丘\n牠們會在這裡……？
A2_V2_BUTLER_100_20	快點把牠們收容起來！\n布萊德！
A2_V2_TIM_100_20	皮卡丘我要帶牠走。
A2_V2_TIM_100_30	因為真正的犯人是……
A2_V2_TIM_100_40	巴特勒局長你！
A2_V2_BUTLER_100_30	我是犯人？\n你突然在說什麼？
A2_V2_BUTLER_200_10	你的搭檔才是\n破壞呆呆獸石像的犯人。
A2_V2_BUTLER_200_30	你還能狡辯什麼？
A2_V2_RACHEL_200_10	看來你打算裝傻啊。
A2_V2_RACHEL_200_20	提姆！一開始可不能就輸了！
A2_V2_TIM_300_10	那天晚上，\n皮卡丘待在高帽咖啡館。
A2_V2_TIM_300_20	有目擊者看到\n牠當時在喝咖啡。
A2_V2_BUTLER_300_10	那種證詞無關緊要。\n我可是有決定性的證據！
A2_V2_PIKACHU_400_10	光那樣是無法\n證明我的清白的。
A2_V2_PIKACHU_400_20	你冷靜地想想看。
A2_V2_BUTLER_500_10	我們警察，\n可是有監視器的畫面喔。
A2_V2_BUTLER_500_20	這裡拍到的究竟是誰呢？
A2_V2_BUTLER_500_30	不管怎麼看，就是你的皮卡丘吧。
A2_V2_TIM_600_10	那是「變身」後的百變怪。
A2_V2_BUTLER_600_10	百變怪……你說什麼？
A2_V2_TIM_600_20	牠是隻走失的百變怪。\n根據牠的夥伴所說，
A2_V2_TIM_600_30	牠不擅長「變身」，\n只能把看到的地方模仿出來。
A2_V2_TIM_600_40	請看這個。
A2_V2_BUTLER_600_20	這又如何？
A2_V2_TIM_600_50	牠的背上沒有花紋吧？\n這不是我的搭檔皮卡丘！
A2_V2_PIKACHU_700_10	喂喂……\n你不是在說笑吧？
A2_V2_PIKACHU_700_20	不是有個傢伙可以變得\n幾乎和我同個模樣嗎？
A2_V2_BUTLER_800_10	你的意思是\n我跟百變怪聯手做這種事情嗎？
A2_V2_BUTLER_800_20	但那隻百變怪似乎有自己的夥伴啊。
A2_V2_BUTLER_800_30	這樣牠怎麼可能\n會聽我的指示行動呢！
A2_V2_TIM_900_10	被收容的寶可夢背上，\n都被裝設了裝置。
A2_V2_BUTLER_900_10	那是為了管理寶可夢才裝上去的。\n有什麼問題嗎？
A2_V2_TIM_900_20	那是能夠操縱寶可夢的裝置。
A2_V2_BUTLER_900_20	你在說什麼……這太荒唐了。
A2_V2_BRAD_900_10	這麼說來……只要裝置一亮，\n寶可夢就會乖乖聽話。
A2_V2_BUTLER_900_30	怎麼連你也在胡說八道！
A2_V2_PIKACHU_1000_10	喂～！
A2_V2_PIKACHU_1000_20	你忘了我之前遇到的事了嗎？
A2_V2_BUTLER_1100_10	真是的……\n我還以為你要說什麼呢！
A2_V2_BUTLER_1100_20	操縱寶可夢的裝置？
A2_V2_BUTLER_1100_30	真是太可笑了。\n怎麼可能有那麼方便的玩意！
A2_V2_BUTLER_1100_40	就算真的有，\n你也沒有證據說是我用的吧！
A2_V2_TIM_1200_10	我當然有證據。
A2_V2_TIM_1200_20	就是這個！
A2_V2_BUTLER_1200_10	你怎麼會有這個！？
A2_V2_BUTLER_1200_20	布萊德！是你嗎？
A2_V2_BRAD_1200_10	什麼！？
A2_V2_TIM_1200_30	請別轉移焦點。
A2_V2_TIM_1200_40	文件是在你的房間找到的。
A2_V2_TIM_1200_50	換句話說……\n這就是你使用了裝置的證據！
A2_V2_PIKACHU_1300_10	喂！
A2_V2_PIKACHU_1300_20	那樣不算是證明了\n巴特勒有使用它啊。
A2_V2_BUTLER_1400_10	你說文件？\n哈，肯定是你搞錯了吧。
A2_V2_BUTLER_1400_20	我可是寶可夢保護局的局長。
A2_V2_BUTLER_1400_30	不可能會做那種事情。
A2_V2_BUTLER_1400_40	說起來我沒有動機啊！
A2_V2_TIM_1500_10	我當然知道你的動機。
A2_V2_TIM_1500_20	請看這個。
A2_V2_TIM_1500_30	你把收容的寶可夢交給\n提供裝置的優尼塔斯，
A2_V2_TIM_1500_40	藉以得到高額的報酬。
A2_V2_BUTLER_1500_10	唔……
A2_V2_TIM_1500_50	你不是在收容寶可夢，\n而是在誘拐！
A2_V2_TIM_1500_60	我沒說錯吧？巴特勒局長！
A2_V2_PIKACHU_1600_10	喂！\n不是有我找到的證據嗎？
A2_V2_PIKACHU_1600_20	你仔細回想一下。
A2_V2_BUTLER_1700_10	我竟然會\n栽在這種小鬼手上……
A2_V2_PIKACHU_1700_10	是你的對手太優秀了，\n巴特勒局長。
A2_V2_RACHEL_1700_10	提姆！辛苦你了。
A2_V2_TIM_1700_5	嗯。
A2_V2_RACHEL_1700_20	皮卡丘也是，\n你重見天日真是太好了。
A2_V2_PIKACHU_1700_20	這下我欠你們一個人情了。
A2_V2_TIM_1700_10	不管怎樣，\n這樣你就能平安出去了。
A2_V2_PIKACHU_1700_30	嗯，我好想念\n好喝的咖啡啊。
A2_V2_BRAD_1700_10	你推理得還可真漂亮，提姆。
A2_V2_BRAD_1700_20	這次給你們添麻煩了，\n我代表警察局，向你們道歉。
A2_V2_TIM_1700_20	布萊德先生……
A3.asset
A3_0110_PIKACHU_100_1000	好，我們今天要調查\n關於極光之露的事，對吧！
A3_0110_TIM_100_1000	嗯。瑞秋說她要幫忙介紹\n萊姆大學的教授。
A3_0110_PIKACHU_100_2000	既然是約在高帽咖啡館見面，\n那就還有點時間了。
A3_0110_PIKACHU_100_3000	你的家人大老遠來找你，\n出門前至少要打聲招呼喔。
A3_0110_TIM_100_2000	我知道啦，皮卡丘。
A3_0115_PIKACHU_100_1000	哦，報紙送到了。
A3_0115_IRENE_100_1000	哎呀，提姆。\n你有訂報紙啊。
A3_0115_TIM_100_1000	對啊，是萊姆市的日報。
A3_0115_IRENE_100_2000	你以前住在家裡的時候，\n明明完全不看報紙的。你怎麼了？
A3_0115_TIM_100_2000	那個……我都已經是大學生了，\n所以想說該看看報紙了吧。
A3_0115_SOPHIA_100_1000	哇～哥哥還真成熟呢～
A3_0115_PIKACHU_100_2000	提姆那傢伙，\n不知道在耍什麼帥。
A3_0115_PIKACHU_100_3000	明明是我建議他要訂報紙的。
A3_0115_PIKACHU_100_4000	畢竟身為偵探，\n蒐集情報是必要的基本功。
A3_0115_IRENE_100_3000	這個城市這麼大，\n每天都會發生很多事情，對吧？
A3_0115_IRENE_100_4000	多看看報紙是一件好事。
A3_0115_PIKACHU_100_5000	提姆的媽媽，妳說的對極了。
A3_0115_PIKACHU_100_6000	那我們這就來看看今天的報導吧。
A3_0125_SOPHIA_100_1000	嘻嘻，你這隻皮卡丘還真有趣。
A3_0125_PIKACHU_100_1000	不是可愛而是有趣？這到底是……
A3_0125_PIKACHU_100_2000	蘇菲亞是個品味獨特的女孩嗎？
A3_0130_TIM_100_1000	媽，早安。\n妳昨晚有睡好嗎？
A3_0130_IRENE_100_1000	嗯，我睡得很好的，謝謝你。\n你今天要去學校對吧？
A3_0130_TIM_100_2000	今天有個重要的調查，\n所以我早上就要出門。
A3_0130_IRENE_100_2000	只要有個事件發生，\n你滿腦子就只剩那件事了。
A3_0130_IRENE_100_3000	真是的……\n你簡直跟哈利一模一樣。
A3_0130_TIM_100_3000	對了，媽，爸有沒有聯絡過妳？
A3_0130_IRENE_100_4000	要是有的話，\n我肯定第一時間就告訴你了。
A3_0130_TIM_100_4000	嗯，我想也是……
A3_0130_PIKACHU_100_1000	哈利啊，\n你家人真愛你。
A3_0130_PIKACHU_100_2000	讓我都莫名地覺得羨慕了。
A3_0130_IRENE_200_1000	哈利他究竟\n跑到哪裡去了呢？
A3_0130_TIM_200_1000	嗯……不過，\n皮卡丘和我一定會找到他的。
A3_0140_PIKACHU_100_1000	有什麼報導嗎？
A3_0150_TIM_100_1000	早上的新聞要開始了。
A3_0150_PIKACHU_100_1000	哦，我看看……
A3_0150_TIM_200_1000	看來是沒有什麼新的消息了。
A3_0170_TIM_100_1000	看到自己這樣上新聞，\n感覺好難為情……
A3_0170_PIKACHU_100_1000	大夥兒是在誇獎你。\n你就放開心高興一下吧，提姆。
A3_0170_PIKACHU_100_2000	還有，說到寶可夢友誼法案的新聞，\n霍華德要在街頭演講啊。
A3_0170_TIM_100_2000	瑞秋的父親啊。\n有個市長父親會是什麼樣的心情？
A3_0180_TIM_100_1000	差不多該出發囉。
A3_0180_PIKACHU_100_1000	要出門的話，\n我想補買一些咖啡豆。
A3_0180_PIKACHU_100_2000	家裡的庫存快要沒了。
A3_0180_TIM_100_2000	好好好。老樣子，深焙的對吧。
A3_0185_TIM_100_1000	那麼，我們出門了。
A3_0185_SOPHIA_100_1000	嗯～！路上小心～！
A3_0510_PIKACHU_100_1000	看來是還沒有找到極光之露。
A3_0510_TIM_100_1000	荷里迪探長他們好像在追查\n寶石和古月鳥的下落……
A3_0510_PIKACHU_100_2000	通通都沒有進展，是吧。
A3_0510_TIM_100_2000	說到古月鳥，\n牠當時的樣子不太對勁呢。
A3_0510_PIKACHU_100_3000	根據新聞報導，就連透納也不知道\n為什麼古月鳥會變成那樣。
A3_0510_TIM_100_3000	古月鳥之所以吞下極光之露逃走，\n不是出於透納先生的指示嗎……
A3_0510_PIKACHU_100_4000	嗯……\n這事情，我總覺得有蹊蹺。
A3_0610_TIM_100_500	報導說，有一位女士\n在家中受了傷而無法動彈。
A3_0610_TIM_100_1000	於是，小約克就朝著外面吠，\n來通知左鄰右舍。
A3_0610_PIKACHU_100_2000	那真是一件美談……嗯？\n等等，這照片……
A3_0610_PIKACHU_100_3000	小約克救的這位女士，\n不就是昨天我們遇見的人嗎？
A3_0610_TIM_100_2000	我看看……真的耶！\n我們是在丹尼斯先生的豪宅前見到她的吧。
A3_0610_PIKACHU_100_4000	印象中小約克喜歡安靜的地方，\n是個溫順的傢伙……
A3_0610_TIM_100_3000	牠好像還一直吠到\n左鄰右舍注意到牠呢。
A3_0610_PIKACHU_100_5000	為了心愛的夥伴，\n牠一定是鼓足了勇氣吧。
A3_0620_TIM_100_1000	有篇報導是關於用蝶結萌虻的\n花粉團研發的新藥。
A3_0620_PIKACHU_100_1000	蝶結萌虻能做出\n很多種花粉團，
A3_0620_PIKACHU_100_2000	據說效果會根據花粉或\n採蜜的花朵而不同。
A3_0620_PIKACHU_100_3000	材料的組合方式大概也能\n應用在人類的藥吧。
A3_0620_TIM_100_2000	不知道昨天的蝶結萌虻牠們\n做出了什麼樣的花粉團。
A3_0620_PIKACHU_100_4000	說不定會做出\n令人大吃一驚的東西……
A3_0620_PIKACHU_100_5000	不過那些傢伙得先學會\n好好採蜜才行吧。
A3_0630_PIKACHU_100_1000	最近在流行\n市民足球賽嗎？
A3_0630_TIM_100_1000	這種比賽說是可以和\n夥伴寶可夢一起參加。
A3_0630_TIM_100_2000	靠著寶可夢的力量和搭檔組合，\n場場比賽都掀起高潮，
A3_0630_TIM_100_3000	在參賽者和觀眾之間都廣受歡迎。
A3_0630_PIKACHU_100_2000	所以昨天的男孩才會想要找\n能幫忙的寶可夢啊。
A3_0630_TIM_100_4000	騰蹴小將和那孩子\n能不能成為好搭檔呢？
A3_0630_PIKACHU_100_3000	他們那麼開心地在特訓，\n一定行的啦。
A3_0640_TIM_100_1000	今天的填字遊戲會是如何呢？
A3_0640_PIKACHU_100_1000	那東西設計得意外地講究，\n讓我每天都很期待哩。
A3_0640_TIM_100_2000	謎題好像是由讀者提供的？\n能設計出這種東西的人真厲害啊～
A3_0640_PIKACHU_100_2000	好～提姆！\n我們這就來解解看吧！
A3_0640_TIM_100_3000	讓我看看……\n「會用長舌頭捕捉獵物的寶可夢」。
A3_0640_PIKACHU_100_3000	是大舌頭。\n字數也剛剛好能填滿格子。
A3_0640_TIM_100_4000	「會用惹人憐愛的外表使人鬆懈，\n來偷走東西的寶可夢。」
A3_0640_PIKACHU_100_4000	喵喵……的字數不對。\n是扒手貓嗎？
A3_0640_TIM_100_5000	「總是集體行動，\n感情融洽的寶可夢。」
A3_0640_PIKACHU_100_5000	搭配已經填好的格子來看，\n這應該是列陣兵。
A3_0640_TIM_100_6000	我說啊，皮卡丘。
A3_0640_TIM_100_7000	總覺得今天的題目\n好像在哪裡聽過……
A3_0640_PIKACHU_100_6000	沒錯……設計出這東西的人\n想必是某個猜謎博士……
A3_10200_SOLROCK_400_1000	陽陽陽！
A3_10200_TIM_400_1000	希望天氣趕快好轉……
A3_10200_PIKACHU_500_1000	你可以放心了，太陽岩。
A3_10200_PIKACHU_500_2000	事件都已經解決了，\n不久之後天氣應該就會恢復了。
A3_10200_SOLROCK_500_1000	陽陽陽！
A3_10200_PIKACHU_500_3000	不過，聽說那會需要一點時間。
A3_10200_PIKACHU_500_4000	在天氣恢復之前，\n只能請你再忍耐一下了！
A3_10200_SOLROCK_500_2000	陽陽陽陽！
A3_10200_SOLROCK_800_1000	陽陽陽陽……
A3_10200_PIKACHU_800_1000	是太陽岩。
A3_10200_PIKACHU_800_2000	據說這傢伙能夠吸收太陽能量。
A3_10200_TIM_800_1000	但牠卻一副很冷的樣子。
A3_10200_SOLROCK_800_2000	陽陽陽陽……
A3_10200_PIKACHU_800_3000	看來是因為天氣一直很不好，\n讓牠越來越沒活力了。
A3_10200_PIKACHU_800_4000	你可以放心了，太陽岩。
A3_10200_PIKACHU_800_5000	事件都已經解決了，\n不久之後天氣應該就會恢復了。
A3_10200_SOLROCK_800_3000	陽陽陽！
A3_10200_PIKACHU_800_6000	不過，聽說那會需要一點時間。
A3_10200_PIKACHU_800_7000	在天氣恢復之前，\n只能請你再忍耐一下了！
A3_10200_SOLROCK_800_4000	陽陽陽陽！
A3_1030_PIKACHU_100_1000	你和瑞秋是約好在\n高帽咖啡館前面見面，沒錯吧？
A3_1030_TIM_100_1000	嗯。這個時間她應該已經\n到了才對。有點慢呢。
A3_1030_SECRETRACHEL_100_1000	求求你，爸爸！\n聽我說幾句話吧！
A3_1030_TIM_100_2000	這個聲音是……瑞秋？
A3_10300_METENOSHELL01_200_1000	隕星！隕星！
A3_10300_PIKACHU_200_1000	想要快點回到天上，是吧。
A3_10300_TIM_200_1000	有沒有力氣大到能破壞\n牠的外殼的寶可夢呢？
A3_10300_METENOSHELL01_300_1000	隕星！隕星！
A3_10300_TIM_300_1000	哦？這隻寶可夢是不是在\n對我們說什麼？
A3_10300_PIKACHU_300_1000	是小隕星。\n牠似乎是想回到原本棲息的地方去。
A3_10300_TIM_300_2000	原本棲息的地方是指哪裡？
A3_10300_PIKACHU_300_2000	是在天上的臭氧層。\n當身體的外殼變重後，牠就會墜落下來。
A3_10300_TIM_300_3000	在那麼高的地方啊……\n幫牠拿掉外殼的話，牠是不是就能回去了？
A3_10300_PIKACHU_300_3000	要是有力氣大得能夠\n破壞這個外殼的寶可夢就好了。
A3_10310_METENOSHELL02_200_1000	隕星～隕星～……
A3_10310_PIKACHU_200_1000	這傢伙好像是肚子餓了。\n真想幫幫牠。
A3_10310_TIM_200_1000	如果能用強大的力量破壞牠的外殼，\n我們就能送牠回天上了。
A3_10310_METENOSHELL02_300_1000	隕星。
A3_10310_TIM_300_1000	嗯？\n有隻在搖搖晃晃的寶可夢。
A3_10310_PIKACHU_300_1000	那是棲息在天上的寶可夢，小隕星。\n當牠的外殼變重後，就會掉落到地上來。
A3_10310_PIKACHU_300_2000	牠說這裡的食物太少了，\n牠想要回天空去。
A3_10310_PIKACHU_300_3000	不過，似乎是身體太重了，\n讓牠沒辦法自己回去。
A3_10310_TIM_300_2000	這樣啊……\n幫牠拿掉外殼的話，牠是不是就能回去了？
A3_10310_PIKACHU_300_4000	嗯，要能破壞這麼堅硬的外殼，即使是寶可夢\n也得要是力氣相當大的傢伙才行啊。
A3_10320_METENOSHELL03_200_1000	隕星～……
A3_10320_PIKACHU_200_1000	抱歉了，\n但我們實在無能為力。
A3_10320_TIM_200_1000	要是哪裡有力氣大到能破壞\n牠的外殼的寶可夢就好了。
A3_10320_METENOSHELL03_300_1000	隕星！隕星！
A3_10320_PIKACHU_300_1000	小隕星好像想說什麼。
A3_10320_TIM_300_1000	牠在說什麼？
A3_10320_PIKACHU_300_2000	牠原本是棲息在天上的寶可夢，\n但似乎是外殼太重，讓牠墜落下來了。
A3_10320_PIKACHU_300_3000	牠說牠和家族的成員分散了，\n很寂寞。
A3_10320_TIM_300_2000	聽起來好可憐喔。\n幫牠拿掉外殼的話，牠是不是就能回去了？
A3_10320_PIKACHU_300_4000	要是有方法來破壞這外殼就好了……\n有沒有力大無窮的寶可夢呢？
A3_10400_PY01_200_1000	皮！皮！
A3_10400_PIKACHU_200_1000	謝謝！是嗎？\n哎，小事一樁啦。
A3_10400_PY01_300_1000	皮！
A3_10400_PIKACHU_300_1000	我們把捉迷藏躲起來的皮寶寶\n全都找出來囉。
A3_10400_PY01_300_2000	皮！
A3_10400_PIKACHU_300_2000	牠好像很高興\n我們找到了大家。
A3_10400_TIM_300_1000	能讓牠開心真是太好了。
A3_10400_PIKACHU_300_3000	你們要往有一段距離的山丘去了？　\n在流星很多的夜晚，牠們好像最愛去那裡了。
A3_10400_TIM_300_2000	是嗎？聽起來很棒呢。\n路上要小心喔。
A3_10400_PY01_300_3000	皮！皮！
A3_10400_PIKACHU_300_4000	謝謝！是嗎？\n哎，小事一樁啦。
