A0.asset
A0_1023_PIKACHU_100_1000	アーマーガアのヤツ\nオレの大事な帽子を持って行っちまった
A4_1230_CHARCOALMASTER_100_2000	おっと　ジェシカさんの　お友だちかい？\n見苦しいところを　見せちまったなあ
A4_1230_CHARCOALMASTER_100_3000	……はて？
A4_1230_TIM_100_1000	あの……\nどうかしたんですか？
A4_1230_CHARCOALMASTER_100_4000	あ　いや　なんでもねえ　気のせいだ\nジェシカさんも　すまねえな
A4_1230_JESSICA_100_3000	とんでもない\n無理は禁物ですよ
A4_1230_CHARCOALMASTER_100_5000	竹炭だけでも　わたせりゃいいんだが\nあいにくと　在庫を切らしちまっててな
A4_1230_JESSICA_100_4000	でしたら　わたしが　炭焼き場へ行って\n炭を取ってきます
A4_1230_JESSICA_100_5000	ちょうど　竹林へピザの食材を\n採りに行くところでしたし
A4_1230_CHARCOALMASTER_100_6000	ありがてえけど　竹炭も束になりゃ\nそれなりに重いからなあ……
A4_1230_TIM_100_2000	でしたら　ぼくたちも手伝います
A4_1230_RACHEL_100_2000	そうね！\nどうかしら　ジェシカ？
A4_1230_JESSICA_100_6000	ありがとう　レイチェル　助かるわ\nティムくんも　ありがとう
A4_1230_CHARCOALMASTER_100_7000	ティムさん　レイチェルさん　ありがとう\nジェシカさんを訪ねて来たのに　申し訳ねえ
A4_1230_TIM_100_3000	いえいえ　気にしないでください！
A4_1230_RACHEL_100_3000	ジェシカといっしょにがんばります！
A4_1230_RACHEL_100_4000	ん～　楽しくなってきたね！
A4_1230_NYARTH_100_1000	ニャッ！　ニャニャ～
A4_1230_JESSICA_100_7000	ありがとう　ニャース\n親方さんのこと　たのんだわね
A4_1230_NYARTH_100_2000	ニャース！
A4_1230_TIM_100_4000	竹林って　門の先でしたよね？\nさっき見たら　カギがかかっていました
A4_1230_CHARCOALMASTER_100_8000	なに？　さては弟子のヤツ\n炭焼き場に行くとき　カギかけたな？
A4_1230_CHARCOALMASTER_100_9000	まったく！　門のカギは朝開けたら\n夕方まで開けておけと……　イテテッ！
A4_1230_JESSICA_100_8000	親方さん！　急に動いちゃ……
A4_1230_CHARCOALMASTER_100_10000	ほれ　門のカギだ　気をつけてな
A4_1230_JESSICA_100_9000	あ　ありがとうございます\n行ってきます！
A4_1230_PIKACHU_100_1000	どうやら　ジェシカを狙うヤツは\nまだ　ここには来ていないみたいだな
A4_1230_TIM_100_5000	うん　とりあえず　よかった！
A4_1230_RACHEL_100_5000	ねえ　ジェシカ　大丈夫？\n変な人たちが来たりしてない？
A4_1230_JESSICA_100_10000	変な人？\nとくに　なにもないけど　どうしたの？
A4_1230_RACHEL_100_6000	ううん！　それならいいの
A4_1230_RACHEL_100_7000	さあ　早く用事を　終わらせちゃいましょう
A4_1240_RACHEL_100_1000	ジェシカが無事でよかった\n怪しい人も来ていないみたいだし
A4_1240_RACHEL_100_2000	まずは　ジェシカを手伝ってから\n話を聞きましょう
A4_1250_JESSICA_100_1000	せっかく　遊びに来てくれたのに\nごめんなさい
A4_1250_TIM_100_1000	いえ　気にしないでください
A4_1250_PIKACHU_100_1000	困ったときは　お互いさまさ
A4_1250_JESSICA_100_2000	さっそくでわるいけど\n食材と竹炭を採りに　竹林へ行きましょう
A4_1250_JESSICA_100_3000	竹林は　門の先にあるの\n角をまがったところよ
A4_1260_CHARCOALMASTER_100_1000	すまねえが　よろしくたのむ
A4_1260_TIM_100_1000	まかせてください\n親方は　無理しないでくださいね
A4_1260_CHARCOALMASTER_100_2000	情けねえ話だが\nおとなしくさせてもらうよ
A4_1270_PIZZASTORE_100_1000	この　いそがしさ！\nありがたいけど　目がまわるようだ！
A4_1270_PIZZASTORE_100_2000	もう少し余裕があれば\nわたしが食材を　採りに行くんだけど！
A4_1270_TIM_100_1000	現地調達以外の方法じゃ\nダメなんですか？
A4_1270_PIZZASTORE_100_3000	ダメダメ！
A4_1270_PIZZASTORE_100_4000	この土地で採れるものを使ってこその\n竹炭ピッツァですから！
A4_1270_PIKACHU_100_1000	こだわりってやつか\nなら　採って来るしかないな
A4_1280_NYARTH_100_1000	ニャ～ニャニャ　ニャ～
A4_1280_PIKACHU_100_1000	ジェシカの助けになるなら\nなんでも　聞いてくれだとさ
A4_1280_TIM_100_1000	ありがとう\nえんりょなく　聞かせてもらうよ
A4_1280_NYARTH_200_1000	ニャ～ニャニャ　ニャ～
A4_1280_PIKACHU_200_1000	なんでも聞いてくれ　だとさ
A4_1280_SEL_0_1000	バンブーストリートについて
A4_1280_SEL_0_2000	ジェシカについて
A4_1280_NYARTH_300_1000	ニャニャ～
A4_1280_PIKACHU_300_1000	最初は　なにもない場所だと思ってたけど\nいまじゃ　それがいいってよ
A4_1280_NYARTH_300_2000	ニャニャ　ニャ～
A4_1280_PIKACHU_300_2000	オレたちも引っ越して来いって？\nそれもわるくはない　ただ……
A4_1280_TIM_300_1000	ただ？
A4_1280_PIKACHU_300_3000	この町には　コーヒー屋がない
A4_1280_TIM_300_2000	ピカチュウにとっては大問題だね
A4_1280_NYARTH_400_1000	ニャ　ニャニャ
A4_1280_PIKACHU_400_1000	ジェシカとは　もうずっといっしょだとさ
A4_1280_PIKACHU_400_2000	都会から　この町に来て\nジェシカは元気になったらしい
A4_1280_NYARTH_400_2000	ニャニャ～
A4_1280_PIKACHU_400_3000	昔は　仕事が楽しくても\nつかれてることが多かったって
A4_1280_TIM_400_1000	町の人とも仲がいいみたいだし\n引っ越しは大成功だね
A4_1290_CHARCOALDISCIPLE01_100_1000	親方が　ギックリ腰になったんスか！？\n急いでもどらないと　でも……
A4_1290_TIM_100_1000	なにか　気になることでも？
A4_1290_CHARCOALDISCIPLE01_100_2000	うちの親方　仕事を途中で投げ出すと\nメチャクチャ怒るんスよ！
A4_1290_CHARCOALDISCIPLE01_100_3000	先輩は　炭焼き場にいるし……\n自分も　こっちの仕事があるし……
A4_1290_PIKACHU_100_1000	なんぎな　もんだな
A4_1290_CHARCOALDISCIPLE01_100_4000	うおおおお！\n早く　ていねいに　終わらせるっスよ！
A4_1415_PIZZASTORE_100_1000	名探偵……　ですか\n聞いたことがないのですが……
A4_1415_HARRY_100_1000	まあ　知る人ぞ知る　ってところさ
A4_1415_PIZZASTORE_100_2000	はあ……\nでは　お仕事でこの町に？
A4_1415_PIZZASTORE_100_3000	名探偵さんが来るようなこと\nなにかあったかな……？
A4_1415_HARRY_100_2000	あるじゃないか\n暴れポケモンが出たんだろう？
A4_1415_PIZZASTORE_100_4000	ええっ？\nそれで　わざわざ来たんですか？
A4_1415_PIZZASTORE_100_5000	警察への連絡は済んでいますし\n名探偵さんが危ないことをしなくても……
A4_1415_PIZZASTORE_100_6000	それに　いまは竹林には入れませんから
A4_1415_HARRY_100_3000	ほう？\n竹林に入れないというのは……　やっぱり？
A4_1415_PIZZASTORE_100_7000	ええ　もしも　暴れポケモンが\n町の方に来たら大変だってことで
A4_1415_PIZZASTORE_100_8000	みんなで話して　警察の許可が出るまでは\n門にカギをかけておくことにしたんです
A4_1415_PIZZASTORE_100_9000	カギは　親方さんに管理してもらって
A4_1415_HARRY_100_4000	たしかに\n町の安全が第一だからな
A4_1415_HARRY_100_5000	その　親方さんっていうのは？
A4_1415_PIZZASTORE_100_10000	竹炭職人の親方さんです\nこの竹林の管理もしてくれているんです
A4_1415_HARRY_100_6000	だから　カギを管理してるのか
A4_1415_HARRY_100_7000	教えてもらえて助かったよ　ピザ屋さん\nランチ前でいそがしいところ　わるかったな
A4_1415_PIZZASTORE_100_11000	え！？\nど　どうしてわかったんです！？
A4_1415_HARRY_100_8000	服についた小麦粉やソース　竹炭の香り……\nとなれば　答えはひとつさ
A4_1415_PIZZASTORE_100_12000	なるほど！\nさすが　名探偵さんです！
A4_1415_PIZZASTORE_100_13000	それじゃ　わたしはこれで！
A4_1415_HARRY_100_9000	後で　店に寄らせてもらうよ
A4_1415_HARRY_100_10000	街なかでは　いくつか\n暴れポケモンの目撃情報があったが
A4_1415_HARRY_100_11000	こんな　のどかなところでも\n同じ事件が起こるとは
A4_1415_HARRY_100_12000	ライムシティは\nどうにかなっちまったようだな
A4_1415_HARRY_100_13000	まずは　ここに住む人たちから\n話を聞いてみるとしよう
A4_1415_HARRY_100_14000	名探偵の心得　その１２\n情報は足で稼げってな！
A4_1420_HARRY_100_1000	おっと！\nライムシティに　もどっちまうぞ？
A4_1420_HARRY_100_2000	町で調査を続けよう
A4_1425_HARRY_100_1000	竹林の門にはカギがかかっている
A4_1425_HARRY_100_2000	カギは　親方が管理しているんだったな\n話を聞いてみるか
A4_1430_HARRY_100_1000	暴れポケモン出没注意　か
A4_1435_CHARCOALMASTER_100_1000	いててて……
A4_1435_HARRY_100_1000	腰を痛めてるのか？
A4_1435_CHARCOALMASTER_100_2000	おっと　お客さんかい？\nこいつは　とんだところを見せちまったな
A4_1435_CHARCOALMASTER_100_3000	今月の竹炭は　いい焼き上がりだよ？
A4_1435_HARRY_100_2000	いやいや　休んでいてくれ\nオレは……　こういうもんだ
A4_1435_CHARCOALMASTER_100_4000	ふむ　探偵さんかい
A4_1435_HARRY_100_3000	例の　暴れポケモンを調べに来たんだ
A4_1435_HARRY_100_4000	それで　竹林を調べさせて欲しくて\n迷惑はかけないようにする　だから……
A4_1435_CHARCOALMASTER_100_5000	竹林の門のカギは閉めておる！
A4_1435_CHARCOALMASTER_100_6000	暴れポケモンが町へ来ちゃ大変だ\nみんなを守るためにも　門は開けられん
A4_1435_CHARCOALMASTER_100_7000	調査だかなんだか知らねえが\nダメなもんはダメだ！
A4_1435_HARRY_100_5000	わ　わかったよ！\nじゃあ　話だけでも聞かせてくれ
A4_1435_CHARCOALMASTER_100_8000	手帳なんぞ取り出しおって
A4_1440_CHARCOALMASTER_100_1000	なにを　聞きたいんだい？
A4_1440_SEL_0_1000	バンブーストリートについて
A4_1440_SEL_0_2000	暴れポケモンについて
A4_1440_SEL_0_3000	竹林について
A4_1440_SEL_0_4000	ピカチュウについて
A4_1440_SEL_0_5000	ヤンチャムを治せるもの
A4_1440_HARRY_300_1000	バンブーストリートといえば竹林\nそして　竹炭が有名だって聞いたよ
A4_1440_CHARCOALMASTER_300_1000	おお！　その通りよ！
A4_1440_CHARCOALMASTER_300_2000	竹炭は　抗菌や消臭の機能を持ち\n水や土の質を良くしたりできる
A4_1440_CHARCOALMASTER_300_3000	部屋に置いとくだけで\n居心地がよくなる　すぐれものよ
A4_1440_HARRY_300_2000	そりゃ　名物になるわけだ
A4_1440_CHARCOALMASTER_300_4000	おかげさんで　ひいきにしてもらってるよ\nもっと　たくさんつくれるといいんだがな
A4_1440_HARRY_300_3000	もしかして\n親方ひとりでつくっているのか？
A4_1440_CHARCOALMASTER_300_5000	まあな……　弟子でも取らねえと\nあんた　有望な若者に心当たりはねえか？
A4_1440_HARRY_300_4000	うちには息子と娘がいて\nそりゃもう　将来有望なんだが……
A4_1440_HARRY_300_5000	職人に向いてるかどうかは　わからないな
A4_1440_CHARCOALMASTER_300_6000	こどもはなりたいもんになるのが\n一番だよな
A4_1440_CHARCOALMASTER_300_7000	弟子は　こっちで勝手に見つけるさ\nありがとうよ
A4_1440_CHARCOALMASTER_400_1000	暴れポケモンか　最初に出たのは\n１週間くれえ前かな
A4_1440_CHARCOALMASTER_400_2000	見たことはねえが　声や音は聞いたよ
A4_1440_CHARCOALMASTER_400_3000	３日前　<color=#F39800FF>竹林にある炭焼き場へ行ったら\n荒らされててよ</color>
A4_1440_CHARCOALMASTER_400_4000	ありゃ　暴れポケモンってヤツの仕業かもな
A4_1440_HARRY_400_1000	荒らされた炭焼き場か……\nなにか変わった様子は？
A4_1440_CHARCOALMASTER_400_5000	荒らされただけで\nものはとられてなかったな
A4_1440_CHARCOALMASTER_400_6000	片付けようと思ったんだが\nそのときに　ちょいと腰をやっちまって
A4_1440_CHARCOALMASTER_400_7000	それからは　竹林に入っちゃいねえ
A4_1440_HARRY_400_2000	あんまり無理はするなよ
A4_1440_HARRY_400_3000	片付けは町の人にまかせて\nおとなしくしていればいいさ
A4_1440_CHARCOALMASTER_400_8000	腰さえ治ったら　仕事再開だ\n当然　竹林にも入る
A4_1440_CHARCOALMASTER_400_9000	暴れポケモンが怖くて\n竹炭屋やってられるか！
A4_1440_HARRY_400_4000	まったく　タフな　だんなだ
A4_1440_HARRY_400_5000	荒らされた炭焼き場……\nやっぱり　直接調べてみたいな
A4_1440_HARRY_500_1000	なあ親方　竹林の門のことだが……
A4_1440_CHARCOALMASTER_500_1000	ダメだ！　竹林の門は開けん！\n探偵でも　よそモンだ
A4_1440_CHARCOALMASTER_500_2000	もし　暴れポケモンが出たらどうする？\nキケンだろう！
A4_1440_CHARCOALMASTER_500_3000	門は開けん！　カギを貸すわけにもいかん！\nアイタタタッ！
A4_1440_HARRY_500_2000	わかった　わかったよ
A4_1440_CHARCOALMASTER_600_1000	ピカチュウか　ありゃ新参者だな\n最近　見かけるようになったんだ
A4_1440_CHARCOALMASTER_600_2000	気性が荒そうなヤツだったから\nへたに　ちょっかい出さない方がいいぞ
A4_1440_HARRY_600_1000	それについては　身をもって知ったよ
A4_1440_HARRY_600_2000	ケガをしたヤンチャムを　かばうように\n飛び出してきてさ
A4_1440_CHARCOALMASTER_600_3000	へえ　骨のあるヤツなんだな\n今度会ったときに　ほめておいてやるか
A4_1440_HARRY_700_1000	親方　キズぐすりかなにか　ないかな？
A4_1440_CHARCOALMASTER_700_1000	ケガしたのか？　言わんこっちゃない
A4_1440_HARRY_700_2000	いや　オレじゃなくて\nヤンチャムがケガをしていてさ
A4_1440_CHARCOALMASTER_700_2000	そういうことか　んー　そうだな……
A4_1440_CHARCOALMASTER_700_3000	<color=#F39800FF>この氷でどうだ？\nケガしたところを冷やしてやれ</color>
A4_1440_HARRY_700_3000	なるほど　ケガをしたところを冷やすか
A4_1440_HARRY_700_4000	ありがとう　親方
A4_1441_HARRY_100_1000	うーん　どうしたもんか……
A4_1445_PIZZASTORE_100_1000	どーも！\nいらっしゃいまっせー！！
A4_1445_PIZZASTORE_100_2000	あっ　ハリーさん　来てくれたんですね！\n竹炭ピッツァへようこそ！
A4_1445_HARRY_100_1000	……さっき会ったときと\nテンションが全然違うな
