A0.asset
A0_1023_PIKACHU_100_1000	钢铠鸦那家伙，\n把我的宝贝帽子给拿走了！
A3_3180_PIKACHU_100_9000	好，那就这么定了。
A3_3180_PIKACHU_100_10000	那我们走吧，达摩狒狒！
A3_3180_GHIHIDARUMA_100_3000	达摩，达摩！
A3_3210_GORDON_100_1000	是这样啊，刚才地面的轰鸣声\n果然是门关上的声音啊。
A3_3210_TIM_100_1000	你说“果然”，\n所以教授你也注意到了吗？
A3_3210_GORDON_100_2000	我下到这层的时候，\n也听见过一样的声音。
A3_3210_GORDON_100_3000	突然响起一阵轰鸣声，\n结果我就被关在这一层了。
A3_3210_PIKACHU_100_1000	呆呆兽说听见了两次轰鸣声，\n其中一次就是指的这个啊。
A3_3210_TIM_100_2000	还有没有其他出口？
A3_3210_GORDON_100_4000	嗯，我想我大概知道。
A3_3210_RACHEL_100_1000	在哪里？
A3_3210_GORDON_100_5000	出口可能就在这个遗迹\n最深处的房间里。
A3_3210_GORDON_100_6000	据说建立这个遗迹是为了举行仪式，\n来加深人类与宝可梦之间的友情。
A3_3210_GORDON_100_7000	在古老的文献中有关于这个仪式的记录，\n其中有些内容很有意思。
A3_3210_GORDON_100_8000	“在遗迹最深处的房间里解开所有迷题，\n即可沐浴阳光，重获自由。”
A3_3210_PIKACHU_100_2000	这里说的阳光，\n指的就是外面吧？
A3_3210_TIM_100_3000	原来如此。
A3_3210_TIM_100_4000	只要解开遗迹里的谜题，\n或许就能找到出口，到外面去了！
A3_3210_GORDON_100_9000	嗯，如果文献说的是真的话。
A3_3210_TIM_100_5000	那遗迹里的谜题指的是什么呢？
A3_3210_GORDON_100_10000	嗯，我很在意这一层的两幅壁画。
A3_3210_GORDON_100_11000	虽然不能断定它跟谜题或是仪式有关系，\n但它肯定具有某种意义。
A3_3210_GORDON_100_11500	要不要调查一下\n这个房间和另一个房间里的两幅壁画？
A3_3210_TIM_100_6000	谢谢你，戈登教授。
A3_3210_TIM_100_7000	我现在就去调查一下。
A3_3210_GORDON_100_12000	我也在这里\n再思考一下谜题的事。
A3_3210_GORDON_100_13000	你要是知道答案了，\n就告诉我吧。
A3_3210_TIM_100_8000	好的。
A3_3220_RACHEL_100_1000	没想到连我们\n也被困在这个遗迹里了。
A3_3220_TIM_100_1000	抱歉，让你遇上危险了。
A3_3220_RACHEL_100_2000	你为什么要道歉？\n是我自己要跟过来的，你就别放心上啦。
A3_3220_RACHEL_100_3000	而且我相信，蒂姆你们\n肯定能找到出口的。
A3_3220_TIM_100_2000	嗯，我会加油的。
A3_3220_PIKACHU_100_1000	这是一个\n大显身手的机会啊。
A3_3220_TIM_100_3000	你总是爱这么说……
A3_3220_RACHEL_200_1000	我相信，蒂姆你们\n肯定能找到出口的。
A3_3230_GORDON_100_1000	只要解开遗迹的谜题，应该就能找到出口。
A3_3230_GORDON_100_2000	你能来到这里，那就肯定有能力解开。
A3_3230_GORDON_100_3000	我很期待\n传闻中的侦探的推理能力哦。
A3_3230_TIM_100_1000	嗯，交给我吧。
A3_3230_PIKACHU_100_1000	有我在呢，\n肯定很快就能找到出口的。
A3_3230_GORDON_200_1000	拜托你了，蒂姆。
A3_3240_YADON_100_1000	呆呆。
A3_3240_PIKACHU_100_1000	你说本想赶紧带着戈先生回去，\n事情变成这样真是头疼啊。
A3_3240_PIKACHU_100_2000	别慌张，\n我们会努力解决问题的。
A3_3240_TIM_100_1000	虽然呆呆兽脸上看不出什么表情，\n但它肯定也很慌张吧。
A3_3240_YADON_200_1000	呆呆……
A3_3240_PIKACHU_200_1000	你放心吧，\n我们会让他平安回去的。
A3_3250_TIM_100_1000	达摩狒狒知道其他出口的存在吗？
A3_3250_GHIHIDARUMA_100_1000	达摩……狒狒……
A3_3250_PIKACHU_100_1000	它好像是陷入了沉思。
A3_3250_GHIHIDARUMA_200_1000	狒狒……狒狒……
A3_3250_PIKACHU_200_1000	它好像是陷入了沉思。
A3_3260_PIKACHU_100_1000	壁画上画着人类啊。
A3_3260_PIKACHU_100_2000	我们来找找有没有什么线索\n能帮我们找到出口。
A3_3270_PIKACHU_100_1000	这里应该有重要的线索，\n我们仔细调查一下吧。
A3_3280_PIKACHU_5000_1000	你还有地方没调查吧？
A3_3290_PIKACHU_100_1000	啊～
A3_3290_PIKACHU_100_2000	不知道为什么，我的屁股疼得厉害啊～
A3_3290_PIKACHU_100_3000	你知道为什么吗，蒂姆？
A3_3300_TIM_100_1000	这画的好像是人类啊。
A3_3300_PIKACHU_100_1000	是啊，这风格\n看起来跟入口处的浮雕挺像的。
A3_3300_TIM_100_2000	<color=#F39800FF>脚边有个类似底座的东西，\n这是石像吗？</color>
A3_3300_PIKACHU_100_2000	投掷猴的壁画跟石像\n也是两相对应的吧。
A3_3300_PIKACHU_100_3000	所以，这个或许也有与之对应的\n人类的石像……
A3_3300_TIM_100_3000	人类的浮雕是有，\n可我不记得有看到过人类的石像。
A3_3310_PIKACHU_100_1000	<color=#F39800FF>好像画着类似脚印的东西啊。</color>
A3_3310_PIKACHU_300_1000	这个脚印的走法，跟刚才看到的\n宝可梦壁画上的很像啊……
A3_3310_TIM_300_1000	脚印路线很奇怪，\n难道这也有着某种含义？
A3_3310_TIM_400_1000	从脚印的朝向上来看，\n像是在远离人类的图案。
A3_3310_PIKACHU_400_1000	不过这个前进路线\n真是曲折迂回啊。
A3_3310_PIKACHU_400_2000	这种复杂的路线\n也代表着某种含义吗？
A3_3320_TIM_100_1000	<color=#F39800FF>这里画着的门，\n代表的应该就是遗迹的出口吧。</color>
A3_3320_PIKACHU_300_1000	嗯，应该没错，\n宝可梦的壁画上也画了一样的东西。
A3_3320_PIKACHU_300_2000	如果这就是出口，\n那只要解开谜题就能从这里出去了。
A3_3320_PIKACHU_400_1000	应该是这样吧。
A3_3320_PIKACHU_400_2000	可我们到目前为止\n都没找到类似的地方。
A3_3320_PIKACHU_400_3000	出口到底在哪里呢……
A3_3340_TIM_100_1000	已经没有其他能调查的地方了。
A3_3360_PIKACHU_100_1000	壁画上画着宝可梦。
A3_3360_PIKACHU_100_2000	说不定它是能让我们找到出口的提示，\n调查一下吧。
A3_3370_PIKACHU_100_1000	调查的时候要仔细思考哦。
A3_3380_PIKACHU_5000_1000	你还有地方没调查吧？
A3_3390_TIM_100_1000	这是宝可梦的画，\n这画的是皮皮吧……？
A3_3390_PIKACHU_100_1000	说到这个，入口的地方\n也有皮皮的浮雕啊。
A3_3390_PIKACHU_100_2000	但这幅壁画上皮皮的形状……\n它脚边的是什么？
A3_3390_TIM_100_2000	<color=#F39800FF>有个像底座一样的东西，\n这难道是石像？</color>
A3_3390_PIKACHU_100_3000	投掷猴的壁画和石像是对应的，\n这个说不定也一样。
A3_3390_PIKACHU_100_4000	如果真是这样，\n那石像应该就在某个地方……
A3_3390_TIM_100_3000	石像会不会在我们没看过的地方？
A3_3400_TIM_100_1000	<color=#F39800FF>这是宝可梦的脚印吧？</color>
A3_3400_PIKACHU_300_1000	嗯，我觉得你的想法没错。
A3_3400_PIKACHU_300_2000	这个脚印的走法跟刚才看到的\n人类壁画上的差不多啊。
A3_3400_TIM_300_1000	脚印路线很奇怪，\n难道这也有着某种含义？
A3_3400_PIKACHU_400_1000	嗯，我觉得你的想法没错。
A3_3400_PIKACHU_400_2000	看这个朝向，\n像是在远离宝可梦。
A3_3400_TIM_400_1000	脚印路线很奇怪，\n难道这也有着某种含义？
A3_3410_PIKACHU_100_1000	<color=#F39800FF>这里画的是门吗……</color>
A3_3410_TIM_300_1000	刚才看到的人类壁画上\n也画着一样的东西吧。
A3_3410_PIKACHU_300_1000	如果这就是出口，\n那只要解开谜题就能从这里出去了。
A3_3410_TIM_400_1000	那只要解开机关，\n应该就能打开出口的门了吧？
A3_3410_TIM_400_2000	又或者说，这是在告诉我们\n出口的位置……
A3_3410_PIKACHU_400_1000	现在来看，\n这两种情况都有可能。
A3_3430_TIM_100_1000	已经没有其他能调查的地方了。
A3_3445_PIKACHU_100_1000	光凭我们的力气\n是打不开这扇门的。
A3_3445_PIKACHU_100_2000	寻找其他出口吧。
A3_3450_GORDON_100_1000	是吗，就算弄清了壁画的含义，\n也不代表能知道出口在哪里啊……
A3_3450_TIM_100_1000	是的……\n我们已经走遍了所有房间……
A3_3450_TIM_100_2000	还能去调查哪里呢……
A3_3450_GORDON_100_2000	文献里有提到过，\n最深处的房间里有出口……
A3_3450_PIKACHU_100_2000	最深处的房间……
A3_3450_PIKACHU_100_3000	等等……我们真的已经\n把所有房间都调查过了吗？
A3_3450_PIKACHU_100_4000	……唔，得再调查一下，\n不然也没法下定论。
A3_3450_PIKACHU_100_5000	蒂姆，我们去最深处的房间\n再调查一次吧？
A3_3450_TIM_100_4000	这是皮卡丘去确认教授情况时\n到过的房间吧。
A3_3450_PIKACHU_100_6000	根据位置来看，这就是最深处的房间了，\n我想再把这里仔细调查一遍。
A3_3450_PIKACHU_100_7000	既然有通往隔壁房间的小洞，\n那说不定还能再找到些什么。
A3_3450_TIM_100_5000	好，皮卡丘，\n我们仔细调查一下吧。
A3_3450_PIKACHU_100_8000	你愿意帮忙真是太好了，蒂姆，\n不过我也不确定能不能找到什么。
A3_3450_PIKACHU_100_9000	别忘了仔细调查墙壁和地板哦。
A3_3455_PIKACHU_100_1000	蒂姆，最深处的房间\n指的应该就是这个房间。
A3_3455_PIKACHU_100_2000	仔细调查这个房间吧。
A3_3460_TIM_100_1000	墙上结着冰，\n这里好像也没有房间。
A3_3460_TIM_100_2000	这冰块可真大啊，\n是魔墙人偶它们做的吗？
A3_3460_PIKACHU_100_1000	难道说这面墙壁……
A3_3460_TIM_100_3000	怎么了，皮卡丘？
A3_3460_PIKACHU_100_4000	你等一下，\n我就快灵光一闪了。
A3_3480_TIM_100_1000	冰墙的另一侧有机关……
A3_3480_TIM_100_2000	原来是这样，我们以为它是墙壁，\n但其实只是面很厚的冰！？
A3_3480_PIKACHU_100_1000	只有这里的墙壁被冻结得严严实实，\n你不觉得很可疑吗？
A3_3480_PIKACHU_100_2000	这肯定跟魔墙人偶它们待的\n那个房间是一样的。
A3_3480_GORDON_100_1000	这只是普通的冰块……\n可怎么看都是一面墙壁……
A3_3480_TIM_100_3000	只是现在还没有确凿的证据……
A3_3480_PIKACHU_100_3000	这有什么，试一试就能知道答案了。
A3_3480_PIKACHU_100_4000	要麻烦你再用一下刚才那招了，\n达摩狒狒。
A3_3480_GHIHIDARUMA_100_1000	………………
A3_3480_PIKACHU_100_5000	怎么了？\n我们可就指望你了啊。
A3_3480_GHIHIDARUMA_100_2000	………………
A3_3480_TIM_100_4000	皮卡丘\n拜托达摩狒狒破坏这面墙……
A3_3480_TIM_100_4500	但达摩狒狒\n并没有动手……
A3_3480_RACHEL_100_1000	它是不是不愿意破坏这面冰？
A3_3480_GHIHIDARUMA_100_3000	达摩……
A3_3480_PIKACHU_100_7000	它说不知道该不该\n让蒂姆你们进去见到里面的神秘家伙。
A3_3480_TIM_100_5000	达摩狒狒好像是在\n提防我们这些人类……
A3_3480_RACHEL_100_2000	达摩狒狒，你听我说！\n虽然我知道你不能听懂……
A3_3480_RACHEL_100_3000	但是我们不会伤害\n你和你的伙伴！
A3_3480_GHIHIDARUMA_100_4000	达摩……
A3_3480_GORDON_100_2000	等离开这里之后，\n我会负起责任。
A3_3480_GORDON_100_3000	帮助达摩狒狒跟你的伙伴。
A3_3480_GORDON_100_4000	蒂姆，你能让皮卡丘\n把我的想法告诉它吗？
A3_3480_PIKACHU_100_8000	达摩狒狒，拜托你了，\n他们不是你的敌人，不会伤害你。
A3_3480_GHIHIDARUMA_100_5000	……达摩！
A3_3480_TIM_100_6000	看来它愿意帮忙了！
A3_3480_RACHEL_100_4000	它听懂我们的想法了！？
A3_3480_GHIHIDARUMA_100_6000	狒狒～～！
A3_3610_GORDON_100_1000	哎呀，原来这里还有个房间……
A3_3610_PIKACHU_100_1000	你看，我说得没错吧？
A3_3610_TIM_100_1000	嗯，真不愧是皮卡丘。
A3_3610_TIM_100_2000	这房间里应该有机关，\n只要解开机关……
A3_3640_TIM_100_1000	这和门关上时的晃动一样。
A3_3640_TIM_100_2000	原来那阵晃动\n是冰砌鹅引起的啊。
A3_3640_PIKACHU_100_1000	是啊，\n它踩的地板好像是某种开关。
A3_3640_GHIHIDARUMA_100_1000	狒狒。
A3_3640_PIKACHU_100_2000	冰砌鹅不是有意\n要把我们关起来的。
A3_3640_PIKACHU_100_3000	所以就别责怪它了吧？
A3_3640_PIKACHU_100_4000	嗯，我们也没想过要怪它。
A3_3640_TIM_100_3000	因为冰砌鹅在里面，所以达摩狒狒\n才犹豫该不该破坏墙壁吧？
A3_3640_GHIHIDARUMA_100_2000	达～摩……
A3_3640_PIKACHU_100_5000	冰砌鹅比其他冰属性宝可梦\n更害怕人类……
A3_3640_PIKACHU_100_6000	所以才会制造这么厚的一面冰，\n防止有谁进去。
A3_3640_TIM_100_4000	看来跟冰砌鹅好好聊一聊\n会比较好。
A3_3640_TIM_100_5000	我想尽量让它安下心来。
A3_3640_PIKACHU_100_7000	也对，调查遗迹机关的时候\n顺便和它聊聊吧。
A3_3645_PIKACHU_100_1000	蒂姆，这个房间肯定通向出口。
A3_3645_PIKACHU_100_2000	我们已经不用再回去了吧。
A3_3650_RACHEL_100_1000	因为冰砌鹅在里面，\n所以达摩狒狒才会犹豫啊。
A3_3650_RACHEL_100_2000	它是想保护冰砌鹅吗？
A3_3660_GORDON_100_1000	这就是最后一个房间了啊。
A3_3660_GORDON_100_2000	但愿能顺利找到出口……
A3_3670_YADON_100_1000	呆呆……
A3_3670_TIM_100_1000	你怎么了，呆呆兽？
A3_3670_PIKACHU_100_1000	它说救戈登的时候花了很多力气，\n现在已经快支撑不住了。
A3_3670_TIM_100_2000	很快就能出去了，再坚持一下吧。
A3_3680_GHIHIDARUMA_100_1000	狒狒，狒～狒！
A3_3680_PIKACHU_100_1000	你们是通过这个房间天花板上的洞\n进入到这个遗迹里来的啊。
A3_3680_GHIHIDARUMA_100_2000	达摩～
A3_3680_PIKACHU_100_2000	你说自己明明知道这个房间的位置\n却一直没告诉我们，很抱歉啊……
A3_3680_PIKACHU_100_3000	别在意，毕竟你想保护你的朋友，\n这也是没办法的事。
A3_3690_KORIPPOI_100_1000	冰……
A3_3690_PIKACHU_100_1000	别害怕，\n我们是达摩狒狒的朋友。
A3_3690_KORIPPOI_100_2000	冰冰？
A3_3690_PIKACHU_100_2000	嗯，是真的 。\n所以你愿意相信我们吗？
A3_3690_KORIPPOI_100_3000	冰……
A3_3690_PIKACHU_100_3000	你说聊几句还是可以的啊。
A3_3690_KORIPPOI_200_1000	冰冰？
A3_3690_SEL_0_1000	关于冰砌鹅
A3_3690_SEL_0_2000	关于达摩狒狒
A3_3690_SEL_0_3000	关于穿白衣服的人
A3_3690_PIKACHU_300_1000	你一直都待在这个房间里吗？
A3_3690_KORIPPOI_300_1000	冰。
A3_3690_PIKACHU_300_2000	你是跟大家一起\n从天花板的洞里进来的啊。
A3_3690_KORIPPOI_300_2000	冰冰。
A3_3690_PIKACHU_300_3000	大家都从房间里出去了，\n但你因为害怕所以就没出去。
A3_3690_PIKACHU_300_4000	然后就让达摩狒狒帮你制造冰墙，\n让它把你关在里面了啊。
A3_3690_TIM_300_1000	它肯定是遇到过很可怕的事吧……
A3_3690_PIKACHU_300_5000	你已经不用再害怕了。
A3_3690_PIKACHU_300_6000	大家都会帮你们的！
A3_3690_KORIPPOI_300_3000	冰冰！？
A3_3690_PIKACHU_300_7000	嗯，当然是真的！
A3_3690_TIM_300_2000	所以你就打起精神来吧，\n冰砌鹅！
A3_3690_KORIPPOI_300_4000	冰。
A3_3690_PIKACHU_300_8000	它好像露出了微笑。
A3_3690_TIM_300_3000	可我实在是看不出来啊……
A3_3690_PIKACHU_400_1000	达摩狒狒\n一直都在保护你啊。
A3_3690_KORIPPOI_400_1000	冰。
A3_3690_PIKACHU_400_2000	为了让你安心，\n它一直都在你身边是吗？
A3_3690_KORIPPOI_400_2000	冰。
A3_3690_PIKACHU_400_3000	你能从白衣服的人类那里逃脱，\n也是多亏了它。
A3_3690_PIKACHU_400_4000	你想报答它啊。
A3_3690_PIKACHU_400_5000	它可没想过让你报答它。
A3_3690_PIKACHU_400_6000	你别勉强自己。
A3_3690_KORIPPOI_400_3000	冰。
A3_3690_PIKACHU_500_1000	那些抓过你们的人类\n现在在哪里？
A3_3690_KORIPPOI_500_1000	冰冰……
A3_3690_PIKACHU_500_2000	在很远的地方啊。
A3_3690_PIKACHU_500_3000	你是走了好几天\n才走到这里的啊。
A3_3690_KORIPPOI_500_2000	冰冰……
A3_3690_PIKACHU_500_4000	一想到那些人类可能会过来，\n你就很害怕？
A3_3690_PIKACHU_500_5000	放心吧，\n到时候我们会赶走那些人的。
A3_3690_KORIPPOI_500_3000	冰！
A3_3700_TIM_100_1000	这是冰砌鹅爬过的树吧。
A3_3700_TIM_100_2000	在地底居然能长出这么大一棵树，\n真是不可思议啊。
A3_3700_PIKACHU_100_1000	天花板塌了一些，所以光能照进来。
A3_3700_PIKACHU_100_2000	多亏有那束光，\n这棵树才能长得这么高大。
A3_3700_TIM_200_1000	在地底居然能长出这么大一棵树，\n真是不可思议啊。
A3_3710_TIM_100_1000	是皮皮的石像！
A3_3710_PIKACHU_100_1000	跟壁画上画的一样，\n它果然在这个房间里啊。
A3_3710_PIKACHU_100_2000	接下来只要按照壁画上的指示\n移动这座石像就行了。
A3_3710_TIM_100_2000	那另一座人类的石像\n会在哪里呢？
A3_3710_PIKACHU_100_3000	应该就在这个房间里，\n找找看吧。
A3_3710_TIM_200_1000	只要移动这座石像，\n就能打开遗迹的出口了。
A3_3710_PIKACHU_200_1000	应该还有另一座石像，\n我们找找看吧。
A3_3720_TIM_100_1000	这里有一个冰块。
A3_3720_PIKACHU_100_1000	应该是冰砌鹅做的吧。
A3_3720_PIKACHU_100_2000	说起来这冰块真大啊，\n真亏它能做出这么大的冰块来。
A3_3720_TIM_200_1000	这冰块真大啊。
A3_3730_TIM_100_1000	这里就是遗迹出口了吧。
A3_3730_PIKACHU_100_1000	唔……！
A3_3730_PIKACHU_100_2000	不行啊，果然只有解开机关\n才能打开了。
A3_3730_PIKACHU_200_1000	得解开机关之谜\n才能打开出口的门。
A3_3740_TIM_100_1000	我在房间里找过了，\n根本找不到什么人类的石像。
A3_3740_PIKACHU_100_1000	不应该找不到啊……
A3_3740_PIKACHU_100_2000	我们再去问问戈登吧。
A3_3740_TIM_100_2000	是啊，去和他商量看看吧。
A3_3750_TIM_100_1000	教授，我们找不到\n壁画上的那座石像。
A3_3750_TIM_100_2000	你知道\n石像有可能在哪里吗？
A3_3750_GORDON_100_1000	很遗憾，这一点我也不清楚。
A3_3750_PIKACHU_100_1000	唔……\n连戈登都不清楚啊。
