A0.asset
A0_1023_PIKACHU_100_1000	アーマーガアのヤツ\nオレの　だいじなぼうしを\nもっていっちまった
A3_20930_GHIHIDARUMA_100_1000	（もう　かえるの　ピカチュウ？）
A3_20930_SEL_0_1000	はい
A3_20930_SEL_0_2000	いいえ
A3_20930_PIKACHU_300_1000	そうだな　もう　ちょうさも　おわったし\nかえると　するか
A3_20930_PIKACHU_300_2000	ティムたちに　こえを　かけてこよう
A3_20930_PIKACHU_400_1000	まだ　やることが　のこってるからな\nもうすこし　つきあってくれ
A3_20930_GHIHIDARUMA_400_1000	（うん！）
A3_2100_PIKACHU_100_1000	さて　まずは　どこから　しらべるか
A3_21010_GHIHIDARUMA_100_1000	（みんな　おうちに\n　かえれるかも　しれないって！）
A3_21010_VANIPETI_100_1000	（わーい！　これで　ぐっすり\n　ねむれるよー！）
A3_21010_PIKACHU_100_1000	あったときも　ぐっすり\nねてたと　おもうけどな
A3_21020_MUCHUL_100_1000	（おうちに　かえれるの！\n　よかったー！）
A3_21020_PIKACHU_100_1000	ああ\nだから　そんなに　なくなってば
A3_21030_GBARRIERD_100_1000	（やった！　かえれるんだね！）
A3_21030_GBARRIERD_100_2000	（この　よろこびを\n　からだで　ひょうげん　しないと！）
A3_21030_PIKACHU_100_1000	バリヤードは　ほんとうに\nタップダンスが　すきなんだな
A3_21040_KACHIKOHRU_100_1000	（よかった　これで\n　なかまたちに　あえる）
A3_21040_PIKACHU_100_1000	そういえば　カチコールは\nむれで　くらす　ポケモンだったな
A3_2110_PIKACHU_5000_1000	まだ　しらべるところが\nあるんじゃないか？
A3_2120_PIKACHU_100_1000	いいか　ティム
A3_2120_PIKACHU_100_2000	アートっていうもんは\nみるんじゃない　かんじるんだ
A3_2130_TIM_100_1000	この　ナゲツケサルは\nひを　ふいてる
A3_2130_TIM_100_2000	ナゲツケサルって\nそんなこと　できるの？
A3_2130_PIKACHU_100_1000	いや\nそんな　わざは　つかえないはずだ
A3_2130_PIKACHU_100_2000	これは　<color=#F39800FF>からくて　ひを　ふいてる</color>って\nいみなんじゃないか？
A3_2130_TIM_100_3000	それなら\nひを　ふいてるのも　なっとくだね
A3_2140_TIM_100_1000	この　ナゲツケサルが　もってるのは\n<color=#F39800FF>あかい　きのみ</color>だ
A3_2140_PIKACHU_100_1000	あかい　きのみ　か\nいったい　なんの　きのみだろうな
A3_2160_TIM_100_1000	この　へきがに\nしらべられそうなところは　もう　ないね
A3_2160_PIKACHU_100_1000	もう　じゅうぶんだろう\nほかの　ばしょを　ちょうさしよう
A3_2180_PIKACHU_100_1000	よし\nちゅうおうの　へきがを　しらべたな
A3_2180_PIKACHU_100_2000	まんなかの　せきぞうに　おく\nきのみについて　かんがえてみよう　
A3_2210_TIM_100_1000	あかい　きのみが　なっているね
A3_2210_PIKACHU_100_1000	そいつは　ハバンのみ　だな\nオレが　あじみ　してやろう
A3_2210_PIKACHU_100_2000	うーん……　この　クセのある　にがみ……\nこいつは　ハバンで　まちがいないな……
A3_2210_TIM_100_2000	<color=#F39800FF>ハバンのみは\nあかくて　にがい……　と</color>
A3_2210_PIKACHU_100_3000	おなじ　にがみなら\nコーヒーのほうが　すきだな
A3_2210_PIKACHU_200_1000	ハバンのみは　さっき　とったな
A3_2220_TIM_100_1000	ピンクいろの　きのみが　なっているね
A3_2220_PIKACHU_100_1000	こいつは　ナナのみ　だな\nどれ　あじは……　と
A3_2220_PIKACHU_100_2000	う～ん　あまい！\nこいつは　ナナのみで　まちがいないな！
A3_2220_TIM_100_2000	<color=#F39800FF>ナナのみは\nピンクで　あまい……　と</color>
A3_2220_PIKACHU_100_3000	もうひとつだけ　たべていきたいな……
A3_2220_PIKACHU_200_1000	ナナのみは　さっき　とったな
A3_2230_TIM_100_1000	きいろい　きのみが　なっているね
A3_2230_PIKACHU_100_1000	それは　パイルのみ　だな\nオレが　あじみ　してやろう
A3_2230_PIKACHU_100_2000	そとの　かわは　すっぱく\nなかの　みは　からい\nどくとくな　ふうみだ……
A3_2230_TIM_100_2000	<color=#F39800FF>パイルのみは　きいろく\nすっぱくて　からい……　と</color>
A3_2230_PIKACHU_100_3000	ふしぎと　まずくない\nぜつみょうな　あじの　バランスだな
A3_2230_TIM_200_1000	パイルのみは　もう　もってるね
A3_2240_TIM_100_1000	あおい　きのみが　なっているね
A3_2240_PIKACHU_100_1000	それは　ヤチェのみ　じゃないか？\nオレが　あじみ　してやろう
A3_2240_PIKACHU_100_2000	すっぱ～い……！　しかし\nこの　あとに　のこる　さわやかさ……
A3_2240_PIKACHU_100_3000	これは　まちがいなく　ヤチェのみだな！
A3_2240_TIM_100_2000	<color=#F39800FF>あおくて　すっぱい　きのみか</color>
A3_2240_PIKACHU_200_1000	ヤチェのみは　さっき　とったな
A3_2250_TIM_100_1000	あおい　きのみが　なっているね
A3_2250_PIKACHU_100_1000	さて　なんの　きのみかな
A3_2250_PIKACHU_100_2000	<color=#F39800FF>カタイ！　そして　にがい！\nうっ　これは　バコウのみ　だな</color>
A3_2250_PIKACHU_100_3000	うーん\nみずが　ほしい
A3_2250_TIM_100_2000	だいじょうぶ？　ピカチュウ？
A3_2250_PIKACHU_200_1000	バコウのみは　さっき　とったな
A3_2260_TIM_100_1000	この　きには\nきのみが　なってないね
A3_2260_PIKACHU_100_1000	……なんの　きなのか　きになるな
A3_2260_PIKACHU_100_2000	クリスに　きいてみないか？\nなにか　しっているかも　しれないからな
A3_2270_TIM_100_1000	このきには　きのみが　なってない
A3_2270_PIKACHU_100_1000	クリスなら\nなにか　しってるかも　しれないな
A3_2280_TIM_100_1000	クリスさんの　はなしでは\nこれは　マトマのき　らしいね
A3_2280_PIKACHU_100_1000	だが　マトマのみは　なっていないな
A3_2290_TIM_100_1000	きいろい　きのみが　なっているね
A3_2290_PIKACHU_100_1000	それは　シュカのみ　じゃないか？\nオレが　あじみ　してやろう
A3_2290_PIKACHU_100_2000	ふむふむ　くちに　ひろがる\nあま～い　かじゅう……
A3_2290_PIKACHU_100_3000	うん！　こいつは　シュカのみで\nまちがいないぞ！
A3_2290_TIM_100_2000	<color=#F39800FF>きいろくて　あまい　きのみか……</color>
A3_2290_TIM_200_1000	シュカのみは　もう　もってるね
A3_2300_PIKACHU_100_1000	それにしても　きのみを\nたくさん　あつめたな　ティム
A3_2300_TIM_100_1000	ほかにも　きのみが　なってる　きは\nあるのかな？
A3_2300_PIKACHU_100_2000	ほかにも　きのみが　あるかは\nあいつに　きいてみたら\nいいんじゃないか
A3_2300_PIKACHU_100_3000	ずっと　ここに　いるようだし\nオレたちよりは　くわしいだろう
A3_2300_TIM_100_2000	そうだね　クリスさんなら\nこのあたりのことも　くわしいだろうしね
A3_2310_PIKACHU_100_1000	ひとまず　クリスに\nはなしを　きいてみようか
A3_2310_TIM_100_1000	そっか\nクリスさん　りょうり　してたもんね
A3_2310_PIKACHU_100_2000	ああ\nかわりになる　しょくざいが\nあるかもしれない
A3_2330_TIM_100_1000	……というわけなんですが　クリスさん\nカレーを　わけてもらえませんか？
A3_2330_JOSHUA_100_1000	この　カレーで\nいせきの　なぞが　とけるの？\nそれは　すごい！
A3_2330_JOSHUA_100_2000	すきなだけ　もっていって　いいよ\nきょうじゅを　みつける\nたすけに　なれば　いいけど
A3_2340_PIKACHU_100_1000	この　ぞうに　おく　きのみは……
A3_2340_TIM_100_1000	きいろくて　あまい　シュカのみ！
A3_2340_PIKACHU_100_2000	きっと　これで　あってるはずだ
A3_2350_PIKACHU_100_1000	この　ぞうに　おくのは……
A3_2350_TIM_100_1000	あかくて　からい　マトマのカレー！
A3_2350_PIKACHU_100_2000	きっと　これで　あってるはずだ
A3_2360_PIKACHU_100_1000	この　ぞうに　おく　きのみは……
A3_2360_TIM_100_1000	あおくて　すっぱい　ヤチェのみ！
A3_2360_PIKACHU_100_2000	きっと　これで　あってるはずだ
A3_2365_PIKACHU_100_1000	よし　これで\nどの　ぞうの　ところに\nなにを　おくか　わかったな
A3_2365_TIM_100_1000	さっそく　おいてみよう！
A3_2370_PIKACHU_100_1000	よし　これで\nどの　ぞうの　ところに\nなにを　おくか　わかったな
A3_2370_PIKACHU_100_2000	さっそく　おいてみるか？
A3_2370_SEL_0_1000	はい
A3_2370_SEL_0_2000	いいえ
A3_2370_TIM_300_1000	うん　おきに　いこう！
A3_2370_PIKACHU_300_1000	これで　しかけが　うごくと　いいな
A3_2370_TIM_400_1000	ちょっと　まって\nやりのこしたことが　あるかもしれないから
A3_2370_PIKACHU_400_1000	そうか\nじゅんびが　できたら\nせきぞうに　きのみを　おくんだぞ
A3_2380_PIKACHU_100_1000	さあ　きのみと　カレー\nぜんぶ　おいたが……　どうなる？
A3_2400_TIM_100_1000	これで　さきに　すすめるね
A3_2400_PIKACHU_100_1000	ああ\nはやく　ゴードンを　みつけだそうぜ
A3_2410_RACHEL_100_1000	クリスさんが　つくった　カレーが\nなぞを　とく　てがかりに　なったんだね！
A3_2410_RACHEL_100_2000	クリスさんが　こころを　こめて\nつくった　かいが　あったって　かんじ？
A3_2410_TIM_100_1000	そうだね\nクリスさんに　おれいを　いわないとね
A3_2410_PIKACHU_100_1000	カレーを　つくらなくても\nマトマのみが　あれば\nよかったんだが……
A3_2410_PIKACHU_100_2000	……ま　いまさら　そんなこと　いっても\nしょうがないか
A3_2430_RACHEL_100_1000	わたしは　ヤドンの　ようすを\nみているから\nさきに　いってて
A3_2430_TIM_100_1000	ありがとう　レイチェル
A3_2430_RACHEL_100_2000	ヤドンの　ためにも\nはやく　きょうじゅを　みつけないとね
A3_2430_TIM_100_2000	そうだね\nこのさきで　みつかると　いいな……
A3_2440_YADON_100_1000	ヤァン……
A3_2440_PIKACHU_100_1000	さっきまで　こおりついてたんだ\nむりして　うごくなよ？
A3_2440_YADON_100_2000	ヤァン！
A3_2440_PIKACHU_100_2000	そうか\nけなげなヤツだな　おまえは
A3_25010_METENOSHELL01_200_1000	（はやく　からを　こわしてー！）
A3_25010_METENOSHELL01_300_1000	（ねえ　キミたち\n　ボクを　もとの　すみかに\n　かえしてくれない？）
A3_25010_GHIHIDARUMA_300_1000	（キミは　この　いせきの\n　ポケモンじゃないの？）
A3_25010_METENOSHELL01_300_2000	（ボクは　もともと\n　そらの　うえに　すんでたんだ）
A3_25010_METENOSHELL01_300_3000	（ただ　からが　おもくなって\n　おっこちてきちゃったんだよ）
A3_25010_PIKACHU_300_1000	からが　おもくて　そらへ　かえれないのか
A3_25010_PIKACHU_300_2000	すこし　らんぼうだが\nヒヒダルマの　パンチなら\nからを　こわせるんじゃないか？
A3_25010_GHIHIDARUMA_300_2000	（たぶん　できると　おもうよ！）
A3_25010_METENOSHELL01_300_4000	（ありがとう！\n　じゃあ　さっそく　おねがい！）
A3_25030_METENOREDCORE_200_1000	（キミの　パンチで　からが　なくなった！\n　うまれかわった　きぶんだよ）
A3_25030_METENOREDCORE_200_2000	（これで　そらへ　かえれるよ\n　ありがとう　キミたち！）
A3_25030_PIKACHU_200_1000	ものすごい　はやさで　いっちまったな\nま　これで　よかったんだよな
A3_25040_METENOSHELL02_200_1000	（ああ　おなかが　へった……）
A3_25040_METENOSHELL02_300_1000	（おなかが　へったなぁ……\n　キミたち　ボクを　そらの　うえに\n　もどしてくれない？）
A3_25040_PIKACHU_300_1000	どうした　とつぜん\nおまえ　じりきで　もどれないのか？
A3_25040_METENOSHELL02_300_2000	（からが　おもくて　もどれないんだよ）
A3_25040_METENOSHELL02_300_3000	（おっかないポケモンから　にげてるうちに\n　おっこっちゃって）
A3_25040_METENOSHELL02_300_4000	（それで　なんとか　たすかったんだけど\n　こんどは　もどれなくなっちゃったんだ）
A3_25040_METENOSHELL02_300_5000	（ここは　たべものが　すくないし……\n　からが　はがれれば\n　とんでいけると　おもうんだ）
A3_25040_GHIHIDARUMA_300_1000	（ぼくのパンチなら\n　これぐらいの　からは　こわせるよ）
A3_25040_PIKACHU_300_2000	そうだな\nなかの　コアに　ケガを　させないよう\nしんちょうに　たのむぞ
A3_25040_METENOSHELL02_300_6000	（ありがとー！\n　これで　かえれるぞー！）
A3_25060_METENOYELLOWCORE_200_1000	（ありがとう！\n　キミの　パンチで　からが　こなごなだよ）
A3_25060_METENOYELLOWCORE_200_2000	（これで　そらの　うえに　かえれるぞー！）
A3_25060_PIKACHU_200_1000	あっというまに　いなくなっちまった\nこんどは　きをつけろよ……
A3_25070_METENOSHELL03_200_1000	（はやく！　かえりたい！\n　おねがい！）
A3_25070_METENOSHELL03_300_1000	（ねえねえ！\n　ぼくを　おそらの　うえに\n　かえしてくれない？）
A3_25070_PIKACHU_300_1000	メテノか　まいごに　なっちまったのか？
A3_25070_METENOSHELL03_300_2000	（おそらの　うえで　おさんぽ　してたら\n　からだが　おもくなって\n　おっこちちゃったの）
A3_25070_METENOSHELL03_300_3000	（かぞくと　はぐれちゃって　さびしいんだ！\n　おねがい！　なんとかして！）
A3_25070_PIKACHU_300_2000	からを　こわしてやれば\nからだが　かるくなるんじゃないか
