Battle\COMMON.msbt
NOT_MOVE	様子を見ている…
043	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1015_pc1001\0旗中さん！\nあなたはどうしてガーネフなんかと\n手を組んだんだ！
044	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1016_np1116\0彼の野望…暗黒竜復活こそ\nボクが命がけでプロデュースするに値する\n究極のエンターテイメントだからさ！
045	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1017_np1116\0東京に降臨する暗黒竜！　絶望する人々！\n颯爽と現れる、正義の若者と異世界の騎士！
046	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1018_np1116\0この地球最後にして\n最高のエンターテイメントだろう！？\nこれこそがボクが見せたかったものだっ！
047	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1019_pc1001\0そんなのはエンターテイメントじゃない！\n旗中さん…あなたは間違っている！\nあなたは…俺たちが止める！
048	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1020_np1116\0さすがはロードのマスター！　ソレソレ！\nぜひ止めてくれ！　でないと面白くならない！\nあっひゃひゃひゃひゃっ！
049	\x0e\x04\0\x1c\x19\0EVT_m5153_01_1021a_pc1001\0狂ってる…。
050	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1022_pc1008\0………許せんっ！
051	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1023_pc1001\0待つんだ、ヤシロ！
052	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1024_pc1008\0行くなというのか！　蒼井樹！\n敵が…父の仇が目の前にいるというのに！
053	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1025_pc1008\0ここまで来て黙って見ているしか\nできないのなら…俺は…\n何のために力を磨いてきたのだ！
054	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1026_pc1008\0教えてくれ蒼井樹…\n俺はどうすればいい！？
055	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1027_pc1001\0ヤシロ…。
056	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1028_pc1008\0俺は父の背中を追いかけて…この世界に進んだ。\n父と対等の立場で舞台に立ちたい…\nそれが、たった１つの夢だったんだ！！
057	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1029_pc1001\0ヤシロ……。\nくそっ！　どうすれば…。\n俺に何ができる…。
058	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1030_pc1001\0この光は…！？
059	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1031_mr1051\0仲間を想う強い意志が\n…ロードの資質を\n輝かせているんだ！
060	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1032_mr1051\0考えなくてもお前ならわかるはずだ！\nこれまでやってきた事を\nもう一度やればいい！
061	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1033_mr1051\0イツキ！　ヤシロの想いに\n今こそ応えるんだ！！
062	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1034_pc1001\0わかった！\nヤシロ……お前の想いは\n俺が……『導く』！！
063	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1035_pc1001\0うおおおおおおおっ！！
064	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1036_np1116\0な、なんだ！　この光は！\nあひゃひゃひゃひゃ！
065	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1037_em2311\0ぬうっ！\n剣親臣の…パフォーマが…！\nこれでは、障壁を保て…ぐあああ！
066	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1038_pc1008\0……父さん。
067	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1039_em2311\0くっ…剣親臣の力を失った以上\nヤツフサ…貴様の戯れもこれまでだ。\n我らにはまだ…やるべきことがある。
068	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1040_np1116\0そうだねぇ…この展開は予想外だったよ。\nスケジュール変わっちゃうじゃん…。\nま、面白いからヨシとしとくけど。
069	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1041_np1116\0時間稼ぎのためにコイツを置いていくけど\n間違っても！　こんなのにやられないコト！\nキミたちの相手は暗黒竜なんだ・か・ら！
070	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1042_np1116\0それじゃ、お疲れ様です！\nあひゃっひゃひゃひゃひゃっ！！！！
071	\x0e\x04\0\x1b\x18\0EVT_m5153_13_0041_np2077\0ウオオオオオーーーーッ！！
Event\m5153_02.msbt
001	\x0e\x04\0\x1c\x19\0EVT_m5153_02x_0001_np1103\0マイコは大丈夫なのか…？
002	\x0e\x04\0\x1c\x19\0EVT_m5153_02x_0002_pc1001\0仲間が見てくれています。\n彫ノ澤さんは、どうしてここに？
003	\x0e\x04\0\x1c\x19\0EVT_m5153_02x_0003_np1103\0あ、ああ…俺は今日、別件でマイコと\n会うはずだったんだ。\nでも、急用ができたからと言われて…。
004	\x0e\x04\0\x1c\x19\0EVT_m5153_02x_0004_np1103\0それで、急用はコズミックエッグだって\n言うから、気になって来てみたら…\nその男と倒れてるマイコがいたんだ！
SEL_01_01	なるほど…。
005	\x0e\x04\0\x1c\x19\0EVT_m5153_02x_0005_pc1001\0なるほど…。
006	\x0e\x04\0\x1c\x19\0EVT_m5153_02x_0006_np1103\0分かってくれるか…。\n俺にとってマイコは特別なんだ。\n心配して追ってきて何が悪い…。
SEL_01_02	本当ですか？
007	\x0e\x04\0\x1c\x19\0EVT_m5153_02x_0007_pc1001\0本当ですか？
008	\x0e\x04\0\x1c\x19\0EVT_m5153_02x_0008_np1103\0疑うのか！？\n俺にとってマイコは特別なんだ！\n心配して追ってきて何が悪い！？
Event\m5153_03.msbt
001	\x0e\x04\0\x1c\x19\0EVT_m5153_03x_0001_np1101\0聞いてくれ！\n俺は何もやってない！
002	\x0e\x04\0\x1c\x19\0EVT_m5153_03x_0002_np1101\0俺は、お笑いコロシアムの総合司会なんだ！\n今日は、打ち合わせに来てただけなんだ！
003	\x0e\x04\0\x1c\x19\0EVT_m5153_03x_0003_np1101\0打ち合わせが終わって、帰ろうとしてたら\n志摩崎さんを見かけたんだよ！！
004	\x0e\x04\0\x1c\x19\0EVT_m5153_03x_0004_np1101\0だから俺は、声をかけようと後を追ったんだ！\n俺は志摩崎さんみたいな人がタイプなんだよ！\n一緒にご飯食べようと思って何が悪い！？
SEL_01_01	嘘をついてませんか？
005	\x0e\x04\0\x1c\x19\0EVT_m5153_03x_0005_pc1001\0嘘をついてませんか？
006	\x0e\x04\0\x1c\x19\0EVT_m5153_03x_0006_np1101\0信じろよぉぉ！！\n志摩崎さんを襲ったのはそっちの男だよ！\nそいつなんだ！
SEL_01_02	なるほど…。
007	\x0e\x04\0\x1c\x19\0EVT_m5153_03x_0007_pc1001\0なるほど…。
008	\x0e\x04\0\x1c\x19\0EVT_m5153_03x_0008_np1101\0そうだ、そうだよ！！　分かってくれたか！\n志摩崎さんを襲ったのはそっちの男なんだよ！
009	俺は確かに見たんだ…\nそいつが後ろから志摩崎さんを…\nヒィィッ！
Event\m5153_04.msbt
003	\x0e\x04\0\x1c\x19\0EVT_m5153_04x_0001_np1101\0俺は確かに見たんだ…\nそいつが後ろから志摩崎さんを…\nヒィィッ！
001	\x0e\x04\0\x1c\x19\0EVT_m5153_04x_0002_np1103\0俺がマイコを襲っただって！？
002	\x0e\x04\0\x1c\x19\0EVT_m5153_04x_0003_np1103\0馬鹿なッ！\n俺がそんなことをするわけないだろうっ！\nその男がでっち上げで言っているだけだ！
Event\m5153_05.msbt
001	\x0e\x04\0\x1c\x19\0EVT_m5153_05x_0001_np1105\0待ちな、お前ら！
002	\x0e\x04\0\x1c\x19\0EVT_m5153_05x_0002_np1116\0やあ、偶然だね、君たち。
003	\x0e\x04\0\x1c\x19\0EVT_m5153_05x_0003_pc1001\0鱈知乃監督に…旗中さん？
Event\m5153_06.msbt
001	\x0e\x04\0\x1b\x18\0EVT_m5153_06_0001_np1105\0よう、久しぶりだな、若人。
002	\x0e\x04\0\x1b\x18\0EVT_m5153_06_0002_np1116\0偶然だね、蒼井君。\nこんなところで会うなんて。
003	\x0e\x04\0\x1b\x18\0EVT_m5153_06_0003_pc1001\0はい…。
004	\x0e\x04\0\x1b\x18\0EVT_m5153_06_0004_np1105\0俺と旗中さん、この近くの喫茶店で\n仕事の打ち合わせしてたんだけどよ。
005	\x0e\x04\0\x1b\x18\0EVT_m5153_06_0005_np1105\0打ち合わせ終わって出てきてみたら、\nなんだか物騒な言い争いが\n聞こえるじゃねえか。
006	\x0e\x04\0\x1b\x18\0EVT_m5153_06_0006_np1116\0聞き覚えのある声だったしね。\n気になって来てみたんだ。
007	\x0e\x04\0\x1b\x18\0EVT_m5153_06_0007_np1105\0そしたらよ…\nクックック、おもしろそうな状況じゃねえか。
008	\x0e\x04\0\x1b\x18\0EVT_m5153_06_0008_np1105\0その２人のどちらかが\n志摩崎さんを襲ったってところか。
009	\x0e\x04\0\x1b\x18\0EVT_m5153_06_0009_pc1001\0……。
010	\x0e\x04\0\x1b\x18\0EVT_m5153_06_0010_np1105\0ふぅん…しかしよ、\n『どっちがやった？』なんて\n考えに固執するのは早計だぜ。
011	\x0e\x04\0\x1b\x18\0EVT_m5153_06_0011_np1105\0２人とも犯人…って展開だって\nあり得るからな！
012	\x0e\x04\0\x1b\x18\0EVT_m5153_06_0012_np1116\0つまり、この２人が共犯で、\n互いに言い争うことで君たちを\n混乱させようとしてるんだよ。
013	\x0e\x04\0\x1b\x18\0EVT_m5153_06_0013_np1105\0どうよ？\n可能性としちゃ考えられるだろ。
SEL_01_01	彫ノ澤に話しかける
SEL_01_02	五十院に話しかける
Event\m5153_07.msbt
001	\x0e\x04\0\x1c\x19\0EVT_m5153_07x_0001_np1103\0俺たちが共犯だと！？　んなわけないだろうが！\n俺はそいつに、今日初めて会ったんだぞ！？
002	\x0e\x04\0\x1c\x19\0EVT_m5153_07x_0002_np1103\0よく考えてみてくれ！　どうして俺が\nそんなぽっちゃりおっさんと共謀して\nマイコに怪我をさせんだよ！　変だろ！？
Event\m5153_08.msbt
001	\x0e\x04\0\x1c\x19\0EVT_m5153_08x_0001_np1101\0違ぁぁぁぁぁぁう！　バカお前！\n共犯のわけないだろ、\n俺はそいつと初対面なんだぞ！
002	\x0e\x04\0\x1d\x1a\0EVT_m5153_08x_0001b_np1101\0俺がそんな、生まれた時からずっと\nイケてるグループに所属してそうな奴と\n共謀なんてできるわけないだろ！！
Event\m5153_09.msbt
001	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0001_pc1001\0監督さん、旗中さん、\n２人とも共犯じゃないと言ってますが…。
002	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0002_np1105\0共犯説は否定ってわけか。\nいいぜ、他にも仮説はたくさんある。
003	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0003_pc1002\0たくさん？\n他にも考えがあるんですか？
004	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0004_np1105\0ああ、もちろんだ。\n俺はミステリーやサスペンスも\n撮ったことがある。
005	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0005_np1105\0そんな俺が、ミステリーものだったら\n誰が犯人って展開があり得るか、教えてやるぜ。
006	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0006_pc1009\0どうでもいいから、マイコを襲った人間を\n早く知りたいのだけど。
007	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0007_np1105\0くっ…どうでもいいだと…！\n傷ついた！　俺は深く傷ついた…！
008	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0008_np1105\0もう監督業を引退しよう…。
009	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0009_np1116\0黒乃君、鱈知乃監督はこう見えて繊細なんだ！\nもっと慎重に扱ってくれよ！
010	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0010_pc1003\0…めんどくさい人だな……。
011	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0011_pc1009\0はあ……。\n監督のお知恵が必要なんです。\nお願いします。
012	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0012_np1105\0よし来た。\n犯人が誰かを当てる形式のミステリーってのは、\n極論すりゃ犯人の意外性がすべてだ。
013	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0013_np1105\0トリックや途中の展開は違えど、\n最後のオチはすべて\n『意外な人物が犯人だった！』なんだよ。
014	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0014_pc1006\0まさにハリウッド的展開ですね！
015	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0015_np1105\0その定石から考えられる仮説の１つは…\n被害者が犯人！　つまり、そこで倒れてる\n志摩崎舞子自身が犯人ってパターンだ！
016	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0016_pc1003\0んなバカな！？
017	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0017_pc1006\0いえ……\nハリウッド的にあり得るわ！\n『ＷＳＯ』ね！　ウソのシリーズ１作目！
018	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0018_np1105\0次に…探偵役が犯人ってパターン。\nしたり顔で推理を披露してる奴が実は犯人…\nつまり、俺が犯人ってワケだ！
019	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0019_pc1002\0自分で言っちゃった！？
020	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0020_pc1006\0ハリウッド的にあり得るわ！\nほら、アレよ！　あの映画の展開よ！
021	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0021_pc1003\0どの映画だよ！？
022	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0022_np1105\0他には…本来やっちゃいけねえ手法だが、\nほとんど手番のないポッと出の脇役が犯人！\nつまり、そこの金髪オタクが犯人だ！
023	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0023_pc1005\0私デスカ！？
024	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0024_pc1006\0それもハリウッド的にあり得るわ！
025	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0025_pc1003\0もうお前、なんでもいいんだろ！
026	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0026_pc1008\0…いい加減にしろ。
027	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0027_np1105\0剣…？
028	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0028_pc1008\0いったいなんだ、この茶番は！？\n貴様らはただ状況を混乱させているだけだ！
029	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0029_np1116\0あ、ああ…そうかもね。\n鱈知乃監督、ちょっとおふざけが\n過ぎたかもしれない。
030	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0030_np1105\0……む。そうだな、すまない。\nドラマみてえな状況で、つい興奮しちまった。
031	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0031_pc1007\0うぅ…頭がこんがらがってきました…。
032	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0032_pc1008\0誰が志摩崎舞子を襲った！？\n誰がガーネフだ！？
033	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0033_np1116\0…真面目なことを言うとさ、\n今は犯人探しなんて後回しにして、\n志摩崎社長の心配をすべきじゃないかな？
034	ヤシロの言う通りね…\nあの２人は手がかりを持っているどころか、\nこの場を混乱させただけだわ。
035	どうすれば真実を見抜けるんだよ！！
Event\m5153_10.msbt
001	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0001_pc1004\0ん……。
002	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0002_pc1002\0マイコさん！意識が戻ったんですか！？
003	意識が戻ったんですか！？
004	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0003_pc1005\0まだデース…\nでも、じき目覚めるでショウ。
005	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0004_np1103\0良かったマイコ…\nそうだ、救急車を呼ばないと…。
006	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0005_np1101\0だったら俺は警察に電話するよ！
007	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0006_np1105\0志摩崎さんの意識が戻れば犯人も分かる…\nつーことは、俺たちはお役御免か。
008	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0007_np1116\0そうみたいだね。\nじゃあ、そろそろお暇しよう。
009	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0008_pc1002\0あ、ま、待ってください、皆さん！
010	どうすんだよイツキ！\n捕まえるか！
011	それは…。
012	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0009_pc1010\0お兄ちゃん！
013	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0010_pc1001\0……チキ？
014	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0011_pc1008\0チキだと？
015	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0012_pc1001\0…他の人には聞こえてない…？
016	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0013_pc1010\0この声が聞こえてるのは、お兄ちゃんだけだよ！\n急いで知らせないとって思って…\n近くに、すぐ近くにいるの感じるの！！
017	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0014_pc1010\0ガーネフの気配を！！
018	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0015_pc1001\0……！？\nガーネフがこの近くにいる！？
019	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0016_pc1008\0っ！？　何…！？
020	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0017_pc1008\0全員、動くな！！
021	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0018_pc1008\0正体を現せ、ガーネフ！
022	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0019_np1101\0か、彼は何を言ってるんだ？
023	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0020_np1116\0い、意味が分からないんだけど…？
024	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0021_pc1008\0……あくまで、しらを切り通すか。\nならば、こちらにも考えがある。
025	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0022_pc1008\0これ以上、くだらん茶番に付き合う気はない。\n貴様ら４人を斬り捨てる。
026	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0023_pc1008\0初めに志摩崎舞子のそばにいた２人、\n後から現れてかき回した２人…\n貴様ら４人が最も疑わしいからな。
027	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0024_np1101\0な……はぁ！？　違うって言ってるだろ！
028	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0025_pc1008\0…それでガーネフが見つからなければ、\nこの場にいる全員を斬る…。
029	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0026_pc1008\0それでもまだ見つからなければ、\nコズミックエッグ周辺にいる\nすべての人間を斬ればいい！！
030	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0027_pc1009\0ヤシロ、正気！？
031	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0028_pc1008\0正気だ。それが最も確実な方法だからな。\nガーネフを生かしておくリスクを考えれば、\n多少の犠牲はやむを得ん。
032	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0029_np1101\0ヒィッ！　何をするつもりだ！？\nひ、ひどいことをするつもりか！！
033	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0030_np1105\0俺たちを殺すってのか？\n最っ高にクレイジーだぜ…\nこの状況、カメラを回してえな。
034	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0031_np1103\0お、落ち着け！\nそのがーねふとかいうのはなんのことだ！？
035	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0032_np1116\0は、早まるな、ヤシロ君…！\nキミは疲れているんだ！
036	だ、ダメですよ、ヤシロさん！！
037	止めるな！
SEL_01_01	冷静になろう！
038	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0033_pc1001\0冷静になろう、ヤシロ！\n無実の人を手にかけたら、\nガーネフの思う壺になってしまう！
SEL_01_02	ヤシロの気持ちは分かるよ。
039	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0034_pc1001\0ヤシロの気持ちは分かるよ…\n５年も捜し続けた父親の仇なんだ…。
040	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0035_pc1008\0蒼井樹…。
041	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0036_pc1001\0でも、無実の人を手にかけたら、\nそれこそガーネフの思う壺になってしまう！
042	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0037_pc1008\0何……？
043	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0038_pc1001\0今の状況を作ったのがガーネフなら…\nきっとガーネフは、俺たちの混乱を見て\nほくそ笑んでいる。
044	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0039_pc1001\0弥代が冷静さを失って人を傷つけたら、\nヤツをおもしろがらせるだけだ…！
045	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0040_pc1008\0くっ……！
046	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0041_pc1008\0ここまで来て……\n近くにガーネフがいると分かった上で、\n俺に父の仇を討つなと言うのか！
047	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0042_pc1008\0ならば……ならば俺は…\nなんのために…この力を磨いてきたのだ…！
048	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0043_pc1001\0ヤシロ…。
049	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0044_mr1051\0イツキ…。
050	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0045_pc1001\0クロム？
051	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0046_mr1051\0わずかだが…\nここにはいないはずの存在を感じる。
