Battle\COMMON.msbt
NOT_MOVE	正在观察情况……
002	\x0e\x04\0\x1c\x19\0EVT_m5153_07x_0002_np1103\0你仔细想想！\n为什么我要和那种胖大叔合伙害舞子受伤啊！\n太奇怪了吧！？
Event\m5153_08.msbt
001	\x0e\x04\0\x1c\x19\0EVT_m5153_08x_0001_np1101\0不是～～～～！你是笨蛋吗？\n怎么可能会是共犯！\n我和那家伙可是第一次见面啊！
002	\x0e\x04\0\x1d\x1a\0EVT_m5153_08x_0001b_np1101\0我怎么可能和那种\n看起来一出生就是人生胜利组的人合谋啊！！
Event\m5153_09.msbt
001	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0001_pc1001\0导演、旗中先生，\n他们两人都说自己不是共犯……
002	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0002_np1105\0意思是共犯这个论点被否定了吗？\n行，还有很多其他的假设。
003	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0003_pc1002\0很多？\n你还有其他想法吗？
004	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0004_np1105\0是啊，当然。\n我也有导演过推理片和悬疑片。
005	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0005_np1105\0只要和推理有关我都擅长，\n就让如此有经验的我来告诉你们谁是犯人吧。
006	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0006_pc1009\0怎么都好，\n我想快点知道是谁袭击了舞子。
007	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0007_np1105\0呜……你竟然说怎样都好……！\n我受伤了！我真的受伤了……！
008	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0008_np1105\0我干脆离开导演界好了……
009	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0009_np1116\0黑乃小姐，别看鳕知乃导演这样，\n他心思可是很细腻的！请慎重地选择措辞！
010	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0010_pc1003\0这人真麻烦啊……
011	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0011_pc1009\0唉……\n我们需要导演的智慧。\n拜托你了。
012	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0012_np1105\0有了！\n推测谁是犯人这种类型的推理呢，\n讲极端点，最重要的就是犯人得令人出乎意料。
013	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0013_np1105\0虽然手法和剧情中途的发展不同，\n但最后的桥段就是一切，\n也就是说“最令人意外的人就是犯人！”。
014	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0014_pc1006\0完全是好莱坞式的剧情呀！
015	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0015_np1105\0以这种定式思考，得出的其中一种假设……\n就是被害者是犯人！也就是说，\n倒在那边的志摩崎舞子自己就是犯人！
016	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0016_pc1003\0怎么可能！？
017	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0017_pc1006\0不……\n按好莱坞的作风来说是有可能的！\n就像《ＷＳＯ》对吧！谎言系列的第一部作品！
018	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0018_np1105\0接下来……就是担任侦探的人是犯人的类型。\n一脸得意地发表推论的家伙其实是犯人……\n也就是说，我就是犯人！
019	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0019_pc1002\0自己说出来了！？
020	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0020_pc1006\0按好莱坞的作风来说是有可能的！\n想想啊，就是那部！那部电影的剧情！
021	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0021_pc1003\0哪部电影啊！？
022	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0022_np1105\0其他还有……本来是不能用在戏里的手法，\n犯人其实是没什么出场机会的路人配角！\n也就是说，那边的金发阿宅就是犯人！
023	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0023_pc1005\0我是犯人吗！？
024	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0024_pc1006\0就好莱坞的作风来说那也是有可能的！
025	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0025_pc1003\0你够了吧！你觉得什么都有可能吧！
026	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0026_pc1008\0……适可而止吧。
027	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0027_np1105\0剑弥代……？
028	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0028_pc1008\0这闹剧到底是怎么回事！？\n你们只是让状况更混乱而已！
029	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0029_np1116\0是、是啊……你或许是对的。\n鳕知乃导演，你好像有点闹过头了。\n
030	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0030_np1105\0唔……你说得对，抱歉。\n像连续剧一样的状况，让我不小心兴奋起来了。
031	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0031_pc1007\0呜呜……脑袋都打结了……
032	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0032_pc1008\0是谁袭击了志摩崎舞子！？\n谁是加内夫！？
033	\x0e\x04\0\x1b\x18\0EVT_m5153_09_0033_np1116\0……说认真的，\n现在应该先关心志摩崎总经理，\n之后再找犯人吧？
034	就像弥代所说的……\n那两个人别说有线索了，\n根本只是让场面更加混乱而已。
035	该怎样才能找出真相啊！？
Event\m5153_10.msbt
001	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0001_pc1004\0嗯……
002	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0002_pc1002\0舞子小姐！恢复意识了吗！？
003	恢复意识了吗！？
004	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0003_pc1005\0还没……\n不过，应该很快就会醒来了吧。
005	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0004_np1103\0太好了，舞子……\n对了，得叫救护车来……
006	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0005_np1101\0那我打电话给警察！
007	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0006_np1105\0只要志摩崎小姐恢复意识，就知道犯人是谁……\n也就是说，我们的工作就到此为止啦。
008	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0007_np1116\0看来是这样。\n那么我们差不多该告辞了。
009	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0008_pc1002\0啊，请、请等一下，各位！
010	阿树！该怎么办啊！\n要抓住他们吗！
011	这……
012	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0009_pc1010\0大哥哥！
013	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0010_pc1001\0……琪姬？
014	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0011_pc1008\0你说琪姬？
015	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0012_pc1001\0其他人听不见……？
016	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0013_pc1010\0就只有大哥哥你听得见我的声音哦！\n因为我想快点告诉你……\n我感觉到他在很近、非常近的地方！！
017	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0014_pc1010\0是加内夫的气息！！
018	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0015_pc1001\0……！？\n加内夫就在这附近！？
019	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0016_pc1008\0嗯！？什么……！？
020	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0017_pc1008\0统统不准动！！
021	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0018_pc1008\0现身吧！加内夫！
022	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0019_np1101\0他、他在说什么？
023	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0020_np1116\0我、我不懂你的意思……？
024	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0021_pc1008\0……到头来，还是要装傻装到底吗？\n既然这样，我也有对策。
025	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0022_pc1008\0我不打算陪你们继续演无聊的闹剧。\n我会砍了你们四个。
026	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0023_pc1008\0一开始就在志摩崎舞子身旁的两人，\n之后出现且混淆视听的两人……\n就你们四个最有嫌疑。
027	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0024_np1101\0什……你说什么！？我都说不是了啊！
028	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0025_pc1008\0……要是这样还找不到加内夫，\n我就砍了在场的所有人……
029	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0026_pc1008\0如果这样也找不到，\n那就把宇宙级巨蛋附近的所有人\n全砍了就行！！
030	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0027_pc1009\0弥代，你是认真的吗！？
031	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0028_pc1008\0我是认真的。毕竟这是最确实的方法。\n只要考量到加内夫继续活下去的风险，\n就能理解少许牺牲是不得已的。
032	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0029_np1101\0噫咿！你想做什么！？\n你、你想要乱来吗！？
033	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0030_np1105\0你的意思是要杀了我们吗？\n实在是太Ｃｒａｚｙ了……\n真想用摄影机拍下这个状况啊。
034	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0031_np1103\0冷、冷静点！\n你说的加内夫是指什么东西！？
035	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0032_np1116\0别、别着急啊，弥代小弟……！\n你肯定是累昏头了！
036	不、不可以啦，弥代先生！！
037	别阻止我！
SEL_01_01	冷静下来！
038	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0033_pc1001\0弥代！冷静下来！\n要是你对无辜的人出手，\n就正中加内夫的下怀了！
SEL_01_02	我懂弥代的心情。
039	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0034_pc1001\0弥代，我懂你的心情……\n毕竟那是你找了五年的父亲的仇人……
040	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0035_pc1008\0苍井树……
041	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0036_pc1001\0不过，要是对无辜的人出手，\n就正中加内夫的下怀了！
042	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0037_pc1008\0什么……？
043	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0038_pc1001\0要是造成这种状况的是加内夫……\n那么他看着陷入混乱的我们\n一定在心中窃笑。
044	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0039_pc1001\0要是弥代失去冷静而伤害人，\n就只会让他开心而已……！
045	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0040_pc1008\0唔……！
046	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0041_pc1008\0都到了这种地步……\n知道了加内夫就在附近，\n你还要阻止我为父亲报仇吗！
047	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0042_pc1008\0那么……那么我到底……\n究竟是为了什么而磨炼这股力量……！
048	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0043_pc1001\0弥代……
049	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0044_mr1051\0阿树……
050	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0045_pc1001\0库洛姆？
051	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0046_mr1051\0虽然只有一点点……\n不过我能感觉到不该在这里的存在。
052	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0047_pc1001\0不该在这里的存在……？\n难道是……加内夫……？
053	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0048_mr1051\0没办法感受得那么清楚……
054	\x0e\x04\0\x1c\x19\0EVT_m5153_10x_0049_mr1051\0不过，要是阿树增强力量，\n或许就能完全感应到他的存在了。
Event\m5153_11.msbt
SEL_01_01	和小翼说话
001	和小翼说话
SEL_01_02	和斗马说话
002	和斗马说话
SEL_01_03	和雾亚说话
003	和雾亚说话
SEL_01_04	和真守说话
004	和真守说话
SEL_01_05	和其他伙伴说话
005	和其他伙伴说话
SEL_01_06	和艾利欧诺拉说话
006	和艾莉欧诺拉说话
SEL_01_07	和巴里说话
007	和巴里说话
SEL_01_08	和舞子说话
008	和舞子说话
Event\m5153_12.msbt
001	\x0e\x04\0\x1b\x18\0EVT_m5153_12_0001_pc1008\0苍井树，告诉我……\n我该怎么做才好！？
002	\x0e\x04\0\x1b\x18\0EVT_m5153_12_0002_pc1008\0我该怎么面对父亲的仇人……
SEL_01_01	你很喜欢你的爸爸。
003	\x0e\x04\0\x1b\x18\0EVT_m5153_12_0003_pc1001\0你真的很喜欢你的爸爸……
004	\x0e\x04\0\x1b\x18\0EVT_m5153_12_0004_pc1008\0……他是位伟大的父亲。
005	\x0e\x04\0\x1b\x18\0EVT_m5153_12_0005_pc1008\0无论身为演员或是身为一个男人……\n他都是我的目标。
SEL_01_02	……报仇吧。
006	\x0e\x04\0\x1b\x18\0EVT_m5153_12_0006_pc1001\0……报仇吧。我也会帮你的……\n所以，不要让自己被怒火控制，弥代。
007	\x0e\x04\0\x1b\x18\0EVT_m5153_12_0007_pc1008\0……
008	\x0e\x04\0\x1b\x18\0EVT_m5153_12_0008_pc1001\0我不认识弥代的爸爸。\n不过我想……\n他应该不希望弥代受伤……
009	\x0e\x04\0\x1b\x18\0EVT_m5153_12_0009_pc1001\0他一定希望你好好活下去。\n拜托你不要冲动。
010	\x0e\x04\0\x1b\x18\0EVT_m5153_12_0010_pc1008\0你说得对……父亲直到最后一刻，还对我……
011	\x0e\x04\0\x1b\x18\0EVT_m5153_12_0011_pc1008\0……
012	\x0e\x04\0\x1b\x18\0EVT_m5153_12_0012_pc1008\0谢谢你，苍井树。
013	\x0e\x04\0\x1b\x18\0EVT_m5153_12_0013_pc1008\0我剑弥代……\n不会再让人看见丢脸的样子了……
014	\x0e\x04\0\x1b\x18\0EVT_m5153_12_0014_pc1001\0弥代……
015	\x0e\x04\0\x1b\x18\0EVT_m5153_12_0015_pc1008\0因为就算他已经去世，\n我也不能让活在我心中的父亲失望啊。
SEL_01_03	你爸爸是个怎样的人？
016	\x0e\x04\0\x1b\x18\0EVT_m5153_12_0016_pc1001\0弥代的爸爸\n是个怎样的人呢……？
017	\x0e\x04\0\x1b\x18\0EVT_m5153_12_0017_pc1008\0就儿时的我来看，\n就是个戏痴，是个满脑子都是演戏的人。
018	\x0e\x04\0\x1b\x18\0EVT_m5153_12_0018_pc1008\0但是，我和那样的父亲一同度过的时光，\n非常愉快……
019	\x0e\x04\0\x1b\x18\0EVT_m5153_12_0019_pc1008\0我追逐着父亲的背影……\n踏入了这个世界。
020	\x0e\x04\0\x1b\x18\0EVT_m5153_12_0020_pc1008\0希望以演员的身份，以同样的地位与父亲共演，\n然后总有一天，超越那高大的背影。
021	\x0e\x04\0\x1b\x18\0EVT_m5153_12_0021_pc1008\0那就是我的梦想……\n我唯一的梦想！！
022	\x0e\x04\0\x1b\x18\0EVT_m5153_12_0022_pc1001\0发、发生什么事了……！？
023	\x0e\x04\0\x1b\x18\0EVT_m5153_12_0023_mr1051\0阿树的力量，\n对弥代来自心灵的呐喊产生反应了……
024	\x0e\x04\0\x1b\x18\0EVT_m5153_12_0024_mr1051\0阿树！回应弥代的愿望吧！
Event\m5153_13.msbt
001	\x0e\x04\0\x1b\x18\0EVT_m5153_13_0001_np1116\0唔、呜呜……！？\n这、这股力量是……！
002	\x0e\x04\0\x1b\x18\0EVT_m5153_13_0002_np1116\0啊、啊啊嘎、啊……\n唔哇啊啊啊啊啊啊啊啊啊啊啊啊啊啊！！
003	\x0e\x04\0\x1b\x18\0EVT_m5153_13_0003_pc1002\0旗、旗中先生身上出现了表现晶！？
004	\x0e\x04\0\x1b\x18\0EVT_m5153_13_0004_pc1003\0跑出了表现晶……\n怎么回事啊？
005	\x0e\x04\0\x1b\x18\0EVT_m5153_13_0005_pc1007\0能像我那时候一样，\n用那个表现晶救人吗……？
006	\x0e\x04\0\x1b\x18\0EVT_m5153_13_0006_pc1009\0那个表现晶……\n感受不到力量。
007	\x0e\x04\0\x1b\x18\0EVT_m5153_13_0007_pc1006\0阿树！这是怎么回事？
008	\x0e\x04\0\x1b\x18\0EVT_m5153_13_0008_pc1001\0进入弥代的身体了……？
009	\x0e\x04\0\x1b\x18\0EVT_m5153_13_0009_pc1003\0为、为什么从旗中先生身上跑出来的表现晶，\n会跑进弥代身体里啊！？
010	\x0e\x04\0\x1b\x18\0EVT_m5153_13_0010_pc1008\0……不，这个表现晶不是旗中的。
011	\x0e\x04\0\x1b\x18\0EVT_m5153_13_0011_pc1001\0那是谁的……？
012	\x0e\x04\0\x1b\x18\0EVT_m5153_13_0012_pc1008\0这是……父亲的表现晶。
013	\x0e\x04\0\x1b\x18\0EVT_m5153_13_0013_pc1009\0剑亲臣的！？
014	\x0e\x04\0\x1b\x18\0EVT_m5153_13_0014_pc1002\0也就是说……
015	\x0e\x04\0\x1b\x18\0EVT_m5153_13_0015_np1116\0……
016	\x0e\x04\0\x1b\x18\0EVT_m5153_13_0016_pc1008\0你就是……加内夫……！
017	\x0e\x04\0\x1b\x18\0EVT_m5153_13_0017_pc1007\0呀！？
018	\x0e\x04\0\x1b\x18\0EVT_m5153_13_0018_pc1006\0等等！？什、什么啊！！
019	\x0e\x04\0\x1b\x18\0EVT_m5153_13_0019_np1116\0……呵、呵呵呵呵，闹剧结束了……\n还真是令人愉快的余兴节目啊。
020	\x0e\x04\0\x1b\x18\0EVT_m5153_13_0020_pc1009\0余兴节目？
021	\x0e\x04\0\x1b\x18\0EVT_m5153_13_0021_np1116\0没错，献给暗黑龙的……\n我所企划的滑稽大戏。
022	\x0e\x04\0\x1b\x18\0EVT_m5153_13_0022_pc1003\0那、那么雕泽他们是……？
023	\x0e\x04\0\x1b\x18\0EVT_m5153_13_0023_np1116\0我说了是我企划的吧？\n我把志摩崎叫了出来，\n替五十院、雕泽、鳕知乃三人分别植入了记忆。
024	\x0e\x04\0\x1b\x18\0EVT_m5153_13_0024_np1116\0每个人都真心地说着话，\n所以证词完全对不上，被你们当成自说自话……\n很可笑对吧？
025	\x0e\x04\0\x1b\x18\0EVT_m5153_13_0025_pc1006\0什么！？你到底有什么企图！？
026	\x0e\x04\0\x1b\x18\0EVT_m5153_13_0026_np1116\0我说过了吧？只是余兴节目。
027	\x0e\x04\0\x1b\x18\0EVT_m5153_13_0027_pc1006\0什……
028	\x0e\x04\0\x1b\x18\0EVT_m5153_13_0028_np1116\0这是送给扰乱我计划的苍井树，\n一个小小的礼物。\n不知是否满意呢？
029	\x0e\x04\0\x1b\x18\0EVT_m5153_13_0029_pc1001\0……
030	\x0e\x04\0\x1b\x18\0EVT_m5153_13_0030_np1116\0你还真是棘手啊……\n我完全没有想到领主的主人会觉醒。
031	\x0e\x04\0\x1b\x18\0EVT_m5153_13_0031_np1116\0刚才也是，想不到我的真实身份\n会被那种方式揭穿，实在太意想不到了。
032	\x0e\x04\0\x1b\x18\0EVT_m5153_13_0032_pc1008\0随便你怎么胡说八道！！
033	\x0e\x04\0\x1b\x18\0EVT_m5153_13_0033_pc1008\0我期待这一刻很久了……\n能亲自复仇的时刻……！
034	\x0e\x04\0\x1b\x18\0EVT_m5153_13_0034_np1116\0哈哈，别逗我笑了。\n期待这个时刻的……是我……
035	\x0e\x04\0\x1b\x18\0EVT_m5153_13_0035_np1116\0游戏时间已经结束了！\n仪式早已经开始了！！
036	\x0e\x04\0\x1b\x18\0EVT_m5153_13_0036_pc1008\0什么……？
037	\x0e\x04\0\x1b\x18\0EVT_m5153_13_0037_np1116\0解决他们。
038	\x0e\x04\0\x1b\x18\0EVT_m5153_13_0038_pc1001\0唔……！？
039	\x0e\x04\0\x1d\x1a\0EVT_m5153_13_0039_np2077_a\0哦哦哦哦……！！
040	\x0e\x04\0\x1b\x18\0EVT_m5153_13_0040_np1116\0无论你们做什么\n都无法阻止暗黑龙复活啦！
041	\x0e\x04\0\x1d\x1a\0EVT_m5153_13_0041_np2077_b\0唔哦哦哦哦哦哦～～～～！！
Event\m5153_50.msbt
001	\x0e\x04\0\x1d\x1a\0EVT_m5153_11bx_0001_pc1002\0五年前的事件……\n当时在场的我什么也做不到。
002	\x0e\x04\0\x1d\x1a\0EVT_m5153_11bx_0002_pc1001\0小翼……
003	\x0e\x04\0\x1d\x1a\0EVT_m5153_11bx_0003_pc1002\0所以，\n我相当理解弥代先生心中的悔恨……\n我想在这里帮他洗刷那份感情。
Event\m5153_51.msbt
001	\x0e\x04\0\x1d\x1a\0EVT_m5153_11cx_0001_pc1003\0加内夫那家伙，\n占据了弥代他老爸的身体对吧？
002	\x0e\x04\0\x1d\x1a\0EVT_m5153_11cx_0002_pc1001\0……是啊。
003	\x0e\x04\0\x1d\x1a\0EVT_m5153_11cx_0003_pc1003\0绝对不可原谅！
004	\x0e\x04\0\x1d\x1a\0EVT_m5153_11cx_0004_pc1003\0……唉，气愤归气愤，\n现在的我没办法冷静地判断。
005	\x0e\x04\0\x1d\x1a\0EVT_m5153_11cx_0005_pc1003\0虽然对自己的没用感到不甘心……\n不过这种时候……就交给你了，阿树。\n都靠你了。
Event\m5153_52.msbt
001	\x0e\x04\0\x1d\x1a\0EVT_m5153_11dx_0001_pc1009\0我不是不能理解弥代的心情……\n毕竟那是自己父亲的仇人……
002	\x0e\x04\0\x1d\x1a\0EVT_m5153_11dx_0002_pc1009\0弥代的父亲——剑亲臣，在五年前的事件时，\n牺牲了自己，阻止暗黑龙复活，\n因而再也无法回到这个世界。
003	\x0e\x04\0\x1d\x1a\0EVT_m5153_11dx_0003_pc1009\0不过，像他那种程度的男人……\n我不认为加内夫有办法轻易杀了他。
004	\x0e\x04\0\x1d\x1a\0EVT_m5153_11dx_0004_pc1009\0要不然，或许加内夫是\n将他的表现晶抢过来占为己有……
005	\x0e\x04\0\x1d\x1a\0EVT_m5153_11dx_0005_pc1009\0若真是这样……\n如果是阿树，或许能感应到剑先生的表现晶。
006	\x0e\x04\0\x1d\x1a\0EVT_m5153_11dx_0006_pc1001\0感应到他的表现晶……？
007	\x0e\x04\0\x1d\x1a\0EVT_m5153_11dx_0007_pc1009\0我们……把一切都赌在你身上了，阿树。
Event\m5153_53.msbt
001	\x0e\x04\0\x1d\x1a\0EVT_m5153_11ex_0001_pc1007\0要是像多加先生之前被控制时那样，\n加内夫控制着某个人的话……
002	\x0e\x04\0\x1d\x1a\0EVT_m5153_11ex_0002_pc1007\0那么，我想要帮助那个人……！
003	\x0e\x04\0\x1d\x1a\0EVT_m5153_11ex_0003_pc1007\0阿树先生，\n有没有办法救救他呢？
Event\m5153_54.msbt
001	\x0e\x04\0\x1d\x1a\0EVT_m5153_11fx_0001_pc1006\0就好莱坞的作风来看，\n犯人是亲人可是惯例哦。
002	\x0e\x04\0\x1d\x1a\0EVT_m5153_11fx_0002_pc1001\0原来如此……
003	\x0e\x04\0\x1d\x1a\0EVT_m5153_11fx_0003_pc1006\0嗯嗯。不过洗刷亲人的嫌疑也是\n经典的好莱坞风格！
004	\x0e\x04\0\x1d\x1a\0EVT_m5153_11fx_0004_pc1006\0为此得好好感受亲人间的牵绊才行……
Event\m5153_55.msbt
001	\x0e\x04\0\x1d\x1a\0EVT_m5153_11gx_0001_pc1005\0阿树，大家都信赖着你。
002	\x0e\x04\0\x1d\x1a\0EVT_m5153_11gx_0002_pc1005\0这就是你一路走来所累积的成果。\n所以呢，我也相信阿树哦。
003	\x0e\x04\0\x1d\x1a\0EVT_m5153_11gx_0003_pc1005\0请让我见识你的力量吧。
Event\m5153_56.msbt
001	\x0e\x04\0\x1d\x1a\0EVT_m5153_11hx_0001_pc1004\0阿树……
002	\x0e\x04\0\x1d\x1a\0EVT_m5153_11hx_0002_pc1001\0舞子小姐！？你醒了啊！
003	\x0e\x04\0\x1d\x1a\0EVT_m5153_11hx_0003_pc1004\0毕竟……你们发出那么大的声音啊……
004	\x0e\x04\0\x1d\x1a\0EVT_m5153_11hx_0004_pc1001\0袭击舞子小姐的犯人是谁……？
005	\x0e\x04\0\x1d\x1a\0EVT_m5153_11hx_0005_pc1004\0事情发生得太突然……\n所以……我不知道是被谁袭击的。
006	\x0e\x04\0\x1d\x1a\0EVT_m5153_11hx_0006_pc1004\0阿树，更重要的是……\n想破头也想不通时……就问问自己的灵魂吧。
007	\x0e\x04\0\x1d\x1a\0EVT_m5153_11hx_0007_pc1001\0灵魂吗？
008	\x0e\x04\0\x1d\x1a\0EVT_m5153_11hx_0008_pc1004\0你……至今解放了很多幻影对吧？\n解放了很多……\n被幻影附身的人没错吧？
009	\x0e\x04\0\x1d\x1a\0EVT_m5153_11hx_0009_pc1004\0这一次也是……做一样的事就行了哦……
