aoc_error.txt
aoc_error_01	需要新增内容\n才能继续前进。
msg_Ev_sub_136_010_select_11	A案：大密阿雷大道
msg_Ev_sub_136_010_select_12	B案：超级进化大道
msg_Ev_sub_136_010_select_13	C案：津津乐道
msg_Ev_sub_136_010_select_14	请让我来取名
msg_Ev_sub_136_010_talk_03	大密阿雷大道！\c\n虽然现在还名不符实，但总有一天\n这里会成为代表密阿雷的街道的。[VAR 0114(01B2)]
msg_Ev_sub_136_010_talk_04	超级进化大道！\c\n迟早有一天会传开\n一些煞有介事的说法，\r\n比如超级进化是从这里发展起来的！[VAR 0114(01B3)]
msg_Ev_sub_136_010_talk_05	津津乐道。\c\n这名字让人津津乐道。[VAR 0114(01B4)]
msg_Ev_sub_136_010_talk_06	没想到A案、B案、C案你都不用，\n反而提出了自己的方案……！[VAR 0114(01B4)]
msg_Ev_sub_136_010_talk_07	是[VAR 0100(0002)]大道吗？[VAR 0114(01B3)]
msg_Ev_sub_136_010_talk_08	我觉得非常棒。[VAR 0114(01B2)]
msg_Ev_sub_136_010_talk_09	是啊。[VAR 0114(01B3)]
msg_Ev_sub_136_010_talk_10	我也这么认为。\n这名字让人津津乐道。[VAR 0114(01B4)]
msg_Ev_sub_136_010_talk_11	那么，这条街道今后就命名为\n[VAR 0100(0002)]大道了。[VAR 0114(01B3)]
msg_Ev_sub_136_010_talk_13	那么，这条街道今后就命名为\n大密阿雷大道了。[VAR 0114(01B3)]
msg_Ev_sub_136_010_talk_14	那么，这条街道今后就命名为\n超级进化大道了。[VAR 0114(01B3)]
msg_Ev_sub_136_010_talk_15	那么，这条街道今后就命名为\n津津乐道了。[VAR 0114(01B3)]
msg_Ev_sub_136_010_talk_12	但愿密阿雷的市民\n喜欢用这个名字。[VAR 0114(01B4)]
msg_578543c307c9b6e718ce7b5e983a2c61	[~ 37]
msg_Ev_sub_136_255_talk_01	[VAR 0100(0002)]大道，\n这名字很好听对吧？[VAR 0114(01B2)]
msg_Ev_sub_136_255_talk_02	[VAR 0100(0002)]大道，\n希望地图App也快点添加这个名字。[VAR 0114(01B3)]
msg_Ev_sub_136_255_talk_03	[VAR 0100(0002)]大道，\n希望这条街道能被大家认可。[VAR 0114(01B4)]
msg_Ev_sub_136_255_speech_04	[VAR 0100(0002)]大道，\n这名字真好听。[VAR BD0A(000A)]Text_icon1
msg_Ev_sub_136_255_speech_05	这里就是\n[VAR 0100(0002)]大道。[VAR BD0A(000A)]Text_icon1
msg_Ev_sub_136_255_speech_06	[VAR 0100(0002)]大道，\n走在这里会变得很幸福。[VAR BD0A(000A)]Text_icon1
msg_Ev_sub_136_255_talk_11	大密阿雷大道，\n这名字真好听对吧？[VAR 0114(01B2)]
msg_Ev_sub_136_255_talk_12	大密阿雷大道，\n希望地图App也快点添加这个名字。[VAR 0114(01B3)]
msg_Ev_sub_136_255_talk_13	大密阿雷大道，\n希望这条街道能被大家认可。[VAR 0114(01B4)]
msg_Ev_sub_136_255_speech_14	大密阿雷大道，\n这名字真好听。[VAR BD0A(000A)]Text_icon1
msg_Ev_sub_136_255_speech_15	这里就是大密阿雷大道。[VAR BD0A(000A)]Text_icon1
msg_Ev_sub_136_255_speech_16	大密阿雷大道，\n走在这里会变得很幸福。[VAR BD0A(000A)]Text_icon1
msg_Ev_sub_136_255_talk_21	超级进化大道，\n这名字真好听对吧？[VAR 0114(01B2)]
msg_Ev_sub_136_255_talk_22	超级进化大道，\n希望地图App也快点添加这个名字。[VAR 0114(01B3)]
msg_Ev_sub_136_255_talk_23	超级进化大道，\n希望这条街道能被大家认可。[VAR 0114(01B4)]
msg_Ev_sub_136_255_speech_24	超级进化大道，\n这名字真好听。[VAR BD0A(000A)]Text_icon1
msg_Ev_sub_136_255_speech_25	这里就是超级进化大道。[VAR BD0A(000A)]Text_icon1
msg_Ev_sub_136_255_speech_26	超级进化大道，\n走在这里会变得很幸福。[VAR BD0A(000A)]Text_icon1
msg_Ev_sub_136_255_talk_31	津津乐道，\n这名字真好听对吧？[VAR 0114(01B2)]
msg_Ev_sub_136_255_talk_32	津津乐道，\n希望地图App也快点添加这个名字。[VAR 0114(01B3)]
msg_Ev_sub_136_255_talk_33	津津乐道，\n希望这条街道能被大家认可。[VAR 0114(01B4)]
msg_Ev_sub_136_255_speech_34	津津乐道，\n这名字真好听。[VAR BD0A(000A)]Text_icon1
msg_Ev_sub_136_255_speech_35	这里就是津津乐道。[VAR BD0A(000A)]Text_icon1
msg_Ev_sub_136_255_speech_36	津津乐道，\n走在这里会变得很幸福。[VAR BD0A(000A)]Text_icon1
sub_137.txt
msg_Ev_sub_137_01_talk_01	你是不是超Z队的[VAR 0100(0000)]呀？[VAR 0114(01B5)]
msg_Ev_sub_137_01_select_01	是的
msg_Ev_sub_137_01_select_02	只是长得像而已
msg_Ev_sub_137_01_talk_02	我就知道。[VAR 0114(01B5)]
msg_Ev_sub_137_01_talk_03	毕竟人一出名就会招来各种麻烦。\n想隐姓埋名的心情也可以理解。[VAR 0114(01B5)]
msg_Ev_sub_137_01_talk_04	我有话想和你这位\n有名的训练家说。[VAR 0114(01B5)]
msg_Ev_sub_137_01_talk_05	我是个不畅销的小说家，\n但我有个不错的故事构想。[VAR 0114(01B5)]
msg_Ev_sub_137_01_talk_06	遗憾的是，我总觉得登场人物不够带劲。\n于是我希望能参考一下你这个名人。[VAR 0114(01B5)]
msg_Ev_sub_137_01_talk_07	具体来说，希望你能让我说的这些宝可梦\n加入同行队伍，然后带来给我看。[VAR 0114(01B5)]
msg_Ev_sub_137_01_talk_08	第1只，地面属性的宝可梦。\n第2只，学会喷射火焰的宝可梦。\r\n第3只，携带超级石的宝可梦。\r\n你能让我看看这些宝可梦吗？[VAR 0114(01B5)]
msg_Ev_sub_137_01_talk_09	那就拜托你了。\c\n让它们加入同行队伍，带来给我看吧。\n要是忘了是哪些宝可梦，尽管来问我。[VAR 0114(01B5)]
msg_6c3085346aa0d72741f63996592590f5	[~ 11]
msg_Ev_sub_137_10_talk_01	你把我想要看的\n那3只宝可梦都带来了吗？[VAR 0114(01B5)]
msg_Ev_sub_137_10_select_01	带来了
msg_Ev_sub_137_10_select_02	再告诉我一次条件吧
msg_Ev_sub_137_10_select_05	请等一下
msg_Ev_sub_137_10_talk_02	我希望你带来的是这3只宝可梦。[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_18	第1只，地面属性的宝可梦。[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_19	第2只，学会喷射火焰的宝可梦。[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_27	第3只，携带超级石的宝可梦。[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_03	拜托你了。\c\n让它们加入同行队伍，带来给我看吧。\n要是忘了是哪些宝可梦，尽管来问我。[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_04	不凑足3只的话，故事就没法编。\n……毕竟我要写小说啊。[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_20	看来我想要看的宝可梦数量是够了。\n那就来确认一下是否满足条件吧。[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_21	先看第1只。\n地面属性的宝可梦是哪只？[VAR 0114(01B5)]
msg_Ev_sub_137_10_select_10	[VAR 0102(0002)]
msg_Ev_sub_137_10_select_11	[VAR 0102(0003)]
msg_Ev_sub_137_10_select_12	[VAR 0102(0004)]
msg_Ev_sub_137_10_select_13	[VAR 0102(0005)]
msg_Ev_sub_137_10_select_14	[VAR 0102(0006)]
msg_Ev_sub_137_10_select_15	[VAR 0102(0007)]
msg_Ev_sub_137_10_select_16	还是算了
msg_Ev_sub_137_10_talk_22	希望你能选择\n地面属性的宝可梦给我看。[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_23	是[VAR 0101(0008)]啊！不错！\n我脑海中有画面了！[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_35	接下来是第2只。\n学会喷射火焰的宝可梦是哪只？[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_24	希望你能选择\n学会喷射火焰的宝可梦给我看。[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_25	是[VAR 0101(0009)]啊！不错！\n故事的世界变得更广阔了！[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_36	接下来是第3只。\n携带超级石的宝可梦是哪只？[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_26	希望你能选择\n携带超级石的宝可梦给我看。[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_05	是[VAR 0101(000A)]呀！\n哦！简直太棒了！！\c\n它们完全符合我的构思。\n这下3只凑齐了！谢谢你。[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_06	我这次构思的是一部冒险小说。\c\n既然你帮了我的忙，\n我就向你透露一下故事概要吧。[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_07	在卡洛斯地区的深部……[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_28	有一片美丽的森林。\n住在那里的[VAR 0102(0002)]\r\n有一天突然想到：“我也想超级进化。”[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_08	于是为了寻找超级石，\n[VAR 0102(0002)]与[VAR 0100(0000)]为伴，\r\n决定前往精练之塔。[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_10	持有超级石的[VAR 0102(0004)]出现在\n[VAR 0102(0002)]和[VAR 0100(0000)]的面前……[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_29	然后挑衅道：“如果能在拿出全力的\n对战中战胜我，超级石就归你了。”[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_11	同意应战的[VAR 0102(0002)]\n派出[VAR 0100(0000)]来对战……[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_30	此时却杀出一只[VAR 0102(0003)]。\n它为了夺走超级石，\r\n无差别地放出了喷射火焰！[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_12	[VAR 0100(0000)]一边保护着[VAR 0102(0002)]，\n一边忍耐着喷射火焰……[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_31	然后将[VAR 0102(0003)]和[VAR 0102(0004)]\n扔向了卡洛斯的海神之穴！[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_13	掌管超级进化的[VAR 018B(0001)]\n目睹了这一切。[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_32	[VAR 1100(00FF,0101)]她他不但认可了[VAR 0100(0000)]的实力，\n还赋予了[VAR 0100(0000)]超级进化的样子！[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_14	人类首次实现超级进化！[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_33	[VAR 0102(0002)]看到这一幕，\n相信一切皆有可能，于是……[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_34	它重新决意去寻找属于自己的超级石，\n也就是[VAR 0102(0002)]进化石了！[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_15	啊～\n这会是一个很精彩的故事。[VAR 0114(01B5)]
msg_Ev_sub_137_10_select_03	是啊！
msg_Ev_sub_137_10_select_04	……是啊
msg_Ev_sub_137_10_talk_16	好！我写完后会拿去\n密阿雷出版社自荐的。[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_17	我对你只有感谢！\n如果小说卖得好，我还会请你帮忙的。[VAR 0114(01B5)]
sub_138.txt
msg_Ev_sub_138_01_talk_01	你好！上次多谢你啊！\c\n我拿去出版社的小说评价不错，\n已经决定出版了。[VAR 0114(01B5)]
msg_Ev_sub_138_01_select_01	真的吗！？
msg_Ev_sub_138_01_select_02	恭喜
msg_Ev_sub_138_01_talk_02	于是我接下来想写一部爱情小说，\n希望你再帮我个忙。[VAR 0114(01B5)]
msg_Ev_sub_138_01_talk_03	具体来说，希望你能让我说的这些宝可梦\n加入同行队伍，然后带来给我看。[VAR 0114(01B5)]
msg_Ev_sub_138_01_talk_04	第1只，妖精属性的宝可梦。\n第2只，龙属性的宝可梦。\c\n第3只，头目宝可梦。\n第4只，头目宝可梦。\r\n你能让我看看这些宝可梦吗？[VAR 0114(01B5)]
msg_Ev_sub_138_01_talk_05	那就拜托你了。\c\n让它们加入同行队伍，带来给我看吧。\n要是忘了是哪些宝可梦，尽管来问我。[VAR 0114(01B5)]
msg_ea1a2ce9a48e9f68abb92961388ec3bb	[~ 7]
msg_Ev_sub_138_10_talk_01	你把我想要看的\n那4只宝可梦都带来了吗？[VAR 0114(01B5)]
msg_Ev_sub_138_10_select_01	带来了
msg_Ev_sub_138_10_select_03	再告诉我一次条件吧
msg_Ev_sub_138_10_select_02	请等一下
msg_Ev_sub_138_10_talk_02	我希望你带来的是这4只宝可梦。[VAR 0114(01B5)]
msg_Ev_sub_138_10_talk_30	第1只，妖精属性的宝可梦。[VAR 0114(01B5)]
msg_Ev_sub_138_10_talk_31	第2只，龙属性的宝可梦。[VAR 0114(01B5)]
msg_Ev_sub_138_10_talk_32	第3只，头目宝可梦。[VAR 0114(01B5)]
msg_Ev_sub_138_10_talk_33	第4只，头目宝可梦。[VAR 0114(01B5)]
msg_Ev_sub_138_10_talk_03	拜托你了。\c\n让它们加入同行队伍，带来给我看吧。\n要是忘了是哪些宝可梦，尽管来问我。[VAR 0114(01B5)]
msg_Ev_sub_138_10_talk_04	不凑足4只的话，故事就没法编。\n……毕竟我要写小说啊。[VAR 0114(01B5)]
msg_Ev_sub_138_10_talk_21	看来我想要看的宝可梦数量是够了。\n那就来确认一下是否满足条件吧。[VAR 0114(01B5)]
msg_Ev_sub_138_10_talk_22	先看第1只。\n妖精属性的宝可梦是哪只？[VAR 0114(01B5)]
msg_Ev_sub_138_10_select_10	[VAR 0102(0002)]
msg_Ev_sub_138_10_select_11	[VAR 0102(0003)]
msg_Ev_sub_138_10_select_12	[VAR 0102(0004)]
msg_Ev_sub_138_10_select_13	[VAR 0102(0005)]
msg_Ev_sub_138_10_select_14	[VAR 0102(0006)]
msg_Ev_sub_138_10_select_15	[VAR 0102(0007)]
msg_Ev_sub_138_10_select_16	还是算了
msg_Ev_sub_138_10_talk_23	希望你能选择\n妖精属性的宝可梦给我看。[VAR 0114(01B5)]
msg_Ev_sub_138_10_talk_24	是[VAR 0101(0008)]啊！不错！\n我脑海中有画面了！[VAR 0114(01B5)]
msg_Ev_sub_138_10_talk_40	接下来是第2只。\n龙属性的宝可梦是哪只？[VAR 0114(01B5)]
msg_Ev_sub_138_10_talk_25	希望你能选择\n龙属性的宝可梦给我看。[VAR 0114(01B5)]
msg_Ev_sub_138_10_talk_26	是[VAR 0101(0009)]啊！不错！\n故事的世界变得更广阔了！[VAR 0114(01B5)]
msg_Ev_sub_138_10_talk_41	接下来是第3只。\n头目宝可梦是哪只？[VAR 0114(01B5)]
msg_Ev_sub_138_10_talk_27	希望你能选择\n头目宝可梦给我看。[VAR 0114(01B5)]
msg_Ev_sub_138_10_talk_28	是[VAR 0101(000A)]啊！不错！\n角色仿佛要自己动起来啦！[VAR 0114(01B5)]
msg_Ev_sub_138_10_talk_42	接下来是第4只。\n另一只头目宝可梦是哪只？[VAR 0114(01B5)]
msg_Ev_sub_138_10_talk_29	希望你能选择\n头目宝可梦给我看。[VAR 0114(01B5)]
msg_Ev_sub_138_10_talk_05	是[VAR 0101(000B)]呀！\n哦！简直太棒了！！\c\n它们完全符合我的构思。\n这下4只凑齐了！谢谢你。[VAR 0114(01B5)]
msg_Ev_sub_138_10_talk_06	那就告诉你我在构思什么吧。[VAR 0114(01B5)]
msg_Ev_sub_138_10_talk_07	[VAR 0102(0002)]喜欢[VAR 0102(0003)]。[VAR 0114(01B5)]
msg_Ev_sub_138_10_talk_15	[VAR 0102(0003)]喜欢[VAR 0102(0004)]。[VAR 0114(01B5)]
msg_Ev_sub_138_10_talk_43	[VAR 0102(0004)]喜欢[VAR 0102(0005)]。[VAR 0114(01B5)]
msg_Ev_sub_138_10_talk_44	而[VAR 0102(0005)]喜欢[VAR 0102(0002)]。[VAR 0114(01B5)]
msg_Ev_sub_138_10_talk_45	让人眼花缭乱的爱之轮舞！\n这种故事怎么样？[VAR 0114(01B5)]
msg_Ev_sub_138_01_select_03	不错嘛！[VAR 0114(01B5)]
msg_Ev_sub_138_01_select_04	你是认真的？[VAR 0114(01B5)]
msg_Ev_sub_138_10_talk_08	等等！\n刚刚的构思会没办法收场的。[VAR 0114(01B5)]
msg_Ev_sub_138_10_talk_09	我还有另一个文案。\n虽然有点长，但你听我说说吧。[VAR 0114(01B5)]
msg_Ev_sub_138_01_select_05	说给我听
msg_Ev_sub_138_01_select_06	那就算了
msg_Ev_sub_138_10_talk_10	给我看了那4只我想看的宝可梦\n就要走人，你可真坏呀。[VAR 0114(01B5)]
msg_Ev_sub_138_10_talk_11	那么，听我道来。[VAR 0114(01B5)]
msg_Ev_sub_138_10_talk_12	密阿雷有两个格斗集团。[VAR 0114(01B5)]
msg_Ev_sub_138_10_talk_34	一个是以[VAR 0102(0004)]为本宗，\n能活用刚之招式的流派，[VAR 018B(0001)]组。[VAR 0114(01B5)]
msg_Ev_sub_138_10_talk_35	另一个是以[VAR 0102(0005)]为本宗，\n能活用柔之招式的流派，[VAR 0100(0000)]团。[VAR 0114(01B5)]
msg_Ev_sub_138_10_talk_13	为了追求强大，两个流派\n除了比赛之外，不得往来。[VAR 0114(01B5)]
msg_Ev_sub_138_10_talk_36	如有往来，就要与[VAR 018B(0001)]组\n和[VAR 0100(0000)]团的所有宝可梦为敌。\r\n触犯这条戒律，会让今后的生活无比艰难。[VAR 0114(01B5)]
msg_Ev_sub_138_10_talk_14	某天，[VAR 018B(0001)]组和[VAR 0100(0000)]团\n决定分别将[VAR 0102(0002)]和[VAR 0102(0003)]\r\n作为各自流派的代表，\r\n通过对战决出哪个流派更强。[VAR 0114(01B5)]
msg_Ev_sub_138_10_talk_16	输掉这场较量的流派将面临解散……\n然而成为代表的两只宝可梦存在一个问题。[VAR 0114(01B5)]
msg_Ev_sub_138_10_talk_39	[VAR 0102(0002)]和[VAR 0102(0003)]相亲相爱，\n它们早已打破除了比赛之外\r\n不得相见这项戒律。[VAR 0114(01B5)]
msg_Ev_sub_138_10_talk_17	就在比赛日的前一天晚上……[VAR 0114(01B5)]
msg_Ev_sub_138_10_talk_37	[VAR 0102(0002)]和[VAR 0102(0003)]\n彼此用眼神示意后，拔腿就跑！[VAR 0114(01B5)]
msg_Ev_sub_138_10_talk_38	一段视死如归，为爱私奔的故事就此开始。[VAR 0114(01B5)]
msg_Ev_sub_138_10_talk_18	我没有什么恋爱经验，\n所以缺乏恋爱要素也没办法。\r\n不过这会是个很精彩的故事哦。[VAR 0114(01B5)]
msg_Ev_sub_138_01_select_07	是啊！
msg_Ev_sub_138_01_select_08	……是啊
msg_Ev_sub_138_10_talk_19	好！我写完后会拿去\n密阿雷出版社自荐的。[VAR 0114(01B5)]
msg_Ev_sub_138_10_talk_20	我对你只有感谢！\n如果小说卖得好，我还会请你帮忙的。[VAR 0114(01B5)]
sub_139.txt
msg_Ev_sub_139_01_talk_01	你好！上次也多谢你了！\c\n我写的那部恋爱小说啊，\n要改编成由哈奇库和娜姿\r\n联袂出演的电影啦。[VAR 0114(01B5)]
msg_Ev_sub_139_01_select_01	真的吗！？
msg_Ev_sub_139_01_select_02	恭喜
msg_Ev_sub_139_01_talk_02	于是我接下来想写一部推理小说，\n希望你再帮我个忙。[VAR 0114(01B5)]
msg_Ev_sub_139_01_talk_03	具体来说，希望你能让我说的这些宝可梦\n加入同行队伍，然后带来给我看。[VAR 0114(01B5)]
msg_Ev_sub_139_01_talk_04	第1只，头目宝可梦。\n第2只，一般属性的宝可梦。\c\n第3只，恶属性的宝可梦。\n第4只，学会瞬间移动的宝可梦。\c\n第5只，格斗属性的宝可梦。\n你能让我看看这些宝可梦吗？[VAR 0114(01B5)]
msg_Ev_sub_139_01_talk_05	那就拜托你了。\c\n让它们加入同行队伍，带来给我看吧。\n要是忘了是哪些宝可梦，尽管来问我。[VAR 0114(01B5)]
msg_e3ba45e9a6dc9449a558970a9204de03	[~ 7]
msg_Ev_sub_139_10_talk_01	你把我想要看的\n那5只宝可梦都带来了吗？[VAR 0114(01B5)]
msg_Ev_sub_139_10_select_01	带来了
msg_Ev_sub_139_10_select_02	再告诉我一次条件吧
msg_Ev_sub_139_10_select_03	请等一下
msg_Ev_sub_139_10_talk_02	我希望你带来的是这5只宝可梦。[VAR 0114(01B5)]
msg_Ev_sub_139_10_talk_33	第1只，头目宝可梦。[VAR 0114(01B5)]
msg_Ev_sub_139_10_talk_34	第2只，一般属性的宝可梦。[VAR 0114(01B5)]
msg_Ev_sub_139_10_talk_35	第3只，恶属性的宝可梦。[VAR 0114(01B5)]
msg_Ev_sub_139_10_talk_36	第4只，学会瞬间移动的宝可梦。[VAR 0114(01B5)]
msg_Ev_sub_139_10_talk_37	第5只，格斗属性的宝可梦。[VAR 0114(01B5)]
msg_Ev_sub_139_10_talk_03	拜托你了。\c\n让它们加入同行队伍，带来给我看吧。\n要是忘了是哪些宝可梦，尽管来问我。[VAR 0114(01B5)]
msg_Ev_sub_139_10_talk_04	不凑足5只的话，故事就没法编。\n……毕竟我要写小说啊。[VAR 0114(01B5)]
msg_Ev_sub_139_10_talk_05	看来我想要看的宝可梦数量是够了。\n那就来确认一下是否满足条件吧。[VAR 0114(01B5)]
msg_Ev_sub_139_10_talk_06	先看第1只。\n头目宝可梦是哪只？[VAR 0114(01B5)]
msg_Ev_sub_139_10_select_10	[VAR 0102(0002)]
msg_Ev_sub_139_10_select_11	[VAR 0102(0003)]
msg_Ev_sub_139_10_select_12	[VAR 0102(0004)]
msg_Ev_sub_139_10_select_13	[VAR 0102(0005)]
msg_Ev_sub_139_10_select_14	[VAR 0102(0006)]
msg_Ev_sub_139_10_select_15	[VAR 0102(0007)]
msg_Ev_sub_139_10_select_16	还是算了
msg_Ev_sub_139_10_talk_07	希望你能选择\n头目宝可梦给我看。[VAR 0114(01B5)]
msg_Ev_sub_139_10_talk_08	是[VAR 0101(0008)]啊！不错！\n我脑海中有画面了！[VAR 0114(01B5)]
msg_Ev_sub_139_10_talk_47	接下来是第2只。\n一般属性的宝可梦是哪只？[VAR 0114(01B5)]
msg_Ev_sub_139_10_talk_09	希望你能选择\n一般属性的宝可梦给我看。[VAR 0114(01B5)]
msg_Ev_sub_139_10_talk_10	是[VAR 0101(0009)]啊！不错！\n故事的世界变得更广阔了！[VAR 0114(01B5)]
msg_Ev_sub_139_10_talk_48	接下来是第3只。\n恶属性的宝可梦是哪只？[VAR 0114(01B5)]
msg_Ev_sub_139_10_talk_11	希望你能选择\n恶属性的宝可梦给我看。[VAR 0114(01B5)]
msg_Ev_sub_139_10_talk_12	是[VAR 0101(000A)]啊！不错！\n角色仿佛要自己动起来啦！[VAR 0114(01B5)]
msg_Ev_sub_139_10_talk_49	接下来是第4只。\n学会瞬间移动的宝可梦是哪只？[VAR 0114(01B5)]
msg_Ev_sub_139_10_talk_13	希望你能选择\n学会瞬间移动的宝可梦给我看。[VAR 0114(01B5)]
msg_Ev_sub_139_10_talk_14	是[VAR 0101(000B)]啊！不错！\n它看起来随时都要跑去别处！[VAR 0114(01B5)]
msg_Ev_sub_139_10_talk_50	接下来是第5只。\n格斗属性的宝可梦是哪只？[VAR 0114(01B5)]
msg_Ev_sub_139_10_talk_15	希望你能选择\n格斗属性的宝可梦给我看。[VAR 0114(01B5)]
