aoc_error.txt
aoc_error_01	ここから{先|さき}は\n{追加|ついか}コンテンツが{必要|ひつよう}です。
msg_Ev_sub_135_010_talk_04	{正解|せいかい}だと{思|おも}うポケモンがいたら\nわたしにみせてくださいね！[VAR 0114(01B1)]
msg_Ev_sub_135_010_talk_12	{残念|ざんねん}　はずれです……[VAR 0114(01B1)]
msg_Ev_sub_135_010_talk_05	カエンジシのオス……\nほとんど{正解|せいかい}だけど{違|ちが}いまーす！[VAR 0114(01B1)]
msg_Ev_sub_135_010_talk_06	カエンジシのメス……[VAR 0114(01B1)]
msg_Ev_sub_135_010_talk_07	ぱんぱかぱーん♪[VAR 0114(01B1)]
msg_Ev_sub_135_010_talk_08	みごと{正解|せいかい}でーす！　おみごと！！[VAR 0114(01B1)]
msg_Ev_sub_135_010_talk_09	それぞれのポケモンマンホールには\nテーマがあってルージュ{地区|ちく}は「{情熱|じょうねつ}」\r\nカエンジシのメスにぴったりですよね[VAR 0114(01B1)]
msg_Ev_sub_135_010_talk_10	ちなみにほかのマンホールは\nベール{地区|ちく}「{友愛|ゆうあい}」ブルー{地区|ちく}「{慎|つつし}み」\c\nローズ{地区|ちく}「{気品|きひん}」そして\nジョーヌ{地区|ちく}「{快活|かいかつ}」だそうです[VAR 0114(01B1)]
msg_Ev_sub_135_010_talk_11	たまにはマンホールを{気|き}にして\n{歩|ある}いてみるのもいいかも\r\nもちろん{前方|ぜんぽう}には{気|き}をつけてね[VAR 0114(01B1)]
msg_67451067b4ca598d9b2c46d6279bf946	[~ 24]
msg_Ev_sub_135_255_talk_01	たまにはマンホールを{気|き}にして\n{歩|ある}いてみるのもいいかも\r\nもちろん{前方|ぜんぽう}には{気|き}をつけてね[VAR 0114(01B1)]
sub_136.txt
msg_Ev_sub_136_001_talk_01	Ｂ{案|あん}もＣ{案|あん}も{悪|わる}くはないが\nここはＡ{案|あん}に{決|き}めませんか？[VAR 0114(01B2)]
msg_Ev_sub_136_001_talk_02	インパクトが{足|た}りないＡ{案|あん}やＣ{案|あん}より\nわたしのＢ{案|あん}にしませんか？[VAR 0114(01B3)]
msg_Ev_sub_136_001_talk_03	{自分|じぶん}のＣ{案|あん}が{一番|いちばん}よいのですが\nみなさん{意見|いけん}を{譲|ゆず}りませんね[VAR 0114(01B4)]
msg_Ev_sub_136_001_talk_04	どうでしょう？　あそこにいる\n{若者|わかもの}の{意見|いけん}をきくというのは[VAR 0114(01B2)]
msg_Ev_sub_136_001_talk_05	なるほど！　われわれ３{人|にん}だけでは\n{堂々巡|どうどうめぐ}りですからね[VAR 0114(01B3)]
msg_Ev_sub_136_001_talk_06	きみきみ　そこのきみ\nちょっと{助|たす}けてくれませんか？[VAR 0114(01B4)]
msg_Ev_sub_136_001_talk_07	こちらの{通|とお}りは\n{悪|わる}くはないがパッとしない……[VAR 0114(01B3)]
msg_Ev_sub_136_001_talk_08	そこで{名前|なまえ}をつけることで\n{注目|ちゅうもく}を{集|あつ}めて{盛|も}りあげたいのです[VAR 0114(01B3)]
msg_Ev_sub_136_001_talk_09	そこできみの{意見|いけん}をきかせてください\n{街|まち}の{未来|みらい}を{担|にな}うのは{若者|わかもの}ですから[VAR 0114(01B4)]
msg_Ev_sub_136_001_talk_10	ちなみにわれわれが{考|かんが}えている\n{通|とお}りの{名前|なまえ}はこんな{感|かん}じです[VAR 0114(01B2)]
msg_Ev_sub_136_001_talk_11	Ａ{案|あん}：[VAR FF00(0006)]{大|だい}ミアレ{通|どお}り[VAR FF00(0000)]\c\nおおげさな{名前|なまえ}にすることで\nみんなが{期待|きたい}してくれるはずです[VAR 0114(01B2)]
msg_Ev_sub_136_001_talk_12	Ｂ{案|あん}：[VAR FF00(0006)]メガシンカストリート[VAR FF00(0000)]\c\nもちろんメガシンカとは{無関係|むかんけい}ですが\nわたしの{提案|ていあん}となります[VAR 0114(01B3)]
msg_Ev_sub_136_001_talk_13	Ｃ{案|あん}：[VAR FF00(0006)]オッシャル{通|とお}り[VAR FF00(0000)]\c\nまさにおっしゃるとおりです[VAR 0114(01B4)]
msg_Ev_sub_136_001_talk_14	どれも{悪|わる}くないでしょう\c\nそのせいで　ほのお・みず・くさの\n３すくみのようになっているのです[VAR 0114(01B2)]
msg_Ev_sub_136_001_talk_15	どうでしょう\nどれがいいか{意見|いけん}をいただけませんか？[VAR 0114(01B3)]
msg_0e84878e1491240501c31356f33201d5	[~ 15]
msg_Ev_sub_136_010_talk_01	こちらの{通|とお}りの{名前|なまえ}\nどれがいいか{決|き}まりましたか[VAR 0114(01B2)]
msg_Ev_sub_136_010_select_01	{決|き}まりました
msg_Ev_sub_136_010_select_02	まだです
msg_Ev_sub_136_010_talk_02	おお！　それでは{教|おし}えてください\nどの{案|あん}に{決|き}めますか？[VAR 0114(01B3)]
msg_Ev_sub_136_010_select_11	Ａ{案|あん}：{大|だい}ミアレ{通|どお}り
msg_Ev_sub_136_010_select_12	Ｂ{案|あん}：メガシンカストリート
msg_Ev_sub_136_010_select_13	Ｃ{案|あん}：オッシャル{通|とお}り
msg_Ev_sub_136_010_select_14	{自分|じぶん}に{決|き}めさせてください
msg_Ev_sub_136_010_talk_03	{大|だい}ミアレ{通|どお}り！\c\nいまは{名前負|なまえま}けしていますが\nいずれミアレを{代表|だいひょう}する{通|とお}りになります[VAR 0114(01B2)]
msg_Ev_sub_136_010_talk_04	メガシンカストリート！\c\nそのうちこのストリートで\nメガシンカが{発展|はってん}したとか\r\n{適当|てきとう}な{話|はなし}が{広|ひろ}まっていくのでしょう！[VAR 0114(01B3)]
msg_Ev_sub_136_010_talk_05	オッシャル{通|とお}り\c\nまさにおっしゃるとおりです[VAR 0114(01B4)]
msg_Ev_sub_136_010_talk_06	Ａ{案|あん}Ｂ{案|あん}Ｃ{案|あん}を{捨|す}てて\nまさかの{逆提案|ぎゃくていあん}……！[VAR 0114(01B4)]
msg_Ev_sub_136_010_talk_07	[VAR 0100(0002)]{通|とお}りですか[VAR 0114(01B3)]
msg_Ev_sub_136_010_talk_08	すばらしいと{思|おも}います[VAR 0114(01B2)]
msg_Ev_sub_136_010_talk_09	ですよね[VAR 0114(01B3)]
msg_Ev_sub_136_010_talk_10	{自分|じぶん}もそう{思|おも}っていました\nまさにおっしゃるとおりです[VAR 0114(01B4)]
msg_Ev_sub_136_010_talk_11	こちらの{通|とお}りの{名前|なまえ}は\n[VAR 0100(0002)]{通|とお}りとなります[VAR 0114(01B3)]
msg_Ev_sub_136_010_talk_13	こちらの{通|とお}りの{名前|なまえ}ですが\n{今後|こんご}は{大|だい}ミアレ{通|どお}りとなります[VAR 0114(01B3)]
msg_Ev_sub_136_010_talk_14	こちらの{通|とお}りの{名前|なまえ}は\n{今後|こんご}メガシンカストリートとなります[VAR 0114(01B3)]
msg_Ev_sub_136_010_talk_15	こちらの{通|とお}りの{名前|なまえ}は\n{今後|こんご}オッシャル{通|とお}りとなります[VAR 0114(01B3)]
msg_Ev_sub_136_010_talk_12	ミアレ{市民|しみん}に{定着|ていちゃく}するといいですね[VAR 0114(01B4)]
msg_578543c307c9b6e718ce7b5e983a2c61	[~ 37]
msg_Ev_sub_136_255_talk_01	[VAR 0100(0002)]{通|とお}り\nいい{響|ひび}きですよね[VAR 0114(01B2)]
msg_Ev_sub_136_255_talk_02	[VAR 0100(0002)]{通|とお}り\nマップアプリもはやく{対応|たいおう}してほしい[VAR 0114(01B3)]
msg_Ev_sub_136_255_talk_03	{市民権|しみんけん}を{得|え}るといいですよね\n[VAR 0100(0002)]{通|とお}り[VAR 0114(01B4)]
msg_Ev_sub_136_255_speech_04	[VAR 0100(0002)]通り\nいい響きです[VAR BD0A(000A)]Text_icon1
msg_Ev_sub_136_255_speech_05	ここが\n[VAR 0100(0002)]通り[VAR BD0A(000A)]Text_icon1
msg_Ev_sub_136_255_speech_06	[VAR 0100(0002)]通り\n歩くと幸せになれます[VAR BD0A(000A)]Text_icon1
msg_Ev_sub_136_255_talk_11	{大|だい}ミアレ{通|どお}り\nいい{響|ひび}きですよね[VAR 0114(01B2)]
msg_Ev_sub_136_255_talk_12	{大|だい}ミアレ{通|どお}り\nマップアプリもはやく{対応|たいおう}してほしい[VAR 0114(01B3)]
msg_Ev_sub_136_255_talk_13	{市民権|しみんけん}を{得|え}るといいですよね\n{大|だい}ミアレ{通|どお}り[VAR 0114(01B4)]
msg_Ev_sub_136_255_speech_14	大ミアレ通り\nいい響きです[VAR BD0A(000A)]Text_icon1
msg_Ev_sub_136_255_speech_15	ここが\n大ミアレ通り[VAR BD0A(000A)]Text_icon1
msg_Ev_sub_136_255_speech_16	大ミアレ通り\n歩くと幸せになれます[VAR BD0A(000A)]Text_icon1
msg_Ev_sub_136_255_talk_21	メガシンカストリート\nいい{響|ひび}きですよね[VAR 0114(01B2)]
msg_Ev_sub_136_255_talk_22	メガシンカストリート\nマップアプリもはやく{対応|たいおう}してほしい[VAR 0114(01B3)]
msg_Ev_sub_136_255_talk_23	{市民権|しみんけん}を{得|え}るといいですよね\nメガシンカストリート[VAR 0114(01B4)]
msg_Ev_sub_136_255_speech_24	メガシンカストリート\nいい響きです[VAR BD0A(000A)]Text_icon1
msg_Ev_sub_136_255_speech_25	ここが\nメガシンカストリート[VAR BD0A(000A)]Text_icon1
msg_Ev_sub_136_255_speech_26	メガシンカストリート\n歩くと幸せになれます[VAR BD0A(000A)]Text_icon1
msg_Ev_sub_136_255_talk_31	オッシャル{通|とお}り\nいい{響|ひび}きですよね[VAR 0114(01B2)]
msg_Ev_sub_136_255_talk_32	オッシャル{通|とお}り\nマップアプリもはやく{対応|たいおう}してほしい[VAR 0114(01B3)]
msg_Ev_sub_136_255_talk_33	{市民権|しみんけん}を{得|え}るといいですよね\nオッシャル{通|とお}り[VAR 0114(01B4)]
msg_Ev_sub_136_255_speech_34	オッシャル通り\nいい響きです[VAR BD0A(000A)]Text_icon1
msg_Ev_sub_136_255_speech_35	ここが\nオッシャル通り[VAR BD0A(000A)]Text_icon1
msg_Ev_sub_136_255_speech_36	オッシャル通り\n歩くと幸せになれます[VAR BD0A(000A)]Text_icon1
sub_137.txt
msg_Ev_sub_137_01_talk_01	もしかして{君|きみ}は\nエムゼット{団|だん}の[VAR 0100(0000)]では？[VAR 0114(01B5)]
msg_Ev_sub_137_01_select_01	そうです
msg_Ev_sub_137_01_select_02	{似|に}ているだけです
msg_Ev_sub_137_01_talk_02	そうだよね[VAR 0114(01B5)]
msg_Ev_sub_137_01_talk_03	{有名|ゆうめい}だといろいろ{面倒|めんどう}だからね\n{名前|なまえ}を{伏|ふ}せたい{気持|きも}ちもわかるよ[VAR 0114(01B5)]
msg_Ev_sub_137_01_talk_04	{有名|ゆうめい}なトレーナーである{君|きみ}に\n{私|わたし}の{話|はなし}をきいてほしい[VAR 0114(01B5)]
msg_Ev_sub_137_01_talk_05	{私|わたし}は{売|う}れない{小説家|しょうせつか}でね\nだが{物語|ものがたり}の{構想|こうそう}はあるんだよ[VAR 0114(01B5)]
msg_Ev_sub_137_01_talk_06	ただ{登場人物|とうじょうじんぶつ}たちがピリッとしなくてね\nそこで{著名|ちょめい}な{君|きみ}を{参考|さんこう}にさせてほしい[VAR 0114(01B5)]
msg_Ev_sub_137_01_talk_07	{具体的|ぐたいてき}には{次|つぎ}のポケモンたちを\n{手持|ても}ちにいれて{私|わたし}にみせてほしいんだ[VAR 0114(01B5)]
msg_Ev_sub_137_01_talk_08	１{匹目|ぴきめ}　じめんタイプのポケモン\n２{匹目|ひきめ}　かえんほうしゃを{覚|おぼ}えている\r\n３{匹目|びきめ}　メガストーンを{持|も}たせている\r\nこれらのポケモンをみせてくれないか[VAR 0114(01B5)]
msg_Ev_sub_137_01_talk_09	ではよろしく{頼|たの}むよ\c\n{手持|ても}ちにいれて{連|つ}れてきてほしい\nポケモンは{何度|なんど}でも{教|おし}えるから[VAR 0114(01B5)]
msg_6c3085346aa0d72741f63996592590f5	[~ 11]
msg_Ev_sub_137_10_talk_01	{私|わたし}が{希望|きぼう}する\n３{匹|びき}のポケモンを{連|つ}れてきたかい？[VAR 0114(01B5)]
msg_Ev_sub_137_10_select_01	{連|つ}れてきました
msg_Ev_sub_137_10_select_02	{条件|じょうけん}を{教|おし}えてください
msg_Ev_sub_137_10_select_05	{待|ま}ってください
msg_Ev_sub_137_10_talk_02	{連|つ}れてきてほしいのは{次|つぎ}の３{匹|びき}だよ[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_18	１{匹目|ぴきめ}　じめんタイプのポケモン[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_19	２{匹目|ひきめ}　かえんほうしゃを{覚|おぼ}えている[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_27	３{匹目|びきめ}　メガストーンを{持|も}たせている[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_03	よろしく{頼|たの}むよ\c\n{手持|ても}ちで{連|つ}れてきてほしい\nポケモンは{何度|なんど}でも{教|おし}えるから[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_04	３{匹|びき}いないようではお{話|はなし}にならないね\n……{私|わたし}は{小説家|しょうせつか}だから[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_20	{私|わたし}が{望|のぞ}む{数|かず}のポケモンはいるようだね\nそれでは{条件|じょうけん}にあうか{確認|かくにん}するよ[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_21	では１{匹目|ぴきめ}\nじめんタイプのポケモンはどの{子|こ}？[VAR 0114(01B5)]
msg_Ev_sub_137_10_select_10	[VAR 0102(0002)]
msg_Ev_sub_137_10_select_11	[VAR 0102(0003)]
msg_Ev_sub_137_10_select_12	[VAR 0102(0004)]
msg_Ev_sub_137_10_select_13	[VAR 0102(0005)]
msg_Ev_sub_137_10_select_14	[VAR 0102(0006)]
msg_Ev_sub_137_10_select_15	[VAR 0102(0007)]
msg_Ev_sub_137_10_select_16	やめておきます
msg_Ev_sub_137_10_talk_22	じめんタイプの\nポケモンを{選|えら}んでほしいね[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_23	[VAR 0101(0008)]か　いいね！\nイメージがわいてくるよ！[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_35	では２{匹目|ひきめ}　かえんほうしゃを\n{覚|おぼ}えているポケモンはどの{子|こ}？[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_24	かえんほうしゃを{覚|おぼ}えている\nポケモンを{選|えら}んでほしいね[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_25	[VAR 0101(0009)]か　いいね！\n{世界|せかい}が{広|ひろ}がっていくね！[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_36	では３{匹目|びきめ}　メガストーンを\n{持|も}たせているポケモンはどの{子|こ}？[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_26	メガストーンを{持|も}たせている\nポケモンを{選|えら}んでほしいね[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_05	[VAR 0101(000A)]なんだ！\nおお！　アメージング！！\c\nイメージ{通|どお}りのポケモンたちだ\nこれで３{匹|びき}そろったね！　{感謝|かんしゃ}するよ[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_06	{今回|こんかい}の{構想|こうそう}は{冒険|ぼうけん}ものでね\c\n{協力|きょうりょく}してくれた{君|きみ}に\nあらすじを{披露|ひろう}しようではないか[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_07	カロス{地方|ちほう}の{奥深|おくふか}く……[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_28	{美|うつく}しい{森|もり}で{暮|く}らす[VAR 0102(0002)]は\nある{日|ひ}ふと{思|おも}った\r\n{自分|じぶん}もメガシンカしたいと[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_08	そこでメガストーンを{探|さが}すため\n[VAR 0102(0002)]は[VAR 0100(0000)]を{供|とも}として\r\nマスタータワーを{目指|めざ}すことにした[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_10	[VAR 0102(0002)]と[VAR 0100(0000)]の{前|まえ}に\nメガストーンを{持|も}つ[VAR 0102(0004)]が{現|あらわ}れ[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_29	{自分|じぶん}との{真剣勝負|しんけんしょうぶ}に{勝|か}てたら\nメガストーンをやろうと{挑発|ちょうはつ}してきた[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_11	{話|はなし}に{応|おう}じた[VAR 0102(0002)]は\n[VAR 0100(0000)]を{繰|く}りだし{戦|たたか}わせるが[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_30	そこに{現|あらわ}れた[VAR 0102(0003)]が\nメガストーンを{横取|よこど}りすべく\r\nかえんほうしゃをみなに{放|はな}った！[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_12	[VAR 0102(0002)]をかばいつつ\nかえんほうしゃを{耐|た}えた[VAR 0100(0000)]は[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_31	[VAR 0102(0003)]と[VAR 0102(0004)]を\nカロスの{海神|わだつみ}の{穴|あな}に{投|な}げ{飛|と}ばした！[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_13	その{様子|ようす}をみていた\nメガシンカを{司|つかさど}る[VAR 018B(0001)][VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_32	[VAR 0100(0000)]の{強|つよ}さを{認|みと}め\nなんとメガシンカのすがたを{与|あた}えた！[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_14	{人類初|じんるいはつ}のメガシンカ！[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_33	それをみた[VAR 0102(0002)]は{可能性|かのうせい}を{信|しん}じ\n{自分用|じぶんよう}のメガストーン[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_34	[VAR 0102(0002)]ナイト{探|さが}しを\nあらためて{決意|けつい}するのであった！[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_15	いやー\nすばらしい{物語|ものがたり}になるよ[VAR 0114(01B5)]
msg_Ev_sub_137_10_select_03	そうですね！
msg_Ev_sub_137_10_select_04	……そうですね
msg_Ev_sub_137_10_talk_16	よし！　{完成|かんせい}させて\nミアレ{出版|しゅっぱん}に{持|も}ち{込|こ}んでみるよ[VAR 0114(01B5)]
msg_Ev_sub_137_10_talk_17	{君|きみ}には{感謝|かんしゃ}しかない！\n{売|う}れたらまた{協力|きょうりょく}を{頼|たの}むからね[VAR 0114(01B5)]
sub_138.txt
msg_Ev_sub_138_01_talk_01	{君|きみ}！　{前回|ぜんかい}はありがとう\c\n{持|も}ち{込|こ}んだ{小説|しょうせつ}が{高評価|こうひょうか}でね\n{出版|しゅっぱん}されることになったよ[VAR 0114(01B5)]
msg_Ev_sub_138_01_select_01	{本当|ほんとう}ですか！？
msg_Ev_sub_138_01_select_02	おめでとうございます
msg_Ev_sub_138_01_talk_02	そこで{次|つぎ}は{恋愛|れんあい}ものに{着手|ちゃくしゅ}したくてね\nまた{君|きみ}に{協力|きょうりょく}してほしい[VAR 0114(01B5)]
msg_Ev_sub_138_01_talk_03	{具体的|ぐたいてき}には{次|つぎ}のポケモンたちを\n{手持|ても}ちにいれて{私|わたし}にみせてほしいんだ[VAR 0114(01B5)]
