aoc_error.txt
aoc_error_01	需要擁有新增內容\n才能繼續前進。
msg_Ev_d07_5320_talk_20	因為只有強大的寶可夢\n才配得上我那強大的母親。[VAR 0114(01A5)]
msg_Ev_d07_5320_talk_21	說的也是，\n這是個很棒的禮物呢。\c\n但是，把烈空坐送給卡露妮之後呢？[VAR 0114(0192)]
msg_Ev_d07_5320_talk_22	之後……[VAR 0114(01A5)]
msg_Ev_d07_5320_talk_23	繼續送給她強大的寶可夢？\n但是像烈空坐這麼強大的寶可夢，\r\n不是隨便就有的吧……[VAR 0114(01A5)]
msg_Ev_d07_5320_talk_24	而且我也不會有\n想見其他寶可夢的心情。[VAR 0114(01A5)]
msg_Ev_d07_5320_talk_25	安馨兒，妳可是有好多東西\n可以送給卡露妮的喔！[VAR 0114(0192)]
msg_Ev_d07_5320_talk_26	好多東西……能送？[VAR 0114(01A5)]
msg_Ev_d07_5320_talk_27	咿啪。
msg_Ev_d07_5320_select_03	安馨兒的所見所聞
msg_Ev_d07_5320_select_04	安馨兒體驗過的事
msg_Ev_d07_5320_talk_28	[VAR 1100(00FF,0101)]你妳是說……我自己的事嗎？[VAR 0114(01A5)]
msg_Ev_d07_5320_talk_29_f	即使是在同一時間、同一個城市，\n也會有遇不到的人和寶可夢。[VAR 0114(0006)]
msg_Ev_d07_5320_talk_29_m	即使是在同一時間、同一個城市，\n也會有遇不到的人和寶可夢。[VAR 0114(0005)]
msg_Ev_d07_5320_talk_30_f	但我們彼此相遇了，\n還一起做了不得了的事！[VAR 0114(0006)]
msg_Ev_d07_5320_talk_30_m	但我們彼此相遇了，\n還一起做了不得了的事！[VAR 0114(0005)]
msg_Ev_d07_5320_talk_31	是這樣沒錯……\n但這樣做能讓我母親開心嗎？[VAR 0114(01A5)]
msg_Ev_d07_5320_talk_32	當然！如果我是卡露妮，\n一定會開心到哭出來。[VAR 0114(000C)]
msg_Ev_d07_5320_talk_33	我也是一聽到我妹妹的事，\n心裡就會充滿驚喜。[VAR 0114(000B)]
msg_Ev_d07_5320_talk_34	其實我也很想讓我母親\n知道我在密阿雷經歷的冒險。[VAR 0114(01A5)]
msg_Ev_d07_5320_talk_35	但如果讓我母親知道\n我從秀麗世溜出來的話，\r\n我怕她會因此擔心。[VAR 0114(01A5)]
msg_Ev_d07_5320_talk_36	沒關係沒關係！\n反正卡露妮已經知道這件事了。[VAR 0114(0192)]
msg_Ev_d07_5320_talk_37	咦～？[VAR 0114(01A5)]
msg_Ev_d07_5320_talk_38	由紫是這麼說的。[VAR 0114(0192)]
msg_Ev_d07_5320_talk_39	這樣呀……\n那我就放心了。[VAR 0114(01A5)]
msg_Ev_d07_5320_talk_40	烈空坐。[VAR 0114(01A5)]
msg_Ev_d07_5320_talk_41	我一心想見到你，\n這個心願為我帶來了\r\n美好的邂逅和冒險。[VAR 0114(01A5)]
msg_Ev_d07_5320_talk_42	我想把這些事\n都告訴我的母親。[VAR 0114(01A5)]
msg_Ev_d07_5320_talk_43	謝謝你。[VAR 0114(01A5)]
msg_Ev_d07_5320_talk_44	嘰路嘰～！
msg_Ev_d07_5320_talk_45	至於你……\n將來我會成為寶可夢訓練家，\r\n帶你一起去見我母親的！[VAR 0114(01A5)]
msg_Ev_d07_5320_talk_46	[VAR 0100(0000)]，在那之前，\n就請[VAR 1100(00FF,0101)]你妳幫我照顧烈空坐了。[VAR 0114(01A5)]
msg_Ev_d07_5320_select_05	好的
msg_Ev_d07_5320_select_06	當然
msg_Ev_d07_5320_talk_47	謝謝[VAR 1100(00FF,0101)]你妳！[VAR 0114(01A5)]
msg_Ev_d07_5320_talk_49	我會好好鍛鍊妳的！\n謝禮就是妳的甜甜圈囉。[VAR 0114(0192)]
msg_Ev_d07_5320_talk_50	好的！[VAR 0114(01A5)]
msg_Ev_d07_5320_talk_51	我把用心做的甜甜圈……[VAR 0114(01A5)]
msg_Ev_d07_5320_talk_52	還有用我和超Z隊的大家\n一起經歷的故事寫成的書……[VAR 0114(01A5)]
msg_Ev_d07_5320_talk_53	送給了我的母親。[VAR 0114(01A5)]
msg_Ev_d07_5320_talk_54	她非常高興。[VAR 0114(01A5)]
msg_Ev_d07_5320_talk_55	而且希望品嚐到更多甜甜圈，\n也希望知道更多後續的故事。[VAR 0114(01A5)]
msg_Ev_d07_5320_talk_56	所以我會和超Z隊的大家\n繼續進行厲害的冒險！[VAR 0114(01A5)]
msg_Ev_d07_5320_talk_57	安馨兒和烈空坐的故事\n到此結束。[VAR 0114(01A5)]
msg_Ev_d07_5320_talk_58	可喜可賀，可喜可賀！[VAR 0114(01A5)]
msg_4996c4b452f30f565a4d91af2f6adab5	[~ 540]
msg_Ev_d07_5330_talk_01	隔天……
msg_Ev_d07_5330_talk_02	鬧鐘聲響起……
msg_Ev_d07_5330_talk_03	早啊。[VAR 0114(0013)]
msg_Ev_d07_5330_talk_04	聽了包管[VAR 1100(00FF,0101)]你妳嚇一跳！\n一個特別的系統完成啦！[VAR 0114(0013)]
msg_Ev_d07_5330_talk_05	來我的房間一趟，\n我向[VAR 1100(00FF,0101)]你妳詳細說明！[VAR 0114(0013)]
msg_Ev_d07_5330_talk_06	等[VAR 1100(00FF,0101)]你妳過來啦！[VAR 0114(0013)]
msg_c79e7486d4ae170ead5c03ccea446f1f	[~ 547]
msg_Ev_d07_5500_talk_01	應該暫時不會再發生\n什麼怪事了吧。[VAR 0114(000C)]
msg_Ev_d07_5500_talk_02	永遠不知道會發生什麼，\n這不也是密阿雷的迷人之處嗎？[VAR 0114(000B)]
msg_Ev_d07_5500_talk_03	我們要透過都市開發將密阿雷這座\n有趣到極點的城市所有的魅力都激發出來。[VAR 0114(000E)]
msg_Ev_d07_5500_talk_04	我要跳舞！\c\n我們會跳出讓大家的身體\n不由自主動起來的厲害舞蹈！[VAR 0114(000C)]
msg_Ev_d07_5500_talk_05	啊～我跳不動了……\n好想吃安馨兒的甜甜圈……[VAR 0114(000C)]
msg_Ev_d07_5500_talk_06	我要把自己的風格做成服裝，\n畢竟服裝就是人生嘛。[VAR 0114(000B)]
msg_Ev_d07_5500_talk_07	我很慶幸自己出身在密阿雷，\n因為我很喜歡有大家在的這座城市。[VAR 0114(000B)]
msg_Ev_d07_5500_talk_09	嘩嘩～
msg_Ev_d07_5500_talk_08	我呀……只要看見安馨兒的笑容，\n就會覺得好幸福。[VAR 0114(0192)]
msg_Ev_d07_5500_talk_09_f	我們超Z隊是最棒的！[VAR 0114(0006)]
msg_Ev_d07_5500_talk_09_m	我們超Z隊是最棒的！[VAR 0114(0005)]
msg_Ev_d07_5500_talk_10	在密阿雷追求超級進化的極致吧～！[VAR 0114(0192)]
megashards_san.txt
megashards_talk_01	[VAR 1100(00FF,0101)]你妳有超級碎片的話，\n倒是可以換點好貨喔？
megashards_seelct_01	交換
megashards_seelct_02	還是算了
megashards_seelct_03	出示卡帶
megashards_talk_02	有興趣的時候隨時再來啊。\n我會從地下門路進些好貨的。
megashards_speech_01	我有好貨喔……！[VAR BD0A(000A)]Text_icon1
questlist_dlc.txt
msg_0cf38035138fe5aeb2ffb858771f2807	[~ 0]
msg_dlcquest_title_1_1	異次元密阿雷調查檔案 #1
msg_dlcquest_title_2_0	春紫來襲！！
msg_dlcquest_title_2_1	異次元密阿雷調查檔案 #2
msg_dlcquest_title_3_1	美術館與咖啡
msg_dlcquest_title_3_1_2	作戰會議室的聲響
msg_dlcquest_title_3_2	異次元密阿雷調查檔案 #3
msg_dlcquest_title_4_0	琵魯的狀況如何？
msg_dlcquest_title_4_1	異次元密阿雷調查檔案 #4
msg_dlcquest_title_5_1	異次元密阿雷調查檔案 #5
msg_dlcquest_title_5_2	深夜的騷動
msg_dlcquest_title_6_1	異次元密阿雷調查檔案 #6
msg_dlcquest_title_7_1	最棒的禮物
msg_dlcquest_title_7_2	朱紅色的傳說
msg_dlcquest_title_7_3	靛藍色的傳說
msg_221307d2d7252fb5d10c33e289abc0a3	[~ 15]
msg_dlcquest_outline_1_1_10	追趕安馨兒時誤闖的\n奇妙空間究竟是什麼……？\n就在此時收到了烏羽的召喚。
msg_dlcquest_outline_1_1_20	「異次元密阿雷」的調查\n將與鏽蝕組一同合作。\n安馨兒身邊的寶可夢，\n胡帕牠的能力似乎會成為關鍵。
msg_dlcquest_outline_2_0_10	悠閒的早晨時光\n隨著激烈的門扉聲戛然而止……！\n看來必須讓激動得昏頭的\n春紫冷靜下來。
msg_dlcquest_outline_2_1_10	安馨兒和可爾妮的加入，\n讓旅館Z熱鬧了起來。\n異次元密阿雷的調查\n似乎還會持續好一段時間。
msg_dlcquest_outline_3_1_10	異次元密阿雷的調查短暫停歇。\n在等候烏羽聯絡的同時，\n將陪著安馨兒和可爾妮\n展開密阿雷觀光之旅。
msg_dlcquest_outline_3_1_2_10	應該誰都不在裡面的作戰會議室，\n突然傳來了可疑的聲響……\n莫非有誰躲在裡面？\n慎重地確認一下房間裡面吧。
msg_dlcquest_outline_3_2_10	異次元密阿雷的調查一步步地在前進。\n發現扭洞的精準度逐漸提高，\n開始能夠調查更高級別的\n異次元密阿雷了。
msg_dlcquest_outline_4_0_10	即使早餐的時間過了，也絲毫\n沒有琵魯要從房間出來的氣息。\n頭巾混混似乎是來傳達什麼事情，\n到房間去看看情況吧。
msg_dlcquest_outline_4_1_10	稜鏡塔上空的巨大扭洞\n似乎逐漸地擴大帶來的影響。\n在危險波及密阿雷之前，\n必須解開異次元的謎題。
msg_dlcquest_outline_5_1_10	據說密阿雷市可能會被\n異次元密阿雷給吞沒。\n究竟是否有方法能夠阻止\n異次元密阿雷不斷地膨脹呢？
msg_dlcquest_outline_5_2_10	正當準備入睡時，\n玳蘿的聲音響徹了旅館Z！\n發生了什麼麻煩嗎……？\n總之趕緊確認狀況！
msg_dlcquest_outline_6_1_10	根據目前為止收集的資料，\n分析似乎有了很大的進展。\n解開異次元密阿雷之謎，\n阻止現實與異次元的融合吧。
msg_dlcquest_outline_7_1_10	異次元的謎題雖然解開了，\n但安馨兒原本的目的，\n也就是傳說的寶可夢還沒能找到。\n看來還需要持續的調查。
msg_dlcquest_outline_7_1_20	翠綠色的巨大扭洞出現了。\n這個扭洞似乎通向安馨兒追尋的\n傳說的寶可夢烈空坐所在之處。\n準備好甜甜圈去捕捉牠吧！
msg_dlcquest_outline_7_2_10	朱紅色扭洞的深處\n探測到了固拉多的存在。\n用特製食譜製作甜甜圈，\n去捕捉固拉多吧！
msg_dlcquest_outline_7_3_10	靛藍色扭洞的深處\n探測到了蓋歐卡的存在。\n用特製食譜製作甜甜圈，\n去捕捉蓋歐卡吧！
msg_4e139697a384e17d5ca999af01d3a325	[~ 32]
msg_dlcquest_purpose_1_1_10	應烏羽的召喚，\n前往鏽蝕組的事務所。
msg_dlcquest_purpose_1_1_20	準備好甜甜圈，\n去調查異次元扭洞。
msg_dlcquest_purpose_1_1_30	準備好甜甜圈，\n去調查異次元扭洞。
msg_dlcquest_purpose_1_1_40	準備好甜甜圈，\n去調查異次元密阿雷。
msg_dlcquest_purpose_1_1_50	前往鏽蝕組的事務所\n聽取分析結果。
msg_dlcquest_purpose_1_1_60	使用超級進化\n戰勝可爾妮。
msg_dlcquest_purpose_1_1_70	準備好異次元樹果\n作為材料的高級別甜甜圈，\n挑戰危險的異次元。
msg_dlcquest_purpose_1_1_80	出現了失控超級進化的反應。\n捕捉阿勃梭魯。
msg_dlcquest_purpose_1_1_90	用寶可夢的招式\n擊中獎勵球。
msg_8c4590553b6a0f3efa13cd9b59b8bce3	[~ 42]
msg_dlcquest_purpose_2_0_10	在旅館Z的庭院\n與春紫＆沐淨對戰。
msg_dlcquest_purpose_2_1_10	前往鏽蝕組的事務所\n聽取分析結果。
msg_dlcquest_purpose_2_1_20	準備好甜甜圈，\n去調查異次元密阿雷。
msg_dlcquest_purpose_2_1_30	準備好異次元樹果\n作為材料的高級別甜甜圈，\n挑戰危險的異次元。
msg_dlcquest_purpose_2_1_40	出現了失控超級進化的反應。\n捕捉姆克鷹。
msg_dlcquest_purpose_2_1_50	用寶可夢的招式\n擊中獎勵球。
msg_efd1109e6bd51e3f1d58ca3b3e6371fc	[~ 49]
msg_dlcquest_purpose_3_1_10	前往密阿雷美術館。
msg_dlcquest_purpose_3_1_20	和安馨兒她們一起\n參觀密阿雷美術館。
msg_dlcquest_purpose_3_1_30	和安馨兒她們一起\n參觀密阿雷美術館。
msg_dlcquest_purpose_3_1_40	和安馨兒她們一起\n參觀密阿雷美術館。
msg_dlcquest_purpose_3_1_50	和安馨兒她們一起\n參觀密阿雷美術館。
msg_dlcquest_purpose_3_1_60	和安馨兒她們一起\n參觀密阿雷美術館。
msg_dlcquest_purpose_3_1_70	和安馨兒她們一起\n前往旭日咖啡館。
msg_dlcquest_purpose_3_1_80	回到旅館Ｚ。
msg_dlcquest_purpose_3_1_90	聽到奇妙的聲響，\n前往作戰會議室確認。
msg_dlcquest_purpose_3_2_10	前往鏽蝕組的事務所\n聽取分析結果。
msg_dlcquest_purpose_3_2_20	準備好甜甜圈，\n去調查異次元密阿雷。
msg_dlcquest_purpose_3_2_30	準備好異次元樹果\n作為材料的高級別甜甜圈，\n挑戰危險的異次元。
msg_dlcquest_purpose_3_2_40	出現了失控超級進化的反應。\n捕捉米立龍。
msg_dlcquest_purpose_3_2_50	用寶可夢的招式\n擊中獎勵球。
msg_bdd46920e358f1e71db90960f438378d	[~ 64]
msg_dlcquest_purpose_4_0_10	到旅館Ｚ的２０３號房\n確認琵魯的狀況。
msg_dlcquest_purpose_4_1_10	前往鏽蝕組的事務所\n聽取分析結果。
msg_dlcquest_purpose_4_1_20	準備好甜甜圈，\n去調查異次元密阿雷。
msg_dlcquest_purpose_4_1_30	出現了失控超級進化的反應。\n前往秀麗世大酒店。
msg_dlcquest_purpose_4_1_40	準備好異次元樹果\n作為材料的高級別甜甜圈，\n挑戰危險的異次元。
msg_dlcquest_purpose_4_1_50	出現了失控超級進化的反應。\n捕捉超能妙喵。
msg_dlcquest_purpose_4_1_60	用寶可夢的招式\n擊中獎勵球。
msg_045abcc97eb4a53e43d431ae6998e0fb	[~ 72]
msg_dlcquest_purpose_5_1_10	前往鏽蝕組的事務所\n聽取分析結果。
msg_dlcquest_purpose_5_1_20	準備好甜甜圈，\n去調查異次元密阿雷。
msg_dlcquest_purpose_5_1_30	準備好異次元樹果\n作為材料的高級別甜甜圈，\n挑戰危險的異次元。
msg_dlcquest_purpose_5_1_40	出現了失控超級進化的反應。\n捕捉席多藍恩。
msg_dlcquest_purpose_5_1_50	用寶可夢的招式\n擊中獎勵球。
msg_dlcquest_purpose_5_2_10	到旅館Ｚ的２０４號房\n確認玳蘿的狀況。
msg_dlcquest_purpose_5_2_20	到旅館Ｚ的２０４號房\n確認玳蘿的狀況。
msg_36f9931c95d4f20c730877afece872ac	[~ 80]
msg_dlcquest_purpose_6_1_10	前往鏽蝕組的事務所\n聽取分析結果。
msg_dlcquest_purpose_6_1_15	尋找烏羽等人與他們會合。
msg_dlcquest_purpose_6_1_20	準備好甜甜圈，\n去調查異次元密阿雷。
msg_dlcquest_purpose_6_1_30	回到旅館Ｚ，\n等待烏羽。
msg_dlcquest_purpose_6_1_40	為了挑戰巨大扭洞，\n製作[VAR FF00(0005)]夢魘螺旋甜甜圈[VAR FF00(0000)]。\n準備完成之後告知烏羽。
msg_dlcquest_purpose_6_1_45	捕捉創造出\n異次元密阿雷的寶可夢。
msg_dlcquest_purpose_6_1_50	捕捉創造出\n異次元密阿雷的達克萊伊。
msg_b92c00e5bfc6bce281a9d7b65edc25a4	[~ 88]
msg_dlcquest_purpose_7_1_10	向烏羽詢問關於\n安馨兒在異次元看到的寶可夢的事。
msg_dlcquest_purpose_7_1_20	準備好甜甜圈，\n去調查異次元密阿雷。
msg_dlcquest_purpose_7_1_30	在新咖啡與烏羽會合。
msg_dlcquest_purpose_7_1_40	帶著豐緣的粗鹽\n回到安馨兒的身邊。
msg_dlcquest_purpose_7_1_50	分別捉住\n朱紅色扭洞的[VAR FF00(0005)]固拉多[VAR FF00(0000)]，\n以及靛藍色扭洞的[VAR FF00(0005)]蓋歐卡[VAR FF00(0000)]\n這２隻傳說的寶可夢。
msg_dlcquest_purpose_7_1_60	回到旅館Ｚ，\n聽取安馨兒的談話。
msg_dlcquest_purpose_7_1_70	準備好甜甜圈，\n去調查異次元密阿雷。
msg_dlcquest_purpose_7_1_80	回到旅館Ｚ。
msg_dlcquest_purpose_7_1_90	為了挑戰翠綠色扭洞，\n製作[VAR FF00(0005)]德爾塔蛋糕甜甜圈[VAR FF00(0000)]，\n並與可爾妮他們會合。
msg_dlcquest_purpose_7_1_100	為了挑戰翠綠色扭洞，\n製作[VAR FF00(0005)]德爾塔蛋糕甜甜圈[VAR FF00(0000)]，\n並與可爾妮他們會合。
msg_dlcquest_purpose_7_1_110	捕捉傳說的寶可夢\n烈空坐。
msg_dlcquest_purpose_7_2_10	為了挑戰朱紅色扭洞，\n製作[VAR FF00(0005)]歐米加蛋糕甜甜圈[VAR FF00(0000)]，\n並與可爾妮他們會合。
msg_dlcquest_purpose_7_2_20	為了挑戰朱紅色扭洞，\n製作[VAR FF00(0005)]歐米加蛋糕甜甜圈[VAR FF00(0000)]，\n並與可爾妮他們會合。
msg_dlcquest_purpose_7_2_30	捕捉傳說的寶可夢\n固拉多。
msg_dlcquest_purpose_7_3_10	為了挑戰靛藍色扭洞，\n製作[VAR FF00(0005)]阿爾法蛋糕甜甜圈[VAR FF00(0000)]，\n並與可爾妮他們會合。
msg_dlcquest_purpose_7_3_20	為了挑戰靛藍色扭洞，\n製作[VAR FF00(0005)]阿爾法蛋糕甜甜圈[VAR FF00(0000)]，\n並與可爾妮他們會合。
msg_dlcquest_purpose_7_3_30	捕捉傳說的寶可夢\n蓋歐卡。
sa_main_hud.txt
msg_sa_main_002100_hud_00	我們去找安馨兒吧！
msg_sa_main_002100_hud_01	越看越覺得這裡簡直和\n密阿雷一模一樣呢。
msg_sa_main_002100_hud_02_f	為什麼能若無其事地\n走在這種地方？
msg_sa_main_002100_hud_02_m	若無其事地走在這種地方，\n真是夠奇怪的。
msg_sa_main_002100_hud_03	希望安馨兒她平安無事……
msg_sa_main_002100_hud_04	安馨兒在哪裡呢？
msg_sa_main_002100_hud_05	別說安馨兒了，\n看來這裡沒半個人。
msg_sa_main_002100_hud_06	看來不在這裡……
msg_b43fbff3654cd5b929bc6b4bdcb02039	[~ 8]
msg_sa_main_061000_hud_01_f	這地方真讓人有點毛毛的。
msg_sa_main_061000_hud_01_m	這地方真讓人有點毛骨悚然。
msg_sa_main_061000_hud_02	夜晚……\n太黑暗了……！
msg_sa_main_061000_hud_03_f	達克萊伊……\n是什麼樣的寶可夢呢？
msg_sa_main_061000_hud_03_m	達克萊伊……\n是什麼樣的寶可夢呢？
msg_sa_main_061000_hud_04	是誰……？
msg_0858bc0c442cd48c4d94e8befeae9940	[~ 15]
msg_sa_main_012000_hud_01	我們得在旅館Z集合，\n好可以做甜甜圈！
msg_cdf39a514a372486818f855de4265007	[~ 17]
msg_sa_main_013000_hud_01	要準備好級別高的\n甜甜圈喔～！
msg_797e08deeedb9f6c253b6a001930371c	[~ 19]
msg_sa_main_022000_hud_01	請先確認異次元扭洞，\n再開始調查。
msg_7da69633da0534081d73819b06b4c460	[~ 21]
msg_sa_main_022100_hud_01	我先去扭洞那邊，\n甜甜圈就拜託[VAR 1100(00FF,0101)]你妳了。
msg_1c358eac9b725ce1c91e517d51a49716	[~ 23]
msg_sa_main_031000_hud_01	這次也要麻煩[VAR 1100(00FF,0101)]你妳\n調查異次元扭洞了。
msg_f783bd0b0fcdf48f22c81bdfa2b125ec	[~ 25]
msg_sa_main_031200_hud_01_f	我往壽司店移動，\n甜甜圈就拜託[VAR 1100(00FF,0101)]你妳了！
msg_sa_main_031200_hud_01_m	我往壽司店移動，\n甜甜圈就拜託[VAR 1100(00FF,0101)]你妳了！
msg_f8acd031c5853229d97552705e6b0a03	[~ 28]
msg_sa_main_041000_hud_01	又要麻煩[VAR 1100(00FF,0101)]你妳調查\n異次元扭洞了。
msg_e2b7d4b550a16c0fa3186d803edee824	[~ 30]
msg_sa_main_042000_hud_01	要確實準備好\n安馨兒的甜甜圈喔。
msg_1f615173795baf3b4be5c1135dc4fb7b	[~ 32]
msg_sa_main_051000_hud_01	這次也要麻煩[VAR 1100(00FF,0101)]你妳\n調查異次元扭洞了。
msg_1da8d97d320258ee64b202b363705c7b	[~ 34]
msg_sa_main_051100_hud_01	要準備好\n適合的甜甜圈喔～！
msg_5c76b24fe2b9fc89f01205593c952139	[~ 36]
msg_sa_main_060200_hud_01	異次元調查是吧。\n就拜託啦！
msg_ca3926d12fd78d996dba3b7226459522	[~ 38]
msg_sa_main_060300_hud_01	聽說烏羽他們要來旅館Z喔。
msg_597301dbf0780e38b9b09f3fce3482b1	[~ 40]
msg_sa_main_0071000_hud_01	要再次麻煩[VAR 1100(00FF,0101)]你妳\n調查異次元扭洞了。
msg_36002ccf5718d4498146bbba9f16d111	[~ 42]
msg_sa_main_0071300_hud_01	接下來是蓋歐卡！\n我們在靛藍色扭洞前集合吧！
msg_sa_main_0071300_hud_02	接下來是固拉多！\n我們在朱紅色扭洞前集合吧！
msg_bd6f8c2404521e87b3e8b8b08b80da91	[~ 45]
msg_sa_main_0074000_hud_01	我們在旅館Z集合，\n聽安馨兒她怎麼說吧～！
msg_2cb7a0edfc0592e1011853c835de68ae	[~ 47]
msg_sa_main_075000_hud_01	聽說烏羽他們\n又要來旅館Z了。
sa_staff_list.txt
STAFF_SA_01_01	[VAR FF00(0007)]DIRECTOR[VAR FF00(0000)]
STAFF_SA_01_02	Haruka Tochigi
STAFF_SA_02_01	[VAR FF00(0007)]PROGRAMMING SECTION[VAR FF00(0000)]
STAFF_SA_02_02	[VAR FF00(0007)]PROGRAMMING TEAM[VAR FF00(0000)]
STAFF_SA_02_03	LEAD: Takuya Kawakami
STAFF_SA_02_04	Takuo Goto
STAFF_SA_02_05	Nobuhiko Ariizumi
STAFF_SA_02_06	Kota Yamashita
STAFF_SA_02_07	Yukinori Yamaguchi
STAFF_SA_02_08	Takuma Miura
STAFF_SA_02_09	Masafumi Taniguchi
STAFF_SA_02_10	Kazuki Komatsubara
STAFF_SA_02_11	Ryota Kinoshita
STAFF_SA_02_12	Yuto Misawa
STAFF_SA_02_13	[VAR FF00(0007)]COMMUNICATION FEATURES TEAM[VAR FF00(0000)]
STAFF_SA_02_14	LEAD: Takuto Takabe
STAFF_SA_02_15	Sanghyun Ji
STAFF_SA_02_16	Aliaksandr Kraskouski
STAFF_SA_02_17	[VAR FF00(0007)]PROGRAMMING SECTION SUPERVISOR[VAR FF00(0000)]
STAFF_SA_02_18	Kazuki Saita
STAFF_SA_03_01	[VAR FF00(0007)]GRAPHIC DESIGN SECTION[VAR FF00(0000)]
STAFF_SA_03_02	LEAD: Daisuke Inoue
STAFF_SA_03_03	[VAR FF00(0007)]CHARACTER MODELING TEAM[VAR FF00(0000)]
STAFF_SA_03_04	Yutan Cheng
STAFF_SA_03_05	Yuki Takasu
STAFF_SA_03_06	Nana Takano
STAFF_SA_03_07	[VAR FF00(0007)]3D MAP GRAPHICS TEAM[VAR FF00(0000)]
STAFF_SA_03_08	Yuji Tanaka
STAFF_SA_03_09	Kento Onodera
STAFF_SA_03_10	[VAR FF00(0007)]MOTION DESIGN & MOVIE TEAM[VAR FF00(0000)]
STAFF_SA_03_11	Chihjen Lai
STAFF_SA_03_12	Masaki Itoh
STAFF_SA_03_13	Remi Tanaka
STAFF_SA_03_14	Jonathan Tigfeld
STAFF_SA_03_15	Mikako Araumi
STAFF_SA_03_16	[VAR FF00(0007)]SPECIAL EFFECTS GRAPHIC DESIGN TEAM[VAR FF00(0000)]
STAFF_SA_03_17	LEAD: Mitsuharu Yoshida
STAFF_SA_03_18	Masatomo Nishimura
STAFF_SA_03_19	Aki Minemura
STAFF_SA_03_20	Hitomi Fujita
STAFF_SA_03_21	Wakana Ueno
STAFF_SA_03_22	Miyuki Seki
STAFF_SA_03_23	[VAR FF00(0007)]UI GRAPHIC DESIGN TEAM[VAR FF00(0000)]
STAFF_SA_03_24	LEAD: Momoka Takasu
STAFF_SA_03_25	Takuya Enomoto
STAFF_SA_03_26	Mayuko Shibasaki
STAFF_SA_04_01	[VAR FF00(0007)]POKÉMON 3D VISUAL TEAM[VAR FF00(0000)]
STAFF_SA_04_02	Hironori Sugisaki
STAFF_SA_04_03	Shiori Tamura
STAFF_SA_04_04	Chihiro Kudo
STAFF_SA_04_05	Hideo Kojima
STAFF_SA_04_06	Ryoga Narusawa
