ActorType\ArmorHead.msbt
Armor_015_Head_Name	Hylian Hood
0001	What is this place?
0002	See ya.
0003	Yes.
talk00	\x0e\x03\x01\x02\0\0A traveler! Perfect!\x0e\x05\x02\0 Hey, why don'tcha\nstay here and rest your weary head?\x0e\x01\x05\x08\0\0\x01\0\x02\0\0\x02
talk01	\x0e\x03\x01\x02\x06\0Don't forget to rest now and then!
talk02	\x0e\x03\x01\x02\x07\0This is the distinguished Goron\nestablishment, \x0e\0\x03\x02\x02\0Rollin' Inn\x0e\0\x03\x02ÿÿ!
talk03	\x0e\x03\x01\x02\0\0See that! What a lovely view of\n\x0e\0\x03\x02\x02\0Death Mountain\x0e\0\x03\x02ÿÿ!\n\n\x0e\x03\x01\x02\t\0Er...that's what I'd like to say, anyway.\nBut \x0e\0\x03\x02\x02\0Boss\x0e\0\x03\x02ÿÿ's house is kinda in the way.
talk04	\x0e\x03\x01\x02\x07\0But to make up for that, I can offer you\na mostly pain-free massage session.\nYou'll feel as loose as gravel afterward!\n\x0e\x03\x01\x02\0\0Yep, I think you should definitely\nstay here, friend!
talk05	\x0e\x03\x01\x02\x07\0Perfect! \x0e\x05\0\0Thanks, brother!
talk06	\x0e\x03\x01\x02\0\x03{s[125]}HEY! \x0e\x05\0\0We've got a customer\ncomin' through!{s[100]}
talk08	\x0e\x03\x01\x02\0\0A traveler! Perfect!\x0e\x05\x02\0 Hey, did ya notice\nthat the \x0e\0\x03\x02\x02\0magma bombs\x0e\0\x03\x02ÿÿ have stopped\nfallin' from the sky?\x0e\x01\n\x04\x03\0\x01Í
talk09	\x0e\x03\x01\x02\x0b\0And that means...\x0e\x05\x02\0 Well, hordes of tourists\nshould start rollin' in soon, \x0e\x05\0\0which means\nbusiness is set to explode!\n\x0e\x03\x01\x02\x01\tI'll be busy as a rollin' stone in no time!\x0e\x05\x02\0\nIf you're itchin' for a massage without\na reservation...\x0e\x05\0\0now's your last chance!\n\x0e\x03\x01\x02\0\0So how about it? Why don'tcha stay here\nand rest your weary head?\x0e\x01\x05\x08\0\0\x01\0\x02\0\0\x02
talk10	\x0e\x03\x01\x02\x01\x02{s[125]}Gotcha covered, buddy!\x0e\x05\0\0{s[100]}
EventFlowMsg\Npc_Goron030.msbt
near00	Hm?
0000	Who are you?
0001	Where am I?
0002	Bye.
0003	Do you know Yunobo?
0006	Boss wants to know.
talk00	\x0e\x03\x01\x02\0\0Soooo? Do ya neeeed somethin' else?!\x0e\x01\x086\x03\0$\0N\0P\0C\0_\0G\0o\0r\0o\0n\00\03\00\0_\0Y\0u\0n\0b\0o\0\0\0\0\0\x01\0\0\0\x02\0\0\0\0\x03
talk01	\x0e\x03\x01\x02\x0b\0Who, meeee?
talk02	\x0e\x03\x01\x02\0\x04Goooood-bye!
talk03	\x0e\x03\x01\x02\0\x04Oh. Yooou again.\x0e\x01\x086\x03\0$\0N\0P\0C\0_\0G\0o\0r\0o\0n\00\03\00\0_\0Y\0u\0n\0b\0o\0\0\0\0\0\x01\0\0\0\x02\0\0\0\0\x03
talk04	\x0e\x03\x01\x02\0\x04This is the \x0e\0\x03\x02\x02\0Abandoned North Mine\x0e\0\x03\x02ÿÿ.\nOh, and this is the little ditty we all\nused to siiiiing as we worked:\n\x0e\0\x03\x02\0\0Ammo \x0e\0\x03\x02ÿÿgoes BOOM 'til \x0e\0\x03\x02\x02\0ore \x0e\0\x03\x02ÿÿfills the ROOM!\nGather said \x0e\0\x03\x02\x02\0ORE\x0e\0\x03\x02ÿÿ for rupees GALORE!\nDig all the DAY to get the good PAY!\nYeah, this is a famous mine, my maaaan.\nOr it was...until \x0e\0\x03\x02\x02\0Divine Beast Vah Rudania\x0e\0\x03\x02ÿÿ\nshowed up. Now it's waaaay too hot!\nThere's tons more lava and all kiiiiiinds\nof monsters out and about.\x0e\x05\0\0 It's so\ndangerous, we can't dig here anymore!
talk05	\x0e\x03\x01\x02\t\0Yeesh!\x0e\x05\x02\0 What's goin' on today?!\x0e\x05\0\0\nSo many peeeople out and about!\n\n\x0e\x03\x01\x02\0\0You should know it gets much hotter\npast here, and there are also looots of\nmonsters. It's reeeally dangerous!\x0e\x01\x086\x03\0$\0N\0P\0C\0_\0G\0o\0r\0o\0n\00\03\00\0_\0Y\0u\0n\0b\0o\0\0\0\0\0\x01\0\0\0\x02\0\0\0\0\x03
talk06	\x0e\x03\x01\x02\0\x04Yunobo?\x0e\x05\x02\0 He went rushin' off to\nGoron City... I think. \x0e\x05\0\0Preeeetty sure.\nAll cuz of \x0e\0\x03\x02\x02\0Rudania\x0e\0\x03\x02ÿÿ...\nMaaaaybe he went to talk with \x0e\0\x03\x02\x02\0Boss\x0e\0\x03\x02ÿÿ?
talk08	\x0e\x03\x01\x02\x0b\0Why's a stranger like yoooou askin'\nabout Yunobo?\x0e\x01\x04\x06\x06\0\x02\0\0\x01
talk09	\x0e\x03\x01\x02\0\x04Yunobo went to the \x0e\0\x03\x02\x02\0Bridge of Eldin\x0e\0\x03\x02ÿÿ...\x0e\x05\x02\0\nI thiiiiink.\x0e\x05\0\0 Probably.\n\nTo get to \x0e\0\x03\x02\x02\0Death Mountain Summit\x0e\0\x03\x02ÿÿ,\njust keep going uuuuup this hill\naaaaall the way to the top!
talk13	{s[125]}\x0e\x03\x01\x02\n\0Huuuuh? \x0e\0\x03\x02\x02\0\x0e\x05\0\0Boss \x0e\0\x03\x02ÿÿdoes?!{s[100]}\n\n\n\x0e\x03\x01\x02\0\0Well... \x0e\x05\0\0Then I guess I better tell you\nwheeeeere Yunobo is!
talk14	\x0e\x03\x01\x02\0\x04Yunobo...\x0e\x05\0\0went to the \x0e\0\x03\x02\x02\0vault\x0e\0\x03\x02ÿÿ to fetch some\npainkillers. But now that ya mention it,\nI suppooooose he never came back.
talk15	\x0e\x03\x01\x02\0\0This place is daaaaangerous, so ya\nprobably shouldn't go lookin' for him.
talk16	\x0e\x03\x01\x02\n\0HEY! \x0e\x05\0\0Stooop that!\x0e\x05\x02\0 That's \x0e\0\x03\x02\0\0Boss's cannon\x0e\0\x03\x02ÿÿ!\nDon't you daaaare touch that lever!
talk17	\x0e\x03\x01\x02\x0b\0Huuuuh?\x0e\x05\x02\0 Didn't I already teeeell you...
talk19	\x0e\x03\x01\x02\x07\0They call meeeee...\x0e\x05\x02\0\x0e\0\x03\x02\x02\0Draaaaak\x0e\0\x03\x02ÿÿ!
talk20	\x0e\0\x03\x02\x02\0\x0e\x03\x01\x02\0\0\x0e\0\x03\x02ÿÿEver since \x0e\0\x03\x02\x02\0Divine Beast Vah Rudania\x0e\0\x03\x02ÿÿ\nshowed up, there's a tooooon of lava.\n\nIt's waaaay too hot now, and there are\nmore monsters around too.\n\nBoss keeps waaaatch over this area,\nbut he can only do sooo much...
talk21	\x0e\0\x03\x02\x02\0\x0e\x03\x01\x02\0\0\x0e\0\x03\x02ÿÿThis place is daaangerous, so Boss told\nme not to let anyone through...\x0e\x05\0\0\nThat means you tooooo, my maaaan.
talk22	\x0e\x03\x01\x02\0\0Well, OK.\x0e\x05\0\0 I'll tell you agaaaain.
talk23	\x0e\x03\x01\x02\t\0HEEEY!\x0e\x05\0\0 YOOOOU!!\x0e\x05\x02\0 Don't mess with\n\x0e\0\x03\x02\0\0Boss's\x0e\0\x03\x02ÿÿ \x0e\0\x03\x02\0\0cannon\x0e\0\x03\x02ÿÿ!\n\n\x0e\x03\x01\x02\x02\x01You dooon't wanna send a cannonball\nflyyyin', so don't even thiiiiink about\nputtin' any explosives inside!\x0e\x01\x086\x03\0$\0N\0P\0C\0_\0G\0o\0r\0o\0n\00\03\00\0_\0Y\0u\0n\0b\0o\0\0\0\0\0\x01\0\0\0\x02\0\0\0\0\x03
talk25	\x0e\x03\x01\x02\0\x04If you're lookin' for Yunobo, he rushed\noff earlier, baaaack to Goron City.
EventFlowMsg\Npc_Goron031.msbt
near00	*guuuuurgleeee...*
near01	Goo...gaaah...
near02	That was hot...
near03	Huh?
0000	You know Yunobo?
0001	Riiight.
0002	Bye-bye!
0003	Nonsense.
0004	Not really, no.
0005	I found it!
0006	You don't know that.
talk00	\x0e\x03\x01\x02\x08\x01\x0e\x04\x02\x18\x16\0B\0u\0k\0u\0b\0u\0k\0u\0_\00\00\0Me un Gwamps are seebee who can bay\nin da bot bing da bombest!\n\nSho, I'm binda biddy ride now!\x0e\x01\x04\x06\x01\0\x02\0\0\x01
talk01	\x0e\x03\x01\x02\0\x01\x0e\x04\x02\x18\x16\0B\0u\0k\0u\0b\0u\0k\0u\0_\00\00\0Bobah! Bah!!
talk02	\x0e\x03\x01\x02\x08\x01\x0e\x04\x02\x18\x16\0B\0u\0k\0u\0b\0u\0k\0u\0_\00\00\0If goo gotz, den ged oudda gear!
talk04	\x0e\x03\x01\x02\x08\x01\x0e\x04\x02\x18\x16\0B\0u\0k\0u\0b\0u\0k\0u\0_\00\00\0Wike I thed, I'm binda biddy ride now!\x0e\x01\x05\x08\0\0\x01\0\x02\0\0\x02
talk05	\x0e\x03\x01\x02\x08\x01\x0e\x04\x02\x18\x16\0B\0u\0k\0u\0b\0u\0k\0u\0_\00\00\0Me un Gwamps are seebee who can bay\nin da bot bing da bombest!\n\n\x0e\x04\x02\x18\x16\0B\0u\0k\0u\0b\0u\0k\0u\0_\00\00\0Sho, I'm binda biddy ride now!\x0e\x01\x05\x08\0\0\x01\0\x02\0\0\x02
talk06	\x0e\x03\x01\x02\x0b\x01\x0e\x04\x02\x18\x16\0B\0u\0k\0u\0b\0u\0k\0u\0_\00\00\0Yunobo?
talk07	\x0e\x03\x01\x02\0\x01\x0e\x04\x02\x18\x16\0B\0u\0k\0u\0b\0u\0k\0u\0_\00\00\0Yunobo wend boff doo \x0e\0\x03\x02\x02\0Bridge of Eldin\x0e\0\x03\x02ÿÿ!
talk08	\x0e\x03\x01\x02\0\x02I'm challengin' my gramps again to\nsee who can soak in the hot spring\nthe longest!
talk09	\x0e\x03\x01\x02\t"I'm goin' to sleep...\x0e\x05\0\0 Gramps is waaay\ntoo good at soakin' in hot springs...
talk10	\x0e\x03\x01\x02\0"I'm goin' to sleep... I'll beat Gramps\ntomorrow... Yeah, I'm sure of it...
talk11	\x0e\x03\x01\x02\0\x10{s[080]}\x0e\0\x03\x02\0\0Treasure\x0e\0\x03\x02ÿÿ...\x0e\x05\0\0the way to \x0e\0\x03\x02\x02\0Bridge of Eldin\x0e\0\x03\x02ÿÿ...\x0e\x05\0\0\nan amazing \x0e\0\x03\x02\0\0stick\x0e\0\x03\x02ÿÿ...{s[100]}
talk12	{s[080]}\x0e\x03\x01\x02\0\x10The \x0e\0\x03\x02\0\0treasure\x0e\0\x03\x02ÿÿ...\x0e\x05\0\0at the \x0e\0\x03\x02\0\0top of \x0e\x05\0\0a lava waterfall\x0e\0\x03\x02ÿÿ...{s[100]}
talk13	\x0e\x03\x01\x02\0\x10{s[080]}Zzz...{s[100]}
talk14	\x0e\x03\x01\x02\0\x10{s[080]}*snore*{s[100]}
talk15	\x0e\x03\x01\x02\x07\x01\x0e\x04\x02\x18\x16\0B\0u\0k\0u\0b\0u\0k\0u\0_\00\00\0Goo gon't go but I'm thaying?\x0e\x01\x04\x06\x03\0\x04\0\0\x02
talk16	\x0e\x03\x01\x02\x07\x01\x0e\x04\x02\x18\x16\0B\0u\0k\0u\0b\0u\0k\0u\0_\00\00\0*guuuurgllle*\x0e\x05\x02\0\nBouquet, gid goo get dat?\x0e\x01\x04\x06\x03\0\x04\0\0\x01
talk17	\x0e\x03\x01\x02\x07\x01\x0e\x04\x02\x18\x16\0B\0u\0k\0u\0b\0u\0k\0u\0_\00\00\0{s[125]}Bello!{s[100]}
talk18	{s[125]}\x0e\x03\x01\x02\x07\x01\x0e\x04\x02\x18\x16\0B\0u\0k\0u\0b\0u\0k\0u\0_\00\00\0Ababa!{s[100]}
talk19	\x0e\x03\x01\x02\0\x01\x0e\x04\x02\x18\x16\0B\0u\0k\0u\0b\0u\0k\0u\0_\00\00\0I bid a \x0e\0\x03\x02\0\0tweshure\x0e\0\x03\x02ÿÿ binteen gear an ba\n\x0e\0\x03\x02\x02\0Bridge of Eldin\x0e\0\x03\x02ÿÿ!\n\nIz an abazing schtick! Beely bool!\n\n\n\x0e\x04\x02\x18\x16\0B\0u\0k\0u\0b\0u\0k\0u\0_\00\00\0If boo bind it...\x0e\x05\0\0\niz boars!
talk20	\x0e\x03\x01\x02\0\0\x0e\x04\x02\x18\x16\0B\0u\0k\0u\0b\0u\0k\0u\0_\00\00\0Bouquet, I'll dell boo one boar\nlime, zo glisten lup!
talk21	\x0e\x03\x01\x02\x0b\0Hey! Don't tell me that stick is...\x0e\x01\x04\x06\x05\0\x06\0\0\x01
talk22	\x0e\x03\x01\x02\x07\nHa!\x0e\x05\x02\0 I'm not telllllliiiing!
talk23	\x0e\x03\x01\x02\0\x01Hey!\x0e\x05\x02\0 You understood what I was sayin'\nin the hot spring, right?\x0e\x01\x04\x06\x01\0\x03\0\0\x01
talk24	{s[125]}\x0e\x03\x01\x02\n\x08Whaaaaa—! \x0e\x05\0\0Really?!{s[100]}\n\n\n\x0e\x03\x01\x02\x05\x01No...{s[080]}\x0e\x05\0\0 There's no way you understood...\x0e\x05\x02\0\nNo way at all...{s[100]}
talk25	\x0e\x03\x01\x02\x04\x17Oh! I guess so. \x0e\x05\0\0It's suspicious, though!\x0e\x05\0\0\nI can't help thinkin' that's the\n\x0e\0\x03\x02\x02\0drillshaft \x0e\0\x03\x02ÿÿI hid...
talk26	\x0e\x03\x01\x02\0\x01Mmhm. \x0e\x05\0\0Now that I get a good look at it,\x0e\x05\0\0\nthat's NOT the \x0e\0\x03\x02\x02\0drillshaft \x0e\0\x03\x02ÿÿI hid!\n\n\x0e\x03\x01\x02\x07\x01Thank goodness!
talk27	\x0e\x03\x01\x02\n\0That's the  \x0e\0\x03\x02\x02\0drillshaft \x0e\0\x03\x02ÿÿI hid!\n\n\n\x0e\x03\x01\x02\0\x01...Right? Actually, I need to get a better\nlook at it.\x0e\x05\x02\0 Show it to me! NOW!
talk28	{s[080]}\x0e\x03\x01\x02\0\x01There's no mistakin' it...\x0e\x05\0\0 There was definitely\na big noise...\n\nCould this person be...{s[100]}
talk29	\x0e\x03\x01\x02\0\0Mmhmmm...\x0e\x05\0\0 So you went and found the\n\x0e\0\x03\x02\x02\0drillshaft\x0e\0\x03\x02ÿÿ I hid.\n\n\x0e\x03\x01\x02\x01\x01Well, it looks like I lost this battle!\x0e\x05\x02\0\nYou can go ahead and keep that\n\x0e\0\x03\x02\x02\0drillshaft\x0e\0\x03\x02ÿÿ.\nThanks for talkin' to me!
talk30	\x0e\x03\x01\x02\x08\0What are ya doin'!\x0e\x05\x02\0 That's dangerous!
talk31	\x0e\x03\x01\x02\0\x01*gruuuuumble*
EventFlowMsg\Npc_Goron032.msbt
near00	♪
0000	How's the water?
0001	Um...sorry.
talk00	\x0e\x03\x01\x02\0\x06Who's there?! \x0e\x05\0\0Who's disturbing my\nmornin' bath?
talk01	\x0e\x03\x01\x02\0\x06Who's there?!
talk02	\x0e\x03\x01\x02\0\x06Who's there?!\x0e\x05\0\0 Who's disturbing\nmy bath?
talk03	\x0e\x03\x01\x02\0\x06Who's there?!\x0e\x05\0\0 You're ruinin'\nmy evening bath...
talk04	\x0e\x03\x01\x02\0\0Hmph. \x0e\x05\0\0A Hylian tourist, eh?\x0e\x01\x04\x06\0\0\x01\0\0\x01
talk05	\x0e\x03\x01\x02\0\0Hmph.
talk06	\x0e\x03\x01\x02\0\0Bah. Lukewarm.\n\n\nI'd like to relax in some reeeeally hot \nwater. A LOT hotter than this nonsense.
talk07	\x0e\x03\x01\x02\0\0But a Hylian like you\x0e\x05\0\0 should stay away\nfrom any place hotter than here.\n\nThat goes double for the area past the\n\x0e\0\x03\x02\0\0Bridge of Eldin\x0e\0\x03\x02ÿÿ.\x0e\x05\0\0 It's scorching there!
talk08	\x0e\x03\x01\x02\0\0By the way, I don't see many tourists like\nyou equipped to stand up to this heat.\x0e\x05\0\0\nI'm impressed!
talk09	\x0e\x03\x01\x02\0\x02...What is it?\x0e\x01\x04\x06\0\0\x01\0\0\x01
talk10	\x0e\x03\x01\x02\0\0Lukewarm.\n\n\nI'd like to find some reeeally hot water to\nrelax in...\x0e\x05\0\0but those fallin' rocks make it\nway too dangerous.
talk11	\x0e\x03\x01\x02\0\0It's rare to see a tourist like you\x0e\x05\0\0\nequipped to stand up to this heat.\n\nBy the way, \x0e\0\x03\x02\x02\0Rudania \x0e\0\x03\x02ÿÿhas settled down,\x0e\x05\0\0\nso feel free to take your time soakin'\nin the hot springs.
talk12	\x0e\x03\x01\x02\0\x04In any case, gettin' across the\n\x0e\0\x03\x02\0\0Bridge of Eldin\x0e\x05\0\0 \x0e\0\x03\x02ÿÿis impossible\nright now.\nThe \x0e\0\x03\x02\x02\0Boss\x0e\0\x03\x02ÿÿ probably raised \x0e\0\x03\x02\0\0the bridge\x0e\0\x03\x02ÿÿ to\nkeep\x0e\0\x03\x02\x02\0 Rudania\x0e\0\x03\x02ÿÿ from comin' over here.
talk13	\x0e\x03\x01\x02\0\x04Even still, don't you go near \x0e\0\x03\x02\x02\0Rudania\x0e\0\x03\x02ÿÿ.\nIf ya do, no matter how well prepared\nya are...\x0e\x05\0\0you'll be burned to ashes!
talk14	\x0e\x03\x01\x02\0\x04Never go near \x0e\0\x03\x02\x02\0Rudania\x0e\0\x03\x02ÿÿ. \x0e\x05\0\0Get too close\nand you'll be a pile of ashes before\nya know what hit ya!
EventFlowMsg\Npc_Goron033.msbt
near00	Raaaarghhhh!!!
near01	Zzz...zzz...
near02	Yaaaargh...
0000	What now?
0001	No, I'm good.
0002	I probably do.
0003	I'll buy it.
0004	Never mind.
talk00	\x0e\x03\x01\x02\x01\0{s[080]}\x0e\0\x03\x02\x02\0\x0e\0\x03\x02\x03\0All you need to do is cook one\x0e\0\x03\x02\x02\0 fireproof lizard\nwith monster parts\x0e\0\x03\x02ÿÿ\x0e\0\x03\x02\x03\0, fella...\x0e\0\x03\x02ÿÿ{s[100]}
talk01	\x0e\x03\x01\x02\x01\t\x0e\0\x03\x02\x03\0{s[080]}Heheh... It all worked out...{s[100]}\x0e\0\x03\x02ÿÿ\n\n\n\x0e\x03\x01\x02\x06\x01Er, nothin'!
talk02	\x0e\x03\x01\x02\x07\0Here's what I'll do, fella. Just for you,\nI'll sell ya that \x0e\0\x03\x02\x02\0fireproof elixir\x0e\0\x03\x02ÿÿ at a\nspecial price of only \x0e\0\x03\x02\0\060 rupees\x0e\0\x03\x02ÿÿ!\x0e\x01\x04\x06\x03\0\x04\0\0\x01
talk03	\x0e\x03\x01\x02\x0b\0Whaa—?! \x0e\x05\0\0You don't have enough rupees!\n\n\n\x0e\x03\x01\x02\0\0Hm... \x0e\x05\0\0Times are tough, aren't they?
talk04	\x0e\x03\x01\x02\x07\0A sale! I actually made a sale!!\x0e\x05\0\0\nHere ya go, brother!
talk05	\x0e\x03\x01\x02\0\0A \x0e\0\x03\x02\x02\0Hylian\x0e\0\x03\x02ÿÿ like you will need more\nthan that!\x0e\x05\0\0 A \x0e\0\x03\x02\x02\0fireproof elixir\x0e\0\x03\x02ÿÿ will\ncost ya \x0e\0\x03\x02\0\060 rupees\x0e\0\x03\x02ÿÿ.\x0e\x01\x04\x06\x03\0\x04\0\0\x01
talk06	\x0e\x03\x01\x02\0\0Huh? Your pouch is full!\x0e\x05\0\0\nMake some room and come back.
talk07	\x0e\x03\x01\x02\x07\0Hey, fella! Buy somethin'!\x0e\x01\x04\x06\0\0\x01\0\0\x01
talk08	\x0e\x03\x01\x02\x03\x10A \x0e\0\x03\x02\x02\0Hylian\x0e\0\x03\x02ÿÿ like you needs this, right?\x0e\x05\x02\0\nIt's a \x0e\0\x03\x02\x02\0fireproof elixir\x0e\0\x03\x02ÿÿ!\x0e\x01\x04\x06\x02\0\x01\0\0\x01
talk09	\x0e\x03\x01\x02\x08\0Well, don't come cryin' to me when\nyou're on fire, fella!
talk10	\x0e\x03\x01\x02\x06\0Need a \x0e\0\x03\x02\x02\0fireproof elixir\x0e\0\x03\x02ÿÿ?\nYou do, yeah?\x0e\x01\x04\x06\x02\0\x01\0\0\x01
talk11	{s[080]}\x0e\x03\x01\x02\t\0Hmm hm hmmmm...{s[100]}\n\n\n\x0e\x03\x01\x02\0\0Whoa! \x0e\x05\0\0An actual customer?!
talk12	\x0e\x03\x01\x02\x08\0Then why'd you wake me up?!\nSheesh!
talk13	\x0e\x03\x01\x02\x01\x04See ya later!
talk14	\x0e\x03\x01\x02\x07\0Here ya go!
talk15	\x0e\x03\x01\x02\x06\0Hey, it's the Hylian!\n\n\nI know \x0e\0\x03\x02\x02\0Rudania \x0e\0\x03\x02ÿÿhas chilled out, but the\ntemperature here is still burnin' hot!\n\nIf ya get too hot, try some good ol'\n\x0e\0\x03\x02\x02\0fireproof elixir\x0e\0\x03\x02ÿÿ, OK?\x0e\x05\x01\0 Speakin' of...\nNeed some?\x0e\x01\x04\x06\x02\0\x01\0\0\x01
EventFlowMsg\Npc_Goron109.msbt
Talk00	\x0e\x04\x01\x02\x18ÍDig, dig, dig! All's I wanna do is dig!\nYou hear dat, world? I won't stop 'til\nI find more! Make me filthy rich!
Talk01	\x0e\x03\x01\x02\x07\x01As you can see, things are goin' great!\n\n\n\x0e\x03\x01\x02\0\0And it's not just the \x0e\0\x03\x02\0\0secret of the hero\x0e\0\x03\x02ÿÿ,\nbut also the secret musings of the hero,\nand the secret moments of the hero too!\n\x0e\x04\x01\x02\x07ÍIf it can be dug up, I'll dig it up!\nJust watch!
Talk02	\x0e\x03\x01\x02\0\0What's up? You want me to dig up\nyour secrets too?\n\n\x0e\x03\x01\x02\t\0Impossible! Delicate things like that are\nbound to get broken!
Talk03	\x0e\x04\x01\x02\x1fÍI sure am tired from all this diggin'...
Talk04	\x0e\x03\x01\x02\0\0It's not just the \x0e\0\x03\x02\0\0secret of the hero\x0e\0\x03\x02ÿÿ either,\nbut also the secret musings of the hero,\nand the secret moments of the hero too!\n\x0e\x04\x01\x02\x07ÍIf it can be dug up, I'll dig it up!\nJust watch!
Near00	Hrnggggghhh...
EventFlowMsg\Npc_Goron110.msbt
Talk00	\x0e\x03\x01\x02\x07\0Oh! You! You're the one who helped my\nlittle brother!\x0e\x01\x05\x08\0\0\x01\0\x02\0\0\x02
0000	Your brother?
0001	How's the shoulder?
0002	You're welcome.
Talk01	\x0e\x03\x01\x02\0\0Even though we all thought it was just\na child's fairy tale, my brother actually\ndug up the \x0e\0\x03\x02\0\0secret of the hero\x0e\0\x03\x02ÿÿ.\n\x0e\x03\x01\x02\x07\0Now he's so into digging, he'll pretty\nmuch dig anywhere, anytime.\n\nI'm proud, but I'm also his big brother.\nI can't let him beat me! I'll have to stop\nskippin' leg day and train harder!\n\x0e\x03\x01\x02\x0b\0As a fellow Goron, of course I'm\nthrilled about it...\n\n\x0e\x03\x01\x02\t\0But as a brother, I'm mostly just worried\nour house is gonna get all dug up\nbetween the two of us...
Talk02	\x0e\x03\x01\x02\x0b\x01My shoulder? Huh?\x0e\x05\x01\0\n...Ah! That's right!\n\n\x0e\x03\x01\x02\0\0Well, the shock of seeing the \x0e\0\x03\x02\0\0secret of\nthe hero\x0e\0\x03\x02ÿÿ dug up totally cured me!\n\n\x0e\x03\x01\x02\x07\0The\x0e\0\x03\x02\0\0 secret of the hero \x0e\0\x03\x02ÿÿis amazing!\nUnbelievable!\x0e\0\x03\x02\0\0\x0e\0\x03\x02ÿÿ\n\n{s[080]}\x0e\x03\x01\x02\0\0Although, it looks just like the shrine we have\nnear the city...{s[100]}
Talk03	\x0e\x03\x01\x02\0\0I'll never forget the debt I owe you for\nall this, brother. Not in my entire life!\n\nWe'll pass down stories about it.\nNot just of the \x0e\0\x03\x02\0\0secret of the hero\x0e\0\x03\x02ÿÿ,\nbut of you too!
Talk10	\x0e\x03\x01\x02\t\0I'm happy to see my little brother so\nmotivated and all, but...\n\nI'm worried he's gonna end up digging\nthe house to pieces!
Talk30	Hrnghhh... Grrrghh...
Near00	Hrnghhh...
EventFlowMsg\Npc_Goron_Camp001.msbt
Talk_50	{s[125]}\x0e\x03\x01\x02\x08\0PUMP IT UP, BROTHER!\x0e\0\x04\0\x0e\x03\x01\x02\x02\x01{s[100]}Ya did a good job stayin' strong during\nmy \x0e\0\x03\x02\0\0contest of ultimate endurance\x0e\0\x03\x02ÿÿ!\n\nIn fact, I devised the perfect training\nprogram to help take your strength\nto the next level!\nI'll be waitin' for ya to take the \x0e\0\x03\x02\0\0Gut\nCheck Challenge\x0e\0\x03\x02ÿÿ. You'll find it to the\nnorth of \x0e\0\x03\x02\x02\0Death Mountain\x0e\0\x03\x02ÿÿ, brother.
Talk_60	{s[125]}\x0e\x03\x01\x02\x08\0PUMP IT UP, BROTHER!\x0e\0\x04\0\x0e\x03\x01\x02\x02\x01{s[100]}Aren't ya forgettin' somethin' way\nmore important than chitchat?!\n\n{s[125]}Go and take the \x0e\0\x03\x02\0\0Gut Check\nChallenge\x0e\0\x03\x02ÿÿ already!{s[100]}
Talk_70	{s[125]}\x0e\x03\x01\x02\x08\0PUMP IT UP, BROTHER!\x0e\0\x04\0\x0e\x03\x01\x02\x02\x01{s[100]}Ah, it's the fourth Goron Blood Brother!\nHe who beat the \x0e\0\x03\x02\0\0Gut Check Challenge\x0e\0\x03\x02ÿÿ\nand the \x0e\0\x03\x02\0\0contest of ultimate endurance\x0e\0\x03\x02ÿÿ!\nThat's why I'm preparin' somethin'\nworthy of a Goron brother like you.\nI call it...\x0e\0\x03\x02\0\0Super Gut Check Challenge\x0e\0\x03\x02ÿÿ!\n{s[125]}The more gains the merrier,\nbrother!{s[100]}
EventFlowMsg\Npc_Goron_Camp002.msbt
Talk_00	\x0e\x03\x01\x02\x08\0{s[125]}FEEL THE BURN, BLOOD BRO!\x0e\0\x04\0\x0e\x03\x01\x02\x02\x01{s[100]}If ya cleared my older bro's training...\nyou must be pretty impressive!
Talk_50	\x0e\x03\x01\x02\x08\0{s[125]}FEEL THE BURN, BROTHER!\x0e\0\x04\0\x0e\x03\x01\x02\x02\x01{s[100]}You're the main man who has more\nendurance than us Gorons! But are\nya confident in your brute strength?!\nI hope so, because we've prepared the\nperfect chance to show off your skills!\n\nBrother can fill ya in on where it is.\nOnce he does, head there pronto,\nbrother!
Talk_60	\x0e\x03\x01\x02\x08\0{s[125]}FEEL THE BURN, BROTHER!\x0e\0\x04\0\x0e\x03\x01\x02\x02\x01{s[100]}I knew you'd come here without beatin'\nthe \x0e\0\x03\x02\0\0Gut Check Challenge\x0e\0\x03\x02ÿÿ, so I've been\nlyin' in wait for ya!\nNow then! Stop bein' a tiny coward!\nHurry over to the \x0e\0\x03\x02\0\0Gut Check Challenge\x0e\0\x03\x02ÿÿ\nand conquer that summit, brother!
Talk_61	\x0e\x03\x01\x02\x08\0{s[125]}FEEL THE BURN, BROTHER!\x0e\0\x04\0\x0e\x03\x01\x02\x02\x01{s[100]}Wanna know how we got here?\x0e\0\x04\0{s[125]}Pure. Fighting. Spirit.\nThat's how!{s[100]}
Talk_70	\x0e\x03\x01\x02\x08\0{s[125]}FEEL THE BURN, BROTHER!\x0e\0\x04\0\x0e\x03\x01\x02\x02\x01{s[100]}You are a Goron among Hylians,\nas recognized by the three\nGoron Blood Brothers!\nBut I'm continuing my endurance training\nevery day to make sure I never lose to\nyou again!
EventFlowMsg\Npc_Goron_Camp003.msbt
Talk_00	\x0e\x03\x01\x02\x03+{s[080]}So sweaty...\x0e\x05\0\0 Brother...{s[100]}\n\n\nYou really are somethin' else...\nI gotta try harder... A lot harder...
