AbilityList.msbt
$TownAbilityListAttackText	攻擊力
Msg_KnowledgeTopic_UsedAbilityPlusMetaKnight	現在流行的是{color[ff4d2fff]}{[0309|0000]}{color[000000ff]}！\n這是全世界最受歡迎的能力。{[0004]}嗯……我看看，{color[ff4d2fff]}{[1400]}{[0309|0000]}{color[000000ff]}的設計圖\n似乎可以透過{color[ff4d2fff]}競技場報酬{color[000000ff]}來獲得！
Msg_KnowledgeTopic_UsedAbilityPlusMorphoKnight	現在流行的是{color[ff4d2fff]}{[0309|0000]}{color[000000ff]}！\n這是全世界最受歡迎的能力。{[0004]}嗯……我看看，{color[ff4d2fff]}{[1400]}{[0309|0000]}{color[000000ff]}的設計圖\n似乎就在{color[ff4d2fff]}被遺忘的‧陸地{color[000000ff]}！
Msg_KnowledgeTopic_UsedAbilityPlusDedede	現在流行的是{color[ff4d2fff]}{[0309|0000]}{color[000000ff]}！\n這是全世界最受歡迎的能力。{[0004]}嗯……我看看，{color[ff4d2fff]}{[1400]}{[0309|0000]}{color[000000ff]}的設計圖\n似乎就在{color[ff4d2fff]}小鎮裡的帝帝帝大王{color[000000ff]}手上喔！
Msg_KnowledgeTopic_DefeatBossTime	{color[ff4d2fff]}{[030d]}{color[000000ff]}的全世界\n最快擊破時間是{color[ff4d2fff]}{[0304]}{color[000000ff]}！\n似乎是使用{color[ff4d2fff]}{[0309|0000]}{color[000000ff]}打倒的喔。
Msg_KnowledgeTopic_DefeatBossTime_Strengthened	{color[ff4d2fff]}{[030d]}{color[000000ff]}的全世界\n最快擊破時間是{color[ff4d2fff]}{[0304]}{color[000000ff]}！\n似乎是使用{color[ff4d2fff]}{[0309|0000]}{[0107|0000]}{[0301|0000]}{color[000000ff]}打倒的喔。
Msg_KnowledgeTopic_DefeatBossTime_MaxStrengthened	{color[ff4d2fff]}{[030d]}{color[000000ff]}的全世界\n最快擊破時間是{color[ff4d2fff]}{[0304]}{color[000000ff]}！\n似乎是使用{color[ff4d2fff]}{[0309|0000]}{[0107|0000]}{[010a|0300]}{color[000000ff]}打倒的喔。
Msg_KnowledgeTopic_DefeatBossTimeUnknown	{color[ff4d2fff]}{[030d]}{color[000000ff]}的全世界\n最快擊破時間是{color[ff4d2fff]}{[0304]}{color[000000ff]}！\n似乎是使用你還未見識過的複製能力打倒的喔。
Msg_KnowledgeTopic_PopularFoodShopItem	在瓦豆魯迪咖啡店中\n最受歡迎的餐點是{color[ff4d2fff]}{[0315]}{color[000000ff]}！\n至今為止已經獲得了{color[ff4d2fff]}{[0301|0000]}次{color[000000ff]}點餐。
Msg_KnowledgeTopic_CafeMenuSalesCount	{[0315]}很好吃對吧！\n至今為止似乎已經被吃掉{color[ff4d2fff]}{[0301|0000]}份{color[000000ff]}了喔！
Msg_KnowledgeTopic_LastPlayedSubgameCarRace	{color[ff4d2fff]}{[030f]}{color[000000ff]}最終賽道\n本週的世界記錄是{color[ff4d2fff]}{[0305]}{color[000000ff]}喔！
Msg_KnowledgeTopic_LastPlayedSubgameMgameFood	{[0319]}\n本週的世界記錄是{color[ff4d2fff]}{[0301|0000]}{color[000000ff]}！\n似乎完成了多達{color[ff4d2fff]}{[0301|0100]}人{color[000000ff]}的點餐喔。
Msg_KnowledgeTopic_LastPlayedSubgameMgameFish	{color[ff4d2fff]}緊張刺激！剎那間的釣魚池\n{color[000000ff]}本週的世界記錄是{color[ff4d2fff]}{[0301|0000]}g{color[000000ff]}！
Msg_KnowledgeTopic_LastPlayedSubgameMgameBall	{color[ff4d2fff]}滾啊滾啊！滾球卡比{[031a]}{color[000000ff]}\n本週的全世界最佳過關時間是{color[ff4d2fff]}{[0304]}{color[000000ff]}喔！
Msg_KnowledgeTopic_ArenaClearTimeSoloNoItem	在狂野模式中未使用\n威力提升道具或amiibo等物品，\n一人挑戰{color[ff4d2fff]}{[0312]}{color[000000ff]}的世界記錄……{[0004]}好像是{color[ff4d2fff]}{[0304]}{color[000000ff]}喔！\n似乎是使用{color[ff4d2fff]}{[0309|0000]}{color[000000ff]}達成的記錄。
Msg_KnowledgeTopic_ArenaClearTimeSoloNoItem_Strengthened	在狂野模式中未使用\n威力提升道具或amiibo等物品，\n一人挑戰{color[ff4d2fff]}{[0312]}{color[000000ff]}的世界記錄……{[0004]}好像是{color[ff4d2fff]}{[0304]}{color[000000ff]}喔！\n似乎是使用{color[ff4d2fff]}{[0309|0000]}{[0107|0000]}{[0301|0000]}{color[000000ff]}達成的記錄。
Msg_KnowledgeTopic_ArenaClearTimeSoloNoItem_MaxStrengthened	在狂野模式中未使用\n威力提升道具或amiibo等物品，\n一人挑戰{color[ff4d2fff]}{[0312]}{color[000000ff]}的世界記錄……{[0004]}好像是{color[ff4d2fff]}{[0304]}{color[000000ff]}喔！\n似乎是使用{color[ff4d2fff]}{[0309|0000]}{[0107|0000]}{[010a|0300]}{color[000000ff]}達成的記錄。
Msg_KnowledgeTopic_ArenaClearTimeSoloNoItemUnknown	在狂野模式中未使用\n威力提升道具或amiibo等物品，\n一人挑戰{color[ff4d2fff]}{[0312]}{color[000000ff]}的世界記錄……{[0004]}好像是{color[ff4d2fff]}{[0304]}{color[000000ff]}喔！\n似乎是使用未知的複製能力達成的記錄。
Msg_KnowledgeTopic_ArenaClearTimeMultiNoItem	在狂野模式中未使用\n威力提升道具或amiibo等物品，\n兩人挑戰{color[ff4d2fff]}{[0312]}{color[000000ff]}的世界記錄……{[0004]}好像是{color[ff4d2fff]}{[0304]}{color[000000ff]}喔！\n似乎是使用{color[ff4d2fff]}{[0309|0000]}{color[000000ff]}達成的記錄。
Msg_KnowledgeTopic_ArenaClearTimeMultiNoItem_Strengthened	在狂野模式中未使用\n威力提升道具或amiibo等物品，\n兩人挑戰{color[ff4d2fff]}{[0312]}{color[000000ff]}的世界記錄……{[0004]}好像是{color[ff4d2fff]}{[0304]}{color[000000ff]}喔！\n似乎是使用{color[ff4d2fff]}{[0309|0000]}{[0107|0000]}{[0301|0000]}{color[000000ff]}達成的記錄。
Msg_KnowledgeTopic_ArenaClearTimeMultiNoItem_MaxStrengthened	在狂野模式中未使用\n威力提升道具或amiibo等物品，\n兩人挑戰{color[ff4d2fff]}{[0312]}{color[000000ff]}的世界記錄……{[0004]}好像是{color[ff4d2fff]}{[0304]}{color[000000ff]}喔！\n似乎是使用{color[ff4d2fff]}{[0309|0000]}{[0107|0000]}{[010a|0300]}{color[000000ff]}達成的記錄。
Msg_KnowledgeTopic_ArenaClearTimeMultiNoItemUnknown	在狂野模式中未使用\n威力提升道具或amiibo等物品，\n兩人挑戰{color[ff4d2fff]}{[0312]}{color[000000ff]}的世界記錄……{[0004]}好像是{color[ff4d2fff]}{[0304]}{color[000000ff]}喔！\n似乎是使用未知的複製能力達成的記錄。
Msg_KnowledgeTopic_CoinStarCount	目前為止所獲得的{[0100|8000]}{color[ff4d2fff]}硬幣星{color[000000ff]}，\n一共是{[0100|8000]}{color[ff4d2fff]}{[0301|0000]}枚{color[000000ff]}！{[0004]}全世界所收集到的數量總計為\n{color[ff4d2fff]}{[0301|0100]}枚{[0100|8000]}{color[000000ff]}喔！
Msg_KnowledgeTopic_CoinStarCountLocal	目前為止所獲得的{[0100|8000]}{color[ff4d2fff]}硬幣星{color[000000ff]}，\n一共是{color[ff4d2fff]}{[0301|0000]}枚{color[000000ff]}{[0100|8000]}！
Msg_KnowledgeTopic_RescuedWaddleDeeCount	目前為止所{color[ff4d2fff]}拯救的瓦豆魯迪{color[000000ff]}一共是{color[ff4d2fff]}{[0301|0000]}人{color[000000ff]}！\n全世界總計拯救了{color[ff4d2fff]}{[0301|0100]}人{color[000000ff]}。
Msg_KnowledgeTopic_RescuedWaddleDeeCountLocal	目前為止所{color[ff4d2fff]}拯救的瓦豆魯迪{color[000000ff]}一共是{color[ff4d2fff]}{[0301|0000]}人{color[000000ff]}！
Msg_KnowledgeTopic_DefeatedEnemyCount	目前為止已經教訓過{color[ff4d2fff]}{[0301|0000]}隻加魯魯菲{color[000000ff]}！\n全世界教訓過的數量總計為{color[ff4d2fff]}{[0301|0100]}隻{color[000000ff]}喔。
Msg_KnowledgeTopic_DefeatedEnemyCountLocal	原來如此，原來是這樣！\n目前為止似乎已經教訓過\n{color[ff4d2fff]}{[0301|0000]}隻加魯魯菲{color[000000ff]}了喔。
Msg_KnowledgeTopic_PoppedFlowerCount	目前為止已經在冒險中\n使{color[ff4d2fff]}{[0301|0000]}朵波普之花{color[000000ff]}盛開了喔！\n全世界似乎盛開了總計{color[ff4d2fff]}{[0301|0100]}朵{color[000000ff]}。
Msg_KnowledgeTopic_PoppedFlowerCountLocal	目前為止似乎已經在冒險中\n使{color[ff4d2fff]}{[0301|0000]}朵波普之花{color[000000ff]}盛開了喔！
Msg_KnowledgeTopic_InhaledObjectCount	目前為止已經在冒險中\n{color[ff4d2fff]}吸入了{[0301|0000]}次物品{color[000000ff]}！\n全世界的旅行者似乎總計吸入了{color[ff4d2fff]}{[0301|0100]}次{color[000000ff]}。
Msg_KnowledgeTopic_InhaledObjectCountLocal	卡比，你目前為止似乎已經\n{color[ff4d2fff]}吸入{[0301|0000]}次物品{color[000000ff]}了喔！
Msg_KnowledgeTopic_TipsGuard	只要按下{color[ff4d2fff]}{[0409|6000]}或{[040a|6100]}{color[000000ff]}，\n就能透過防禦減少敵人造成的傷害！
Msg_KnowledgeTopic_TipsSliding	只要朝小鎮上的瓦豆魯迪\n按下{color[ff4d2fff]}{[041d|a400]}或{[041c|a300]}{color[000000ff]}來打招呼，\n他們似乎也會有所回應喔！
Msg_KnowledgeTopic_TipsDodge	只要在難易度設定中將模式調整為{color[ff4d2fff]}春風模式{color[000000ff]}，\n卡比的體力就會增加，\n寶藏之路的剩餘時間也會更多喔！
Msg_KnowledgeTopic_TipsPose	只要在難易度設定中將模式調整為{color[ff4d2fff]}狂野模式{color[000000ff]}，\n關卡內的敵人就會增加，也更能享受動作遊戲樂趣，\n在過關獎勵中還可獲得{[0100|8000]}硬幣星喔！
Msg_KnowledgeTopic_TipsZoom	{color[ff4d2fff]}長按{[0420|f300]}{color[000000ff]}就能\n稍微縮放畫面喔！
Msg_KnowledgeWaddleDee_Bye	如果之後還想再聽我說各種資訊，\n歡迎隨時來找我唷！
Msg_KnowledgeWaddleDee_ByeNoConnectSetting	只要{color[ff4d2fff]}連接網路{color[000000ff]}，我能告訴你的資訊也會增加喔！\n下次再來聽我說說吧！
Msg_KnowledgeWaddleDee_GiveFigure	{[1401]}卡比，\n{[1801]}你真的是{[1802]}很喜歡搜集資訊呢！{[0004]}這個{color[ff4d2fff]}特別的模型{color[000000ff]}就送給\n求知慾旺盛的你了！\n請收下吧！
Msg_ArenaClerk_WelcomeFirst_01	歡迎～！歡迎～！\n這裡是{color[ff4d2fff]}競技場{color[000000ff]}的{color[ff4d2fff]}接待處{color[000000ff]}！
Msg_ArenaClerk_WelcomeFirst_02	你可以在這裡和各個不斷來襲的魔王展開\n令人熱血沸騰的戰鬥，{color[ff4d2fff]}享受戰鬥的樂趣{color[000000ff]}！{[0004]}只要能一路成功連勝到最後，\n就能獲得豪華的{color[ff4d2fff]}報酬{color[000000ff]}喔～！
Msg_ArenaClerk_WelcomeFirst_03	沒想到居然連{color[ff4d2fff]}魅塔騎士{color[000000ff]}\n也悄悄來到這個世界了！{[0004]}據說他會為了修練\n而來參加這場大會！（心跳加速……）
Msg_ArenaClerk_WelcomeFirst_04	來來來！\n要不要馬上參加大會試試呢？
Msg_ArenaClerk_Welcome	歡迎來到競技場～！\n來，大會請由此參加！
Msg_ArenaClerk_GoodbyEntry	如果之後還想來參加，\n就麻煩你從這邊的接待處參加囉！
Msg_ArenaClerk_Entered	已參加{color[ff4d2fff]}{[0312]}{color[000000ff]}。\n期待能看到令人熱血沸騰的戰鬥～！
Msg_ArenaClerk_FirstEntered	{color[ff4d2fff]}入場大門{color[000000ff]}在那邊。\n完成應戰準備後，請從那裡進場！
Msg_ArenaClerk_CheckEntryDissolve	哎呀，要取消參加大會嗎？
Msg_ArenaClerk_KeepEntry	{[1400]}完成應戰準備後，\n請從{color[ff4d2fff]}入場大門{color[000000ff]}那裡進場！
Msg_ArenaClerk_DissolvedEntry	已取消參加。\n歡迎下次再來～！
Msg_ArenaClerk_DissolvedAndCheckEntry	已取消參加。\n要參加其他大會嗎～？
Msg_ArenaClerk_EnteredBossBattleExtraFirst	{[1403]}{[1801]}看來卡比選手……{[1802]}\n決定要參加{color[ff4d2fff]}{[0312]}{color[000000ff]}了呢……{[0004]}{color[ff4d2fff]}The 終極盃Z{color[000000ff]}將會在不同於\n這裡的另一個空間舉行，\n卡比選手也將和非常厲害的對手們戰鬥……！{[0004]}雖然我沒辦法前往那個空間\n進行實況播報……{[0004]}但我相信拯救了這個世界的卡比選手，\n最後一定能大獲全勝的！！
Msg_ArenaClerk_EnteredBossBattleExtra	卡比選手參加了{color[ff4d2fff]}{[0312]}{color[000000ff]}。\n{[1402]}戰鬥將會在十分危險的地方展開……{[0004]}由於是在不同於這裡的另一個空間戰鬥，\n所以我無法為卡比選手的英姿進行實況播報……{[0004]}不過我會在休息室幫忙加油的！\n祝卡比選手旗開得勝！
Msg_ArenaClerk_GetReward	卡比，恭喜你！\n這是本次的{color[ff4d2fff]}報酬{color[000000ff]}！
Msg_ArenaClerk_GetRewardPrev	{[1801]}卡比！{[1802]}\n你還沒領取上次的{color[ff4d2fff]}報酬{color[000000ff]}喔～\n來，請收下！
Msg_ArenaClerk_GetFigure	{[1800]}{[1401]}卡比選手，你終於成功了！\n你獲得所有大賽的優勝了喔～！{[0004]}{[1400]}為此我準備了禮物要送給……\n如此出色又無敵的卡比選手！{[0004]}請收下這個{color[ff4d2fff]}特別的禮物{color[000000ff]}～！\n也希望你會喜歡。
Msg_PharmacyClerk_WelcomeFirst_00	這裡是{color[ff4d2fff]}瓦豆魯迪道具店{color[000000ff]}，\n你可以買到各種為冒險提供支援的道具！{[0004]}本店甚至還有販賣{color[ff4d2fff]}能夠暫時提升{color[000000ff]}\n卡比{color[ff4d2fff]}威力的道具{color[000000ff]}。\n
Msg_PharmacyClerk_WelcomeFirst_01	同一種威力提升道具可以{color[ff4d2fff]}疊加使用{color[000000ff]}，\n而且不同種類的威力提升道具\n也可以{color[ff4d2fff]}同時使用{color[000000ff]}喔。{[0004]}但是請注意一次所能持有的\n道具數量{color[ff4d2fff]}最多只有1個{color[000000ff]}。\n
Msg_PharmacyClerk_WelcomeFirst_02	卡比！\n要不要現在就來買點什麼呢？
Msg_PharmacyClerk_Welcome	歡迎光臨！\n這裡是為冒險提供支援的瓦豆魯迪道具店！
Msg_PharmacyClerk_AskBuying	{color[ff4d2fff]}{[0316]}{color[000000ff]}的價格是{color[ff4d2fff]}{[0301|0000]}{color[000000ff]}枚{[0100|8000]}。
Msg_PharmacyClerk_Thanks	之後如果需要支援，\n也歡迎隨時再度光臨！
Msg_PharmacyClerk_PointStarShortage	不好意思……\n你的{[0100|8000]}硬幣星{color[ff4d2fff]}似乎不夠{color[000000ff]}呢。
Msg_PharmacyClerk_ThanksTakeOut	謝謝惠顧！\n只要{color[ff4d2fff]}長按{[0702|0200]}{color[000000ff]}，\n隨時都能使用庫存的威力提升道具喔！
Msg_PharmacyClerk_GiveFigure	{[1800]}卡比！可以打擾你一下嗎？{[0004]}{[1400]}其實我們為了常來光顧的卡比\n準備了一個{color[ff4d2fff]}特別的模型{color[000000ff]}！\n不嫌棄的話，請收下這個！！
Msg_MgameBallClerk_FirstDemo1	{[1800]}來來來，這裡可以遊玩有趣的新遊戲——\n{color[ff4d2fff]}滾啊滾啊！滾球卡比{color[000000ff]}喔～！{[0004]}卡比，如果有時間的話，\n你也來玩玩看再走吧～！
Msg_MgameBallClerk_FirstDemo2	請先站在滾球卡比前，\n按下{color[ff4d2fff]}{[0400|0000]}{color[000000ff]}來玩玩看吧！
Msg_MgameBallClerk_HowToPlay	只要到想挑戰的滾球卡比的前面按下{color[ff4d2fff]}{[0400|0000]}{color[000000ff]}\n就可以開始玩囉！
Msg_MgameBallClerk_Tips	遊玩時的重點在於\n一開始先按下{color[ff4d2fff]}{[0403|0300]}重置傾斜度{color[000000ff]}，\n修正滾球卡比的傾斜度之後再開始玩！
Msg_MgameBallClerk_ModeIntroduction	{[1401]}你注意到了嗎？\n其實滾球上畫著\n卡比的臉喔！
Msg_MgameBallClerk_StageUnlock	{[1401]}卡比，你玩得真好！\n我已經準備好{color[ff4d2fff]}新的難易度{color[000000ff]}了。\n請一定要來玩玩看喔～！
Msg_MgameBallClerk_ModeUnlock_00	{[1403]}真不愧是卡比！\n居然{color[ff4d2fff]}過關{color[000000ff]}了{color[ff4d2fff]}所有難易度{color[000000ff]}！{[0004]}既然卡比這麼厲害，\n我也要特別對你發出{[1801]}{color[ff4d2fff]}挑戰書{color[000000ff]}{[1802]}了！
Msg_MgameBallClerk_ModeUnlock_01	我製作了更～加困難的\n{color[ff4d2fff]}激難{color[000000ff]}滾球卡比！{[0004]}只要按下{color[ff4d2fff]}{[0400|0000]}{color[000000ff]}查看滾球卡比就能遊玩激難模式，\n請一定要來玩玩看。{[0004]}也可以在選單畫面中按下{color[ff4d2fff]}{[0402|0200]}{color[000000ff]}，\n切換為目前其他難度較低的模式\n進行遊玩喔！
Msg_MgameBallClerk_ModeUnlock_02	{[1401]}除此之外！\n我還有獎品想送給\n努力不懈的卡比！{[0004]}作為可以遊玩新的激難模式的紀念，\n這個{color[ff4d2fff]}特別的模型{color[000000ff]}就送給你了！\n請收下吧！
Msg_MgameBallClerk_GiveFigure	{[1403]}怎麼可能！？\n你竟然{color[ff4d2fff]}過關{color[000000ff]}了{color[ff4d2fff]}所有激難關卡{color[000000ff]}……{[0004]}{[1800]}{[1401]}真是太令人佩服了！！\n看來對於有實力在世界各地冒險的卡比來說，\n這點難度或許太簡單了也說不定。{[0004]}那麼這個{[0101|8100]}{color[ff4d2fff]}稀有石{color[000000ff]}就送給你，\n當作是成功過關所有\n激難關卡的獎品吧！
Msg_BossLion_DemoAppear_00	{[1a00|03cd]}{[1400]}很美麗吧……\n粉紅色的不速之客。
Msg_BossLion_DemoAppear_01	{[1400]}不過，\n這位大人目前的狀態還不完整……\n因為他失去了{color[ff4d2fff]}另一半的自己{color[000000ff]}。{[0004]}{[1400]}過去居住在這片土地上的眾人\n曾獲得這位大人賜予的{color[ff4d2fff]}奇蹟之力{color[000000ff]}……{[0004]}{[1400]}並使用那種力量飛往了\n遙遠的夢之大地。
Msg_BossLion_DemoAppear_02	{[1400]}如果這位大人可以\n恢復他完整的姿態……{[0004]}{[1400]}被遺留在這{color[ff4d2fff]}被遺忘的陸地{color[000000ff]}的我們\n應該也能被授予奇蹟之力吧。{[0004]}{[1400]}現在……\n這個時刻終於到來了！
Msg_BossLion_DemoAppear_03	{[1a02|03cd]}沒錯，這個小傢伙……\n就是這位大人遺失的另一半！{[0004]}這下子……\n這位大人終於能恢復成{color[ff4d2fff]}完整的姿態{color[000000ff]}了。
Msg_BossLion_DemoAppear_04	{[1a00|04cd]}若想妨礙我完成長久以來的宿願，\n那麼現在就在此……
Msg_BossLion_DemoAppear_05	{[1a03|00cd]}\n\n{[1801]}{color[ff4d2fff]}{size[b400]}{[1500|3000]}成為野獸們的食糧吧！！{size[6400]}{color[000000ff]}{[1802]}
Msg_BossChimera_DemoAppear_00	可惡……\n那到底……是什麼……？
Msg_BossChimera_DemoAppear_01	雖然我從無數的空間中\n將派得上用場的東西都拉來這裡了……\n但沒想到還混進了這種礙事的傢伙……{[0004]}{[1404]}哼，也罷……\n如今……我也懶得思考對策了……
Msg_BossChimera_DemoAppear_02	\n\n{size[8200]}{[1500|3a00]}將一切都吞噬殆盡吧……！{size[6400]}
Msg_BossChimeraPerfect_DemoDisappear_00	{[1902|01cd]}那股力量太驚人了！\n他怎麼還會有這麼龐大的力量……？
Msg_BossChimeraPerfect_DemoDisappear_01	卡比，怎麼了嗎！？
Msg_BossChimeraPerfect_DemoDisappear_02	什麼！？你說……{[0004]}那就是卡比你們的星球──{color[ff4d2fff]}波普之星{color[000000ff]}嗎！？
Msg_BossChimeraPerfect_DemoDisappear_03	沒想到……\n他居然把波普之星都吸過來了，\n難道他想讓波普之星{color[ff4d2fff]}撞上{color[000000ff]}這個世界嗎！？
Msg_BossChimeraPerfect_DemoDisappear_04	{[1907|01cd]}得趕快阻止這一切才行！\n可是、可是……要怎麼做才能……？
Msg_TownStreetLiveGiveFigure	{[1401]}{[1901|03cd]}太好了，卡比！\n豆魯迪士的團員為了感謝你一直以來的支持，\n送了{color[ff4d2fff]}特別的模型{color[000000ff]}給你喔！
