AbilityList.msbt
$TownAbilityListAttackText	攻击力
Msg_KnowledgeTopic_UsedAbilityPlusDedede	现在流行的是{color[ff4d2fff]}{[0309|0000]}{color[000000ff]}！\n这是全世界最受欢迎的能力。{[0004]}嗯……我看看，{color[ff4d2fff]}{[1400]}{[0309|0000]}{color[000000ff]}的设计图\n似乎就在{color[ff4d2fff]}小镇里的帝帝帝大王{color[000000ff]}手上哦！
Msg_KnowledgeTopic_DefeatBossTime	{color[ff4d2fff]}{[030d]}{color[000000ff]}的全世界\n最快击败时间是{color[ff4d2fff]}{[0304]}{color[000000ff]}！\n似乎是使用{color[ff4d2fff]}{[0309|0000]}{color[000000ff]}打倒的哦。
Msg_KnowledgeTopic_DefeatBossTime_Strengthened	{color[ff4d2fff]}{[030d]}{color[000000ff]}的全世界\n最快击败时间是{color[ff4d2fff]}{[0304]}{color[000000ff]}！\n似乎是使用{color[ff4d2fff]}{[0309|0000]}{[0107|0000]}{[0301|0000]}{color[000000ff]}打倒的哦。
Msg_KnowledgeTopic_DefeatBossTime_MaxStrengthened	{color[ff4d2fff]}{[030d]}{color[000000ff]}的全世界\n最快击败时间是{color[ff4d2fff]}{[0304]}{color[000000ff]}！\n似乎是使用{color[ff4d2fff]}{[0309|0000]}{[0107|0000]}{[010a|0300]}{color[000000ff]}打倒的哦。
Msg_KnowledgeTopic_DefeatBossTimeUnknown	{color[ff4d2fff]}{[030d]}{color[000000ff]}的全世界\n最快击败时间是{color[ff4d2fff]}{[0304]}{color[000000ff]}！\n似乎是使用你还未见过的复制能力打倒的哦。
Msg_KnowledgeTopic_PopularFoodShopItem	在瓦豆鲁迪咖啡店中\n最受欢迎的菜肴是{color[ff4d2fff]}{[0315]}{color[000000ff]}！\n至今为止已经被点了{color[ff4d2fff]}{[0301|0000]}次{color[000000ff]}。
Msg_KnowledgeTopic_CafeMenuSalesCount	{[0315]}很好吃，对吧！\n听说至今为止已经被吃掉了{color[ff4d2fff]}{[0301|0000]}份{color[000000ff]}哦！
Msg_KnowledgeTopic_LastPlayedSubgameCarRace	{color[ff4d2fff]}{[030f]}{color[000000ff]}最终赛道\n本周的世界纪录是{color[ff4d2fff]}{[0305]}{color[000000ff]}哦！
Msg_KnowledgeTopic_LastPlayedSubgameMgameFood	{[0319]}\n本周的世界纪录是{color[ff4d2fff]}{[0301|0000]}{color[000000ff]}！\n似乎完成了多达{color[ff4d2fff]}{[0301|0100]}人{color[000000ff]}的点餐哦。
Msg_KnowledgeTopic_LastPlayedSubgameMgameFish	{color[ff4d2fff]}紧张刺激！刹那间的钓鱼池\n{color[000000ff]}本周的世界纪录是{color[ff4d2fff]}{[0301|0000]}g{color[000000ff]}！
Msg_KnowledgeTopic_LastPlayedSubgameMgameBall	{color[ff4d2fff]}滚啊滚啊！滚球卡比{[031a]}{color[000000ff]}\n本周的全世界最佳时间是{color[ff4d2fff]}{[0304]}{color[000000ff]}哦！
Msg_KnowledgeTopic_ArenaClearTimeSoloNoItem	在狂野模式中未使用\n威力提升道具或amiibo等物品，\n单人挑战{color[ff4d2fff]}{[0312]}{color[000000ff]}的世界纪录……{[0004]}好像是{color[ff4d2fff]}{[0304]}{color[000000ff]}哦！\n似乎是使用{color[ff4d2fff]}{[0309|0000]}{color[000000ff]}达成的纪录。
Msg_KnowledgeTopic_ArenaClearTimeSoloNoItem_Strengthened	在狂野模式中未使用\n威力提升道具或amiibo等物品，\n单人挑战{color[ff4d2fff]}{[0312]}{color[000000ff]}的世界纪录……{[0004]}好像是{color[ff4d2fff]}{[0304]}{color[000000ff]}哦！\n似乎是使用{color[ff4d2fff]}{[0309|0000]}{[0107|0000]}{[0301|0000]}{color[000000ff]}达成的纪录。
Msg_KnowledgeTopic_ArenaClearTimeSoloNoItem_MaxStrengthened	在狂野模式中未使用\n威力提升道具或amiibo等物品，\n单人挑战{color[ff4d2fff]}{[0312]}{color[000000ff]}的世界纪录……{[0004]}好像是{color[ff4d2fff]}{[0304]}{color[000000ff]}哦！\n似乎是使用{color[ff4d2fff]}{[0309|0000]}{[0107|0000]}{[010a|0300]}{color[000000ff]}达成的纪录。
Msg_KnowledgeTopic_ArenaClearTimeSoloNoItemUnknown	在狂野模式中未使用\n威力提升道具或amiibo等物品，\n单人挑战{color[ff4d2fff]}{[0312]}{color[000000ff]}的世界纪录……{[0004]}好像是{color[ff4d2fff]}{[0304]}{color[000000ff]}哦！\n似乎是使用还未见过的复制能力达成的纪录。
Msg_KnowledgeTopic_ArenaClearTimeMultiNoItem	在狂野模式中未使用\n威力提升道具或amiibo等物品，\n双人挑战{color[ff4d2fff]}{[0312]}{color[000000ff]}的世界纪录……{[0004]}好像是{color[ff4d2fff]}{[0304]}{color[000000ff]}哦！\n似乎是使用{color[ff4d2fff]}{[0309|0000]}{color[000000ff]}达成的纪录。
Msg_KnowledgeTopic_ArenaClearTimeMultiNoItem_Strengthened	在狂野模式中未使用\n威力提升道具或amiibo等物品，\n双人挑战{color[ff4d2fff]}{[0312]}{color[000000ff]}的世界纪录……{[0004]}好像是{color[ff4d2fff]}{[0304]}{color[000000ff]}哦！\n似乎是使用{color[ff4d2fff]}{[0309|0000]}{[0107|0000]}{[0301|0000]}{color[000000ff]}达成的纪录。
Msg_KnowledgeTopic_ArenaClearTimeMultiNoItem_MaxStrengthened	在狂野模式中未使用\n威力提升道具或amiibo等物品，\n双人挑战{color[ff4d2fff]}{[0312]}{color[000000ff]}的世界纪录……{[0004]}好像是{color[ff4d2fff]}{[0304]}{color[000000ff]}哦！\n似乎是使用{color[ff4d2fff]}{[0309|0000]}{[0107|0000]}{[010a|0300]}{color[000000ff]}达成的纪录。
Msg_KnowledgeTopic_ArenaClearTimeMultiNoItemUnknown	在狂野模式中未使用\n威力提升道具或amiibo等物品，\n双人挑战{color[ff4d2fff]}{[0312]}{color[000000ff]}的世界纪录……{[0004]}好像是{color[ff4d2fff]}{[0304]}{color[000000ff]}哦！\n似乎是使用还未见过的复制能力达成的纪录。
Msg_KnowledgeTopic_CoinStarCount	目前为止所获得的{[0100|8000]}{color[ff4d2fff]}硬币星{color[000000ff]}，\n一共是{color[ff4d2fff]}{[0301|0000]}枚{color[000000ff]}{[0100|8000]}！{[0004]}全世界所收集到的数量总计为\n{color[ff4d2fff]}{[0301|0100]}枚{[0100|8000]}{color[000000ff]}哦！
Msg_KnowledgeTopic_CoinStarCountLocal	目前为止所获得的{[0100|8000]}{color[ff4d2fff]}硬币星{color[000000ff]}，\n一共是{color[ff4d2fff]}{[0301|0000]}枚{color[000000ff]}{[0100|8000]}！
Msg_KnowledgeTopic_RescuedWaddleDeeCount	目前为止所{color[ff4d2fff]}拯救的瓦豆鲁迪{color[000000ff]}一共是{color[ff4d2fff]}{[0301|0000]}人{color[000000ff]}！\n全世界总计有{color[ff4d2fff]}{[0301|0100]}人{color[000000ff]}获救了。
Msg_KnowledgeTopic_RescuedWaddleDeeCountLocal	目前为止所{color[ff4d2fff]}拯救的瓦豆鲁迪{color[000000ff]}一共是{color[ff4d2fff]}{[0301|0000]}人{color[000000ff]}！
Msg_KnowledgeTopic_DefeatedEnemyCount	目前为止已经教训过{color[ff4d2fff]}{[0301|0000]}只加鲁鲁菲{color[000000ff]}！\n全世界总计教训过{color[ff4d2fff]}{[0301|0100]}只{color[000000ff]}哦。
Msg_KnowledgeTopic_DefeatedEnemyCountLocal	原来如此，原来是这样！\n目前为止似乎已经教训过\n{color[ff4d2fff]}{[0301|0000]}只加鲁鲁菲{color[000000ff]}了哦。
Msg_KnowledgeTopic_PoppedFlowerCount	目前为止已经在冒险中\n使{color[ff4d2fff]}{[0301|0000]}朵波普之花{color[000000ff]}盛开了哦！\n全世界似乎总计盛开了{color[ff4d2fff]}{[0301|0100]}朵{color[000000ff]}。
Msg_KnowledgeTopic_PoppedFlowerCountLocal	目前为止似乎已经在冒险中\n使{color[ff4d2fff]}{[0301|0000]}朵波普之花{color[000000ff]}盛开了哦！
Msg_KnowledgeTopic_InhaledObjectCount	目前为止已经在冒险中\n{color[ff4d2fff]}吸入了{[0301|0000]}次物品{color[000000ff]}！\n全世界的旅行者似乎总计吸入了{color[ff4d2fff]}{[0301|0100]}次{color[000000ff]}。
Msg_KnowledgeTopic_InhaledObjectCountLocal	卡比，你目前为止似乎已经\n{color[ff4d2fff]}吸入了{[0301|0000]}次物品{color[000000ff]}哦！
Msg_KnowledgeTopic_TipsGuard	只要按下{color[ff4d2fff]}{[0409|6000]}或{[040a|6100]}{color[000000ff]}，\n就能通过防御减少敌人造成的伤害！
Msg_KnowledgeTopic_TipsSliding	只要朝着小镇上的瓦豆鲁迪\n按下{color[ff4d2fff]}{[041d|a400]}或{[041c|a300]}{color[000000ff]}来打招呼，\n他们似乎也会有所回应哦！
Msg_KnowledgeTopic_TipsDodge	只要在难易度设置中将模式调整为{color[ff4d2fff]}春风模式{color[000000ff]}，\n卡比的体力就会增加，\n宝藏之路的剩余时间也会增加哦！
Msg_KnowledgeTopic_TipsPose	只要在难易度设置中将模式调整为{color[ff4d2fff]}狂野模式{color[000000ff]}，\n关卡内的敌人就会增加，更能享受到动作游戏的乐趣，\n还能在过关额外奖励中获得{[0100|8000]}硬币星哦！
Msg_KnowledgeTopic_TipsZoom	{color[ff4d2fff]}长按{[0420|f300]}{color[000000ff]}就能\n稍微缩放画面哦！
Msg_KnowledgeWaddleDee_Bye	如果还想再听我说各种信息，\n随时都可以来找我哦！
Msg_KnowledgeWaddleDee_ByeNoConnectSetting	只要{color[ff4d2fff]}连接互联网{color[000000ff]}，我能告诉你的信息也会增加哦！\n下次再来听我说说吧！
Msg_KnowledgeWaddleDee_GiveFigure	{[1401]}卡比，\n{[1801]}你真的是{[1802]}很喜欢收集信息呢！{[0004]}这个{color[ff4d2fff]}特别的模型{color[000000ff]}就送给\n求知欲旺盛的你了！\n请收下吧！
Msg_ArenaClerk_WelcomeFirst_01	欢迎～！欢迎～！\n这里是{color[ff4d2fff]}竞技场{color[000000ff]}的{color[ff4d2fff]}接待处{color[000000ff]}！
Msg_ArenaClerk_WelcomeFirst_02	你可以在这里和不断来袭的魔王们\n展开热血沸腾的战斗，{color[ff4d2fff]}享受战斗的乐趣{color[000000ff]}！{[0004]}只要能一路过关斩将，\n就能获得豪华的{color[ff4d2fff]}报酬{color[000000ff]}哦～！
Msg_ArenaClerk_WelcomeFirst_03	没想到居然连{color[ff4d2fff]}魅塔骑士{color[000000ff]}\n也悄悄来到了这个世界！{[0004]}据说他为了修炼，\n也会参加这场大赛！（心跳加速……）
Msg_ArenaClerk_WelcomeFirst_04	来来来！要不要赶快\n试着参加一次大赛啊？
Msg_ArenaClerk_Welcome	欢迎来到竞技场～！\n来，请在这里申请参加大赛！
Msg_ArenaClerk_GoodbyEntry	如果之后又想参加了，\n请你在接待处这边申请参赛哦！
Msg_ArenaClerk_Entered	已报名参加{color[ff4d2fff]}{[0312]}{color[000000ff]}。\n很期待你能带来一场热血沸腾的战斗哦～！
Msg_ArenaClerk_FirstEntered	{color[ff4d2fff]}入场大门{color[000000ff]}在那边。\n完成战斗准备后，就请从那边入场！
Msg_ArenaClerk_CheckEntryDissolve	哎呀，要取消参加大赛吗？
Msg_ArenaClerk_KeepEntry	{[1400]}完成战斗准备后，\n就请通过那边的{color[ff4d2fff]}入场大门{color[000000ff]}入场吧！
Msg_ArenaClerk_DissolvedEntry	已取消参赛。\n欢迎下次再来～！
Msg_ArenaClerk_DissolvedAndCheckEntry	已取消参赛。\n要参加其他大赛吗～？
Msg_ArenaClerk_EnteredBossBattleExtraFirst	{[1403]}{[1801]}卡比选手……{[1802]}\n你要参加{color[ff4d2fff]}{[0312]}{color[000000ff]}啊……{[0004]}{color[ff4d2fff]}The 终极杯Z{color[000000ff]}在不同于这里的\n另一个空间中举行。\n你将会和非常厉害的对手们进行战斗……！{[0004]}虽然我无法前往那个空间\n进行实况转播……{[0004]}但我相信拯救了这个世界的卡比选手，\n最后一定能大获全胜的！！
Msg_ArenaClerk_EnteredBossBattleExtra	卡比选手参加了{color[ff4d2fff]}{[0312]}{color[000000ff]}。\n{[1402]}战斗将会在十分危险的地方展开……{[0004]}因为战斗会在不同于这里的另一个空间中进行，\n所以我无法实况转播卡比选手的英姿……{[0004]}不过我会在休息室为他加油的！\n祝卡比选手旗开得胜！
Msg_ArenaClerk_GetReward	卡比，恭喜你！\n这是本次的{color[ff4d2fff]}报酬{color[000000ff]}！
Msg_ArenaClerk_GetRewardPrev	{[1801]}卡比！{[1802]}\n你还没领取上次的{color[ff4d2fff]}报酬{color[000000ff]}哦～\n请收下这个吧！
Msg_ArenaClerk_GetFigure	{[1800]}{[1401]}卡比选手，你终于成功了！\n你获得了所有大赛的优胜～！{[0004]}{[1400]}为此我准备了礼物要送给……\n如此出色又无敌的卡比选手！{[0004]}请收下这个{color[ff4d2fff]}特别的模型{color[000000ff]}～！\n希望你能喜欢。
Msg_PharmacyClerk_WelcomeFirst_00	这里是{color[ff4d2fff]}瓦豆鲁迪道具店{color[000000ff]}，\n可以在此买到为冒险提供支援的道具！{[0004]}本店甚至还贩卖{color[ff4d2fff]}能够为卡比\n暂时提升威力的道具{color[000000ff]}。
Msg_PharmacyClerk_WelcomeFirst_01	同一种威力提升道具可以{color[ff4d2fff]}叠加使用{color[000000ff]}，\n不同种类的威力提升道具\n也可以{color[ff4d2fff]}一起使用{color[000000ff]}哦。{[0004]}但请注意，一次所能携带的道具\n{color[ff4d2fff]}最多只有1个{color[000000ff]}。
Msg_PharmacyClerk_WelcomeFirst_02	卡比！\n要不要现在就来买点什么呢？
Msg_PharmacyClerk_Welcome	欢迎光临！\n这里是为冒险提供支援的瓦豆鲁迪道具店！
Msg_PharmacyClerk_AskBuying	{color[ff4d2fff]}{[0316]}{color[000000ff]}需要{color[ff4d2fff]}{[0301|0000]}{color[000000ff]}枚{[0100|8000]}。
Msg_PharmacyClerk_Thanks	如果之后还需要支援，\n随时欢迎你的光临！
Msg_PharmacyClerk_PointStarShortage	不好意思……\n你的{[0100|8000]}硬币星{color[ff4d2fff]}似乎不够{color[000000ff]}呢。
Msg_PharmacyClerk_ThanksTakeOut	谢谢惠顾！\n只要{color[ff4d2fff]}长按{[0702|0200]}{color[000000ff]}，随时都可以使用\n库存中的威力提升道具哦！
Msg_PharmacyClerk_GiveFigure	{[1800]}卡比！可以打扰你一下吗？{[0004]}{[1400]}其实我们为常来光顾本店的卡比\n准备了一个{color[ff4d2fff]}特别的模型{color[000000ff]}！\n不嫌弃的话，请收下这个吧！！
Msg_MgameBallClerk_FirstDemo1	{[1800]}来来来，这里可以游玩有趣的新游戏——\n{color[ff4d2fff]}滚啊滚啊！滚球卡比{color[000000ff]}哦～！{[0004]}卡比，如果有时间的话，\n你也来玩玩看吧～！
Msg_MgameBallClerk_FirstDemo2	请先站在滚球卡比前，\n按下{color[ff4d2fff]}{[0400|0000]}{color[000000ff]}玩玩看吧！
Msg_MgameBallClerk_HowToPlay	只要在想要挑战的滚球卡比前\n按下{color[ff4d2fff]}{[0400|0000]}{color[000000ff]}就可以开始游玩哦！
Msg_MgameBallClerk_Tips	游玩时的关键点是\n一开始先按下{color[ff4d2fff]}{[0403|0300]}重置倾斜度{color[000000ff]}，\n修正滚球卡比的倾斜度之后再开始玩！
Msg_MgameBallClerk_ModeIntroduction	{[1401]}你注意到了吗？\n其实滚球上画着\n卡比的脸哦！
Msg_MgameBallClerk_StageUnlock	{[1401]}卡比，你玩得真好！\n我已经准备好{color[ff4d2fff]}新的难易度{color[000000ff]}了。\n请一定要来玩玩看哦～！
Msg_MgameBallClerk_ModeUnlock_00	{[1403]}真不愧是卡比！\n居然{color[ff4d2fff]}过关了所有难易度{color[000000ff]}！{[0004]}既然卡比这么厉害，\n那我就要特别向你发出{[1801]}{color[ff4d2fff]}挑战书{color[000000ff]}{[1802]}了！\n
Msg_MgameBallClerk_ModeUnlock_01	我制作了更～加困难的\n{color[ff4d2fff]}激难{color[000000ff]}滚球卡比！{[0004]}只要按下{color[ff4d2fff]}{[0400|0000]}{color[000000ff]}查看滚球卡比就能游玩激难模式，\n请一定要玩玩看哦。{[0004]}也可以在菜单画面中按下{color[ff4d2fff]}{[0402|0200]}{color[000000ff]}，\n切换为之前其他难度较低的模式\n进行游玩哦！
Msg_MgameBallClerk_ModeUnlock_02	{[1401]}除此之外！\n我还有奖品想送给\n努力不懈的卡比！{[0004]}作为可以游玩新的激难模式的纪念，\n这个{color[ff4d2fff]}特别的模型{color[000000ff]}就送给你了！\n请收下吧！
Msg_MgameBallClerk_GiveFigure	{[1403]}怎么可能！？\n你竟然{color[ff4d2fff]}过关了所有激难关卡{color[000000ff]}……{[0004]}{[1800]}{[1401]}真是太令人佩服了！！\n看来对于有实力在世界各地冒险的卡比来说，\n这点难度或许太简单了也说不定。{[0004]}那么这个{[0101|8100]}{color[ff4d2fff]}稀有石{color[000000ff]}就送给你，\n当作成功过关所有\n激难关卡的奖品吧！
Msg_BossLion_DemoAppear_00	{[1a00|03cd]}{[1400]}很美丽吧……\n粉红色的不速之客。
Msg_BossLion_DemoAppear_01	{[1400]}不过，\n这位大人目前并不完整……\n因为他失去了{color[ff4d2fff]}自己的另一半{color[000000ff]}。{[0004]}{[1400]}过去居住在这片土地上的人们\n曾获得这位大人赐予的{color[ff4d2fff]}奇迹之力{color[000000ff]}……{[0004]}{[1400]}并使用那股力量\n飞往了遥远的梦之大地。
Msg_BossLion_DemoAppear_02	{[1400]}如果这位大人可以\n恢复他完整的姿态……{[0004]}{[1400]}被遗留在这{color[ff4d2fff]}被遗忘的陆地{color[000000ff]}的我们\n应该也会被授予奇迹之力吧。{[0004]}{[1400]}现在……\n这个时刻终于到来了！
Msg_BossLion_DemoAppear_03	{[1a02|03cd]}没错，这个小家伙……\n就是这位大人遗失的另一半！{[0004]}这下……\n这位大人终于能变回{color[ff4d2fff]}完整的姿态{color[000000ff]}了。
Msg_BossLion_DemoAppear_04	{[1a00|04cd]}若想妨碍我完成长久以来的夙愿，\n那就在此立即……
Msg_BossLion_DemoAppear_05	{[1a03|00cd]}\n\n{[1801]}{color[ff4d2fff]}{size[b400]}{[1500|3000]}成为野兽们的食粮吧！！{size[6400]}{color[000000ff]}{[1802]}
Msg_BossChimera_DemoAppear_00	可恶……\n那到底……是什么……？
Msg_BossChimera_DemoAppear_01	虽然我从无数的空间中，\n将派得上用场的事物都拉来了这里……\n但没想到居然还混进了这种碍事的家伙……{[0004]}{[1404]}哼，也罢……\n如今……我也懒得思考对策了……
Msg_BossChimera_DemoAppear_02	\n\n{size[8200]}{[1500|3a00]}将一切都吞噬殆尽吧……！{size[6400]}
Msg_BossChimeraPerfect_DemoDisappear_00	{[1902|01cd]}这力量太惊人了！\n他怎么还有这么强大的力量……？
Msg_BossChimeraPerfect_DemoDisappear_01	卡比，你怎么了！？
Msg_BossChimeraPerfect_DemoDisappear_02	什么！你说……{[0004]}那是卡比你们的星球──{color[ff4d2fff]}波普之星{color[000000ff]}吗！？
Msg_BossChimeraPerfect_DemoDisappear_03	难道说……\n他打算把波普之星一并吸引过来，\n让波普之星{color[ff4d2fff]}撞上{color[000000ff]}这个世界吗！？
Msg_BossChimeraPerfect_DemoDisappear_04	{[1907|01cd]}得赶快阻止这一切才行！\n可、可是……该怎么做呢……？
Msg_TownStreetLiveGiveFigure	{[1401]}{[1901|03cd]}太好了，卡比！\n豆鲁迪士的团员为了感谢你一直以来的支持，\n送了{color[ff4d2fff]}特别的模型{color[000000ff]}给你哦！
Msg_VassalWaddleDee_GetBlueprint_00	{[1401]}好久不见了，卡比！\n谢谢你之前拯救了\n帝帝帝大王陛下。{[0004]}{[1404]}大王陛下现在已经完全恢复，\n他似乎非常中意这座小镇，\n正和大家一起享受着这里的生活！
