AbilityList.msbt
$TownAbilityListAttackText	こうげき{r2[りょく]}力{/r2}
Msg_AbilityRoomClerk_CopyAbilityTips_DeepSleep	ディープスリープは {color[ff4d2fff]}{[0701|0100]}をおす{color[000000ff]}と\nベッドで ぐっすりねむれて、{r2[ぜん]}全{/r2}かいふくが できます！{[0004]}ぐっすりと ねむったあとは いろいろな\n{color[ff4d2fff]}パワーアップこうか{color[000000ff]}が えられますよ！
Msg_AbilityRoomClerk_CopyAbilityTips_Sword	ソードは {color[ff4d2fff]}{[0701|0100]}{r2[なが]}長{/r2}おし{color[000000ff]}で {r2[ちから]}力{/r2}をためると\nまきこみ きりさく {color[ff4d2fff]}{r2[かい]}回{/r2}てんぎり{color[000000ff]}が はなてます！
Msg_AbilityRoomClerk_CopyAbilityTips_GigantSword	ギガントソードは {color[ff4d2fff]}{[0409|6000]}/{[040a|6100]}{color[000000ff]}で シールドを かまえます。\nガードしながら {r2[ある]}歩{/r2}くこともできますよ！
Msg_AbilityRoomClerk_CopyAbilityTips_MetaSword	メタナイトソードは {color[ff4d2fff]}{r2[たいりょく]}体力{/r2}まんタン{color[000000ff]}で ソードをふると\n{color[ff4d2fff]}ムーンショット{color[000000ff]}が はなてます。{[0004]}ちなみに {r2[たいりょく]}体力{/r2}バーが ２{r2[ほん]}本{/r2}ある{r2[とき]}時{/r2}は\n１{r2[ぽん]}本{/r2}{r2[め]}目{/r2}のバーが へるまで\nムーンショットを はなつことが できるんですよ！{[0004]}{color[ff4d2fff]}{[0409|6000]}/{[040a|6100]}+{[0700|0000]}{color[000000ff]}で {color[ff4d2fff]}ソードスライディング{color[000000ff]}を くりだして\nソードスライディング{r2[ご]}後{/r2}に {color[ff4d2fff]}{[0700|0000]}～{[0701|0100]}れんだ{color[000000ff]}で\n{r2[おお]}大{/r2}わざの、{color[ff4d2fff]}アッパーキャリバー{color[000000ff]}が くりだせます！
Msg_AbilityRoomClerk_CopyAbilityTips_MorphoSword	バルフレイソードは{color[ff4d2fff]} {[0701|0100]}{r2[なが]}長{/r2}おし{color[000000ff]}で さいだいまで\nパワーをためると ソードが {r2[おお]}大{/r2}きくなります。{[0004]}きょだいなソードは はんいもひろく こうげき{r2[りょく]}力{/r2}も {r2[たか]}高{/r2}いので、\nとてつもなく {r2[きょうりょく]}強力{/r2}ですよ！
Msg_AbilityRoomClerk_CopyAbilityTips_Tornado	トルネイドは こうげきした てきや {r2[ほし]}星{/r2}を\n{color[ff4d2fff]}まきこむ{color[000000ff]} ことができます！{[0004]}はつどう{r2[ちゅう]}中{/r2}に さらに{[0701|0100]}で まきこんだものを\n{color[ff4d2fff]}ふきとばしてぶつける{color[000000ff]} {r2[きょうりょく]}強力{/r2}なこうげきが できますよ！
Msg_AbilityRoomClerk_ReceiveSingleBlueprint	おおっ！\nその {color[ff4d2fff]}せっけい{r2[ず]}図{/r2}{color[000000ff]}があれば\n{color[ff4d2fff]}{[0309|0000]}{color[000000ff]}が つくれそうです！
Msg_AbilityRoomClerk_ReceiveMultiBlueprint	おぉっ、すごいっ！\n{r2[あたら]}新{/r2}しい {color[ff4d2fff]}せっけい{r2[ず]}図{/r2}{color[000000ff]}が {r2[なん]}何{/r2}まいも！
Msg_AbilityRoomClerk_PrepareNewCopyAbilitySub	それでは すぐに\nしんかの じゅんびをしますね！
Msg_AbilityRoomClerk_NewCopyAbility	{r2[あたら]}新{/r2}しく {color[ff4d2fff]}{[030a]}{color[000000ff]}のうりょくを\nついか しましたよ！
Msg_AbilityRoomClerk_NewCopyAbilitySubKind	おまたせしました！\n{[030a]}のうりょくが {color[ff4d2fff]}{[0309|0000]}{color[000000ff]}へ\nしんか できるように なりました！
Msg_AbilityRoomClerk_UnlockStrengthening	{[1800]}{r2[き]}聞{/r2}いてください カービィさん！\nコピーのうりょくを{color[ff4d2fff]} さらに パワーアップ{color[000000ff]}できる\nすごい ぎじゅつを {r2[はっけん]}発見{/r2}したんです！{[0004]}{[1403]}その{r2[な]}名{/r2}も ずばり、{color[ff4d2fff]}のうりょくきょうか！{color[000000ff]}\n{[0101|8100]}レアストーンを つかって\n{color[ff4d2fff]}こうげき{r2[りょく]}力{/r2}を きょうか{color[000000ff]}できる みたいなんです！{[0004]}すぐにでも {color[ff4d2fff]}きょうか{color[000000ff]}が できるよう\nじゅんびして あります！\nすきな のうりょくで ためして みてください！
Msg_AbilityRoomClerk_GiveFigure	{[1403]}{[1800]}カービィさん！\nもしかして コピーのうりょくを\n{color[ff4d2fff]}すべて しんか{color[000000ff]}させたんですか！？{[0004]}{[1401]}すごいっ すごすぎる！\nすべての しんかに {r2[た]}立{/r2}ち{r2[あ]}会{/r2}えたこと、\nいち ぎじゅつ{r2[しゃ]}者{/r2}として {color[ff4d2fff]}ほこりに {r2[おも]}思{/r2}います！{color[000000ff]}{[0004]}わたしからの ほんの {r2[きも]}気持{/r2}ちです。\nこの{color[ff4d2fff]}とくべつな フィギュア{color[000000ff]}を うけとってください！
Msg_DeliveryServiceClerk_WelcomeFirst1	ここは {color[ff4d2fff]}おとどけプレゼント{color[000000ff]}を\n{r2[いえ]}家{/r2}まで はいたつする {color[ff4d2fff]}おとどけワドル{r2[びん]}便{/r2}{color[000000ff]}です！{[0004]}どこかで{r2[み]}見{/r2}かけた {color[ff4d2fff]}プレゼントキーワード{color[000000ff]}を\nここで{r2[きにゅう]}記入{/r2}して いただければ、カービィハウスまで\nプレゼントを おとどけしますよ！{[0004]}{[1403]}そうそう、この{r2[まち]}町{/r2}のどこかにも\nプレゼントキーワードが かくされているんですよ。\nぜひ さがしてみて くださいね！{[0004]}{[1800]}{[1401]}さらに！ インターネットに せつぞくすることで、\n{color[ff4d2fff]}ネットで{r2[こうかい]}公開{/r2}される{color[000000ff]} {r2[さま]}様{/r2}ざまなプレゼントキーワードを\nつかうことも できるようになりますよ。
Msg_DeliveryServiceClerk_WelcomeFirst2	おためしに、{color[ff4d2fff]}むかいにある {r2[いえ]}家{/r2}のカベ{color[000000ff]}に\nプレゼントキーワードを かくしてみました！{[0004]}あの {r2[いえ]}家{/r2}のカベ あたりを、\nよ～く {color[ff4d2fff]}しらべて{color[000000ff]}みてくださいね。
Msg_DeliveryServiceClerk_WelcomeFirst3	{r2[まち]}町{/r2}でみつけた プレゼントキーワードなら、\nインターネットに せつぞくしないで\nりようすることが できますよ。{[0004]}さっそく おとどけワドル{r2[びん]}便{/r2}で\nプレゼントキーワードを りようしますか？
Msg_DeliveryServiceClerk_Welcome	ここは {color[ff4d2fff]}プレゼントキーワード{color[000000ff]}を {r2[きにゅう]}記入{/r2}して\nプレゼントを ゲットできる おとどけワドル{r2[びん]}便{/r2}です！{[0004]}インターネットに せつぞくすると、\n{color[ff4d2fff]}ネットで {r2[こうかい]}公開{/r2}されている{color[000000ff]} プレゼントキーワードも\nりようすることが できますよ。{[0004]}おとどけワドル{r2[びん]}便{/r2}で\nプレゼントキーワードを りようしますか？
Msg_DeliveryServiceClerk_Goodbye	ありがとうございました！\nまたの ごりよう おまちしておりますね。
Msg_DeliveryServiceClerk_AskUseWithoutInternet	インターネットに せつぞくしないで\nプレゼントキーワードを りようしますか？
Msg_DeliveryServiceClerk_NotExistPresentBox	はいたつできる{color[ff4d2fff]} おとどけプレゼントがない {color[000000ff]}みたいです。\nまたの ごりよう おまちしております。
Msg_DeliveryServiceClerk_PromptInput	それでは、プレゼントキーワードの\n{r2[きにゅう]}記入{/r2}を おねがい いたします。
Msg_DeliveryServiceClerk_InvalidPresentCode	ごめんなさいっ！\nプレゼントキーワードが{color[ff4d2fff]} まちがっている {color[000000ff]}みたいです～。\n{r2[ただ]}正{/r2}しい プレゼントキーワードを {r2[きにゅう]}記入{/r2}してください。
Msg_DeliveryServiceClerk_UsedPresentCode	こちらは まえに{color[ff4d2fff]} つかったことがある\n{color[000000ff]}プレゼントキーワードです。\nほかの プレゼントキーワードを {r2[きにゅう]}記入{/r2}してください！
Msg_DeliveryServiceClerk_CanceledInput	{[1403]}あれ…カービィさん！\nプレゼントキーワードの {r2[きにゅう]}記入{/r2}を やめますか？
Msg_DeliveryServiceClerk_ValidPresentCode1	はいたつを うけたまわりました！\n{color[ff4d2fff]}カービィハウス{color[000000ff]}まで おとどけ いたします。
Msg_DeliveryServiceClerk_PresentStockIsFull	{[1403]}あれ… カービィさん！\nおとどけプレゼントは{color[ff4d2fff]} はいたつずみ{color[000000ff]}のようです。\nカービィハウスで おうけとりください。
Msg_DeliveryServiceClerk_GetFigure	カービィさん、{r2[すこ]}少{/r2}しだけ いいですか！{[0004]}{[1400]}いつも ワドル{r2[びん]}便{/r2}を ごりようしてくれている カービィさんに\n{color[ff4d2fff]}とくべつな フィギュア{color[000000ff]}を ごよういしました！\nこちらを どうぞ！
Msg_TownSupportTalk_SupportCoin_00	{[1901|03cd]}ワドルディたちから\nがんばっている カービィに\n{color[ff4d2fff]}{[0100|8000]}コインスターが とどいている{color[000000ff]}みたい！{[0004]}カービィが ぼうけんで いっぱい{[0100|8000]}コインスターを\nうしなうと、{color[ff4d2fff]}うしなった はんぶん{color[000000ff]}くらい \nとどけて くれるんだって！
Msg_FoodShopClerk_WelcomeFirst1	いらっしゃいませ。\nワドルディたちの いこいの カフェ、\n{color[ff4d2fff]}ワドルディカフェ{color[000000ff]}へ ようこそ！{[0004]}こちらの お{r2[みせ]}店{/r2}では {color[ff4d2fff]}{r2[たいりょく]}体力{/r2}をかいふく{color[000000ff]}できる\nたべものを はんばいして おります。
Msg_FoodShopClerk_WelcomeFirst2	{[1800]}{[1401]}なんと！ ここでは {r2[か]}買{/r2}った たべものを\nお{r2[も]}持{/r2}ちかえり、つまり{color[ff4d2fff]}テイクアウト{color[000000ff]}が できるのです。{[0004]}{color[ff4d2fff]}ステージに もって{r2[い]}行{/r2}けば {color[000000ff]}ピンチな{r2[とき]}時{/r2}に\nかいふく することも できるんです。
Msg_FoodShopClerk_WelcomeFirst3	いちどに{r2[も]}持{/r2}てる たべものは\n{color[ff4d2fff]}１コまで{color[000000ff]}なので {r2[き]}気{/r2}をつけてくださいね。{[0004]}カービィさん、\nさっそく なにか {r2[か]}買{/r2}ってみませんか？
Msg_FoodShopClerk_Welcome	いらっしゃいませ！\nごちゅうもんは おきまりですか？
Msg_FoodShopClerk_AskBuying	{color[ff4d2fff]}{[0315]}{color[000000ff]}は {[0100|8000]}{color[ff4d2fff]}{[0301|0000]} {color[000000ff]}です。
Msg_FoodShopClerk_Thanks	ありがとうございました！\nまたの ごらいてんを おまちしております。
Msg_FoodShopClerk_PointStarShortage	すみません…。\n{[0100|8000]}コインスターが {color[ff4d2fff]}たりないようです。{color[000000ff]}
Msg_FoodShopClerk_AskTakeOut	お{r2[みせ]}店{/r2}で {r2[た]}食{/r2}べますか？\nそれとも テイクアウトしますか？
Msg_FoodShopClerk_ThanksTakeOut	ありがとうございました！\nテイクアウトした たべものは\n{color[ff4d2fff]}{[0702|0200]}{r2[なが]}長{/r2}おし{color[000000ff]}で いつでも {r2[た]}食{/r2}べられますよ！
Msg_FoodShopClerk_ThanksForHere	ありがとうございました。\nごゆっくり おめし{r2[あ]}上{/r2}がりくださいませ。
Msg_FoodShopClerk_GiveFigure	{[1800]}{[1401]}カービィさん！\nちょっと わたしたいモノがあります！{[0004]}{[1400]}いつも おいしそうに {r2[た]}食{/r2}べてくれる\nカービィさんに かんしゃの {r2[きも]}気持{/r2}ちをこめて\n{color[ff4d2fff]}とくべつな フィギュア{color[000000ff]}を プレゼントさせてください！
Msg_MgameFoodClerk_FirstTalk	あっ、カービィさん！{[0004]}このたび ワドルディカフェの オープンと {r2[どうじ]}同時{/r2}に\n{color[ff4d2fff]}アルバイトの ぼしゅう{color[000000ff]}を はじめたんです！{[0004]}カービィさんも カフェの{r2[てんいん]}店員{/r2}さん として\nはたらいて みませんか？
Msg_MgameFoodClerk_Induction	{r2[だい]}大{/r2}はんじょうの ワドルディカフェ、\nただいま アルバイトぼしゅう{r2[ちゅう]}中{/r2} です！
Msg_MgameFoodClerk_Thanks	おつかれさまでした！\nまた おねがいしますね！
Msg_MgameFoodClerk_GiveFigure	{[1800]}{[1401]}カービィさん、ちょっと いいですか！{[0004]}{[1400]}ギリギリアルバイトを じょうずに やりきった、\nとっても がんばり{r2[や]}屋{/r2}の カービィさんに…{[0004]}{color[ff4d2fff]}とくべつなフィギュア{color[000000ff]}を さしあげます！\nこちらを どうぞ！！
Msg_KnowledgeWaddleDee_WelcomeFirst1	はじめまして！\nわたしは {color[ff4d2fff]}ものしりワドルディ{color[000000ff]}です。
Msg_KnowledgeWaddleDee_WelcomeFirst2	この{r2[せかい]}世界{/r2}に {r2[き]}来{/r2}た{r2[とき]}時{/r2}に フシギな{r2[ほん]}本{/r2}を {r2[み]}見{/r2}つけたのです！\nこの{r2[ほん]}本{/r2}には まだとっていない {color[ff4d2fff]}せっけい{r2[ず]}図{/r2}のありか{color[000000ff]}や…{[0004]}{color[ff4d2fff]}ワールドワイドでの{color[000000ff]} {color[ff4d2fff]}スコアや{r2[じょうほう]}情報{/r2}{color[000000ff]}が\nたくさん かかれているのです！{[0004]}さっそく カービィさんに お{r2[はな]}話{/r2}ししますね！
Msg_KnowledgeWaddleDee_WelcomeNormal	カービィさん、こんにちは！\nワールドワイドな {r2[さま]}様{/r2}ざまな じょうほうを お{r2[はな]}話{/r2}ししますね。
Msg_KnowledgeWaddleDee_WelcomeConnectError	カービィさん、こんにちは！\nインターネットに {color[ff4d2fff]}{r2[せつぞく]}接続{/r2}できなかった{color[000000ff]}ので\n{r2[いま]}今{/r2} わかっている ことだけでも、お{r2[はな]}話{/r2}ししますね。
Msg_KnowledgeWaddleDee_WelcomeNoAutoConnect	カービィさん、こんにちは！\nインターネットに せつぞくすると\nお{r2[はな]}話{/r2}しできることが ふえますよ！
Msg_KnowledgeTopic_RemainingBlueprintStageFormer	{color[ff4d2fff]}{[030a]}{color[000000ff]}のうりょくの せっけい{r2[ず]}図{/r2}が\n{color[ff4d2fff]}{[030e]}{color[000000ff]}の{color[ff4d2fff]} {[030f]}\n{r2[ぜんはん]}前半{/r2}{color[000000ff]}に かくされているようです！
Msg_KnowledgeTopic_RemainingBlueprintStageLater	{color[ff4d2fff]}{[030a]}{color[000000ff]}のうりょくの せっけい{r2[ず]}図{/r2}が\n{color[ff4d2fff]}{[030e]}{color[000000ff]}の{color[ff4d2fff]} {[030f]}\n{r2[こうはん]}後半{/r2}{color[000000ff]}に かくされているようです！
Msg_KnowledgeTopic_RemainingBlueprintStageRoom	{color[ff4d2fff]}{[030a]}{color[000000ff]}のうりょくの せっけい{r2[ず]}図{/r2}が\n{color[ff4d2fff]}{[030e]}{color[000000ff]}の{color[ff4d2fff]} {[030f]}{color[000000ff]}にある{color[ff4d2fff]}\n{r2[ちい]}小{/r2}さなへや{color[000000ff]}に かくされているようです！
Msg_KnowledgeTopic_RemainingBlueprintStageOther	{color[ff4d2fff]}{[030a]}{color[000000ff]}のうりょくの せっけい{r2[ず]}図{/r2}が\n{color[ff4d2fff]}{[030e]}{color[000000ff]}の {color[ff4d2fff]}{[030f]}{color[000000ff]}に\nかくされているようです！
Msg_KnowledgeTopic_BlueprintHintJunkNeedle	ハシゴを のぼった{r2[さき]}先{/r2}で {color[ff4d2fff]}ばくだんブロック{color[000000ff]}を こわすと\n{r2[み]}見{/r2}つかるようですよ！
Msg_KnowledgeTopic_BlueprintHintTimeCrash	カベに あいた {color[ff4d2fff]}あなの{r2[なか]}中{/r2}{color[000000ff]}に あるようです。\nみどりのコインが {r2[め]}目{/r2}じるしに なっています！
Msg_KnowledgeTopic_BlueprintHintTwinDrill	どうくつの{r2[いりぐち]}入口{/r2}あたりの {color[ff4d2fff]}タルの{r2[なか]}中{/r2}{color[000000ff]}に\nかくされている ようです！
