AbilityList.msbt
$TownAbilityListAttackText	Power
Msg_KnowledgeTopic_UsedAbility	Today's top trend is {color[ff4d2fff]}{[0309|0000]}{color[000000ff]}.\nIt's the most popular ability in the world right now!
Msg_KnowledgeTopic_UsedAbilityPlusStageFormer	The current top trend is {color[ff4d2fff]}{[0309|0000]}{color[000000ff]}.\nIt's the most popular ability in the world right now!{[0004]}{color[ff4d2fff]}{[1400]}{color[000000ff]}The {color[ff4d2fff]}{[0309|0000]} Blueprint {color[000000ff]}is somewhere in\nthe{color[ff4d2fff]} first half{color[000000ff]} of "{color[ff4d2fff]}{[030f]}{color[000000ff]}"\nin {color[ff4d2fff]}{[030e]}{color[000000ff]}...
Msg_KnowledgeTopic_UsedAbilityPlusStageLater	The current top trend is {color[ff4d2fff]}{[0309|0000]}{color[000000ff]}.\nIt's the most popular ability in the world right now!{[0004]}{color[ff4d2fff]}{[1400]}{color[000000ff]}The {color[ff4d2fff]}{[0309|0000]} Blueprint {color[000000ff]}is hiding in the{color[ff4d2fff]}\nlatter half{color[000000ff]} of "{color[ff4d2fff]}{[030f]}{color[000000ff]}"\nin {color[ff4d2fff]}{[030e]}{color[000000ff]}...
Msg_KnowledgeTopic_UsedAbilityPlusStageRoom	The current top trend is {color[ff4d2fff]}{[0309|0000]}{color[000000ff]}.\nIt's the most popular ability in the world right now!{[0004]}Hmm... {color[ff4d2fff]}{[1400]}{color[000000ff]}The {color[ff4d2fff]}{[0309|0000]} Blueprint {color[000000ff]}is hidden\nin a {color[ff4d2fff]}side room{color[000000ff]} in "{color[ff4d2fff]}{[030f]}{color[000000ff]}"\nin {color[ff4d2fff]}{[030e]}{color[000000ff]}...
Msg_KnowledgeTopic_UsedAbilityPlusStageOther	The current top trend is {color[ff4d2fff]}{[0309|0000]}{color[000000ff]}.\nIt's the most popular ability in the world right now!{[0004]}Hmm... {color[ff4d2fff]}{[1400]}{color[000000ff]}The {color[ff4d2fff]}{[0309|0000]} Blueprint{color[000000ff]} seems to\nbe hidden inside "{color[ff4d2fff]}{[030f]}{color[000000ff]}"\nin {color[ff4d2fff]}{[030e]}{color[000000ff]}...
Msg_KnowledgeTopic_UsedAbilityPlusMetaKnight	The current top trend is {color[ff4d2fff]}{[0309|0000]}{color[000000ff]}.\nIt's the most popular ability in the world right now!{[0004]}Ah! {color[ff4d2fff]}{[1400]}{color[000000ff]}The {color[ff4d2fff]}{[0309|0000]} Blueprint {color[000000ff]}is a\n{color[ff4d2fff]}tournament prize{color[000000ff]} within the {color[ff4d2fff]}Colosseum{color[000000ff]}!
Msg_KnowledgeTopic_UsedAbilityPlusMorphoKnight	The current top trend is {color[ff4d2fff]}{[0309|0000]}{color[000000ff]}.\nIt's the most popular ability in the world right now!{[0004]}Hmm... {color[ff4d2fff]}{[1400]}{color[000000ff]}The {color[ff4d2fff]}{[0309|0000]} Blueprint {color[000000ff]}seems\nto be hiding within {color[ff4d2fff]}Forgo Land{color[000000ff]}! How curious...
Msg_KnowledgeTopic_UsedAbilityPlusDedede	The current top trend is {color[ff4d2fff]}{[0309|0000]}{color[000000ff]}.\nIt's the most popular ability in the world right now!{[0004]}Ah! {color[ff4d2fff]}{[1400]}King Dedede {color[000000ff]}has the {color[ff4d2fff]}{[0309|0000]}\nBlueprint{color[000000ff]}! Isn't he {color[ff4d2fff]}in town{color[000000ff]}?
Msg_KnowledgeTopic_DefeatBossTime	Let me see... The world record for defeating\n{color[ff4d2fff]}{[030d]} {color[000000ff]}is...{color[ff4d2fff]}{[0304]}{color[000000ff]} with\nthe {color[ff4d2fff]}{[0309|0000]}{color[000000ff]} ability!
Msg_KnowledgeTopic_DefeatBossTime_Strengthened	Let me see... The world record for defeating\n{color[ff4d2fff]}{[030d]} {color[000000ff]}is...{color[ff4d2fff]}{[0304]}{color[000000ff]} with\n{color[ff4d2fff]}{[0309|0000]}{[0107|0000]}{[0301|0000]}{color[000000ff]}!
Msg_KnowledgeTopic_DefeatBossTime_MaxStrengthened	Let me see... The world record for defeating\n{color[ff4d2fff]}{[030d]} {color[000000ff]}is...{color[ff4d2fff]}{[0304]}{color[000000ff]} with\n{color[ff4d2fff]}{[0309|0000]}{[0107|0000]}{[010a|0300]}{color[000000ff]}!
Msg_KnowledgeTopic_DefeatBossTimeUnknown	Let me see... The world record for defeating\n{color[ff4d2fff]}{[030d]} {color[000000ff]}is...{color[ff4d2fff]}{[0304]}{color[000000ff]}!\nThey used a Copy Ability you don't have yet...
Msg_KnowledgeTopic_PopularFoodShopItem	The most popular Waddle Dee Café item is...\n{color[ff4d2fff]}{[0315]}{color[000000ff]}! It's had {color[ff4d2fff]}{[0301|0000]} {color[000000ff]}orders.
Msg_KnowledgeTopic_CafeMenuSalesCount	When I say "{[0315]}," do you get\na bit hungry? That item has been {color[ff4d2fff]}eaten\n{[0301|0000]} times{color[000000ff]} so far!
Msg_KnowledgeTopic_LastPlayedSubgameCarRace	This week's world record for the final race in\n"{color[ff4d2fff]}{[030f]}{color[000000ff]}" is...{color[ff4d2fff]}{[0305]}{color[000000ff]}!
Msg_KnowledgeTopic_LastPlayedSubgameMgameFood	This week's world record for {[0319]}{color[ff4d2fff]}\n{color[000000ff]}is...{color[ff4d2fff]}{[0301|0000]}{color[000000ff]}! And they served...{color[ff4d2fff]}{[0301|0100]} Waddle Dees{color[000000ff]}!
Msg_KnowledgeTopic_LastPlayedSubgameMgameFish	This week's world record for {color[ff4d2fff]}Flash Fishing {color[000000ff]}is...{color[ff4d2fff]}{[0301|0000]} g{color[000000ff]}!
Msg_KnowledgeTopic_LastPlayedSubgameMgameBall	This week's world-record time for {color[ff4d2fff]}Tilt-and-Roll Kirby:{color[000000ff]}\n{color[ff4d2fff]}{[031a]} {color[000000ff]}is...{color[ff4d2fff]}{[0304]}{color[000000ff]}!
Msg_KnowledgeTopic_ArenaClearTimeSoloNoItem	The solo world record for {color[ff4d2fff]}{[0312]}{color[000000ff]} in Wild\nMode without any power-up items or amiibo was...{[0004]}{color[ff4d2fff]}{[0304]}{color[000000ff]}! And it looks like they won with the\n{color[ff4d2fff]}{[0309|0000]}{color[000000ff]} ability.
Msg_KnowledgeTopic_ArenaClearTimeSoloNoItem_Strengthened	The solo world record for {color[ff4d2fff]}{[0312]}{color[000000ff]} in Wild\nMode without any power-up items or amiibo was...{[0004]}{color[ff4d2fff]}{[0304]}{color[000000ff]}! And it looks like they won with\n{color[ff4d2fff]}{[0309|0000]}{[0107|0000]}{[0301|0000]}{color[000000ff]}!
Msg_KnowledgeTopic_ArenaClearTimeSoloNoItem_MaxStrengthened	The solo world record for {color[ff4d2fff]}{[0312]}{color[000000ff]} in Wild\nMode without any power-up items or amiibo was...{[0004]}{color[ff4d2fff]}{[0304]}{color[000000ff]}! And it looks like they won with\n{color[ff4d2fff]}{[0309|0000]}{[0107|0000]}{[010a|0300]}{color[000000ff]}!
Msg_KnowledgeTopic_ArenaClearTimeSoloNoItemUnknown	The solo world record for {color[ff4d2fff]}{[0312]}{color[000000ff]} in Wild\nMode without any power-up items or amiibo was...{[0004]}{color[ff4d2fff]}{[0304]}{color[000000ff]}! And they won with an ability you\nhaven't encountered yet...
Msg_KnowledgeTopic_ArenaClearTimeMultiNoItem	The co-op world record for {color[ff4d2fff]}{[0312]}{color[000000ff]}\nin Wild Mode without using power-up items or\namiibo was...{[0004]}{color[ff4d2fff]}{[0304]}{color[000000ff]}! And it looks like they won with the\n{color[ff4d2fff]}{[0309|0000]}{color[000000ff]} ability!
Msg_KnowledgeTopic_ArenaClearTimeMultiNoItem_Strengthened	The co-op world record for {color[ff4d2fff]}{[0312]}{color[000000ff]}\nin Wild Mode without using power-up items or\namiibo was...{[0004]}{color[ff4d2fff]}{[0304]}{color[000000ff]}! And it looks like they won with\n{color[ff4d2fff]}{[0309|0000]}{[0107|0000]}{[0301|0000]}{color[000000ff]}!
Msg_KnowledgeTopic_ArenaClearTimeMultiNoItem_MaxStrengthened	The co-op world record for {color[ff4d2fff]}{[0312]}{color[000000ff]}\nin Wild Mode without using power-up items or\namiibo was...{[0004]}{color[ff4d2fff]}{[0304]}{color[000000ff]}! And it looks like they won with\n{color[ff4d2fff]}{[0309|0000]}{[0107|0000]}{[010a|0300]}{color[000000ff]}!
Msg_KnowledgeTopic_ArenaClearTimeMultiNoItemUnknown	The co-op world record for {color[ff4d2fff]}{[0312]}{color[000000ff]}\nin Wild Mode without using power-up items or\namiibo was...{[0004]}{color[ff4d2fff]}{[0304]}{color[000000ff]}! And they won with an ability you\nhaven't encountered yet...
Msg_KnowledgeTopic_CoinStarCount	The number of {[0100|8000]} {color[ff4d2fff]}Star Coins {color[000000ff]}you've collected so\nfar is...{color[ff4d2fff]}{[0301|0000]}{color[000000ff]}!{[0004]}And the combined total of {[0100|8000]} {color[ff4d2fff]}Star Coins {color[000000ff]}collected\nall over the world is...{color[ff4d2fff]}{[0301|0100]}{color[000000ff]}!
Msg_KnowledgeTopic_CoinStarCountLocal	The number of {[0100|8000]} {color[ff4d2fff]}Star Coins {color[000000ff]}you've collected so\nfar is...{color[ff4d2fff]}{[0301|0000]}{color[000000ff]}!
Msg_KnowledgeTopic_RescuedWaddleDeeCount	So far, you've {color[ff4d2fff]}saved{color[000000ff]}...{color[ff4d2fff]}{[0301|0000]} Waddle Dees{color[000000ff]}!\nAnd the combined total saved all over the\nworld is...{color[ff4d2fff]}{[0301|0100]} Waddle Dees{color[000000ff]}!
Msg_KnowledgeTopic_RescuedWaddleDeeCountLocal	So far, you've {color[ff4d2fff]}saved{color[000000ff]}...{color[ff4d2fff]}{[0301|0000]}{color[000000ff]} {color[ff4d2fff]}Waddle Dees{color[000000ff]}!
Msg_KnowledgeTopic_DefeatedEnemyCount	So far, the total number of {color[ff4d2fff]}Awoofies{color[000000ff]} you've defeated\nis...{color[ff4d2fff]}{[0301|0000]}{color[000000ff]}! And a combined total of {color[ff4d2fff]}{[0301|0100]}\nAwoofies {color[000000ff]}have been defeated worldwide!
Msg_KnowledgeTopic_DefeatedEnemyCountLocal	So far, the total number of {color[ff4d2fff]}Awoofies{color[000000ff]} you've\ndefeated is...{color[ff4d2fff]}{[0301|0000]}{color[000000ff]}!
Msg_KnowledgeTopic_PoppedFlowerCount	For {color[ff4d2fff]}Pop Flowers{color[000000ff]}, you've helped {color[ff4d2fff]}{[0301|0000]}{color[000000ff]} bloom during\nyour adventure! The combined total of bloomed\n{color[ff4d2fff]}Pop Flowers {color[000000ff]}all over the world is...{color[ff4d2fff]}{[0301|0100]}{color[000000ff]}!
Msg_KnowledgeTopic_PoppedFlowerCountLocal	For {color[ff4d2fff]}Pop Flowers{color[000000ff]}, you've helped {color[ff4d2fff]}{[0301|0000]}{color[000000ff]} bloom during\nyour adventure!
Msg_KnowledgeTopic_InhaledObjectCount	So far, the number of times you've {color[ff4d2fff]}inhaled objects{color[000000ff]}\nduring your adventure is...{color[ff4d2fff]}{[0301|0000]}{color[000000ff]}! Globally, the total\ncount for objects inhaled is...{color[ff4d2fff]}{[0301|0100]}{color[000000ff]}!
Msg_KnowledgeTopic_InhaledObjectCountLocal	So far, the number of times you've {color[ff4d2fff]}inhaled objects{color[000000ff]}\nduring your adventure is...{color[ff4d2fff]}{[0301|0000]}{color[000000ff]}!
Msg_KnowledgeTopic_TipsGuard	Press {color[ff4d2fff]}{[0409|6000]} or{color[000000ff]} {color[ff4d2fff]}{[040a|6100]} {color[000000ff]}to guard and take less damage from\nattacking enemies!
Msg_KnowledgeTopic_TipsSliding	If you wave hello to the Waddle Dees in town with\n{color[ff4d2fff]}{[041d|a400]} or{color[000000ff]} {color[ff4d2fff]}{[041c|a300]}{color[000000ff]}, they'll wave right back at you!
Msg_KnowledgeTopic_TipsDodge	If you set the difficulty to {color[ff4d2fff]}Spring-Breeze Mode{color[000000ff]},\nKirby will have more health and the time limits\nin each Treasure Road stage will increase!
Msg_KnowledgeTopic_TipsPose	If you set the difficulty to {color[ff4d2fff]}Wild Mode{color[000000ff]}, there will be\nmore enemies in each stage, and you'll get more\n{[0100|8000]} Star Coins as you clear bonuses!
Msg_KnowledgeTopic_TipsZoom	If you {color[ff4d2fff]}hold down {[0420|f300]}{color[000000ff]}, you'll zoom in with the camera\na little bit!
Msg_KnowledgeWaddleDee_Bye	Any time you'd like to learn more, I'll be more than\nhappy to share!
Msg_KnowledgeWaddleDee_ByeNoConnectSetting	If you connect {color[ff4d2fff]}online{color[000000ff]}, my book will have more topics\nfor us to discuss! Come back anytime.
Msg_KnowledgeWaddleDee_GiveFigure	{[1401]}Goodness, Kirby! {[1801]}You love to stay informed{[1802]},\ndon't you?{[0004]}To reward your insatiable hunger for knowledge,\nI'd like to give you...this{color[ff4d2fff]} special figure{color[000000ff]}! Huzzah!
Msg_ArenaClerk_WelcomeFirst_01	Wwwwwelcome to the {color[ff4d2fff]}Colosseum's reception areaaa{color[000000ff]}!
Msg_ArenaClerk_WelcomeFirst_02	You can {color[ff4d2fff]}enter tournaments{color[000000ff]} here and {color[ff4d2fff]}battle a rush\nof former bosses{color[000000ff]}!{[0004]}If you make it all the way to the end and come out\non top, you'll win a...{color[ff4d2fff]}speciaaal rewaaard{color[000000ff]}!
Msg_ArenaClerk_WelcomeFirst_03	And that's not all! We seem to have an unexpected\nwarrior using our first tournament as training...{[0004]}All the way from Planet Popstar! Stuck in this new\nworld like us! Thaaat's right, it's...{color[ff4d2fff]}Meta Knight{color[000000ff]}!
Msg_ArenaClerk_WelcomeFirst_04	So...are you gonna enter the tournament too?
Msg_ArenaClerk_Welcome	Wwwwwelcome to the Colosseum! If you're here to\nenter a tournament, you came to the right spot!
Msg_ArenaClerk_GoodbyEntry	If you'd like to enter later, just come back to this\nreception area!
Msg_ArenaClerk_Entered	OK! You're officially entered in {color[ff4d2fff]}{[0312]}{color[000000ff]}.\nIt's about to get intense in there... I can't wait!
Msg_ArenaClerk_FirstEntered	The{color[ff4d2fff]} entrance to the Colosseum {color[000000ff]}is right over there.\nPrepare for some tough battles, then head on in!
Msg_ArenaClerk_CheckEntryDissolve	What's up? Do you need to withdraw from\nthe tournament?
Msg_ArenaClerk_KeepEntry	{[1400]}Oh, good! Once you're ready for battle, just head on\nthrough the {color[ff4d2fff]}Colosseum entrance{color[000000ff]} right next to us.
Msg_ArenaClerk_DissolvedEntry	Got it. You're officially out of the tournament.\nIf you ever want to enter again, I'll be here!
Msg_ArenaClerk_DissolvedAndCheckEntry	Got it. You're officially out of that tournament.\nDid you want to enter a different one?
Msg_ArenaClerk_EnteredBossBattleExtraFirst	{[1403]}{[1801]}Kirby!{[1802]} I should warn you about {color[ff4d2fff]}{[0312]}{color[000000ff]}...{[0004]}{color[ff4d2fff]}The Ultimate Cup Z{color[000000ff]} takes place in some other realm\nwhere you'll face intense battles with scary foes.{[0004]}I can't follow you into that arena...and worse than\nthat, I can't commentate over your battles...{[0004]}But I know you'll survive. No—I know you'll WIN!\nAfter all, you just saved this entire world!
Msg_ArenaClerk_EnteredBossBattleExtra	You've entered {color[ff4d2fff]}{[0312]}{color[000000ff]}... {[1402]}It's a gauntlet\nof brutal battles in a mysterious arena!{[0004]}You'll be fighting in a different realm than ours, so\nI can't follow you...or provide any commentary...{[0004]}But I WILL be cheering you on from the rest area\nbetween battles. So good luck, Kirby! Go get 'em!
Msg_ArenaClerk_GetReward	Congratulations on a stunning victory, Kirby!\nHere's your hard-won {color[ff4d2fff]}reward{color[000000ff]}!
Msg_ArenaClerk_GetRewardPrev	{[1801]}Kirby!{[1802]} You didn't grab your {color[ff4d2fff]}reward{color[000000ff]} from your recent\nColosseum victory... Congrats again!
Msg_ArenaClerk_GetFigure	{[1800]}{[1401]}Kirby! You're amazing! Do you realize that you've\nconquered ALL of the Colosseum tournaments?!{[0004]}{[1400]}To honor your landmark achievement in the realm of\narena-based combat...I got you a gift!{[0004]}This {color[ff4d2fff]}special figure{color[000000ff]} is all yours. Congratulations!
Msg_PharmacyClerk_WelcomeFirst_00	Hi there! Welcome to{color[ff4d2fff]} Waddle Dee's Item Shop{color[000000ff]}!{[0004]}We sell items that can give you {color[ff4d2fff]}temporary power\nboosts{color[000000ff]} in a few different ways.
Msg_PharmacyClerk_WelcomeFirst_01	You can even {color[ff4d2fff]}use more than one at a time{color[000000ff]}, whether\nyou mix a few together or just double up on one!{[0004]}You can {color[ff4d2fff]}only take one item with you{color[000000ff]} at a time\nthough. Keep that in mind.
Msg_PharmacyClerk_WelcomeFirst_02	So! Which item would you like, Kirby?
Msg_PharmacyClerk_Welcome	Welcome! Waddle Dee's Item Shop is here to support\nyou on your adventure!
Msg_PharmacyClerk_AskBuying	{color[ff4d2fff]}{[0316]}{color[000000ff]}? You got it. That'll be {[0100|8000]} {color[ff4d2fff]}{[0301|0000]}{color[000000ff]}.
Msg_PharmacyClerk_Thanks	Swing by and pay us a visit whenever you need an\nextra bit of "oomph"!
Msg_PharmacyClerk_PointStarShortage	Uh, sorry... You{color[ff4d2fff]} don't have enough{color[000000ff]} {[0100|8000]} Star Coins.
Msg_PharmacyClerk_ThanksTakeOut	Thanks for your purchase! When you're ready to use\nthis stock item, just {color[ff4d2fff]}hold down {[0702|0200]}{color[000000ff]}!
Msg_PharmacyClerk_GiveFigure	{[1800]}Hey, Kirby! Got a minute?{[0004]}{[1400]}You've been such a loyal customer... I wanted to\nthank you, so I got you this {color[ff4d2fff]}special figure{color[000000ff]}!
Msg_MgameBallClerk_FirstDemo1	{[1800]}Step right up! Get your hands on the latest, greatest\ngame in town: {color[ff4d2fff]}Tilt-and-Roll Kirby{color[000000ff]}!{[0004]}Come and try it out sometime, Kirby!
Msg_MgameBallClerk_FirstDemo2	Just stand in front of the game at my booth, then\npress {color[ff4d2fff]}{[0400|0000]} {color[000000ff]}to play!
Msg_MgameBallClerk_HowToPlay	Stand in front of the Tilt-and-Roll Kirby game you\nwant to try, then press {color[ff4d2fff]}{[0400|0000]} {color[000000ff]}to play!
