glossary.msbt
gl_799	クッパケーキ
bd00_c07_mw_100star01	クッパは{r2[に]}逃{/r2}げました。
bd00_c07_mw_paystar00	ガーハッハッハ！\r\nそれでは、スターをよこすのだ！
bd00_c07_mw_payStarNone00	…ん！スターを{r2[も]}持{/r2}ってないだと！！\r\nふ、ふざけたヤツめ、{r2[かえ]}帰{/r2}れ{r2[かえ]}帰{/r2}れ！！
bd00_c07_mw_coinPresent00	…オ、オマエ―！\r\nスターを{r2[も]}持{/r2}っていないではないかっ！！
bd00_c07_mw_coinPresent01	な、なんてかわいそうなヤツなんだー！\r\n{r2[すく]}少{/r2}ないけど{r2[と]}取{/r2}っておけ、ホラ20コインだ！
bd00_c07_mw_coinPresent02	そのコイン{r2[だいじ]}大事{/r2}にするんだぞ！\r\nじゃあな、がんばれよ！
bd00_c07_mw_bowserHsmg00	{r2[ぜんいん]}全員{/r2}で、{color[ff3502ff]}クッパミニゲーム{color[000000ff]}{color[ffffffff]}に{r2[ちょうせん]}挑戦{/r2}だ！{color[000000ff]}
bd00_c07_mw_bowserHsmg01	{r2[しっぱい]}失敗{/r2}したヤツは、コインをよこすのだ！
bd00_c07_mw_kpmgNoLose00	くそー！{r2[だれ]}誰{/r2}も{r2[しっぱい]}失敗{/r2}しなかったではないか！！\r\nつまらんぞ！さっさと{r2[かえ]}帰{/r2}れーー！
bo00_c07_mw_kpmgPayCoin00	{color[ffffffff]}{color[ff3502ff]}[0]{color[ffffffff]}、{color[ff3502ff]}[1]{color[ffffffff]}、{color[ff3502ff]}[2]{color[ffffffff]}\r\n{color[ffffffff]}{color[ffffffff]}10コインずつ、ワガハイによこせー！{color[000000ff]}
bo00_c07_mw_kpmgPayCoin05	{color[ffffffff]}{color[ff3502ff]}[0]{color[ffffffff]}、{color[ff3502ff]}[1]{color[ffffffff]}、\r\n{color[ffffffff]}{color[ffffffff]}10コインずつ、ワガハイによこせー！{color[000000ff]}
bo00_c07_mw_kpmgPayCoin04	{color[ffffffff]}それでは{color[ff3502ff]}[0]{color[ffffffff]}よ{color[ff3502ff]}{color[ffffffff]}\r\nワガハイに、{color[ffffffff]}{color[ffffffff]}10コインよこせー！{color[000000ff]}
bo00_c07_mw_kpmgPayCoin01	ガッハッハッハ！\r\nオマエら{r2[ぜんいん]}全員{/r2}、10コインずつよこせー！
bo00_c07_mw_kpmgPayCoin02	…ん？コインが{r2[た]}足{/r2}りないじゃないか！\r\nしかたない、{r2[も]}持{/r2}ってる{r2[ぜんぶ]}全部{/r2}で{r2[ゆる]}許{/r2}してやろう。
bo00_c07_mw_kpmgPayCoin03	…ん？{r2[すこ]}少{/r2}し{r2[た]}足{/r2}りないような…？\r\nまぁいい、これぐらいで{r2[ゆる]}許{/r2}してやろう。
bo00_c07_mw_kpmgPayCoinNone00	…ん！？なんだと？\r\n{r2[だれ]}誰{/r2}もコインを{r2[も]}持{/r2}っていないだとー？？
bo00_c07_mw_kpmgPayCoinNone01	そろいもそろって、ダメなヤツらだな！\r\nさっさと{r2[かえ]}帰{/r2}れ！シッシッ！！
bo00_c07_mw_kpmgPayCoinNone02	ん！オマエ、コインを{r2[も]}持{/r2}ってないじゃないか！
bo00_c07_mw_kpmgPayCoinNone03	…と{r2[い]}言{/r2}っても、{r2[も]}持{/r2}ってないならしかたないな。\r\n{r2[きょう]}今日{/r2}のワガハイは、{r2[もの]}物{/r2}わかりがいいのだ。
bd00_c08_mw_welcome00	みんなの{color[110c1dff]}{color[ffffffff]}{color[110c1dff]}コインをかけて、ミニゲームでバトル！{color[000000ff]}
bd00_c08_mw_welcome01	{color[110c1dff]}{r2[じゅんい]}順位{/r2}によって{color[ffffffff]}{color[110c1dff]}コインをゲットできますよ！{color[000000ff]}
bd00_c08_mw_bonus00	{color[110c1dff]}まずは、マスに{r2[と]}停{/r2}まった{color[ff3502ff]}[0]{color[110c1dff]}さんに\r\nボーナス{color[ffffffff]}{color[110c1dff]}3コインをプレゼント。{color[000000ff]}
bd00_c08_mw_betCoin00	それでは、{color[110c1dff]}かける{color[ffffffff]}{color[110c1dff]}コイン{r2[すう]}数{/r2}を{r2[き]}決{/r2}めましょう！{color[000000ff]}
bd00_c08_mw_betCoin01	{color[110c1dff]}{r2[こんかい]}今回{/r2}は、{color[ffffffff]}{color[110c1dff]}[0]コインずつ{r2[あつ]}集{/r2}めまーす！{color[000000ff]}
bd00_c08_mw_betCoin02	…あれ？{color[110c1dff]}{color[ffffffff]}{color[110c1dff]}コインが{r2[た]}足{/r2}りないような。\r\nともかく、{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[110c1dff]}[0]コインかけてバトルです！{color[000000ff]}
bd00_c08_mw_betCoin04	…あれれ？{color[ffffffff]}{color[000000ff]}{color[110c1dff]}コインの{r2[あつ]}集{/r2}まりが{r2[わる]}悪{/r2}いですよ。\r\n{r2[しかた]}仕方{/r2}ないので、{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[110c1dff]}10コインあげましょう！{color[000000ff]}
bd00_c08_mw_start00	{color[110c1dff]}それでは、{color[ffffffff]}{color[110c1dff]}[0]コインをかけてバトルです！{color[000000ff]}
bd00_c08_mw_start01	どのミニゲームをするか、{r2[き]}決{/r2}めましょう。
bd00_c09_mw_noCoin00	{color[ff3502ff]}ノコノコバンク{color[000000ff]}{color[ffffffff]}だよ。{color[000000ff]}
bd00_c09_mw_noCoin01	{r2[ぼきん]}募金{/r2}してほしいんだけど、\r\nコインを{r2[も]}持{/r2}ってないのか…
bd00_c09_mw_noCoin02	じゃあ、また{r2[き]}来{/r2}てね。\r\n{r2[いま]}今{/r2}、[0]コイン{r2[た]}貯{/r2}まってるよ。
bd00_c09_mw_payCoin00	{color[ff3502ff]}ノコノコバンク{color[000000ff]}{color[ffffffff]}だよ。とつぜんだけど、\r\n{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[ffffffff]}[0]コイン{r2[ぼきん]}募金{/r2}してしてもらうね！{color[000000ff]}
bd00_c09_mw_payCoin02	{color[ff3502ff]}ノコノコバンク{color[000000ff]}{color[ffffffff]}だよ。\r\nここでも、{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[ffffffff]}[0]コイン{r2[ぼきん]}募金{/r2}してもらうね！{color[000000ff]}
bd00_c09_mw_payCoin03	また{r2[き]}来{/r2}たね！{color[ff3502ff]}ノコノコバンク{color[000000ff]}{color[ffffffff]}だよ。\r\n{r2[こんど]}今度{/r2}も、{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[ffffffff]}[0]コイン{r2[ぼきん]}募金{/r2}してもらうね！{color[000000ff]}
bd00_c09_mw_payCoin01	{r2[きょうりょく]}協力{/r2}ありがとうございまーす！
bd00_c09_mw_payCoin07	{r2[きょうりょく]}協力{/r2}ありがとう！パネルの{r2[すうじ]}数字{/r2}は、\r\n{r2[あつ]}集{/r2}まったコインの{r2[ごうけい]}合計{/r2}だよ。
bd00_c09_mw_payCoin13	ここにピッタリ{r2[と]}停{/r2}まった{r2[ひと]}人{/r2}には、なんと\r\n{r2[た]}貯{/r2}まった{color[ffffffff]}{color[000000ff]}{color[ffffffff]}コインを{r2[ぜんぶ]}全部{/r2}プレゼントするよ！{color[000000ff]}
bd00_c09_mw_payCoin04	いよいよラストスパートだね。\r\n{color[ff3502ff]}ノコノコバンク{color[000000ff]}{color[ffffffff]}も、ラストスパート！{color[000000ff]}
bd00_c09_mw_payCoin05	…ということで、これからは\r\n{color[ffffffff]}{color[ffffffff]}5コインずつ{r2[ぼきん]}募金{/r2}してもらうね！{color[ffffffff]}{color[000000ff]}
bd00_c09_mw_payCoin09	もう{r2[すこ]}少{/r2}し、ゲームが{r2[つづ]}続{/r2}くということなので\r\n{r2[ぼきん]}募金{/r2}する{color[ffffffff]}{color[000000ff]}{color[ffffffff]}コイン{r2[すう]}数{/r2}がもどったよ。{color[000000ff]}
bd00_c09_mw_payCoin10	…だから、しばらくは\r\n{color[ffffffff]}{color[000000ff]}{color[ffffffff]}3コインずつ{r2[ぼきん]}募金{/r2}してもらうね！{color[000000ff]}
bd00_c09_mw_payCoin11	またラストスパートだね。\r\n{color[ff3502ff]}ノコノコバンク{color[000000ff]}{color[ffffffff]}も、ラストスパートだよ！{color[000000ff]}
bd00_c09_mw_payCoin12	…ということで、また\r\n{color[ffffffff]}{color[000000ff]}{color[ffffffff]}5コインずつ{r2[ぼきん]}募金{/r2}してもらうね！{color[000000ff]}
bd00_c09_mw_payCoin06	あら？{color[ffffffff]}{color[000000ff]}{color[ffffffff]}コインが{r2[た]}足{/r2}りないよ。\r\nじゃあ、{r2[だ]}出{/r2}せるだけ{r2[だ]}出{/r2}してね！{color[000000ff]}
bd00_c09_mw_getCoin00	やったー！ピッタリ{r2[と]}停{/r2}まったキミには\r\n{r2[た]}貯{/r2}まったコインを、{r2[ぜんぶ]}全部{/r2}あげちゃうぞ！
bd00_c09_mw_getCoin01	…あら？コインが{r2[た]}貯{/r2}まってなかったよ。\r\n{r2[ざんねん]}残念{/r2}だったね、また{r2[き]}来{/r2}てね。
bd00_c09_mw_getCoin03	やった！{r2[た]}貯{/r2}まったコイン{r2[だいほうしゅつ]}大放出{/r2}！！…って\r\n[0]コインしか{r2[た]}貯{/r2}まってないけどね。
bd00_c09_mw_getCoin04	ラッキー！{r2[た]}貯{/r2}まりまくったコインを{r2[だいほうしゅつ]}大放出{/r2}！\r\n[0]コインあげちゃうぞ！やったね！
bd00_c09_mw_getCoin05	{r2[すべ]}全{/r2}ての{color[ff3502ff]}ノコノコバンク{color[000000ff]}{color[ffffffff]}の{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[ffffffff]}コインをまとめて\r\nあげるんだから、{r2[だいじ]}大事{/r2}に{r2[つか]}使{/r2}ってね！{color[000000ff]}
bd00_hideBlock_mw_get00a	…な、なんと！！{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}さんが\r\n{color[ff3502ff]}{r2[かく]}隠{/r2}しブロック{color[110c1dff]}を{r2[み]}見{/r2}つけました！{color[000000ff]}
bd00_hideBlock_mw_get00b	…ま、まさか！！{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}さんが\r\n{color[ff3502ff]}{r2[かく]}隠{/r2}しブロック{color[110c1dff]}を{r2[み]}見{/r2}つけました！{color[000000ff]}
bd00_hideBlock_mw_get00c	…わわっ！{color[ff3502ff]}{r2[かく]}隠{/r2}しブロック{color[000000ff]}{color[110c1dff]}！！{color[000000ff]}\r\n{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}さん！めちゃくちゃラッキー！！{color[000000ff]}
bd00_mgRoulette_coin	 {color[ffdf00ff]}[0]{color[000000ff]}
bd00_p07_VS	VS
bd00_p07_mw_LastTurns00	おつかれさま、{r2[ぜん]}全{/r2}ターン{r2[しゅうりょう]}終了{/r2}しました。\r\n…それでは{r2[けっかはっぴょう]}結果発表{/r2}です！
bd00_tlp_hsmg	ミニゲーム！
bd00_tlp_hsmgBonus	ボーナスミニゲーム！
bd00_tlp_CoinDouble	コイン2{r2[ばい]}倍{/r2}
bd00_tlp_hsmgLastTurns	ラストミニゲーム！
bd00_tlp_hsmg4VS	4{r2[にん]}人{/r2}でミニゲーム
bd00_tlp_hsmg1VS3	1vs3ミニゲーム
bd00_tlp_hsmg2VS2	2vs2ミニゲーム
bd00_p08_mw_welcome00	さて、{r2[しょうり]}勝利{/r2}の{r2[ゆくえ]}行方{/r2}はどうなるのでしょう？
bd00_p08_mw_bonusPresent00	…それでは{r2[さいしょ]}最初{/r2}に、\r\n{r2[こんかい]}今回{/r2}のボーナスを{r2[はっぴょう]}発表{/r2}します！
bd00_p08_mw_bonusPresent05	…それでは{r2[さいしょ]}最初{/r2}に、\r\n3つのボーナスの{r2[かくとくしゃ]}獲得者{/r2}を{r2[はっぴょう]}発表{/r2}します！
bd00_p08_mw_bonusPresent01	1つ{r2[め]}目{/r2}のボーナスは……
bd00_p08_mw_bonusPresent02	そして、2つ{r2[め]}目{/r2}のボーナスは……
bd00_p08_mw_bonusPresent03	さらに、3つ{r2[め]}目{/r2}のボーナスは……
bd00_tlp_bonusStar	[0]
bd00_p08_mw_giveBonus00	さて、このボーナスをもらえるのは……
bd00_p08_mw_giveBonusNone00	{r2[ざんねん]}残念{/r2}！{r2[こんかい]}今回{/r2}は{r2[だれ]}誰{/r2}もいませんでした。
bd00_p08_mw_bonusStar00	アイテムを、{r2[いちばん]}一番{/r2}たくさん{r2[つか]}使{/r2}った{r2[ひと]}人{/r2}が\r\nもらえるボーナスでーす！
bd00_p08_mw_bonusStar01	{r2[いちばんおお]}一番多{/r2}く{color[ffffffff]}{color[000000ff]}{color[110c1dff]}コインを{r2[あつ]}集{/r2}めた{r2[ひと]}人{/r2}が\r\nもらえるボーナスです！{color[000000ff]}
bd00_p08_mw_bonusStar02	{r2[いちばんおお]}一番多{/r2}く、ミニゲームで1{r2[い]}位{/r2}になった{r2[ひと]}人{/r2}が\r\nもらえるボーナスです！
bd00_p08_mw_bonusStar03	{r2[いちばん]}一番{/r2}たくさん{r2[いどう]}移動{/r2}した{r2[ひと]}人{/r2}が\r\nもらえるボーナスでーす！
bd00_p08_mw_bonusStar04	{r2[だれ]}誰{/r2}よりも{r2[いどう]}移動{/r2}しなかった{r2[ひと]}人{/r2}が\r\nもらえるボーナスです！
bd00_p08_mw_bonusStar05	{color[ff3502ff]}ハプニングマス{color[000000ff]}{color[110c1dff]}に、{r2[いちばんおお]}一番多{/r2}く{r2[と]}停{/r2}まった{r2[ひと]}人{/r2}が\r\nもらえるボーナスですよー！{color[000000ff]}
bd00_p08_mw_bonusStar06	{color[ff3502ff]}マイナスマス{color[000000ff]}{color[110c1dff]}に、{r2[いちばんおお]}一番多{/r2}く{r2[と]}停{/r2}まった{r2[ひと]}人{/r2}が\r\nもらえるボーナスでーす！{color[000000ff]}
bd00_p08_mw_bonusStar07	アイテムを、{r2[いちばん]}一番{/r2}たくさん{r2[か]}買{/r2}った{r2[ひと]}人{/r2}が\r\nもらえるボーナスです！
bd00_p08_mw_bonusStar08	{color[ff3502ff]}クッパマス{color[000000ff]}{color[110c1dff]}に、{r2[いちばんおお]}一番多{/r2}く{r2[と]}停{/r2}まった{r2[ひと]}人{/r2}が\r\nもらえるボーナスですよー！{color[000000ff]}
bd00_p08_mw_giveBonus01	{color[110c1dff]}{color[ff3502ff]}[0]{color[110c1dff]}さんです！{color[000000ff]}
bd00_p08_mw_giveBonus02	{color[110c1dff]}{color[ff3502ff]}[0]{color[110c1dff]}さん、{color[000000ff]}
bd00_p08_mw_giveBonus03	{color[110c1dff]}{color[ff3502ff]}[0]{color[110c1dff]}さん！{color[000000ff]}
bd00_p08_mw_giveBonus04	{color[110c1dff]}…そして、{color[ff3502ff]}[0]{color[110c1dff]}さんでーす！{color[000000ff]}
bd00_p08_mw_giveBonus05	なんと！{r2[ぜんいん]}全員{/r2}がボーナスゲットです！
bd00_p08_mw_winner00	…それでは、いよいよ\r\n{r2[ゆうしょうしゃ]}優勝者{/r2}の{r2[はっぴょう]}発表{/r2}でーーす！！
bd00_p08_mw_winner01	{r2[こんかい]}今回{/r2}、{r2[ゆうしょう]}優勝{/r2}したのは……
bd00_p08_mw_winner02	…！！\r\nなんと！1{r2[い]}位{/r2}が{r2[ふくすうめい]}複数名{/r2}いますよ！
bd00_p08_mw_winner03	{color[110c1dff]}{color[ff3502ff]}[0]{color[110c1dff]}さん、{color[000000ff]}
bd00_p08_mw_winner04	{color[110c1dff]}{color[ff3502ff]}[0]{color[110c1dff]}さん！{color[000000ff]}
bd00_p08_mw_winner05	{color[110c1dff]}…そして、{color[ff3502ff]}[0]{color[110c1dff]}さんでーす！！{color[000000ff]}
bd00_p08_mw_winner06	なんとなんと！{r2[ぜんいん]}全員{/r2}1{r2[い]}位{/r2}でしたー！
bd00_p08_mw_winnerDice00	…こんな{r2[ばあい]}場合{/r2}は、サイコロで{r2[けっちゃく]}決着{/r2}をつけまーす！
bd00_p08_mw_winnerDice01	より{r2[おお]}大{/r2}きな{r2[すうじ]}数字{/r2}を{r2[だ]}出{/r2}した{r2[ひと]}人{/r2}が{r2[ゆうしょう]}優勝{/r2}です！
bd00_p08_mw_winnerDice03	おー！{r2[ゆうしょうしゃ]}優勝者{/r2}が{r2[き]}決{/r2}まりました！！
bd00_p08_mw_winner07	では、{r2[あらた]}改{/r2}めて{r2[けっか]}結果{/r2}{r2[はっぴょう]}発表{/r2}です！\r\n{r2[こんかい]}今回{/r2}の{r2[ゆうしょうしゃ]}優勝者{/r2}は……
bd00_p08_mw_winner08	{color[110c1dff]}{color[ff3502ff]}[0]{color[110c1dff]}さんでーす！{color[000000ff]}
bd00_tlp_Congratulations	{size[4b00]}YOU ARE THE{size[6400]}\r\nSUPERSTAR!
bd00_clap_name	[0]
bd00_pt_clapAll	[0]
bd00_pt_clapGet	+[0]
bd00_ctrl_clap	{r2[れんだ]}連打{/r2}で{r2[はくしゅ]}拍手{/r2}
bd00_mw_clap00	それでは、{r2[さいご]}最後{/r2}まで{r2[たたか]}戦{/r2}ったみなさんで\r\n{r2[はくしゅ]}拍手{/r2}を{r2[おく]}送{/r2}り{r2[あ]}合{/r2}いましょう！
bd00_result_bdName	[0]
bd00_result_turn	[0]ターン
bd00_result_header	[0]
bd00_result_ctrl_L	[0]
bd00_result_ctrl_R	[0]
bd00_result_ctrl_photoLarger	{r2[ぜん]}全{/r2}{r2[がめん]}画面{/r2}{r2[ひょうじ]}表示{/r2}
bd00_result_ctrl_finish	/ {r2[お]}終{/r2}わる
bd00_result_status_rank	[0]
bd00_result_status_star	[0]
bd00_result_status_coin	[0]
bd00_result_status_chaname	[0]
bd00_result_status_useName	[0]
bd00_result_graph_turn	[0]
bd00_result_graph_star	[0]
bd00_result_listName	[0]
bd00_result_list00	[0]
bd00_result_list01	[0]
bd00_result_graph_bonusCheck	ボーナス{r2[かくにん]}確認{/r2}
bd00_result_graph_bonus	ボーナススター
bd00_result_graph_bonusBack	{r2[と]}閉{/r2}じる
bd00_result_graph_bonusName	[0]
bd00_result_graph_bonusDetails00	アイテムを{r2[いちばん]}一番{/r2}{r2[おお]}多{/r2}く{r2[しよう]}使用{/r2}した
bd00_result_graph_bonusDetails01	{color[ffffffff]}{color[000000ff]}{color[110c1dff]}コインを{r2[あつ]}集{/r2}めた{r2[かず]}数{/r2}が{r2[いちばん]}一番{/r2}{r2[おお]}多{/r2}い{color[000000ff]}
bd00_result_graph_bonusDetails02	ミニゲームで{r2[いちばん]}一番{/r2}{r2[おお]}多{/r2}く{r2[か]}勝{/r2}った
bd00_result_graph_bonusDetails03	{r2[いどう]}移動{/r2}したマスが{r2[いちばん]}一番{/r2}{r2[おお]}多{/r2}い
bd00_result_graph_bonusDetails04	{r2[いどう]}移動{/r2}したマスが{r2[いちばん]}一番{/r2}{r2[すく]}少{/r2}ない
bd00_result_graph_bonusDetails05	{color[ff3502ff]}ハプニングマス{color[000000ff]}{color[110c1dff]}に{r2[と]}停{/r2}まった{r2[かず]}数{/r2}が{r2[いちばん]}一番{/r2}{r2[おお]}多{/r2}い{color[000000ff]}
bd00_result_graph_bonusDetails06	{color[ff3502ff]}マイナスマス{color[000000ff]}{color[110c1dff]}に{r2[と]}停{/r2}まった{r2[かず]}数{/r2}が{r2[いちばん]}一番{/r2}{r2[おお]}多{/r2}い{color[000000ff]}
bd00_result_graph_bonusDetails07	アイテムを{r2[か]}買{/r2}った{r2[かず]}数{/r2}が{r2[いちばん]}一番{/r2}{r2[おお]}多{/r2}い
bd00_result_graph_bonusDetails08	{color[ff3502ff]}クッパマス{color[000000ff]}{color[110c1dff]}に{r2[と]}停{/r2}まった{r2[かず]}数{/r2}が{r2[いちばん]}一番{/r2}{r2[おお]}多{/r2}い{color[000000ff]}
hs_bd01.msbt
bd01_OP_mw_past00	この{r2[きょだい]}巨大{/r2}なバースデーケーキはその{r2[むかし]}昔{/r2}、\r\nあるおひめさまの{r2[たんじょうび]}誕生日{/r2}を{r2[いわ]}祝{/r2}うため、{r2[つく]}作{/r2}られたんだ。
bd01_OP_mw_past01	ロウソクも{r2[おお]}大{/r2}きいから、あの{r2[とき]}時{/r2}は\r\n{r2[ひ]}火{/r2}をつけるのに{r2[くろう]}苦労{/r2}したよー。
