glossary.msbt
gl_799	Bowser Cake
bd04_OP_mw_purpose03	It's time to find out who's the next Super\r\nStar. Let's get to it!
bd04_p01_mw_explaination00	This is {color[ff3502ff]}Cantaloupe Island{color[000000ff]}{color[ffffffff]}. It's a tropical\r\nparadise just bursting with fruit!{color[000000ff]}
bd04_p01_mw_explaination01	This is {color[ff3502ff]}Watermelon Island{color[000000ff]}{color[ffffffff]}. Look over\r\nthere! {color[ff3502ff]}Bowser{color[ffffffff]}'s catching some rays!{color[000000ff]}
bd04_p01_mw_explaination02	Two bridges connect the islands. Pay\r\nthe {color[ff3502ff]}Thwomp{color[000000ff]}{color[ffffffff]}'s fee, and you can cross.{color[000000ff]}
bd04_p01_mw_explaination03	There are {color[ff3502ff]}Yoshis{color[000000ff]} {color[110c1dff]}everywhere. They seem\r\nto be keeping an eye on us!{color[000000ff]}
bd04_p02_mw_lastSpNPC007_00	Let's take a listen to the wisdom of\r\nthe waves, as delivered by {color[ff3502ff]}Cheep Cheep{color[000000ff]}{color[110c1dff]}!{color[000000ff]}
bd04_p02_mw_lastSpNPC007_01	To be honest, all that splashing is making\r\nit hard to hear. Was that...{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}?{color[000000ff]}
bd04_p02_mw_lastSpNPC035_00	This time, let's hear from this spiky\r\ncharacter!
bd04_p02_mw_lastSpNPC035_01	Blub-blub... Blub-blub-blub...
bd04_p02_mw_lastSpNPC035_02	Hmm. "Circumstances being what they\r\nare, victory for {color[ff3502ff]}[0] {color[000000ff]}{color[110c1dff]}is assured."{color[000000ff]}
bd01_s04_mw_koopaFloat00	Bwahaha! Floating free in the ocean is\r\nso relaxing... You should give it a try!
bd01_s04_mw_koopaFloat01	Take this {color[ff3502ff]}Bowser Tube{color[000000ff]}{color[ffffffff]}—the highest-\r\nquality flotation device money can buy!{color[000000ff]}
bd01_s04_mw_koopaFloat02	You heard me say "money can buy," right?\r\nFork over [0]  coins!
bd01_s04_mw_koopaFloat03	It popped already? Don't look at me!\r\nBuyer beware! No returns! Bwahaha!
bd01_s04_mw_koopaFloat04	Well, if you can't afford it, I'll just take\r\nall the  coins you've got! Bwahaha!
bd04_gmk01_mw_bakubaku00	{color[110c1dff]}Well, would you look at that!\r\n{color[ff3502ff]}Bowser{color[110c1dff]} and the {color[ffffffff]}{color[110c1dff]} Star switched places!{color[000000ff]}
bd04_gmk02_mw_dossun00	The {color[ff3502ff]}Thwomp{color[000000ff]}{color[ffffffff]}'s toll has been halved.{color[000000ff]}
bd04_gmk02_mw_dossun01	Seems like you'll have to hand over\r\n[0]  coin if you want to pass.
bd04_gmk02_mw_dossun01p	Seems like you'll have to hand over\r\n[0]  coins if you want to pass.
bd04_gmk02_mw_dossun01_a0	Pay
bd04_gmk02_mw_dossun01_a1	Don't Pay
bd04_gmk02_mw_firstDossun00	It looks like the  coin toll is going to\r\nincrease with each player who passes.
bd04_gmk02_mw_firstDossun01	The good news is that you're the\r\nfirst one who wants to pass, so...
bd04_gmk02_mw_dossun02	Seems like you'll have to hand over\r\n[0]  coins if you want to pass.
bd04_gmk02_mw_dossun03	I think the {color[ff3502ff]}Thwomp{color[000000ff]}{color[ffffffff]} feels a little let down.{color[000000ff]}
bd04_gmk02_mw_dossun04	{color[ffffffff]}How many{color[000000ff]} {color[ffffffff]}{color[000000ff]}{color[ffffffff]} coins do you want to\r\ngive the{color[000000ff]} {color[ff3502ff]}Thwomp{color[000000ff]}{color[ffffffff]}?{color[000000ff]}
bd04_gmk02_mw_betCoin00	That's [0]  coin, right?
bd04_gmk02_mw_betCoin00p	That's [0]  coins, right?
bd04_gmk02_mw_betCoin00_a0	Yes
bd04_gmk02_mw_betCoin00_a1	No
bd04_gmk02_mw_dossun05	The {color[ff3502ff]}Thwomp{color[000000ff]}{color[ffffffff]} agrees to let you pass!{color[000000ff]}
bd04_gmk02_mw_dossun06	You can't cross this bridge unless\r\nyou pay [0]  {[0101|160063006f0069006e002c00200063006f0069006e007300]}.
bd04_gmk02_mw_dossun07	Whoa! You can't cross this bridge unless\r\nyou pay 999  coins!
bd04_map_gmk01_c04_details	{color[ff3502ff]}Cheep Chomp{color[000000ff]}{color[ffffffff]} plays a crafty\r\ntrick. Keep your eyes peeled!{color[000000ff]}
bd04_map_gmk02_details	{color[ffffffff]}Give the {color[ff3502ff]}Thwomp{color[ffffffff]} {color[ffffffff]}{color[ffffffff]} coins,\r\nand you can pass.{color[000000ff]}
hs_bd05.msbt
bd05_OP_mw_past00	A sinister magician once made a\r\nhome of these spooky woods...
bd05_OP_mw_past01	But when the Super Star drove them\r\naway, the forest returned to normal.
bd05_OP_mw_purpose00	Since then, some spooky spirits arrived\r\nand made everything, well, spooky again.
bd05_OP_mw_purpose01	If only a new Super Star would rise and\r\nsave the forest from its frightening fate...
bd05_OP_mw_purpose02	Now... Where oh where might we find a\r\nnew Super Star?
bd05_OP_mw_purpose03	Do I have to spell it out for you? Become\r\nthe Super Star and save our forest!
bd05_p01_mw_explaination00	On this board, spooky magic turns day\r\nto night and back again every two turns.
bd05_p01_mw_explaination01	{color[ff3502ff]}Whomps{color[000000ff]} {color[ffffffff]}will move from your path during\r\nthe day, but they sleep deeply at night.{color[000000ff]}
bd05_p01_mw_explaination02	There are also stones with strange marks\r\non them. They probably hide a secret...
bd05_p01_mw_explaination03	But just talking about this place gives me\r\nthe creeps, so let's get on with the game!
bd05_p02_mw_lastSpNPC051_00	With my magic, I foresee {color[ff3502ff]}[0]{color[000000ff]}\r\n{color[110c1dff]}winning the whole thing. Count on it!{color[000000ff]}
bd05_p02_mw_lastSpNPC051_01	{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]} is the luckiest one in\r\nthese woods. That's my predicted winner!{color[000000ff]}
bd05_p02_mw_lastSpNPC032_00	I hereby decree that {color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]} will\r\nwin, and the king's word is absolute!{color[000000ff]}
bd05_p02_mw_lastSpNPC032_01	{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]} has this in the bag, and\r\ndon't you dare question me! Mwah ha ha!{color[000000ff]}
bd05_gmk02_mw_dayToNight00	Uh-oh! Day suddenly turned to night!
bd05_gmk02_mw_NightToDay00	Whoa! Night suddenly turned to day!
bd05_gmk03_mw_night00	You knock, but the sound is drowned out\r\nby wicked laughter emanating from within.
bd05_gmk03_mw_noCoin00	You don't have many  coins, huh?\r\nLooks like we have nothing to discuss.
bd05_gmk03_mw_daytime00	Welcome to the {color[ff3502ff]}Mystery Mansion{color[000000ff]}{color[ffffffff]}.\r\nDo you wish to light\r\nthe {color[ff3502ff]}Darkness Lamp{color[ffffffff]}?{color[000000ff]}
bd05_gmk03_mw_daytime00_a0	Pay 5 {color[ffffffff]}{color[000000ff]}{color[110c1dff]} to Light{color[000000ff]}
bd05_gmk03_mw_daytime00_a1	No, Thanks
bd05_gmk03_mw_ask00	Well then, what are we waiting for?\r\nLet there be night!
bd05_gmk03_mw_ask01	And just like that, darkness has fallen.
bd05_gmk03_mw_noAsk00	Really? Well, suit yourself.\r\nCome back when you change your mind.
bd05_gmk04_mw_daytime00	This seems like a great place for a party.
bd05_gmk04_mw_noCoin00	You wanna join our party? Do you have\r\n[0]  coins? Didn't think so! Scram!
bd05_gmk04_mw_night00	Cough up [0]  {color[ffffffff]}coins, and we'll consider\r\nletting you in on the fun. Sound good?{color[000000ff]}
bd05_gmk04_mw_night00_a0	Let's Party!
bd05_gmk04_mw_night00_a1	No, Thanks
bd05_gmk04_mw_join00	That's the spirit! Let's party till\r\nthe break of dawn!
bd05_gmk04_mw_join01	Whoa...daytime already? What a party!\r\nLet's do it again, if you have the  {color[ffffffff]}coins!{color[000000ff]}
bd05_gmk04_mw_noJoin00	Your loss! Gehehheh!
bd05_gmk05_mw_noCoin00	Mr. I only has eyes for  coins.\r\nCome back when you have more.
bd05_gmk05_mw_eye00	Looking at you intently, the giant\r\neyeball seems to be saying, "Will you\r\ngive me  coins to warp you?"
bd05_gmk05_mw_eye01	The eye stares at you. You hear\r\nnothing, but it is seemingly saying,\r\n"So, you want to warp after all. I see."
bd05_gmk05_mw_eye00_a0	Pay{color[110c1dff]} [0] {color[ffffffff]}{color[110c1dff]} to Warp{color[000000ff]}
bd05_gmk05_mw_eye00_a1	No, Thanks
bd05_gmk05_mw_ask00	The orb gazes deep within you as though\r\nit is saying, "All set? Then let's roll!"
bd05_gmk05_mw_noAsk00	The glassy sphere peers right through\r\nyou as if to say, "Well, that's too bad."
bd05_gmk06_mw_night00	Magic is binding this {color[ff3502ff]}Whomp{color[000000ff]} {color[ffffffff]}in its place,\r\nmaking it unable to move at night.{color[000000ff]}
bd05_gmk06_mw_noCoin00	I don't think the {color[ff3502ff]}Whomp{color[000000ff]}{color[ffffffff]} will let you pass\r\nunless you can pay the 5  coin toll.{color[000000ff]}
bd05_gmk06_mw_wal00	It seems like the {color[ff3502ff]}Whomp{color[000000ff]}{color[ffffffff]} is asking if\r\nyou'd like it to move so you can pass.{color[000000ff]}
bd05_gmk06_mw_wal00_a0	Pay {color[110c1dff]}5 {color[ffffffff]}{color[110c1dff]} to Pass{color[000000ff]}
bd05_gmk06_mw_wal00_a1	No, Thanks
bd05_gmk06_mw_noAsk00	The {color[ff3502ff]}Whomp{color[000000ff]}{color[ffffffff]} is saying something along the\r\nlines of, "Then take a hike!" Kinda rude...{color[000000ff]}
bd05_gmk06_mw_ask00	The {color[ff3502ff]}Whomp{color[000000ff]}{color[ffffffff]} says you're\r\nwelcome to move on ahead!{color[000000ff]}
bd05_gmk07_mw_daytime00	Things are sure to be a bit more lively\r\naround these parts at night...
bd05_gmk07_mw_king00	Well, well, well! Aren't you a bold one to\r\ncome face-to-face with me, {color[ff3502ff]}King Boo{color[000000ff]}{color[ffffffff]}!{color[000000ff]}
bd05_gmk07_mw_firstKing00	I'll steal a  Star from each and every\r\none of your unsuspecting opponents!
bd05_gmk07_mw_firstKing01	Or I can just steal  coins if you prefer\r\nthose instead. Now, what'll it be?
bd05_gmk07_mw_king01	What is your deepest desire?\r\nIs it  coins or  Stars?\r\nI can steal whatever you need.
bd05_gmk07_mw_king00_a0	{color[110c1dff]}Steal {color[ffffffff]}{color[110c1dff]} for Free{color[000000ff]}
bd05_gmk07_mw_king00_a1	Pay {color[110c1dff]}150 {color[ffffffff]}{color[110c1dff]} for 3{color[000000ff]} {color[ffffffff]}{color[000000ff]}
bd05_gmk07_mw_rob00	All right, lackeys! It's time to\r\nearn your keep! Mwah ha ha!
bd05_gmk07_mw_wait00	{color[110c1dff]}{color[ff3502ff]}King Boo{color[110c1dff]}'s minions are coming to steal\r\nyour {color[ffffffff]}{color[110c1dff]} coins! Mash  to keep them away!{color[000000ff]}
bd05_gmk07_mw_giveCoin00	Just look at all those  coins! That's [0]\r\nin total. You're welcome, by the way!
bd05_gmk07_mw_giveStar00	{color[ffffffff]}Nothing's better than  Stars! Let's see \r\nhere...looks like we grabbed [0]. That's\r\nwhat {color[ff3502ff]}King Boo{color[ffffffff]} can do!{color[000000ff]}
bd05_gmk07_mw_giveStar01	Hmm... Looks like I can't steal a  Star\r\nfrom every player. That's really too bad!
bd05_gmk07_mw_giveStar02	You're only going to get one  Star\r\nin exchange for your 150  coins.\r\nYou sure about that?
bd05_gmk07_mw_giveStar02p	You'll only get two  Stars for your\r\n150  coins. You OK with that?
bd05_gmk07_mw_giveStar02_a0	Let's Do It
bd05_gmk07_mw_giveStar02_a1	No Way
bd05_gmk07_mw_notRob00	That's...interesting. It looks like no one\r\nhad any  coins to steal. How pathetic!
bd05_s06_mw_night00	Spooky spirits spend time here\r\nduring the day.
bd05_s06_mw_daytime00	Spooky spirits spend time here\r\nat night.
bd05_map_gmk02_spot_details	Stop here to change\r\nday to night or night to day.
bd05_map_gmk03_spot_details	Something magical might\r\nhappen here during the day.
bd05_map_gmk04_spot_details	Stop by at night if you\r\nwant to join the party.
bd05_map_gmk05_spot_details	{color[ff3502ff]}Mr. I{color[000000ff]} {color[ffffffff]}will warp you across\r\nthe board.{color[000000ff]}
bd05_map_gmk06_spot_details00	{color[ffffffff]}This {color[ff3502ff]}Whomp{color[ffffffff]} is blocking the\r\nway. Pay it {color[ffffffff]}{color[ffffffff]} coins to pass.{color[000000ff]}
bd05_map_gmk06_spot_details01	{color[ffffffff]}This {color[ff3502ff]}Whomp{color[ffffffff]} fell asleep,\r\npreventing you from passing.{color[000000ff]}
bd05_map_gmk07_spot_details	At night, pay 150{color[ffffffff]} {color[000000ff]}{color[ffffffff]} coins to\r\nsteal a {color[ffffffff]}{color[ffffffff]} Star from everyone.{color[000000ff]}
hs_board_item.msbt
bd00_itemSlct_order_use	Which item do you want to use?
bd00_itemSlct_ui_itemName	[0]
bd00_itemSlct_ui_itemDetails	[0]
bd00_itemSlct_order_discard	You're out of room! Choose an item to discard.
bd00_rivalSlct_order_use	Who will you use it on?
bd00_rivalSlct_order_rob	Choose who to steal from.
bd00_rivalSlct_icon_random	Random
bd00_item00_useIcon	+5
bd00_item01_useIcon	×2
bd00_item02_useIcon	×3
bd00_item03_useIcon	1-3
bd00_item01_mw_2dice00	{color[110c1dff]}You rolled the same number on both dice!\r\nWow! Here are 10 {color[ffffffff]}{color[110c1dff]} coins to celebrate!{color[000000ff]}
bd00_item02_mw_3dice00	{color[110c1dff]}You rolled the same number on all three?!\r\nTake these 20 {color[ffffffff]} {color[110c1dff]}coins! You're amazing!{color[000000ff]}
bd00_item02_mw_777dice00	{color[110c1dff]}I...I can't believe my eyes... Three sevens!\r\nYou deserve these 50 {color[ffffffff]} {color[110c1dff]}coins!{color[000000ff]}
bd00_item03_mw_resist00	{color[ff3502ff]}[0]{color[000000ff]} {color[ffffffff]}canceled the effect\r\nof the{color[000000ff]} {color[ff3502ff]}Cursed Dice Block{color[000000ff]}{color[ffffffff]}.{color[000000ff]}
bd00_item05_ctrl_changeNumber	Change Number
bd00_item07_mw_key00a	I can unlock this gate, but you know...\r\nonly if you really want me to.
bd00_item07_mw_key00b	You want to unlock this gate?\r\nSure, sure, but you'll lose me...
bd00_item07_mw_key00c	I'm the only one who can unlock this\r\ngate. Tough choice, but it's up to you.
bd00_item07_mw_key01a	Thinking about unlocking the gate\r\nthis time? Take your time deciding!
bd00_item07_mw_key01b	Well, here we are again. You, me, and\r\na gate. Shall we keep walking? Hmm?
bd00_item07_mw_key01c	Back again? You seem like you might\r\nwant to unlock it, but are you sure?
bd00_item07_mw_key00_a0	Unlock
bd00_item07_mw_key00_a1	Don't Unlock
bd00_item07_mw_open00a	OK. Fine. I'll unlock the gate. I'm sure\r\ngonna miss all our fun times together...
bd00_item07_mw_open00b	I truly enjoyed the time we shared. I'll miss\r\nthe way the inside of your pocket smells.
bd00_item07_mw_open00c	Wow. I guess I'll go ahead and unlock this\r\ngate, then. No, it's fine. You go on ahead.
bd00_item07_mw_notOpen00a	Leaving the gate locked for now?\r\nWHEW. I was worried for a second there!
bd00_item07_mw_notOpen00b	Oh. Y-you're not unlocking the gate?\r\nGreat! That means more time together!
bd00_item07_mw_notOpen00c	I think you made the right call. What good\r\nis an unlocked gate anyway? None, I say!
bd00_item11_mw_change00	{color[110c1dff]}Whoa! The {color[ffffffff]} {color[110c1dff]}Star went flying off\r\nsomewhere else!{color[000000ff]}
bd00_item11_mw_change01	The  Star was moved!\r\nCome and get it, everyone!
bd00_item12_mw_teresa00	Gehehheh! I can nab you a  Star or\r\n coins from someone. What'll it be?
bd00_item12_mw_teresa00_a0	{color[110c1dff]}Steal {color[ffffffff]}{color[110c1dff]} for Free{color[000000ff]}
bd00_item12_mw_teresa00_a1	Pay 50 {color[ffffffff]}{color[000000ff]} {color[110c1dff]}for 1{color[000000ff]} {color[ffffffff]}{color[000000ff]}
bd00_item12_mw_robCoin00	{color[110c1dff]}Uh-oh! Here comes {color[ff3502ff]}Boo{color[110c1dff]} to steal your\r\n{color[ffffffff]}{color[110c1dff]} coins! Mash  to drive the thief away!{color[000000ff]}
bd00_item12_ctrl_robCoin	Mash  to drive Boo away!
bd00_item12_mw_giveCoin00	Gehehheh! I nabbed [0] of their\r\n coins! Now that's what I call fun!
bd00_item12_mw_giveCoin01	Did you see that? I nabbed [0] of\r\ntheir  coins! Gehehheh!
bd00_item12_mw_notRob00	Geheh...heh? Wait a minute...nobody has\r\nanything to nab! Try again later!
bd00_item12_mw_notRob01	Geheh...heh? Wait a minute...nobody has\r\nanything to nab! Try calling me again later!
bd00_item13_mw_changeStar01	Lucky you! Hand over that {color[ff3502ff]}Double Card{color[000000ff]}{color[ffffffff]},\r\nand I'll trade you for 2 {color[ffffffff]}{color[ffffffff]} Stars!{color[000000ff]}
bd00_item13_mw_changeStar02	You're using a {color[ff3502ff]}Double Card{color[000000ff]} {color[ffffffff]}too!\r\nThis is amazing!{color[000000ff]}
bd00_item13_mw_changeStar03	{color[ffffffff]}Multiple {color[ffffffff]}{color[ffffffff]} Stars in one turn, AND you get\r\n2 {color[ffffffff]}{color[ffffffff]} Stars with the {color[ff3502ff]}Double Card{color[ffffffff]}! Wow!{color[000000ff]}
hs_board_praise.msbt
bd00_praise_mw_rank00a	It's my pleasure to announce that\r\n{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]} has taken 1st place!{color[000000ff]}
bd00_praise_mw_rank00b	{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]} comes in 1st!\r\nA truly spectacular performance.{color[000000ff]}
bd00_praise_mw_rank00c	1st place! I knew you had it in you,\r\n{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}. Congratulations!{color[000000ff]}
bd00_praise_mw_rank01a	{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]} takes 2nd place!\r\nNot quite 1st, but still a great showing!{color[000000ff]}
bd00_praise_mw_rank01b	{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]} ends up in 2nd!\r\nYou gave it your all and came really close!{color[000000ff]}
bd00_praise_mw_rank01c	2nd place! That was an\r\namazing effort, {color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}!{color[000000ff]}
bd00_praise_mw_rank02a	3rd place! {color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}\r\nkept on fighting throughout.{color[000000ff]}
bd00_praise_mw_rank02b	3rd place goes to {color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}.\r\nCan you believe that effort?{color[000000ff]}
bd00_praise_mw_rank02c	{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]} comes in 3rd!\r\nGreat work all the way to the end.{color[000000ff]}
bd00_praise_mw_rank03a	{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]} comes in 4th.\r\nA solid effort all around!{color[000000ff]}
bd00_praise_mw_rank03b	4th place goes to {color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}.\r\nYou stuck it through to the very end!{color[000000ff]}
