glossary.msbt
gl_799	酷霸王蛋糕
hs_bd04.msbt
bd04_OP_mw_past00	以前，{color[ff3502ff]}耀西{color[000000ff]}{color[110c1dff]}被困在这附近的小岛上无法离开，\r\n随后路过的超级巨星救了他。{color[000000ff]}
bd04_OP_mw_past01	突然出现并救助他人，\r\n真是一位了不起的超级巨星呢。
bd04_OP_mw_purpose00	因为他的所作所为太过帅气，\r\n所以在那之后，岛上的人们一直……
bd04_OP_mw_purpose01	期盼着超级巨星再次出现。\r\n每天不停地、不停地期盼着……
bd04_OP_mw_purpose02	我们不能再让大家继续等待下去了。\r\n所以，必须要决出新的超级巨星……
bd04_OP_mw_purpose03	噢，你们都干劲十足呢！！\r\n那么，以成为超级巨星为目标加油吧！
bd04_p01_mw_explaination00	这里是{color[ff3502ff]}哈密瓜岛{color[000000ff]}{color[ffffffff]}。\r\n一座盛产水果的南方小岛。{color[000000ff]}
bd04_p01_mw_explaination01	这里是{color[ff3502ff]}西瓜岛{color[000000ff]}{color[ffffffff]}。在海边的{color[000000ff]}{color[ff3502ff]}酷霸王{color[000000ff]}{color[ffffffff]}，\r\n是不是会一直呆在这里呢？{color[000000ff]}
bd04_p01_mw_explaination02	岛和岛之间相连的桥有两处。\r\n{color[ffffffff]}如果支付{color[ffffffff]}{color[ffffffff]}金币给{color[ff3502ff]}咚咚{color[ffffffff]}就能通过。{color[000000ff]}
bd04_p01_mw_explaination03	岛上到处{color[110c1dff]}都是{color[000000ff]}{color[ff3502ff]}耀西{color[000000ff]}{color[110c1dff]}，\r\n但他们只是看着而已。{color[000000ff]}
bd04_p02_mw_lastSpNPC007_00	这次来为我们预测的是\r\n在海里观赛的这位！
bd04_p02_mw_lastSpNPC007_01	老实说，我不知道他说了什么，\r\n感觉是说{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}会获胜。{color[000000ff]}
bd04_p02_mw_lastSpNPC035_00	让我们去问一下在海里观赛的他吧！
bd04_p02_mw_lastSpNPC035_01	噗噜噗噜噗噜……
bd04_p02_mw_lastSpNPC035_02	他应该是在说：“根据现状并从理论上推测，\r\n{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}会获胜。”{color[000000ff]}
bd01_s04_mw_koopaFloat00	哇哈哈哈！在海上玩真开心啊！\r\n……对了！你可以用用看这个！
bd01_s04_mw_koopaFloat01	这是本王特制的{color[ff3502ff]}酷霸王泳圈{color[000000ff]}{color[ffffffff]}！\r\n你就用它在海上好好玩吧！{color[000000ff]}
bd01_s04_mw_koopaFloat02	……不过，我要收取你[0]金币作为费用！
bd01_s04_mw_koopaFloat03	……什么！坏掉了？？\r\n是不是你使用的方法不对啊？哇哈哈哈。
bd01_s04_mw_koopaFloat04	……嗯？你的金币不够啊！\r\n算了，把你身上的金币都给我就放过你吧。
bd04_gmk01_mw_bakubaku00	{color[110c1dff]}什么！{color[ffffffff]}{color[110c1dff]}星星和{color[ff3502ff]}酷霸王{color[110c1dff]}的\r\n位置发生调换了！{color[000000ff]}
bd04_gmk02_mw_dossun00	{color[ffffffff]}需要支付给{color[ff3502ff]}咚咚{color[ffffffff]}的通行费降为一半了。{color[000000ff]}
bd04_gmk02_mw_dossun01	如果支付[0]金币以上作为通行费，\r\n好像就能过桥了。
bd04_gmk02_mw_dossun01p	如果支付[0]金币以上作为通行费，\r\n好像就能过桥了。
bd04_gmk02_mw_dossun01_a0	过桥
bd04_gmk02_mw_dossun01_a1	不过桥
bd04_gmk02_mw_firstDossun00	它好像在说\r\n要支付比之前通过的人更多的金币。
bd04_gmk02_mw_firstDossun01	因为还没有人通过，所以……
bd04_gmk02_mw_dossun02	如果支付[0]金币作为通行费，\r\n好像就能过桥了。
bd04_gmk02_mw_dossun03	没能得到金币，看上去很伤心。
bd04_gmk02_mw_dossun04	{color[ffffffff]}要支付多少金币给{color[ff3502ff]}咚咚{color[ffffffff]}？{color[000000ff]}
bd04_gmk02_mw_betCoin00	[0]金币可以吗？
bd04_gmk02_mw_betCoin00p	[0]金币可以吗？
bd04_gmk02_mw_betCoin00_a0	是
bd04_gmk02_mw_betCoin00_a1	否
bd04_gmk02_mw_dossun05	好像可以通过了！
bd04_gmk02_mw_dossun06	如果不支付[0]金币以上的话，\r\n好像就无法通过这座桥。
bd04_gmk02_mw_dossun07	如果不支付999金币，\r\n好像就无法通过这座桥。
bd04_map_gmk01_c04_details	{color[ffffffff]}由于{color[ff3502ff]}大嘴鱼{color[ffffffff]}的恶作剧，\r\n某些位置发生了调换。{color[000000ff]}
bd04_map_gmk02_details	虽然支付金币就能通过，\r\n但必须比之前的人多才行。
hs_bd05.msbt
bd05_OP_mw_past00	以前，在这片阴森的森林里\r\n住着一名邪恶的魔法师……
bd05_OP_mw_past01	后来，超级巨星打败了魔法师。\r\n森林也变回了原来普通的样子。
bd05_OP_mw_purpose00	……但是！最近鬼怪出现，\r\n森林又变得阴森了起来。
bd05_OP_mw_purpose01	哎，超级巨星还会不会回来，\r\n帮我们把森林变回原来的样子呢……
bd05_OP_mw_purpose02	超级巨星，你在哪里啊……
bd05_OP_mw_purpose03	噢！你们都要成为超级巨星啊！\r\n谢谢你们！！
bd05_p01_mw_explaination00	在这个充满魔法力量的地方，\r\n每2个回合，就会日夜交替。
bd05_p01_mw_explaination01	{color[ff3502ff]}砰砰{color[000000ff]}{color[ffffffff]}挡住了去路。白天时它会活动身体……\r\n但到了晚上它好像会因魔法而入睡，不会再活动。{color[000000ff]}
bd05_p01_mw_explaination02	地上有画着眼睛的石板！\r\n看那痕迹，有什么东西从里面出来过。
bd05_p01_mw_explaination03	真是一张充满恐怖气氛的地图啊。\r\n连我都开始害怕起来了。
bd05_p02_mw_lastSpNPC051_00	根据占卜，今天运势最好的是\r\n{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}。嗯，应该会赢吧。{color[000000ff]}
bd05_p02_mw_lastSpNPC051_01	{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}的运势世界第一。\r\n所以，应该会轻松获胜的吧。{color[000000ff]}
bd05_p02_mw_lastSpNPC032_00	{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}会赢！\r\n害羞幽灵王说的准没错！{color[000000ff]}
bd05_p02_mw_lastSpNPC032_01	我觉得{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}会赢！虽然不太确定！{color[000000ff]}
bd05_gmk02_mw_dayToNight00	白天竟然变成了黑夜！
bd05_gmk02_mw_NightToDay00	黑夜竟然变成了白天！
bd05_gmk03_mw_night00	房子里面好像非常热闹，\r\n就算上去叫门也没有回应。
bd05_gmk03_mw_noCoin00	没带多少金币啊？\r\n那么，没什么好说的了。
bd05_gmk03_mw_daytime00	这里是{color[ff3502ff]}卡美克的洋馆{color[000000ff]}{color[ffffffff]}。\r\n要使用{color[000000ff]}{color[ff3502ff]}黑暗灯{color[000000ff]}{color[ffffffff]}将白天变成黑夜吗？{color[000000ff]}
bd05_gmk03_mw_daytime00_a0	{color[ffffffff]}{color[000000ff]}{color[110c1dff]}5→拜托{color[000000ff]}
bd05_gmk03_mw_daytime00_a1	不用
bd05_gmk03_mw_ask00	那么，变成黑夜吧！
bd05_gmk03_mw_ask01	瞧，变成黑夜了哦。
bd05_gmk03_mw_noAsk00	……这样啊，想要变成夜晚时，\r\n随时都可以过来。
bd05_gmk04_mw_daytime00	到了晚上好像就会举办派对。
bd05_gmk04_mw_noCoin00	这次派对参加费用为[0]金币。\r\n……金币不够啊？去！去！
bd05_gmk04_mw_night00	这次的派对参加费用为[0]金币。\r\n要参加吗？怎么样？
bd05_gmk04_mw_night00_a0	参加
bd05_gmk04_mw_night00_a1	不参加
bd05_gmk04_mw_join00	好！派对会持续到天亮！尽情玩吧！
bd05_gmk04_mw_join01	已经天亮啦……\r\n派对结束了，下次再一起玩吧！
bd05_gmk04_mw_noJoin00	是么，再见～
bd05_gmk05_mw_noCoin00	对于没有带够金币的人，\r\n正眼也不会瞧一下。直接忽视。
bd05_gmk05_mw_eye00	支付金币就能通过魔力进行传送！\r\n……好像在用眼神这样说道。
bd05_gmk05_mw_eye01	果然还是想传送吗？\r\n眼里仿佛这样说着……
bd05_gmk05_mw_eye00_a0	{color[ffffffff]}{color[000000ff]}{color[110c1dff]}[0]→拜托{color[000000ff]}
bd05_gmk05_mw_eye00_a1	不用
bd05_gmk05_mw_ask00	准备好了吗～？走吧！\r\n……好像在用眼神这样诉说着。
bd05_gmk05_mw_noAsk00	不，不用吗——？？\r\n……得到意外答复后惊呆了的样子。
bd05_gmk06_mw_night00	……在夜间，{color[ff3502ff]}砰砰{color[000000ff]}\r\n{color[ffffffff]}会因为魔法而不会行动。{color[000000ff]}
bd05_gmk06_mw_noCoin00	没有5金币无法通过这里。
bd05_gmk06_mw_wal00	好像在说要通过这条道路吗？
bd05_gmk06_mw_wal00_a0	{color[ffffffff]}{color[000000ff]}{color[110c1dff]}5→拜托{color[000000ff]}
bd05_gmk06_mw_wal00_a1	不用
bd05_gmk06_mw_noAsk00	好像在说\r\n不过去的话就快滚！
bd05_gmk06_mw_ask00	好像愿意让你通过！
bd05_gmk07_mw_daytime00	到了晚上好像会动起来……
bd05_gmk07_mw_king00	……终于来了啊，本大爷是{color[ff3502ff]}害羞幽灵王{color[000000ff]}{color[ffffffff]}！{color[000000ff]}
bd05_gmk07_mw_firstKing00	本大爷会从每个对手那里\r\n夺取1颗星星！
bd05_gmk07_mw_firstKing01	当然我也可以夺取金币。\r\n……那么，你想我怎么做？
bd05_gmk07_mw_king01	要同时从所有对手那里\r\n夺取金币或星星吗？
bd05_gmk07_mw_king00_a0	{color[ffffffff]}{color[000000ff]}{color[110c1dff]}免费→{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[110c1dff]}？{color[000000ff]}
bd05_gmk07_mw_king00_a1	{color[ffffffff]}{color[000000ff]}{color[110c1dff]}150→{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[110c1dff]}3{color[000000ff]}
bd05_gmk07_mw_rob00	那么，我这就让手下去拿！
bd05_gmk07_mw_wait00	{color[ff3502ff]}害羞幽灵王{color[000000ff]}{color[110c1dff]}的手下来抢夺{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[110c1dff]}金币了！\r\n请连按，把它赶走吧！！{color[000000ff]}
bd05_gmk07_mw_giveCoin00	金币！金币！\r\n夺取了[0]金币！感谢我吧！
bd05_gmk07_mw_giveStar00	星星！星星！\r\n夺取了[0]颗星星！这就是本大爷的实力！
bd05_gmk07_mw_giveStar01	……哎呀？\r\n有人身上没有星星啊？
bd05_gmk07_mw_giveStar02	我要收取150枚金币，\r\n但只能帮你夺取1颗星星，可以吗？
bd05_gmk07_mw_giveStar02p	我要收取150枚金币，\r\n但只能帮你夺取2颗星星，可以吗？
bd05_gmk07_mw_giveStar02_a0	好的
bd05_gmk07_mw_giveStar02_a1	重新考虑
bd05_gmk07_mw_notRob00	谁都没带金币啊。\r\n没带的话就没法夺取了。
bd05_s06_mw_night00	变为白天后，鬼怪将会在此出现。
bd05_s06_mw_daytime00	变为黑夜后，鬼怪将会在此出现。
bd05_map_gmk02_spot_details	停在这一格，白天和黑夜就会交替。
bd05_map_gmk03_spot_details	白天到访的话，\r\n或许会有不可思议的体验？
bd05_map_gmk04_spot_details	晚上到访的话，\r\n或许能够参加派对？
bd05_map_gmk05_spot_details	{color[ff3502ff]}哎哎{color[000000ff]}{color[ffffffff]}好像会把你\r\n移动到另一边。{color[000000ff]}
bd05_map_gmk06_spot_details00	{color[ff3502ff]}砰砰{color[000000ff]}{color[ffffffff]}挡住了去路。\r\n支付金币就能通过。{color[000000ff]}
bd05_map_gmk06_spot_details01	{color[ff3502ff]}砰砰{color[000000ff]}{color[ffffffff]}睡着了，有些道路无法通过。{color[000000ff]}
bd05_map_gmk07_spot_details	只有在晚上，{color[ffffffff]}可以花费{color[ffffffff]}{color[ffffffff]}150金币\r\n从其他人那里各抢夺1颗{color[ffffffff]}{color[ffffffff]}星星。{color[000000ff]}
hs_board_item.msbt
bd00_itemSlct_order_use	请选择要使用的道具。
bd00_itemSlct_ui_itemName	[0]
bd00_itemSlct_ui_itemDetails	[0]
bd00_itemSlct_order_discard	无法再持有更多的道具，请选择1个丢弃。
bd00_rivalSlct_order_use	要对谁使用？
bd00_rivalSlct_order_rob	要从谁身上夺取？
bd00_rivalSlct_icon_random	随机
bd00_item00_useIcon	＋5
bd00_item01_useIcon	×2
bd00_item02_useIcon	×3
bd00_item03_useIcon	1～3
bd00_item01_mw_2dice00	太厉害了！{color[110c1dff]}是相同点数！！\r\n赠送{color[ffffffff]}{color[110c1dff]}10金币作为礼物！{color[000000ff]}
bd00_item02_mw_3dice00	{color[110c1dff]}这太厉害了！摇出了相同点数，\r\n赠送{color[ffffffff]}{color[110c1dff]}20枚金币作为礼物！{color[000000ff]}
bd00_item02_mw_777dice00	{color[110c1dff]}相同点数777！真是奇迹，太厉害了！！\r\n赠送{color[ffffffff]}{color[110c1dff]}50枚金币作为礼物～！！{color[000000ff]}
bd00_item03_mw_resist00	{color[ffffffff]}由于使用了{color[000000ff]}{color[ff3502ff]}[0]{color[000000ff]}，\r\n{color[ff3502ff]}诅咒骰子{color[ffffffff]}的效果消失了。{color[ff3502ff]}{color[000000ff]}
bd00_item05_ctrl_changeNumber	更改数字
bd00_item07_mw_key00a	我可以打开这里的大门……\r\n不过，要开吗？
bd00_item07_mw_key00b	你想去门的另一边？\r\n我倒是可以打开……
bd00_item07_mw_key00c	能打开这扇大门的只有我……\r\n要打开吗？
bd00_item07_mw_key01a	这次要打开大门了吗？\r\n呃……要开吗？
bd00_item07_mw_key01b	你又来大门这边了啊……\r\n还是想打开……对吧？
bd00_item07_mw_key01c	我就知道你会到大门这边来的。\r\n你想打开……对吧？
bd00_item07_mw_key00_a0	打开
bd00_item07_mw_key00_a1	不打开
bd00_item07_mw_open00a	知道了。现在就给你打开。\r\n快要分别了……感觉有点失落啊。
bd00_item07_mw_open00b	很高兴你一直以来陪着我。\r\n虽然感到失落……但还是给你打开吧。
bd00_item07_mw_open00c	那么，要打开了……再见吧……\r\n能成为你的道具……我很开心。
bd00_item07_mw_notOpen00a	是吗，不打开啊。\r\n那我们能继续在一起了……太好了。
bd00_item07_mw_notOpen00b	……咦，不打开吗？\r\n太开心了……我们要一直在一起呢。
bd00_item07_mw_notOpen00c	真的不打开吗？……太好了……\r\n呜呜呜，我没哭……没有在哭。
bd00_item11_mw_change00	{color[110c1dff]}……哇哇！\r\n{color[ffffffff]}{color[110c1dff]}星星飞到其他地方去了——！{color[000000ff]}
bd00_item11_mw_change01	星星的位置变了！\r\n我在这里等大家～！
bd00_item12_mw_teresa00	嘿嘿嘿嘿……从你喜欢的对手身上\r\n夺取星星或是金币吧，要怎么做？
bd00_item12_mw_teresa00_a0	{color[ffffffff]}{color[000000ff]}{color[110c1dff]}免费→{color[ffffffff]}{color[110c1dff]}？{color[000000ff]}
bd00_item12_mw_teresa00_a1	{color[ffffffff]}{color[000000ff]}{color[110c1dff]}50→{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[110c1dff]}1{color[000000ff]}
bd00_item12_mw_robCoin00	不好！{color[ff3502ff]}害羞幽灵{color[000000ff]}{color[110c1dff]}要来夺取{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[110c1dff]}金币了。\r\n连按来赶走吧！{color[000000ff]}
bd00_item12_ctrl_robCoin	连按赶走
bd00_item12_mw_giveCoin00	嘿嘿嘿！夺取到了那家伙的\r\n[0]金币——！太开心了！
bd00_item12_mw_giveCoin01	太好了！从那家伙身上\r\n夺取了[0]金币！嘿嘿嘿嘿！
bd00_item12_mw_notRob00	……哎呀？大家身上什么都没有。\r\n这样一来就没办法夺取，下次再来吧。
bd00_item12_mw_notRob01	……哎呀？大家身上什么都没有。\r\n这样一来就没办法夺取，下次再叫我吧。
bd00_item13_mw_changeStar01	干得漂亮！太棒了～！！\r\n{color[ffffffff]}使用{color[000000ff]}{color[ff3502ff]}2倍卡{color[ffffffff]}获得{color[ffffffff]}{color[ffffffff]}2颗星星～！！{color[ff3502ff]}{color[000000ff]}
bd00_item13_mw_changeStar02	{color[ffffffff]}……而且！还用了{color[000000ff]}{color[ff3502ff]}2倍卡{color[000000ff]}{color[ffffffff]}！\r\n真是太厉害了！{color[000000ff]}
bd00_item13_mw_changeStar03	在1回合内连续获得星星！而且……\r\n{color[ffffffff]}还使用{color[000000ff]}{color[ff3502ff]}2倍卡{color[000000ff]}{color[ffffffff]}一次获得2颗{color[ffffffff]}{color[ffffffff]}星星！真是太厉害了！{color[000000ff]}
hs_board_praise.msbt
bd00_praise_mw_rank00a	那么，{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}，\r\n恭喜你获得第1名！{color[000000ff]}
bd00_praise_mw_rank00b	所以，这次的第1名是\r\n{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}！恭喜！{color[000000ff]}
bd00_praise_mw_rank00c	这次的超级巨星是{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}！\r\n恭喜！{color[000000ff]}
bd00_praise_mw_rank01a	接下来是第2名的{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}！\r\n距离超级巨星只有一步之遥。{color[000000ff]}
bd00_praise_mw_rank01b	接着是{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}！\r\n离胜利只差一步，可惜是第2名！{color[000000ff]}
bd00_praise_mw_rank01c	下来是{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}!\r\n坚持到了最后，获得了第2名！{color[000000ff]}
bd00_praise_mw_rank02a	接下来是{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}！\r\n努力获得了第3名……{color[000000ff]}
bd00_praise_mw_rank02b	……下来是第3名！\r\n{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}。{color[000000ff]}
bd00_praise_mw_rank02c	接着是{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}！\r\n最后努力获得了第3名。{color[000000ff]}
bd00_praise_mw_rank03a	最后是{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}。\r\n最终成绩是第4名……{color[000000ff]}
bd00_praise_mw_rank03b	第4名是{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}！\r\n没有放弃，努力到最后了呢。{color[000000ff]}
bd00_praise_mw_rank03c	最后，第4名是{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}。\r\n真是辛苦了……{color[000000ff]}
bd00_praise_mw_rank08	接下来是{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}！\r\n噢噢！同样是第2名！{color[000000ff]}
bd00_praise_mw_rank09	最后是{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}。\r\n天呐！和他们2人一样，也是第2名！{color[000000ff]}
