glossary.msbt
gl_799	庫巴蛋糕
bd02_p02_mw_lastSpNPC027_02	他好像在說\r\n{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}絕對是冠軍！會贏！{color[000000ff]}
bd02_gmk01_mw_cannon00	充飽能量，300％！\r\n{color[ff3502ff]}強力庫巴炮{color[000000ff]}{color[ffffffff]}發射——！！{color[000000ff]}
bd02_gmk01_mw_cannon01	嗯……？這不是一個人也沒有嗎！！\r\n太無聊了！重新倒數！
bd02_gmk01_mw_cannon02	哇哈哈！！被{color[ff3502ff]}庫巴炮{color[000000ff]}{color[ffffffff]}擊中的話，\r\n手上所有{color[ffffffff]}{color[ffffffff]}金幣都會消失——！{color[000000ff]}
bd02_gmk02_mw_police00	我是{color[ff3502ff]}木喬巡警{color[000000ff]}{color[ffffffff]}！給我{color[ffffffff]}{color[ffffffff]}5金幣，\r\n我就會追查超速的人到天涯海角！{color[000000ff]}
bd02_gmk02_mw_police00_a0	拜託了
bd02_gmk02_mw_police00_a1	不用了
bd02_gmk02_mw_police01	咦？你沒有5金幣？\r\n啊……！我想起還有事情沒做，再見！
bd02_gmk02_mw_police02	這個宇宙派出所目前沒有人。
bd02_gmk02_mw_police03	收到！開始取締！\r\n我會追查到宇宙的天涯海角！
bd02_gmk02_mw_police04	放心吧，我會追查超速的人，\r\n不會讓他逃掉！
bd02_gmk02_mw_police05	這樣啊……\r\n那我就回去工作囉。再見！
bd02_map_gmk01_spot_details	每次經過，數字都會減少。\r\n變成0時，可能會有什麼事情發生？
bd02_map_gmk02_spot_details00	可以請他取締\r\n狂奔的太空船。
bd02_map_gmk02_spot_details01	正在取締犯人，\r\n目前沒有人在。
bd02_map_gmk02_c04_details	太空船會狂奔而來。\r\n要努力逃跑，不要被輾到了。
hs_bd03.msbt
bd03_OP_mw_past00	這片森林，不管是誰走進去，\r\n都會一直繞來繞去，最後迷失……
bd03_OP_mw_past01	據說在很久以前，這裡曾舉辦過\r\n千年一次的超級巨星選拔對戰。
bd03_OP_mw_purpose00	不過，很可惜的是，\r\n那時並沒有決定出誰是超級巨星。
bd03_OP_mw_purpose01	……所以！
bd03_OP_mw_purpose02	今天就要在這裡決定出\r\n千年才出現一次的超級巨星！怎麼樣呢？
bd03_OP_mw_purpose03	喔～很有幹勁呢！！
bd03_p01_mw_explaination00	森林裡到處都有箭頭。\r\n看來箭頭的方向會不斷改變呢。
bd03_p01_mw_explaination01	有一棵看起來很親切的大樹。\r\n靠近它可能會有好事發生喔。
bd03_p01_mw_explaination02	森林的盡頭很可疑。啊，這裡也有大樹……\r\n我感受到一股邪惡的氣息。
bd03_p01_mw_explaination03	這森林像是迷宮一樣啊。\r\n請小心不要迷路喔。
bd03_p02_mw_lastSpNPC009_00	嗯，我覺得{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}會贏。\r\n因為他很擅長使用道具啊。{color[000000ff]}
bd03_p02_mw_lastSpNPC009_01	我想冠軍一定是{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}。\r\n他運用道具的方式是最厲害的。{color[000000ff]}
bd03_p02_mw_lastSpGoodTree_00	我想心地善良的人會勝出，\r\n所以{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}會贏的！{color[000000ff]}
bd03_p02_mw_lastSpGoodTree_01	這種比賽往往都是狡猾的人比較強，\r\n所以{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}絕對會贏！{color[000000ff]}
bd03_gmk01_mw_allArrow00	什麼……！所有的箭頭\r\n方向都改變了！
bd03_gmk01_mw_oneArrow00	只有這裡的箭頭\r\n方向改變了！
bd03_gmk01_mw_choropoo00	嗯？看你的樣子，難道是想要\r\n更改所有箭頭的方向嗎？
bd03_gmk01_mw_choropoo00_a0	{color[ffffffff]}{color[000000ff]}{color[110c1dff]}[0]→要更改{color[000000ff]}
bd03_gmk01_mw_choropoo00_a1	不用更改
bd03_gmk01_mw_choropoo00_a2	查看地圖
bd03_gmk01_mw_noCoin00	嗯？看你的樣子，難道是想我\r\n更改所有箭頭的方向嗎？
bd03_gmk01_mw_noCoin01	咦……你的金幣不夠啊。\r\n很可惜，我沒辦法幫你。
bd03_gmk01_mw_noAsk00	不、不用改啊……\r\n可是你明明一臉想要我改的樣子。
bd03_gmk01_mw_ask00	交給我吧！我絕對會幫你更改箭頭的方向。\r\n不管……我會落得什麼樣的下場！
bd03_gmk01_mw_ask01	好神奇！\r\n所有箭頭的方向都改變了。
bd03_gmk02_mw_good00	{color[ffffffff]}嘿，{color[ff3502ff]}[0]{color[ffffffff]}，難得你來了，\r\n我就把果實送給你吧！{color[000000ff]}
bd03_gmk02_mw_good01	{color[ffffffff]}嘿，{color[ff3502ff]}[0]{color[ffffffff]}！\r\n你又來了啊！{color[000000ff]}
bd03_gmk02_mw_good02	有可以再前進一次的{color[ff3502ff]}骰子果實{color[000000ff]}{color[ffffffff]}\r\n和可以獲得{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[ffffffff]}金幣的{color[000000ff]}{color[ff3502ff]}金幣果實{color[000000ff]}{color[ffffffff]}。{color[000000ff]}
bd03_gmk02_mw_good03	收下一個喜歡的果實吧。\r\n那麼……要開始囉！
bd03_gmk02_mw_getCoin00	收下了{color[ff3502ff]}金幣果實{color[000000ff]}{color[ffffffff]}。{color[000000ff]}
bd03_gmk02_mw_dice00	因為收下了{color[ff3502ff]}骰子果實{color[000000ff]}{color[ffffffff]}，\r\n所以可以再移動一次。{color[000000ff]}
bd03_gmk02_mw_goodMiss00	咦！都不要嗎？\r\n不用跟我客氣啦！
bd03_gmk02_mw_goodMiss01	要再來拿果實喔，說好囉！
bd03_gmk02_mw_bad00	{color[ffffffff]}喔，{color[ff3502ff]}[0]{color[ffffffff]}，你是特地來見我的嗎？\r\n那麼，我就把果實送給你吧。{color[000000ff]}
bd03_gmk02_mw_bad01	呵呵呵，瞄準一個喜歡的果實\r\n並收下吧。
bd03_gmk02_mw_bad02	{color[ffffffff]}嘿，{color[ff3502ff]}[0]{color[ffffffff]}，你又來啦。\r\n收下一個喜歡的果實吧，呵呵呵呵。{color[000000ff]}
bd03_gmk02_mw_robCoin00	收下了{color[ff3502ff]}減少金幣果實{color[000000ff]}{color[ffffffff]}。{color[000000ff]}
bd03_gmk02_mw_noCoin00	嘖，你沒有金幣啊……
bd03_gmk02_mw_reverseDice00	因為收下了{color[ff3502ff]}相反骰子果實{color[000000ff]}{color[ffffffff]}，\r\n所以會往相反方向前進。{color[000000ff]}
bd03_gmk02_mw_badMiss00	嗯？你這麼客氣，竟然都沒有收下任何果實啊？\r\n既然你這麼善良，我就破例……
bd03_gmk02_mw_badMiss01	把{color[ff3502ff]}減少金幣果實{color[000000ff]}{color[ffffffff]}\r\n和{color[000000ff]}{color[ff3502ff]}相反骰子果實{color[000000ff]}{color[ffffffff]}都送給你吧！{color[000000ff]}
bd03_gmk02_start00	開始
bd03_gmk03_mw_noCoin00	只有內行人才知道的{color[ff3502ff]}森林的道具商店{color[000000ff]}{color[ffffffff]}。\r\n是不是要來買點什麼呢？{color[000000ff]}
bd03_gmk03_mw_noCoin01	雖然我是這麼認為的，但你的金幣好像不夠呢。\r\n我會在此恭候你再度光臨。
bd03_gmk03_mw_welcome00	……歡迎光臨。\r\n這裡是內行人才知道的{color[ff3502ff]}森林的道具商店{color[000000ff]}{color[ffffffff]}。{color[000000ff]}
bd03_gmk03_mw_welcome01	這裡全是特別的道具，只有懂的人才會懂。\r\n所以千萬別錯過喔。
bd03_gmk03_mw_welcome02	只有內行人才知道的{color[ff3502ff]}森林的道具商店{color[000000ff]}{color[ffffffff]}。\r\n是不是要來買點什麼呢？{color[000000ff]}
bd03_gmk03_mw_welcome03	可購買的道具增加了。\r\n我覺得你該買點什麼才對。
bd03_map_gmk01_arrow_details	只能朝著箭頭的方向前進。\r\n有時候{color[ff3502ff]}黃鼴鼠{color[000000ff]}{color[ffffffff]}會更改箭頭的方向。{color[000000ff]}
bd03_map_gmk01_c04_details	只要停在這一格，{color[ff3502ff]}黃鼴鼠{color[000000ff]}{color[ffffffff]}就會過來\r\n更改這個箭頭的方向。{color[000000ff]}
bd03_map_gmk01_choropoo_details	只要支付金幣，{color[ff3502ff]}黃鼴鼠{color[000000ff]}{color[ffffffff]}就會\r\n更改所有箭頭的方向。{color[000000ff]}
bd03_map_gmk02_good_details	好像會給果實。
bd03_map_gmk02_bad_details	好像在盤算著什麼。
bd03_map_gmk03_spot_details	內行人才知道的，\r\n有點與眾不同的{color[ff3502ff]}道具商店{color[000000ff]}{color[ffffffff]}。{color[000000ff]}
hs_bd04.msbt
bd04_OP_mw_past00	從前從前，有一位路過的超級巨星救了\r\n受困在這附近小島上的{color[ff3502ff]}耀西{color[000000ff]}{color[110c1dff]}。{color[000000ff]}
bd04_OP_mw_past01	突如其來的現身並且拔刀相助，\r\n真是一位了不起的超級巨星呢。
bd04_OP_mw_purpose00	這座島上的大家都被這樣的行為感動，\r\n所以自此之後就一直……
bd04_OP_mw_purpose01	期盼著超級巨星再度出現。\r\n每天不停地盼著……
bd04_OP_mw_purpose02	我們不能再讓大家繼續等待下去了。\r\n所以這次一定要決定出新的超級巨星……
bd04_OP_mw_purpose03	喔～幹勁十足呢！！\r\n那麼，以成為超級巨星為目標努力吧！
bd04_p01_mw_explaination00	這邊是{color[ff3502ff]}哈密瓜島{color[000000ff]}{color[ffffffff]}，\r\n一座充滿水果的南方小島。{color[000000ff]}
bd04_p01_mw_explaination01	這邊是{color[ff3502ff]}西瓜島{color[000000ff]}{color[ffffffff]}。在海邊的{color[ff3502ff]}庫巴{color[ffffffff]}\r\n是不是一直都會在這裡呢？{color[000000ff]}
bd04_p01_mw_explaination02	有兩條橋連繫著這兩座島。\r\n{color[ffffffff]}只要支付{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[ffffffff]}金幣給{color[ff3502ff]}咚咚{color[ffffffff]}就能通行。{color[000000ff]}
bd04_p01_mw_explaination03	島上到處都有{color[ff3502ff]}耀西{color[000000ff]}{color[110c1dff]}，\r\n但牠們只是看著而已。{color[000000ff]}
bd04_p02_mw_lastSpNPC007_00	這次要來幫我們預測的是\r\n在海上觀賽的這位！
bd04_p02_mw_lastSpNPC007_01	老實說，我聽得不是很清楚，\r\n但好像是說{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}會贏。{color[000000ff]}
bd04_p02_mw_lastSpNPC035_00	來問一下在海上觀賽的這位！
bd04_p02_mw_lastSpNPC035_01	噗嚕噗嚕……
bd04_p02_mw_lastSpNPC035_02	好像是在說「按照現況來推測，\r\n應該是{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}會贏。」{color[000000ff]}
bd01_s04_mw_koopaFloat00	哇哈哈哈！在海上很好玩吧！\r\n……對了！你可以用這個看看！
bd01_s04_mw_koopaFloat01	是本大爺特製的{color[ff3502ff]}庫巴游泳圈{color[000000ff]}{color[ffffffff]}！\r\n用這個在海上很好玩喔！{color[000000ff]}
bd01_s04_mw_koopaFloat02	……那麼，費用是[0]金幣，麻煩了！
bd01_s04_mw_koopaFloat03	……什麼！已經壞了？\r\n是不是你故意弄壞的？哇哈哈哈。
bd01_s04_mw_koopaFloat04	嗯……？你的金幣不夠欸！\r\n算了，全部都給我，我就饒過你。
bd04_gmk01_mw_bakubaku00	{color[110c1dff]}什麼！！{color[ffffffff]}{color[110c1dff]}星星和{color[ff3502ff]}庫巴{color[110c1dff]}的位置\r\n竟然調換了！{color[000000ff]}
bd04_gmk02_mw_dossun00	{color[ffffffff]}要支付給{color[ff3502ff]}咚咚{color[ffffffff]}的通行費降為一半了。{color[000000ff]}
bd04_gmk02_mw_dossun01	只要支付[0]金幣以上的通行費，\r\n好像就能過橋了。
bd04_gmk02_mw_dossun01p	只要支付[0]金幣以上的通行費，\r\n好像就能過橋了。
bd04_gmk02_mw_dossun01_a0	過橋
bd04_gmk02_mw_dossun01_a1	不過橋
bd04_gmk02_mw_firstDossun00	好像在說「支付的金幣\r\n要比前面通過的人還多。」
bd04_gmk02_mw_firstDossun01	因為還沒有人通過，所以……
bd04_gmk02_mw_dossun02	只要支付[0]金幣的通行費，\r\n好像就能過橋了。
bd04_gmk02_mw_dossun03	沒有拿到金幣的咚咚看起來好像很難過。
bd04_gmk02_mw_dossun04	{color[ffffffff]}要支付多少{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[ffffffff]}金幣給{color[ff3502ff]}咚咚{color[ffffffff]}呢？{color[000000ff]}
bd04_gmk02_mw_betCoin00	要支付[0]金幣，沒錯吧？
bd04_gmk02_mw_betCoin00p	要支付[0]金幣，沒錯吧？
bd04_gmk02_mw_betCoin00_a0	沒錯
bd04_gmk02_mw_betCoin00_a1	不對
bd04_gmk02_mw_dossun05	好像願意讓你通過！
bd04_gmk02_mw_dossun06	沒有支付[0]金幣以上，\r\n好像就不會讓你過橋。
bd04_gmk02_mw_dossun07	沒有支付999金幣，\r\n好像就不會讓你過橋。
bd04_map_gmk01_c04_details	{color[ff3502ff]}大嘴魚{color[000000ff]}{color[ffffffff]}惡作劇，\r\n調換了某些位置。{color[000000ff]}
bd04_map_gmk02_details	雖然支付金幣就會讓你通過，\r\n但一定要比前面的人還多才行。
hs_bd05.msbt
bd05_OP_mw_past00	從前從前，在這片氣氛詭異的森林裡，\r\n住著邪惡的魔法師……
bd05_OP_mw_past01	超級巨星曾經將邪惡的魔法師打敗，\r\n讓這片森林恢復成原來的樣子。
bd05_OP_mw_purpose00	但是……！最近鬼怪似乎又出現了，\r\n讓這片森林的氣氛再次變得詭異。
bd05_OP_mw_purpose01	唉，超級巨星會不會再回來，\r\n把森林恢復成原來的樣子呢……
bd05_OP_mw_purpose02	超級巨星，你究竟在哪裡啊……
bd05_OP_mw_purpose03	喔！原來大家的目標都是要\r\n成為超級巨星啊！謝謝大家！！
bd05_p01_mw_explaination00	在這個充滿魔法力量的地方，\r\n晝夜每2回合就會交替一次。
bd05_p01_mw_explaination01	{color[ff3502ff]}砰砰{color[000000ff]}{color[ffffffff]}阻擋了去路。白天會活動，但……\r\n到了晚上好像會因魔法而睡著，不再活動。{color[000000ff]}
bd05_p01_mw_explaination02	地上有畫著眼球的石板！看這痕跡，\r\n好像有什麼東西曾經跑出來過。
bd05_p01_mw_explaination03	這個地方的氣氛很恐怖呢。\r\n連我也不禁害怕起來了。
bd05_p02_mw_lastSpNPC051_00	根據占卜，今天運氣最好的\r\n是{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}。嗯，一定會贏的。{color[000000ff]}
bd05_p02_mw_lastSpNPC051_01	{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}是全世界運氣最好的人。\r\n所以一定能輕鬆拿下冠軍的。{color[000000ff]}
bd05_p02_mw_lastSpNPC032_00	{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}會贏！\r\n幽靈王說的話準沒錯！{color[000000ff]}
bd05_p02_mw_lastSpNPC032_01	我想{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}會贏吧！雖然我不太懂啦！{color[000000ff]}
bd05_gmk02_mw_dayToNight00	什麼，白天竟然變成了黑夜！
bd05_gmk02_mw_NightToDay00	什麼，黑夜竟然變成了白天！
bd05_gmk03_mw_night00	裡面好像很熱鬧，\r\n怎麼叫都沒人回應。
bd05_gmk03_mw_noCoin00	你好像沒有多少金幣啊？\r\n那我跟你沒什麼好說的了。
bd05_gmk03_mw_daytime00	這裡是{color[ff3502ff]}卡美克的洋館{color[000000ff]}{color[ffffffff]}。\r\n要用{color[ff3502ff]}黑暗燈{color[ffffffff]}把白天變成黑夜嗎？{color[000000ff]}
bd05_gmk03_mw_daytime00_a0	{color[ffffffff]}{color[000000ff]}{color[110c1dff]}5→拜託了{color[000000ff]}
bd05_gmk03_mw_daytime00_a1	不用了
bd05_gmk03_mw_ask00	那麼，變成黑夜吧！
bd05_gmk03_mw_ask01	好了，已經變成黑夜囉。
bd05_gmk03_mw_noAsk00	這樣啊……想要變成黑夜時，\r\n隨時都可以來找我。
bd05_gmk04_mw_daytime00	到了晚上，好像會舉辦派對。
bd05_gmk04_mw_noCoin00	這次的派對要支付[0]金幣的參加費喔。\r\n……你的金幣不夠啊？快走，快走！
bd05_gmk04_mw_night00	這次的派對要支付[0]金幣的參加費喔。\r\n要參加嗎？怎麼樣呢？
bd05_gmk04_mw_night00_a0	參加
bd05_gmk04_mw_night00_a1	不參加
bd05_gmk04_mw_join00	好！派對會持續到天亮！盡情玩吧！
bd05_gmk04_mw_join01	已經天亮啦……\r\n派對結束了，下次再一起玩吧！
bd05_gmk04_mw_noJoin00	這樣啊，再見啦。
bd05_gmk05_mw_noCoin00	對於沒有足夠金幣的人\r\n連正眼都不會瞧一下，直接忽視。
bd05_gmk05_mw_eye00	「只要支付金幣，就會把你傳送到某處！」\r\n眼睛似乎是這麼說的……
bd05_gmk05_mw_eye01	「還是想要傳送嗎？」\r\n眼睛似乎是這麼說的……
bd05_gmk05_mw_eye00_a0	{color[ffffffff]}{color[000000ff]}{color[110c1dff]}[0]→拜託了{color[000000ff]}
bd05_gmk05_mw_eye00_a1	不用了
bd05_gmk05_mw_ask00	「準備好了嗎？走吧！」\r\n眼睛似乎是這麼說的……
bd05_gmk05_mw_noAsk00	「不、不用了嗎？？」\r\n因為太驚訝而目瞪口呆……
bd05_gmk06_mw_night00	在夜晚期間……\r\n{color[ff3502ff]}砰砰{color[000000ff]}{color[ffffffff]}會因為魔法而動彈不得。{color[000000ff]}
bd05_gmk06_mw_noCoin00	沒有5金幣，好像就無法通過這裡。
bd05_gmk06_mw_wal00	好像在問「是不是要通過這條路？」。
bd05_gmk06_mw_wal00_a0	{color[ffffffff]}{color[000000ff]}{color[110c1dff]}5→拜託了{color[000000ff]}
bd05_gmk06_mw_wal00_a1	不用了
bd05_gmk06_mw_noAsk00	好像在說「不過去就快滾！」。
bd05_gmk06_mw_ask00	好像願意讓你通過！
bd05_gmk07_mw_daytime00	到了晚上，好像會動起來……
bd05_gmk07_mw_king00	終於來了……本大爺是{color[ff3502ff]}害羞幽靈王{color[000000ff]}{color[ffffffff]}！{color[000000ff]}
bd05_gmk07_mw_firstKing00	本大爺能從所有對手身上\r\n各奪取1顆星星！
bd05_gmk07_mw_firstKing01	當然奪取金幣也是沒問題的。\r\n好的，你要怎樣？
bd05_gmk07_mw_king01	要一次從所有對手身上\r\n奪走金幣或星星嗎？
bd05_gmk07_mw_king00_a0	{color[ffffffff]}{color[000000ff]}{color[110c1dff]}免費→{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[110c1dff]}？{color[000000ff]}
bd05_gmk07_mw_king00_a1	{color[ffffffff]}{color[000000ff]}{color[110c1dff]}150→{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[110c1dff]}3{color[000000ff]}
bd05_gmk07_mw_rob00	那麼，我就派手下去奪取吧！
bd05_gmk07_mw_wait00	{color[ff3502ff]}害羞幽靈王{color[000000ff]}{color[110c1dff]}的手下要來奪取{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[110c1dff]}金幣了！\r\n連按來趕走吧！！{color[000000ff]}
bd05_gmk07_mw_giveCoin00	金幣！金幣！\r\n奪取到[0]金幣了！心懷感激吧！
bd05_gmk07_mw_giveStar00	星星！星星！\r\n奪取到[0]顆星星了！知道本大爺的厲害了吧！
bd05_gmk07_mw_giveStar01	哎呀……？\r\n有人身上沒有星星啊？
bd05_gmk07_mw_giveStar02	我會收下150枚金幣，\r\n但星星只能奪取到1顆，可以嗎？
bd05_gmk07_mw_giveStar02p	我會收下150枚金幣，\r\n但星星只能奪取到2顆，可以嗎？
bd05_gmk07_mw_giveStar02_a0	可以
bd05_gmk07_mw_giveStar02_a1	重新考慮
bd05_gmk07_mw_notRob00	大家都沒有金幣啊！\r\n我可沒辦法奪走不存在的東西。
bd05_s06_mw_night00	到了白天，這裡好像會出現鬼怪。
bd05_s06_mw_daytime00	到了晚上，這裡好像會出現鬼怪。
bd05_map_gmk02_spot_details	停在這一格，白天和黑夜就會交替。
