affection.txt
msg_affection_talk_01	这位优秀的训练家，\c\n可以让我看看你和宝可梦的\n关系好不好吗？
msg_691cf5628d4e1f528966e94d3c7d7633	[~ 448]
msg_Ev_m10_9700_talk_01	“给予者”与“掠夺者”……
msg_Ev_m10_9700_talk_02	这两者缺一不可，\n但过度的话就会引起失衡。[VAR 0114(0019)]
msg_Ev_m10_9700_talk_03	虽然记忆有些模糊……\c\n但以前的我应该就是给予太多……[VAR 0114(0019)]
msg_Ev_m10_9700_talk_08	却因得不到回报而感到绝望和愤怒，\n最后反而要夺走一切！[VAR 0114(0019)]
msg_Ev_m10_9700_talk_04	而基格尔德或许就是矫正过度行为，\n负责维持中庸之道的吧。[VAR 0114(0019)]
msg_Ev_m10_9700_talk_05	它之所以救了发射最终兵器的我，\n应该也是为了告诉我这一点。[VAR 0114(0019)]
msg_Ev_m10_9700_talk_06	我有事想拜托你。[VAR 0114(0019)]
msg_Ev_m10_9700_talk_07	请和我对战，并在对战中\n展示你身为训练家的资质吧。[VAR 0114(0019)]
msg_237e273bf889ba0ca7c637b5589c8f86	[~ 457]
msg_Ev_m10_9710_talk_01	你做好准备……\n和我打宝可梦对战了吗？[VAR 0114(0019)]
msg_Ev_m10_9710_select_01	对战吧
msg_Ev_m10_9710_select_02	现在不方便
msg_Ev_m10_9710_talk_02	我当然会等你。[VAR 0114(0019)]
msg_Ev_m10_9710_talk_03	一直以来，我都觉得\n打不赢对战就毫无意义……[VAR 0114(0019)]
msg_Ev_m10_9710_talk_04	但现在我不这么想了。\n和你对战，似乎能发自内心地感到快乐！[VAR 0114(0019)]
msg_e0d0b690d1b15c71e52dc665b1be258c	[~ 464]
msg_Ev_m10_9710_btl01	宝可梦和人携手并进……\n这也是一种美丽的世界吧？[VAR 0114(0019)]
msg_3e691f5c7776d4aa3b1e42c5b38f4e4a	[~ 466]
msg_Ev_m10_9720_talk_01	人与人，人与宝可梦，\n还有宝可梦与宝可梦……\r\n各自为了理解彼此所以才会对战。[VAR 0114(0019)]
msg_Ev_m10_9720_talk_02	AZ希望能再次举办ZA登峰战，\n应该也是出于这个理由吧。[VAR 0114(0019)]
msg_Ev_m10_9720_talk_03	那时候的少年少女们……\c\n如果我试着去理解他们，\n或许就不会启动最终兵器了吧？[VAR 0114(0019)]
msg_Ev_m10_9720_talk_04	基啊。
msg_Ev_m10_9720_talk_05	基格尔德……[VAR 0114(0019)]
msg_Ev_m10_9720_talk_06	这是怎么回事呢？[VAR 0114(0019)]
msg_Ev_m10_9720_talk_07	莫非它来这里……\n是要让你去棱镜塔的？[VAR 0114(0019)]
msg_Ev_m10_9720_talk_08	我过去曾和基格尔德一起行动，\n所以我能明白这点。[VAR 0114(0019)]
msg_Ev_m10_9720_talk_09	但在那充满因缘的棱镜塔的塔底，\n究竟要做什么呢？[VAR 0114(0019)]
msg_f8c910ac4bf6aca23b1f57607bf1d546	[~ 476]
msg_Ev_m10_9800_talk_03	和基格尔德对战之前，\n先确保盒子有空间吧！
msg_Ev_m10_9800_talk_01	要和基格尔德战斗吗？
msg_Ev_m10_9800_select_01	战斗！
msg_Ev_m10_9800_select_02	做准备
msg_Ev_m10_9800_talk_02	基嘎！！
msg_7d56e3def4c9d22768f0dbc5f47acde4	[~ 482]
msg_Ev_m10_9810_talk_01	传说的宝可梦终于和\n最强的训练家组成搭档了吗？[VAR 0114(0019)]
msg_Ev_m10_9810_talk_02	如果你们齐心协力的话，\n密阿雷的未来也能令人放心吧。[VAR 0114(0019)]
msg_Ev_m10_9810_talk_03	请收下这个。\n这是用来改变基格尔德样子的道具。[VAR 0114(0019)]
msg_Ev_m10_9810_talk_04	在最终兵器发出的光芒的威胁下，\n基格尔德因保护宝可梦而失去了力量，\r\n它的一部分散落到各地后，一边吸收当地力量\r\n一边寻找值得依靠的人类。[VAR 0114(0019)]
msg_Ev_m10_9810_talk_05	对了。\c\n超级进化的基格尔德释放的招式\n让我想起了阿罗拉地区的Z招式。\r\n不过可能只是我多心了吧？[VAR 0114(0019)]
msg_Ev_m10_9810_talk_06	那么……\n我必须要活上3000年，\r\n接下来应该做些什么呢？[VAR 0114(0019)]
msg_Ev_m10_9810_select_01	有想做的事吗？
msg_Ev_m10_9810_select_02	我不知道
msg_Ev_m10_9810_talk_07	有的。[VAR 0114(0019)]
msg_Ev_m10_9810_talk_08	确实，这不是一个问了别人\n就能得到解答的问题啊。[VAR 0114(0019)]
msg_Ev_m10_9810_talk_09	我想要的是一个美丽的世界，\n无论是过去……还是将来！[VAR 0114(0019)]
msg_Ev_m10_9810_talk_10	想要实现这个梦想，\n需要的不是物理上的帮助。[VAR 0114(0019)]
msg_Ev_m10_9810_talk_11	授人以鱼宝可梦，\n不如授人以渔宝可梦。\c\n就像古人说过的话一样，\n应该要满足被救者的内心。[VAR 0114(0019)]
msg_Ev_m10_9810_talk_12	这是我从你和宝可梦们\n身上学到的结论。[VAR 0114(0019)]
msg_Ev_m10_9810_talk_13	虽然这是个遥不可及的梦想，\n但我有足足3000年的时间，应该能实现。[VAR 0114(0019)]
msg_Ev_m10_9810_talk_14	就像AZ为了追寻花叶蒂\n而在世界各地漂泊一样。[VAR 0114(0019)]
msg_Ev_m10_9810_talk_15	为了实现自己的理想，\n我也要去巡游世界各地了。[VAR 0114(0019)]
msg_Ev_m10_9810_talk_16	即使生活在同一个时代，同一个地方，\n也不一定就会相遇。\c\n而为了让密阿雷变得更好，\n大家携手互助了……\r\n这或许就是奇迹吧。[VAR 0114(0019)]
msg_Ev_m10_9810_talk_17	除非有什么事发生，\n否则我们应该不会再见了吧。\r\nAu revoir。[VAR 0114(0019)]
main_hud.txt
msg_main_030400_hud_01_f	虽然在施工中，\n但还是能看出这塔很大吧。
msg_main_030400_hud_01_m	虽然在施工中，\n但还是能看出这塔很壮观吧。
msg_main_030400_hud_02_f	你加入团队后，\n团队比以前热闹多了！
msg_main_030400_hud_02_m	你来了之后，\n大家好像很高兴。
msg_main_030400_hud_03_f	玳萝来我这里\n对你的事问这问那的。
msg_main_030400_hud_03_m	玳萝她啊，\n好像对你挺感兴趣的。
msg_main_030400_hud_04_f	琵鲁也会很快\n和你熟络起来的！
msg_main_030400_hud_04_m	琵鲁也会很快\n和你熟络起来的。
msg_main_030400_hud_05_f	玛琪艾儿\n是很厉害的侦探！
msg_main_030400_hud_05_m	玛琪艾儿她啊，\n真的很厉害！
msg_1c3106753837a6a88510d9c4840ae21f	[~ 10]
msg_main_031200_hud_01_f	听说5号野生特区\n有凯西啊！
msg_main_031200_hud_01_m	听说5号野生特区\n有凯西啊。
msg_c254b3b59c3e20b4c8e82345fa20692d	[~ 13]
msg_main_031200_hud_02	不赶紧去对战特区的话，\n天可是说亮就亮哦。
msg_cc64b7fbbd8c03f4f104f817376dfc03	[~ 15]
msg_main_032200_hud_01	听说6号野生特区\n有头目哦。
msg_main_032200_hud_02	我觉得是你的话，\n应该也会对头目有兴趣。
msg_f9d0cbe6006891313f909b592092e86c	[~ 18]
msg_main_032200_hud_03	今晚的对战特区\n在哪里呢～？
msg_111ea65fe3c145140a7ae54bebcafbc6	[~ 20]
msg_main_032300_hud_01	别让它逃走了啊。
msg_main_032300_hud_02	追踪得还顺利吗？
msg_main_032300_hud_03	我也正在追呢。
msg_49220befe28990724f82ec674fee4cba	[~ 24]
msg_main_040200_hud_01	密阿雷新闻！\n野生特区增加了。
msg_67a10b369f1dd6b055723e4e80494fca	[~ 26]
msg_main_040300_hud_01	你已经去过附近的\n野生特区了吗？
msg_577899ad5942211855ab2797cadcea03	[~ 28]
msg_main_050200_hud_01	密阿雷新闻！\n野生特区增加了。
msg_36493189fcb361e35b7d2b4b57aeac0d	[~ 30]
msg_main_061000_hud_01	密阿雷新闻！\n野生特区增加了。
msg_3620eac049c55c33c118908b6493aec5	[~ 32]
msg_main_070022_hud_01	密阿雷新闻！\n野生特区增加了。
msg_007c96b2aa7f8f97c06025ab12cb3399	[~ 34]
msg_main_080100_hud_01	密阿雷新闻！\n野生特区增加了。
msg_6344e83c9ad1a14ae27783da7baa5a44	[~ 36]
msg_main_090040_hud_01	中央广场周边的\n受损情况似乎在最低限度。
msg_main_090040_hud_02	听说附近的训练家\n正在维护安全。
msg_main_090040_hud_03	密阿雷的训练家，\n个个都是好样的。
msg_8cc1ff0676143565d6b59c61c81d2bdc	[~ 40]
msg_main_091135_hud_01_f	野生宝可梦\n在接二连三地超级进化。
msg_main_091135_hud_01_m	到处都有野生宝可梦\n在超级进化……！
msg_main_091135_hud_02_f	我相信同伴！\n相信花叶蒂！
msg_main_091135_hud_02_m	花叶蒂不会有事的，\n我相信它！
msg_15ec688e55323d84db3a13f7f4587bcd	[~ 45]
msg_main_092000_hud_01	马上就到和皙白\n他们的会合地点了！
msg_main_092000_hud_02	请你在会合之后一起战斗。
msg_2da72aab865b96adb5da9dd44248a208	[~ 48]
msg_main_092100_hud_01	看来你过河了！\n卡娜莉就在那前面。
msg_main_092100_hud_02	是卡娜莉小姐！！\n注意你对她的称呼！！！
msg_7c0e5b9f0750ec8e4b6792ab45907198	[~ 51]
msg_main_092200_hud_01	快点……\n我……有些累了。
msg_main_092200_hud_02	我完全没问题！\n收下正义的力量吧。
msg_7009ca83df2b3b1d6013a16ad2d6661c	[~ 54]
msg_main_092300_hud_01	和你对战，很好！\n和你并肩作战，也很好！
msg_main_092300_hud_02	等把这一切了结后，\n我们再来对战吧。
msg_5bfd6cd961a1d63b16721750a508055b	[~ 57]
msg_main_092300_hud_03	进展顺利！就在前面，\n和乌羽会合吧！
msg_main_092300_hud_04	那就卖个人情，\n让那个人干活吧。
msg_c9f93f08ceec32c9af7c7cf54cecc41b	[~ 60]
msg_main_092315_hud_01	只要有麻麻鳗鱼王在，\n我就不会停止活跃！
msg_main_092315_hud_02	专心致志地战斗吧！\n可以思考，但别烦恼。
msg_0d10f9067e47b7303b98f6b2d6c25640	[~ 63]
msg_main_050200_hud_01_f	爬后面的梯子过来吧！\n我有好事要告诉你。
msg_main_050200_hud_01_m	爬后面的梯子过来吧，\n我有好事要告诉你。
msg_94a6d3b8c7619e3dd76664ede91f95dd	[~ 66]
msg_main_051100_hud_mega_01	现已增加新的超级石，\n可以在阔星公司交换！
msg_main_061400_hud_mega_01	现已增加新的超级石，\n可以在阔星公司交换！
msg_main_071000_hud_mega_01	现已增加新的超级石，\n可以在阔星公司交换！
msg_main_080200_hud_mega_01	现已增加新的超级石，\n可以在阔星公司交换！
msg_e5f643be17aeb4ba097425334af59b43	[~ 71]
megarematch.txt
msg_megarematch_talk_01	要挑战哪个\n失控超级进化的模拟战？[VAR 0114(000E)]
msg_megarematch_select_00	阿勃梭鲁
msg_megarematch_select_01	呆壳兽
msg_megarematch_select_02	喷火驼
msg_megarematch_select_03	大食花
msg_megarematch_select_05	大针蜂
msg_megarematch_select_06	摔角鹰人
msg_megarematch_select_07	诅咒娃娃
msg_megarematch_select_08	电龙
msg_megarematch_select_09	龟足巨铠
msg_megarematch_select_10	大嘴娃
msg_megarematch_select_11	雪妖女
msg_megarematch_select_12	七夕青鸟
msg_megarematch_select_13	妙蛙花
msg_megarematch_select_14	快龙
msg_megarematch_select_15	班基拉斯
msg_megarematch_select_16	宝石海星
msg_megarematch_select_04	退出
msg_megarematch_talk_02	接下来要挑战哪个\n失控超级进化的模拟战？[VAR 0114(000E)]
msg_megarematch_talk_03	你要挑战[VAR 0101(0002)]啊。\n做好准备了吗？[VAR 0114(000E)]
msg_megarematch_talk_04	[VAR 0101(0002)]的\n最快纪录是[VAR 0201(0003)]:[VAR 0201(0004)].[VAR 0201(0005)]！\r\n做好准备了吗？[VAR 0114(000E)]
msg_megarematch_select_17	是
msg_megarematch_select_18	否
msg_megarematch_talk_05	真是精彩的表现！\n你刚刚的时间是[VAR 0201(0003)]:[VAR 0201(0004)].[VAR 0201(0005)]！[VAR 0114(000E)]
msg_megarematch_talk_06	干得漂亮！\n你更新了最快纪录！[VAR 0114(000E)]
msg_megarematch_talk_07	这是给你的报酬，\n请收下吧。[VAR 0114(000E)]
msg_megarematch_talk_08	就算输了也能毫发无伤，\n这就是模拟战的好处啊。\c\n……那么，请重整旗鼓吧。[VAR 0114(000E)]
msg_megarematch_talk_09	期待你再来挑战。[VAR 0114(000E)]
msg_megarematch_select_19	阿勃梭鲁Z
msg_megarematch_select_20	姆克鹰
msg_megarematch_select_21	米立龙
msg_megarematch_select_22	超能妙喵
msg_megarematch_select_23	席多蓝恩
msg_megarematch_select_24	达克莱伊
msg_megarematch_select_25	固拉多
msg_megarematch_select_26	盖欧卡
msg_megarematch_select_27	烈空坐
msg_megarematch_select_29	基格尔德
msg_megarematch_select_28	捷拉奥拉
msg_megarematch_talk_19	马斯卡托太忙了，\n我原本只是在配送咖啡……\c\n结果变成要代替他运行\n失控超级进化模拟君了！
msg_megarematch_talk_10	要挑战哪个\n失控超级进化的模拟战？
msg_megarematch_talk_11	接下来要挑战哪个\n失控超级进化的模拟战？
msg_megarematch_talk_12	挑战[VAR 0101(0002)]啊。\n准备OK了吗？
msg_megarematch_talk_13	[VAR 0101(0002)]的\n最快纪录是[VAR 0201(0003)]:[VAR 0201(0004)].[VAR 0201(0005)]。\r\n准备OK了吗？
msg_megarematch_talk_14	好～厉害！\n你刚刚的时间是[VAR 0201(0003)]:[VAR 0201(0004)].[VAR 0201(0005)]。
msg_megarematch_talk_15	超～厉害！\n你更新了最快纪录！
msg_megarematch_talk_16	请收下报酬～
msg_megarematch_talk_17	反正是模拟战，\n输了也毫发无伤。
msg_megarematch_talk_18	请再来挑战～
msg_megarematch_talk_30	失控超级进化模拟器\n添加了新的宝可梦。
msg_megarematch_talk_20	恭喜你！\c\n你可以挑战\n失控超级爆涌挑战了。
msg_megarematch_talk_34	要挑战哪个？
msg_megarematch_select_30	失控超级进化模拟器
msg_megarematch_select_31	失控超级爆涌挑战
msg_megarematch_select_32	还是算了
msg_megarematch_talk_21	要挑战\n失控超级爆涌挑战吗？
msg_megarematch_select_33	挑战
msg_megarematch_select_34	听说明
msg_megarematch_select_35	查看纪录
msg_megarematch_select_36	还是算了
msg_megarematch_talk_22	[VAR FF00(0006)]失控超级爆涌挑战[VAR FF00(0000)]\n是和全部失控超级进化宝可梦\r\n进行的连续对战。\c\n不可替换同行宝可梦。\c\n一旦失败就会当场结束对战。\c\n但可以进行3次回复。\c\n会记录下最多的击败数量。\c\n另外，如果战胜了\n全部失控超级进化宝可梦，\r\n还会记录通关时间。
msg_megarematch_talk_31	这是非常严酷的考验，\n真的要挑战吗？
msg_megarematch_select_42	是
msg_megarematch_select_43	否
msg_megarematch_talk_23	要挑战下一只宝可梦吗？
msg_megarematch_select_37	挑战
msg_megarematch_select_38	回复
msg_megarematch_select_39	放弃
msg_megarematch_talk_24	回复次数还剩[VAR 0200(0003)]次。\n要帮宝可梦回复吗？
msg_megarematch_select_40	回复
msg_megarematch_select_41	不回复
msg_megarematch_select_44	会保存至今的纪录，\n但无法从中断处继续挑战。\r\n确定要放弃吗？
msg_megarematch_talk_25	好遗憾啊。\n我等着你再来挑战。
msg_megarematch_talk_26	击败[VAR 0201(0004)]只！\n我等着你再来刷新纪录。
msg_megarematch_talk_27	通关时间是\n[VAR 0201(0005)]:[VAR 0201(0006)]:[VAR 0201(0007)].[VAR 0201(0008)]！
msg_megarematch_talk_28	击败的数量是\n[VAR 0201(0004)]只。
msg_megarematch_talk_32	也就是说全部都打倒了！？\n好厉害啊～！恭喜你！！
msg_megarematch_talk_29	通关时间是\n[VAR 0201(0005)]:[VAR 0201(0006)]:[VAR 0201(0007)].[VAR 0201(0008)]！
msg_megarematch_talk_33	我等着你再来挑战～！
megashards.txt
megashards_talk_01	要用你持有的超级碎片\n来交换道具吗？
megashards_seelct_01	交换
megashards_seelct_02	还是算了
megashards_talk_02	欢迎随时光临。
moveplus.txt
msg_move_speech_01	用精通种子\n进行招式加强！！[VAR BD0A(000A)]Text_icon1
msg_move_event_01	你为了变强而前来拜访正义社的\n这份上进心值得称赞。\c\n为了回应你这份上进心，\n就让我来告诉你一件很有用的事吧！[VAR 0114(0033)]
msg_move_event_02	那就是招式加强！[VAR 0114(0033)]
msg_move_event_select_01	招式加强？
msg_move_event_select_02	那是什么？
msg_move_event_03	虽然会消耗超级能，\n但只要在作出招式指示前\r\n用[VAR FF00(0008)][VAR BD0A(0004)]Plus[VAR FF00(0000)]进行招式加强……\r\n招式的威力就会提高！[VAR 0114(0033)]
msg_move_event_04	不过要想进行招式加强，\n就会需要用到[VAR FF00(0006)]精通种子[VAR FF00(0000)]。[VAR 0114(0033)]
msg_move_01	你要用精通种子作为交换，\n对宝可梦已学会的招式\r\n进行招式加强吗？[VAR 0114(0033)]
msg_move_select_01	要
msg_move_select_02	还是算了
msg_move_12	要是你想进行招式加强了\n就再来找我吧。[VAR 0114(0033)]
msg_move_02	是哪只宝可梦呢？[VAR 0114(0033)]
msg_move_11	很遗憾，[VAR 0101(0002)]没有学会\n可以进行招式加强的招式。[VAR 0114(0033)]
msg_move_03	要对哪个招式进行招式加强呢？[VAR 0114(0033)]
msg_move_select_03	[VAR 0107(0003)]
msg_move_04	那么我就要用精通种子\n对[VAR 0101(0002)]的[VAR 0107(0003)]\r\n进行招式加强了，没问题吧？[VAR 0114(0033)]
msg_move_select_04	进行招式加强
msg_move_select_05	取消
msg_move_05	我也理解你需要慎重考虑。[VAR 0114(0033)]
msg_move_06	那么就开始了……[VAR 0114(0033)]
msg_move_07	嘿呀啊啊！[VAR 0114(0033)]
msg_move_08	对[VAR 0101(0002)]的[VAR 0107(0003)]\n进行了招式加强！
msg_move_09	顺利完成了！\n还要对其他招式进行招式加强吗？[VAR 0114(0033)]
msg_move_10	没有精通种子就没法\n对招式进行招式加强哦。[VAR 0114(0033)]
npc_event.txt
msg_A01_r04_speech_0141	你知道伤药吗？[VAR BD0A(000A)]Text_icon1
msg_A01_r04_talk_0141	你知道伤药吗？\c\n请给在对战中受伤的\n宝可梦用这个吧！
msg_A01_r04_talk_0141_01	只要用了伤药，\n就算不去宝可梦中心，\r\n也能让宝可梦恢复活力！
msg_95792a13af0c206f46214e191a532733	[~ 3]
msg_A01_r04_speech_0146	您要来一个吗？[VAR BD0A(000A)]Text_icon1
msg_A01_r04_talk_0146	免费送您一个\n密阿雷格雷派饼。
msg_A01_r04_talk_0146_01	免费送的密阿雷格雷派饼\n每位只能送一个。
msg_b6609e74942d55361a1447be15567da2	[~ 7]
npc_A01_z03_01_speech_0061	准备好精灵球了吗？[VAR BD0A(000A)]Text_icon1
npc_A01_z03_01_talk_0061	如果要进入野生特区，\n精灵球可是必需品呀。
npc_A01_z03_01_talk_0061_01	按住[VAR BD0A(0002)]ZL键好好瞄准之后\n再投精灵球吧！
msg_1201f6398dfb67050b1f448f1a8af85b	[~ 11]
msg_A04_z02_01_speech_24	移动地点！[VAR BD0A(000A)]Text_icon1
msg_A04_z02_01_talk_0024	如果有第一次看到的宝可梦中心，\n你可记得要去看看啊！\c\n这样就能把它作为\n[VAR FF00(0006)]移动地点[VAR FF00(0000)]添加到地图上。\c\n也算是为了让你牢牢记住这条有用的建议，\n就请你收下这个瞬发之羽吧！
msg_A04_z02_01_talk_0024_01	也就是说，你在密阿雷逛过的地方越多，\n去各种地方就会变得越方便！
msg_167232c8fd648b09fba4bfe14ff6f917	[~ 15]
msg_A04_r01_speech_07	茉蜜姬调查！[VAR BD0A(000A)]Text_icon1
msg_A04_r01_talk_0007	我把3号野生特区里\n所有种类的野生宝可梦都捉到之后，\r\n得到了茉蜜姬调查的报酬！\c\n我很开心，所以多余的球就给你吧。
msg_A04_r01_talk_0007_01	茉蜜姬调查这个活动，只要努力参与\n就能得到超多划算的奖励！
msg_a90a3afe66b0ffa905405bde5c77265f	[~ 19]
msg_A04_r02_speech_08	全息传送梯！[VAR BD0A(000A)]Text_icon1
msg_A04_r02_talk_0008	我对全息传送梯还不太了解，但它运用\n最新技术让上下之间的传送成为了可能！\c\n那东西这么厉害，让我很震惊，\n所以我就送你一样好东西吧！
msg_A04_r02_talk_0008_01	如果你看到全息传送梯，\n请务必去试一试哦！
msg_fc5b6f2a0a5e1c79a7b881bfed013859	[~ 23]
msg_A04_r02_speech_09	第2重要的是钱。[VAR BD0A(000A)]Text_icon1
msg_A04_r02_talk_0009	在密阿雷的各种地方\n都有亮闪闪的东西掉在地上，\r\n四处捡来全卖掉，即刻成为有钱人！\c\n来！我把捡来的小蘑菇送给你，\n拿去宝可梦中心卖钱吧。
msg_A04_r02_talk_0009_01	不可思议的是，\n亮闪闪的东西还会重新出现哦。
msg_e2d0b5a095326221899ed588434d9461	[~ 27]
msg_A01_z02_01_speech_01	有个好东西。[VAR BD0A(000A)]Text_icon1
msg_A01_z02_01_talk_0001	可丽饼虽然已经卖完了，\n但我还有个好东西哦。\r\n来！给你先制之爪！
msg_A01_z02_01_talk_0001_01	携带先制之爪的宝可梦\n有时可以更快地使出招式哦！
msg_91e4081d8225a0dd53ec9be785888b14	[~ 31]
msg_A04_z02_05_speech_0019	廊街！[VAR BD0A(000A)]Text_icon1
msg_A04_z02_05_talk_0019	用卖掉美丽之羽换来的钱\n来买些美丽的服饰如何？
