Adventure.txt
MID_ADV_アドベンチャー外へ出る	Go outside?
MID_EV1_4_2	$t0$TcTlp_Ev_PledgeAllegiance|0|$Wmメイ|6$w0|$Wsメイ|$Wa$SvpV_SC_3_22_EV1_4_02|$E通常,|Wow, Celica...$k$p$SvpV_SC_3_22_EV1_4_03|$E笑,|You look so beautiful!$k\n$Wsメイ|$Wd$w0|$Wmボーイ|6$w0|$Wsボーイ|$Wa$E怒,|$SvpV_SC_3_22_EV1_4_04|It's not Celica anymore, dummy.$k$p$SvpV_SC_3_22_EV1_4_05|$E悲,|Isn't that right, Princess Anthiese?\nEr, Your Highness?! ...Uh, ma'am?$k\n$Wsボーイ|$Wd$w0|$Wmセリカ|6$w0|$Wsセリカ|$Wa$E笑,|$SvpV_SC_3_22_EV1_4_06|Hee hee. Celica is just fine, you two.$k$p$SvpV_SC_3_22_EV1_4_07|$E通常,|Though from this day on, I will no\nlonger conceal my identity.$k$p$SvpV_SC_3_22_EV1_4_08|I expect that will bring even more\nhardship than we've faced till now.$k$p$SvpV_SC_3_22_EV1_4_09|$Eキメ,|But I hope I can still count on you all.$k\n$Wsセリカ|$Wd$w0|$Wmセーバー|6$w0|$Wsセーバー|$Wa$E通常,|$SvpV_SC_3_22_EV1_4_10|Yeah, all right. Guess I'll go along and\nswear fealty.$k$p$SvpV_SC_3_22_EV1_4_11|$E笑,|It suits you, lass. Or should I say\n"Princess Anthiese."$k$p$SvpV_SC_3_22_EV1_4_12|Anyway, our loyalty belongs to you,\nfor now and always.$k\n$Wsセーバー|$Wd$w0|$Wmセリカ|6$w0|$Wsセリカ|$Wa$E笑,|$SvpV_SC_3_22_EV1_4_13|Thank you all. Truly.$k\n$Sbs1000|$TdTlp_Ev_PledgeAllegiance|
MID_EV1_確認	Celica's class changed to Princess.
MID_EV2	$t3$Wmセリカ|h$w0|$Wm仮面の騎士|5$w0|$Ws仮面の騎士|$Wa$SvpV_SC_3_22_EV2_00|$E通常,|Mila was taken by Jedah, priest of the\nDuma Faithful.$k$p$SvpV_SC_3_22_EV2_01|They're keeping her in Duma Tower,\nthe seat of their foul cult.$k\n$Wsセリカ|$Wa$E通常,|$SvpV_SC_3_22_EV2_02|Then that's where we must go.$k\n$Ws仮面の騎士|$Wa$E悲,|$SvpV_SC_3_22_EV2_03|If you're headed into Rigel, seek a man\ncalled Halcyon in Sage's Hamlet.$k$p$SvpV_SC_3_22_EV2_04|$E通常,|He is an able soul, and will mostlike\nassist you however he can.$k\n$Wsセリカ|$Wa$E笑,|$SvpV_SC_3_22_EV2_05|I will seek him out. Thank you.$k\n$Ws仮面の騎士|$Wa$E通常,|$SvpV_SC_3_22_EV2_06|......$k\n$Ws仮面の騎士|$Wd$w0|$SspSE_EVT_3_HUMAN_WALK2_CORRIDOR|$w3000|$Wmボーイ|5$w0|$Wsボーイ|$Wa$E通常,|$SvpV_SC_3_22_EV2_07|Surprisingly enough, I think I'm starting\nto get used to him.$k\n$Wsセリカ|$Wa$E特殊1,|$SvpV_SC_3_22_EV2_08|He's not a bad sort—and he clearly\ncares about my well-being.$k$p$SvpV_SC_3_22_EV2_09|I can't really ask for more in such\ntimes.$k$p$SvpV_SC_3_22_EV2_10|$E通常,|And yet, he's not without his mystery...$k$p$SvpV_SC_3_22_EV2_11|I get a strange sense of nostalgia when\nI'm near him, though I've no clue why.$k
MID_ADV1_女性	$t3$Wmシスター（青）|5$w0|$Wmセリカ|h$w0|$Wsシスター（青）|$Wa$SvpV_SC_3_22_ADV1_WOMAN_00|$E悲,|Thank you for your kind aid,\nmasters.$k$p$SvpV_SC_3_22_ADV1_WOMAN_01|But I'm afraid there's nothing left here\nnow...$k
MID_ADV2_女性	$t3$Wmシスター（青）|5$w0|$Wmセリカ|h$w0|$Wsシスター（青）|$Wa$SvpV_SC_3_22_ADV2_WOMAN_00|$E通常,|The lands north of the temple are ruled\nby a man called Dolth.$k$p$SvpV_SC_3_22_ADV2_WOMAN_01|As an archcantor of the Duma Faithful,\nhe summons necrodragons to his aid.$k$p$SvpV_SC_3_22_ADV2_WOMAN_02|$E怒,|It's said all who trespass on his land\nbecome fodder for the arisen beasts...$k
MID_ADV1_おばさん	$t3$Wmおばさん|5$w0|$Wmセリカ|h$w0|$Wsおばさん|$Wa$SvpV_SC_3_22_ADV1_LADY_00|$E苦,|Only one of Zofia's royal bloodline\ncan open the temple's sluice gate.$k$p$SvpV_SC_3_22_ADV1_LADY_01|With His Highness Lima IV deceased,\nwho is left to take his place?$k$p$SvpV_SC_3_22_ADV1_LADY_02|$E悲,|What's more, I hear the western gate\nhas been occupied by Rigelian forces.$k$p$SvpV_SC_3_22_ADV1_LADY_03|At this rate, Zofia is at risk of a flood\nthe likes of which we've never seen.$k
MID_ADV1_聖女	$t3$Wm聖女|5$w0|$Wmセリカ|h$w0|$Ws聖女|$Wa$SvpV_SC_3_22_ADV1_SIS2_00|$E悲,|You wish to know what happened here?$k$p$SvpV_SC_3_22_ADV1_SIS2_01|Beg pardon, but I fear I cannot be\nthe one to tell you.$k$p$SvpV_SC_3_22_ADV1_SIS2_02|Irma, one of our longest-serving sisters,\nwas taken prisoner.$k$p$SvpV_SC_3_22_ADV1_SIS2_03|Even now, that black dog Grieth holds\nher in his citadel.$k$p$SvpV_SC_3_22_ADV1_SIS2_04|Alas, there are things I can speak of\nonly with her leave.$k
MID_ADV2_聖女	$t3$Wm聖女|5$w0|$Wmセリカ|h$w0|$Ws聖女|$Wa$SvpV_SC_3_22_ADV2_SIS2_00|Rudolf used the Divine Falchion to seal\nMila's powers before taking her.$k$p$SvpV_SC_3_22_ADV2_SIS2_01|A treasure given him by the wicked god\nDuma, no doubt.$k$p$SvpV_SC_3_22_ADV2_SIS2_02|Aye, finding Mila may just be a matter\nof reaching Duma Tower.$k$p$SvpV_SC_3_22_ADV2_SIS2_03|But Duma himself can only be slain by\nFalchion's edge.$k
MID_ADV2_神官	$t3$Wm神官|5$w0|$Wmセリカ|h$w0|$Ws神官|$Wa$SvpV_SC_3_22_ADV2_FMG2_00|Someone at the castle said that when\nLady Liprica first held you in her arms,$k$p$SvpV_SC_3_22_ADV2_FMG2_01|she swore she would never let you stand\nbefore Mila.$k$p$SvpV_SC_3_22_ADV2_FMG2_02|What do you suppose she might have\nmeant by that?$k
MID_ADV1_老人	$t3$Wmセリカ|h$w0|$Wm老人|5$w0|$Ws老人|$Wa$SvpV_SC_3_22_ADV1_OLDMAN_00|$E通常,|Eh? Who are you s'posed to be?$k$p$SvpV_SC_3_22_ADV1_OLDMAN_01|...Me? I'm the one what guards this\nhere sluice gate.$k$p$SvpV_SC_3_22_ADV1_OLDMAN_02|$E怒,|...How's that? You want me to open it?\nBah! I won't do nothin' of the sort!$k$p$SvpV_SC_3_22_ADV1_OLDMAN_03|The gate opens for Zofian royal blood,\nnot some random whippersnappers!$k$p$SvpV_SC_3_22_ADV1_OLDMAN_04|Go on—shout orders at an old man.\nWon't change my mind none!$k
MID_ADV2_老人1_1	$t3$Wmセリカ|h$w0|$Wm老人|5$w0|$Ws老人|$Wa$SvpV_SC_3_22_ADV2_OLDMAN1_1_00|$E驚,|By the Mother! That circlet!\nSymbol of the Zofian throne, it is!$k$p$SvpV_SC_3_22_ADV2_OLDMAN1_1_01|Then you must be the missing\nPrincess Anthiese!$k$p$SvpV_SC_3_22_ADV2_OLDMAN1_1_02|$E笑,|I thought I'd never have the pleasure,\nYour Highness.$k$p$SvpV_SC_3_22_ADV2_OLDMAN1_1_03|You must have come to inquire about\nthis here sluice gate, eh?$k$p$SvpV_SC_3_22_ADV2_OLDMAN1_1_04|...Well, of COURSE I can open it!\nAll is as Your Highness desires.$k\n$Ws老人|$Wd$w0|
MID_ADV2_老人1_2	$t3$Wmセリカ|h$w0|$Wm老人|5$w0|$Ws老人|$Wa$SvpV_SC_3_22_ADV2_OLDMAN1_2_00|$E通常,|Er, one small issue, Your Highness.$k$p$SvpV_SC_3_22_ADV2_OLDMAN1_2_01|Openin' this here gate isn't enough\nwhat to let water flow freely.$k$p$SvpV_SC_3_22_ADV2_OLDMAN1_2_02|You also have to open the western gate.$k\n$Wsセリカ|$Wa$E驚,|$SvpV_SC_3_22_ADV2_OLDMAN1_2_03|The western sluice gate, you say?$k$p$SvpV_SC_3_22_ADV2_OLDMAN1_2_04|$E特殊1,|That won't be a problem.$k\n$Ws老人|$Wa$E驚,|$SvpV_SC_3_22_ADV2_OLDMAN1_2_05|Oh? Then you've news from the west?$k\n$Wsセリカ|$Wa$E特殊1,|$SvpV_SC_3_22_ADV2_OLDMAN1_2_06|Not exactly—but I can't imagine Alm\nwould let this situation continue.$k$p$SvpV_SC_3_22_ADV2_OLDMAN1_2_07|He'll see the gate opened.\nI'm sure of it.$k$p$SvpV_SC_3_22_ADV2_OLDMAN1_2_08|...Won't you, Alm?$k\n$SlsSE_EVT_3_WATERGATE_WATERFALL|3000|
ミラ神殿内部_4.txt
MID_ADV1_聖女	$t3$Wm聖女|5$w0|$Wmセリカ|h$w0|$Ws聖女|$Wa$SvpV_SC_4_18_ADV1_SIS2_00|$E通常,|The Sage's Hamlet? Yes, I've heard\nof it.$k$p$SvpV_SC_4_18_ADV1_SIS2_01|It's said to be hidden away at the heart\nof the Lost Treescape,$k$p$SvpV_SC_4_18_ADV1_SIS2_02|$E悲,|past the fortress built at the woods'\nedge by Jedah of the Duma Faithful.$k$p$SvpV_SC_4_18_ADV1_SIS2_03|One of his men guards the path there—\na loathsome creature called Dolth.$k
MID_ADV1_神官	$t3$Wm神官|5$w0|$Wmセリカ|h$w0|$Ws神官|$Wa$SvpV_SC_4_18_ADV1_FMG2_00|The sage Halcyon was once a high\npriest of Duma himself,$k$p$SvpV_SC_4_18_ADV1_FMG2_01|but he was driven out by Jedah.$k$p$SvpV_SC_4_18_ADV1_FMG2_02|$E悲,|Jedah was always jealous of the loyal\nfollowers who flocked to Halcyon,$k$p$SvpV_SC_4_18_ADV1_FMG2_03|so he worked diligently to seal him away\nfrom the outside world.$k
ミラ神殿内部_C.txt
MID_ADV_C_ノーマ1	$Sbs1000|$t3$Wmセリカ|h$w0|$Wmノーマ|5$w0|$Wsノーマ|$Wa$SvpV_SC_4_18_ADV1_NORMA1_00|$E笑,|Ah, Celica! I'm glad to see you safe,\nchild.$k\n$SbpBGM_MAP_D_CHURCH|0|$Wsセリカ|$Wa$E驚,|$SvpV_SC_4_18_ADV1_NORMA1_01|Nomah?$k$p$SvpV_SC_4_18_ADV1_NORMA1_02|What in the world are you doing here?$k\n$Wsノーマ|$Wa$E通常,|$SvpV_SC_4_18_ADV1_NORMA1_03|Not to put too fine a point on it,\nbut I was worried about you.$k$p$SvpV_SC_4_18_ADV1_NORMA1_04|I followed you as far as this temple,\nbut this place is just so LARGE!$k$p$SvpV_SC_4_18_ADV1_NORMA1_05|$E笑,|I'm embarrassed to say I got a bit lost,\nlittle one. Heh heh heh!$k\n$Wsセリカ|$Wa$E笑,|$SvpV_SC_4_18_ADV1_NORMA1_06|Oh, dear. Well, I'm glad to see you in\ngood spirits nonetheless.$k\n$Wsノーマ|$Wa$E通常,|$SvpV_SC_4_18_ADV1_NORMA1_07|Perhaps we'd both enjoy more peace of\nmind if we stayed together.$k$p$SvpV_SC_4_18_ADV1_NORMA1_08|Might I travel with you from here on?$k\n$Sbs2000|
MID_ADV_C_ノーマ_SELECT	Recruit Nomah?
MID_ADV_C_ノーマ2	$SbpBGM_EVT_DESTINY_A|2000|$t3$Wmノーマ|5$w0|$Wmセリカ|h$w0|$Wsノーマ|$Wa$SvpV_SC_4_18_ADV1_NORMA2_00|$E悲,|I see. Well, I would hate to be the cause\nof worry, little one.$k$p$SvpV_SC_4_18_ADV1_NORMA2_01|I thought I had some action left in me\nstill, but you know best.$k
MID_ADV2_C_ノーマ	$t3$Wmノーマ|5$w0|$Wmセリカ|h$w0|$Wsノーマ|$Wa$SvpV_SC_4_18_ADV2_NORMA_00|$E通常,|Ah! Hello again.$k$p$SvpV_SC_4_18_ADV2_NORMA_01|Decided you couldn't quite rest easy\nwithout me at your side, eh?$k
MID_SUB19_1_1	$Z$t1$Wmシスター|5$VF隠|$w0|$Wsシスター|$Wa$VNMPID_狼狽するシスター|Oh, I've really gone and done it now...$k$pHere I am, entrusted with the silver\nplatter, and I drop it in the waterway!$k$pThat platter is one of Mila's most\ncherished artifacts.$k$pI can't go back without it—she'll be\nfurious! She might even...smite me.$k$pBut how do I begin to...?$k
MID_SUB19_1_確認1	Hand over the silver platter?
MID_SUB19_1_2	$Z$t1$Wmシスター|5$VF隠|$w0|$Wsシスター|$Wa$VNMPID_狼狽するシスター|Oh, what a relief! I was sure there was\nsome major smiting on the way...$k$pHere, this is for your troubles.\nPlease accept it! I insist!$k
MID_SUB19_1_確認2	You got nectar.
MID_SUB19_1_3	$Z$t1$Wmシスター|5$VF隠|$w0|$Wsシスター|$Wa$VNMPID_狼狽するシスター|If you do happen to see the silver\nplatter, please let me know.$k
MID_SUB19_1_4	$Z$t1$Wmシスター|5$VF隠|$w0|$Wsシスター|$Wa$VNMPID_狼狽するシスター|If you do happen to see the silver\nplatter, please let me know.$k
MID_SUB19_1_5	$Z$t1$Wmシスター|5$VF隠|$w0|$Wsシスター|$Wa$VNMPID_狼狽するシスター|That's Mila's silver platter!\nThe one I dropped in the waterway!$k$pPlease, that platter is a ritual artifact\nmuch beloved by the Earth Mother.$k$pMay I please have it back?\nI beg it of you!$k
MID_SUB19_1_6	$Z$t1$Wmシスター|5$VF隠|$w0|$Wsシスター|$Wa$VNMPID_狼狽するシスター|No! You must reconsider!$k
MID_SUB19_2_1	$Z$t1$Wmシスター|5$VF隠|$w0|$Wsシスター|$Wa$VNMPID_狼狽するシスター|Mila's silver platter lies at the water's\nbottom! Oh, what to do, what to do... $k
MID_SUB31_1_1	$Z$t1$Wm女性|5$VF隠|$w0|$Ws女性|$Wa$VNMPID_うろたえる婦人|I made the pilgrimage here in search of\nmedicine to treat my ailing daughter.$k$pBut with the temple in this state,\nit seems my long trip was in vain.$k$pI've waited days for an audience with\nMila, but still haven't been granted one.$k$pAll I need is a medicinal syrup made\nof mana herbs.$k$pIf I had that, I could likely cure my\ndaughter the theraputic way.$k$pAnd if Mila won't intercede, finding that\nsyrup may be my only hope.$k
MID_SUB31_1_確認1	Hand over the medicinal syrup?
MID_SUB31_1_2	$Z$t1$Wm女性|5$VF隠|$w0|$Ws女性|$Wa$VNMPID_うろたえる婦人|Is this...a medicinal syrup?\nAnd one made from mana herbs?!$k$pOh, thank you! Thank you!$k$pMy daughter will live! Oh, I can't begin\nto express my relief...$k$pPlease, let me repay you. This is all I\nhave, but you must take it.$k
MID_SUB31_1_確認2	You got 30 silver marks.
MID_SUB31_1_確認3	The bewildered woman departed.
MID_SUB31_1_3	$Z$t1$Wm女性|5$VF隠|$w0|$Ws女性|$Wa$VNMPID_うろたえる婦人|No, I understand. It must be more\nvaluable than a mere child's life...$k
MID_SUB31_2_1	$Z$t1$Wm女性|5$VF隠|$w0|$Ws女性|$Wa$VNMPID_うろたえる婦人|When I think of my daughter writhing in\npain while I waste time here...$k$pI must find some way to get the\nmedicinal syrup. I must!$k
ラムの村_1.txt
MID_EV1	$t3$Wmアルム|h$w0|$Wmマイセン|5$w0|$Wsマイセン|$Wa$SvpV_SC_1_09_EV1_00|Well done, Alm.\nWe'll end today's training here.$k$p$SvpV_SC_1_09_EV1_01|Your swordsmanship has come a long\nway. I've always known you had talent.$k\n$Wsアルム|$Wa$SvpV_SC_1_09_EV1_02|$E驚,|You really think so?$k$p$SvpV_SC_1_09_EV1_03|$E悲,|You're not just saying that, are you,\nGrandfather?$k\n$Wsマイセン|$Wa$SvpV_SC_1_09_EV1_04|$E笑,|Either I'm getting old or you're getting\nbetter—and we both know I'm not old.$k\n$Wsアルム|$Wa$SvpV_SC_1_09_EV1_05|$E通常,|Ha! Well, good.$k$p$SvpV_SC_1_09_EV1_06|Then that means you're ready to let me\ntravel outside the village.$k\n$Wsマイセン|$Wa$SvpV_SC_1_09_EV1_07|$E苦,|Hmph.$k$p$SvpV_SC_1_09_EV1_08|$E悲,|Don't misconstrue my words, boy.\nThe rule still stands.$k\n$Wsアルム|$Wa$SvpV_SC_1_09_EV1_09|$E怒,|But why?! I'm not a child anymore.$k$p$SvpV_SC_1_09_EV1_10|You just said I can fend for myself!$k$p$SvpV_SC_1_09_EV1_11|If I meet with any dangers,\nI'll have my sword and my wits.$k\n$Wsマイセン|$Wa$SvpV_SC_1_09_EV1_12|$E通常,|Alm, that's not what this is about.$k\n$Wsアルム|$Wa$SvpV_SC_1_09_EV1_13|$E苦,|Then what IS it about?$k\n$Wsマイセン|$Wa$SvpV_SC_1_09_EV1_14|$E苦,|Alm...$k\n$Wsアルム|$Wa$SvpV_SC_1_09_EV1_15|$E悲,|Look, I've heard from the others. I know\nthe drought's made Zofia a scary place.$k$p$SvpV_SC_1_09_EV1_16|People are starving, and many have\nturned to thievery and plunder.$k$p$SvpV_SC_1_09_EV1_17|Brigands loot villages for a mere sack of\ngrain, and soon they'll be at OUR door!$k$p$SvpV_SC_1_09_EV1_18|$E怒,|And don't think I haven't heard what the\nRigelian army has been up to.$k$p$SvpV_SC_1_09_EV1_19|They've been crossing the border for\nyears in violation of the Divine Accord.$k$p$SvpV_SC_1_09_EV1_20|And with that sacred bond broken, now\nthe Terrors have resurfaced as well...$k\n$Wsマイセン|$Wa$SvpV_SC_1_09_EV1_21|...All true.$k\n$Wsアルム|$Wa$SvpV_SC_1_09_EV1_22|$E怒,|Zofia is full of innocent people who\nare looking for help.$k$p$SvpV_SC_1_09_EV1_23|Please, Grandfather.$k$p$SvpV_SC_1_09_EV1_24|I want to make a difference in a world\nbigger than a handful of houses.$k$p$SvpV_SC_1_09_EV1_25|I want to see all the amazing places\nyou've told me about—$k$p$SvpV_SC_1_09_EV1_26|that Celica told me about!$k\n$Wsマイセン|$Wa$SvpV_SC_1_09_EV1_27|$E怒,|Suppose you do set forth with your\nsword and your wits. So what?$k\n$Wsアルム|$Wa$SvpV_SC_1_09_EV1_28|$E驚,|......$k\n$Wsマイセン|$Wa$SvpV_SC_1_09_EV1_29|Will the grand story of your life be how\nyou met the end of a brigand's axe?$k$p$SvpV_SC_1_09_EV1_30|Before you dream of changing the\nworld, learn your damned place in it.$k$p$SvpV_SC_1_09_EV1_31|$E悲,|And no more talk of leaving.$k\n$Wsマイセン|$Wd$w0|$SswSE_EVT_1_HUMAN_WALK2_FLAT|$C$Wsアルム|$Wa$E怒,|$Wv$SvpV_SC_1_09_EV1_32|...What's his problem?!$k$p$SvpV_SC_1_09_EV1_33|Why teach me to use a sword if you're\nnot going to let me fight?$k$p$SvpV_SC_1_09_EV1_34|$E悲,|Every day in this place is exactly the\nsame as the next.$k$p$Wv$SvpV_SC_1_09_EV1_35|I know I'm meant for more than this!$k$p$Wv$SvpV_SC_1_09_EV1_36|But you have to let me find it!$k\n$Wc$SspSE_EVT_1_HORSE_NEIGH|$w1600|$SlpSE_EVT_1_NOISILY|0|$w3500|$Wsアルム|$Wa$E驚,|$SvpV_SC_1_09_EV1_37|Huh? What's all the commotion?$k$p$SvpV_SC_1_09_EV1_38|It's coming from the gates. Hmm...$k\n$SlsSE_EVT_1_NOISILY|2000|
MID_ADV1_おばさん	$t3$Wmアルム|h$w0|$Wmおばさん|5$w0|$Wsおばさん|$Wa$SvpV_SC_1_09_ADV1_LADY_00|Well, if it isn't Alm!\nYou all finished with today's training?$k$p$SvpV_SC_1_09_ADV1_LADY_01|I still remember when you were only\nTHIS tall, and now look at you.$k$p$SvpV_SC_1_09_ADV1_LADY_02|Sir Mycen has certainly made a strong\nyoung man out of you.$k$p$SvpV_SC_1_09_ADV1_LADY_03|$E驚,|I say "Sir" Mycen, but the story is your\ngrandfather was once a famous general.$k$p$SvpV_SC_1_09_ADV1_LADY_04|General Mycen! Ha! I always wondered\nwhy such a fellow would end up here.$k$p$SvpV_SC_1_09_ADV1_LADY_05|$E笑,|Then again, the woods around Ram\nhave become dangerous as of late.$k$p$SvpV_SC_1_09_ADV1_LADY_06|Perhaps it's for the best that we have\nhim—and YOU—to keep us safe!$k
MID_ADV1_女性	$t3$Wmアルム|h$w0|$Wm女性|5$w0|$Ws女性|$Wa$SvpV_SC_1_09_ADV1_WOMAN_00|$E悲,|*sigh* What I wouldn't give for\nsome food.$k$p$SvpV_SC_1_09_ADV1_WOMAN_01|It's been years since we've had a proper\nharvest. Can't grow much without rain...$k$p$SvpV_SC_1_09_ADV1_WOMAN_02|$E怒,|Why has Mila forsaken us?\nWhat's happened to the Earth Mother?$k$p$SvpV_SC_1_09_ADV1_WOMAN_03|She's killing us by withholding her\nblessings.$k$p$SvpV_SC_1_09_ADV1_WOMAN_04|The Rigelian Empire will seize our lands\nand we'll be too weak to resist...$k$p$SvpV_SC_1_09_ADV1_WOMAN_05|$E悲,|You've heard how well trained their\nsoldiers are, haven't you?$k$p$SvpV_SC_1_09_ADV1_WOMAN_06|We've never toiled or fought for a\nthing, and we're about to pay for it...$k
MID_ADV1_男性	$t3$Wmアルム|h$w0|$Wm男性|5$w0|$Ws男性|$Wa$SvpV_SC_1_09_ADV1_MAN_00|$E苦,|It's good to know our plight has the\nnobility so grief-stricken.$k$p$SvpV_SC_1_09_ADV1_MAN_01|King Lima dances at the end of\nChancellor Desaix's puppet strings.$k$p$SvpV_SC_1_09_ADV1_MAN_02|The king would rather eat grapes and\nfrolic in a seraglio than actually rule.$k$p$SvpV_SC_1_09_ADV1_MAN_03|It's no wonder the kingdom's being torn\napart by rebellion after rebellion.$k$p$SvpV_SC_1_09_ADV1_MAN_04|$E悲,|I wish someone would come along and\nsave us from ourselves already.$k$p$SvpV_SC_1_09_ADV1_MAN_05|$E驚,|...What's that? The Mother Mila?$k$p$SvpV_SC_1_09_ADV1_MAN_06|$E苦,|Pah! Like I'd waste my prayers on a\ngoddess as useless as her.$k
MID_EV2	$t3$Wmロビン|5$w0|$Wmアルム|h$w0|$Wsロビン|$Wa$SvpV_SC_1_09_EV2_00|$E通常,|Alm! Hey.$k$p$SvpV_SC_1_09_EV2_01|This fellow's here to see Sir Mycen.\nHe was just about to tell us more.$k
MID_ADV1_グレイ	$t3$Wmグレイ|5$w0|$Wmアルム|h$w0|$Wsグレイ|$Wa$SvpV_SC_1_09_ADV1_GRAY_00|$E怒,|Sorry, pal, but I still can't trust a man\nin full armor.$k$p$SvpV_SC_1_09_ADV1_GRAY_01|Keep one hand on your hilt while you\ntalk to this guy, yeah?$k
MID_ADV1_ロビン	$t3$Wmロビン|5$w0|$Wmアルム|h$w0|$Wsロビン|$Wa$SvpV_SC_1_09_ADV1_ROBIN_00|A knight—can you believe it?\nWhat's he doing in OUR village?$k$p$SvpV_SC_1_09_ADV1_ROBIN_01|$E笑,|You'd have to practically ride off the\nedge of the map to find this place!$k
MID_ADV1_クリフ	$t3$Wmクリフ|5$w0|$Wmアルム|h$w0|$Wsクリフ|$Wa$SvpV_SC_1_09_ADV1_QULYF_00|He's sure come a long way just to find\na whole lot of nothing...$k$p$SvpV_SC_1_09_ADV1_QULYF_01|$E悲,|Whatever he's here for, I hope he hasn't\nbrought any trouble with him.$k
MID_ADV1_エフィ	$t3$Wmエフィ|5$w0|$Wmアルム|h$w0|$Wsエフィ|$Wa$E笑,|$SvpV_SC_1_09_ADV1_EFI_00|Alm! How was sword practice?\nEverything go okay?$k$p$SvpV_SC_1_09_ADV1_EFI_01|$E通常,|Sir Mycen is far too hard on you...\nI hope you don't have any new bruises!$k
MID_EV3	$t3$Wmアルム|h$w0|$Wmルカ|5$w0|$Wsルカ|$Wa$SvpV_SC_1_09_EV3_00|Good day. You must be Sir Mycen's\ngrandson. Alm, was it?$k$p$SvpV_SC_1_09_EV3_01|My name is Lukas.$k$p$SvpV_SC_1_09_EV3_02|I fight for the Deliverance.$k\n$Wsアルム|$Wa$SvpV_SC_1_09_EV3_03|$E驚,|The "Deliverance"? What's that?$k$p$SvpV_SC_1_09_EV3_04|Aren't you one of the Knights of Zofia?\nThe king's knights?$k\n$Wsルカ|$Wa$SvpV_SC_1_09_EV3_05|$E驚,|Oh, I see.$k$p$SvpV_SC_1_09_EV3_06|I suppose that means word hasn't yet\nreached your village.$k$p$SvpV_SC_1_09_EV3_07|$E通常,|In that case, please forgive me for\nheralding such dark news, but...$k$p$Sbs5000|$SvpV_SC_1_09_EV3_08|$E怒,|King Lima IV is dead.$k$p$SvpV_SC_1_09_EV3_09|He met his end some days ago at the\nhands of Chancellor Desaix.$k\n$Wsアルム|$Wa$Wv$SbpBGM_EVT_FEAR|0|$SvpV_SC_1_09_EV3_10|$E怒,汗|What? You're saying it was regicide?!$k
MID_EV4	$t3$Wmルカ|5$VF隠|$w0|$Wsルカ|$Wa$SvpV_SC_1_09_EV4_00|I fear so. It seems Desaix sold Zofia to\nthe Rigelian Empire along with his soul.$k$p$SvpV_SC_1_09_EV4_01|No doubt they promised him lands.\nPerhaps even a title.$k$p$SvpV_SC_1_09_EV4_02|Upon Lima's death, the chancellor and\nthe Rigelian army seized Zofia Castle$k$p$SvpV_SC_1_09_EV4_03|and began to visit unspeakable\ninjustices upon the king's people.$k$p$SvpV_SC_1_09_EV4_04|Sir Clive—of the Knights of Zofia you\nmentioned—would have none of it.$k$p$SvpV_SC_1_09_EV4_05|He formed an army to free us from\nRigel and named it the Deliverance.$k$p$SvpV_SC_1_09_EV4_06|However, we are outmatched and fast\nlosing this war. We need a hero's aid.$k$p$SvpV_SC_1_09_EV4_07|And so I have come to the home of one\nof Zofia's greatest heroes	Sir Mycen.$k\n$C
MID_EV5	$t3$Wmアルム|h$w0|$Wmルカ|5$w0|$Wsルカ|$Wa$Sbs2000|$SvpV_SC_1_09_EV5_00|$E通常,|Do you see, Alm? Sir Clive would not\nhave sent me were it not urgent.$k$p$SvpV_SC_1_09_EV5_01|Will you take me to see your\ngrandfather?$k\n$Wsアルム|$Wa$SvpV_SC_1_09_EV5_02|$E驚,|Y-yes, of course.$k\n$Wsアルム|$Wd$w0|$Wsルカ|$Wd$w0|$SswSE_EVT_1_HUMAN_WALK1_FLAT|$Wc$SbpBGM_EVT_AMB|2000|$Wmグレイ|3$w0|$Wmロビン|7$w0|$Wsグレイ|$Wa$SvpV_SC_1_09_EV5_03|$E苦,|Good goblets...$k$p$SvpV_SC_1_09_EV5_04|I knew Zofia was in hot water, but is\nthis guy serious?$k\n$Wsロビン|$Wa$Wv$SvpV_SC_1_09_EV5_05|$E驚,|So there's going to be a war?$k\n$Wsグレイ|$Wd$w0|$Wmクリフ|3$w0|$Wsクリフ|$Wa$E怒,|$SvpV_SC_1_09_EV5_06|There already is one, from the sound\nof things.$k\n$Wsロビン|$Wd$w0|$Wmエフィ|7$w0|$Wsエフィ|$Wa$E悲,|$SvpV_SC_1_09_EV5_07|But that's...that's awful!$k$p$SvpV_SC_1_09_EV5_08|If Sir Mycen rides off to war,\nwhat'll happen to Alm?$k\n$Wsクリフ|$Wa$E悲,|$SvpV_SC_1_09_EV5_09|You got me.$k
