Adventure.txt
MID_ADV_アドベンチャー外へ出る	要到外头吗？
MID_EV11_4	$t3$Wmアルム|h$w0|$Wsアルム|$Wa$SvpV_SC_5_08_EV1_4_00|$E悲,|…………$k\n$Wmクレア|5$w0|$Wsクレア|$Wa$E悲,|$SvpV_SC_5_08_EV1_4_01|阿鲁姆……$k$p$SvpV_SC_5_08_EV1_4_02|我们到底该怎么做才好呢？$k$p$SvpV_SC_5_08_EV1_4_03|鲁道夫皇帝希望我们打倒多玛，\n但安蒂洁公主又说不要那么做……$k$p$SvpV_SC_5_08_EV1_4_04|那我们到底是为了什么\n而来到这里呢……$k\n$Wsクレア|$Wd$w0|$Wmルカ|5$w0|$Wsルカ|$Wa$E悲,|$SvpV_SC_5_08_EV1_4_05|如果说现在唯一可以肯定的事情，$k$p$SvpV_SC_5_08_EV1_4_06|那就是索菲亚的复兴已经不可能了。$k$p$SvpV_SC_5_08_EV1_4_07|关键的米拉已经变成那个样子……$k\n$Wsルカ|$Wd$w0|$Wmロビン|3$w0|$Wsロビン|$Wa$E驚,汗|$SvpV_SC_5_08_EV1_4_08|这怎么可以……$k$p$SvpV_SC_5_08_EV1_4_09|赛莉卡会想办法\n搞定米拉和多玛不是吗？$k\n$Wmグレイ|7$w0|$Wsグレイ|$Wa$E怒,|$SvpV_SC_5_08_EV1_4_10|喂！$k$p$SvpV_SC_5_08_EV1_4_11|那你的意思\n是要赛莉卡去送死啊！？$k\n$Wsロビン|$Wa$E悲,|$SvpV_SC_5_08_EV1_4_12|我……我才不是那个意思！$k$p$SvpV_SC_5_08_EV1_4_13|$E怒,汗|可是，\n那到底该怎么办啊！？$k$p$SvpV_SC_5_08_EV1_4_14|我们已经束手无策了啊！！$k\n$Wsグレイ|$Wa$E悲,汗|$SvpV_SC_5_08_EV1_4_15|……呜……！$k\n$Wsアルム|$Wa$E怒,|$SvpV_SC_5_08_EV1_4_16|……怎么能放弃。$k\n$Wsロビン|$Wa$E驚,|$SvpV_SC_5_08_EV1_4_17|什么？$k\n$SbpBGM_EVT_DETERMINATION|0|$Wsアルム|$Wa$E怒,|$SvpV_SC_5_08_EV1_4_18|这怎么能放弃！！$k$p$SvpV_SC_5_08_EV1_4_19|我绝对\n不允许发生这种事。$k$p$SvpV_SC_5_08_EV1_4_20|我要打倒多玛，\n带赛莉卡回去！$k\n$Wsロビン|$Wa$E悲,汗|$SvpV_SC_5_08_EV1_4_21|阿鲁姆……！\n可……可是呀……$k\n$Wsロビン|$Wd$w0|$Wsグレイ|$Wd$w0|$Wmクレーベ|5$w0|$Wsクレーベ|$Wa$E悲,|$SvpV_SC_5_08_EV1_4_22|阿鲁姆。$k$p$SvpV_SC_5_08_EV1_4_23|现在的你，已经不只是\n索菲亚解放军的首领而已了。$k$p$SvpV_SC_5_08_EV1_4_24|你是利盖尔帝国的下一任皇帝。$k$p$SvpV_SC_5_08_EV1_4_25|不应该感情用事，\n应该以利盖尔的……$k$p$SvpV_SC_5_08_EV1_4_26|不，你应该以整个瓦伦西亚\n来做判断。$k\n$Wsアルム|$Wa$Eキメ,|$SvpV_SC_5_08_EV1_4_27|那么，身为下一任皇帝，\n我要遵从先皇鲁道夫的命令。$k\n$Wsクレーベ|$Wa$E怒,|$SvpV_SC_5_08_EV1_4_28|阿鲁姆！$k\n$Wsアルム|$Wa$E怒,|$SvpV_SC_5_08_EV1_4_29|用私人情感来判断\n有什么不对！？$k$p$SvpV_SC_5_08_EV1_4_30|大家不都是为了改变这个世界，\n而一路战斗过来的吗？$k$p$SvpV_SC_5_08_EV1_4_31|每个人的心念聚集在一起，\n创造世界，让世界运转。$k$p$SvpV_SC_5_08_EV1_4_32|我认为那才是世界\n真正该有的样貌。$k$p$SvpV_SC_5_08_EV1_4_33|世界绝不该是因为神的消失或一个念头，\n就会轻易崩塌的东西！$k\n$Wsクレーベ|$Wa$E悲,|$SvpV_SC_5_08_EV1_4_34|……的确如此。\n但是……$k\n$Wsアルム|$Wa$E悲,|$SvpV_SC_5_08_EV1_4_35|我已经不希望再失去重要的人了。$k$p$SvpV_SC_5_08_EV1_4_36|也不希望有其他人，\n因为多玛而有跟我相同的遭遇。$k$p$SvpV_SC_5_08_EV1_4_37|$E怒,|克雷贝，你不这么想吗？$k\n$Wsクレーベ|$Wa$E悲,|$SvpV_SC_5_08_EV1_4_38|…………$k$p$SvpV_SC_5_08_EV1_4_39|$E怒,|就算免于多玛的支配，\n人民若是饥饿，世界就会动荡不安。$k$p$SvpV_SC_5_08_EV1_4_40|会出现跋扈的恶党，\n弱者将难以生存而死去。$k$p$SvpV_SC_5_08_EV1_4_41|$E悲,|你已经做好心理准备，\n即使世界会变成这样，也要对抗多玛吗？$k\n$Wsアルム|$Wa$E怒,|$SvpV_SC_5_08_EV1_4_42|身为皇帝，\n我会竭尽所能不让这种事发生。$k$p$SvpV_SC_5_08_EV1_4_43|$E悲,|……当然，不可能完全\n没有任何的牺牲。$k$p$SvpV_SC_5_08_EV1_4_44|我相信\n自己应该很清楚这些了。$k$p$SvpV_SC_5_08_EV1_4_45|$E通常,|但是，如果这个世界\n还会延续上千年的话，$k$p$SvpV_SC_5_08_EV1_4_46|我希望留下的是\n人们可以靠自己力量存活下去的世界。$k$p$SvpV_SC_5_08_EV1_4_47|就算曾经走错路，\n也要用我们自己的力量回到正途。$k$p$SvpV_SC_5_08_EV1_4_48|这才是我理想中的世界。$k\n$Wsクレーベ|$Wa$E通常,|$SvpV_SC_5_08_EV1_4_49|……这样啊……$k$p$SvpV_SC_5_08_EV1_4_50|既然你已经下定决心，\n那我没有其他意见了。$k$p$SvpV_SC_5_08_EV1_4_51|鲁道夫二世陛下，\n我愿追随您。$k\n$Wsクレーベ|$Wd$w0|$Wmグレイ|7$w0|$Wsグレイ|$Wa$E通常,|$SvpV_SC_5_08_EV1_4_52|其实如果要我巴结多玛或\n刚刚那个光头活下去的话，$k$p$SvpV_SC_5_08_EV1_4_53|那我宁可饿肚子。$k\n$Wmロビン|3$w0|$Wsロビン|$Wa$E特殊1,|$SvpV_SC_5_08_EV1_4_54|我……\n要选哪边好呢？$k\n$Wsグレイ|$Wa$E怒,汗|$SvpV_SC_5_08_EV1_4_55|喂，这时候除了赞成还有什么！$k\n$Wsロビン|$Wa$E悲,|$SvpV_SC_5_08_EV1_4_56|因为，虽然我没关系，\n但有弟弟妹妹在啊……！$k\n$Wsグレイ|$Wd$w0|$Wmルカ|7$w0|$Wsルカ|$Wa$E通常,|$SvpV_SC_5_08_EV1_4_57|那样的话，\n我也会帮忙种田的。$k\n$Wsロビン|$Wa$E驚,|$SvpV_SC_5_08_EV1_4_58|什么！？\n卢卡不是贵族吗？$k\n$Wsルカ|$Wa$E通常,|$SvpV_SC_5_08_EV1_4_59|这种世道，\n是不分什么贵族或平民的。$k$p$SvpV_SC_5_08_EV1_4_60|对我来说，不论是被多玛支配，\n还是陷入饥荒，不是我想要的。$k$p$SvpV_SC_5_08_EV1_4_61|$E笑,|如果叫我在干枯的大地上耕作，\n那就做吧。$k\n$Wsロビン|$Wd$w0|$Wmクレア|3$w0|$Wsクレア|$Wa$E笑,|$SvpV_SC_5_08_EV1_4_62|也算我一份吧！\n以前我就想这么试试看了。$k$p$SvpV_SC_5_08_EV1_4_63|$E通常,|大家一起努力的话，\n种些糊口活下去的粮食也不难。$k$p$SvpV_SC_5_08_EV1_4_64|现在就绝望还太早了吧？$k\n$Wsアルム|$Wa$E通常,|$SvpV_SC_5_08_EV1_4_65|没错……\n我也会努力的！$k$p$SvpV_SC_5_08_EV1_4_66|$E笑,|我还挺会种田的，\n交给我吧！$k\n$Wsルカ|$Wd$w0|$Wsクレア|$Wd$w0|$Wmクレーベ|5$w0|$Wsクレーベ|$Wa$E笑,|$SvpV_SC_5_08_EV1_4_67|哎呀哎呀……\n拿锄头的皇帝吗？真是前所未见啊。$k\n$Sbs4000|
MID_EV11_4_2	$t3$Wmアルム|h$w0|$Wsアルム|$Wa$SvpV_SC_5_08_EV1_4_68|$E驚,|！？\n什么……？$k
MID_EV11_5	$t0$Wmアルム|6$w0|$Wsアルム|$Wa$Sev50|1500|$SvpV_SC_5_08_EV1_5_00|$E驚,|米拉的石像在发光……$k\n$Wsアルム|$Wd$w0|$Wmクレーベ|6$w0|$Wsクレーベ|$Wa$SvpV_SC_5_08_EV1_5_01|$E驚,|怎么回事？\n米拉不是被封印了吗？$k\n$Wsクレーベ|$Wd$w0|$Wmアルム|6$w0|$Wsアルム|$Wa$E驚,|$SvpV_SC_5_08_EV1_5_02|……是在……\n叫我吗……？$k\n$Wsアルム|$Wd$w0|$Wmクレーベ|6$w0|$Wsクレーベ|$Wa$E悲,|$SvpV_SC_5_08_EV1_5_03|阿鲁姆？$k\n$Wsクレーベ|$Wd$w0|$Wmアルム|6$w0|$Wsアルム|$Wa$Eキメ,|$SvpV_SC_5_08_EV1_5_04|我们走吧。$k$p$SvpV_SC_5_08_EV1_5_05|米拉在呼唤我。\n或许还有些办法。$k$p$SvpV_SC_5_08_EV1_5_06|快找出可以进入\n这座祭坛的地方！！$k\n$Sev0|2000|
MID_EV20_1	$t3$Wmセリカ|h$w0|$Wmジュダ|5$w0|$Wsセリカ|$Wa$Sev50|1500|$SvpV_SC_5_08_EV2_00|$E悲,|…………$k\n$Wsジュダ|$Wa$E通常,|$SvpV_SC_5_08_EV2_01|来吧，安蒂洁。\n多玛大人已等候多时。$k\n$Wsセリカ|$Wa$Eキメ,|$SvpV_SC_5_08_EV2_02|等等。$k$p$SvpV_SC_5_08_EV2_03|在那之前，你先放了米拉大人。\n我们不是约定好了吗？$k\n$Wsジュダ|$Wa$E悲,|$SvpV_SC_5_08_EV2_04|放了米拉？\n怎么放？$k$p$SvpV_SC_5_08_EV2_05|$E通常,|是米拉自己封印了法尔西昂。\n我们没办法解开。$k\n$SbpBGM_EVT_SERIOUS|0|$Wsセリカ|$Wa$E驚,|$SvpV_SC_5_08_EV2_06|你说什么……！？$k$p$SvpV_SC_5_08_EV2_07|$E怒,汗|你……\n你欺骗了我！？$k\n$Wsジュダ|$Wa$E笑,|$SvpV_SC_5_08_EV2_08|要怨恨的话，就恨米拉吧。$k$p$SvpV_SC_5_08_EV2_09|怨恨那个毫无慈悲心，\n丢下索菲亚人民的米拉！！$k\n$Sev100|1500|
MID_EV20_1_2	$t3$Wmセリカ|h$w0|$Wmジュダ|5$w0|$Wsセリカ|$Wa$SvpV_SC_5_08_EV2_10|$E苦,汗|米拉大人……！！\n……怎么会这样……！$k\n$Wsジュダ|$Wa$E苦,|$SvpV_SC_5_08_EV2_11|好了，快跟我过来！$k$p$SvpV_SC_5_08_EV2_12|干嘛？不需要叹气了。\n我很快就会把那个小鬼也送到你那里去。$k\n$Wsセリカ|$Wa$E怒,汗|$SvpV_SC_5_08_EV2_13|把阿鲁姆！？\n不行！！$k$p$SvpV_SC_5_08_EV2_14|你不是说不会对阿鲁姆\n做任何事吗……！？$k\n$Wsジュダ|$Wa$Eキメ,|$SvpV_SC_5_08_EV2_15|嘿嘿嘿……$k$p$SvpV_SC_5_08_EV2_16|真是的，你到底有多愚蠢啊。$k$p$SvpV_SC_5_08_EV2_17|$E笑,|多玛大人，请您看看！\n这就是威胁到您的拥有圣痕的命运之女。$k$p$SvpV_SC_5_08_EV2_18|请多玛大人收下\n这个灵魂吧…………！！$k\n$Wsセリカ|$Wa$E悲,汗|$SvpV_SC_5_08_EV2_19|住手！\n放开我……！$k$p$SvpV_SC_5_08_EV2_20|……阿鲁姆……！！$k
MID_EV20_2	$SbpBGM_EVT_SERIOUS|0|$t3$SspSE_EVT_5_FLOP_DOWN|$w1500|$TcTlp_EvEff_DomaAura_Over|0|$SspSE_EVT_5_DOMA_VOICE|$w2000|$Wmジュダ|5$w0|$Wsジュダ|$Wa$SvpV_SC_5_08_EV2_21|$E惊,|哦哦……\n好惊人的活力……！！$k$p$SvpV_SC_5_08_EV2_22|$E笑,|哈哈哈哈哈哈！\n看来多玛大人非常高兴！！$k$p$SvpV_SC_5_08_EV2_23|请您稍候一下。$k$p$SvpV_SC_5_08_EV2_24|我很快就会献上\n另一个拥有圣痕的灵魂……！$k\n$Wsジュダ|$Wd$w0|$Wmジュダ|3$w0|$Wmセリカ|7$w0|$Wsセリカ|$Wa$SvpV_SC_5_08_EV2_25|…………$k\n$Wsジュダ|$Wa$E通常,|$SvpV_SC_5_08_EV2_26|安蒂洁……$k$p$SvpV_SC_5_08_EV2_27|如此一来你就成了多玛大人\n忠心的傀儡……$k$p$TcTlp_EvEff_Warp_Over|100|$SlpSE_EVT_5_JUDA_AURA|0|$SvpV_SC_5_08_EV2_28|$E怒,|快，去吧。$k$p$SvpV_SC_5_08_EV2_29|和你最重视的米拉大人，\n一起在永不见天日的地底下腐败吧！$k\n$SlsSE_EVT_5_JUDA_AURA|500|$TdTlp_EvEff_Warp_Over|$TcTlp_EvEff_WarpFlash_Over|100|$Wsセリカ|$Wd$w0|$Sbs4000|$SspSE_EFF_WARP_START|
MID_EV20_3	$t3$Wmジュダ|5$w0|$w5000|$Wsジュダ|$Wd$w0|
MID_EV21	$t3$Wmアルム|h$w0|$Wmクレア|5$w0|$Wsアルム|$Wa$SvpV_SC_5_11_EV1_00|$E驚,|这里是……？$k\n$Wsクレア|$Wa$SvpV_SC_5_11_EV1_01|嗯……\n好像是宝物库呢。$k$p$SvpV_SC_5_11_EV1_02|上面写着“非王族不得进入”。$k\n$Wsアルム|$Wa$E悲,|$SvpV_SC_5_11_EV1_03|宝物库……$k$p$SvpV_SC_5_11_EV1_04|这么说起来，法尔西昂原本\n保管在这个地方。$k\n$Wsクレア|$Wa$SvpV_SC_5_11_EV1_05|没错。$k$p$SvpV_SC_5_11_EV1_06|$E悲,|不过，现在在米拉大人的\n额头上就是了……$k$p$SvpV_SC_5_11_EV1_07|$E通常,|不管怎样，\n没有要在这里找的东西。$k\n$Wsクレア|$Wd$w0|$Wmグレイ|5$w0|$Wsグレイ|$Wa$E通常,|$SvpV_SC_5_11_EV1_08|那可不一定。$k$p$SvpV_SC_5_11_EV1_09|又不只\n法尔西昂是宝物。$k$p$SvpV_SC_5_11_EV1_10|$E笑,|搞不好这里还有什么厉害的宝物。$k$p$SvpV_SC_5_11_EV1_11|阿鲁姆，对吧？$k\n$Wsアルム|$Wa$E悲,|$SvpV_SC_5_11_EV1_12|是啊……$k
MID_EV21_1	$t3$Wmアルム|h$w0|$Wsアルム|$Wa$E驚,|$SvpV_SC_5_11_EV1_13|……！？$k$p$SvpV_SC_5_11_EV1_14|圣痕在……\n发光？$k\n$Wmグレイ|5$w0|$Wsグレイ|$Wa$Eキメ,|$SvpV_SC_5_11_EV1_15|阿鲁姆？$k\n$Wsアルム|$Wa$E怒,|$SvpV_SC_5_11_EV1_16|……我总觉得有不好的预感。\n我去看看。$k\n$Wsアルム|$Wd$w0|$SspSE_EVT_5_HUMAN_RUN1_CORRIDOR|$w1500|$Wsグレイ|$Wa$E驚,|$SvpV_SC_5_11_EV1_17|啊，喂！\n等等啊……$k\n$Wsグレイ|$Wd$w0|$TcTlp_EvEff_MagicWall|0|$SspSE_EVT_5_MAGICWALL_BOUNCE|$w1000|$Wmグレイ|7$w0|$Wsグレイ|$WD$Wsグレイ|$Wa$E苦,汗|$SvpV_SC_5_11_EV1_18|呜哇！$k$p$SvpV_SC_5_11_EV1_19|怎……怎么回事？\n进不去啊！？$k\n$Wmクレア|3$w0|$Wsクレア|$Wa$SvpV_SC_5_11_EV1_20|$E悲,|……看来真的只有王族可以进去啊。$k$p$SvpV_SC_5_11_EV1_21|阿鲁姆……\n你一个人可以吗？$k\n$Sev0|1000|
MID_EV22_1	$t3$Wmアルム|h$w0|$Wsアルム|$Wa$SvpV_SC_5_11_EV2_00|$TcTlp_Ev_Falchion_Over|0|$E驚,|那是……！$k$p$Wsアルム|$Wa$E怒,汗|$SvpV_SC_5_11_EV2_01|为什么米拉和法尔西昂在这里……\n而且变成那个样子！？$k\n$TdTlp_Ev_Falchion_Over|$Sev0|1000|
MID_MOVIE_21	$t3$Wm???|3$w0|$Ws???|$Wa$SvpV_SC_5_09_MOVIE_21_00|【ムービー:死闘A】$k
MID_EV22_2	$t3$Wmアルム|h$w0|$Wmセリカ|5$w0|$SspSE_EVT_5_SWORD_SWING|$w500|$Wsアルム|$Wa$SvpV_SC_5_11_EV2_06|$E苦,汗|呜哇啊……！$k$p$Wsアルム|$Wa$SvpV_SC_5_11_EV2_07|赛莉卡！？$k$p$SvpV_SC_5_11_EV2_08|你要做什么？赛莉卡！$k\n$Wsセリカ|$Wa$SvpV_SC_5_11_EV2_09|…………$k\n$Wsアルム|$Wa$E驚,|$SvpV_SC_5_11_EV2_10|赛莉卡……！？$k\n$Wsセリカ|$Wd$w0|$Wmジュダ|5$w0|$Wsジュダ|$Wa$SvpV_SC_5_11_EV2_11|嘿嘿嘿……\n你再怎么跟她说话也没用。$k\n$Wsアルム|$Wa$E怒,|$SvpV_SC_5_11_EV2_12|朱达！$k\n$Wsジュダ|$Wa$SvpV_SC_5_11_EV2_13|这个小姑娘已经把灵魂献给\n伟大的多玛大人了。$k$p$SvpV_SC_5_11_EV2_14|$E笑,|失去自我意志的魔女……\n是我忠心耿耿的傀儡呢。$k\n$Wsアルム|$Wa$E驚,汗|$SvpV_SC_5_11_EV2_15|你……\n你说什么……！？$k$p$SvpV_SC_5_11_EV2_16|$E苦,汗|怎么会……\n醒醒啊，赛莉卡！！$k\n$Wsジュダ|$Wa$E怒,|$SvpV_SC_5_11_EV2_18|我要将另一个拥有圣痕的灵魂，\n也献给多玛大人！！$k$p$SvpV_SC_5_11_EV2_19|$Eキメ,|拥有圣痕的两个人将互相残杀……$k$p$SvpV_SC_5_11_EV2_20|$E笑,|太完美了！\n简直是重现多玛与米拉的神话！！$k\n$Sev0|1000|
MID_MOVIE_20	$t3$Wm???|3$w0|$Ws???|$Wa$SvpV_SC_5_09_MOVIE_20_00|【ムービー:死闘B】$k
MID_EV23_1	$t3$Wmアルム|h$w0|$Wmセリカ|5$w0|$Wsアルム|$Wa$SvpV_SC_5_11_EV3_00|$E笑,|赛莉卡……！！$k$p$SvpV_SC_5_11_EV3_01|太好了，赛莉卡……\n真的是太好了……！$k$p$SvpV_SC_5_11_EV3_02|$E驚,|可是，为什么……？$k\n$Wsセリカ|$Wa$E笑,|$SvpV_SC_5_11_EV3_03|我也不清楚。$k$p$SvpV_SC_5_11_EV3_04|但是，好像从某处\n传来了温柔的声音。$k$p$SvpV_SC_5_11_EV3_05|$E特殊1,|告诉我，\n“没关系，相信法尔西昂”……$k$p$SvpV_SC_5_11_EV3_06|那是……？$k\n$Sev1|1000|$SlpSE_EVT_5_MIRA_AURA|0|
MID_EV23_1_2	$t3$Wmアルム|h$w0|$Wmミラ|5$VF隠|$w0|$Wsミラ|$Wa$SvpV_SC_5_11_EV3_07|……阿鲁姆……\n安蒂洁……$k$p$SvpV_SC_5_11_EV3_08|拥有圣痕的命运之子们……$k\n$Wsアルム|$Wa$E驚,|$SvpV_SC_5_11_EV3_09|……！\n这个声音是……$k\n$SlvSE_EVT_5_MIRA_AURA|25|2000|
MID_EV23_2	$t0$Wmミラ|6$w0|$SbpBGM_EVT_MIRA|0|$Wsミラ|$Wa$SvpV_SC_5_11_EV3_10|我是米拉，\n你们所称呼的神……$k$p$SvpV_SC_5_11_EV3_11|我和哥哥多玛，\n一起创造了这片大地。$k\n$Wsミラ|$Wd$w0|$Wmアルム|6$w0|$Wsアルム|$Wa$E驚,|$SvpV_SC_5_11_EV3_12|你是米拉……\n是大地母神米拉吗……$k\n$Wsアルム|$Wd$w0|$Wmミラ|6$w0|$Wsミラ|$Wa$E悲,|$SvpV_SC_5_11_EV3_13|的确有人那样称呼我……$k$p$SvpV_SC_5_11_EV3_14|但是，现在的我\n已经不再拥有那样的力量了。$k\n$Wsミラ|$Wd$w0|$Wmアルム|6$w0|$Wsアルム|$Wa$E怒,|$SvpV_SC_5_11_EV3_15|你说什么……？$k\n$Wsアルム|$Wd$w0|$Wmミラ|6$w0|$Wsミラ|$Wa$SvpV_SC_5_11_EV3_16|你手上的法尔西昂……$k$p$SvpV_SC_5_11_EV3_17|那是用龙王那迦的尖牙所磨制的\n独一无二的杀神剑……$k$p$SvpV_SC_5_11_EV3_18|$E苦,|那迦原本就很清楚。$k$p$SvpV_SC_5_11_EV3_19|在称为永远的漫长岁月尽头，\n等待着我们龙族的会是什么……$k$p$SvpV_SC_5_11_EV3_20|那就是所有龙族都无法避免的发狂。\n是走向灭亡的宿命……$k$p$SvpV_SC_5_11_EV3_21|$E怒,|因此那迦将这把法尔西昂\n交给多玛。$k$p$SvpV_SC_5_11_EV3_22|为了有一天当我们丧心病狂，\n让大灾难降临这片土地时，$k$p$SvpV_SC_5_11_EV3_23|留给人们毁灭我们的方式……$k$p$SvpV_SC_5_11_EV3_24|成为没有尖牙的人们的希望。$k$p$SvpV_SC_5_11_EV3_25|$E悲,|但我却……$k$p$SvpV_SC_5_11_EV3_26|为了守护哥哥，\n而把法尔西昂封印起来……$k$p$SvpV_SC_5_11_EV3_27|我很敬爱哥哥。\n也跟哥哥一样，深爱着人类。$k$p$SvpV_SC_5_11_EV3_28|但我已经想不起来，\n究竟在哪里走错了路……$k\n$Wsミラ|$Wd$w0|$Wmアルム|6$w0|$Wsアルム|$Wa$E悲,|$SvpV_SC_5_11_EV3_29|米拉……$k\n$Wsアルム|$Wd$w0|$Wmミラ|6$w0|$Wsミラ|$Wa$E笑,|$SvpV_SC_5_11_EV3_30|阿鲁姆、安蒂洁……\n命运之子们。$k$p$SvpV_SC_5_11_EV3_31|谢谢你们越过重重困难，\n一路来到这里……$k$p$SvpV_SC_5_11_EV3_32|托你们的福，\n我知道人类有多么强韧了。$k$p$SvpV_SC_5_11_EV3_33|或许只是我不想承认，\n其实人们早已离开神的庇护，$k$p$SvpV_SC_5_11_EV3_34|以自己的力量生存着。$k$p$SvpV_SC_5_11_EV3_35|$E苦,|而多玛可能也是一样……$k$p$SvpV_SC_5_11_EV3_36|$E笑,|我将法尔西昂交给你们。$k$p$SvpV_SC_5_11_EV3_37|祈求法尔西昂可以让多玛\n从痛苦的深渊中解脱……$k\n$Sbs4000|$Sev100|2000|$SlsSE_EVT_5_MIRA_AURA|3000|
MID_EV23_3	$t3$Wmアルム|h$w0|$Wmセリカ|5$w0|$Wsセリカ|$Wa$SvpV_SC_5_11_EV3_38|$E悲,|米拉大人……！$k\n$SbpBGM_EVT_DETERMINATION|0|$Wsアルム|$Wa$E怒,|$SvpV_SC_5_11_EV3_39|……走吧，赛莉卡。$k$p$SvpV_SC_5_11_EV3_40|用我们的力量，拯救多玛。$k\n$Wsセリカ|$Wa$E驚,|$SvpV_SC_5_11_EV3_41|阿鲁姆……$k\n$Wsアルム|$Wa$E通常,|$SvpV_SC_5_11_EV3_42|赛莉卡……$k$p$SvpV_SC_5_11_EV3_43|我知道你拼了命，\n想要保护我和大家。$k$p$SvpV_SC_5_11_EV3_44|$E悲,|……可是，我不喜欢那样。$k$p$SvpV_SC_5_11_EV3_45|$E通常,|在牺牲了你一个人的世界，\n我怎么可能幸福呢？$k\n$Wsセリカ|$Wa$E悲,|$SvpV_SC_5_11_EV3_46|……阿鲁姆……！$k$p$SvpV_SC_5_11_EV3_47|对不起……\n对不起……$k\n$Wsアルム|$Wa$E通常,|$SvpV_SC_5_11_EV3_48|你不需要道歉，赛莉卡。$k$p$SvpV_SC_5_11_EV3_49|我需要你，\n需要你的这份温柔。$k$p$SvpV_SC_5_11_EV3_50|我只知道用战斗来前进，\n是你教给我真正重要的事。$k$p$SvpV_SC_5_11_EV3_51|$E怒,|所以，你愿意和我一起奋战吗？$k$p$SvpV_SC_5_11_EV3_52|我希望你能相信我的、我们的力量。$k\n$Wsセリカ|$Wa$E笑,|$SvpV_SC_5_11_EV3_53|……阿鲁姆……$k$p$SvpV_SC_5_11_EV3_54|是啊，\n就像米拉大人所说的，$k$p$SvpV_SC_5_11_EV3_55|我们应该拥有生存的力量，\n以及为了生存而战斗的力量。$k$p$SvpV_SC_5_11_EV3_56|$E悲,|曾几何时，\n我也遗忘了这个信念……$k$p$SvpV_SC_5_11_EV3_57|$E笑,|但是现在我深信不已。$k$p$SvpV_SC_5_11_EV3_58|就像相信阿鲁姆一样，\n我会相信人……相信大家。$k\n$Wsアルム|$Wa$E通常,|$SvpV_SC_5_11_EV3_59|嗯。\n我也相信。$k$p$SvpV_SC_5_11_EV3_60|我们绝不会在这种地方结束的。$k$p$SvpV_SC_5_11_EV3_61|即使神离开这片大地，\n世界也会延续千百年……$k$p$SvpV_SC_5_11_EV3_62|$E笑,|来，我们一起前进吧！$k\n$Sev0|4000|$Sbs4000|
MID_EV31_1_扉閉め	门打不开……
MID_EV31_1_扉開き	门打开了！
MID_EV31_1_確認	继续前进的话，就不能回头了……\n确定要继续前进吗？
MID_EV32_1	$t3$Wmセリカ|5$w0|$Wsセリカ|$Wa$SvpV_GMAP_GMAP2_1_03|小心地前进吧。$k
ドーマ神殿_C.txt
MID_ADV_C_ドーマ神殿_最後の扉	要进去多玛的祭坛吗？
ヌイババ館.txt
MID_OP2	$t3$Wmアルム|h$w0|$Wmヌイババ|5$w0|$Wsヌイババ|$Wa$E通常,|$SvpV_SC_4_04_OP2_00|呵呵呵……$k$p$SvpV_SC_4_04_OP2_01|你们来了，解放军的各位。\n欢迎你们啊。$k\n$Wsアルム|$Wa$Eキメ,|$SvpV_SC_4_04_OP2_02|你就是奴伊巴巴吗？\n赛莉卡在哪里？$k\n$Wsヌイババ|$Wa$E驚,|$SvpV_SC_4_04_OP2_03|赛莉卡？\n你在说什么？$k$p$SvpV_SC_4_04_OP2_04|$E通常,|我只是用你心里所想之人的影像\n将你引导至此而已。$k\n$Wsアルム|$Wa$E怒,|$SvpV_SC_4_04_OP2_05|你说什么……\n这果然是个陷阱！$k\n$Wsヌイババ|$Wa$E笑,|$SvpV_SC_4_04_OP2_06|哦呵呵呵呵……！\n真是太可笑了。$k$p$SvpV_SC_4_04_OP2_07|不论是谁都会被爱情这种幻象迷惑，\n就像群聚到花丛的蝴蝶一样来到我的馆邸。$k$p$SvpV_SC_4_04_OP2_08|$Eキメ,|殊不知自己的灵魂就\n要被我啃蚀殆尽……$k\n$Wsアルム|$Wa$E苦,汗|$SvpV_SC_4_04_OP2_09|唔……$k$p$SvpV_SC_4_04_OP2_10|大家小心！！$k\n$Sbs1000|
MID_BT1	$t0$Wmヌイババ|0$w0|$SbpBGM_EVT_NUIBABA|0|$Wsヌイババ|$Wa$SvpV_SC_4_04_BT1_00|$Eキメ,|来吧，\n美杜莎……$k$p$SvpV_SC_4_04_BT1_01|现在正是履行契约的时刻！$k\n$Sbs1000|
MID_BT2	$t0$Wmヌイババ|0$w0|$Wsヌイババ|$Wa$SvpV_SC_4_04_BT2_00|$E笑,|来吧。\n我会好好疼爱你的……！$k
MID_BOSS_DIE	$t0$Wmヌイババ|0$w0|$Wsヌイババ|$Wa$SvpV_SC_4_04_BOSS_DIE_00|$E驚,|啊啊……怎么可能……\n我怎么会……！！$k
ヌイババ館内部_4.txt
MID_ADV1_シスター	$t3$Wmシスター|5$w0|$Wmアルム|h$w0|$Wsシスター|$Wa$SvpV_SC_4_17_ADV1_SIS1_00|$E悲,|奴伊巴巴把整个利盖尔\n年轻漂亮的女孩们都聚集起来。$k$p$SvpV_SC_4_17_ADV1_SIS1_01|然后为了永葆自己的年轻活力，\n而将她们献给魔物。$k
