AlbumSave_UI.msbt
AlbumSave_Top_Help	アルバムに保存したい写真を　選んでください
P109_Weight_00	???.?kg
P110_Weight_00	???.?kg
P111_Weight_00	???.?kg
P111_Weight_01	???.?kg
P112_Weight_00	5.0kg
P113_Weight_00	4.5kg
P114_Weight_00	4.0kg
P115_Weight_00	100.0kg
P116_Weight_00	65.0kg
P117_Weight_00	12.0kg
P121_Weight_00	80.0kg
P123_Weight_00	4.0kg
P124_Weight_00	35.6kg
P127_Weight_00	202.0kg
P129_Weight_00	15.0kg
P131_Weight_00	81.9kg
P132_Weight_00	9.5kg
P138_Weight_00	21.0kg
P141_Weight_00	40.0kg
P141_Weight_01	0.3kg
P143_Weight_00	3.5kg
P144_Weight_00	55.0kg
P145_Weight_00	9.9kg
P146_Weight_00	4.2kg
P147_Weight_00	120.0kg
P148_Weight_00	40.6kg
P149_Weight_00	32.5kg
P150_Weight_00	38.0kg
P151_Weight_00	6.5kg
P152_Weight_00	16.0kg
P153_Weight_00	50.5kg
P154_Weight_00	187.0kg
P155_Weight_00	37.0kg
P156_Weight_00	16.8kg
P157_Weight_00	256.5kg
P158_Weight_00	39.5kg
P159_Weight_00	5.2kg
P160_Weight_00	2.0kg
P161_Weight_00	135.5kg
P162_Weight_00	34.0kg
P163_Weight_00	26.6kg
P164_Weight_00	61.0kg
P165_Weight_00	31.0kg
P166_Weight_00	31.0kg
P167_Weight_00	57.5kg
P168_Weight_00	41.0kg
P169_Weight_00	5.0kg
P170_Weight_00	225.0kg
P171_Weight_00	2.2kg
P172_Weight_00	505.0kg
P173_Weight_00	180.0kg
P174_Weight_00	0.2kg
P175_Weight_00	90.5kg
P176_Weight_00	7.5kg
P177_Weight_00	55.0kg
P179_Weight_00	20.0kg
P181_Weight_00	105.0kg
P184_Weight_00	40.5kg
P185_Weight_00	80.0kg
P187_Weight_00	79.5kg
P188_Weight_00	75.0kg
P189_Weight_00	22.5kg
P191_Weight_00	12.0kg
P192_Weight_00	2.0kg
P193_Weight_00	3.9kg
P194_Weight_00	35.0kg
P196_Weight_00	216.0kg
P197_Weight_00	2.6kg
P198_Weight_00	199.0kg
P199_Weight_00	59.6kg
P200_Weight_00	5.0kg
P202_Weight_00	11.5kg
P203_Weight_00	80.4kg
P204_Weight_00	48.4kg
P207_Weight_00	20.6kg
P209_Weight_00	60.4kg
P210_Weight_00	22.0kg
P216_Weight_00	1.1kg
P217_Weight_00	22.0kg
P218_Weight_00	42.0kg
P219_Weight_00	102.5kg
P220_Weight_00	1.2kg
P222_Weight_00	23.0kg
P223_Weight_00	24.0kg
P228_Weight_00	63.0kg
P230_Weight_00	29.0kg
P231_Weight_00	2.1kg
P234_Weight_00	14.0kg
P235_Weight_00	32.0kg
P238_Weight_00	33.0kg
P239_Weight_00	0.6kg
P242_Weight_00	34.5kg
P244_Weight_00	160.0kg
P246_Weight_00	8.0kg
P247_Weight_00	24.5kg
P249_Weight_00	3.5kg
P251_Weight_00	35.3kg
P252_Weight_00	150.5kg
P253_Weight_00	71.0kg
P254_Weight_00	8.8kg
P256_Weight_00	4.8kg
P257_Weight_00	135.0kg
P258_Weight_00	108.0kg
P260_Weight_00	185.0kg
P262_Weight_00	47.0kg
P263_Weight_00	19.5kg
P264_Weight_00	330.0kg
P265_Weight_00	85.0kg
P266_Weight_00	2.5kg
P267_Weight_00	0.5kg
P268_Weight_00	7.6kg
P269_Weight_00	3.8kg
P270_Weight_00	42.0kg
P271_Weight_00	5.0kg
P271_Weight_01	3.5kg
P271_Weight_02	7.5kg
P271_Weight_03	15.0kg
ProfileIcon_Name.msbt
ProfileIcon001_Name	キミ：基本
ProfileIcon002_Name	キミ：笑顔
ProfileIcon003_Name	キミ：ハート
ProfileIcon004_Name	キミ：驚き
ProfileIcon005_Name	キミ：基本
ProfileIcon006_Name	キミ：笑顔
ProfileIcon007_Name	キミ：ハート
ProfileIcon008_Name	キミ：驚き
ProfileIcon009_Name	キミ：基本
ProfileIcon010_Name	キミ：笑顔
ProfileIcon011_Name	キミ：ハート
ProfileIcon012_Name	キミ：驚き
ProfileIcon013_Name	キミ：基本
ProfileIcon014_Name	キミ：笑顔
ProfileIcon015_Name	キミ：ハート
ProfileIcon016_Name	キミ：驚き
ProfileIcon017_Name	キミ：基本
ProfileIcon018_Name	キミ：笑顔
ProfileIcon019_Name	キミ：ハート
ProfileIcon020_Name	キミ：驚き
ProfileIcon021_Name	キミ：基本
ProfileIcon022_Name	キミ：笑顔
ProfileIcon023_Name	キミ：ハート
ProfileIcon024_Name	キミ：驚き
ProfileIcon025_Name	キミ：基本
ProfileIcon026_Name	キミ：笑顔
ProfileIcon027_Name	キミ：ハート
ProfileIcon028_Name	キミ：驚き
ProfileIcon029_Name	キミ：基本
ProfileIcon030_Name	キミ：笑顔
ProfileIcon031_Name	キミ：ハート
ProfileIcon032_Name	キミ：驚き
ProfileIcon033_Name	カガミ博士：基本
ProfileIcon034_Name	カガミ博士：笑顔
ProfileIcon035_Name	カガミ博士：ハート
ProfileIcon036_Name	カガミ博士：驚き
ProfileIcon037_Name	リタ：基本
ProfileIcon038_Name	リタ：笑顔
ProfileIcon039_Name	リタ：ハート
ProfileIcon040_Name	リタ：驚き
ProfileIcon041_Name	フィル：基本
ProfileIcon042_Name	フィル：笑顔
ProfileIcon043_Name	フィル：ハート
ProfileIcon044_Name	フィル：驚き
ProfileIcon045_Name	トオル：基本
ProfileIcon046_Name	トオル：笑顔
ProfileIcon047_Name	トオル：ハート
ProfileIcon048_Name	トオル：驚き
ProfileIcon050_Name	タイプ：ノーマル
ProfileIcon051_Name	タイプ：ほのお
ProfileIcon052_Name	タイプ：みず
ProfileIcon053_Name	タイプ：でんき
ProfileIcon054_Name	タイプ：くさ
ProfileIcon055_Name	タイプ：こおり
ProfileIcon056_Name	タイプ：かくとう
ProfileIcon057_Name	タイプ：どく
ProfileIcon058_Name	タイプ：じめん
ProfileIcon059_Name	タイプ：ひこう
ProfileIcon060_Name	タイプ：エスパー
ProfileIcon061_Name	タイプ：むし
ProfileIcon062_Name	タイプ：いわ
ProfileIcon063_Name	タイプ：ゴースト
ProfileIcon064_Name	タイプ：ドラゴン
ProfileIcon065_Name	タイプ：あく
ProfileIcon066_Name	タイプ：はがね
ProfileIcon067_Name	タイプ：フェアリー
ProfileIcon070_Name	湖
ProfileIcon071_Name	山
ProfileIcon072_Name	ジャングル
ProfileIcon074_Name	霧の森
ProfileIcon075_Name	春の花
ProfileIcon076_Name	夏の竹林
ProfileIcon077_Name	秋の紅葉
ProfileIcon078_Name	冬の雪
ProfileIcon079_Name	浜辺
ProfileIcon080_Name	島
ProfileIcon081_Name	海に沈む夕日
ProfileIcon082_Name	海中
ProfileIcon083_Name	砂漠
ProfileIcon084_Name	オアシス
ProfileIcon085_Name	流れ星
ProfileIcon087_Name	火山
ProfileIcon088_Name	氷の洞窟
ProfileIcon089_Name	オーロラ
ProfileIcon090_Name	鍾乳洞
ProfileIcon091_Name	水晶
ProfileIcon092_Name	リムストーンプール
ProfileIcon093_Name	遺跡
ProfileIcon094_Name	研究施設
ProfileIcon095_Name	バンガロー
ProfileIcon096_Name	研究室
ProfileIcon097_Name	リサーチカメラ
ProfileIcon098_Name	ネオワン号
ProfileIcon099_Name	ふわりんご
ProfileIcon100_Name	イルミナオーブ：青
ProfileIcon101_Name	イルミナオーブ：桃
ProfileIcon102_Name	イルミナオーブ：紫
ProfileIcon103_Name	イルミナオーブ：黄
ProfileIcon104_Name	イルミナオーブ：緑
ProfileIcon105_Name	イルミナオーブ：金
ProfileIcon106_Name	フォト図鑑
ProfileIcon108_Name	エンブレム
ProfileIcon109_Name	マーク
ProfileIcon110_Name	レンティル冒険記
ProfileIcon111_Name	クリスタフラワー：白
ProfileIcon112_Name	クリスタフラワー：桃
ProfileIcon113_Name	クリスタフラワー：紫
ProfileIcon114_Name	クリスタフラワー：赤
ProfileIcon115_Name	クリスタフラワー：橙
ProfileIcon116_Name	クリスタフラワー：黄
ProfileIcon117_Name	キミのキャップ
ProfileIcon118_Name	キミのサンバイザー
ProfileIcon119_Name	キミのスマートウォッチ
ProfileIcon120_Name	キミのスマートウォッチ
ProfileIcon121_Name	キミのカバン
ProfileIcon122_Name	キミのカバン
ProfileIcon123_Name	キミのシューズ
ProfileIcon124_Name	キミのシューズ
ProfileIcon125_Name	カガミ博士のゴーグル
ProfileIcon126_Name	カガミ博士の手袋
ProfileIcon127_Name	カガミ博士のシューズ
ProfileIcon128_Name	リタの髪飾り
ProfileIcon129_Name	リタのカバン
ProfileIcon130_Name	リタのシューズ
ProfileIcon131_Name	フィルのカバン
ProfileIcon132_Name	フィルのシューズ
ProfileIcon133_Name	トオルのリストバンド
ProfileIcon134_Name	トオルのカメラ
ProfileIcon135_Name	トオルのカバン
ProfileIcon136_Name	トオルのシューズ
ProfileIcon137_Name	クルーバッジ
ProfileIcon138_Name	コンパス
ProfileIcon139_Name	調査ルート
ProfileIcon140_Name	モニター
ProfileIcon141_Name	イルミナオーブ製造機
ProfileIcon142_Name	フラスコ
ProfileIcon143_Name	試験管
ProfileIcon144_Name	パソコン
ProfileIcon145_Name	積まれた本
ProfileIcon146_Name	観葉植物
ProfileIcon147_Name	研究資料
ProfileIcon148_Name	たき火
ProfileIcon149_Name	薪の束
ProfileIcon150_Name	ランプ
ProfileIcon151_Name	虫めがね
ProfileIcon152_Name	花
ProfileIcon153_Name	果実
ProfileIcon154_Name	昼
ProfileIcon155_Name	夕
ProfileIcon156_Name	夜
RetryMenu_UI.msbt
RetryMenu_Help	メニュー項目を　選んでください
RetryMenu_Head	リトライメニュー
RetryMenu_Retry_Tx	リトライ
RetryMenu_AlbumRecord_Tx	アルバム保存
RetryMenu_Camp_Tx	ベースキャンプ
RetryMenu_Retry_Help	もう一度　同じルートを　調査します
RetryMenu_AlbumRecord_Help	撮影した写真を　アルバムに保存します
RetryMenu_Camp_Help	ベースキャンプに　戻ります
Reward_Info.msbt
Reward_ItemType1_Tx	「プロフィールアイコン」　獲得！
Reward_ItemType2_Tx	「スタンプ」　獲得！
Reward_ItemType3_Tx	「フレーム」　獲得！
Reward_ItemType4_Tx	「フィルタ」　獲得！
Reward_ItemType5_Tx	「調査称号」　獲得！
Reward_ItemType6_Tx	「調査ステッカー」　獲得！
Reward001_Reward_Info	リクエスト「{color[0000]}{[0301|00cd]}{color[ffff]}」\nを　達成した
Reward002_Reward_Info	調査称号「{color[0000]}{[0301|00cd]}{color[ffff]}」\nを　獲得した
Reward003_Reward_Info	すべての島の　{color[0000]}調査ステッカー{color[ffff]}を\n獲得した
Reward004_Reward_Info	{color[0000]}フロレオ島{color[ffff]}の　{color[0000]}クリスタフラワー{color[ffff]}を\nフォト図鑑に　登録した
Reward005_Reward_Info	{color[0000]}ベラス島{color[ffff]}の　{color[0000]}クリスタフラワー{color[ffff]}を\nフォト図鑑に　登録した
Reward006_Reward_Info	{color[0000]}コピア諸島{color[ffff]}の　{color[0000]}クリスタフラワー{color[ffff]}を\nフォト図鑑に　登録した
Reward007_Reward_Info	{color[0000]}ボルク島{color[ffff]}の　{color[0000]}クリスタフラワー{color[ffff]}を\nフォト図鑑に　登録した
Reward008_Reward_Info	{color[0000]}デュラス島{color[ffff]}の　{color[0000]}クリスタフラワー{color[ffff]}を\nフォト図鑑に　登録した
Reward009_Reward_Info	{color[0000]}アウラム島{color[ffff]}の　{color[0000]}クリスタフラワー{color[ffff]}を\nフォト図鑑に　登録した
Reward010_Reward_Info	{color[0000]}{[0301|00cd]}{color[ffff]}を\n初めて　調査した
Reward011_Reward_Info	{color[0000]}フロレオ島{color[ffff]}の　{color[0000]}イルミナオーブ{color[ffff]}を\n手に入れた
Reward012_Reward_Info	{color[0000]}ベラス島{color[ffff]}の　{color[0000]}イルミナオーブ{color[ffff]}を\n手に入れた
Reward013_Reward_Info	{color[0000]}コピア諸島{color[ffff]}の　{color[0000]}イルミナオーブ{color[ffff]}を\n手に入れた
Reward014_Reward_Info	{color[0000]}ボルク島{color[ffff]}の　{color[0000]}イルミナオーブ{color[ffff]}を\n手に入れた
Reward015_Reward_Info	{color[0000]}デュラス島{color[ffff]}の　{color[0000]}イルミナオーブ{color[ffff]}を\n手に入れた
Reward016_Reward_Info	{color[0000]}アウラム島{color[ffff]}の　{color[0000]}イルミナオーブ{color[ffff]}を\n手に入れた
Reward017_Reward_Info	レンティル地方の　{color[0000]}調査隊{color[ffff]}に\n正式に　加入した
Reward018_Reward_Info	{color[0000]}{[0301|00cd]}{color[ffff]}の\n調査レベルが　{color[0000]}{[0302|00cd]}{color[ffff]}になった
Reward019_Reward_Info	{color[0000]}トキシキの森{color[ffff]}で　{color[0000]}春の季節{color[ffff]}を\n発見した
Reward020_Reward_Info	{color[0000]}トキシキの森{color[ffff]}で　{color[0000]}夏の季節{color[ffff]}を\n発見した
Reward021_Reward_Info	{color[0000]}トキシキの森{color[ffff]}で　{color[0000]}秋の季節{color[ffff]}を\n発見した
