AlbumSave_UI.msbt
AlbumSave_Top_Help	アルバムにほぞんしたいしゃしんを　えらんでください
P150_Info_00	ベースキャンプにいるポケモンたちと\nなかよくしたいのか　よくきているよ。\nきのまねをしながら　ちかづこうとしてたけど\nびっくりすると　すぐ　にげてしまっていたね。
P151_Info_00	すぐれた　きゅうかくを　もっているので\nゆきにうもれたものも　みつけられるよ。\nあぶないところに　いくときは\nマンムーが　いっしょにいてくれていたね。
P152_Info_00	ふくろのような　しっぽに　たべものを\nたくわえる　しゅうせいを　もっているよ。\nたくさん　ためこみすぎて　おもくて\nうごけなくなってしまった　デリバードもいたね。
P153_Info_00	せつげんの　じょうくうで\nアクロバティックな　ひこうをしていたね。\nはがねで　できたからだは　がんじょうだけど\nほねが　くうどうなので　みがるなんだよ。
P154_Info_00	「きたかぜのけしん」と　いわれているよ。\nそのなのとおり　かぜのように\nひょうじょうを　かけぬけていくようすは\nとても　ゆうがだったね。
P155_Info_00	じょうげかんけいの　きびしい\nむれをつくって　くらしているよ。\nリーダーがほえると　ほかのグラエナもほえて\nとおくのなかまに　じょうほうをしらせるんだ。
P156_Info_00	どうくつなど　まわりをかこまれた\nみをまもりやすいばしょを　このむよ。\nせつげんでは　ゆきのかたまりに　あなをあけて\nくらしている　ユキワラシもいたね。
P157_Info_00	せつげんにある　どうくつのなかで\nユキメノコと　なかよく　くらしていたね。\nこおりのヨロイは　たいおんをさげることで\nさらに　かたくなるんだよ。
P158_Info_00	まんまるなからだは　ふかふかなけがわのおかげで\nつめたい　みずのなかでも　へいきなんだよ。\nころがっていどうしたり　ジュゴンに　あそんで\nもらったりするのが　だいすきみたいだね。
P159_Info_00	あるくのがにがてで　よくころんでしまうけど\nおよぐのは　とくいなんだよ。\nすいちゅうから　きれいなものを\nとってきて　じまんしていたね。
P160_Info_00	ベースキャンプでは　はれているひに\nとんでいるところを　よくみるね。\nいがいに　きもがすわっていて　びっくりして\nにげたあとも　ちかくにいたりするよ。
P161_Info_00	まんねんゆきのつもる　せつげんには\nユキノオーが　せいそくしていたね。\nおこると　ふぶきをおこして　まわりを\nまっしろに　してしまうんだ。
P162_Info_00	せつげんにある　きのみきには\nキズがついたものが　あったよね。\nあれは　マニューラが　のこした\nなかまへの　メッセージなんだよ。
P163_Info_00	きにいったものを　こおらせて　たからものとして\nだいじにする　しゅうせいがあるよ。\nいせきのカケラを　たからものにするとは\nぼくと　きがあうかもしれないね。
P164_Info_00	ぼくといっしょに　くらしているポケモンだね。\nとてもかしこくて　ぼくがけんきゅうにむちゅうで\nおきゃくさんに　きづいてなかったら\nほえて　しらせてくれるんだ。
P165_Info_00	ぼくのけんきゅうしつで　よくあってるよね。\nすぐれたちょうりょくで　まわりのへんかを\nキャッチするので　ぐあいがわるいときなどに\nいちはやく　きづいてくれるんだ。
P166_Info_00	ゴミをたべるのが　すきで\nまんぷくになると　どくガスをはくよ。\nけんきゅうしつのなかで　はかれたときは\nたいへんだったので　たちいりきんしにしてるんだ。
P167_Info_00	2つあるあたまは　いけんがあわないと\nいどうすることも　できなくなるよ。\nうごいていないときは　よくみると\nかたほうが　ねていたりするんだ。
P168_Info_00	せつげんでは　めだつみためながら\nいきぬいてきた　おおぞらのせんしだよ。\nしょうぶをしかけられたら　ぜったいににげない\nゆうもうかかんな　せいかくなんだ。
P169_Info_00	ベースキャンプのじめんに　あながあいてたら\nそれは　ホルビーが　ほったものだよ。\nシャベルのような　おおきなみみは\nいちどにたくさんのつちを　ほりだせるんだ。
P170_Info_00	なんらかのりゆうで　こおりのねむりについた\nこだいのポケモンだよ。\nこんかいのめざめは　イルミナげんしょうが\nとくべつなよういんに　なったんじゃないかな。
P171_Info_00	でんきがこうぶつで　にんげんのくらす\nちいきを　すみかにしているよ。\nぼくのラボにも　よく　でんきをたべにきていて\nデータがとんだときは　ショックだったなあ。
P172_Info_00	りゅうひょうに　にているからだは\nみずうみにうかぶことで　ぎたいできるよ。\nほかのポケモンが　みずうみをわたるときに\nのっても　きにしないようだね。
P173_Info_00	かんがえるまえに　めのまえのものを\nパンチする　しゅうせいがあるよ。\nケンカが　はくねつしたときには\nものすごいパワーを　はっきするんだ。
P174_Info_00	ベースキャンプのはながすきで\nかだんにいるところを　よくみかけるね。\nオーラをかんじとって　さきそうなはなを\nみわけると　いわれているよ。
P175_Info_00	かざんで　ヒトカゲたちと\nむれを　つくってくらすポケモンだよ。\nくちからはきだすほのおは　ようがんのねつにも\nまけない　ねつりょうをほこるよ。
P176_Info_00	つきにかんするぶんけんが　おおくのこされていて\nどうくつでも　つきのみえるばしょにいたね。\nピッピの　ダンスをみると\nしあわせになると　いわれているんだよ。
P177_Info_00	ちょうおんぱで　まわりをしらべ\nあたまのひかりで　なかまにきけんをしらせるよ。\nしくみがにているのか　ドククラゲは\nサーチにも　はんのうしていたね。
P179_Info_00	ねむっているときは　そんざいに\nきづかないほど　いしににていたね。\nかたさに　ほこりをもっているようで\nなかまどうしで　きそいあうこともあるんだよ。
P181_Info_00	からだをまるめて　ころがるように\nあちこちを　いどうしていたね。\nかざんのゴローンは　マグマのねつも\nたえられるほど　がんじょうなんだ。
P184_Info_00	「わるいこのところには　ゲンガーがやってくる」\nレンティルのえほんにも　こうかかれているよ。\nかべなどを　すりぬけるちからをつかって\nイタズラをするのが　だいすきみたいだね。
P185_Info_00	からだにあるコアは　ほうせきのように\nなないろに　かがやくことがあるよ。\nひかりや　でんぱを　だすことで　うちゅうと\nこうしんしているとも　いわれているんだ。
