AlbumSave_UI.msbt
AlbumSave_Top_Help	請選擇想要儲存到相簿的照片。
P266_Info_00	{[0a00|ffcd0200604f0200b359]}有見到牠乘著風自由自在地飄吧。\n我推測是牠散播出去的棉絮將\n草木的種子運到藍蒂爾地區各地，\n讓大地有了如此豐富的綠意喔。
P267_Info_00	牠一出生就躲進了蘋果中，\n一邊吃果肉一邊成長。\n要是從高處掉了下來，\n有時就會從蘋果中飛出來喔。
P268_Info_00	為了要取得食物而時常躲在沙子裡。\n也許是因為沙包蛇的好奇心很強，\n只要一有讓牠在意的事，\n牠就會馬上從沙子裡鑽出來。
P269_Info_00	雪吞蟲為了保護自己，睡覺時\n會用絲把身體綁在冰柱上。\n{[0a00|ffcd0200604f0200b359]}有見到牠受到驚嚇時\n立刻鑽進雪裡去的景象吧？
P270_Info_00	雪絨蛾會用帶有冷氣的\n鱗粉去懲罰破壞雪原的人。\n牠在空中優雅飛舞的姿態，\n好像能讓見到的人心情平靜下來呢。
P271_Info_00	藍蒂爾地區棲息著\n各種大小的南瓜精呢。\n據說牠們身體的大小會隨著\n裝在體內的靈魂數量而改變呢。
P271_Info_01	這是身體裡裝的靈魂數量\n並不多的南瓜精。\n牠目前可能還比較喜歡玩耍，\n或是去嚇嚇其他的寶可夢吧。
P271_Info_02	這是身體裡裝的靈魂數量\n蠻多的南瓜精。\n牠想必是個一邊照亮著昏暗的洞窟，\n一邊努力工作的勤奮南瓜精吧。
P271_Info_03	這是身體裡裝的靈魂數量\n非常多的南瓜精。\n牠到底是怎麼收集到\n這麼多靈魂的呢？
Poke_Name.msbt
P001_Name	皮卡丘
P002_Name	伊布
P003_Name	赫拉克羅斯
P004_Name	凱羅斯
P005_Name	火稚雞
P006_Name	皮丘
P007_Name	嘟嘟利
P008_Name	綠毛蟲
P009_Name	拉普拉斯
P010_Name	舞天鵝
P011_Name	長尾怪手
P012_Name	甜竹竹
P013_Name	鐵甲蛹
P014_Name	狩獵鳳蝶
P015_Name	鯉魚王
P016_Name	刺尾蟲
P017_Name	鴨寶寶
P018_Name	烏波
P019_Name	電飛鼠
P020_Name	嗡蝠
P021_Name	怪顎龍
P022_Name	河馬獸
P023_Name	長翅鷗
P024_Name	九尾
P025_Name	噴嚏熊
P026_Name	水晶燈火靈
P027_Name	鉗尾蠍
P028_Name	小篤兒
P029_Name	凍原熊
P030_Name	銃嘴大鳥
P031_Name	沼王
P032_Name	大牙狸
P034_Name	彩粉蝶
P035_Name	化石翼龍
P036_Name	沙漠蜻蜓
P037_Name	吼鯨王
P038_Name	吼吼鯨
P039_Name	熔岩蟲
P040_Name	保母曼波
P041_Name	巨翅飛魚
P042_Name	象牙豬
P044_Name	萌芽鹿
P045_Name	小碎鑽
P046_Name	勾魂眼
P047_Name	愛心魚
P048_Name	大比鳥
P049_Name	大岩蛇
P050_Name	椰蛋樹
P051_Name	大力鱷
P052_Name	美麗花
P053_Name	請假王
P054_Name	巨牙鯊
P055_Name	刺球仙人掌
P056_Name	螢光魚
P057_Name	遠古巨蜓
P058_Name	酷豹
P059_Name	泥巴魚
P060_Name	禿鷹娜
P061_Name	花潔夫人
P062_Name	西獅海壬
P063_Name	好勝蟹
P064_Name	鬃岩狼人
P065_Name	花療環環
P066_Name	拳海參
P067_Name	雷伊布
P068_Name	水箭龜
P069_Name	雷丘
P070_Name	水伊布
P071_Name	怪力
P072_Name	火伊布
P073_Name	卡比獸
P074_Name	大竺葵
P075_Name	月亮伊布
P076_Name	咕咕
P077_Name	太陽伊布
P078_Name	黑暗鴉
P079_Name	太陽珊瑚
P080_Name	章魚桶
P081_Name	傲骨燕
P082_Name	大嘴鷗
P083_Name	貓鼬斬
P084_Name	蘑蘑菇
P085_Name	飯匙蛇
P086_Name	三蜜蜂
P087_Name	土台龜
P088_Name	珍珠貝
P089_Name	蜂女王
P090_Name	冰伊布
P091_Name	巨蔓藤
P092_Name	葉伊布
P093_Name	隨風球
P094_Name	瑪納霏
P095_Name	謝米
P096_Name	哎呀球菇
P097_Name	爆炸頭水牛
P098_Name	好啦魷
P099_Name	仙子伊布
P100_Name	好壞星
P101_Name	沙丘娃
P102_Name	傑尼龜
P103_Name	睡睡菇
P104_Name	小火龍
P105_Name	阿利多斯
P106_Name	妙蛙種子
P107_Name	大鋼蛇
P108_Name	美納斯
P109_Name	火神蛾
P110_Name	哲爾尼亞斯
P111_Name	弱丁魚
P112_Name	敲音猴
P113_Name	炎兔兒
P114_Name	淚眼蜥
P115_Name	妙蛙花
P116_Name	阿柏怪
P117_Name	穿山鼠
P118_Name	地鼠
P119_Name	可達鴨
P120_Name	瓦斯彈
P121_Name	袋獸
P122_Name	暴鯉龍
P123_Name	夢幻
P124_Name	安瓢蟲
P125_Name	皮寶寶
P126_Name	圈圈熊
P127_Name	班基拉斯
P128_Name	吞食獸
P129_Name	大顎蟻
P130_Name	熱帶龍
P131_Name	巨沼怪
P132_Name	小貓怪
P133_Name	天蠍王
P134_Name	暖暖豬
P135_Name	螺釘地鼠
P136_Name	蜈蚣王
P137_Name	岩殿居蟹
P138_Name	光電傘蜥
P139_Name	岩狗狗
P140_Name	焰后蜥
P141_Name	小隕星
P142_Name	捷拉奧拉
P143_Name	小拉達
P144_Name	穿山王
P145_Name	六尾
P146_Name	喵喵
P147_Name	白海獅
P148_Name	迷唇姐
P149_Name	大尾立
P150_Name	樹才怪
P151_Name	小山豬
P152_Name	信使鳥
P153_Name	盔甲鳥
P154_Name	水君
P155_Name	大狼犬
P156_Name	雪童子
P157_Name	冰鬼護
P158_Name	海豹球
P159_Name	波加曼
P160_Name	姆克兒
P161_Name	暴雪王
P162_Name	瑪狃拉
P163_Name	雪妖女
P164_Name	長毛狗
P165_Name	差不多娃娃
P166_Name	破破袋
P167_Name	雙倍多多冰
P168_Name	勇士雄鷹
P169_Name	掘掘兔
P170_Name	冰雪巨龍
P171_Name	咚咚鼠
P172_Name	冰岩怪
P173_Name	好勝毛蟹
P174_Name	萌虻
P175_Name	噴火龍
P176_Name	皮皮
P177_Name	毒刺水母
P179_Name	小拳石
P181_Name	隆隆石
P184_Name	耿鬼
P185_Name	寶石海星
P187_Name	火爆獸
P188_Name	叉字蝠
P189_Name	電燈怪
P191_Name	燈籠魚
P192_Name	天然雀
P193_Name	千針魚
P194_Name	黑魯加
P196_Name	洛奇亞
P197_Name	蓮葉童子
P198_Name	鳳王
P199_Name	狡猾天狗
P200_Name	時拉比
P202_Name	大嘴娃
P203_Name	煤炭龜
P204_Name	沙奈朵
P207_Name	七夕青鳥
P209_Name	搖籃百合
P210_Name	變隱龍
P216_Name	基拉祈
P217_Name	猛火猴
P218_Name	倫琴貓
P219_Name	戰槌龍
P220_Name	飄飄球
P222_Name	不良蛙
P223_Name	霓虹魚
P228_Name	君主蛇
P230_Name	高傲雉雞
P231_Name	滾滾蝙蝠
P234_Name	象徵鳥
P235_Name	始祖大鳥
P238_Name	輕飄飄
P239_Name	電電蟲
P242_Name	大宇怪
P244_Name	三首惡龍
P246_Name	頑皮熊貓
P247_Name	烈箭鷹
P249_Name	妙喵
P251_Name	鋼炮臂蝦
P252_Name	黏美龍
P253_Name	朽木妖
P254_Name	蒂安希
P256_Name	夜盜火蜥
P257_Name	穿著熊
P258_Name	具甲武者
P260_Name	老翁龍
P262_Name	阿勃梭魯
P263_Name	四季鹿
P264_Name	泥偶巨人
P265_Name	音波龍
P266_Name	白蓬蓬
P267_Name	啃果蟲
P268_Name	沙包蛇
P269_Name	雪吞蟲
P270_Name	雪絨蛾
P271_Name	南瓜精
Poke_Type.msbt
Type01_Name	一般
Type02_Name	格鬥
Type03_Name	飛行
Type04_Name	毒
Type05_Name	地面
Type06_Name	岩石
Type07_Name	蟲
Type08_Name	幽靈
Type09_Name	鋼
Type10_Name	火
Type11_Name	水
Type12_Name	草
Type13_Name	電
Type14_Name	超能力
Type15_Name	冰
Type16_Name	龍
Type17_Name	惡
Type18_Name	妖精
Poke_Weight.msbt
P001_Weight_00	6.0kg
P002_Weight_00	6.5kg
P003_Weight_00	54.0kg
P004_Weight_00	55.0kg
P005_Weight_00	2.5kg
P006_Weight_00	2.0kg
P007_Weight_00	85.2kg
P008_Weight_00	2.9kg
P009_Weight_00	220.0kg
P010_Weight_00	24.2kg
P011_Weight_00	11.5kg
P012_Weight_00	3.2kg
P013_Weight_00	9.9kg
P014_Weight_00	28.4kg
P015_Weight_00	10.0kg
P016_Weight_00	3.6kg
P017_Weight_00	5.5kg
P018_Weight_00	8.5kg
P019_Weight_00	5.0kg
P020_Weight_00	8.0kg
P021_Weight_00	270.0kg
P022_Weight_00	300.0kg
P023_Weight_00	9.5kg
P024_Weight_00	19.9kg
P025_Weight_00	8.5kg
P026_Weight_00	34.3kg
P027_Weight_00	12.0kg
P028_Weight_00	1.2kg
P029_Weight_00	260.0kg
P030_Weight_00	26.0kg
P031_Weight_00	75.0kg
P032_Weight_00	20.0kg
P034_Weight_00	17.0kg
P035_Weight_00	59.0kg
P036_Weight_00	82.0kg
P037_Weight_00	398.0kg
P038_Weight_00	130.0kg
P039_Weight_00	35.0kg
P040_Weight_00	31.6kg
P041_Weight_00	220.0kg
P042_Weight_00	291.0kg
P044_Weight_00	92.5kg
P045_Weight_00	5.7kg
P046_Weight_00	11.0kg
P047_Weight_00	8.7kg
P048_Weight_00	39.5kg
P049_Weight_00	210.0kg
P050_Weight_00	120.0kg
P051_Weight_00	88.8kg
P052_Weight_00	5.8kg
P053_Weight_00	130.5kg
P054_Weight_00	88.8kg
P055_Weight_00	51.3kg
P056_Weight_00	7.0kg
P057_Weight_00	51.5kg
P058_Weight_00	37.5kg
P059_Weight_00	11.0kg
P060_Weight_00	39.5kg
P061_Weight_00	10.0kg
P062_Weight_00	44.0kg
P063_Weight_00	7.0kg
P064_Weight_00	25.0kg
P065_Weight_00	0.3kg
P066_Weight_00	1.2kg
P067_Weight_00	24.5kg
P068_Weight_00	85.5kg
P069_Weight_00	21.0kg
P070_Weight_00	29.0kg
P071_Weight_00	130.0kg
P072_Weight_00	25.0kg
P073_Weight_00	460.0kg
P074_Weight_00	???.?kg
P075_Weight_00	27.0kg
P076_Weight_00	21.2kg
P077_Weight_00	26.5kg
P078_Weight_00	2.1kg
P079_Weight_00	5.0kg
P080_Weight_00	28.5kg
P081_Weight_00	2.3kg
P082_Weight_00	28.0kg
P083_Weight_00	40.3kg
P084_Weight_00	4.5kg
P085_Weight_00	52.5kg
P086_Weight_00	5.5kg
P087_Weight_00	310.0kg
P088_Weight_00	52.5kg
P089_Weight_00	38.5kg
P090_Weight_00	25.9kg
P091_Weight_00	128.6kg
P092_Weight_00	25.5kg
P093_Weight_00	15.0kg
P094_Weight_00	1.4kg
P095_Weight_00	2.1kg
P096_Weight_00	1.0kg
P097_Weight_00	94.6kg
P098_Weight_00	3.5kg
P099_Weight_00	23.5kg
P100_Weight_00	8.0kg
P101_Weight_00	70.0kg
P102_Weight_00	9.0kg
P103_Weight_00	1.5kg
P104_Weight_00	8.5kg
P105_Weight_00	33.5kg
P106_Weight_00	6.9kg
P107_Weight_00	???.?kg
P108_Weight_00	???.?kg
P109_Weight_00	???.?kg
P110_Weight_00	???.?kg
P111_Weight_00	???.?kg
P111_Weight_01	???.?kg
P112_Weight_00	5.0kg
P113_Weight_00	4.5kg
P114_Weight_00	4.0kg
P115_Weight_00	100.0kg
P116_Weight_00	65.0kg
P117_Weight_00	12.0kg
P118_Weight_00	0.8kg
P119_Weight_00	19.6kg
P120_Weight_00	1.0kg
P121_Weight_00	80.0kg
P122_Weight_00	235.0kg
P123_Weight_00	4.0kg
P124_Weight_00	35.6kg
P125_Weight_00	3.0kg
P126_Weight_00	125.8kg
P127_Weight_00	202.0kg
P128_Weight_00	80.0kg
P129_Weight_00	15.0kg
P130_Weight_00	100.0kg
P131_Weight_00	81.9kg
P132_Weight_00	9.5kg
P133_Weight_00	42.5kg
P134_Weight_00	9.9kg
P135_Weight_00	8.5kg
P136_Weight_00	200.5kg
P137_Weight_00	200.0kg
P138_Weight_00	21.0kg
P139_Weight_00	9.2kg
P140_Weight_00	22.2kg
P141_Weight_00	40.0kg
P141_Weight_01	0.3kg
P142_Weight_00	44.5kg
P143_Weight_00	3.5kg
P144_Weight_00	55.0kg
P145_Weight_00	9.9kg
P146_Weight_00	4.2kg
P147_Weight_00	120.0kg
P148_Weight_00	40.6kg
P149_Weight_00	32.5kg
P150_Weight_00	38.0kg
P151_Weight_00	6.5kg
P152_Weight_00	16.0kg
P153_Weight_00	50.5kg
P154_Weight_00	187.0kg
P155_Weight_00	37.0kg
P156_Weight_00	16.8kg
P157_Weight_00	256.5kg
P158_Weight_00	39.5kg
P159_Weight_00	5.2kg
P160_Weight_00	2.0kg
P161_Weight_00	135.5kg
P162_Weight_00	34.0kg
P163_Weight_00	26.6kg
P164_Weight_00	61.0kg
P165_Weight_00	31.0kg
P166_Weight_00	31.0kg
P167_Weight_00	57.5kg
P168_Weight_00	41.0kg
P169_Weight_00	5.0kg
P170_Weight_00	225.0kg
P171_Weight_00	2.2kg
P172_Weight_00	505.0kg
P173_Weight_00	180.0kg
P174_Weight_00	0.2kg
P175_Weight_00	90.5kg
P176_Weight_00	7.5kg
P177_Weight_00	55.0kg
P179_Weight_00	20.0kg
P181_Weight_00	105.0kg
P184_Weight_00	40.5kg
P185_Weight_00	80.0kg
P187_Weight_00	79.5kg
P188_Weight_00	75.0kg
P189_Weight_00	22.5kg
P191_Weight_00	12.0kg
P192_Weight_00	2.0kg
P193_Weight_00	3.9kg
P194_Weight_00	35.0kg
P196_Weight_00	216.0kg
P197_Weight_00	2.6kg
P198_Weight_00	199.0kg
P199_Weight_00	59.6kg
P200_Weight_00	5.0kg
P202_Weight_00	11.5kg
P203_Weight_00	80.4kg
P204_Weight_00	48.4kg
P207_Weight_00	20.6kg
P209_Weight_00	60.4kg
P210_Weight_00	22.0kg
P216_Weight_00	1.1kg
P217_Weight_00	22.0kg
P218_Weight_00	42.0kg
P219_Weight_00	102.5kg
P220_Weight_00	1.2kg
P222_Weight_00	23.0kg
P223_Weight_00	24.0kg
P228_Weight_00	63.0kg
P230_Weight_00	29.0kg
P231_Weight_00	2.1kg
P234_Weight_00	14.0kg
P235_Weight_00	32.0kg
P238_Weight_00	33.0kg
P239_Weight_00	0.6kg
P242_Weight_00	34.5kg
P244_Weight_00	160.0kg
P246_Weight_00	8.0kg
P247_Weight_00	24.5kg
P249_Weight_00	3.5kg
P251_Weight_00	35.3kg
P252_Weight_00	150.5kg
P253_Weight_00	71.0kg
P254_Weight_00	8.8kg
P256_Weight_00	4.8kg
P257_Weight_00	135.0kg
P258_Weight_00	108.0kg
P260_Weight_00	185.0kg
P262_Weight_00	47.0kg
P263_Weight_00	19.5kg
P264_Weight_00	330.0kg
P265_Weight_00	85.0kg
P266_Weight_00	2.5kg
P267_Weight_00	0.5kg
P268_Weight_00	7.6kg
P269_Weight_00	3.8kg
P270_Weight_00	42.0kg
P271_Weight_00	5.0kg
P271_Weight_01	3.5kg
P271_Weight_02	7.5kg
P271_Weight_03	15.0kg
ProfileIcon_Name.msbt
ProfileIcon001_Name	你：基本
ProfileIcon002_Name	你：笑臉
ProfileIcon003_Name	你：愛心
ProfileIcon004_Name	你：吃驚
ProfileIcon005_Name	你：基本
ProfileIcon006_Name	你：笑臉
ProfileIcon007_Name	你：愛心
ProfileIcon008_Name	你：吃驚
ProfileIcon009_Name	你：基本
ProfileIcon010_Name	你：笑臉
ProfileIcon011_Name	你：愛心
ProfileIcon012_Name	你：吃驚
ProfileIcon013_Name	你：基本
ProfileIcon014_Name	你：笑臉
ProfileIcon015_Name	你：愛心
ProfileIcon016_Name	你：吃驚
ProfileIcon017_Name	妳：基本
ProfileIcon018_Name	妳：笑臉
ProfileIcon019_Name	妳：愛心
ProfileIcon020_Name	妳：吃驚
ProfileIcon021_Name	妳：基本
ProfileIcon022_Name	妳：笑臉
ProfileIcon023_Name	妳：愛心
ProfileIcon024_Name	妳：吃驚
ProfileIcon025_Name	妳：基本
ProfileIcon026_Name	妳：笑臉
ProfileIcon027_Name	妳：愛心
ProfileIcon028_Name	妳：吃驚
ProfileIcon029_Name	妳：基本
ProfileIcon030_Name	妳：笑臉
ProfileIcon031_Name	妳：愛心
ProfileIcon032_Name	妳：吃驚
ProfileIcon033_Name	阿鏡博士：基本
ProfileIcon034_Name	阿鏡博士：笑臉
ProfileIcon035_Name	阿鏡博士：愛心
ProfileIcon036_Name	阿鏡博士：吃驚
ProfileIcon037_Name	莉塔：基本
ProfileIcon038_Name	莉塔：笑臉
ProfileIcon039_Name	莉塔：愛心
ProfileIcon040_Name	莉塔：吃驚
ProfileIcon041_Name	菲爾：基本
ProfileIcon042_Name	菲爾：笑臉
ProfileIcon043_Name	菲爾：愛心
ProfileIcon044_Name	菲爾：吃驚
ProfileIcon045_Name	阿徹：基本
ProfileIcon046_Name	阿徹：笑臉
ProfileIcon047_Name	阿徹：愛心
ProfileIcon048_Name	阿徹：吃驚
ProfileIcon049_Name	威克多隊長
ProfileIcon050_Name	屬性：一般
ProfileIcon051_Name	屬性：火
ProfileIcon052_Name	屬性：水
ProfileIcon053_Name	屬性：電
ProfileIcon054_Name	屬性：草
ProfileIcon055_Name	屬性：冰
ProfileIcon056_Name	屬性：格鬥
ProfileIcon057_Name	屬性：毒
ProfileIcon058_Name	屬性：地面
ProfileIcon059_Name	屬性：飛行
ProfileIcon060_Name	屬性：超能力
ProfileIcon061_Name	屬性：蟲
ProfileIcon062_Name	屬性：岩石
ProfileIcon063_Name	屬性：幽靈
ProfileIcon064_Name	屬性：龍
ProfileIcon065_Name	屬性：惡
ProfileIcon066_Name	屬性：鋼
ProfileIcon067_Name	屬性：妖精
ProfileIcon068_Name	白天的花海
ProfileIcon069_Name	晚上的花海
ProfileIcon070_Name	湖泊
ProfileIcon071_Name	山巒
ProfileIcon072_Name	叢林
ProfileIcon073_Name	河流
ProfileIcon074_Name	霧之森林
ProfileIcon075_Name	春天的花樹
ProfileIcon076_Name	夏天的竹林
ProfileIcon077_Name	秋天的紅葉
ProfileIcon078_Name	冬天的白雪
ProfileIcon079_Name	海灘
ProfileIcon080_Name	島嶼
ProfileIcon081_Name	海面夕陽
ProfileIcon082_Name	海裡
ProfileIcon083_Name	沙漠
ProfileIcon084_Name	綠洲
ProfileIcon085_Name	流星
ProfileIcon086_Name	荒野
ProfileIcon087_Name	火山
ProfileIcon088_Name	冰之洞窟
ProfileIcon089_Name	極光
ProfileIcon090_Name	鐘乳洞
ProfileIcon091_Name	水晶
ProfileIcon092_Name	緣石池
ProfileIcon093_Name	遺跡
ProfileIcon094_Name	研究設施
ProfileIcon095_Name	宿舍
ProfileIcon096_Name	研究室
ProfileIcon097_Name	調查相機
ProfileIcon098_Name	新壹號
ProfileIcon099_Name	輕蘋果
ProfileIcon100_Name	霓光珠：藍
ProfileIcon101_Name	霓光珠：桃紅
ProfileIcon102_Name	霓光珠：紫
ProfileIcon103_Name	霓光珠：黃
ProfileIcon104_Name	霓光珠：綠
ProfileIcon105_Name	霓光珠：金
ProfileIcon106_Name	寫真圖鑑
ProfileIcon108_Name	徽誌
ProfileIcon109_Name	標誌
ProfileIcon110_Name	藍蒂爾冒險記
ProfileIcon111_Name	晶奇花：白
ProfileIcon112_Name	晶奇花：桃紅
ProfileIcon113_Name	晶奇花：紫
ProfileIcon114_Name	晶奇花：紅
ProfileIcon115_Name	晶奇花：橙
ProfileIcon116_Name	晶奇花：黃
ProfileIcon117_Name	你的帽子
ProfileIcon118_Name	妳的遮陽帽
ProfileIcon119_Name	你的智慧型手錶
ProfileIcon120_Name	妳的智慧型手錶
ProfileIcon121_Name	你的包包
ProfileIcon122_Name	妳的包包
ProfileIcon123_Name	你的鞋子
ProfileIcon124_Name	妳的鞋子
ProfileIcon125_Name	阿鏡博士的護目鏡
ProfileIcon126_Name	阿鏡博士的手套
ProfileIcon127_Name	阿鏡博士的鞋子
ProfileIcon128_Name	莉塔的髮飾
ProfileIcon129_Name	莉塔的包包
ProfileIcon130_Name	莉塔的鞋子
