AlbumSave_UI.msbt
AlbumSave_Top_Help	请选择想要保存到相册的照片。
SD_01_02_sk_005	至今为止还从来没人调查过呢！\n这简直太厉害了！
SD_01_02_sk_016	你是不是把威克多给忘了？
SD_01_02_sk_006	啊，对哦！你也读过\n{color[0000]}冒险家威克多队长{color[ffff]}的故事吧？
SD_01_02_sk_007	不过那都隔了100年了，\n所以博士还是很厉害！
SD_01_02_sk_008	谢谢你啊。
SD_01_02_sk_009	她叫{color[0000]}莉塔{color[ffff]}，是我朋友的女儿。\n她是趁着学校放假的这段时间跑来玩的。
SD_01_02_sk_010	博士！不是来玩，我是来做“助手”的！
SD_01_02_sk_011	啊～对对对。\n你帮了我不少忙呢。
SD_01_02_sk_012	那么，在我说明这次的体验会之前……
SD_01_02_sk_013	让我们先喘口气，\n先到研究室里去吧。
SD_01_02_sk_014	好啊～！\n那我来带路吧！
SD_01_03_sk_001	那我要开始说明了。
SD_01_03_sk_002	{color[0000]}蓝蒂尔地区{color[ffff]}和其他地区一样，\n也栖息着很多宝可梦。对吧？
SD_01_03_sk_003	通过拍摄这里的宝可梦，\n更深入地了解它们的生态和大自然……
SD_01_03_sk_004	这就是这次体验会的目的。
SD_01_03_sk_005	晚上你说不定还能见到{color[0000]}发光的宝可梦{color[ffff]}呢。\n那可漂亮了。
SD_01_03_sk_006	那我先把\n这台{color[0000]}调查相机{color[ffff]}给你吧。
SD_01_03_sk_007	我也有一台一样的哦！\n队员之间还能用它来通讯呢。请多关照啦！
SD_01_03_sk_008	这是专门用来调查的相机。\n不仅可以拍摄，还能用来通讯和分析资料。
SD_01_03_sk_009	它也可以当做是你的ID，\n所以要好好保管啊。
SD_01_04b_sk_001	怎么样？很厉害吧！
SD_01_04b_sk_002	那是博士开发的哦！
SD_01_04b_sk_003	博士，用法就让我来说明吧，好吗？
SD_01_04b_sk_004	那就拜托我的助手吧。\n我先去准备别的事情。
SD_01_04b_sk_005	好～！\n我们快到外面去吧！
SD_01_06_sk_001	看来你都准备好了啊。
SD_01_06_sk_002	你将驾驶这个小艇\n一边移动一边拍摄。
SD_01_06_sk_003	它叫{color[0000]}新壹号{color[ffff]}！
SD_01_06_sk_004	再远的地方它都能瞬间抵达，\n是个很厉害的交通工具哦！
SD_01_06_sk_005	我找了位高手帮忙，\n最近才总算把它给完成了。
SD_01_06_sk_006	这蓝蒂尔地区啊，\n好多地方都有强大的能量反应……
SD_01_06_sk_007	博士！\n详细的之后再说吧！之后！
SD_01_06_sk_008	好吧。那你先坐上新壹号，\n用相机去刷一下吧！
SD_03_01_sk_001	好，这样大概就说明完了吧？
SD_03_01_sk_002	还没有说晚上的拍摄吧？
SD_03_01_sk_003	那部分就等{[0a00|ffcd0200d64e02007959]}熟悉一点后再说吧。
SD_03_01_sk_004	对了，你随时都可以来{color[0000]}研究室{color[ffff]}。\n毕竟确认{color[0000]}写真图鉴{color[ffff]}也是很重要的。
SD_03_01_sk_005	等去了那里时，我再详细说明吧。
SD_03_01_sk_006	好了，你继续去\n享受拍摄的乐趣吧！
SD_04_01_sk_001	这里就是博士的研究室啦。
SD_04_01_sk_002	不过，你都来过好几次了吧？
SD_04_01_sk_003	博士就是在这里搞研究\n和开发机器的。
SD_04_01_sk_004	还有，他好像几乎都住在这里了……
SD_04_01_sk_005	那么，我就简单说明一下吧！
SD_04_01_sk_006	博士说，我们收集到的资料\n会不断存储到那个服务器里面。
SD_04_01_sk_007	在这里可以利用那些资料\n做很多事呢。
SD_04_01_sk_008	首先是{color[0000]}写真图鉴{color[ffff]}。
SD_04_01_sk_009	你可以翻阅用自己拍的照片\n做成的图鉴哦。
SD_04_01_sk_010	只属于你自己的写真图鉴！\n怎么样，很让人兴奋吧？
SD_04_01_sk_011	接下来是{color[0000]}我的空间{color[ffff]}。
SD_04_01_sk_012	在这里可以查看相册中的照片，\n以及你的冒险记录。
SD_04_01_sk_013	而{color[0000]}相册中的照片{color[ffff]}，\n就是与图鉴分开保存的照片了。
SD_04_01_sk_014	你还可以为相册中的照片{color[0000]}加工{color[ffff]}哦。
SD_04_01_sk_015	还有什么来着？
SD_04_01_sk_016	博士～\n还有什么要事先说明的吗？？
SD_04_01_sk_017	关于线上的说明呢？
SD_04_01_sk_018	啊，还没说呢！
SD_04_01_sk_019	在{color[0000]}线上{color[ffff]}，你可以通过网络\n查看世界各地好友的照片。
SD_04_01_sk_020	而且，当你看到喜欢的照片时，\n还能为它送徽章呢。
SD_04_01_sk_025	那叫做{color[0000]}苹果徽章{color[ffff]}，\n收到的人会很开心的，你也送送看吧。
SD_04_01_sk_021	是啊。除此之外，\n你还能查阅{color[0000]}各种得分的排行榜{color[ffff]}呢。
SD_04_01_sk_022	好！这下全都说过了吧？
SD_04_01_sk_023	每项都是试试就能明白的！
SD_04_01_sk_024	那么，你就多去试试吧！
SD_05_01_sk_001	哦！\n这么快就又要去拍摄了吗？
SD_05_01_sk_002	在那之前，\n我告诉你一个调查相机的功能吧。
SD_05_01_sk_003	那就是{color[0000]}搜索功能{color[ffff]}！
SD_05_01_sk_004	顾名思义，这是用来调查周边的功能。
SD_05_01_sk_005	你可以用它调查宝可梦的信息，\n或是去发现一些可疑的地方。
SD_05_01_sk_006	我之前也听你说过，\n这“可疑的地方”指的到底是什么呢？
SD_05_01_sk_007	嗯，简单来说就是\n系统认为“好像有什么！”的地方吧。
SD_05_01_sk_008	……就是这样啦。
SD_05_01_sk_009	这个大概也是试一下会比较快。\n又要拜托你说明了。
SD_05_01_sk_010	好～！交给我吧！\n那就先准备好你的相机吧。
SD_05_03_sk_001	博士～！\n我想我说明得很完美啦！
SD_05_03_sk_002	谢谢你，莉塔。
SD_05_03_sk_003	搜索一下，你就能知道很多事情，\n所以我建议你积极使用这个功能。
SD_06_01_sk_001	看来拍摄进展得很顺利啊。
SD_06_01_sk_002	那好，我们差不多该去\n晚上的自然公园看看了吧？
SD_06_01_sk_003	在蓝蒂尔地区会发生一种\n被称做{color[0000]}霓光现象{color[ffff]}的发光现象。
SD_06_01_sk_004	解开它的发光原理的，就是博士你吧？
SD_06_01_sk_005	嗯。不过，我只是发现了\n一些科学层面上的原理罢了。
SD_06_01_sk_006	我的研究目的，\n就是要找到传说中提到的特殊宝可梦。
SD_06_01_sk_007	你说的是{color[0000]}霓光宝可梦{color[ffff]}？
SD_06_01_sk_008	那不是故事里的宝可梦吗？
SD_06_01_sk_009	不，它们真的存在。\n你看过冒险记里的照片吧？
SD_06_01_sk_010	根本看不出来照片里照了什么啊。\n而且，100年前简直是远古时代了……
SD_06_01_sk_011	哎，我们下次再聊这个话题好了。
SD_06_01_sk_012	先去体验一下晚上的探险吧。
SD_07_02_sk_001	在你靠近花海的时候……
SD_07_02_sk_002	出现了十分强烈的能量反应。
SD_07_02_sk_003	而且，虽然很细微，\n但这个反应是会移动的。
SD_07_02_sk_004	也就是说……
SD_07_02_sk_005	是{color[0000]}霓光宝可梦{color[ffff]}！？
SD_07_02_sk_006	虽然还不能确定就是了。
SD_07_02_sk_007	你做了什么特别的事情吗？
SD_07_02_sk_008	嗯，我也觉得这一定有所关联。
SD_07_02_sk_009	所以，能不能麻烦你\n去出现反应的地方看看呢？
SD_07_02_sk_010	哎～真好。\n我也想去看！
SD_07_02_sk_011	莉塔，你就和我一起盯着屏幕看吧。
SD_07_02_sk_012	你要是准备好了，就出发吧。
SD_08_01_sk_001	啊～你回来啦！
SD_08_01_sk_002	怎么样？它很漂亮吧？\n是不是特别大？它有没有说什么？
SD_08_01_sk_003	莉塔，你冷静一点。
SD_08_01_sk_004	唔～还说我呢。\n博士，你刚才不也是很兴奋吗？
SD_08_01_sk_005	……\n嗯……
SD_08_01_sk_006	那只大竺葵确实是只{color[0000]}霓光宝可梦{color[ffff]}。\n与传说也完全吻合。
SD_08_01_sk_007	你说的传说……\n是很久以前发生大灾难时……
SD_08_01_sk_008	多亏了霓光宝可梦，\n大家才得救的那个传说？
SD_08_01_sk_009	对，就是那个。
SD_08_01_sk_010	而且传说还提到，那些霓光宝可梦的\n{color[0000]}身上有花纹{color[ffff]}，散发着{color[0000]}特殊的光芒{color[ffff]}。
SD_08_01_sk_011	就是那只宝可梦！
SD_08_01_sk_012	是吧？
SD_08_01_sk_013	我认为那个传说描述的\n是真正发生过的事情。
SD_08_01_sk_014	所以查清历史真相\n正是这个研究的关键。
SD_08_01_sk_015	啊，博士。\n你不说那件事吗？
SD_08_01_sk_016	今天已经很晚了，\n剩下的明天再说吧。
SD_09_01_sk_001	早上好。\n昨晚睡得还好吧？
SD_09_01_sk_002	之前莉塔也说过……
SD_09_01_sk_003	我正准备开始调查\n整个蓝蒂尔地区。
SD_09_01_sk_004	然后你就来了，\n还发现了{color[0000]}霓光宝可梦{color[ffff]}。
SD_09_01_sk_005	难道这有什么关联么？
SD_09_01_sk_006	我还不太清楚。
SD_09_01_sk_007	但我觉得，如果一起去调查的话，\n可能会发生什么事……
SD_09_01_sk_008	真的吗？
SD_09_01_sk_009	也许吧。
SD_09_01_sk_010	博士，有时你说的话真是\n特～别模棱两可啊。
SD_09_01_sk_011	不过，我也赞成！
SD_09_01_sk_012	大家一起去的话，一定会更好玩！
SD_09_01_sk_013	你都听到了……\n怎么样？你愿意正式加入调查队吗？
SD_09_03_sk_001	嗯，很合适你。
SD_09_03_sk_002	那我们马上\n出发去冒险吧！
SD_09_03_sk_003	很抱歉，我要先泼一盆冷水……
SD_09_03_sk_004	其实我还没准备好呢。
SD_09_03_sk_005	不是吧～！
SD_09_03_sk_006	作为补偿我会给你们件好东西。\n所以能不能再等我一下呢？
SD_09_03_sk_007	下次去调查时我再详细说明吧。
SD_10_01_sk_001	既然你已经是正式队员了，\n这东西就交给你吧！
SD_10_01_sk_002	用法嘛……莉塔，拜托你啦！
SD_10_01_sk_003	好～！
SD_10_01_sk_004	不过博士，最近你是不是太能偷懒了？？
SD_10_01_sk_005	哎，算啦，谁让我是助手呢！\n还是我来说明吧！
SD_10_01_sk_006	这东西叫{color[0000]}轻苹果{color[ffff]}，\n是能在蓝蒂尔地区采到的水果。
SD_10_01_sk_007	又甜又好吃，宝可梦们可喜欢了。
SD_10_01_sk_008	虽然看起来就是个普通的苹果……
SD_10_01_sk_009	但是它又轻又软的。
SD_10_01_sk_010	把这个喂给宝可梦们，\n它们会很开心的。
SD_10_01_sk_011	那我们就来实践一下吧！
SD_10_03_sk_001	怎么样？很简单吧？
SD_10_03_sk_002	我的说明就到此结束啦……
SD_10_03_sk_003	不过，\n博士刚才说他还没准备好呢。
SD_10_03_sk_004	对了！
SD_10_03_sk_005	要不要趁这时候\n去试一下先用轻苹果再拍摄呢？
SD_10_03_sk_006	听博士说，轻苹果有很多种用途哦。
SD_10_03_sk_007	说明已经结束了吧？\n莉塔，谢谢你。
SD_10_03_sk_008	现在我要告诉你们一件事。
SD_10_03_sk_009	为了让今后的调查顺利进展，\n我想把调查信息共享给你们。
SD_10_03_sk_010	你们知道{color[0000]}蓝蒂尔聊天{color[ffff]}吗？
SD_10_03_sk_011	嗯？那是什么？
SD_10_03_sk_012	就是大家在蓝蒂尔地区\n使用的一种通讯工具。
SD_10_03_sk_013	比如莉塔你在调查时使用这个工具，\n就能把你在意的事和照片一起发出去。
SD_10_03_sk_014	而我也可以把看屏幕时\n注意到的事情发出去。
SD_10_03_sk_015	哦～真有意思！
SD_10_03_sk_016	它会显示在研究基地等的{color[0000]}右上方{color[ffff]}，\n调查时你可以多加利用。
SD_11_02_sk_001	他是{color[0000]}阿彻{color[ffff]}。
SD_11_02_sk_002	是位环游世界的\n专业宝可梦摄影师。
SD_11_02_sk_003	拍到{color[0000]}霓光宝可梦{color[ffff]}的就是你？\n太厉害了！
SD_11_02_sk_004	阿彻，我拜托你的东西呢？
SD_11_02_sk_005	我带来啦。
SD_11_02_sk_006	谢谢，这样就能出发了。
SD_11_02_sk_007	博士，他是你的朋友吗？
SD_11_02_sk_008	我们是曾经一起旅行的伙伴。
SD_11_02_sk_009	关于这次的调查\n他也给了我很多宝贵建议。
SD_11_02_sk_010	这样啊～
SD_11_02_sk_011	哦！那就是你这次开发的小艇吗？\n真不错，让我想起了以前啊。
SD_11_02_sk_012	但现在还是先给我看看\n霓光宝可梦的照片吧！
SD_11_04_sk_001	我是师傅的头号弟子{color[0000]}菲尔{color[ffff]}。\n请多指教啦！
SD_11_04_sk_002	好了，好了。
SD_11_04_sk_003	老实说，\n我是很想亲自去拍摄的……
SD_11_04_sk_004	不过，还是让菲尔去吧。\n怎么样？
SD_11_04_sk_005	既然阿彻你都这么说了，\n我当然没问题。
SD_11_04_sk_006	太棒了～！
SD_11_04_sk_007	不过你要知道，你只是代替我去，\n那个{color[0000]}队章{color[ffff]}也只是借给你用的。
SD_11_04_sk_008	唔……那要是我照到了很棒的照片，\n队章可就归我咯！
SD_11_04_sk_009	话说，是要调查什么啊？？
SD_11_04_sk_010	……
SD_13_02_sk_001	这是我们生活的{color[0000]}芙罗蕾岛{color[ffff]}。\n我们现在在这里。
SD_13_02_sk_002	而这次调查\n我们将会离开这座岛。
SD_13_02_sk_003	最初前往的调查地点就是这里！
SD_13_02_sk_004	为什么要先调查这里啊？
SD_13_02_sk_005	因为我在这里定位到了\n可以传送新壹号的高能地点。
SD_13_02_sk_006	这座岛在冒险记中也出现过，对吧？
SD_13_02_sk_007	对。而且威克多还写到，\n他在这里也见过宝可梦发光。
SD_13_02_sk_008	行了！\n我们快去调查吧！
SD_13_02_sk_009	说得也是。
SD_13_02_sk_010	那你们就去好好享受100年来都无人体验的\n蓝蒂尔地区的冒险吧！
CI_005_1B_00_001	看来你们对新的岛也很熟悉了。
CI_005_1B_00_002	那我就拜托你们进行下一项调查吧。
CI_005_1B_00_003	什么？是什么？
CI_005_1B_00_004	我想请你们去晚上的丛林里\n拍摄发光的{color[0000]}晶奇花{color[ffff]}。
CI_005_1B_00_005	晶奇花？
CI_005_1B_00_006	是一种会发光的花。
CI_005_1B_00_007	你们有没有在哪里看到过奇特的花？
CI_005_1B_00_008	我看到过！是红色的！
CI_005_1B_00_009	大概就是它了。
CI_005_1B_00_010	它应该会在晚上发光，呈现出{color[0000]}霓光状态{color[ffff]}。
CI_005_1B_00_011	找到它后要怎么做？
CI_005_1B_00_012	只要用调查相机拍下来就好。
CI_005_1B_00_013	因为那台相机也有分析功能。
CI_005_1B_00_014	那就麻烦你们去调查\n{color[0000]}晚上的丛林{color[ffff]}吧！
SD_14_01_sk_001	拍得真不错。\n我也收集到了足够的资料。
SD_14_01_sk_002	来，你们看看这个。
SD_14_01_sk_003	啊，这是博士你做的\n那个叫什么的珠子吗？
SD_14_01_sk_004	它可以让宝可梦和\n晶奇花发光，是吧？
SD_14_01_sk_005	对，它叫{color[0000]}霓光珠{color[ffff]}。
SD_14_01_sk_006	但这种蓝色的霓光珠\n只能在我们居住的芙罗蕾岛上使用。
SD_14_01_sk_007	咦？为什么？？
SD_14_01_sk_008	可能是因为每座岛上的能量\n都有点差别吧。
SD_14_01_sk_009	不过，根据你们收集的资料，\n我做出了这个。
SD_14_01_sk_010	看着啊！
SD_14_03_sk_001	厉害啊～！
SD_14_03_sk_002	哇～好漂亮～！
SD_14_03_sk_003	哦～这就是只会发生在\n蓝蒂尔地区的发光现象啊。
SD_14_03_sk_004	我记得是叫……{color[0000]}霓光现象{color[ffff]}吧？
SD_14_03_sk_005	宝可梦和植物会发生相同的现象，\n这可真有意思啊。
SD_14_03_sk_006	使用这个，就可以让宝可梦和晶奇花\n暂时进入{color[0000]}霓光状态{color[ffff]}了。
SD_14_03_sk_007	到时我建议你们也可以\n观察一下宝可梦和周围发生的变化。
SD_14_03_sk_008	可以把芙罗蕾岛的霓光珠\n也给我们吗？
SD_14_03_sk_009	当然可以！
SD_14_03_sk_010	那看来要再去趟自然公园才行！
CI_006_1A_00_001	大家都到齐了啊。
CI_006_1A_00_002	又有新发现了吗？？
CI_006_1A_00_003	没错。\n我定位到新的传送点了。
CI_006_1A_00_004	在美乐斯岛的深处有座很大的山。
CI_006_1A_00_005	在被云彩遮住的山上\n出现了能量反应。
CI_006_1A_00_006	被云彩遮住？那是在天上吗？？
CI_006_1A_00_007	不，好像是在比云彩还高的\n高地上有片森林。
CI_006_1A_00_008	真帅。
CI_006_1A_00_009	不过，从天上看会被雾遮住，\n似乎是个有点神秘的地方。
CI_006_1A_00_010	听起来更帅了。\n真想马上过去！
CI_006_1A_00_011	哈哈哈，\n别急，冷静点。
CI_006_1A_00_012	那这里的调查也拜托你们吧。\n我等着你们的新发现！
CI_006_3A_00_001	听说你出去调查的时候，\n又有了不得了的反应啊！
CI_006_3A_00_002	博士！快告诉我们吧！
CI_006_3A_00_003	那我开始说啦。
CI_006_3A_00_004	在树海深处\n发生了非常剧烈的能量反应。
CI_006_3A_00_005	这一定是{color[0000]}霓光宝可梦{color[ffff]}。
