advresult.dat
msg_ui_advresult_00_01	調查報告
msg_questlist_sub_outline_022_10	從曉白那裡收到了委託。\n為了讓雜貨店能進新商品，\n去幫曉白說服桃發吧。
msg_questlist_sub_outline_022_20	[~ 211]
msg_questlist_sub_outline_022_30	[~ 212]
msg_questlist_sub_outline_022_255	[~ 213]
msg_questlist_sub_outline_023_10	從紗瓏那裡收到了委託。\n讓她看看結草貴婦，\n好讓她獲得新的靈感吧。
msg_questlist_sub_outline_023_255	[~ 215]
msg_questlist_sub_outline_024_10	顯穎很好奇不經意間拍進照片的\n奇怪寶可夢究竟是什麼。\n讓顯穎看看那種寶可夢，完成委託吧。
msg_questlist_sub_outline_024_255	[~ 217]
msg_questlist_sub_outline_025	從想製藥的蓆蘿那裡\n收到了收集材料的委託。\n關於材料的詳情據說可以去問塔旻。
msg_questlist_sub_outline_025_20	從塔旻那裡打聽到了製藥材料的細節。\n東西似乎能在紅蓮濕地採集到，但……
msg_questlist_sub_outline_025_255	[~ 220]
msg_questlist_sub_outline_026	與可達鴨一起生活的彌生\n希望能有治好可達鴨頭痛的藥。\n去找出這種藥，完成委託吧。
msg_questlist_sub_outline_026_20	[~ 222]
msg_questlist_sub_outline_026_255	[~ 223]
msg_questlist_sub_outline_027_10	從虎彌那裡收到了委託。\n幫他尋找在紅蓮濕地不知去向的\n妹妹彌美吧。
msg_questlist_sub_outline_027_20	[~ 225]
msg_questlist_sub_outline_027_255	[~ 226]
msg_questlist_sub_outline_029_10	[~ 227]
msg_questlist_sub_outline_029_255	[~ 228]
msg_questlist_sub_outline_030	從園敖那裡收到了委託。\n幫他收集材料，讓他可以用家鄉的\n料理來和伊布變得更親密吧。
msg_questlist_sub_outline_030_255	[~ 230]
msg_questlist_sub_outline_031_10	在預定搭建荒地基地的地方\n似乎發生了什麼問題。\n前往當地協助搭建荒地基地吧。
msg_questlist_sub_outline_031_255	[~ 232]
msg_questlist_sub_outline_032_10	郁太郎似乎想要找個人商量\n關於一直恢復不了活力的\n樹才怪的事。
msg_questlist_sub_outline_032_20	郁太郎想要用水之波動幫在\n紅蓮濕地荒地基地的樹才怪澆水，\n讓牠恢復活力。幫郁太郎一把吧。
msg_questlist_sub_outline_032_21	[~ 235]
msg_questlist_sub_outline_032_255	[~ 236]
msg_questlist_sub_outline_033_10	為了封印曾引起災禍的傢伙，\n去將散落在洗翠地區各地的\n１０７個幽火收集起來吧。
msg_questlist_sub_outline_033_20	雖然已經集齊了１０７個幽火，\n但為了完成封印，似乎還有非做不可的事。\n前往少女在等候的晚上的雲霧遺跡吧。
msg_questlist_sub_outline_033_30	最後的幽火是在少女的手上。\n「將１０８個幽火收集進楔石裡」，\n少女留下這麼一句話後就消失了……
msg_questlist_sub_outline_034_10	庚安覺得[VAR 0189(0000)]和他的祖母\n長得很像。讓他看看和自己\n感情要好的寶可夢吧。
msg_questlist_sub_outline_034_255	[~ 241]
msg_questlist_sub_outline_035_10	忠吉很困惑櫻花兒改變了樣子\n究竟是不是因為進化。\n讓他看看櫻花兒的圖鑑，完成委託吧。
msg_questlist_sub_outline_035_255	[~ 243]
msg_questlist_sub_outline_036_10	昇秀似乎想要找個人商量\n關於動作詭異的魔牆人偶的事。
msg_questlist_sub_outline_036_20_40	[~ 245]
msg_questlist_sub_outline_036_30_50	[~ 246]
msg_questlist_sub_outline_036_60	[~ 247]
msg_questlist_sub_outline_036_255	[~ 248]
msg_questlist_sub_outline_037_10	喜歡音樂的雅謳愛上了不時能在\n黑曜原野聽見的圓法師的叫聲。\n完成圓法師的圖鑑，並讓她看看吧。
msg_questlist_sub_outline_037_255	[~ 250]
msg_questlist_sub_outline_038_10	正漢發明了使用菇類的誘糰材料單。\n為了使這個材料單變得有名，\n他似乎想把作法傳授給[VAR 0100(0000)]。
msg_questlist_sub_outline_038_255	[~ 252]
msg_questlist_sub_outline_039_10	從維之介那裡收到了一個\n有關三蜜蜂的蜜味的委託。\n去聽聽維之介怎麼說，並且開始調查吧。
msg_questlist_sub_outline_039_20_30_40	[~ 254]
msg_questlist_sub_outline_039_255	[~ 255]
msg_questlist_sub_outline_040_10	[~ 256]
msg_questlist_sub_outline_040_255	[~ 257]
msg_questlist_sub_outline_041	稻禾希望借一隻能夠幫忙澆水的寶可夢，\n讓他在拓寬田地後也能把水澆遍田地。\n將合適的寶可夢借給他，完成委託吧。
msg_questlist_sub_outline_041_255	[~ 259]
msg_questlist_sub_outline_042_10	[~ 260]
msg_questlist_sub_outline_042_20	[~ 261]
msg_questlist_sub_outline_042_30	[~ 262]
msg_questlist_sub_outline_042_255	[~ 263]
msg_questlist_sub_outline_043_10	貝菈被毒薔薇的優雅姿態深深吸引，\n因此想要更了解毒薔薇的事。\n讓她看看毒薔薇的圖鑑，完成委託吧。
msg_questlist_sub_outline_043_255	[~ 265]
msg_questlist_sub_outline_044_10	從顯穎那裡收到了委託。\n幫他去確認風景照中拍攝到的\n兩片嫩葉是不是寶可夢吧。
msg_questlist_sub_outline_044_255	[~ 267]
msg_questlist_sub_outline_045_10	紗瓏認為外觀因棲息地而異的無殼海兔\n能夠為她帶來新服裝的設計靈感。\n讓她看看無殼海兔，完成委託吧。
msg_questlist_sub_outline_045_255	[~ 269]
msg_questlist_sub_outline_046_10	陽次郎在被頭目河馬獸狂追時\n弄丟了重要的護符。\n幫他找回護符，完成委託吧。
msg_questlist_sub_outline_046_11	[~ 271]
msg_questlist_sub_outline_046_255	[~ 272]
msg_questlist_sub_outline_047	瑜謠想再看一次\n有兩枚尾鰭的寶可夢。\n捉到那種寶可夢後就讓她看看，完成委託吧。
msg_questlist_sub_outline_047_255	[~ 274]
msg_questlist_sub_outline_048	朝暉無法忘記藏在岩石後面的寶可夢\n那條柔韌擺動的尾巴。\n捉到那種寶可夢後就讓他看看，完成委託吧。
msg_questlist_sub_outline_048_255	[~ 276]
msg_questlist_sub_outline_049_10_20_30	從行李被長尾怪手們搶走的\n金彥那裡收到了委託。\n去追上長尾怪手，幫他奪回行李吧。
msg_questlist_sub_outline_049_31	[~ 278]
msg_questlist_sub_outline_049_255	[~ 279]
msg_questlist_sub_outline_050_10	雪江從章魚桶的墨汁\n感受到了新料理的可能性。\n讓她看看章魚桶的圖鑑，完成委託吧。
msg_questlist_sub_outline_050_255	[~ 281]
msg_questlist_sub_outline_051_10	從佳慧那裡收到了委託。\n去找到利一，並叫他回去吧。\n但利一似乎並沒有去鬼枯原……
msg_questlist_sub_outline_051_11	[~ 283]
msg_questlist_sub_outline_051_20	[~ 284]
msg_questlist_sub_outline_051_255	[~ 285]
msg_questlist_sub_outline_052_10	[~ 286]
msg_questlist_sub_outline_052_20	[~ 287]
msg_questlist_sub_outline_052_255	[~ 288]
msg_questlist_sub_outline_053_10	逸郎似乎想要委託一件\n關於帕奇利茲戰鬥方式的事情。
msg_questlist_sub_outline_053_20	[~ 290]
msg_questlist_sub_outline_053_255	[~ 291]
msg_questlist_sub_outline_054_10	從茉可那裡收到了委託。\n告訴她更多關於鯉魚王的事吧。
msg_questlist_sub_outline_054_255	[~ 293]
msg_questlist_sub_outline_056_10	湄妤正在照顧\n餓得無法動彈的波加曼。\n把豆誘糰分給她，完成委託吧。
msg_questlist_sub_outline_056_20	[~ 295]
msg_questlist_sub_outline_056_255	[~ 296]
msg_questlist_sub_outline_057_10	從虎彌那裡收到了委託。\n幫他尋找在群青海岸不知去向的\n妹妹彌美吧。
msg_questlist_sub_outline_057_20	[~ 298]
msg_questlist_sub_outline_057_255	[~ 299]
msg_questlist_sub_outline_058_10	杵兒似乎想使用\n不良蛙的毒素來做藥。\n去聽聽她怎麼說，並且幫幫她吧。
msg_questlist_sub_outline_058_20	[~ 301]
msg_questlist_sub_outline_058_255	[~ 302]
msg_questlist_sub_outline_059_10	在玫瑰島收到了陶仁的委託。\n帶著雙手有鐮刀的\n寶可夢去找他吧。
msg_questlist_sub_outline_060_10	在群青海岸接受了撞氣球大叔的挑戰。\n據說只要撞破２４個氣球，\n就能獲得特別的獎品。
msg_questlist_sub_outline_060_255	[~ 305]
msg_questlist_sub_outline_061	從想將田地拓得更寬的\n稻禾那裡收到了委託。\n借給他能擊碎礙事岩石的寶可夢吧。
msg_questlist_sub_outline_062_10	[~ 307]
msg_questlist_sub_outline_062_20	[~ 308]
msg_questlist_sub_outline_062_30	[~ 309]
msg_questlist_sub_outline_062_255	[~ 310]
msg_questlist_sub_outline_063_10	火夏覺得如果能觀察夢妖\n或許就會有新髮型的靈感。\n讓她看看夢妖，完成委託吧。
msg_questlist_sub_outline_063_255	[~ 312]
msg_questlist_sub_outline_064_10	據說霏紗家鄉的藤蔓狀藍色香草\n會黏在寶可夢的身上。\n幫她找出附著香草的寶可夢，完成委託吧。
msg_questlist_sub_outline_064_255	[~ 314]
msg_questlist_sub_outline_065_10	朋財想讓豪力加入建築組的夥伴，\n因此想先好好了解豪力。\n讓朋財看看豪力的圖鑑，完成委託吧。
msg_questlist_sub_outline_065_20	朋財看了豪力的圖鑑後\n決定要和豪力交涉。\n照朋財所說的，等他一下吧。
msg_questlist_sub_outline_065_255	[~ 317]
msg_questlist_sub_outline_066	收到了一個有關\n朝北鼻諺語的委託。\n去聽聽佳慧怎麼說吧。
msg_questlist_sub_outline_066_255	不想在迷幻洞窟迷路的佳慧想起了\n有句「家有朝北鼻，孩兒走不迷」的諺語。\n將朝北鼻讓給她，完成委託吧。
msg_questlist_sub_outline_067	[~ 320]
msg_questlist_sub_outline_067_20	[~ 321]
msg_questlist_sub_outline_067_255	[~ 322]
msg_questlist_sub_outline_068_10	從想製作新顏色衣服的\n紗瓏那裡收到了委託。\n去幫她收集材料吧。
msg_questlist_sub_outline_068_255	[~ 324]
msg_questlist_sub_outline_069_10	清旺說他的兒子智松很怕鬼，\n因此他想幫智松克服這個恐懼。\n讓清旺看看鬼斯的圖鑑，完成委託吧。
msg_questlist_sub_outline_069_255	[~ 326]
msg_questlist_sub_outline_070_10	工藝店的鐵翰說他想看看由\n[VAR 0189(0000)]工藝製作的寶可夢木娃娃……\n幫他實現願望吧。
msg_questlist_sub_outline_071_10	阻撓人類搭建營地的銅鏡怪\n似乎有什麼想傳達的事。\n幫芝萌去調查銅鏡怪的目的，完成委託吧。
msg_questlist_sub_outline_071_255	[~ 329]
msg_questlist_sub_outline_072_10	[~ 330]
msg_questlist_sub_outline_072_20	[~ 331]
msg_questlist_sub_outline_072_30	[~ 332]
msg_questlist_sub_outline_072_255	[~ 333]
msg_questlist_sub_outline_073_10	旬平似乎想要找個人\n幫他調查關於皮皮習性的事。
msg_questlist_sub_outline_073_20	在旬平的故鄉，皮皮似乎會在\n滿月的夜晚跳舞。去查證一下皮皮\n在洗翠這片土地上是否也會跳舞吧。
msg_questlist_sub_outline_073_30	[~ 336]
msg_questlist_sub_outline_073_40	[~ 337]
msg_questlist_sub_outline_073_50	[~ 338]
msg_questlist_sub_outline_073_255	[~ 339]
msg_questlist_sub_outline_074_10	紗瓏聽說了沙河馬的外表\n會因性別而異。讓她看看\n雄性和雌性的沙河馬，完成委託吧。
msg_questlist_sub_outline_074_255	[~ 341]
msg_questlist_sub_outline_075_10	[~ 342]
msg_questlist_sub_outline_075_255	[~ 343]
msg_questlist_sub_outline_076_10	從虎彌那裡收到了委託。\n幫他尋找在天冠山麓不知去向的\n妹妹彌美吧。
msg_questlist_sub_outline_076_20	[~ 345]
msg_questlist_sub_outline_076_255	[~ 346]
msg_questlist_sub_outline_077_10	從虎彌那裡收到了委託。\n幫他尋找在黑曜原野不知去向的\n妹妹彌美吧。
msg_questlist_sub_outline_077_20	[~ 348]
msg_questlist_sub_outline_077_21	[~ 349]
msg_questlist_sub_outline_077_255	[~ 350]
msg_questlist_sub_outline_079_10	[~ 351]
msg_questlist_sub_outline_079_255	[~ 352]
msg_questlist_sub_outline_080_10	[~ 353]
msg_questlist_sub_outline_080_255	[~ 354]
msg_questlist_sub_outline_082_10	[~ 355]
msg_questlist_sub_outline_082_20	[~ 356]
msg_questlist_sub_outline_082_30	[~ 357]
msg_questlist_sub_outline_082_255	[~ 358]
msg_questlist_sub_outline_083_10	火夏覺得如果能觀察奇魯莉安\n或許就會有新髮型的靈感。\n讓她看看奇魯莉安，完成委託吧。
msg_questlist_sub_outline_083_255	[~ 360]
msg_questlist_sub_outline_084_10	為了學會究極的醃菜材料單，\n去幫雪江收集材料，完成委託吧。
msg_questlist_sub_outline_084_255	[~ 362]
msg_questlist_sub_outline_085_10	人在純白凍土心形岩山的正漢\n似乎有個關於小山豬特技的委託。
msg_questlist_sub_outline_085_15_20_30	[~ 364]
msg_questlist_sub_outline_085_40	[~ 365]
msg_questlist_sub_outline_085_255	[~ 366]
msg_questlist_sub_outline_086_10	據說島木的祖先曾經居住的村落\n位在純白凍土的雪崩坡附近。\n去幫他尋找村落的痕跡吧。
msg_questlist_sub_outline_086_20	在雪崩坡發現了破損日記。\n去尋找剩下的部分，\n說不定就能得到關於村落的資訊。
msg_questlist_sub_outline_086_30	將雪妖女掉落的日記與破損日記\n拼湊後，完成了一本古老日記。\n裡頭寫著曾經位在雪崩坡的村落的事。
msg_questlist_sub_outline_086_255	[~ 370]
msg_questlist_sub_outline_087_010	[~ 371]
msg_questlist_sub_outline_087_020	[~ 372]
msg_questlist_sub_outline_087_030	[~ 373]
msg_questlist_sub_outline_087_040	[~ 374]
msg_questlist_sub_outline_087_255	[~ 375]
msg_questlist_sub_outline_088	[~ 376]
msg_questlist_sub_outline_088_10	村民平八、蔻江和倫彥在討論\n哪個樣子的結草兒才是真的結草兒。\n讓他們３人看看結草兒，完成委託吧。
msg_questlist_sub_outline_088_20	[~ 378]
msg_questlist_sub_outline_088_255	[~ 379]
msg_questlist_sub_outline_089_10	聽說受到寶可夢幸福蛋幫助的麻芝\n似乎有事情想要委託。
msg_questlist_sub_outline_089_20	[~ 381]
msg_questlist_sub_outline_089_21	[~ 382]
msg_questlist_sub_outline_089_255	[~ 383]
msg_questlist_sub_outline_090_10	從杵兒那裡收到了委託。\n去幫她採１００根療草吧。
msg_questlist_sub_outline_090_255	[~ 385]
msg_questlist_sub_outline_091_10	收到了邦一的委託。去尋找與他約在\n純白凍土的瀑布潭附近會合的永四朗吧。\n據說永四朗不是個會迷路的人……
msg_questlist_sub_outline_091_20	[~ 387]
msg_questlist_sub_outline_091_255	[~ 388]
msg_questlist_sub_outline_092_10	來自阿羅拉的亞昂似乎帶著\n被稱為凱歐凱歐的奇特六尾。\n去看看那種六尾，並且開始調查吧。
msg_questlist_sub_outline_092_20_30_40_50_60_70_80	[~ 390]
msg_questlist_sub_outline_092_255	[~ 391]
msg_questlist_sub_outline_093_10	從在冰山基地工作的\n邦一那裡收到了委託。\n將火屬性的寶可夢讓給他吧。
msg_questlist_sub_outline_093_255	[~ 393]
msg_questlist_sub_outline_094_10	似乎有野生的風鈴鈴\n定居在民宅的屋簷下。\n去聽聽玉娑怎麼說，並且開始調查吧。
msg_questlist_sub_outline_094_20_30_40_50_60_70_80	[~ 395]
msg_questlist_sub_outline_094_255	[~ 396]
msg_questlist_sub_outline_095_10	超喜歡冰寶的珍珠隊隊員英慕\n說要幫忙檢查冰寶的圖鑑。\n完成冰寶的圖鑑後讓她看看，完成委託吧。
msg_questlist_sub_outline_095_255	[~ 398]
msg_questlist_sub_outline_096_10	從彌美那裡收到了委託。\n幫彌美搜尋為了找她而\n前往純白凍土的哥哥虎彌吧。
msg_questlist_sub_outline_096_20	[~ 400]
msg_questlist_sub_outline_096_255	[~ 401]
msg_questlist_sub_outline_097_10	松茂要把惹來客人投訴而棄用的\n材料單傳授給人。去跟他學學吧。
msg_questlist_sub_outline_097_255	[~ 403]
msg_questlist_sub_outline_098_10	從亞白那裡收到了委託。\n與他的搭檔路卡利歐對戰吧。
msg_questlist_sub_outline_098_11	[~ 405]
msg_questlist_sub_outline_098_255	[~ 406]
msg_questlist_sub_outline_099_10	千吉的夥伴海豹球\n在隆隆山地滾走了。\n去幫他找回海豹球，完成委託吧。
msg_questlist_sub_outline_099_50	[~ 408]
msg_questlist_sub_outline_099_255	[~ 409]
msg_questlist_sub_outline_100_10	在純白凍土接受了撞氣球大叔的挑戰。\n據說只要撞破３０個氣球，\n就能獲得特別的獎品。
msg_questlist_sub_outline_100_255	[~ 411]
msg_questlist_sub_outline_110_10	在群青海岸似乎有人目擊到了巨大的影子。\n根據拉苯博士的分析，那極可能是之前與\n[VAR 0189(0000)]對戰的騎拉帝納。
msg_questlist_sub_outline_114_10	聽說在洗翠地區有時會有\n被稱為化身的寶可夢現身。\n為了完成圖鑑，去調查看看吧。
msg_questlist_sub_outline_115_10	拉苯博士目擊到的海裡的寶可夢\n說不定就是在「海之傳說」中\n登場的寶可夢……
msg_questlist_sub_outline_116_10	幫助過去曾遇見過\n稀有寶可夢的委託人，\n並且調查那隻寶可夢。
msg_questlist_sub_outline_117_10	向目擊到恐怖寶可夢的委託人\n打聽詳細的狀況和地點等資訊，\n並且調查那隻寶可夢。
msg_questlist_sub_outline_122_10	金剛隊的剛石想來場寶可夢對戰。\n戰勝他，並且打聽關於「寶物」的事吧。
msg_questlist_sub_outline_123_10	珍珠隊的珠貝想來場寶可夢對戰。\n戰勝她，並且打聽關於「寶物」的事吧。
msg_questlist_sub_outline_201	從阿米那裡收到了委託。\n去幫她調查小卡比獸\n在意的地點吧。
msg_questlist_sub_outline_202	從阿米那裡收到了委託。\n去調查在黑曜原野發生的\n大大大量出現吧。
msg_questlist_sub_outline_203	從阿米那裡收到了委託。\n去調查在紅蓮濕地發生的\n大大大量出現吧。
msg_questlist_sub_outline_204	從阿米那裡收到了委託。\n去調查在群青海岸發生的\n大大大量出現吧。
msg_questlist_sub_outline_205	從阿米那裡收到了委託。\n將菇誘糰帶去純白凍土的\n秘密小洞給她吧。
msg_questlist_sub_outline_206	從阿米那裡收到了委託。\n去調查在天冠山麓發生的\n大大大量出現吧。
