Text/archive_MES
ARC_CHARA_PL0000_001	Cereza
CR_PART_0005_TITLE_P0190_010_C	[FONT:N ]VOICE RECORDING DIRECTOR \n[FONT:9 ]Ryosuke Naya\n\n[FONT:N ]VOICE RECORDING ENGINEER\n[FONT:9 ]Kaito Murayama\nFutatsu Miyagi\n\n[FONT:N ]VOICE RECORDING PRODUCTION COORDINATOR\n[FONT:9 ]Nobuko Irie\nAya Fukudome\n
CR_PART_0005_TITLE_P0190_010_R	
CR_PART_0005_TITLE_P0200_010	[FONT:N ]ENGLISH VOICE RECORDING
CR_PART_0005_TITLE_P0200_010_L	
CR_PART_0005_TITLE_P0200_010_C	[FONT:N ]VOICE DIRECTOR & CASTING DIRECTOR\n[FONT:9 ]Kris Zimmerman Salter
CR_PART_0005_TITLE_P0200_010_R	
CR_PART_0005_TITLE_P0210_010	[FONT:N ]T's MUSIC Co., Ltd.
CR_PART_0005_TITLE_P0210_010_L	
CR_PART_0005_TITLE_P0210_010_C	[FONT:N ]MUSIC COMPOSITION \n[FONT:9 ]Rei Kondoh\n\n[FONT:N ]SPECIAL THANKS\n[FONT:9 ]Shinji Yoshikawa\nYuhki Mori
CR_PART_0005_TITLE_P0210_010_R	
CR_INDEX_0006	Nintendo of Europe
CR_PART_0006_TITLE_P0010_010	
CR_PART_0006_TITLE_P0010_010_L	[FONT:N ]LOCALISATION PRODUCER\n[FONT:9 ]Liam Higgins\nAlexander Meng\nPalma Sánchez de Moya Rodríguez\nHéðinn Haraldsson \nBruno Pierantoni\n\n[FONT:N ]TRANSLATION COORDINATION\n[FONT:9 ]Andrea Jähn\nBlanca Hueso Taulés
CR_PART_0006_TITLE_P0010_010_C	[FONT:N ]TRANSLATION\n[FONT:9 ]Véronique Schneider\nZadia Messerli\nBenedikt Grosser\nAlexander van de Bergh\nSebastian Brück\nGiacomo Iacumin\nBarbara Pisani\nMarco Morbin\nAinhoa Bernad Hurtado\nMiguel Rodríguez Ramos\nMargarita Jabner\nVictoria Valeria Becker\nPTW International UK Ltd.
CR_PART_0006_TITLE_P0010_010_R	[FONT:N ]QUALITY ASSURANCE COORDINATION\n[FONT:9 ]Matthew David Jones\nJ. Ignacio León López
CR_PART_0006_TITLE_P0020_010_C	[FONT:N ]NOE QUALITY ASSURANCE\n[FONT:9 ]PTW International UK Ltd.
CR_INDEX_0007	Nintendo of America
CR_PART_0007_TITLE_P0010_010	
CR_PART_0007_TITLE_P0010_010_L	
CR_PART_0007_TITLE_P0010_010_C	[FONT:N ]NOA LOCALIZATION\n[FONT:9 ]Robert Heiret\nRyan Nathaniel Kelley\nLauren Wells
CR_PART_0007_TITLE_P0010_010_R	
CR_PART_0007_TITLE_P0020_010	
CR_PART_0007_TITLE_P0020_010_L	
CR_PART_0007_TITLE_P0020_010_C	[FONT:N ]NOA PRODUCT TESTING\n[FONT:9 ]Robert Jahn\nTomoko Henley\nDanny Morris\nDavid Figlar\nCraig So\nJeffrey C. Miller\nProduct Testing Technicians
CR_PART_0007_TITLE_P0010_020_R	
CR_INDEX_0008	Nintendo (Hong Kong) Limited
CR_PART_0008_TITLE_P0010_010	
CR_PART_0008_TITLE_P0010_010_L	
CR_PART_0008_TITLE_P0010_010_C	[FONT:N ]LOCALISATION COORDINATION\n[FONT:9 ]Wang Zhong Long\n\n[FONT:N ]TRANSLATION\n[FONT:9 ]Tracy Cheng\nMonica Lai\nDigital Hearts Linguitronics Taiwan Co., Ltd.\n\n[FONT:N ]QUALITY ASSURANCE\n[FONT:9 ]Eiju Umemura\nChien Chih Hsien\nChen Wei Ming\nDigital Hearts Linguitronics Taiwan Co., Ltd.
CR_PART_0008_TITLE_P0010_010_R	
CR_INDEX_0009	[FONT:N ]iQue (China) Ltd.
CR_PART_0009_TITLE_P0010_010	
CR_PART_0009_TITLE_P0010_010_L	
CR_PART_0009_TITLE_P0010_010_C	[FONT:N ]LOCALISATION COORDINATION\n[FONT:9 ]Yuan Jun\nQiu Xiaochun\n\n[FONT:N ]TRANSLATION\n[FONT:9 ]DIGITAL Hearts Shanghai Co., Ltd.\n\n[FONT:N ]QUALITY ASSURANCE\n[FONT:9 ]Hu Huiming\nDIGITAL Hearts Shanghai Co., Ltd.
CR_PART_0009_TITLE_P0010_010_R	
CR_INDEX_0010	Nintendo of Korea Co., Ltd.
CR_PART_0010_TITLE_P0010_010	
CR_PART_0010_TITLE_P0010_010_L	
CR_PART_0010_TITLE_P0010_010_C	[FONT:N ]LOCALISATION COORDINATION\n[FONT:9 ]Dongyeon Kim\n\n[FONT:N ]TRANSLATION\n[FONT:9 ]Soonil Kim\nYunjin Park\nOrgoSoft Co., Ltd.\n\n[FONT:N ]QUALITY ASSURANCE\n[FONT:9 ]Jeewan Chun\nOrgoSoft Co., Ltd.\n\n[FONT:N ]ARTWORK\n[FONT:9 ]Siyoung An\nSuzy Do\n
CR_PART_0010_TITLE_P0010_010_R	
CR_INDEX_0011	Mario Club Co., Ltd.
CR_PART_0011_TITLE_P0010_010	
CR_PART_0011_TITLE_P0010_010_L	[FONT:N ]TESTING\n[FONT:9 ]Hirokatsu Nishimura\nTakeshi Kiriyama
CR_PART_0011_TITLE_P0010_010_C	
CR_PART_0011_TITLE_P0010_010_R	[FONT:N ]SPECIAL THANKS\n[FONT:9 ]Takeshi Tateishi\nKaori Ando\nHitoshi Yamagami\n\n[FONT:N ]PROJECT MANAGEMENT\n[FONT:9 ]Akira Kinashi\nShinya Saito
CR_INDEX_0012	SEGA
CR_PART_0012_TITLE_P0010_010	
CR_PART_0012_TITLE_P0010_010_L	
CR_PART_0012_TITLE_P0010_010_C	[FONT:N ]SUPERVISION\n[FONT:9 ]Kagasei Shimomura\n\n[FONT:N ]SPECIAL THANKS\n[FONT:9 ]Yukio Sugino\nTatsuya Kususe \nMakoto Matsui
CR_PART_0012_TITLE_P0010_010_R	
CR_INDEX_0013	Nintendo Co., Ltd.
CR_PART_0013_TITLE_P0010_010	
CR_PART_0013_TITLE_P0010_010_L	
CR_PART_0013_TITLE_P0010_010_C	[FONT:N ]COORDINATOR\n[FONT:9 ]Hitomi Koda\n\n[FONT:N ]TECHNICAL SUPPORT\n[FONT:9 ]Toru Inage\nShotaro Iwanaga
CR_PART_0013_TITLE_P0010_010_R	
CR_PART_0013_TITLE_P0020_010_L	
CR_PART_0013_TITLE_P0020_010_C	[FONT:N ]PRODUCER\n[FONT:9 ]Makoto Okazaki\n\n[FONT:9 ]Genki Yokota\n[FONT:9 ]Toyokazu Nonaka
CR_PART_0013_TITLE_P0020_010_R	
CR_PART_0013_TITLE_P0030_010_L	
CR_PART_0013_TITLE_P0030_010_C	[FONT:N ]GENERAL PRODUCER\n[FONT:9 ]Shinya Takahashi
CR_PART_0013_TITLE_P0030_010_R	
CR_PART_0013_TITLE_P0040_010_L	
CR_PART_0013_TITLE_P0040_010_C	[FONT:N ]EXECUTIVE PRODUCER\n[FONT:9 ]Shuntaro Furukawa
CR_PART_0013_TITLE_P0040_010_R	
Text/Ending
BK_7000_0010_LUC	“Cereza...Cheshire...”
BK_7000_0020_LUC	“You did the right thing,\nstopping my mother.\nIt was an honour to meet you both.”
BK_7000_0030_NAR	It was almost time\nto say goodbye to Lukaon.\n
BK_7000_0040_CER	“I wish...\nWe could have become friends.”
BK_7000_0050_LUC	“We did Cereza...\nAnd for that I am thankful.”
BK_7000_0060_NAR	Mother and child shared \na tender embrace.\nThis was the warmth he \nhad been dreaming of.
BK_7000_0070_LUC	“Thank you for always \nwatching over me Mother. \nYou can rest now...”
BK_7000_0080_LUC	“I'm happy I was able to see your\nface...one last time...”
BK_7000_0090_MOR	“Goodnight my son.\nSweet dreams...”
BK_7000_0100_NAR	Cereza did not know where faerie \nsouls went in this chaotic world,\nbut wherever Lukaon wound up,\nshe hoped he would find peace.
BK_7000_0150_NAR	The end had come \nfor Morgana the witch.
BK_7000_0160_NAR	Her peaceful expression was\nreplaced by one of agony.\nIt was almost too much to watch.
BK_7000_0170_NAR	This is the fate that awaits every\nUmbra Witch: an eternity wandering\nthe depth of Inferno.
BK_7000_0175_NAR	Cereza did not look away.\nShe watched as Morgana's soul was dragged to the underworld.
BK_7010_0000_NAR	Cheshire realised that this\nunexpected twist of fate had\ndelivered exactly what he sought:\na door to Inferno lay before him.
BK_7010_0010_NAR	But the portal was already\ngrowing unstable. It threatened\nto close at any moment.
BK_7010_0020_NAR	The journey had left the demon\ntotally exhausted. Struggling to\nkeep his eyes open, he stared\npensively at his door home.
BK_7010_0030_CER	“That gate will take you \nback to Inferno.”
BK_7010_0040_CER	“Go on, it'll close soon...”
BK_7010_0045_NAR	Cheshire looked back at Cereza.\nHis expression said\nwhat they were both thinking:\n[FONT:9 ]If I go back you'll be all alone.[FONT:N ]
BK_7010_0050_CER	“Even after all we've been through\nyou're still going to treat me like \na kid? Just wait, I'll be strong \nenough to summon you myself \nin no time.”
BK_7010_0060_CER	“You just take it easy for awhile, okay?”
BK_7010_0070_NAR	Cheshire quietly turned \nback towards the portal.
BK_7010_0090_CER	“I'm going to keep getting stronger,\nI promise!”
BK_7010_0100_NAR	A tremendous sound erupted \nfrom the portal. But Cheshire's \nvoice cut through the din:\n[FONT:9 ]I'd expect nothing less![FONT:N ]
BK_7010_0110_CER	“And you better be one hell of\na ferocious demon \nnext time we meet!”
BK_7010_0120_NAR	A calm returned to Avalon Forest.\nAs if to wash away the pain of\nthe night, the first rays of dawn\nenveloped Cereza, bathing her in\ntheir warmth.
SM_007010_0000_JEA	I knew you'd make it.
SM_007010_0010_JEA	“Come on, let's go!”
SM_007020_0000_JEA	“Looks like you'll be \nfine on your own, Cereza.”
SM_007020_0010_CER	“Jeanne...thank you.\nI'll see you again \nwhen this is over.”
BK_7020_0000_CER	“I did it mother, I'm a witch.\nI'm strong, and I'll get stronger.\nYou don't need to worry any more.”
BK_7020_0010_ROS	“Cereza.”
BK_7020_0030_CER	“Mother!”
BK_7020_0040_ROS	“You have grown into \na splendid witch, Cereza.\nYou are going to be just fine...”
BK_7020_0050_NAR	Once a regular nightmare,\nafter that day Cereza never\nsaw that dream again.
BK_7020_0060_NAR	Meetings and Farewells...\nThinking of the promise she made to\nher friend, Cereza knew that she \nhad gained something irreplaceable.
BK_7020_0070_NAR	The night was young.\nCereza set off on her next adventure,\nthe pale moon lighting her way.
Text/Episode1
IN_1000_0000_NAR	Massive trees blocked almost all light from \nthe moon. An eerie silence enveloped Cereza.
IN_1000_0010_NAR	She cautiously ventured onwards.\n
IN_1000_0030_CER	D-don't surprise me like that!
IN_1000_0050_NAR	Looking into the dark underbrush,\nCereza could not shake the feeling\nthat someone was looking back.
IN_1000_0060_NAR	As the wind rustled the leaves,\nit sounded just like a rasping voice\nwhispered in her ear.
IN_1000_0080_CER	I can't turn back now...\nI'm going to become a witch,\nand save Mummy!
PH_1010_0000_CER	What was that!?\nMust have been a rabbit, or something,\nright Cheshire?
PH_1010_0010_CER	Is...is someone out there?
BK_1000_0000_NAR	Cereza could not shake the\nfeeling she was being watched.
BK_1000_0010_CER	“I-is someone there? \nShow yourself!”
BK_1000_0020_NAR	\nAnd then, as if to answer her call...\n
BK_1000_0030_NAR	These were faeries, nefarious \ncreatures who ensnare the souls \nof humans who venture into\nthe woods to feed on their vitality.
BK_1000_0040_NAR	This time there was nowhere to run.\nCereza was backed into a corner.
BK_1000_0050_CER	“Please...Please work this time!”
BK_1000_0060_NAR	Fingers crossed, Cereza prepared \nto use the summoning spell \nshe learned from Morgana.
BK_1000_0080_NAR	Even after the summoning \ncircle had faded away,\nno one had answered her call...
BK_1000_0090_CER	“Why!? I did everything right...”
BK_1000_0100_NAR	The faeries resumed their sinister mission.\nAll at once they jumped at Cereza, weapons poised to strike.
BK_1000_0110_NAR	She shut her eyes tight, \nand prepared for the worst.\nA moment passed. And then another,\nbut she felt not so much\nas a pinprick.
BK_1000_0130_CER	“What...who are you?”
BK_1000_0140_NAR	Chomp!
BK_1000_0150_NAR	That beast, as dark as a moonless night...\nHad it all been a dream?
BK_1000_0160_CER	“You don't think...\nCould that have been...”
BK_1000_0170_NAR	But before Cereza could \nfinish her question--
SM_001010_0000_CER	“Ch-Cheshire?”
SM_001010_0010_NAR	Cereza's stuffed cat Cheshire\ntransformed into some kind of beast\nright before her eyes.
SM_001010_0020_NAR	From its gaping maw, extending ear to ear,\nfell a drop of thick slobber.
SM_001010_0030_CER	“Wait...did I manage to summon a demon,\nthat has now possessed Cheshire?”
SM_001010_0040_NAR	As if in reply\nthe beast growled and\nbared its blood-red fangs.
SM_001010_0050_NAR	Just as Cereza feared,\na demon had indeed possessed\nher beloved stuffed cat.
SM_001010_0060_NAR	The creature had desperately sought\na medium in order to survive in our world.\nIn lieu of hair, it settled for one made of felt.\n
SM_001010_0080_NAR	Looking around, the demon's \neyes found Cereza.\nIt let out a low growl.
SM_001010_0090_NAR	After her initial terror,\nCereza realised that she was able to\nunderstand what the demon was saying.
SM_001010_0100_CER	“You...you want me to return you to Inferno?”
SM_001010_0110_CER	“Now, how would one go about doing that?”\n
SM_001010_0120_NAR	Cereza had her hands full \ncalling a demon to this world.\nShe hadn't even begun to\nstudy the spell to send them back.
SM_001010_0130_NAR	Cereza once again heard the demon's words,\nthis time even more clearly.\n[FONT:9 ]Send me back! Send me back![FONT:N ]\nThe demon's rage\nincreased by the second,\nbut there was nothing Cereza could do.
SM_001010_0140_NAR	Out of patience,\nhe pounced!
BK_1010_0000_NAR	Claws like daggers descended \non Cereza!
BK_1010_0010_NAR	But what have we here?\nThe demon had stopped cold.\n
BK_1010_0020_NAR	As if bound by an invisible force,\nno matter how he struggled,\nhe was unable to touch Cereza.
BK_1010_0030_CER	“Calm down, \nyou're going to burst a seam!”
BK_1010_0040_CER	“Don't worry, I'll send you home!\nOnce I figure out how...”
BK_1010_0050_CER	“I'm on my way to get \na fantastic power.\nWith that, sending you back should\nbe a piece of cake!”
BK_1010_0060_NAR	Giving up his attack,\nthe demon turned \nhis attention elsewhere.
BK_1010_0070_NAR	Intrigued, but a little scared,\nCereza decided to follow a bit behind.
IN_1020_0000_NAR	The demon ran through the forest,\nsearching for a way home.
IN_1020_0010_NAR	The demon slashed with his\nrazor-sharp claws...but something felt off.
IN_1020_0015_NAR	His power seemed to escape him, \nslowly but surely.
SM_001020_0000_CER	“What's wrong?”
SM_001020_0010_NAR	The demon bared his fangs.\nHe was clearly suffering.
SM_001020_0020_CER	“Are you sick?\nOr hungry, perhaps?” 
SM_001020_0030_NAR	As Cereza approached, the demon felt\nthe strength return to his body.\nIn an instant, he felt right as rain.
SM_001020_0040_NAR	His body was linked \nto Cereza by powerful magic.\nMoving away from her\nrobbed it of its energy.
SM_001020_0050_CER	“What's that? \nI need to stay close to you?\nI've never heard of a spell like this before...”
SM_001020_0060_NAR	The demon seemed to have calmed down.\nRemembering that he could not touch her,\nCereza breathed a sigh of relief.
SM_001020_0080_NAR	[FONT:9 ]How do you plan on getting \nme back to Inferno?[FONT:N ]\nthe demon demanded.
SM_001020_0090_CER	“We first need to find a white wolf.\nHe'll show us the way.”
SM_001020_0100_NAR	[FONT:9 ]Leave it to me, I'll find 'im,[FONT:N ]\nsaid the demon as he clambered to his feet.
SM_001020_0120_CER	“Um...I'm Cereza.\nWhat's your name?”
SM_001020_0130_NAR	[FONT:9 ]I have no name,[FONT:N ]\nreplied the demon curtly.
SM_001020_0140_CER	“You don't have a name?\nThat must be terribly inconvenient.\n\nThough I must admit, I haven't\nthe faintest idea about demonic manners.”
SM_001020_0150_CER	“May I call you Cheshire?\nThat's the name of the stuffed cat \nyou decided to borrow, after all.”
SM_001020_0170_CER	“Well I need to call you something.\nIf you're going to make a fuss about it,\nwhy don't you just find a new body!”
SM_001020_0180_CER	“Fine. I'll just call you whatever I please.”
SM_001020_0190_NAR	And so, these strange companions\nset off in search of the white wolf.\nWhat mysteries await\nin Avalon Forest?
SM_001020_0200_NAR	
IN_1030_0000_CER	“Uh oh,\nI can't get down.\n\nHey Cheshire, can you find\na way to get me down from here?”
IN_1030_0020_CER	“I didn't mean take the whole tree down!”
SM_001040_0010_NAR	All at once, Cheshire's body shrunk \nto its original cuddly form.
SM_001040_0020_CER	“Cheshire!”
SM_001040_0030_NAR	Cereza ran to pick up Cheshire\nand held him tightly to her chest.\nIn her arms, Cheshire\nfelt his strength returning.
SM_001040_0040_NAR	Cereza calmed down and\nher fear subsided.
SM_001040_0070_NAR	[FONT:9 ]Release me at once![FONT:N ]\nEven in this form,\nthe demon did not seem\nhappy about being cuddled.
SM_001040_0080_CER	“Just hold still, will you!\nWhile you're small you\ncan't walk on your own, right?\nI'll carry you until you\ncan transform again.”
SM_001040_0090_CER	“Not having a massive demon\nbreathing down my neck will make\nit easier for me to calm down too.”
SM_001040_0110_NAR	While far from pleased about being\ntreated like a stuffed animal,\nthe demon had no choice but\nto swallow his pride.
SM_001060_0000_CER	“Hey, look over there...”
SM_001060_0010_NAR	Before them stood a large wolf.\nIts snow-white fur shone\npale silver in the moonlight.
SM_001060_0030_NAR	Cereza was captivated by the wolf.\nIt seemed almost not of this world. 
SM_001060_0040_CER	“Hey...wait!”
SM_001060_0050_LUC	“Avalon Forest...\nThe white wolf...guide you...”
SM_001070_0000_NAR	The pair searched high and low for the wolf,\nbut it had vanished without a trace.
SM_001070_0010_NAR	[FONT:9 ]This way![FONT:N ]\nCheshire was onto the wolf's scent.
SM_001070_0020_CER	“There's something here...”
SM_001070_0030_NAR	Upon close inspection,\nthere appeared to be distortions,\nas if the air itself had cracked.
SM_001070_0040_NAR	Equally confused,\nthe girl and demon exchanged a glance.
SM_001070_0050_NAR	[FONT:9 ]That wolf is just up ahead![FONT:N ]\nCheshire's indecision did not last long.\nBut try as he might, he was unable to\nopen the cracks any further.
SM_001070_0060_CER	“Try using magic to open it?\nCome on, we have no idea what's \nlurking on the other side!”
SM_001070_0080_NAR	Cheshire gave a mocking snort\nat Cereza's cowardice.
SM_001070_0090_CER	“I am not making excuses!”\n
SM_001070_0100_CER	“All right fine! \nOkay Cereza, just like you practised...”
BK_1030_0000_NAR	Once their eyes had adjusted to brilliant light,\nwhat lay before them was a sight\nunlike anything either had seen before.
BK_1030_0010_CER	“Cheshire, I've a feeling \nwe're not in Avalon any more.”
IN_1050_0000_NAR	The massive spheres in the strange contraption aligned, \nand a path of light appeared before them.
IN_1050_0010_CER	“This thing is massive...\nI wonder what it's for?”
BK_1040_0000_CER	“You're the boy from my dream...”
BK_1040_0010_LUC	“Centre...Forest...\n...waiting...”
BK_1040_0020_LUC	“Help me...Power....”
BK_1040_0030_CER	“Okay,\nI just need to follow\nthe white wolf, right?”
BK_1040_0040_LUC	“Destroy...\nFour...Elemental Cores...”
BK_1040_0050_LUC	“You...can do it...”
BK_1040_0060_LUC	“Follow...\nWhite wolf...”
SM_001090_0000_NAR	They had returned from the strange world.\nThe forest was just as they had left it,\nexcept...not quite.
SM_001090_0010_NAR	It seemed that destroying the \ndevice at the core of that rift
SM_001090_0020_NAR	They spotted the white wolf.\nWithout a moment's hesitation,\nthe pair gave chase.
PH_1b01_0000_NAR	They had returned from the strange world.\nThe forest was just as they had left it,\nexcept...not quite.
PH_1b01_0010_NAR	It seemed that destroying the device at \nthe core of that rift somehow disrupted the \nillusion, revealing the true path forward.
PH_1b01_0020_NAR	They spotted the white wolf.\nWithout a moment's hesitation,\nthe pair gave chase.
BK_1050_0000_NAR	In a nearby grove,\nthere was a place \nilluminated by moonlight.
BK_1050_0005_NAR	As she approached,\nthe magic brace on Cereza's wrist\nbegan to glow. 
BK_1050_0010_MOR	“So, I have finally found you, Cereza.”
SM_001100_0000_CER	“Morgana!?” 
SM_001100_0010_NAR	Cereza blinked in disbelief as\nthe ghostly figure of her teacher\nappeared from within the moonlight.
SM_001100_0020_MOR	“Thank goodness you're safe...\nWhen I realised you'd gone to the forest,\nI was beside myself with worry.”
SM_001100_0030_MOR	“But really Cereza, to enter the forest\ndespite all my warnings;\nyou even made off with my magic brace.\nJust what were you thinking!”
SM_001100_0040_NAR	Although this was only a projection \nof Morgana, her scolding somehow \nmanaged to be even more\nintimidating than the genuine article. \nCereza could only hang her head.
SM_001100_0050_MOR	“I am looking forward to a thorough \nexplanation once you're home safe.\nBut I am afraid escaping \nAvalon Forest will not be easy.”
SM_001100_0060_NAR	Morgana's expression was grave.\nShe explained how the faeries' \nmagic turned the forest into \na labyrinthine trap; one in which \nCereza was currently ensnared.
SM_001100_0070_NAR	This ancient enchantment was so\nstrong even Morgana herself \ncould not easily break it.
SM_001100_0080_MOR	“For now all I can do is support \nyou from afar. I will begin \nresearching ways out of the forest.”
SM_001100_0090_MOR	“You just find a safe place,\nand try to stay alive until I find\na way to save you.”
SM_001100_0100_CER	“Don't worry, Morgana!\nLook, I was able to summon \na demon of my very own!”
SM_001100_0110_MOR	“Is that...\nYou summoned a demon \ninto your stuffed toy?”
SM_001100_0130_MOR	“Cereza...Well, it will have to do.\nIf you are able to wield that demon,\nyour chances of survival \nwill increase greatly.”
SM_001100_0140_MOR	“This forest belongs to the faeries.\nHowever, if you search carefully,\nI am sure you will find objects that\nwill help you develop your magic abilities.”
SM_001100_0150_CER	“What about these sparkly things?\nI've picked up a bunch of them\nsince I got here.”
SM_001100_0160_MOR	“Yes...That crystalline structure \nis a stable source of magical energy.\nIf you feed it to the demon it\nmay awaken some new powers.”
SM_001100_0170_NAR	The light of the moon began to wane.\nWith it Morgana's visage grew faint.\nIt was as if the forest itself\nconspired to impede their plans.
SM_001100_0180_MOR	“Cereza, listen well: demons \nare weapons which we witches \nwield, not friends to be cuddled.\nRemember to treat them as such.”
SM_001100_0190_NAR	The remaining moonlight faded,\nand Morgana disappeared.
SM_001100_0210_NAR	Cheshire was in a foul mood.
SM_001100_0220_CER	“Wh-what was that?!\nMorgana is my master, and I will \nnot have you speak of her in that way!”
SM_001100_0230_CER	“I feel bad for worrying her...\nBut I don't get why she's so \nover-protective. I mean, I summoned \na demon and everything!”
SM_001100_0240_NAR	Cereza wished that just once\nMorgana would tell her she did a good job.
SM_001100_0250_NAR	She had already forgotten \nMorgana's scolding.
SM_001100_0260_CER	“Well, back to chasing the white wolf.\nIf we get that power, even Miss High-and-\nMighty Morgana will sing our praises.”
SM_001100_0270_CER	“Oh yeah, those little sparkly things...\nShe said they might help you grow stronger.\nI wonder what that means...”
BK_1060_0000_CER	“Where did that wolf \nrun off to now?”
BK_1060_0010_CER	“What's that over there?\nLet's go check it out!”
BK_1060_0020_NAR	All of a sudden a tough-looking faerie \nappeared out of nowhere!\nCereza was startled,\nbut tried to regain her composure.
BK_1060_0040_CER	“W-why don't you flock off already\nand leave us alone!”
BK_1060_0070_NAR	Cheshire let out a sigh\nas he pushed past Cereza\nto face down the faerie.
BK_1060_0080_NAR	[FONT:9 ]Who's going to be the appetizer,\nand who shall I save for dessert![FONT:N ]\nroared Cheshire, his mane rippling and claws extended.
PH_1060_0000_CER	White wolf, wait!
BK_1020_0000_NAR	A strange orb atop a pillar...\nCould this be the Elemental Core\nof which the boy in Cereza's dream\nhad spoken?
BK_1020_0010_NAR	Before it stood the white wolf.\n
BK_1020_0020_NAR	Just as Cereza took a step\ntowards the pillar to investigate...
BK_1020_0040_CER	“Wait, what are you doing?!”
BK_1020_0050_NAR	Leaping from Cereza's grasp,\nCheshire lunged towards the wolf.
BK_1020_0070_NAR	[FONT:9 ]Stop running and tell us\nhow to get that power already![FONT:N ]
BK_1020_0080_NAR	Cheshire was fed up with this\nwild wolf chase. He wanted answers.
BK_1020_0090_CER	“Cheshire, stop and listen\nfor a second!”
BK_1020_0120_NAR	Missing his mark,\nCheshire's claws struck\nthe Elemental Core instead.\nAll was quiet. Until...
BK_1020_0130_NAR	Energy poured from the core like a furious whirlpool.\nStanding in its midst, Cereza felt a strange power flow through her.
BK_1020_0140_CER	“W-what was that? \nI feel funny...”
BK_1020_0150_NAR	[FONT:9 ]Don't hog the power girl![FONT:N ]\nCheshire roared his protest.
BK_1020_0160_NAR	He wanted his piece of the pie.\nBut what exactly had they released?\n
PH_1030_0000_CER	I feel the same energy as before\nComing from that plant...
SM_001120_0000_NAR	The pair had gained a new ability.\n[FONT:9 ]Is this it? I can go home now?[FONT:N ]\nCheshire asked excitedly.
SM_001120_0010_CER	“No, this is something different...\n\n\nWe need to smash three more of \nthose things before I can send you back.”
SM_001120_0030_CER	“B-but, I'm sure this power will \ncome in handy for something too!”
SM_001120_0050_CER	“I know, I know!\nThat is why we're following that\nwolf in the first place!”
SM_001120_0060_NAR	Speaking of that wolf...\nWhere did he go now?
SM_001120_0070_NAR	To find the other Elemental Cores,\nthey first need to find him.
SM_001120_0080_CER	“I swear, you demons are \nmore trouble than you're worth!”
SM_001120_0090_NAR	The bickering companions left\nthe remains of the core behind them,\nheading ever deeper into the forest.
LV_001005_0000_CER	Don't look down. 
LV_001005_0010_CER	Come on, Cereza,\none foot in front of the other...
LV_001010_0000_CER	A plant from Inferno?\nI wonder how it would\nrespond to my magic...
LV_001015_0000_NAR	This was quite a pickle.\nBut Cereza knew how to get by without a scratch.
LV_001015_0010_CER	Cranky one, are you?\nI know just the spell to put you in your place! 
LV_001020_0000_NAR	Cereza finally found somewhere she could rest.
LV_001025_0000_NAR	The fresh scent tickled Cereza's nose. \nIt was rosemary, typically used \nto ward off evil spirits.
LV_001025_0010_NAR	The instant Cheshire had a sniff,\nhe started pawing at Cereza to get far away.
LV_001025_0020_NAR	Rosemary is despised by the denizens of Inferno. \nThey needed to find another route.
LV_001030_0000_CER	Cheshire, I've got it tied down! \nFinish it!
LV_001035_0000_CER	I'll go first and make a path.\nYou wait here.
LV_001050_0000_CER	Huh, even with you in there,\nCheshire still weighs the same as before.
LV_001055_0000_CER	Whoa, that's new!
LV_001060_0000_CER	More rosemary...
LV_001065_0000_CER	Okay, I'll go on ahead by myself.
LV_001070_0000_CER	Looks like there's a path above us too.
LV_001070_0010_CER	Cheshire, I'll toss you up there.\nSee if there's a way forward.
LV_001075_0000_CER	What have we here...
LV_001075_0010_NAR	There were signs that\na witch had set up camp here.
LV_001075_0020_CER	Perhaps I'm not the first \nwitch to enter this forest...
LV_001075_0030_CER	Ah well,\nit means we've got a place to rest.
LV_001080_0000_CER	A white wolf...\nIt's just like that boy said!
LV_001080_0010_CER	So if we follow that wolf...\nCome on Cheshire, let's hurry!
LV_001095_0010_NAR	A small glade of otherworldly \nbeauty opened before Cereza.
LV_001095_0020_NAR	This dark forest held secrets yet.\nCereza relaxed, ever so slightly.
LV_001100_0000_CER	Is this...faerie treasure?\nThey'd be hopping mad if I stole it.
LV_001105_0000_CER	I've never seen a barrier like that before.\nI'll bet the faeries are behind this.
