Text/archive_MES
ARC_CHARA_PL0000_001	瑟蕾莎
SM_001010_0120_NAR	糟糕了。\n瑟蕾莎還沒學過\n把惡魔送回魔界的法術。\n\n
SM_001010_0130_NAR	腦中又響起了惡魔的聲音。\n\n「讓我回魔界！讓我回魔界！」\n惡魔大聲叫喊著，\n但瑟蕾莎卻無能為力。
SM_001010_0140_NAR	惡魔終於生氣了，\n祂朝著瑟蕾莎撲了過去。
BK_1010_0000_NAR	看那如刀刃般銳利的爪子！\n
BK_1010_0010_NAR	這是怎麼回事？\n惡魔的動作\n在瑟蕾莎的眼前戛然而止。
BK_1010_0020_NAR	為了撕裂瑟蕾莎而揮下的手臂，\n就像被什麼東西束縛住一樣，\n動彈不得。
BK_1010_0030_CER	「冷靜一點。\n你這麼生氣會害棉花跑出來啦。」
BK_1010_0040_CER	「沒問題，我一定會送你回家。\n不過現在還辦不到就是了……」\n
BK_1010_0050_CER	「但是，你不用擔心。\n\n因為我會在這座森林裡\n得到驚人的力量！」
BK_1010_0060_NAR	惡魔打消了攻擊瑟蕾莎的念頭，\n祂倏地轉過身，頭也不回地離開了。\n
BK_1010_0070_NAR	瑟蕾莎總覺得有點擔心，\n於是便決定偷偷地跟在惡魔後面。\n
IN_1020_0000_NAR	惡魔不斷深入森林，\n想找到回魔界的路。
IN_1020_0010_NAR	惡魔揮舞著祂自豪的利爪，\n但是不知為何，祂使不出力。
IN_1020_0015_NAR	而且，還變得越來越虛弱。
SM_001020_0000_CER	「你怎麼了……？」
SM_001020_0010_NAR	惡魔露出獠牙，對瑟蕾莎發出陣陣低吼。\n但是，祂看起來非常痛苦。
SM_001020_0020_CER	「有哪裡不舒服嗎？\n還是肚子餓了……？」
SM_001020_0030_NAR	不可思議的事情發生了。\n瑟蕾莎一站在惡魔身邊，\n惡魔就恢復了一些精力。
SM_001020_0040_NAR	就好像是\n瑟蕾莎珍惜至今的布偶\n在給惡魔力量一樣。
SM_001020_0050_CER	「你說沒辦法離開我？\n這是什麼狀況啊？」
SM_001020_0060_NAR	惡魔看起來比剛才安分多了。\n瑟蕾莎知道惡魔不會攻擊自己，\n便稍微鬆了一口氣。
SM_001020_0080_NAR	「要怎麼做才能得到力量然後送我回魔界？」\n惡魔向瑟蕾莎問道。
SM_001020_0090_CER	「狼。白狼會引導我們\n前往力量所在之處。」
SM_001020_0100_NAR	「那我就馬上把那傢伙找出來。」\n語畢，惡魔動作遲緩地站了起來。
SM_001020_0120_CER	「那個……我叫瑟蕾莎。\n你叫什麼名字？」
SM_001020_0130_NAR	「我沒有名字。」\n惡魔冷冷地回答。
SM_001020_0140_CER	「沒有名字？\n那你至今都是怎麼生活的？\n\n雖然我不知道\n惡魔都過怎樣的生活啦……」
SM_001020_0150_CER	「那我可以叫你小柴貓嗎？\n你附身的布偶就叫這個名字。」
SM_001020_0170_CER	「畢、畢竟，沒有名字很不方便嘛。\n不願意的話就離開我的小柴貓！」
SM_001020_0180_CER	「總之，我就是要那樣叫。」
SM_001020_0190_NAR	因為這起意外，瑟蕾莎和惡魔\n一同踏上了尋狼之旅。\n他們今後會面臨怎麼樣的遭遇呢？\n
SM_001020_0200_NAR	呀啊！？
IN_1030_0000_CER	「怎麼辦，\n我下不去了……\n\n小柴貓，你能不能幫個忙\n讓我從這裡下去？」
IN_1030_0020_CER	「真是的，放我下來的時候輕一點啦！」
SM_001040_0010_NAR	小柴貓變回了布偶的模樣。
SM_001040_0020_CER	「小柴貓……！？」
SM_001040_0030_NAR	瑟蕾莎慌張地跑到小柴貓身邊，\n將祂緊緊抱在懷裡。\n小柴貓在瑟蕾莎的懷中\n漸漸恢復了精神。
SM_001040_0040_NAR	而瑟蕾莎也不那麼害怕了，\n她的情緒逐漸穩定了下來。
SM_001040_0070_NAR	「好難受，放開我！」\n小柴貓在懷中掙扎著。
SM_001040_0080_CER	「喂！忍耐一下啦。\n你還沒辦法走動吧？\n在你恢復體力之前，\n就由我來抱著你走！」\n
SM_001040_0090_CER	「而且你這個樣子\n我也比較不怕。」
SM_001040_0110_NAR	雖然不願被當成布偶對待，\n但想趕路的小柴貓\n最後還是勉強妥協了。
SM_001060_0000_CER	「小柴貓，你看……！」
SM_001060_0010_NAR	視線的前方，\n佇立著一隻擁有美麗銀白色毛髮的狼。\n
SM_001060_0030_NAR	狼散發著神秘的氛圍，\n使瑟蕾莎不知不覺看入迷了。
SM_001060_0040_CER	「啊，等一下！」
SM_001060_0050_LUC	「來阿瓦隆森林……\n如此一來\n白狼便會引導你……」
SM_001070_0000_NAR	他們拚命地尋找白狼，\n但到處都看不見牠的蹤影。
SM_001070_0010_NAR	在前方！\n小柴貓似乎嗅出了牠的氣息。
SM_001070_0020_CER	「那邊……好像有什麼東西。」
SM_001070_0030_NAR	定睛一看就發現，空無一物的空間裡\n有個像是裂縫的東西。\n
SM_001070_0040_NAR	這到底是什麼啊？\n他們面面相覷。
SM_001070_0050_NAR	「那隻狼就在前方！」\n小柴貓想劃開裂縫，\n但似乎連祂引以為傲的爪子\n也發揮不了作用。
SM_001070_0060_CER	「你要我用魔力把它撬開？\n要是出現怪物怎麼辦啊！？」\n
SM_001070_0080_NAR	小柴貓用鼻子哼了一聲，\n嘲笑瑟蕾莎的膽小。
SM_001070_0090_CER	「我、我才不是在找藉口。\n少瞧不起人了！」
SM_001070_0100_CER	「看好了。\n這點小事，我用魔導術就能……」
BK_1030_0000_NAR	一陣眩目的光芒之後，\n映入眼簾的是一個不曾看過的世界。\n
BK_1030_0010_CER	「這裡是……哪裡？」
IN_1050_0000_NAR	當巨大的球體排成一列，\n瑟蕾莎他們的面前便出現了一條光之路。
IN_1050_0010_CER	「好巨大的機械……\n這到底是什麼啊？」
BK_1040_0000_CER	「你是夢裡那個……」
BK_1040_0010_LUC	「來……森林深處……\n我被……困在這裡了……」
BK_1040_0020_LUC	「只要你幫我……\n……我就給你……」
BK_1040_0030_CER	「我明白了。\n只要追著白狼跑就行了吧……？」\n
BK_1040_0040_LUC	「破壞掉……\n四個元素核心……」
BK_1040_0050_LUC	「我相信……你辦得到……」
BK_1040_0060_LUC	「地點……\n白狼知道……」
SM_001090_0000_NAR	他們又再度從不可思議的世界\n回到了阿瓦隆森林。\n但是，景色稍微有點不太一樣。
SM_001090_0010_NAR	似乎因為在裂縫另一端的世界\n破壞了大型機械裝置的緣故——
SM_001090_0020_NAR	發現白狼了。\n他們急忙追趕在後。
PH_1b01_0000_NAR	他們從不可思議的世界\n再度回到了阿瓦隆森林。\n但是，景色稍微有點不太一樣。
PH_1b01_0010_NAR	也許是在裂縫另一端的世界\n破壞了大型機械裝置的緣故，\n原先被幻覺隱藏的道路重新顯現出來了。\n
PH_1b01_0020_NAR	發現白狼了。\n他們急忙追趕在後。
BK_1050_0000_NAR	月光照進了森林的一隅。\n
BK_1050_0005_NAR	一踏進那裡，\n瑟蕾莎手上的魔導器\n就突然開始發光。
BK_1050_0010_MOR	「我終於找到你了，瑟蕾莎！」
SM_001100_0000_CER	「摩、摩根娜！？」
SM_001100_0010_NAR	光芒中浮現出了一個人影，\n瑟蕾莎簡直不敢相信自己的眼睛。\n
SM_001100_0020_MOR	「看樣子你平安無事……\n發現你進入森林時\n我擔心得快要瘋掉了。」
SM_001100_0030_MOR	「更重要的是，\n我應該說過絕對不准進入森林。\n而且你竟然連魔導器也帶出去，\n到底在想什麼啊！」
SM_001100_0040_NAR	那是摩根娜的魔法幻影。\n大發雷霆的狠勁比本人還可怕，\n瑟蕾莎一句話也說不出來。
SM_001100_0050_MOR	「等你回來之後我再好好聽你辯解\n為什麼要做這種蠢事。\n\n但既然你已經踏進了森林，\n就未必能夠活著回來。」
SM_001100_0060_NAR	摩根娜神情嚴肅地娓娓道來。\n據說，妖精為了困住誤闖進來的人類，\n對這座森林施了法術。\n
SM_001100_0070_NAR	那個法術極為強大，\n就連摩根娜也無法破解。\n
SM_001100_0080_MOR	「以目前來說，\n光是像這樣說話就已經很吃力了。\n接下來我會想辦法讓你離開森林。」
SM_001100_0090_MOR	「在那之前，\n你只要盡量待在安全的地方，\n想辦法活下去就好。」
SM_001100_0100_CER	「這個你不用擔心！\n我已經用魔導術成功召喚出惡魔了！」
SM_001100_0110_MOR	「布偶……？\n你該不會讓惡魔\n附在那種東西上了？」
SM_001100_0130_MOR	「好吧……以你來說算是表現可嘉。\n如果能善用那個惡魔的話，\n多少還是可以自保的吧。」
SM_001100_0140_MOR	「阿瓦隆森林\n是邪惡妖精控制的地盤。\n但應該也能勉強找到\n對魔導有益的東西。」
SM_001100_0150_CER	「難道是指那個嗎……？\n我撿到了類似金平糖的東西。」
SM_001100_0160_MOR	「那是蘊藏魔力的結晶體。\n餵食給惡魔的話\n說不定會有所幫助。」\n
SM_001100_0170_NAR	雖然很緩慢，\n但月光開始逐漸變弱了。\n森林蠢蠢欲動，\n彷彿想干擾摩根娜的魔力。
SM_001100_0180_MOR	「使喚惡魔，務必謹記以下鐵律。\n所謂的惡魔，就是魔女最強大的武器。\n必須抹滅所有感情，\n把惡魔當成自己的手腳操控。」
SM_001100_0190_NAR	月光被徹底隔絕，\n摩根娜的身影也隨之消失了。
SM_001100_0210_NAR	小柴貓一臉不悅地低吼。
SM_001100_0220_CER	「你、你怎麼那樣說！？\n摩根娜是我的老師耶。\n不可以說那麼沒禮貌的話！」
SM_001100_0230_CER	「不過摩根娜也太擔心我了吧……\n我都已經成功召喚出惡魔了，\n就算要跟妖精戰鬥也不是問題啊。」
SM_001100_0240_NAR	一直得不到摩根娜的認同，\n讓瑟蕾莎更加不滿了。
SM_001100_0250_NAR	挨罵的事，早已忘得一乾二淨。
SM_001100_0260_CER	「我還是要去追狼。\n等我得到力量，變成強大的魔女，\n摩根娜一定也會為我感到開心的！」
SM_001100_0270_CER	「還有那個金平糖……\n說是對小柴貓有幫助，\n究竟是怎麼回事呢？」
BK_1060_0000_CER	「白狼跑到哪裡去了……」
BK_1060_0010_CER	「感覺那裡面很可疑……\n我們去看看吧！」
BK_1060_0020_NAR	突然間，一群妖精出現了。\n出其不意的襲擊\n讓瑟蕾莎不知所措。\n
BK_1060_0040_CER	「不、不要妨礙我！」\n
BK_1060_0070_NAR	推開幫不上忙的瑟蕾莎，\n小柴貓跳到了敵人的面前。\n
BK_1060_0080_NAR	「我要把你們全部吃掉！」\n小柴貓露出獠牙，彷彿在如此宣告著，\n隨後立刻朝那群妖精撲了過去。\n
PH_1060_0000_CER	白狼，等等我！
BK_1020_0000_NAR	找到了一個不可思議的球體。\n是少年所說的元素核心嗎？\n\n
BK_1020_0010_NAR	而那隻白狼\n正佇立在球體前面。
BK_1020_0020_NAR	瑟蕾莎想跑過去，\n就在她剛踏出一步時——
BK_1020_0040_CER	「喂，你幹什麼啊！？」
BK_1020_0050_NAR	突然跳出去的小柴貓，\n竟然打算攻擊白狼。
BK_1020_0070_NAR	「你不要只會逃，\n快說力量到底在哪裡！」
BK_1020_0080_NAR	小柴貓沒耐心追著狼跑了，\n祂要直接逼牠說出來。
BK_1020_0090_CER	「小柴貓！不可以這麼蠻橫不講理！」\n
BK_1020_0120_NAR	小柴貓的爪子\n終於成功破壞元素核心。\n隨之而來的是……\n
BK_1020_0130_NAR	如暴風般席捲的光之漩渦。但在那之中，\n瑟蕾莎感覺到有股奇妙的力量從體內湧出。
BK_1020_0140_CER	「這是什麼？感覺真不可思議。」
BK_1020_0150_NAR	「那個力量是怎麼回事？我也要！」\n小柴貓激動地大吵大鬧。
BK_1020_0160_NAR	看樣子，小柴貓也對這個\n不可思議的力量很感興趣。\n這到底是什麼力量呢？
PH_1030_0000_CER	我可以感覺到，這個植物身上\n也有跟剛才一樣的力量……
SM_001120_0000_NAR	他們得到了出乎意料的力量。\n\n這樣就能回魔界了嗎？\n小柴貓興奮地問。
SM_001120_0010_CER	「單靠這個力量\n是沒辦法讓你回家的。\n\n還得再破壞三個元素核心\n才能得到我正在尋找的力量。」
SM_001120_0030_CER	「但、但是，剛才得到的力量\n也一定能在這座森林裡派上用場的。」
SM_001120_0050_CER	「知、知道啦！\n我這不就在找狼了嗎！」\n
SM_001120_0060_NAR	這麼一說才發現，\n白狼不知何時消失了蹤影。
SM_001120_0070_NAR	想找到元素核心，\n就必須追上白狼才行。
SM_001120_0080_CER	「真是的！有夠任性！」\n
SM_001120_0090_NAR	他們一邊抱怨著彼此，\n一邊離開了那個地方。\n
LV_001005_0000_CER	不可以往下看……
LV_001005_0010_CER	看前面……\n要慢慢前進，瑟蕾莎……
LV_001010_0000_CER	咦？這個是……魔界的植物嗎？\n如果我灌注魔力的話……
LV_001015_0000_NAR	貿然靠近會有危險。\n但是瑟蕾莎似乎想到了\n能平安通過這裡的辦法。
LV_001015_0010_CER	我很擅長用魔法讓壞孩子聽話。
LV_001020_0000_NAR	瑟蕾莎終於找到了可以稍事歇息的地方。
LV_001025_0000_NAR	有一股清新花香刺激著瑟蕾莎的鼻腔。\n原來是能用來除魔的迷迭香。
LV_001025_0010_NAR	一聞到那股香氣，\n小柴貓就開始吵著要離開這裡。
LV_001025_0020_NAR	看樣子這個香味\n會讓惡魔感到痛苦。\n還是趕快離開，去找別條路比較好。
LV_001030_0000_CER	小柴貓，我限制住祂的行動了，\n趁現在動手！
LV_001035_0000_CER	我去前面開路，\n你待在原地等我。
LV_001050_0000_CER	即使你在裡面，\n布偶的重量也沒有改變呢。
LV_001055_0000_CER	哇！\n你連那種事也辦得到啊？
LV_001060_0000_CER	這裡也有迷迭香……
LV_001065_0000_CER	沒辦法了。\n我先自己走走看這條路。
LV_001070_0000_CER	這上面好像也有路可以走……
LV_001070_0010_CER	小柴貓，我把你丟上去，\n你看一下上面是什麼狀況好嗎？
LV_001075_0000_CER	咦？這個是……
LV_001075_0010_NAR	周遭殘留著疑似魔女生活過的痕跡。
LV_001075_0020_CER	這表示有其他魔女比我更早進入森林嗎……
LV_001075_0030_CER	也好，多虧如此，\n我們似乎可以好好休息了，小柴貓。
LV_001080_0000_CER	是白狼……那個男孩說的是真的！\n
LV_001080_0010_CER	只要能追上那隻狼，就一定可以……\n小柴貓，我們追！
LV_001095_0010_NAR	瑟蕾莎的眼前出現了奇幻的空間。
LV_001095_0020_NAR	沒想到陰森的森林深處，竟然有這種地方。\n瑟蕾莎覺得心情稍微開朗了起來。
LV_001100_0000_CER	這是妖精收集來的寶物嗎？\n要是知道被我拿走，肯定會氣到哭出來。
LV_001105_0000_CER	是沒看過的結界。\n那也是出自妖精之手嗎……？
LV_001105_0010_CER	另一頭到底有什麼呢……
LV_001110_0000_CER	討厭……妖精為什麼都那麼粗暴啊？
LV_001110_0010_NAR	「祂們看你膽小，就得寸進尺了。」\n小柴貓語帶輕蔑地說。
LV_001130_0000_CER	這個是！？
LV_001130_0010_NAR	那裡有一塊被磨到發亮的巨大岩石，\n就像練舞用的鏡子一樣光滑。
LV_001130_0020_CER	對了，在這裡練習的話，\n就算失誤也不會被罵，\n說不定還能跳得比平常好喔！
LV_001130_0030_CER	來試試看好了？
LV_001145_0000_NAR	道路往隧道狀木拱門的另一端\n不斷延續。
LV_001145_0010_NAR	剛才那些妖精\n是在守護這裡嗎？
LV_001150_0000_CER	總覺得只要待在這裡，心情就會很平靜。
LV_001150_0010_NAR	瀰漫在周圍的神聖氣息\n撫慰著瑟蕾莎的心靈。
LV_001900_0000_CER	嗯？啊！\n我找到好東西了！
LV_001900_0010_CER	暗影魔女的調製術，我可是很拿手的。\n趕緊來試試看吧！
LV_001905_0000_NAR	瑟蕾莎的眼前突然一陣扭曲。\n並不是暈眩的緣故。
LV_001905_0010_NAR	是妖精施展了邪惡的法術嗎？\n看著裹足不前的瑟蕾莎，小柴貓挑釁地說……
LV_001905_0020_NAR	「怎麼了？你不是要去追狼嗎？」
LV_001905_0030_CER	我正要去。\n你不要說話！
LV_001910_0000_CER	這、這是什麼啊！？
LV_001910_0010_NAR	踏進扭曲空間的瞬間，\n瑟蕾莎差點停止呼吸。
LV_001910_0020_NAR	就像被某種東西吞噬了一樣，\n周遭突然變成一片令人不舒服的光景。
LV_001910_0030_CER	沒、沒事的。\n一點也不可怕……！
LV_001915_0000_CER	討厭，該往哪裡走才好？\n咦？
LV_001915_0010_NAR	瑟蕾莎手上的魔導器突然開始發光。\n這到底是怎麼回事？
LV_001915_0020_NAR	在魔導器的光芒照射下，\n之前看不見的東西\n都在瑟蕾莎眼前浮現了出來。
LV_001915_0030_CER	從前看不到的東西都看得見了……\n魔導器竟然有這種力量……？
LV_001920_0000_CER	哇！？\n我這是站在哪裡啊！？
AC_CEREZA010_0010_CER	白狼，等等我！
Text/hud_MES
HUD_GAMEOVER_PARTS_02	回到檢查點
HUD_GAMEOVER_PARTS_03	放棄
HUD_GAMEOVER_PARTS_04	讀取
HUD_GAMEOVER_PARTS_05	返回標題
HUD_GAMEOVER_PARTS_12	再次挑戰
HUD_GAMEOVER_PARTS_13	離開提爾納諾
HUD_ACTION_01	煉獄果實
HUD_ACTION_02	跳躍
HUD_ACTION_03	攻擊
HUD_ACTION_04	放入
HUD_ACTION_05	抓住
HUD_ACTION_06	乘坐
HUD_ACTION_07	下來
HUD_ACTION_08	召喚
HUD_ACTION_09	跳躍
HUD_ACTION_10	月之珍珠
HUD_ACTION_11	調查
HUD_ACTION_12	食用
HUD_ACTION_13	放下
HUD_ACTION_51	拿取
HUD_ACTION_52	抓住
HUD_ACTION_53	攀爬
HUD_ACTION_54	跳躍
HUD_ACTION_55	穿過去
HUD_ACTION_56	調查
HUD_ACTION_57	吸收魔力
HUD_ACTION_58	幫助
HUD_ACTION_59	說話
HUD_ACTION_60	進入
HUD_ACTION_61	休息
HUD_ACTION_62	學習技能
HUD_ACTION_63	乘坐
HUD_ACTION_64	使用
HUD_ACTION_65	下來
HUD_ACTION_66	召喚
HUD_ACTION_67	打開
HUD_ACTION_68	撫摸
HUD_ACTION_69	跳躍
HUD_ACTION_70	魔女脈衝
HUD_ACTION_71	放下
HUD_ACTION_72	拉動
HUD_ACTION_73	抱
HUD_ACTION_74	投擲
HUD_ACTION_75	請人幫忙打開
HUD_ACTION_76	放回原位
HUD_ACTION_77	媽咪！！
HUD_ACTION_78	搖響
HUD_ACTION_79	幫忙
HUD_ACTION_80	回憶書籤
HUD_ACTION_81	跳進
HUD_ACTION_82	月之珍珠
HUD_ACTION_83	煉獄果實
HUD_ACTION_84	安撫
HUD_ACTION_85	拿著
HUD_ACTION_86	轉動
HUD_ACTION_87	解放
HUD_ACTION_88	退出
HUD_ACTION_89	道別
HUD_ACTION_90	放下
HUD_FRUITS_RUBY_01	獲得煉獄果實！
HUD_FRUITS_RUBY_02	獲得月之珍珠！
HUD_FRUITS_RUBY_11	香甜可口的魔界水果！
HUD_FRUITS_RUBY_12	蘊藏月之力的魔女寶石！
HUD_SAFEAREA_PARTS_01	發現魔女藏身處！
HUD_SAFEAREA_PARTS_03	
HUD_SAFEAREA_PARTS_04	
HUD_SAFEAREA_PARTS_05	
HUD_ED_01	迴避
HUD_ED_02	荊棘束縛
HUD_RESET_01	重置
HUD_TA_01	最佳
HUD_UNLOCK_01	發現新區域！
HUD_UNLOCK_02	登錄魔女藏身處！
HUD_UNLOCK_03	登錄記錄檔案！
HUD_UNLOCK_04	登錄人魂！
Text/hud
HUD_NOTICE_TXT_01	已解鎖地圖！
HUD_NOTICE_TXT_02	已解鎖魔女藏身處！
HUD_NOTICE_TXT_03	已登錄記錄檔案！
HUD_NOTICE_TXT_04	已登錄人魂！
HUD_PURPOSE_TXT_1010	繼續前進
HUD_PURPOSE_TXT_1020	和貞德一起趕路
HUD_PURPOSE_TXT_1030	繼續趕路
HUD_PURPOSE_TXT_1040	去找摩根娜
HUD_PURPOSE_TXT_1050	去東邊的水井汲水
HUD_PURPOSE_TXT_1060	把井水交給摩根娜
HUD_PURPOSE_TXT_1070	前往南邊的香草田
