Text/archive
ARC_ARCHIVE_TXT_01	在故事中登场的人物。
SM_004030_0010_NAR	虽然瑟蕾莎能用一些魔导术了，\n但独自走在森林里依旧谈不上轻松。
SM_004030_0020_NAR	要是小柴猫跟在身边……
SM_004030_0030_CER	“我才不管那个粗暴的家伙呢。\n不就是森林吗，我一个人就能……”
SM_004030_0040_NAR	这时，她听到了一个熟悉的声音。\n那是小柴猫的声音。\n\n它似乎受了伤，\n正在被妖精们追赶着。
SM_004030_0050_CER	“我才不管它呢！”
SM_004035_0000_NAR	瑟蕾莎总算渡过了难关，\n这比她想的还要费劲。
SM_004035_0010_NAR	她已经彻底没了\n和小柴猫大吵一架时的气势。
SM_004035_0020_NAR	她不由自主地想，\n小柴猫没事吧……
SM_004040_0000_NAR	在要塞里乱转时，\n瑟蕾莎再次发现了小柴猫。\n\n它好像被妖精们逼到了绝境，\n身上受了很重的伤，动弹不得。
SM_004040_0010_CER	“我、我已经决定……\n不去管它了……！”
SM_004040_0020_NAR	等瑟蕾莎回过神来时，\n她发现自己已经冲了出去，\n而且是朝着小柴猫的方向……
SM_004040_0030_CER	我只是不想让妖精弄坏\n妈妈给我的重要玩偶！
SM_004050_0000_CER	“他们在……说着什么？”
SM_004050_0010_NAR	小柴猫被妖精们抓住了。\n那些妖精之中，\n有一个妖精看起来格外神气。
SM_004050_0020_NAR	它好像在说着些什么，\n但瑟蕾莎离得太远了，听不太清。
SM_004050_0030_CER	“那些妖精打算做什么？”
SM_004050_0040_NAR	妖精们把小柴猫带进了\n建筑物里。
SM_004050_0050_CER	“小柴猫……！”
SM_004050_0060_NAR	瑟蕾莎忘却了恐惧，\n一心追赶着妖精们。
SM_004050_0070_CER	“这边好像进不去……\n有没有其他入口呢？”
SM_004050_0090_CER	“白狼！？”
SM_004050_0100_NAR	白狼突然出现在了瑟蕾莎面前。
SM_004050_0110_NAR	白狼嚎叫了一声，\n如同在呼唤瑟蕾莎一般，随后奔跑起来。
SM_004050_0115_NAR	瑟蕾莎跟在白狼身后，\n到了一个小小的洞穴前，\n穿过洞穴似乎就能进入要塞。
SM_004050_0120_NAR	凭瑟蕾莎的体型，\n稍微努力应该能钻进去。
SM_004050_0125_CER	“从这里进去，\n应该就能躲过妖精们了……\n白狼，谢谢你的帮助！”
SM_004050_0130_CER	“等、等等！里面很危险！”
SM_004060_0000_CER	“白狼，\n这里是妖精们的要塞哦，\n你待在这里是很危险的。”
SM_004060_0010_NAR	狼仍然笔直地站在原地，\n定定地看着瑟蕾莎。\n\n它的眼神坚定，\n像是在告诉她：\n我们一起去吧！
SM_004060_0020_CER	“白狼，谢谢你……！\n其实我一个人去是有点怕的。
SM_004060_0025_CER	啊……你别把这些话告诉小柴猫哦！”
SM_004060_0030_NAR	于是，瑟蕾莎就和白狼一起\n朝着要塞内部进发了。
SM_004070_0000_CER	“小柴猫……！”
SM_004070_0010_NAR	瑟蕾莎总算找到了小柴猫，\n它遍体鳞伤。
SM_004070_0020_NAR	瑟蕾莎藏在暗处屏住呼吸，\n她听见了妖精的讲话声。
SM_004070_0030_NAR	你怎么就听不懂？\n我们只是想要那个小姑娘的命！
SM_004070_0040_NAR	只要你不来妨碍我们，\n我们完全可以送你回魔界！
SM_004070_0050_NAR	那是恶魔交流时所用的语言。\n\n那个最神气的妖精\n似乎想和小柴猫做交易。
SM_004070_0060_NAR	瑟蕾莎感到脊背发凉，\n连心脏都像是被冻成了冰。
SM_004070_0070_NAR	你听好，这是最后一次机会！\n你还想继续妨碍我们吗！？
SM_004070_0080_NAR	妖精们逼迫着小柴猫给出答案。\n瑟蕾莎屏住呼吸，专心听着他们的对话。
SM_004070_0090_NAR	紧接着……\n小柴猫慢慢开口了。
SM_004070_0100_NAR	“我才不信妖精说的鬼话，\n我要吃光你们！”
SM_004070_0110_NAR	小柴猫瞪着妖精们，\n斩钉截铁地拒绝道。
SM_004070_0120_CER	“小柴猫！”
SM_004070_0130_NAR	瑟蕾莎不顾一切地\n飞奔了出去。
SM_004070_0140_CER	“别妨碍我！”
SM_004070_0150_NAR	白狼担负起了诱饵的职责，\n吸引了妖精们的注意力。
SM_004070_0160_CER	“白狼……谢谢你！”
SM_004080_0000_CER	“小柴猫！”
SM_004080_0010_NAR	妖精们被突然出现的瑟蕾莎\n吓了一跳，随后……
SM_004080_0020_NAR	就在妖精们不知所措时，\n瑟蕾莎解开了小柴猫的束缚。
SM_004080_0025_NAR	他们配合得格外默契。
SM_004080_0030_CER	“既然还有吼叫的力气，那看来没事。\n好了，赶快收拾掉这些家伙吧！”
SM_004080_0040_NAR	“就你的水平而言，这话说得还不错。\n看我尽情大闹一番吧！”\n\n瑟蕾莎和小柴猫都充满了干劲。\n他们肩并着肩，开始肆意大闹，\n整个要塞都被搅得天翻地覆！
BK_4080_0010_CER	“小、小柴猫！？”
BK_4080_0020_NAR	小柴猫的腿上裂开了一道大口子，\n就连里面的棉花都冒出来了一些。
BK_4080_0030_NAR	那是妖精们干的好事，\n而小柴猫一直瞒着瑟蕾莎。
BK_4080_0040_CER	“你伤得好重……！”
BK_4080_0050_NAR	这样下去，\n小柴猫很快\n就会因为魔力耗尽而死。
BK_4080_0060_CER	“你别逞强啊！\n现在再动弹的话，伤口就更……”
BK_4080_0080_NAR	眼下必须赶快\n治好小柴猫的伤。
BK_4080_0090_NAR	瑟蕾莎现在能用的\n只有一个办法。
BK_4080_0100_MOR	“瑟蕾莎，听好了。”
BK_4080_0110_MOR	“对暗影魔女来说，头发也是一种魔导器，\n同时也是呼唤恶魔时不可或缺的要素。”
BK_4080_0120_MOR	“所以，对魔女来说，\n自己的头发就和生命一样重要。”
BK_4080_0130_CER	“现在……比起我的头发，\n还有更重要的东西。”
BK_4080_0140_NAR	那是很重要的头发，\n有了它，才能成为和妈妈一样的魔女。
BK_4080_0150_NAR	瑟蕾莎用这头发治疗了小柴猫，\n它的伤口以肉眼可见的速度愈合了。
BK_4080_0160_NAR	“这么做真的好吗？”\n小柴猫一脸担心地问道。
BK_4080_0170_CER	“只是头发而已……\n再留长就好啦。”
BK_4080_0180_CER	“话说回来……\n我和你约好了，\n要送你回家对吧。”
BK_4080_0190_CER	“无法实现和恶魔许下的约定，\n这可有损魔女的尊严。”
BK_4080_0200_CER	“所以我决定……”
BK_4080_0210_NAR	小柴猫变回玩偶的形态，\n回到了瑟蕾莎的怀里。
BK_4080_0220_NAR	“这样比较轻松，带我走吧。”\n瑟蕾莎好像听见了它的小声嘟囔。
BK_4080_0230_CER	“包在我身上！”
BK_4080_0240_NAR	瑟蕾莎紧紧抱住了小柴猫。\n\n她总觉得小柴猫好像也\n紧紧地回抱住了自己。
IN_4010_0010_NAR	瑟蕾莎和小柴猫就这样再次会合了。\n两人继续开始前进，\n寻找不知何时消失不见的狼。
BK_4020_0000_NAR	两人忽地停住了脚步。\n这附近飘荡着一股不祥的气息。\n就在这时……
BK_4020_0010_POO	“听着！在吾心爱的王国里散播\n忧虑和混沌的小丫头，\n唤醒禁忌之子，\n究竟有何企图！”
BK_4020_0020_NAR	那个最神气的妖精站在了两人面前。
BK_4020_0030_CER	“它在说人话！\n不过它讲话的方式有点奇怪……”
BK_4020_0040_POO	“不知悔改的小丫头啊，\n就由王代替无能的家臣们，\n挥下愤怒的铁锤吧！”
BK_4020_0050_NAR	神气的妖精\n以高高在上的口吻说道……\n但它的说话方式太奇怪，\n两人听不明白它到底想表达什么。
BK_4020_0070_CER	“唔……\n看来你不太会说人类的语言呢。\n总而言之，\n你就是妖精的王吗……？”
BK_4020_0075_CER	总而言之，\n你就是妖精的王吗……？”
BK_4020_0080_POO	“愚不可及之徒啊，\n虽说愚昧，却也有幸来到吾面前，\n这点值得称赞。”
BK_4020_0090_POO	“然而，无论有多幸运，\n都无法与吾抗衡。\n尔等可知为何？”
BK_4020_0100_POO	“吾乃妖精中首屈一指的妖精，\n拥有天赐的才智，\n必将指引王国走向光明——”
BK_4020_0110_POO	“啊，没错！吾正是——”
BK_4020_0120_POO	“妖精王普卡！”
BK_4020_0140_CER	“不管这么多了。\n总之就是你\n让小柴猫吃了大苦头吧。\n我要惩罚像你这样的坏孩子！”
BK_4020_0150_NAR	小柴猫也摩拳擦掌地想大闹一场，\n一心想报之前的一箭之仇。
BK_4020_0160_POO	“可悲！可叹！\n尔等比坠入短暂爱河的天使\n还要可怜可叹！”
BK_4020_0170_POO	“那就让尔等见识见识\n连天地都为之惧怕的\n王之力吧！”
BK_4060_0000_POO	“啊，怎会如此！\n吾之傀儡分崩离析，\n诅咒之炎灼烧吾身！”
BK_4060_0010_POO	“然而，即便此身燃烧殆尽，\n也绝不饶恕穷凶极恶之徒！”
BK_4060_0020_CER	“那个妖精在说什么啊？\n该不会是想赌上自己的性命……”
BK_4060_0030_NAR	听了妖精普卡说的话，\n两人察觉到了危险，于是飞奔而出。
BK_4060_0040_POO	“愿吾之妖精王国荣光长存！”
BK_4060_0045_POO	“伴随着按钮声……”
BK_4060_0070_NAR	爆炸气流裹挟着瑟蕾莎和小柴猫，\n两人都被吹飞了。\n他们没事吧……？
SM_004140_0010_CER	“好痛啊……\n那家伙到底在搞什么啊！”
SM_004140_0020_CER	“咦？\n怎、怎么了，有什么好笑的？”
SM_004140_0030_CER	“啊！这是什么！\n实、实在是太脏了！！”
SM_004140_0040_NAR	瑟蕾莎这才注意到自己脸上脏兮兮的，\n她连忙伸手去擦干净。\n\n小柴猫看着瑟蕾莎的脸\n捧腹大笑，完全停不下来。
SM_004140_0050_CER	“等下次再见到那家伙……\n我绝对不会轻饶了他！\n\n小柴猫，\n你还要笑到什么时候呀！\n\n好了，快站起来，\n我们要出发了！”
SM_004140_0060_NAR	瑟蕾莎不满地鼓着脸，\n气呼呼地迈开步子。\n\n小柴猫慌忙追了上去，\n小心翼翼地瞥了瞥瑟蕾莎的脸色……\n\n然而它只瞧见了瑟蕾莎气鼓鼓的脸颊，\n只能拼命忍着，不让自己再笑出来。
SM_004090_0000_LUC	“真亏你能跨越无数难关，\n抵达了这里。\n瑟蕾莎，你真厉害。”
SM_004090_0010_CER	“我能来到这里\n也多亏了小柴猫，\n所以也不只是我的功劳。”
SM_004090_0020_LUC	“恶魔的力量也是你的实力……\n你一定能成为一个了不起的魔女。”
SM_004090_0030_LUC	“我很快就能直接与你相见了……\n等到那时再尽情地聊一聊吧。”
BK_8120_0000_CER	“这样一来，\n就破坏掉所有元素核心了！”
BK_8120_0010_CER	“小柴猫，\n这是最后的元素之力了。\n我们来一起试一试吧！”
SM_004100_0000_CER	“白狼！\n你没事就好。”
SM_004100_0010_NAR	白狼看起来很精神，\n这让瑟蕾莎松了一口气。
SM_004100_0020_CER	“我们肯定马上就能到\n莱卡翁那里了。\n小柴猫，快走吧！”
SM_004110_0000_NAR	摩根娜的幻影出现了。\n\n她看见瑟蕾莎的样貌后皱起了眉头。
SM_004110_0010_MOR	“瑟蕾莎，\n你的头发是怎么回事！？\n我不是让你好好珍惜头发吗！”
SM_004110_0020_CER	“这、这是因为……\n我必须得这么做。”
SM_004110_0030_NAR	瑟蕾莎向摩根娜解释，\n自己是为了救小柴猫才剪了头发。
SM_004110_0040_MOR	“居然为了恶魔用掉\n自己宝贵的头发……\n本应使役恶魔的魔女，\n怎么能反被恶魔所用呢。”
SM_004110_0050_MOR	“我还有很多话想跟你说，\n不过还是等你平安回来再说吧。”
SM_004110_0070_MOR	“破坏妖精结界的魔导术\n很快就要完成了。\n你一定要撑到那个时候。”
SM_004110_0080_CER	“我、我明白了。\n摩根娜，谢谢你。”
SM_004110_0090_MOR	“妖精们应该很难对付，\n但你要用尽自己的力量渡过这个难关。\n\n愿魔导保佑你。\n瑟蕾莎，你一定要平安无事……”
SM_004110_0100_CER	“我当然会渡过这个难关。\n而且，我也一定会去莱卡翁那里，\n得到力量。\n\n这样一来，你也能回家……”
SM_004110_0110_NAR	两人沉默地对视了一眼。\n瑟蕾莎拿到力量\n也就意味着两人即将分别。\n\n这个念头不约而同地浮现在两人的脑海。
SM_004110_0120_CER	“不想别的了，\n打起精神，继续前进吧！”
LV_004005_0000_CER	嗯……？\n小柴猫，你刚刚说什么了吗？
LV_004005_0010_CER	好奇怪啊……总觉得听到了什么声音……
LV_004010_0000_CER	妈妈？\n是妈妈吗？
LV_004010_0010_CER	妈妈……等等我！！\n妈妈！！
LV_004015_0000_CER	我、我一个人就能对付这座森林。\n没错，就算只有我，我也不害怕……！
LV_004015_0010_CER	白狼去哪里了呢……\n肯定是走了这条路吧。
LV_004020_0000_NAR	眼前出现了城堡般的巨大建筑物，\n它耸立在一片昏暗之中。
LV_004020_0010_CER	瑟蕾莎，别担心。\n就算只有自己也没什么好怕的……没事的……一个人也能行……
LV_004025_0000_CER	也不知道妖精们都藏在哪里，\n要静悄悄地行动……
LV_004025_0010_CER	要是被妖精们发现了就糟了。\n我要静悄悄地行动……
LV_004030_0000_NAR	瑟蕾莎得单独对抗妖精们，\n究竟要怎么做才能解决它们呢？
LV_004030_0010_CER	有没有什么……能派上用场的东西？
LV_004035_0000_CER	瑟蕾莎，你要加油！\n不能在这时候放弃！
LV_004040_0000_NAR	眼前出现了一个巨大的钢铁建筑。\n那似乎是妖精们建成的要塞。
LV_004040_0010_NAR	要塞上有一条险恶异常的裂缝。
LV_004040_0020_CER	那是什么……？\n比平常见到的裂缝还大得多。
LV_004045_0000_CER	白狼，你要去哪里？\n莫非你知道其他入口？
LV_004050_0000_CER	小柴猫也真是的……\n居然被抓住了，真是笨手笨脚！
LV_004055_0000_CER	这条路通往哪里？\n小柴猫究竟被带到哪里去了啊……！
LV_004055_0010_CER	就连在做魔导术训练时，\n我都没这么累过……！
LV_004060_0000_NAR	妖精们似乎在大声谈论着什么。
LV_004060_0010_CER	虽然不知道它们在说什么……\n但看它们兴奋的样子，肯定是打算做坏事！
LV_004065_0000_CER	居然有那么多妖精……！？\n我们真的逃得出去吗？
LV_004070_0000_CER	说起来，我之前也和贞德一起\n爬上过钟楼的屋顶……
LV_004070_0010_CER	贞德明明很害怕还硬是逞强……呵呵。
LV_004075_0000_CER	啊，小柴猫……！
LV_004080_0000_CER	情急之下试着用了一下……这还是\n我第一次成功使出修复魔导术呢。
LV_004080_0010_CER	还有什么别的能用的吗……？
LV_004085_0000_CER	我的修复魔导术怎么样？\n这就是我平日里练习的成果！
LV_004085_0010_NAR	“这种伤对我来说算不得什么。\n不过……这条丝带倒还不赖。”
LV_004085_0015_NAR	小柴猫有些害羞地答道。
LV_004085_0020_CER	嗯，你戴着它显得很好看……
LV_004090_0000_NAR	面前出现了散发着红光的球体，\n两人终于发现了最后的元素核心。
CE_004000_0000_CER	妈妈！？\n怎么会有这种事……
CE_004010_0000_CER	就用我的修复魔导术修好坏掉的拷问工具……！
CE_004010_0010_CER	既然它坏了，那就修好它！
CE_004020_0000_CER	小柴猫，就是现在！\n把它关进去！！
CE_004030_0000_CER	升天吧。
CE_004030_0010_CER	逝去吧。
CE_004030_0020_CER	永别了。
LV_004900_0000_CER	别害怕……这叶子可结实了，\n一定不会沉下去的……
LV_004905_0000_CER	小柴猫，原来你会游泳啊！？\n我、我不想弄湿衣服。
LV_004910_0000_CER	小、小柴猫！\n你得慢慢来！
LV_004915_0000_NAR	小柴猫能随心所欲地推动叶子，\n它的心情似乎很好。
LV_004920_0000_CER	“小柴猫！！\n都让你慢一点了！！”
LV_004925_0000_CER	“你看，浑身都湿透了，\n我早就提醒过你了。”
LV_004930_0000_CER	好烫！\n火势好旺……会被烧成焦炭的！
LV_004935_0000_NAR	瑟蕾莎独自遇上了妖精，\n她该怎么做才能逃脱呢？
LV_004940_0000_NAR	一个耸立在昏暗中的\n奇怪建筑物映入眼帘。
LV_004945_0000_CER	我都能转动这么大的齿轮了！\n虽然转反了……
CE_004800_0000_CER	它怎么有这么大的本事！？\n我们得赶快逃才行！
