CommonMsg\CuiMsgWin.msbt
Msg_Network_Error	发生连接错误。
C4_S02_06	哈哈，真是个精力充沛的老爷爷……{[0100|0f000000]}很好。{[0004]}我……没错，{[0100|0f000000]}我是 “{color[0100]}熊先生{color[ffff]}”。
C4_S02_07	你……熊先生？{[0100|1e000000]}\n我不……什……叫熊……的家伙！
C4_S02_08	{[0406]}沙沙————！\x0f\x04\x06
C4_S02_09	啊，通话在紧要关头中断了……{[0100|1e000000]}\n喂——！爷——爷——！{[0004]}……嗯——好像联络不上了。{[0004]}虽然很担心，但跟着反应走应该就能找到他吧。{[0100|1e000000]}\n我们走吧，3号！
EventFlowMsg\Mission_AfterClearBossStage_2.msbt
C4_S03_00	……嗯……嗯。
C4_S03_01	“做得好，3号。{[0100|1e000000]}\n　不过，鱼浆帮那些家伙可不会轻易放弃。”{[0004]}……司令是这么说的哦。
C4_S03_02	……{[0406]}沙\x0f\x04\x06……回答。{[0004]}……请求回答——！！
C4_S03_03	啊，是爷爷！{[0100|0f000000]}嗨——！
C4_S03_04	爷爷，你还好吗？{[0100|0f000000]}\n现在情况怎么样了？
C4_S03_05	哦哦！终于联络上了！！{[0004]}快来救我！{[0100|0f000000]}把我关起来的\n是一个叫什么熊先生的家伙！{[0004]}根据我听到的声音和稀薄的空气来判断，\n这里应该是个非常高的地方！
C4_S03_06	咦，不是吧……{[0004]}说到这附近比较高的地方……\n就只有那里了吧。
C4_S03_07	……哼，竟然判断出了这里是高处，{[0004]}喷嘴部队曾经的领导者，身经百战的白鱿，\n果然不可小觑啊……{[0004]}虽然比我的计划要早了一点，\n但还是在被妨碍之前解决掉吧。
C4_S03_08	什、什么！你要做什么！{[0004]}呜哇哇！！
C4_S03_09	……啊，{[0100|0f000000]}感觉有点不妙。
C4_S03_10	爷爷！我们马上就来救你！！
C4_S03_11	可是，要怎样才能到那里去呢……
C4_S03_12	……我有预感，这个宝物应该能派上用场。{[0004]}3号，如果你准备好搭乘火箭了，\n就到宝物这边来告诉我们吧。
EventFlowMsg\Mission_AfterLastBoss.msbt
Comment_00	嗯……{[0100|1e000000]}你们还挺厉害的嘛。
Comment_01	然而，时候已到……{[0100|3c000000]}地球将再次属于哺乳类。
Comment_02	哼哼……{[0100|0f000000]}我已掌握事情的全貌！
Comment_03	共同守护我们的领地吧！
Comment_04	我们也会给3号加油的！
Comment_05	走过路过不要错过！
Comment_06	现在正是超鱿型的强者！
Comment_07	我们屹立不倒的3号……
Comment_08	击败巨熊的时刻！
Comment_09	鲼鲼！
Comment_10	今天也要将每个角落……
Comment_11	涂得满满当当！
Comment_12	哟！宛如大白鲨——！！
Comment_13	好了～出发吧。
Comment_14	聆听即天堂！
Comment_15	歌唱即极乐！
Comment_16	看啊！{[0100|0f000000]}鱼贝类的力量汇聚在了一起！
Comment_17	这、这些光是……
Comment_18	{[0101|3333333f]}从天而降的三道光芒，{[0100|1e000000]}\n汇成旋涡，驱散灾厄……
Comment_19	是蛮颓地区广为流传的神鱼……{[0100|2d000000]}大鲑鱼大人！！
Comment_20	鲼——！！{[0405]}（太棒了！！）\x0f\x04\x05
EventFlowMsg\Mission_AppearBossA.msbt
000	等等——！
001	你看起来挺厉害的嘛！
002	要不要做我们的手下？{[0100|1e000000]}\n要是你加入的话，我可以将宝物分一半给你哦！
003	……这样啊，{[0100|0f000000]}不愧是蛮颓之民。
004	那就不必再多说了，{[0100|0f000000]}还是用拳头来交流吧！
005	来吧，黄色海鳗！
006	准备好……
007	开始狂欢吧！！
101	我等候你多时了！
102	我可不会甘心认输！{[0100|1e000000]}\n再来和我比试一次！！
103	……嗯，{[0100|0f000000]}让我想想。
104	既然我们都来自蛮颓，{[0100|0f000000]}那必须用拳头交流才行啊！
105	来吧，黄色海鳗！
106	让我们再一次……
107	开始狂欢吧！！
EventFlowMsg\Mission_AppearBossB.msbt
000	那边那位，请留步。
001	你居然会盯上这个宝物，{[0100|0f000000]}\n眼光不错啊。
002	但是……{[0100|0f000000]}这应该不太适合\n像你这种高雅的人吧？
003	不想和初次见面的人说话……{[0100|1e000000]}是吗？
004	你这人真是坏啊。
005	就让我来教教你什么是礼节吧！
006	来吧，老师！
007	好，{[0100|0f000000]}我要大开鲨戒！！
101	既然到这里来了，\n就说明你还想和我玩吧？
102	居然特地来为我送上胜利，\n你可真体贴。
103	还是对我不理不睬……
104	你这人果然好坏啊。
105	不要太小看我了！
106	来吧，老师！
107	再来一次，{[0100|0f000000]}大开鲨戒！！
EventFlowMsg\Mission_AppearBossC.msbt
000	鲼！{[0405]}（等一下！）\x0f\x04\x05
001	……哼鲼——！{[0405]}（我不会把宝物让给你们的！）\x0f\x04\x05
002	哼哼哼鲼……！{[0405]}（其实我并不想战斗……）\x0f\x04\x05
003	鲼！！{[0405]}（但这都是为了蛮颓！！）\x0f\x04\x05
100	鲼！{[0405]}（啊，又来了！）\x0f\x04\x05
101	……哼鲼——？{[0405]}（想和我战斗吗？）\x0f\x04\x05
102	哼哼哼鲼……！{[0405]}（如果可以的话，我并不想战斗……）\x0f\x04\x05
103	鲼！{[0405]}（但如果我逃跑，你会生气的吧！）\x0f\x04\x05
EventFlowMsg\Mission_AppearSmallWorldBoss.msbt
Comment_00	嗯？{[0100|0f000000]}怎么了？！
Comment_01	哼……！{[0100|3c000000]}\n鱼干……{[0100|0f000000]}终于找到你了！
Comment_02	最近，我的仆人们陆续失踪……
Comment_03	就是你搞的鬼吧！
Comment_04	哦哦！{[0100|0f000000]}你是{color[0100]}DJ芥末章鱼将军{color[ffff]}！！
Comment_05	107年了，真是冤家路窄啊！{[0100|1e000000]}\n快把大电池鲶鱼还回来！
Comment_06	3号！他是章鱼军团的首领！{[0100|1e000000]}\n快去好好教训他！！
Comment_07	你在说什么……！
Comment_08	真是无法理解……！
Comment_09	但是我知道，我们的宿命就是战斗！
EventFlowMsg\Mission_BeforeBreakKebaInkTutorial.msbt
Comment_00	唔……有{color[0100]}绒毛墨汁{color[ffff]}的阻挡，无法前进啊……{[0004]}恐怕只要这个{[0316|0000803f00000000]}{color[0100]}核心{color[ffff]}还在，\n绒毛墨汁就不会消失。
Comment_01	嗯？{[0100|0f000000]}你的搭档小鲑鱼好像有话要说啊。{[0004]}对了……我听说{[0317|0000803f00000000]}{color[0100]}鲑鱼卵{color[ffff]}\n可以为小鲑鱼{color[0100]}增强力量{color[ffff]}！
Comment_02	按下{[0308|cdcc4c3f00000000]}，把{color[0100]}鲑鱼卵{color[ffff]}给小鲑鱼吧！
EventFlowMsg\Mission_BigWorldFirstAfterClear.msbt
000	3号！{[0100|0f000000]}3号——！
000_01	太好了～{[0100|0f000000]}你看起来平安无事呢！{[0100|1e000000]}\n不愧是3号——！
001	3号，欢迎回来～{[0004]}我们清楚地看到你和小鲑鱼的活跃表现了哦。
002	你可是拯救了地球的英雄哦！{[0100|1e000000]}\n虽然镇上的人都不知道就是了！
003	呼……{[0100|1e000000]}所谓英雄，{[0100|0f000000]}就是孤独的存在啊。
004	“你的目光也越来越有神了呢！”{[0100|1e000000]}\n司令也这么说哦。
005	嗯嗯！
006	好了，{[0100|0f000000]}今天也要充满活力——！
007	加鱿吧～～～！
EventFlowMsg\Mission_BigWorldStageFirst.msbt
000	……你们有没有听到什么？
001	{[0405]}“…{[0100|05000000]}…\x0f\x04\x05{[0100|05000000]}启动。”{[0004]}“系统检查……{[0100|0f000000]}OK。”{[0100|1e000000]}\n“认证设备……{[0100|0f000000]}正常。”{[0004]}“生物扫描开始。”
002	"扫描完成……{[0100|1e000000]}数据库无该数据。"{[0004]}"新用户注册开始。"
003	……嘎……{[0100|0f000000]}嘎叩叩……{[0100|1e000000]}叩。
004	您好。{[0100|0f000000]}我是{color[0100]}海豚豚{color[ffff]}。{[0100|1e000000]}\n担任幻界市民项目的导航。
005	哇！{[0100|0f000000]}它开始说话了。
005_01	欢迎来到幻界。{[0100|1e000000]}\n首先，请输入参加者的信息。
006	好像是这个设施的系统。{[0100|1e000000]}\n总之，先听听它说什么吧，3号。
007	{[0405]}…{[0100|05000000]}…{[0100|05000000]}……{[0100|1e000000]}叮铃♪\x0f\x04\x05{[0004]}用户名输入成功，{[0100|1e000000]}\n感谢您的参加，{[0100|0f000000]}尊贵的{color[0100]}3号{color[ffff]}。
008	啊，登录成3号了。
009	在本项目中，将通过幻界各地的任务，{[0100|0f000000]}\n来测定您的智慧与体能。{[0004]}完成任务即可被判定为优秀市民，{[0100|0f000000]}\n并获得发放的{color[0100]}鲑鱼卵{color[ffff]}。{[0004]}首次完成时，可获得大量鲑鱼卵。{[0100|1e000000]}\n请踊跃参加吧。
010	哇——能得到鲑鱼卵啊！
011	好像对寻找爷爷也有些帮助。
012	此外，{[0100|0f000000]}完成的任务越多，\n就能解除更多机密资料{color[0100]}幻界日志{color[ffff]}的访问限制。{[0004]}未经许可，禁止公开幻界日志。{[0100|1e000000]}\n请谨慎对待其中的信息。
015	幻界日志……？{[0100|1e000000]}\n说起来，菜单里好像的确多出了类似的东西……{[0004]}总之，为了处理外面的绒毛墨汁，\n还是去收集鲑鱼卵比较好。{[0004]}反正你好像被登录上了，{[0100|0f000000]}\n那这里就交给你了，3号。
016	接下来将会启动您脚边的装置。{[0100|1e000000]}\n请选择本次任务要使用的{color[0100]}武器{color[ffff]}。
100	任务将会在您穿过那边的大门后开始。{[0004]}本任务无需挑战费用，\n但有些任务需要支付{color[0100]}鲑鱼卵{color[ffff]}才能挑战。{[0004]}届时请您在大门处支付鲑鱼卵。{[0004]}{[0405]}…{[0100|05000000]}…\x0f\x04\x05{[0004]}“用户名：3号，登录结束。”{[0100|0f000000]}\n“开始收集并分析活动数据。”{[0004]}那么，祝您好运。
101	……啊，{[0100|0f000000]}好像结束了？{[0004]}好，3号！{[0100|0f000000]}奋勇挑战吧——！！
EventFlowMsg\Mission_BigWorldTutorial.msbt
000	我们也刚到这里没多久，\n总之先分享一下目前了解的情况吧～
001	荒界下方这个广阔的空间\n好像叫作{color[0100]}幻界{color[ffff]}。
002	然后呢，在这个幻界\n似乎一共有6座被称为{color[0100]}地域{color[ffff]}的岛屿。
003	而且幻界中心有个神秘的火箭，{[0100|1e000000]}\n非常巨大哦——！
004	话说回来，爷爷身上带着发信器，\n但是我们找到了3个与其相似的{color[0100]}强烈反应{color[ffff]}。
005	所以就拜托3号你{color[0100]}调查那3个地方{color[ffff]}啦！
006	为了方便调查，我帮你强化了菜单中的地图功能哦，{[0100|1e000000]}\n先来看一下吧。
007	{color[0100]}去过的地方{color[ffff]}会自动记录在地图上，\n附近有什么东西时还会发光哦。
008	这里会不会有宝物呢？
009	1号，我们现在要找的是爷爷……
010	啊！{[0100|0f000000]}3号的鲑鱼卵全都没了！{[0100|1e000000]}\n可能是掉下来的时候弄丢了……{[0004]}啊——！{[0100|0f000000]} 连英雄装备也坏掉了！！
011	鲑鱼卵还能再收集，但装备……{[0100|1e000000]}\n嗯～只能从头开始强化……{[0004]}虽然有些麻烦，但还是给你说明一下吧。{[0004]}先使用{color[0100]}{[031f|0000803f00000000]}小鱼干{color[ffff]}\n将想要强化的装备{color[0100]}解除锁定{color[ffff]}。{[0004]}再使用{[0320|0000803f00000000]}{color[0100]}强化点数{color[ffff]}，\n就可以为装备强化能力了哦。
012	幻界应该也有{color[0100]}{[031f|0000803f00000000]}小鱼干{color[ffff]}吧？{[0100|1e000000]}\n去各处找找看吧——！
013	通过{color[0100]}涂墨或寻物{color[ffff]}等行为来积累经验，\n就可以获得{[0320|0000803f00000000]}{color[0100]}强化点数{color[ffff]}，加油哦！
014	旁边的地域好像有爷爷的反应……{[0100|1e000000]}\n那就拜托你去那边调查好了～
EventFlowMsg\Mission_DefeatBossA.msbt
000	可恶～～～！{[0100|1e000000]}\n没想到你居然有如此高超的技术……
001	哼！别以为这样就赢过鱼浆帮了！
002	给我记好了！
EventFlowMsg\Mission_DefeatBossB.msbt
001	疼疼疼……{[0100|1e000000]}\n这次就先放过你们……
003	别以为这样\n就赢过我们鱼浆帮了。
004	好了，那我们就先撤退……{[0100|1e000000]}啊。
EventFlowMsg\Mission_DefeatBossC.msbt
000	哼……{[0405]}（被……）\x0f\x04\x05
001	鲼———{[0405]}（被打败了——）\x0f\x04\x05
002	鲼……！{[0405]}（就到此为止吧……！）\x0f\x04\x05
003	鲼。{[0405]}（嘿。）\x0f\x04\x05
EventFlowMsg\Mission_DefeatLastBoss.msbt
Comment_00	从各个方面来说，{[0100|3c000000]}我都输给你们了……\n
Comment_01	放下对过去的强烈执着，着眼于当下和未来，{[0100|2d000000]}\n要做到这一点……实在是很难啊。
Comment_02	我的工作……{[0100|0f000000]}也终于要结束了吗？
Comment_03	辛苦了……{[0100|28000000]}那么就再会吧。
EventFlowMsg\Mission_DestroyLaunchPadKebaInk.msbt
Comment_00	司令！那就拜托你了！
Comment_01	变……
Comment_02	变光滑了！！
Comment_03	太好啦！3号！
Comment_04	好！{[0100|2d000000]}快去救爷爷吧……
Comment_05	出发！
EventFlowMsg\Mission_FirstArea02.msbt
000	这里的氛围和刚才那个地方截然不同呢。
001	啊！3号！
002	那个最高的地方有强烈反应哦！
003	可能爷爷就在那里，我们去调查一下吧！
EventFlowMsg\Mission_FirstArea03.msbt
000	那边的地面变得滑溜溜的了——！
001	这个地域好像没有爷爷的反应。
002	好——！那就一边调查一边前进吧——！
EventFlowMsg\Mission_FirstArea04.msbt
000	感觉这里好乱啊……{[0100|1e000000]}嗯？
001	高处有强烈反应！{[0100|0f000000]}请前去确认！
002	莫非是爷爷？！{[0100|0f000000]}3号，我们去看看吧！！
100	感觉这里好乱啊……{[0100|1e000000]}嗯？
101	高处有强烈反应！{[0100|0f000000]}请前去确认！
102	莫非是爷爷？！{[0100|0f000000]}3号，我们去看看吧！！
EventFlowMsg\Mission_FirstArea05.msbt
000	呼——我们走了好远呢！
001	那边好像可以通往其他地域哦。
002	啊，另一边也有管线。
003	这里也没有爷爷的反应啊……
004	那就一边探险，一边前往下一个地域吧！
100	呼——我们走了好远呢！
101	那边好像可以通往其他地域哦。
102	这条是回去的管线。
103	嗯……没有爷爷的反应啊……
104	那就一边探险，一边前往下一个地域吧！
EventFlowMsg\Mission_FirstArea06.msbt
000	哇！这里几乎没有陆地啊！
001	应该是曾经发生过什么吧……{[0100|1e000000]}嗯？
002	那栋建筑的顶端有强烈反应！
003	一定是爷爷！走吧，3号！
EventFlowMsg\Mission_FirstKebaInk.msbt
000	3号，{[0100|0f000000]}你看见堵住道路的{color[0100]}绒毛墨汁{color[ffff]}了吗？{[0100|1e000000]}\n那个圆圆的东西应该就是{[0316|0000803f00000000]}{color[0100]}核心{color[ffff]}了。
001	看来正是那个核心在维持着绒毛墨汁，\n不过墨汁攻击好像对它无效……
002	暂时先别管了，去找章鱼们的基地吧！
EventFlowMsg\Mission_FirstLaunchPad.msbt
000	能夺回装备真是太好了！
001	走吧，现在必须加快脚步吧？
002	好，3号，找找有没有入口吧！
EventFlowMsg\Mission_FirstLaunchPadEnter.msbt
000	司、司令！你没事吧？！
001	啊？你说因为太久没运动，不小心扭伤了？{[0100|1e000000]}\n这里就交给你，让我们先走？
002	好的！{[0100|0f000000]}\n我们一定不会辜负司令的心意！！
003	走吧，3号！
004	等一下啊——！！
EventFlowMsg\Mission_FirstRocketStage01.msbt
000	啊！{[0100|0f000000]}英雄装备被夺走了！！
001	唔……从正面过去就会变成这样呢～
002	是因为有“陷阱”吗？
003	鲼！{[0405]}（装备好像被送到前面了！）\x0f\x04\x05
004	有小鲑鱼在呢，不能想办法前进吗？
005	1号有时候会说一些强人所难的话呢……
100	啊，取回英雄装备了哦！
101	前面可能还有陷阱，小心行动吧。
EventFlowMsg\Mission_FirstStageClear.msbt
Comment_00	干得漂亮，3号！{[0100|1e000000]}\n都让我不禁回想起自己年轻的时候了！{[0004]}被囚禁在这里的是{color[0100]}电池鲶鱼{color[ffff]}，\n它也是能源的一种。{[0004]}看来前方也囚禁着{color[0100]}大电池鲶鱼{color[ffff]}的可能性非常高！
EventFlowMsg\Mission_FirstTakolien.msbt
000	快看！在那边的是{color[0100]}章鱼兵{color[ffff]}！
001	按{[030c|0000803f00000000]}使用墨汁来攻击它！
EventFlowMsg\Mission_FourthStageClear.msbt
000	嗯～！干得漂亮，3号！
001	好了……{[0100|1e000000]}茶壶几乎都看过了，\n还有其他可疑的地方吗？
EventFlowMsg\Mission_IntroduceComrade.msbt
Comment_00	3号！{[0100|1e000000]}3号——！
Comment_01	太好了～{[0100|0f000000]}你好像没事啊！
Comment_02	你就是爷爷任命的3号吧，\n那么这位就是小鲑鱼啦。
Comment_03	你的眼神确实不错！
Comment_04	说起来，{[0100|14000000]}我们是第一次见面吧。
Comment_05	我是New！喷嘴部队的{color[0100]}1号{color[ffff]}！
Comment_06	你好～我是{color[0100]}2号{color[ffff]}～\n
Comment_07	然后然后，{[0100|32000000]}这位是司令！！
Comment_08	我们就是{[0100|14000000]}{[0101|0000803e]}New——！\n{[0100|19000000]}{[0101|cdcc8c3f]}喷嘴～{[0100|19000000]}部队！！\n
Comment_09	咳咳。
Comment_10	……看来爷爷好像\n在下落时和我们分散了。
Comment_11	这里看起来特别广阔，{[0100|0f000000]}\n而且到处都是绒毛墨汁。
Comment_12	{[0100|1e000000]}不过，3号你们一定能成功突破……！
Comment_13	拜托了！{[0100|0f000000]}\n帮我们一起找爷爷吧！
Comment_14	{[0405]}……{[0004]}……{[0100|05000000]}……{[0004]}……{[0100|05000000]}……{[0100|05000000]}……\x0f\x04\x05
Comment_15	保持沉默的话，\n我就当你的回答是“YES”了。
Comment_16	真是爽快！{[0100|3c000000]}\n那就{[0100|3c000000]}鱿劳你啦～～～！
EventFlowMsg\Mission_IntroduceTrinity.msbt
Comment_00	稍微等一下——！！
Comment_01	是谁？！
Comment_02	吼吼——你问我们是谁？{[0100|41000000]}\n那就掏干净耳朵里的海藻好好听着！
Comment_03	比起一日三餐更重视寻找宝物！
Comment_04	我是黑帮舞者{color[0100]}{[0100|0f000000]}曼曼{color[ffff]}！
Comment_05	将一切都收入囊中！
Comment_06	我是鲨鱼操作者{color[0100]}莎莎{color[ffff]}！
Comment_07	鲼！{[0405]}（一获千金！生意兴隆！）\x0f\x04\x05
Comment_08	鲼！{[0405]}（我是鬼蝠鲼{color[0100]}鬼福{color[ffff]}是也！）\x0f\x04\x05
Comment_09	我们是蛮颓代表！
Comment_10	超鱿型的义贼！
Comment_11	鲼！{[0405]}（奢侈度日！）\x0f\x04\x05
Comment_12	“{color[0100]}鱼浆帮{color[ffff]}”！！
Comment_13	……好、{[0100|1e000000]}好帅啊——！
Comment_14	那个～{[0100|0f000000]}那边的鱼浆帮小姐们？\n找我们有什么事吗？
Comment_15	话说，{[0100|0f000000]}鱼浆帮……不就是蛮颓电台的……
Comment_16	哼，{[0100|0f000000]}那只是隐于世间的伪装，{[0100|2d000000]}\n我们的真实身份是神出鬼没的大盗！
Comment_17	没想到在荒界的地下\n居然还有这样的空间啊。
Comment_18	这里一定\n藏着很多宝物！
Comment_19	鲼！{[0405]}（感觉能卖不少钱！）\x0f\x04\x05
Comment_20	你们也是冲着宝物来的吧？
Comment_21	不过我们会把宝物一个不留地全部收下，{[0100|0f000000]}\n所以就先来和你们道声歉了！
Comment_22	哇，你们都好有礼貌啊。
Comment_23	什么嘛，{[0100|0f000000]}都没怎么被吓到啊。{[0004]}最近的年轻人真没意思。
Comment_24	鲼！{[0405]}（虽说我们也很年轻！）\x0f\x04\x05
Comment_25	……总之，{[0100|1e000000]}\n所～有宝物都会落入我们的手中。
Comment_26	你们有本事就尽管来吧～
Comment_27	嗨呀，后会鱿期！
EventFlowMsg\Mission_LastBoss02Failed.msbt
000	不好！已经来不及了……！！
001	啊——！蛮颓镇被———！
002	鲼……{[0405]}（一切都太迟了……）\x0f\x04\x05
003	{[0101|9a99993e]}{[0100|3c000000]}那一天，{[0100|1e000000]}一个巨大的毛球在宇宙中诞生了。
