CommonMsg\CuiMsgWin.msbt
Msg_Network_Error	通信エラーが発生しました
Shooter_First_00	{[0506]}
Shooter_Precision_00	{[0506]}
Shooter_Blaze_00	{[0506]}
Shooter_Normal_00	{[0506]}
Shooter_Normal_H	{[0506]}
Shooter_Gravity_00	{[0506]}
Shooter_QuickMiddle_00	{[0506]}
Shooter_Expert_00	{[0506]}
Shooter_Heavy_00	{[0506]}
Shooter_Long_00	{[0506]}
Blaster_Short_00	{[0506]}
Blaster_Middle_00	{[0506]}
Blaster_Long_00	{[0506]}
Blaster_LightShort_00	{[0506]}
Blaster_Light_00	{[0506]}
Blaster_LightLong_00	{[0506]}
Shooter_TripleQuick_00	{[0506]}
Shooter_TripleMiddle_00	{[0506]}
Shooter_Flash_00	{[0506]}
Roller_Compact_00	{[0506]}
Roller_Normal_00	{[0506]}
Roller_Heavy_00	{[0506]}
Roller_Hunter_00	{[0506]}
Brush_Mini_00	{[0506]}
Brush_Normal_00	{[0506]}
Charger_Quick_00	{[0506]}
Charger_Normal_00	{[0506]}
Charger_NormalScope_00	{[0506]}
Charger_Long_00	{[0506]}
Charger_LongScope_00	{[0506]}
Charger_Light_00	{[0506]}
Charger_Keeper_00	{[0506]}
Slosher_Strong_00	{[0506]}
Slosher_Diffusion_00	{[0506]}
Slosher_Launcher_00	{[0506]}
Slosher_Bathtub_00	{[0506]}
Slosher_Washtub_00	{[0506]}
Spinner_Quick_00	{[0506]}
Spinner_Standard_00	{[0506]}
Spinner_Hyper_00	{[0506]}
Spinner_Downpour_00	{[0506]}
Spinner_Serein_00	{[0506]}
Maneuver_Short_00	{[0506]}
Maneuver_Normal_00	{[0506]}
Maneuver_Gallon_00	{[0506]}
Maneuver_Dual_00	{[0506]}
Maneuver_Stepper_00	{[0506]}
Shelter_Normal_00	{[0506]}
Shelter_Wide_00	{[0506]}
Shelter_Compact_00	{[0506]}
CommonMsg\UniformName\UniformNameWeaponName_Special.msbt
SpInkStorm	{[0506]}
SpUltraShot	{[0506]}
SpUltraStamp	{[0506]}
SpGachihoko	{[0506]}
SpGreatBarrier	{[0506]}
SpJetpack	{[0506]}
SpShockSonar	{[0506]}
SpSuperHook	{[0506]}
SpSuperLanding	{[0506]}
SpSkewer	{[0506]}
SpChariot	{[0506]}
SpNiceBall	{[0506]}
SpBlower	{[0506]}
SpMultiMissile	{[0506]}
SpMicroLaser	{[0506]}
SpTripleTornado	{[0506]}
CommonMsg\UniformName\UniformNameWeaponName_Sub.msbt
Bomb_Splash	{[0506]}
Bomb_Suction	{[0506]}
Bomb_Quick	{[0506]}
Bomb_Curling	{[0506]}
Bomb_Robot	{[0506]}
Trap	{[0506]}
Sprinkler	{[0506]}
PointSensor	{[0506]}
PoisonMist	{[0506]}
Shield	{[0506]}
Beacon	{[0506]}
Bomb_Fizzy	{[0506]}
Bomb_Torpedo	{[0506]}
LineMarker	{[0506]}
CommonMsg\VS\VSAwardName.msbt
Battle	バトル No.1
GachiareaPaint	ガチエリア塗り No.1
GachiareaFrontHold	ガチエリア前線キープ No.1
GachiyaguraInvasion	カウント進行 No.1
GachiyaguraBest	ベストカウント更新
GachihokoInvasion	カウント進行 No.1
GachihokoBest	ベストカウント更新
GachiasariInvasion	カウント進行 No.1
GachiasariHold	ガチアサリ運んだ時間 No.1
Paint	塗りポイント No.1
Standout	注目された時間 No.1
NawabariPaintMyTeamArea	ホーム塗り No.1
NawabariPaintOpTeamArea	アウェイ塗り No.1
SuperJumpTarget	味方のジャンプ先 No.1
Kill	トドメ数 No.1
KillAssist	アシスト数 No.1
GachiareaStay	ガチエリア関与 No.1
GachiyaguraCheckPointPass	カンモン突破 No.1
GachiyaguraStop	ガチヤグラブロック No.1
GachihokoCheckPointPass	カンモン突破 No.1
GachihokoHold	ガチホコ運んだ時間 No.1
GachihokoStop	ガチホコブロック No.1
GachiasariStop	ガチアサリブロック No.1
NawabariDefenseMyTeamArea	ホーム防衛 No.1
MoveDistance	移動距離 No.1
DamageRecovery	耐えたダメージ No.1
InkConsumption	インク消費量 No.1
FirstSplat	ファーストスプラット
UltraShot	ウルトラショット No.1
GreatBarrier	グレートバリア No.1
MicroLaser	メガホンレーザー5.1ch No.1
MultiMissile	マルチミサイル No.1
InkStorm	アメフラシ No.1
NiceBall	ナイスダマ No.1
UltraStamp	ウルトラハンコ No.1
Jetpack	ジェットパック No.1
SuperHook	ショクワンダー No.1
ShockSonar	ホップソナー No.1
Blower	キューインキ No.1
Chariot	カニタンク No.1
Skewer	サメライド No.1
TripleTornado	トリプルトルネード No.1
EnergyStand	エナジースタンド No.1
Battle2	バトル No.2
GachiareaPaint2	ガチエリア塗り No.2
GachiareaFrontHold2	ガチエリア前線キープ No.2
GachiyaguraInvasion2	カウント進行 No.2
GachihokoInvasion2	カウント進行 No.2
GachiasariInvasion2	カウント進行 No.2
GachiasariHold2	ガチアサリ運んだ時間 No.2
Paint2	塗りポイント No.2
Standout2	注目された時間 No.2
NawabariPaintMyTeamArea2	ホーム塗り No.2
NawabariPaintOpTeamArea2	アウェイ塗り No.2
SuperJumpTarget2	味方のジャンプ先 No.2
Kill2	トドメ数 No.2
KillAssist2	アシスト数 No.2
Ref_No1	 No.1
Ref_No2	 No.2
CommonMsg\VS\VSRuleName.msbt
Pnt	ナワバリバトル
Pnt_2L	ナワバリ\nバトル
Var	ガチエリア
Var_2L	ガチ\nエリア
Vgl	ガチホコバトル
Vgl_2L	ガチホコ\nバトル
Vlf	ガチヤグラ
Vlf_2L	ガチ\nヤグラ
Vcl	ガチアサリ
Vcl_2L	ガチ\nアサリ
Tcl	トリカラバトル
Tcl_2L	トリカラ\nバトル
CommonMsg\VS\VSStageName.msbt
Yunohana	ユノハナ大渓谷
District	ゴンズイ地区
Yagara	ヤガラ市場
Temple	マテガイ放水路
Scrap	ナメロウ金属
Kaisou	マサバ海峡大橋
Upland	海女美術大学
Carousel	スメーシーワールド
CommonMsg\Weapon\WeaponExp_Special.msbt
SpInkStorm	インクの雨雲を発生させる装置を投げる。\nインクの雨雲は着地地点から少しずつ移動していく。
SpUltraShot	回転しながら飛ぶ強力なショットを、最大で３回発射する。\n{[030c|0000803f00000000]}を押すと３発のインクが同時に射出される。
SpUltraStamp	巨大なハンコで攻撃する。\n{[030c|0000803f00000000]}を押している間、ハンコをたたきつけながら前進する。\n{[030a|0000803f00000000]}を押して離すと、ハンコを投げつけて遠くまで攻撃し、\nスペシャルが終了する。
SpGreatBarrier	大型のバリアを発生させる装置を足元に設置する。\nバリアは外からのインク攻撃を防ぐが、相手自体の侵入は防げない。\n内部の装置や頂上の部品にダメージを受けると早く壊れてしまう。
SpJetpack	インクを噴射して空を飛び、付属のランチャーで攻撃する。\n{[0301|0000803f00000000]}を押すと、一時的に高度を上げることができる。
SpShockSonar	ウェーブを生み出す装置を設置し、かくれた相手をあぶりだす。\nウェーブは地面を伝わり、ふれた相手にダメージをあたえてマーキングする｡\nジャンプすればウェーブをかわすことができる。
SpSuperHook	インクをまとった姿に変身し、触腕をのばしてステージを飛び回る。\n{[030a|0000803f00000000]}でカベに張りつき、{[030c|0000803f00000000]}でメインウェポンを使用できる。\nインクが切れると変身が解け、元いた場所にスーパージャンプでもどる。
SpSkewer	インクの力で進むフロートに乗って前方に突撃する。\n{[030c|0000803f00000000]}を押すか、コースから外れると、爆発してダメージをあたえる。
SpChariot	多足歩行戦車に乗りこみ、ショットやカノン砲で相手を制圧する。\n{[030c|0000803f00000000]}で連射ショット、{[030a|0000803f00000000]}でカノン砲を発射する。\n背中が弱点。{[030b|0000803f00000000]}で移動形態に変形して身を守れる。
SpNiceBall	力をためて、インクのかたまりを作り、投げつけて爆発させる。\n「ナイス」のシグナルを送ったり、仲間から受けたりすることで、\n素早く力をためられる。\n「ナイス」を送ってくれた仲間は、スペシャルゲージが少し増える。
SpBlower	相手のインク攻撃を吸いこむほど強力になるインク弾を放つ。\n{[030c|0000803f00000000]}で空気のうずを発生させて相手のインク攻撃を吸いこむ。\nメーターが満タンになるか一定時間が経過すると、{[030c|0000803f00000000]}を離して\nインク弾を発射できる。
SpMultiMissile	{[030c|0000803f00000000]}を押すと、カーソル内の相手にミサイルを発射する。\n最大５つの目標をまとめてロックオンできる。\nロックオンした数によって、目標１つあたりのミサイル発射数が変わる。
SpMicroLaser	メガホン型のレーザー発射装置を６つ配置し、攻撃する。\n相手プレイヤーをロックオンすると、装置が自動で追撃する。\n発動中も、メインウェポンやサブウェポンを使うことができる。
SpTripleTornado	ガイド装置を設置した最大3か所に、インクの竜巻を起こす。\n{[030a|0000803f00000000]}でガイド装置を投げて設置すると、\nその場所めがけて上空から竜巻発生弾が撃ちこまれる。
SpEnergyStand	一部の能力を一時的に強化するドリンクが入った冷蔵庫を設置する。\nドリンクは４本入りで、１人につき１本だけ飲める。\n効果時間中にやられると、効果は切れるが、すぐに復活できる。
CommonMsg\Weapon\WeaponExp_Sub.msbt
Bomb_Splash	着地してしばらくすると、爆発するボム。\n爆発で周辺を塗ることができ、相手も倒せる。
Bomb_Suction	地面やカベにくっつくボム。\nスプラッシュボムよりも爆発までの時間が長いが、\n広い範囲に爆風が届く。
Bomb_Quick	何かにぶつかると、すぐに爆発するボム。\n爆発が小さく、攻撃力も低いが、\nあまりインクを消費せずに連続して投げることができる。
Bomb_Curling	地面を塗りながら進んだあと、爆発するボム。\nカベに当たると はね返る。\n{[030a|0000803f00000000]}を押し続けると、爆発するまでの時間を調整できる。
Bomb_Robot	自動で相手を追いかけるボム。\n投げた場所の周囲を探知し、相手を見つけて自動で歩いていく。\n相手に近づくと停止し、爆発する。
Trap	足元に置くワナで、相手が近づくと作動し、その相手をマーキングする。\n相手の色で塗られると、自然に作動してしまう。\n同時に２つまで設置できる。
Sprinkler	地面やカベにくっつき、インクをまき散らすしかけ。\n設置してすぐは勢いが強いが、少しずつ弱まる。\n同時に１つしか設置できない。
PointSensor	投げた場所の近くにいる相手をマーキングする装置。\n相手の位置を仲間全員に知らせる。
PoisonMist	ある生物の体液を霧状にして収めたビン。\n霧の中に入った相手の移動をおそくし、インクを少しずつ減らす。\n霧の中に入っている時間が長いほど、効果が大きくなる。
Shield	目の前にインクのカベを設置し、相手の侵入や攻撃を防ぐしかけ。\n相手に攻撃されると、壊れるまでの時間が早くなる。\n同時に１つしか設置できない。
Beacon	イカが察知できる信号を発信する装置。\n味方のジャンプビーコンを選んで{[0300|0000803f00000000]}を押すと、\nそこにスーパージャンプする。\n同時に３つまで設置でき、通常は１回しか使えないが、\nジャンプビーコンを装備していない仲間が使う場合は２回まで使える。
Bomb_Fizzy	ガスがとけているインクを充填したボム。\n{[030a|0000803f00000000]}を押して構えている間パワーがたまり、\nパワーに応じて最大３回連続で爆発する。\nコントローラーを動かしたり、スティックやボタンを操作するほど\nパワーが素早くたまる。
Bomb_Torpedo	相手に向かって飛んでいくサブウェポン。\n相手の近くに投げると、変形して相手に向かって飛んでいき、\n着弾した場所に爆発するインクをまき散らす。\n相手のトーピードは、攻撃すると撃ち落とせる。
LineMarker	通り道に線を残しながら、一直線に飛んでいくサブウェポン。\n線にふれた相手をマーキングする。\nさらに、直撃した相手にはダメージもあたえる。\nカベや地面に当たると はね返る。
CommonMsg\Weapon\WeaponName_Main.msbt
